en,tr,es,title,speaker,duration,tags
"
","
","
","The Train Heist | Think Like A Coder, Ep 4",Alex Rosenthal,5:43,"animation,computers,TED-Ed,education,programming,science,engineering,code"
"
											Ethic, Hedge, and Adila, the leader 
of the revolution,
											plot out how they can steal an artifact 
called the Node of Power.
											It’s being used to run a heavily fortified
train that runs all around the country,
											providing supplies to settlements 
and facilities.
											This armored behemoth 
undergoes a complex
											and unpredictable unloading 
procedure—
											a procedure which is displayed, in detail,
on a screen within the engine car.
											Right means the train will go one 
car length forward,
											and left means the train will go the 
same distance backwards.
											While unloading, the train frequently 
moves back and forth,
											so a typical sequence 
might look like this.
									","
											Etik, Hedge ve devrim lideri Adila,
											Güç Düğümü'nü nasıl 
çalabileceklerini planlıyorlar.
											Ülkenin dört bir yanından geçerek
yerleşkeler ve tesislere malzeme sağlayan
											kuvvetlendirilmiş bir treni 
çalıştırmak için kullanılıyor.
											Bu zırhlı devasa varlık,
											karmaşık ve öngörülemez bir 
boşaltma prosedüründen geçiyor.
											Prosedür, motor vagonu içindeki
ekranda detaylı olarak gösteriliyor.
											Sağın anlamı trenin 
bir vagon boyutu ileri gitmesi,
											solun anlamı ise trenin 
aynı mesafede geri gitmesi demek.
											Boşaltım yapılırken tren
sıklıkla ileri geri oynuyor
											yani genel bir dizi şöyle görünebilir.
									","
											[Una serie original de TEDEd]
											[Diseñado y animado por Kozmonot Studio]
											[Piensa como un programador]
											[Localización: Bradbarrier]
											[Episodio 04: El asalto al tren]
											Ética, Hedge y Adila,
la líder de la revolución
											planean cómo robar un artefacto
llamado el Nodo del Poder,
											que sirve para operar un tren
blindado que viaja alrededor del país
											proporcionando recursos 
a asentamientos y fábricas.
											Este gigante armado
está sometido a un complejo
											e impredecible proceso de descarga;
											proceso que se encuentra detallado
en una pantalla dentro del locomotor.
											Derecha quiere decir que se desplazará
la distancia de un vagón hacia delante,
											e izquierda simboliza el mismo movimiento
y la misma distancia hacia atrás.
											Mientras descarga, el tren a menudo
se mueve hacia adelante y atrás,
											por lo que una secuencia típica
se parecerá a esto.
									","The Train Heist | Think Like A Coder, Ep 4",Alex Rosenthal,5:43,"animation,computers,TED-Ed,education,programming,science,engineering,code"
"
","
","
","The Train Heist | Think Like A Coder, Ep 4",Alex Rosenthal,5:43,"animation,computers,TED-Ed,education,programming,science,engineering,code"
"
											Also within the engine car is a button 
that can only be pressed once.
											When pressed, it lets down the force 
field over the artifact for 10 seconds.
											The engine car is tiny 
and designed for a robot.
											Of your team, only Hedge can fit.
									","
											Ayrıca motor vagonunun içinde sadece 
bir kez basılabilecek bir düğme var.
											Basıldığında, Düğümün üzerindeki 
kuvvet alanını 10 saniye için kapatıyor.
											Motor vagonu küçük 
ve bir robot için tasarlanmış.
											Takımından sadece Hedge oraya sığabilir.
									","
											Además, dentro del locomotor hay un botón
que solo se puede presionar una vez,
											al hacerlo, apagará el campo de fuerza 
sobre el artefacto por 10 segundos.
											El locomotor es pequeño y
está diseñado para un robot.
											De nuestro equipo, solo Hedge cabe allí.
									","The Train Heist | Think Like A Coder, Ep 4",Alex Rosenthal,5:43,"animation,computers,TED-Ed,education,programming,science,engineering,code"
"
","
","
","The Train Heist | Think Like A Coder, Ep 4",Alex Rosenthal,5:43,"animation,computers,TED-Ed,education,programming,science,engineering,code"
"
											The members of the resistance have 
positioned a crane over the train tracks
											that can pluck the artifact 
once it’s exposed.
											They’ll know when to lower 
the crane by sight.
											But the only way Hedge can determine 
the train’s position
											and know when to lower 
the force field
											is by analyzing the unloading procedure,
											because he’ll be inside 
the windowless engine car.
											Hedge can’t program himself though, so 
it’s up to Ethic to tell him what to do.
									","
											Direniş üyeleri tren raylarının üzerine,
											açığa çıktığında Düğümü çekebilecek 
bir vinç yerleştirdiler.
											Vinci ne zaman aşağı indirmeleri 
gerektiğini bakarak bilecekler.
											Fakat Hedge'in trenin konumunu belirleyip
											kuvvet alanını kapatmasının tek yolu
											boşaltım sürecini incelemek
											çünkü penceresiz motor 
vagonunun içinde olacak.
											Hedge kendisini programlayamaz yani 
ona ne yapacağını söylemek Etik'in işi.
									","
											Los miembros de la resistencia han situado
una grúa sobre las vías del tren
											que puede recoger el artefacto
una vez sea expuesto.
											Sabrán cuándo bajar 
la grúa a simple vista.
											Pero la única forma de que Hedge 
determine la posición del tren
											y sepa cuándo bajar el escudo de fuerza
											es analizando el procedimiento de descarga
											porque estará dentro
de la cabina sin ventanas.
											Hedge no puede autoprogramarse; 
por tanto, Ética debe decirle qué hacer.
									","The Train Heist | Think Like A Coder, Ep 4",Alex Rosenthal,5:43,"animation,computers,TED-Ed,education,programming,science,engineering,code"
"
","
","
","The Train Heist | Think Like A Coder, Ep 4",Alex Rosenthal,5:43,"animation,computers,TED-Ed,education,programming,science,engineering,code"
"
											The artifact is in the car 10 
positions behind
											the one that’s directly under the 
crane at the start.
											What instructions can Ethic give Hedge
											so that he hits the button 
at just the right moment?
									","
											Düğüm, başta vincin tam altında olan
											10 vagon gerideki vagonun içinde.
											Etik, doğru anda düğmeye basması için
											Hedge'e ne talimat verebilir?
											Kendiniz çözmek için şimdi durdurun.
									","
											El artefacto se encuentra en el vagón
situado 10 posiciones detrás
											de la que se encuentra
justo bajo la grúa al principio.
											¿Qué instrucciones puede dar Ética a Hedge
											para que presione el botón
en el momento correcto?
											Pausa el vídeo ahora 
para resolverlo por ti mismo.
									","The Train Heist | Think Like A Coder, Ep 4",Alex Rosenthal,5:43,"animation,computers,TED-Ed,education,programming,science,engineering,code"
"
","
","
","The Train Heist | Think Like A Coder, Ep 4",Alex Rosenthal,5:43,"animation,computers,TED-Ed,education,programming,science,engineering,code"
"
											Here’s a hint to get you started.
									","
											Başlamanız için bir ipucu.
									","
											Aquí tienes una pista para empezar.
									","The Train Heist | Think Like A Coder, Ep 4",Alex Rosenthal,5:43,"animation,computers,TED-Ed,education,programming,science,engineering,code"
