en,es,tr,fr,title,speaker,duration,tags
"
","
","
","
",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
											I'd like you all
to close your eyes, please ...
											and imagine yourself sitting
in the middle of a large, open field
											with the sun setting on your right.
											And as the sun sets,
											imagine that tonight
you don't just see the stars appear,
											but you're able to hear the stars appear
											with the brightest stars
being the loudest notes
											and the hotter, bluer stars
producing the higher-pitched notes.
									","
											Me gustaría que todos Uds.
cierren los ojos, por favor
											y se imaginen sentados en mitad
de un gran campo abierto
											con la puesta de sol a su derecha.
											Y mientras se pone el sol,
											imagine que esa noche no solo
verá aparecer las estrellas,
											sino que será capaz de oírlas aparecer
											con las estrellas más brillantes
siendo las notas más graves
											y las estrellas más calientes y azules
											produciendo las notas más agudas.
									","
											Lütfen hepiniz gözlerinizi kapatın
											ve güneş sağ tarafınızda batarken
											geniş, açık bir alanın ortasında
oturduğunuzu hayal edin
											ve güneş batarken
											yalnızca yıldızları 
belirirken göreceğinizi değil,
											onları belirirken duyacağınızı hayal edin,
											en parlak yıldızların
en yüksek sesli olduğunu
											ve daha sıcak, mavi renkli 
yıldızların daha tiz notalar ürettiğini...
									","
											Fermez vos yeux, s'il vous plaît.
											Imaginez que vous êtes assis au milieu
d'un champ immense et ouvert
											et que le soleil
se couche sur votre droite.
											Le soleil se couche.
											Imaginez que vous ne voyez pas
uniquement les étoiles apparaître.
											Vous pouvez aussi les entendre.
											Les étoiles les plus brillantes
sont les plus bruyantes.
											Les plus chaudes, les plus bleues,
produisent des notes plus aigües.
									",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
","
","
","
",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
											(Music)
									","
											(Música)
									","
											(Müzik)
									","
											(Musique)
									",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
","
","
","
",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
											And since each constellation
is made up of different types of stars,
											they'll each produce
their own unique melody,
											such as Aries, the ram.
									","
											Y como cada constelación está hecha
											de diferentes tipos de estrellas,
											cada una producirá 
su propia melodía única,
											como Aries, el carnero.
									","
											ve her bir takım yıldızı
değişik tür yıldızlardan oluştuğu için
											her biri kendi eşsiz
melodisini yaratacaktır,
											Koç Takım Yıldızı gibi.
									","
											Comme chaque constellation est formée
de différentes sortes d'étoiles,
											elles produisent une mélodie unique,
											comme Aries, le bélier.
									",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
","
","
","
",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
											(Music)
									","
											(Música)
									","
											(Müzik)
									","
											(Musique)
									",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
","
","
","
",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
											Or Orion, the hunter.
									","
											O Orión, el cazador.
									","
											Ya da Orion, Avcı Takım Yıldızı.
									","
											Ou Orion, le chasseur.
									",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
","
","
","
",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
											(Music)
									","
											(Música)
									","
											(Müzik)
									","
											(Musique)
									",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
","
","
","
",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
											Or even Taurus, the bull.
									","
											O incluso Tauro, el toro.
									","
											Veya Boğa Takım Yıldızı.
									","
											Ou celle du Taureau.
									",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
","
","
","
",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
											(Music)
									","
											(Música)
									","
											(Müzik)
									","
											(Musique)
									",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
","
","
","
",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
											We live in a musical universe,
											and we can use that to experience
it from a new perspective,
											and to share that perspective
with a wider range of people.
											Let me show you what I mean.
									","
											Vivimos en un universo musical,
											y podemos usar eso para experimentarlo

											desde una nueva perspectiva,
											y compartir esa perspectiva 
con un rango de gente mayor.
											Déjenme mostrárselo.
									","
											Müzikal bir evrende yaşıyoruz
											ve evreni yeni bir perspektiften
deneyimlemek için bunu kullanabilir
											ve bu perspektifi daha geniş
insan kitleleriyle paylaşabiliriz.
											Ne demek istediğimi size göstereyim.
									","
											Nous vivons dans un univers musical
											et nous pouvons l'utiliser
pour le vivre avec un autre regard
											et partager cette perspective
avec plus de personnes.
											Je vais vous montrer.
									",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
","
","
","
",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
											(Music ends)
									","
											(La música termina)
									","
											(Müzik biter)
									","
											(Fin de la musique)
									",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
","
","
","
",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
											Now, when I tell people
I'm an astrophysicist,
											they're usually pretty impressed.
											And then I say I'm also a musician —
they're like, ""Yeah, we know.""
									","
											Cuando digo a la gente 
que soy astrofísico,
											suelen impresionarse bastante.
											Entonces digo que también soy músico

											dicen ""Sí, sí, lo sabemos"".
									","
											İnsanlara astrofizikçi 
olduğumu söylediğimde
											genelde oldukça etkileniyorlar.
											Ardından müzisyen olduğumu 
söyleyince ""Evet, anlıyoruz."" diyorlar.
									","
											Quand je dis que je suis astrophysicien,
											les gens sont plutôt impressionnés.
											Et quand j'ajoute que je suis aussi
musicien, ça ne les étonne pas.
									",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
","
","
","
",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
											(Laughter)
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Rires)
									",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
","
","
","
",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
											So everyone seems to know
											that there's this deep connection
between music and astronomy.
											And it's actually a very old idea;
											it goes back over 2,000 years
to Pythagoras.
											You might remember Pythagoras
from such theorems
											as the Pythagorean theorem —
									","
											Todo el mundo parece saber
											que hay esta conexión profunda
entre música y astronomía.
											Y es una idea muy antigua;
											Se remonta a hace más de 2000 
años, a Pitágoras.
											Quizá recuerde a Pitágoras
por teoremas como
											el teorema pitagórico,
									","
											Yani herkes astronomi ile
											müzik arasında derin bir bağ
olduğunu biliyor gibi
											ve bu oldukça eski bir düşünce;
											2.000 yıl öncesine, Pisagor'a dayanıyor.
											Pisagor'u, Pisagor teoremi adındaki
											teoremden hatırlayabilirsiniz.
									","
											Tout le monde semble savoir
											qu'il y a un lien profond
entre la musique et l'astronomie.
											C'est une idée ancienne, en fait.
											Ça remonte à Pythagore, il y a 2 000 ans.
											Vous le connaissez grâce à son théorème,
											le théorème de Pythagore.
									",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
","
","
","
",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
											(Laughter)
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Rires)
									",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
"
","
","
","
",What does the universe sound like? A musical tour,Matt Russo,16:52,"TEDx,music,universe,space,Planets,astronomy,sound,guitar"
