en,fr,tr,title,speaker,duration,tags
"
","
","
",What would happen if we upload our brains to computers?,Robin Hanson,12:16,"computers,AI,future,economics,humanity,intelligence,mind,innovation,society,science,technology,robots"
"
											Someday, we may have robots
as smart as people,
											artificial intelligence, AI.
											How could that happen?
											One route is that we'll just keep
accumulating better software,
											like we've been doing for 70 years.
											At past rates of progress,
that may take centuries.
											Some say it'll happen a lot faster
											as we discover grand new
powerful theories of intelligence.
											I'm skeptical.
									","
											Un jour, nous aurons sans doute des robots
aussi intelligents que les hommes,
											l'intelligence artificielle, IA.
											Comment cela pourrait-il arriver ?
											Un des chemins est de continuer
à accumuler des logiciels meilleurs,
											comme nous le faisons depuis 70 ans.
											À la vitesse du progrès actuel,
ça pourrait prendre des siècles.
											Certains disent que
ça arrivera bien plus vite
											quand nous découvrirons des théories
nouvelles sur l'intelligence.
											Je reste sceptique.
									","
											Bir gün insanlar kadar zeki robotlara,
											yapay zekâya sahip olabiliriz.
											Bu nasıl olabilir?
											Bir yolu sürekli daha iyi yazılımlar
geliştirmeye devam etmek,
											tıpkı son 70 yıldır yaptığımız gibi.
											Son zamanlardaki değerlendirmelerle
bu yüzyıllar sürebilir.
											Kimi insanlar, yeni güçlü zekâ teorileri
											keşfedildikçe bunun çok daha hızlı
olacağını savunuyorlar.
											Ben ise şüpheciyim.
									",What would happen if we upload our brains to computers?,Robin Hanson,12:16,"computers,AI,future,economics,humanity,intelligence,mind,innovation,society,science,technology,robots"
"
","
","
",What would happen if we upload our brains to computers?,Robin Hanson,12:16,"computers,AI,future,economics,humanity,intelligence,mind,innovation,society,science,technology,robots"
"
											But a third scenario
											is what I'm going to talk about today.
											The idea is to port the software
from the human brain.
											To do this, we're going to need
three technologies to be good enough,
											and none of them are there yet.
											First, we're going to need
lots of cheap, fast, parallel computers.
											Second, we're going to need
to scan individual human brains
											in fine spatial and chemical detail,
											to see exactly what cells are where,
connected to what, of what type.
											And third, we're going to need
computer models
											of how each kind of brain cell works —
											taking input signals,
changing interval state
											and sending output signals.
											If we have good enough models
of all the kinds of brain cells
											and a good enough model of the brain,
											we can put it together to make
a good enough model of an entire brain,
											and that model would have the same
input-output behavior as the original.
											So if you talk to it, it might talk back.
											If you ask it to do things,
it might do them.
											And if we could do that,
everything would change.
									","
											Il y a cependant un troisième scénario.
											C'est de celui-ci que je vais vous parler.
											L'idée est d'importer le logiciel
à partir d'un cerveau humain.
											Nous aurons besoin que trois technologies
soient à la hauteur,
											ce qui n'est pas encore le cas.
											D'abord, nous avons besoin de beaucoup
d'ordinateurs parallèles,
											bons marchés et rapides.
											Ensuite, nous devons scanner
le cerveau d'humains
											avec une haute précision de détails
spatiaux et chimiques,
											pour détecter quelles sont les cellules,
et comment elles sont connectées.
											Enfin, nous avons besoin
de modèles numériques
											sur la manière dont chaque cellule
du cerveau fonctionne
											quand elle absorbe un signal,
change l'intervalle,
											et émet des signaux.
											Si on développe des modèles
suffisamment bons
											de toutes les sortes de cellules
et du cerveau,
											on peut les associer et créer un modèle
suffisamment bon du cerveau entier.
											Ce modèle aurait alors un comportement
entrées-sorties identique à l'original.
											Si on lui adresse la parole,
il pourrait nous répondre.
											Si on lui demande une chose,
il la faira.
											Si on parvient à créer ça,
tout va changer.
									","
											Ancak bugün üzerinde konuşmak istediğim
											üçüncü bir senaryo var.
											Ana fikir, yazılımı 
insan beyninden elde etmek.
											Bunu gerçekleştirmek için
iyi olması gereken üç teknolojik alan var
											ve üçü de henüz hazır değil.
											Öncelikle çok sayıda ucuz, hızlı
ve paralel bilgisayarlara gerek duyacağız.
											İkincisi, her bir insan beynini
konumsal ve kimyasal ayrıntılarıyla
											taramaya gerek duyacağız,
											böylelikle hangi hücrelerin nerede,
neye bağlı ve ne tür olduğunu anlayacağız.
											Üçüncüsü ise her bir beyin hücresinin
nasıl çalıştığına ilişkin
											bilgisayar modellerine gerek duyacağız;
											gelen sinyalleri alacak,
zaman aralıkları değişecek
											dışarı sinyal gönderecek.
											Her tür beyin hücresinin
ve de beynin yeterli düzeyde
											iyi modellerini elde edersek,
											tüm beyin için yeterli düzeyde
iyi bir model oluşturabiliriz,
											bu model de orijinal beyinle
aynı giriş-çıkış davranışını sergiler.
											Yani onunla konuşursanız, cevap verebilir.
											İş yapmasını isterseniz, onları yapabilir.
											Bunu başarabilirsek, her şey değişecektir.
									",What would happen if we upload our brains to computers?,Robin Hanson,12:16,"computers,AI,future,economics,humanity,intelligence,mind,innovation,society,science,technology,robots"
"
","
","
",What would happen if we upload our brains to computers?,Robin Hanson,12:16,"computers,AI,future,economics,humanity,intelligence,mind,innovation,society,science,technology,robots"
"
											People have been talking
about this idea for decades,
											under the name of ""uploads.""
											I'm going to call them ""ems.""
											When they talk about it, they say,
											""Is this even possible?
											If you made one, would it be conscious?
Or is it just an empty machine?
											If you made one of me,
is that me or someone else?""
											These are all fascinating questions
that I'm going to ignore ...
									","
											On parle de cette idée depuis des années
											sous le nom de « téléchargements ».
											Moi, j'appelle ça « ems ».
											Quand on en parle, les gens se demandent
											si c'est réellement possible.
											Dans ce cas, aurait-il une conscience ?
Ou ne serait-ce qu'une machine creuse ?
											Si on en crée un à partir de moi,
est-ce moi ou quelqu'un d'autre ?
											Toutes ces questions sont fascinantes,
mais je vais les ignorer...
									","
											İnsanlar bu fikir üzerinde 
''uploads'' (yüklemeler) adı altında
											uzun yıllardır tartışıyor,
											ben onlara ''emler'' diyeceğim.
											İnsanlar bunun hakkında 
konuştukları zaman soruyorlar:
											''Böyle bir şey mümkün mü?
											Yapsanız bile, bilinci olur mu?
Yoksa boş bir makine mi olur?
											Benden bir tane yapsanız,
o ben mi olurum başkası mı?
											Bu harika soruların hepsini
görmezden geleceğim...
									",What would happen if we upload our brains to computers?,Robin Hanson,12:16,"computers,AI,future,economics,humanity,intelligence,mind,innovation,society,science,technology,robots"
"
","
","
",What would happen if we upload our brains to computers?,Robin Hanson,12:16,"computers,AI,future,economics,humanity,intelligence,mind,innovation,society,science,technology,robots"
"
											(Laughter)
									","
											(Rires)
									","
											(Gülüşmeler)
									",What would happen if we upload our brains to computers?,Robin Hanson,12:16,"computers,AI,future,economics,humanity,intelligence,mind,innovation,society,science,technology,robots"
"
","
","
",What would happen if we upload our brains to computers?,Robin Hanson,12:16,"computers,AI,future,economics,humanity,intelligence,mind,innovation,society,science,technology,robots"
"
											because I see a neglected question:
											What would actually happen?
											I became obsessed with this question.
											I spent four years trying to analyze it,
											using standard academic tools,
to guess what would happen,
											and I'm here to tell you what I found.
											But be warned —
											I'm not offering inspiration,
I'm offering analysis.
											I see my job as telling you
what's most likely to happen
											if we did the least to avoid it.
											If you aren't at least a bit disturbed
by something I tell you here,
											you're just not paying attention.
									","
											car il y a une question que l'on néglige :
											qu'est-ce qui se passera vraiment ?
											Je suis obsédé par cette question.
											J'ai passé quatre ans à essayer
de l'analyser
											en utilisant des outils académiques
traditionnels pour chercher des réponses.
											Je vais vous confier mes découvertes.
											Gardez bien à l'esprit
											que je ne vous propose non pas
de l'inspiration mais une analyse.
											Je dois vous expliquer ce
qui va probablement se passer
											si nous faisons le moins possible
pour l'éviter.
											Si ce que je vais vous raconter
ne vous trouble pas un petit peu,
											c'est que vous n'êtes pas attentifs.
									","
											çünkü gözardı edilen bir soru var:
											Ne olurdu peki?
											Bu soruya kafayı taktım.
											Analiz etmek için dört yıl harcadım,
											ne olacağını tahmin etmek için
standart akademik araçlar kullandım
											ve ne bulduğumu söylemek için buradayım.
											Ancak dikkatli olun,
											ilham değil, sadece bir analiz sunuyorum.
											Bundan kaçınmak için 
gerekeni yapmazsak, neler olacağını
											size söylemek benim görevim.
											Eğer size söylediklerim biraz da olsa
sizi rahatsız etmiyorsa,
											dikkat vermiyorsunuz demektir.
									",What would happen if we upload our brains to computers?,Robin Hanson,12:16,"computers,AI,future,economics,humanity,intelligence,mind,innovation,society,science,technology,robots"
