es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",The puzzle of motivation,Dan Pink,18:36,"brain,business,creativity,motivation,science,social change,work"
"
											Necesito hacer una confesión aquí, al comenzar.
											Hace poco más de 20 años,
											hice algo que hoy me arrepiento,
											algo de lo que no estoy particularmente orgulloso,
											algo que, de muchas maneras, deseo que nadie sepa nunca,
											pero que acá me siento en la obligación de revelar.
											(Risas)
											A finales de los ochenta,
											en un momento de indiscreción juvenil,
											fui a la Escuela de Leyes.
											(Risas)
									","
											Size bir şey itiraf etmeliyim.
											Yaklaşık 20 sene önce
											pişman olduğum bir şey yaptım,
											pek de gurur duymadığım bir şey,
											bazı bakımlardan kimsenin öğrenmesini istemediğim bir şey,
											ama şimdi burada bunu açıklamaya kendimi mecbur hissediyorum.
											(Gülüşmeler)
											1980lerin sonunda,
											aklım bir karış havada iken
											hukuk fakültesine gittim.
											(Gülüşmeler)
									","
											Je dois commencer par faire un aveu.
											Il y a un peu plus de 20 ans,
											j'ai fait quelque chose que je regrette,
											quelque chose dont je ne suis pas particulièrement fier,
											et que, pour plusieurs raisons, je voulais que tout le monde ignore à jamais
											mais que je me sens obligé de révéler ici.
											(Rires)
											À la fin des années 1980,
											dans l'inconscience de la jeunesse,
											je suis allé en école de droit.
											(Rires)
									","
											Ich muss gleich zu Beginn ein Geständnis ablegen.
											Vor etwas mehr als 20 Jahren
											habe ich etwas getan, das ich bedauere,
											etwas, auf das ich nicht besonders stolz bin,
											etwas, von dem ich in vielerlei Hinsicht wünschte, dass es keiner wüsste.
											Aber hier fühle ich mich irgendwie verpflichtet, es zu offenbaren.
											(Gelächter)
											Spät in den 1980ern,
											in einem Momemt jugendlicher Unbesonnenheit,
											bin ich zur Law School (juristische Fakultät) gegangen.
											(Gelächter)
									",The puzzle of motivation,Dan Pink,18:36,"brain,business,creativity,motivation,science,social change,work"
"
","
","
","
",The puzzle of motivation,Dan Pink,18:36,"brain,business,creativity,motivation,science,social change,work"
"
											En EE.UU. Leyes es un grado profesional.
											Te gradúas en la universidad. Luego continúas en la Escuela de Leyes.
											Y cuando llegué a la Escuela de Leyes,
											no me fue muy bien.
											Por no decir algo peor, no me fue muy bien.
											De hecho, me gradué dentro del grupo de mi escuela
											que logró el 90 por ciento más alto posible.
											(Risas)
											Gracias.
											Nunca he ejercido Leyes en mi vida.
											Casi no me lo permitieron.
											(Risas)
									","
											Şimdi, ABD'de hukuk profesyonel bir derecedir.
											Önce üniversite derecenizi alır sonra da hukuk fakültesine gidersiniz.
											Ve ben hukuk fakültesine gittiğimde,
											pek de başarılı değildim.
											Nazikçe söylemek gerekirse, pek başarılı olmadım.
											Daha açık konuşmak gerekirse, mezun olduğum not aralığı
											benim üzerimdeki %90'lık aralığı mümkün kılmıştı.
											(Gülüşmeler)
											Teşekkürler.
											Hayatım boyunca pratik olarak hukuk mesleğini hiç icra etmedim.
											Buna izin verilmemişti zaten.
											(Gülüşmeler)
									","
											Aux États-Unis, le droit est une spécialisation professionnelle :
											Vous obtenez un diplôme universitaire, puis vous allez en école de droit.
											Et quand je suis allé en école de droit,
											je ne m'en suis pas bien sorti.
											Je ne m'en suis pas bien sorti du tout.
											En fait, j'ai obtenu mon diplôme parmi ceux de la classe
											qui font des autres 90%... les meilleurs.
											(Rires)
											Merci.
											Je n'ai pas pratiqué le droit un seul jour de ma vie.
											On ne me l'a pas trop permis.
											(Rires)
									","
											In Amerika ist die Rechtswissenschaft ein beruflicher Abschluss.
											Man erhält seinen Universitätabschluss. Dann geht man weiter zur Law School.
											Und als ich zur Law School ging,
											schnitt ich nicht so gut ab.
											Gelinde gesagt, ich schnitt nicht so gut ab.
											Tatsächlich schloss ich gemeinsam mit dem Teil meiner Klasse ab,
											der die Top 90 Prozent — ermöglicht hatte.
											(Gelächter)
											Vielen Dank.
											Ich habe keinen einzigen Tag in meinem Leben als Anwalt praktiziert.
											Ich wurde nicht zugelassen.
											(Gelächter)
									",The puzzle of motivation,Dan Pink,18:36,"brain,business,creativity,motivation,science,social change,work"
"
","
","
","
",The puzzle of motivation,Dan Pink,18:36,"brain,business,creativity,motivation,science,social change,work"
"
											Pero hoy, contra mis propios principios,
											contra los consejos de mi propia esposa,
											quiero desempolvar algo de esas habilidades legales,
											lo que queda de esas habilidades legales.
											No quiero contarles una historia.
											Quiero presentar un caso.
											Quiero presentar un caso complicado, basado en evidencias,
											me atrevo a decir caso legal,
											para replantear cómo manejamos nuestros negocios.
									","
											Ancak bugün, her şeye rağmen,
											karımın tavsiyesine rağmen,
											sahip olduğum hukuk yeteneğimin biraz tozunu almak istiyorum,
											o yeteneklerden geriye her ne kaldıysa.
											Size bir hikaye anlatmak istemiyorum.
											Size bir vaka sunmak istiyorum.
											Size gerçekçi, delillere dayanan,
											ve hatta avukatça bir vaka sunmak istiyorum,
											işimizi nasıl yönettiğimizi yeniden düşünmek için.
									","
											Mais aujourd'hui, malgré ce que la raison me dicte
											et contre l'avis de ma propre femme,
											je vais dépoussiérer mes talents d'avocat,
											ou du moins ce qu'il en reste.
											Je ne vais pas vous faire une plaidoirie.
											Je veux soutenir une cause.
											Je vais présenter des faits solides, prouvés,
											à la façon d'une cause judiciaire,
											pour repenser la façon dont nous gérons nos entreprises.
									","
											Heute jedoch, wider besseren Wissens,
											gegen den Rat meiner eigenen Frau,
											möchte ich versuchen, einige dieser juristischen Fähigkeiten zu entstauben —
											das, was noch davon übrig ist.
											Ich möchte Ihnen keine Geschichte erzählen.
											Ich möchte Beweise vortragen.
											Ich möchte einen sachlichen, auf Beweisen beruhenden,
											ich möchte sagen anwaltlichen Fall über
											das Umdenken, wie wir unsere Geschäfte führen, vortragen.
									",The puzzle of motivation,Dan Pink,18:36,"brain,business,creativity,motivation,science,social change,work"
"
","
","
","
",The puzzle of motivation,Dan Pink,18:36,"brain,business,creativity,motivation,science,social change,work"
"
											Por lo tanto, señoras y señores del jurado, echen un vistazo a esto.
											Esto se llama el problema de la vela.
											Alguno de ustedes podrían haberlo visto antes.
											Fue creado en 1945
											por un psicólogo llamado Karl Duncker.
											Karl Duncker creó este experimento
											que se usa en una gran variedad de experimentos en la ciencia del comportamiento.
											Y así es como funciona. Supongan que yo soy el experimentador.
											Lo llevo a una sala. Le doy una vela,
											algunas tachuelas y algunos fósforos.
											Y le digo, ""Su trabajo
											es fijar la vela a la pared
											de forma que la cera no gotee en la mesa"". ¿Qué haría usted?
									","
											O halde, sayın jüri, baylar ve bayanlar, şuna bir bakın.
											Buna mum problemi denir.
											Bazılarınız bunu daha önce görmüş olabilir.
											1945 yılında yaratıldı.
											Karl Duncker isimli bir psikolog tarafından.
											Karl Duncker davranış bilimlerinde pek çok farklı şekilde kullanılan
											bu deneyi yarattı.
											Gelelim nasıl bir şey olduğuna. Diyelim ki ben deneyi yapan kişiyim.
											Sizi bir odaya sokuyorum. Size bir mum,
											birkaç raptiye ve birkaç kibrit veriyorum.
											Ve size diyorum ki, ""göreviniz
											mumu duvara
											masaya damlatmayacak şekilde tutturmak."" Bu durumda ne yapardınız?
									","
											Donc, mesdames et messieurs du jury, veuillez examiner ceci.
											Cela s'appelle le ""problème de la bougie"".
											Certains le connaissent peut-être déjà.
											Il a été créé en 1945
											par un psychologue nommé Karl Duncker.
											Karl Duncker a imaginé cette expérience
											utilisée dans une grande variété d'études en sciences du comportement.
											Voilà comment ça marche. Supposez que je suis l'expérimentateur.
											Je vous fais entrer dans une pièce. Je vous donne une bougie,
											quelques punaises et quelques allumettes.
											Et je vous dis : ""Votre boulot
											est de fixer la bougie au mur
											de sorte à ce que la cire ne coule pas sur la table."" Que feriez-vous ?
									","
											Also, meine Damen und Herren aus der Jury, schauen Sie sich das hier an.
											Dies ist das Kerzen-Problem.
											Einige von Ihnen haben das vielleicht schon mal gesehen.
											Es wurde 1945
											von einem Psychologen namens Karl Duncker geschaffen.
											Karl Duncker erschuf dieses Experiment,
											welches als eines vieler Experimente in der Verhaltensforschung angewendet wird.
											Und so funktioniert es. Nehmen Sie an, ich bin der Experimentator.
											Ich bringe Sie in einen Raum. Ich gebe Ihnen eine Kerze,
											einige Heftzwecken und ein paar Streichhölzer.
											Und ich sage Ihnen: ""Ihre Aufgabe
											ist es, die Kerze so an der Wand zu befestigen,
											dass der Wachs nicht auf den Tisch tropft."" Was würden Sie jetzt tun?
									",The puzzle of motivation,Dan Pink,18:36,"brain,business,creativity,motivation,science,social change,work"
"
","
","
","
",The puzzle of motivation,Dan Pink,18:36,"brain,business,creativity,motivation,science,social change,work"
"
											Mucha gente empieza a clavar la vela a la pared con las tachuelas.
											No funciona.
											Alguien, algunas personas, vi a alguien aquí
											como haciendo el movimiento.
											Algunas personas tienen la gran idea de
											encender el fósforo, derretir el lado de la vela, tratar de adherirla a la pared.
											Es una estupenda idea. No funciona.
											Y finalmente, después de 5 o 10 minutos,
											la mayoría de las personas llegan a la solución,
											que pueden ver aquí.
											La clave es sobreponerse a lo que se llama fijación funcional.
											Miras esa caja y la ves sólo como un receptáculo para las tachuelas.
											Pero puede tener también esta otra función,
											como plataforma para la vela. El problema de la vela.
									","
											Pek çok insan mumu duvara raptiye ile tutturmaya çalışır.
											Bu işe yaramaz.
											Kimisi, bazı insanlar ve ben öyle birini gördüm,
											şuna benzer bir hareket yapar.
											Bazı insanların parlak bir fikri vardır,
											kibriti çakar, mumun bir tarafına tutup eritir ve o şekilde duvara yapıştırmaya çalışırlar.
											Harika bir fikir. İşe yaramaz.
											Ve nihayet, beş ya da 10 dakika sonra,
											pek çok insan çözümü bulur,
											sizin burada görebileceğiniz gibi.
											Çözümün anahtarı işlevsel sabitlik denen şeyin üstesinden gelmektir.
											Kutuya baktığınızda sadece raptiyeleri tutacak bir araç görürsünüz.
											Ancak kutunun başka bir işlevi de olabilir,
											mumu tutacak bir platform. Mum problemi.
									","
											Beaucoup de personnes essaient de punaiser la bougie au mur.
											Ça ne marche pas.
											Quelqu'un... certains... j'ai vu quelqu'un
											qui vient d'esquisser le geste là-bas...
											Certains ont une grande idée :
											ils frottent une allumette et fondent le côté de la bougie pour la souder au mur.
											C'est une idée fantastique. Qui ne marche pas.
											Finalement, après cinq ou dix minutes,
											la plupart des gens trouvent la solution
											que vous pouvez voir ici.
											La clé de la réussite est de dépasser la ""fixité fonctionnelle"".
											Vous regardez cette boîte et vous n'y voyez que l'emballage des punaises.
											Mais elle peut aussi avoir une autre fonction
											comme plateforme pour la bougie. Le problème de la bougie.
									","
											Viele Leute versuchen nun, die Kerze mit den Heftzwecken an der Wand zu befestigen.
											Funktioniert nicht.
											Einige Leute — und ich habe jemanden hier im Publikum gesehen,
											der diese Bewegung gemacht hat.
											Einige Leute haben die großartige Idee,
											das Streichholz anzuzünden, die Seite der Kerze damit zu schmelzen und sie an der Wand zu befestigen versuchen.
											Das ist eine tolle Idee. Funktioniert nicht.
											Und schließlich, nach fünf oder zehn Minuten,
											kommen die meisten Leute auf die Lösung,
											die Sie hier sehen können.
											Der Schlüssel liegt darin, die so genannte funktionale Gebundenheit zu überwinden.
											Sie sehen die Schachtel und betrachten sie lediglich als einen Behälter für die Heftzwecken.
											Sie kann aber auch eine andere Funktion haben —
											als eine Standfläche für die Kerze. Das Kerzen-Problem.
									",The puzzle of motivation,Dan Pink,18:36,"brain,business,creativity,motivation,science,social change,work"
