en,fr,title,speaker,duration,tags
"
","
",What causes insomnia?,Dan Kwartler,5:03,"TED-Ed,health,sleep,science,health care,memory,public health,human body,healthcare,physiology,education"
"
											What keeps you up at night?
											Pondering deep questions?
											Excitement about a big trip?
											Or is it stress about unfinished work,
											an upcoming test,
											or a dreaded family gathering?
											For many people, this stress is temporary,
as its cause is quickly resolved.
											But what if the very thing keeping 
you awake was stress about losing sleep?
											This seemingly unsolvable loop 
is at the heart of insomnia,
											the world’s most common
sleep disorder.
									","
											Qu'est-ce qui vous empêche 
de dormir la nuit ?
											Des questions existentielles ?
											L'excitation d'un voyage à venir ?
											Ou le stress lié à une tâche inachevée,
											un examen imminent
											ou à une réunion de famille redoutée ?
											Pour beaucoup de gens, ce stress est 
temporaire et sa cause est vite résolue.
											Et si ce qui vous empêchait de dormir 
était votre peur de perdre le sommeil ?
											Ce cercle vicieux, apparemment sans fin,
est au cœur de l'insomnie.
											C'est le trouble du sommeil
le plus répandu au monde.
									",What causes insomnia?,Dan Kwartler,5:03,"TED-Ed,health,sleep,science,health care,memory,public health,human body,healthcare,physiology,education"
"
","
",What causes insomnia?,Dan Kwartler,5:03,"TED-Ed,health,sleep,science,health care,memory,public health,human body,healthcare,physiology,education"
"
											Almost anything can cause 
the occasional restless night -
											a snoring partner,
											physical pain,
											or emotional distress.
											And extreme sleep deprivation like jetlag
can throw off your biological clock,
											wreaking havoc on your sleep schedule.
											But in most cases, sleep deprivation 
is short-term.
											Eventually, exhaustion catches up 
with all of us.
									","
											Beaucoup de facteurs peuvent nous 
empêcher de dormir à l'occasion :
											un partenaire qui ronfle,
											une douleur,
											une contrariété...
											Un manque de sommeil extrême 
comme le décalage horaire
											peut dérégler votre horloge biologique
											et faire des ravages 
sur vos heures de sommeil.
											Dans la plupart des cas, le manque de
sommeil ne dure pas longtemps.
											On finit toujours par être épuisé.
									",What causes insomnia?,Dan Kwartler,5:03,"TED-Ed,health,sleep,science,health care,memory,public health,human body,healthcare,physiology,education"
"
","
",What causes insomnia?,Dan Kwartler,5:03,"TED-Ed,health,sleep,science,health care,memory,public health,human body,healthcare,physiology,education"
"
											However, some long-term conditions
like respiratory disorders,
											gastrointestinal problems,
											and many others can overpower fatigue.
											And as sleepless nights pile up,
											the bedroom can start to carry 
associations of restless nights
											wracked with anxiety.
											Come bedtime, insomniacs are stressed.
											So stressed their brains hijack 
the stress response system,
											flooding the body with 
fight-flight-or-freeze chemicals.
											Cortisol and adrenocorticotropic hormones 
course through the bloodstream,
											increasing heart rate and blood pressure,
											and jolting the body into hyperarousal.
											In this condition, the brain is hunting 
for potential threats,
											making it impossible to ignore
any slight discomfort or nighttime noise.
									","
											Des problèmes à long-terme

											comme des problèmes respiratoires,
											des problèmes gastro-intestinaux,
											et bien d'autres peuvent
aggraver la fatigue.
											Quand les nuits sans sommeil s'accumulent,
											on associe notre chambre
à l'insomnie,
											ainsi qu'à l'anxiété.
											Quand vient l'heure de se coucher,
les insomniaques stressent.
											A tel point que leur cerveau détourne
le système de réponse au stress,
											en inondant le corps de
« réponse combat-fuite ».
											Les hormones adrénocorticotropes et
le cortisol inondent le système sanguin,
											augmentent le rythme cardiaque
et la tension artérielle,
											et font basculer le corps
dans l'hypervigilance.
											Le cerveau recherche alors
des potentielles menaces,
											il est donc impossible d'ignorer
l'inconfort et les bruits nocturnes.
											Quand les insomniaques s'endorment enfin,
									",What causes insomnia?,Dan Kwartler,5:03,"TED-Ed,health,sleep,science,health care,memory,public health,human body,healthcare,physiology,education"
"
","
",What causes insomnia?,Dan Kwartler,5:03,"TED-Ed,health,sleep,science,health care,memory,public health,human body,healthcare,physiology,education"
"
											And when insomniacs 
finally do fall asleep,
											the quality of their rest is compromised.
											Our brain’s primary source of energy 
is cerebral glucose,
											and in healthy sleep, our metabolism slows
to conserve this glucose for waking hours.
											But PET studies show the adrenaline 
that prevents sleep for insomniacs
											also speeds up their metabolisms.
											While they sleep, their bodies 
are working overtime,
											burning through the brain’s supply 
of energy-giving glucose.
											This symptom of poor sleep leaves 
insomniacs
											waking in a state of exhaustion,
confusion, and stress,
											which starts the
process all over again.
									","
											la qualité de leur sommeil est compromise.
											La 1ère source d'énergie de notre cerveau
est le glucose,
											notre métabolisme est censé ralentir
pour le conserver pour le réveil.
											La TEP montre que l'adrénaline qui empêche
les insomniaques de dormir
											accélère aussi leur métabolisme.
											Pendant le sommeil, leur corps
fait des heures supplémentaires
											et grignote les stocks de glucose
du cerveau, dédiés à l'énergie.
											Ce symptôme fait que les insomniaques
											se réveillent épuisés, confus et stressés
											et le cercle vicieux se répète.
											Quand ces cycles de stress et de 
manque de sommeil durent des mois,
											ils sont diagnostiqués 
comme une insomnie chronique.
											L'insomnie cause rarement des décès,
											mais ses mécanismes chimiques ressemblent
aux crises d'angoisse
									",What causes insomnia?,Dan Kwartler,5:03,"TED-Ed,health,sleep,science,health care,memory,public health,human body,healthcare,physiology,education"
"
","
",What causes insomnia?,Dan Kwartler,5:03,"TED-Ed,health,sleep,science,health care,memory,public health,human body,healthcare,physiology,education"
"
											When these cycles of stress 
and restlessness last several months,
											they’re diagnosed as chronic insomnia.
											And while insomnia rarely leads to death,
											its chemical mechanisms are similar 
to anxiety attacks
											found in those experiencing depression
and anxiety.
											So suffering from 
any one of these conditions
											increases your risk of
experiencing the other two.
									","
											que l'on retrouve chez les personnes
dépressives et anxieuses.
											Souffrir soit d'insomnie, 
soit de dépression ou d'anxiété,
											augmente le risque de souffrir
des deux autres troubles.
											Heureusement, on peut briser
le cycle de l'insomnie.
											La gestion du stress 
qui provoque l'hypervigilance
											est l'un des traitements contre l'insomnie
les mieux compris.
											De bonnes habitudes de sommeil peuvent
vous réconcilier avec l'heure du coucher.
									",What causes insomnia?,Dan Kwartler,5:03,"TED-Ed,health,sleep,science,health care,memory,public health,human body,healthcare,physiology,education"
"
","
",What causes insomnia?,Dan Kwartler,5:03,"TED-Ed,health,sleep,science,health care,memory,public health,human body,healthcare,physiology,education"
"
											Fortunately, there are ways to break 
the cycle of sleeplessness.
											Managing the stress that leads 
to hyperarousal
											is one of our best-understood treatments 
for insomnia,
											and good sleep practices can help rebuild 
your relationship with bedtime.
											Make sure your bedroom is dark 
and comfortably cool
											to minimize “threats” during hyperarousal.
											Only use your bed for sleeping,
											and if you’re restless,
											leave the room and tire yourself out 
with relaxing activities
											like reading,
											meditating,
											or journaling.
											Regulate your metabolism by setting
consistent resting and waking times
											to help orient 
your body’s biological clock.
											This clock, or circadian rhythm,
											is also sensitive to light,
											so avoid bright lights at night
											to help tell your body
that it’s time for sleep.
									","
											Assurez-vous que votre chambre est sombre
et assez confortable
											pour minimiser les menaces
pendant l'hypervigilance.
											N'utilisez votre lit que pour dormir.
											Si vous n'arrivez pas à dormir,
											sortez de la chambre et fatiguez-vous
grâce à des activités relaxantes
											comme la lecture,
											la méditation,
											l'écriture d'un journal intime.
											Régulez votre métabolisme en définissant
des heures constantes de repos et d'éveil
											pour bien régler votre horloge biologique.
											Cette horloge, ou rythme circadien,
											est aussi sensible à la lumière,
											donc évitez les lumières vives la nuit
											pour faire comprendre à votre corps
que c'est l'heure de dormir.
											En plus de ces pratiques,
											certains docteurs prescrivent des
médicaments pour aider à dormir
											mais il n'y a pas de médicament fiable
qui puisse aider à chaque fois.
											Les pilules pour dormir sans ordonnance
peuvent rendre très accro,
											et le sevrage aggrave les symptômes
de l'insomnie.
									",What causes insomnia?,Dan Kwartler,5:03,"TED-Ed,health,sleep,science,health care,memory,public health,human body,healthcare,physiology,education"
"
","
",What causes insomnia?,Dan Kwartler,5:03,"TED-Ed,health,sleep,science,health care,memory,public health,human body,healthcare,physiology,education"
"
											In addition to these practices,
											some doctors prescribe medication 
to aid sleep,
											but there aren’t reliable medications 
that help in all cases.
											And over-the-counter sleeping pills 
can be highly addictive,
											leading to withdrawal 
that worsens symptoms.
									","
											Avant de chercher un traitement,
											assurez-vous que c'est l'insomnie
qui vous empêche de dormir.
											Environ 8 % des patients diagnostiqués
insomniaques chroniques,
											ont en fait un problème 
génétique moins courant
											nommé syndrome 
de retard de phase du sommeil.
									",What causes insomnia?,Dan Kwartler,5:03,"TED-Ed,health,sleep,science,health care,memory,public health,human body,healthcare,physiology,education"
"
","
",What causes insomnia?,Dan Kwartler,5:03,"TED-Ed,health,sleep,science,health care,memory,public health,human body,healthcare,physiology,education"
"
											But before seeking any treatment,
											make sure your sleeplessness 
is actually due to insomnia.
											Approximately 8% of patients diagnosed 
with chronic insomnia
											are actually suffering from a less common
genetic problem
											called delayed sleep phase disorder,
or DSPD.
											People with DSPD have a circadian rhythm 
significantly longer than 24 hours,
											putting their sleeping habits out 
of sync with traditional sleeping hours.
											So while they have difficulty 
falling asleep at a typical bedtime,
											it’s not due to increased stress.
											And given the opportunity,
											they can sleep comfortably 
on their own delayed schedule.
									","
											Les personnes qui en souffrent ont
un rythme circadien plus long que 24h,
											leurs habitudes de sommeil sont décalées
des heures de sommeil classiques.
											Elles ont du mal à s'endormir
à l'heure typique du coucher
											mais ce n'est pas dû
à une augmentation du stress.
											Quand ils en ont l'occasion,
											ils dorment confortablement pendant
leurs heures de sommeil décalées.
											Nos cycles de sommeil et de réveil
représentent un équilibre délicat

											qu'il est vital de maintenir
pour notre bien-être physique et mental.
											Pour toutes ces raisons,
											il est nécessaire de faire attention
											à entretenir une routine stable 
à l'heure du coucher,
									",What causes insomnia?,Dan Kwartler,5:03,"TED-Ed,health,sleep,science,health care,memory,public health,human body,healthcare,physiology,education"
"
","
",What causes insomnia?,Dan Kwartler,5:03,"TED-Ed,health,sleep,science,health care,memory,public health,human body,healthcare,physiology,education"
"
											Our sleeping and waking cycle 
is a delicate balance,
											and one that’s vital to maintain
for our physical and mental wellbeing.
											For all these reasons,
											it’s worth putting in some time 
and effort
											to sustain a stable bedtime routine,
											but try not to lose any sleep over it.
									","
											sans trop s'en faire pour autant.
									",What causes insomnia?,Dan Kwartler,5:03,"TED-Ed,health,sleep,science,health care,memory,public health,human body,healthcare,physiology,education"
"
","
",What causes insomnia?,Dan Kwartler,5:03,"TED-Ed,health,sleep,science,health care,memory,public health,human body,healthcare,physiology,education"
