en,pt,tr,title,speaker,duration,tags
"
","
","
",Why glass towers are bad for city life — and what we need instead,Justin Davidson,12:39,"architecture,journalism,cities,beauty,community,public spaces,materials,society,urban planning,TEDNYC"
"
											Imagine that when you walked
in here this evening,
											you discovered that everybody in the room
looked almost exactly the same:
											ageless, raceless,
											generically good-looking.
											That person sitting right next to you
											might have the most
idiosyncratic inner life,
											but you don't have a clue
											because we're all wearing
the same blank expression all the time.
											That is the kind of creepy transformation
that is taking over cities,
											only it applies to buildings, not people.
									","
											Imaginem que, quando viessem
para aqui, esta noite,
											descobriam que todas as pessoas
nesta sala tinham todas o mesmo aspeto:
											sem idade, sem etnias,
											com um bom aspeto geral.
											A pessoa sentada ao vosso lado
											podia ter uma vida interior
muito idiossincrática,
											mas vocês não perceberiam nada
											porque todas elas estavam sempre
com a mesma expressão vazia.
											É este o tipo de transformação assustadora
que as cidades estão a sofrer,
											só que se aplica aos edifícios
e não às pessoas.
									","
											Bu akşam buraya geldiğinizde
bu odadaki herkesin
											neredeyse aynı
göründüğünü hayal edin:
											yaşsız, ırksız
											ve oldukça çekici.
											Yanınızda oturan kişinin son derece
											eksantrik bir içsel hayatı olabilir
											ama bir fikriniz yok
											çünkü hepimizin suratında
sürekli aynı boş ifade var.
											İşte şehirleri ele geçiren
korkunç değişim de bu,
											ancak burada konu binalar,
insanlar değil.
									",Why glass towers are bad for city life — and what we need instead,Justin Davidson,12:39,"architecture,journalism,cities,beauty,community,public spaces,materials,society,urban planning,TEDNYC"
"
","
","
",Why glass towers are bad for city life — and what we need instead,Justin Davidson,12:39,"architecture,journalism,cities,beauty,community,public spaces,materials,society,urban planning,TEDNYC"
"
											Cities are full of roughness and shadow,
											texture and color.
											You can still find architectural surfaces
of great individuality and character
											in apartment buildings in Riga
											and Yemen,
											social housing in Vienna,
											Hopi villages in Arizona,
											brownstones in New York,
											wooden houses in San Francisco.
											These aren't palaces or cathedrals.
											These are just ordinary residences
											expressing the ordinary
splendor of cities.
											And the reason they're like that
is that the need for shelter
											is so bound up with
the human desire for beauty.
											Their rough surfaces
give us a touchable city.
											Right? Streets that you can read
											by running your fingers
over brick and stone.
									","
											As cidades estão cheias 
de rugosidades e sombras,
											de texturas e de cores.
											Ainda podemos encontrar
superfícies arquiteturais
											de grande individualidade e carácter
											em edifícios de apartamentos em Riga
											e no Iémen,
											habitação social em Viena,
											aldeias hopis no Arizona,
											casas de pedra em Nova Iorque,
											casas de madeira em San Francisco.
											Não são palácios nem catedrais.
											São apenas residências vulgares
											que exprimem
o esplendor vulgar das cidades.
											E são assim
porque a necessidade de abrigo
											está muito ligada ao desejo
humano de beleza.
											As superfícies rugosas
dão-nos uma cidade tangível.
											Ruas que podemos ler
											percorrendo com os dedos
os tijolos e a pedra.
									","
											Şehirler; zorluklar ve gölgeler,
											doku ve renklerle dolu.
											Hâlâ özgün ve karakteristik
mimari yüzeyler bulabilirsiniz;
											Riga'daki apartmanlarda
											ve Yemen'de,
											Viyana'daki sosyal konutlarda,
											Arizona'daki Hopi köylerinde,
											New York'taki kumtaşlarında,
											San Francisco'daki ahşap evlerde.
											Bunlar, saray veya katedral değiller.
											Yalnızca şehirlerin sıradan görkemini
											yansıtan sıradan konutlar.
											Böyle olmalarının
sebebi, barınma ihtiyacının,
											insanın güzellik arzusuna
fazlasıyla bağlı olması.
											Pürüzlü yüzeyleri, bize
dokunulabilir bir şehir sağlıyor.
											Değil mi? Tuğlalara ve taşlara
											dokunarak okuyabildiğiniz sokaklar.
									",Why glass towers are bad for city life — and what we need instead,Justin Davidson,12:39,"architecture,journalism,cities,beauty,community,public spaces,materials,society,urban planning,TEDNYC"
"
","
","
",Why glass towers are bad for city life — and what we need instead,Justin Davidson,12:39,"architecture,journalism,cities,beauty,community,public spaces,materials,society,urban planning,TEDNYC"
"
											But that's getting harder to do,
											because cities are becoming smooth.
											New downtowns sprout towers
											that are almost always
made of concrete and steel
											and covered in glass.
											You can look at skylines
all over the world —
											Houston,
											Guangzhou,
											Frankfurt —
											and you see the same army
of high-gloss robots
											marching over the horizon.
											Now, just think of everything we lose
											when architects stop using
the full range of available materials.
											When we reject granite
and limestone and sandstone
											and wood and copper
and terra-cotta and brick
											and wattle and plaster,
											we simplify architecture
											and we impoverish cities.
											It's as if you reduced
all of the world's cuisines
											down to airline food.
									","
											Mas isso é cada vez mais difícil de fazer,
											porque as cidades estão a ficar lisas.
											Nas novas baixas crescem torres
											que são quase sempre
feitas de betão e aço
											e cobertas de vidro.
											Observamos arranha-céus
pelo mundo inteiro
											— Houston,
											Guangzhou,
											Frankfurt —
											e vemos o mesmo exército
de robôs cintilantes
											a marchar no horizonte.
											Pensem em tudo o que perdemos
											quando os arquitetos deixam de usar
toda a gama de materiais disponíveis.
											Quando rejeitamos o granito,
o calcário e o arenito,
											a madeira e o cobre,
a terracota e o tijolo,
											a acácia e o estuque,
											simplificamos a arquitetura
											e empobrecemos as cidades.
											É como se reduzíssemos
todas as cozinhas do mundo
											à comida de avião.
									","
											Ancak bu gitgide zorlaşıyor,
											çünkü şehirler pürüzsüz hale geliyor.
											Yeni şehir merkezlerinde
filizlenen kuleler,
											neredeyse daima beton
ve çelikten yapılıyor
											ve camla kaplanıyor.
											Ufuk çizgilerine dünyanın
neresinden bakarsanız bakın —
											Houston,
											Guangzhou,
											Frankfurt —
											ufukta hep aynı
çok-parlak robot ordusunun
											ilerlediğini görürsünüz.
											Şimdi, mimarlar çok çeşitli malzemeleri
											kullanmayı bırakınca
kaybedeceklerimizi düşünün.
											Graniti, kireç taşını, kum taşını, ahşabı,
											bakırı, pişmiş toprağı ve tuğlayı, çitleri
											ve alçıyı reddettiğimizde,
											mimariyi basitleştiririz
											ve şehirleri fakirleştiririz.
											Tüm dünya mutfaklarını
											havayolu yemeklerine indirgemek gibi.
									",Why glass towers are bad for city life — and what we need instead,Justin Davidson,12:39,"architecture,journalism,cities,beauty,community,public spaces,materials,society,urban planning,TEDNYC"
"
","
","
",Why glass towers are bad for city life — and what we need instead,Justin Davidson,12:39,"architecture,journalism,cities,beauty,community,public spaces,materials,society,urban planning,TEDNYC"
"
											(Laughter)
									","
											(Risos)
									","
											(Kahkahalar)
									",Why glass towers are bad for city life — and what we need instead,Justin Davidson,12:39,"architecture,journalism,cities,beauty,community,public spaces,materials,society,urban planning,TEDNYC"
"
","
","
",Why glass towers are bad for city life — and what we need instead,Justin Davidson,12:39,"architecture,journalism,cities,beauty,community,public spaces,materials,society,urban planning,TEDNYC"
"
											Chicken or pasta?
									","
											Frango ou massa?
									","
											Tavuk mu makarna mı?
									",Why glass towers are bad for city life — and what we need instead,Justin Davidson,12:39,"architecture,journalism,cities,beauty,community,public spaces,materials,society,urban planning,TEDNYC"
