en,es,pt,fr,tr,title,speaker,duration,tags
"
","
","
","
","
",A doctor's case for medical marijuana,David Casarett,15:07,"cancer,communication,health,medical research,health care,medicine,mental health,pharmaceuticals,science,social change,policy,writing,TEDMED,addiction"
"
											I would like to tell you
about the most embarrassing thing
											that has ever happened to me in my years
of working as a palliative care physician.
											This happened a couple of years ago.
											I was asked as a consultant
to see a woman in her 70s —
											retired English professor
who had pancreatic cancer.
											I was asked to see her because
she had pain, nausea, vomiting ...
											When I went to see her,
we talked about those symptoms
											and in the course of that consultation,
											she asked me whether I thought
that medical marijuana might help her.
											I thought back to everything
											that I had learned in medical school
about medical marijuana,
											which didn't take very long
because I had learned absolutely nothing.
											And so I told her that as far as I knew,
											medical marijuana
had no benefits whatsoever.
											And she smiled and nodded and reached
into the handbag next to the bed,
											and pulled out a stack of about a dozen
randomized controlled trials
											showing that medical
marijuana has benefits
											for symptoms like nausea
and pain and anxiety.
											She handed me those articles and said,
											""Maybe you should read these
before offering an opinion ...
											doctor.""
									","
											Quisiera hablarles 
de lo más vergonzoso
											que me ha ocurrido en años de trabajo
como médico de cuidados paliativos.
											Hace un par de años,
											me pidieron, como consultor, ver 
a una mujer de 70 años,
											una profesora de inglés retirada
que tenía cáncer de páncreas.
											Me pidieron que la viera porque 
tenía dolores, náuseas, vómitos...
											Cuando fui a verla,
hablamos de los síntomas
											y en el transcurso de la consulta,
											me preguntó si creía que la marihuana
medicinal le ayudaría.
											Traté de recordar todo lo que aprendí
											en la escuela de medicina
acerca de la marihuana medicinal,
											lo cual no me llevo tiempo alguno
porque no había aprendido nada.
											Le dije que hasta donde yo sabía,
											la marihuana medicinal 
no tenía beneficios.
											Ella sonrió y asintió,
alcanzó su bolso junto a la cama
											y sacó una pila de ensayos 
controlados aleatorios
											que mostraban que la marihuana 
medicinal tenía beneficios
											para síntomas como náuseas,
dolores y ansiedad.
											Me dio esos artículos y dijo,
											""Quizá deba leer esto antes 
de dar una opinión...
											doctor"".
									","
											Gostava de vos falar
da coisa mais constrangedora
											que já me aconteceu nos anos de trabalho
enquanto médico de cuidados paliativos.
											Aconteceu há alguns anos.
											Fui chamado para uma consulta
de uma mulher nos seus 70 anos
											— uma professora de inglês aposentada
que tinha cancro de pâncreas.
											Pediram-me para a ver porque
ela tinha dores, náuseas, vómitos.
											Quando a fui ver, 
falámos desses sintomas
											e, no decurso da consulta,
											ela perguntou-me se eu achava
que a canábis medicinal podia ajudá-la.
											Eu recapitulei tudo o que tinha aprendido
											na escola de medicina
sobre canábis medicinal,
											o que não levou muito tempo,
porque não tinha aprendido nada.
											Disse-lhe que, tanto quanto sabia,
											a canábis medicinal
não tinha quaisquer benefícios.
											Ela sorriu, abanou a cabeça,
foi buscar a carteira ao lado da cama
											e retirou um molho de uma dúzia
de testes aleatórios, controlados,
											que mostravam os benefícios
da canábis medicinal
											para sintomas como as náuseas,
as dores e a ansiedade.
											Entregou-me esses artigos e disse:
											""Talvez seja melhor ler isto
antes de dar a sua opinião,
											""doutor"".
									","
											Je voudrais vous raconter l'histoire
la plus gênante
											de toute ma carrière de médecin
en soins palliatifs.
											C'était il y a quelques années.
											On m'a adressé une patiente
de plus de 70 ans,
											une professeure d'anglais à la retraite
qui avait un cancer du pancréas.
											Elle souffrait de douleurs,
de nausées et de vomissements.
											Quand je l'ai vue, nous avons
discuté de ces symptômes
											et lors de cette consultation,
											elle m'a demandé si je pensais que
le cannabis médicinal pourrait l'aider.
											J'ai pensé à tout
											ce qu'on m'avait appris à ce sujet
pendant mes études de médecine,
											c'est-à-dire absolument rien,
ce qui n'a pas pris très longtemps.
											Et je lui ai dit qu'à
ma connaissance,
											le cannabis médicinal n'avait pas 
le moindre effet bénéfique.
											Elle a souri, hoché la tête, puis a pris,
son sac, qui était placé près du lit,
											et en a tiré une pile d'une douzaine
d'essais cliniques randomisés
											qui montraient que le cannabis
médicinal était efficace
											sur des symptômes
comme la nausée, la douleur et l'anxiété.
											Elle m'a donné ces articles et m'a dit :
											« Peut-être devriez vous les lire avant
d'émettre un avis...
											Docteur. »
									","
											Size palyatif bakım doktoru olarak 
çalıştığım sıralarda başıma gelen
											en utanç verici olaydan 
bahsetmek istiyorum.
											Bu birkaç yıl önce oldu.
											Bir uzman olarak, 70 yaşlarında bir kadın 
olan, pankreas kanseri hastası,
											emekli bir İngilizce profesörünü 
görmem istendi.
											Görmem istendi çünkü hastanın ağrı, kusma
ve mide bulantısı gibi şikayetleri vardı.
											Onu görmeye gittiğimde 
bu belirtiler üzerine konuştuk
											ve bu danışma sürecinde,
											tıbbi marihuananın ona iyi gelebileceğini
düşünüp düşünmediğimi sordu.
											Tıp fakültesinde
											tıbbi marihuana ilgili 
öğrendiğim her şeyi düşündüm,
											ki bu çok kısa sürdü çünkü kesinlikle 
hiçbir şey öğrenmemiştim.
											Ve ona bildiğim kadarıyla,
											tıbbi marihuananın hiçbir faydası 
olmadığını söyledim.
											Gülümsedi, başını salladı ve yatağın 
yanındaki el çantasına uzandı
											ve tıbbi marihuananın bulantı, 
ağrı ve kaygı gibi belirtiler için
											fayda sağladığını gösteren 
yaklaşık bir düzine
											rastgele kontrollü deneysel
çalışmalar yığını çıkardı.
											Bana bu makaleleri verdi ve şöyle dedi:
											""Belki bir görüş sunmadan önce 
bunları okumalısın ...
											doktor"".
									",A doctor's case for medical marijuana,David Casarett,15:07,"cancer,communication,health,medical research,health care,medicine,mental health,pharmaceuticals,science,social change,policy,writing,TEDMED,addiction"
"
","
","
","
","
",A doctor's case for medical marijuana,David Casarett,15:07,"cancer,communication,health,medical research,health care,medicine,mental health,pharmaceuticals,science,social change,policy,writing,TEDMED,addiction"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Rires)
									","
											(Gülüşmeler)
									",A doctor's case for medical marijuana,David Casarett,15:07,"cancer,communication,health,medical research,health care,medicine,mental health,pharmaceuticals,science,social change,policy,writing,TEDMED,addiction"
"
","
","
","
","
",A doctor's case for medical marijuana,David Casarett,15:07,"cancer,communication,health,medical research,health care,medicine,mental health,pharmaceuticals,science,social change,policy,writing,TEDMED,addiction"
"
											So I did.
											That night I read all of those articles
and found a bunch more.
											When I came to see her the next morning,
											I had to admit that it looks like
there is some evidence
											that marijuana can offer medical benefits
											and I suggested that if she
really was interested,
											she should try it.
											You know what she said?
											This 73-year-old,
retired English professor?
											She said, ""I did try it
about six months ago.
											It was amazing.
											I've been using it every day since.
											It's the best drug I've discovered.
											I don't know why it took me 73 years
to discover this stuff. It's amazing.""
									","
											Y eso hice.
											Esa noche leí todos esos artículos
y encontré algunos más.
											Cuando fui a verla la mañana siguiente,
											admití que parecía haber evidencia
											de que la marihuana ofrecía beneficios
											y sugerí que si ella estaba interesada
											debía probarla.
											¿Saben qué dijo?
											¿Esta profesora retirada de inglés
de 73 años?
											Dijo, ""Lo hice hace seis meses.
											Fue fantástico.
											La consumo todos los días desde entonces.
											Es la mejor droga que he descubierto.
											No sé por qué me tomó 73 años
descubrirla. Es fantástica"".
									","
											Foi o que fiz.
											Naquela noite, li todos aqueles artigos
e ainda encontrei mais uns tantos.
											Quando a fui ver na manhã seguinte,
											tive que reconhecer que parecia
que havia alguns indícios
											de que a canábis podia
proporcionar benefícios médicos
											e sugeri que, se ela estava
mesmo interessada,
											devia experimentar.
											Sabem o que é que ela disse?
											Aquela professora de inglês,
aposentada, com 73 anos?
											Disse: ""Experimentei
há cerca de seis meses.
											""Foi fantástico,
											""Desde aí, uso-a todos os dias.
											""É a melhor droga que já encontrei.
											""Não sei porque é que levei 73 anos
a descobrir esta coisa, é incrível!""
									","
											C'est donc ce que j'ai fait.
											Ce soir-là, j'ai lu tous ces articles et
d'autres que j'avais trouvés.
											Quand je l'ai vue le lendemain matin,
											j'ai dû reconnaître qu'il semblait bien
selon certaines études
											que le cannabis puisse avoir
des vertus thérapeutiques
											et que si elle était vraiment
intéressée,
											elle pouvait essayer.
											Vous savez
ce qu'elle m'a dit ?
											Cette professeure d'anglais
à la retraite de 73 ans ?
											Elle m'a dit : « J'ai essayé il y a
environ six mois.
											C'était incroyable.
											J'en prends tous les jours depuis.
											C'est le meilleur médicament
que j'ai essayé.
											Je ne sais pas pourquoi il m'a fallu
73 ans pour découvrir ce truc incroyable.»
									","
											Ben de öyle yaptım.
											O gece bütün bu makaleleri okudum 
ve bir yığın daha buldum.
											Ertesi sabah onu görmeye gittiğimde,
											tıbbi marihuananın yarar sağlayacağına 
dair bir takım kanıtların var olduğunu
											kabul etmek zorunda kaldım
											ve ona eğer gerçekten istiyorsa
											deneyebileceğini söyledim.
											Ne dedi biliyor musunuz?
											Bu 73 yaşındaki emekli 
İngilizce profesörü?
											""Yaklaşık 6 ay önce denedim.
											Muhteşemdi.
											O günden beri her gün kullanıyorum.
											Karşılaştığım en iyi ilaç.
											Bunu keşfetmem neden 73 yılımı aldı 
bilmiyorum. Muhteşem."" dedi.

									",A doctor's case for medical marijuana,David Casarett,15:07,"cancer,communication,health,medical research,health care,medicine,mental health,pharmaceuticals,science,social change,policy,writing,TEDMED,addiction"
"
","
","
","
","
",A doctor's case for medical marijuana,David Casarett,15:07,"cancer,communication,health,medical research,health care,medicine,mental health,pharmaceuticals,science,social change,policy,writing,TEDMED,addiction"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Rires)
									","
											(Gülüşmeler)
									",A doctor's case for medical marijuana,David Casarett,15:07,"cancer,communication,health,medical research,health care,medicine,mental health,pharmaceuticals,science,social change,policy,writing,TEDMED,addiction"
"
","
","
","
","
",A doctor's case for medical marijuana,David Casarett,15:07,"cancer,communication,health,medical research,health care,medicine,mental health,pharmaceuticals,science,social change,policy,writing,TEDMED,addiction"
"
											That was the moment at which I realized
											I needed to learn something
about medical marijuana
											because what I was prepared for
in medical school
											bore no relationship to reality.
									","
											En ese momento me di cuenta
											de que necesitaba aprender más
sobre la marihuana medicinal
											porque lo que aprendí 
en la escuela de medicina
											no tenía relación con la realidad.
									","
											Foi nessa altura que percebi
											que eu precisava de aprender
coisas sobre a canábis medicinal,
											porque a minha formação
na escola de medicina
											não tinha nada a ver com a realidade.
									","
											A ce moment-là, je me suis rendu compte
											qu'il fallait absolument que je me
renseigne à ce sujet
											parce que ce qu'on m'avait appris
à la fac de médecine
											n'avait aucun lien avec la réalité.
									","
											O an tıbbi marihuana ile ilgili bir şeyler
											öğrenmem gerektiğini fark ettiğim andı
											çünkü tıp fakültesinde bana söylenenin
											gerçeklikle hiçbir ilgisi yoktu.
									",A doctor's case for medical marijuana,David Casarett,15:07,"cancer,communication,health,medical research,health care,medicine,mental health,pharmaceuticals,science,social change,policy,writing,TEDMED,addiction"
