en,es,pt,title,speaker,duration,tags
"
","
","
",Is life really that complex?,Hannah Fry,10:02,"TEDx,complexity,crime,math,science,algorithm,physics,anthropology,behavioral economics,economics,population,biomimicry,prediction,sociology,decision-making,culture,life"
"
											Thanks very much.
											I am Hannah Fry, the badass.
											And today I'm asking the question:
											Is life really that complex?
											Now, I've only got nine minutes
to try and provide you with an answer,
											so what I've done
is split this neatly into two parts:
											part one: yes;
											and later on, part two: no.
											Or, to be more accurate: no?
									","
											Muchas gracias.
											Soy Hannah Fry, una chica dura,
											y pregunto lo siguiente:
											¿Es realmente tan compleja la vida?
											Solo tengo nueve minutos
para tratar de responder,
											así que la dividí en dos partes.
											Parte uno: sí.
											Y luego, parte dos: no.
											O para ser más exactos: ¿no?
									","
											Muito obrigada.
											Chamo-me Hannah Fry.
											Hoje vou perguntar:
											A vida é realmente tão complexa?
											Só tenho nove minutos para tentar
dar-vos uma resposta,
											por isso, dividi essa resposta
em duas partes.
											Parte um: Sim.
											E, depois, parte dois: Não.
											Ou, mais precisamente: Não?
									",Is life really that complex?,Hannah Fry,10:02,"TEDx,complexity,crime,math,science,algorithm,physics,anthropology,behavioral economics,economics,population,biomimicry,prediction,sociology,decision-making,culture,life"
"
","
","
",Is life really that complex?,Hannah Fry,10:02,"TEDx,complexity,crime,math,science,algorithm,physics,anthropology,behavioral economics,economics,population,biomimicry,prediction,sociology,decision-making,culture,life"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									",Is life really that complex?,Hannah Fry,10:02,"TEDx,complexity,crime,math,science,algorithm,physics,anthropology,behavioral economics,economics,population,biomimicry,prediction,sociology,decision-making,culture,life"
"
","
","
",Is life really that complex?,Hannah Fry,10:02,"TEDx,complexity,crime,math,science,algorithm,physics,anthropology,behavioral economics,economics,population,biomimicry,prediction,sociology,decision-making,culture,life"
"
											So first of all, let me try and define
what I mean by ""complex.""
											Now, I could give you
a host of formal definitions,
											but in the simplest terms,
											any problem in complexity is something
that Einstein and his peers can't do.
											So, let's imagine —
if the clicker works ... there we go.
											Einstein is playing a game of snooker.
											He's a clever chap, so he knows
that when he hits the cue ball,
											he could write you an equation
											and tell you exactly where the red ball
is going to hit the sides,
											how fast it's going
and where it's going to end up.
											Now, if you scale these snooker balls
up to the size of the solar system,
											Einstein can still help you.
											Sure, the physics changes,
											but if you wanted to know about
the path of the Earth around the Sun,
											Einstein could write you an equation
											telling you where both objects are
at any point in time.
											Now, with a surprising
increase in difficulty,
											Einstein could include
the Moon in his calculations.
											But as you add more and more planets,
Mars and Jupiter, say,
											the problem gets too tough for Einstein
to solve with a pen and paper.
											Now, strangely, if instead of having
a handful of planets,
											you had millions of objects
or even billions,
											the problem actually becomes much simpler,
											and Einstein is back in the game.
											Let me explain what I mean by this,
											by scaling these objects back down
to a molecular level.
									","
											Primero intentaré definir
lo que quiero decir con ""compleja"".
											Podría darles un montón
de definiciones formales
											pero, en términos simples,
											un problema es ""complejo"" cuando Einstein
y sus pares no lo pueden resolver.
											Imaginemos...
si el puntero funciona... ahí está.
											Einstein está jugando al billar.
											Como es un tipo inteligente, sabe
que cuando le pegue a la bola blanca
											podría escribir una ecuación
											y calcular exactamente
dónde va a rebotar la bola roja,
											qué velocidad va a tener
y dónde va a terminar.
											Si agrandamos estas bolas
a la escala del sistema solar,
											Einstein todavía puede ayudarnos.
											Es otra física, claro, pero para entender
cómo se mueve la Tierra respecto del Sol,
											Einstein podría escribir una ecuación
que nos dé la posición de cada objeto
											en cualquier momento.
											Con un increíble aumento de dificultad,
											Einstein podría incluir
la Luna en sus cálculos.
											Pero a medida que agregamos
otros planetas, como Marte y Júpiter,
											Einstein ya no puede resolver
el problema con papel y lápiz.
											Lo raro es que
											si en lugar de tener cinco planetas
tuviéramos millones o miles de millones,
											el problema, en realidad,
sería mucho más simple,
											y Einstein podría resolverlo.
											Para explicarles a qué me refiero,
											vamos a achicar estos objetos
a una escala molecular.
									","
											Primeiro, vou tentar definir 
o que eu entendo por ""complexo""
											Eu podia citar uma série
de definições formais
											mas, de forma resumida,
											um problema é complexo se Einstein
e os seus colegas não podem resolvê-lo.
											Então, vamos supor
- se o disparador funcionar... já está
											Einstein está a jogar ""snooker"".
											É uma pessoa inteligente, por isso
sabe que, ao atingir a bola branca,
											pode escrever uma equação
											e dizer-nos, exatamente, onde a bola
vermelha vai atingir os cantos,
											a que velocidade está a ir
e onde vai parar.
											Agora, se tivermos as bolas de ""snooker""
do tamanho do sistema solar
											Einstein ainda nos pode ajudar.
											É claro, a física muda,
											Mas, se quisermos saber o caminho
da Terra em volta do sol,
											Einstein podia escrever uma equação,
											mostrando onde estão os dois objetos
em qualquer instante.
											Num surpreendente
aumento da dificuldade,
											Einstein podia incluir a lua
nos seus cálculos.
											Mas, ao adicionarmos cada vez
mais planetas, como Marte ou Júpiter,
											o problema fica difícil demais
para ele resolver com papel e caneta.
											Estranhamente, se ao invés
de termos diversos planetas,
											tivéssemos milhões de objetos,
ou até milhares de milhões,
											o problema ficaria muito mais simples
											e Einstein estaria de volta ao jogo.
											Vou explicar o que quero dizer
											voltando a trazer estes objetos
para o nível molecular.
									",Is life really that complex?,Hannah Fry,10:02,"TEDx,complexity,crime,math,science,algorithm,physics,anthropology,behavioral economics,economics,population,biomimicry,prediction,sociology,decision-making,culture,life"
"
","
","
",Is life really that complex?,Hannah Fry,10:02,"TEDx,complexity,crime,math,science,algorithm,physics,anthropology,behavioral economics,economics,population,biomimicry,prediction,sociology,decision-making,culture,life"
"
											If you wanted to trace the erratic path
of an individual air molecule,
											you'd have absolutely no hope.
											But when you have millions
of air molecules all together,
											they start to act in a way
which is quantifiable, predictable
											and well-behaved.
											And thank goodness air is well-behaved,
											because if it wasn't,
planes would fall out of the sky.
											Now, on an even bigger scale,
across the whole of the world,
											the idea is exactly the same
with all of these air molecules.
											It's true that you can't take
an individual rain droplet
											and say where it's come from
or where it's going to end up.
											But you can say with pretty good certainty
											whether it will be cloudy tomorrow.
											So that's it.
											In Einstein's time,
this is how far science had got.
											We could do really small problems
with a few objects
											with simple interactions,
											or we could do huge problems
with millions of objects
											and simple interactions.
											But what about everything in the middle?
									","
											Si quisiéramos seguir la trayectoria
errática de una molécula de aire,
											no podríamos hacerlo.
											Pero si tenemos millones
de moléculas de aire todas juntas,
											vemos que empiezan a actuar
de un modo cuantificable, predecible
											y obediente.
											Y menos mal que el aire es obediente,
											porque si no lo fuera
los aviones se caerían.
											Ahora, en una escala aún más grande,
abarcando todo el mundo,
											la idea es exactamente la misma
con todas estas moléculas de aire.
											Es verdad que no se puede
tomar una gota de lluvia
											y decir de dónde vino
o dónde va a terminar.
											Pero se puede decir con bastante certeza
											si mañana va a estar nublado.
											Y eso es todo.
											Hasta ahí había llegado la ciencia
en la época de Einstein.
											Podíamos resolver problemas
muy pequeños con unos cuantos objetos
											con interacciones simples,
											o problemas enormes
con millones de objetos
											e interacciones simples.
											Pero ¿y todo lo que hay en el medio?
									","
											Se quiséssemos traçar o caminho errático
de uma única molécula de ar,
											ficaríamos totalmente perdidos.
											Mas, quando lidamos com milhões
de moléculas de ar todas juntas,
											elas começam a comportar-se
de modo quantificável, previsível
											e bem comportado.
											E ainda bem que o ar é bem comportado,
											porque, se não fosse,
os aviões cairiam do céu.
											Agora, a uma escala ainda maior,
através de todo o mundo,
											a ideia é exatamente a mesma
com todas essas moléculas de ar.
											É claro que não podemos analisar
uma gota de chuva sozinha
											e dizer de onde ela vem
ou onde vai parar.
											Mas podemos dizer com relativa certeza
											que o clima vai estar nublado amanhã.
											Então, é isso.
											No tempo de Einstein,
a ciência só chegou até aqui.
											Podíamos resolver problemas
bem pequenos, com poucos objetos,
											com simples interações,
											ou resolver grandes problemas,
com milhões de objetos
											e simples interações.
											Mas e quanto a tudo que fica no meio?
									",Is life really that complex?,Hannah Fry,10:02,"TEDx,complexity,crime,math,science,algorithm,physics,anthropology,behavioral economics,economics,population,biomimicry,prediction,sociology,decision-making,culture,life"
"
","
","
",Is life really that complex?,Hannah Fry,10:02,"TEDx,complexity,crime,math,science,algorithm,physics,anthropology,behavioral economics,economics,population,biomimicry,prediction,sociology,decision-making,culture,life"
"
											Well, just seven years
before Einstein's death,
											an American scientist called
Warren Weaver made exactly this point.
											He said that scientific methodology
has gone from one extreme to another,
											leaving out an untouched
great middle region.
											Now, this middle region
is where complexity science lies,
											and this is what I mean by complex.
											Now, unfortunately, almost
every single problem you can think of
											to do with human behavior
											lies in this middle region.
											Einstein's got absolutely no idea
how to model the movement of a crowd.
											There are too many people
to look at them all individually
											and too few to treat them as a gas.
											Similarly, people are prone
to annoying things like decisions
											and not wanting to walk into each other,
											which makes the problem
all the more complicated.
											Einstein also couldn't tell you
											when the next stock market crash
is going to be.
											Einstein couldn't tell you
how to improve unemployment.
											Einstein can't even tell you
											whether the next iPhone
is going to be a hit or a flop.
											So to conclude part one:
we're completely screwed.
											We've got no tools to deal with this,
and life is way too complex.
									","
											Bueno, tan solo siete años
antes de la muerte de Einstein,
											el científico estadounidense Warren Weaver
hizo justamente este planteo.
											Dijo que el método científico
había ido de un extremo al otro,
											dejando intacta una gran zona intermedia.
											La ciencia compleja se encuentra
en esta zona intermedia;
											a esto me refiero cuando digo ""compleja"".
											Lamentablemente, casi todos los problemas
relativos al comportamiento humano
											están en esta región intermedia.
											Einstein no tiene ni idea de cómo modelar
el movimiento de una muchedumbre.
											Son demasiadas personas
para analizar individualmente
											y muy pocas para analizar como un gas.
											Del mismo modo, la gente tiene
la mala costumbre de tomar decisiones
											y de no querer chocarse entre sí,
											lo que complica muchísimo el problema.
											Einstein tampoco podría predecir
											el próximo colapso de la bolsa.
											Einstein no podría decirnos
cómo reducir el desempleo.
											Ni siquiera podía decirnos
											si el próximo iPhone va a ser
un éxito o un fracaso.
											Entonces, para concluir
la parte uno: estamos jodidos.
											No tenemos cómo lidiar con esto
y la vida es demasiado complicada.
									","
											Apenas sete anos antes 
da morte de Einstein,
											um cientista americano chamado Warren
Weaven tocou nesse ponto.
											Para ele, o método científico
tinha ido de um extremo a outro,
											deixando intocada
uma grande região no meio.
											É nessa região do meio que jaz
a ciência da complexidade
											e é isso que eu entendo por complexo.
											Infelizmente, quase todos os problemas
que podemos imaginar
											envolvendo o comportamento humano
											jazem nessa região do meio.
											Einstein não fazia ideia de como modelar
o movimento de uma multidão.
											Há demasiadas pessoas
para estudar uma por uma
											e muito poucas
para tratá-las como a um gás.
											As pessoas são propensas
a coisas irritantes, como decisões,
											e a não quererem esbarrar
umas com as outras
											o que torna o problema ainda mais difícil.
											Einstein não poderia dizer
											quando vai ocorrer
a próxima quebra da bolsa.
											Einstein não poderia dizer
como melhorar o desemprego.
											Einstein nem sequer poderia dizer
											se o próximo iPhone
vai ser um sucesso ou não.
											Então, para concluir a parte um:
estamos na pior.
											Não temos ferramentas para lidar com isto
e a vida é demasiado complexa.
									",Is life really that complex?,Hannah Fry,10:02,"TEDx,complexity,crime,math,science,algorithm,physics,anthropology,behavioral economics,economics,population,biomimicry,prediction,sociology,decision-making,culture,life"
