en,es,tr,title,speaker,duration,tags
"
","
","
",What the people of the Amazon know that you don't,Mark Plotkin,16:35,"medicine,world cultures,rivers,indigenous peoples"
"
											Now, I'm an ethnobotanist.
											That's a scientist who 
works in the rainforest
											to document how people use local plants.
											I've been doing this for a long time,
											and I want to tell you,
											these people know these forests
and these medicinal treasures
											better than we do and
better than we ever will.
											But also, these cultures,
											these indigenous cultures,
											are disappearing much faster
than the forests themselves.
											And the greatest and
most endangered species
											in the Amazon Rainforest
											is not the jaguar,
											it's not the harpy eagle,
											it's the isolated and uncontacted tribes.
									","
											Soy etnobotánico;
											un científico que trabaja en la selva
											documentando el uso que la gente
le da a las plantas autóctonas.
											Hago esto desde hace mucho tiempo
											y quiero decirles
											que esta gente conoce los bosques
y estos tesoros medicinales
											mejor que Uds. o yo.
											Pero además, estas culturas,
											las culturas indígenas,
											están desapareciendo mucho
más rápido que los propios bosques.
											La principal especie
en peligro de extinción
											en la selva Amazónica
											no es el jaguar,
											no es el águila arpía,
											sino los tribus aisladas y remotas.
									","
											Ben bir etnobotanistim.
											İnsanların yerel bitkileri nasıl
kullandığını
											belgelemek için yağmur ormanlarında
çalışan bir bilim insanıyım.
											Bu işi uzun süredir yapmaktayım
											ve söylemek isterim ki,
											buralardaki insanlar ormanları ve
içerisindeki tıbbi mucizeleri
											bizden daha iyi, hatta bizim asla 
bilemeyeceğimiz kadar iyi biliyorlar.
											Ancak şu da var ki, bu kültürler,
											bu yerli kültürler,
											ormanlardan bile daha hızlı
yok olmaktalar.
											Amazon yağmur ormanlarındaki
en görkemli ve en tehlike
											altındaki tür
											jaguar değil,
											harpy kartalı da değil,
											bunlar medeniyetten uzak
ve iletişime geçilmemiş kabileler.
									",What the people of the Amazon know that you don't,Mark Plotkin,16:35,"medicine,world cultures,rivers,indigenous peoples"
"
","
","
",What the people of the Amazon know that you don't,Mark Plotkin,16:35,"medicine,world cultures,rivers,indigenous peoples"
"
											Now four years ago, I injured my 
foot in a climbing accident
											and I went to the doctor.
											She gave me heat,
											she gave me cold, aspirin,
											narcotic painkillers, anti-inflammatories,
											cortisone shots.
											It didn't work.
											Several months later,
											I was in the northeast Amazon,
											walked into a village,
											and the shaman said, ""You're limping.""
											And I'll never forget
this as long as I live.
											He looked me in the face and he said,
											""Take off your shoe and give 
me your machete.""
											(Laughter)
											He walked over to a palm tree
											and carved off a fern,
											threw it in the fire,
											applied it to my foot,
											threw it in a pot of water,
											and had me drink the tea.
											The pain disappeared for seven months.
											When it came back, I went
to see the shaman again.
											He gave me the same treatment,
											and I've been cured for three years now.
											Who would you rather be treated by?
											(Applause)
											Now, make no mistake — Western medicine
											is the most successful system
of healing ever devised,
											but there's plenty of holes in it.
											Where's the cure for breast cancer?
											Where's the cure for schizophrenia?
											Where's the cure for acid reflux?
											Where's the cure for insomnia?
											The fact is that these people
											can sometimes, sometimes, sometimes
											cure things we cannot.
											Here you see a medicine man
in the northeast Amazon
											treating leishmaniasis,
											a really nasty protozoal disease
											that afflicts 12 million
people around the world.
											Western treatment are
injections of antimony.
											They're painful, they're expensive,
											and they're probably
not good for your heart;
											it's a heavy metal.
											This man cures it with three plants
from the Amazon Rainforest.
									","
											Hace ahora 4 años, me lesioné el pie
en un accidente de escalada
											y fui al médico.
											Me recetó compresas calientes,
											compresas frías, aspirinas,
											analgésicos, anti-inflamatorios,
											inyecciones de cortisona.
											No funcionó.
											Varios meses después,
											estaba en el noreste del Amazonas,
											entré en una aldea,
											el chamán me dijo: ""Estás cojeando"",
											y nunca olvidaré esto mientras viva.
											Me miró a la cara y me dijo:
											""Quítate el zapato y dame el machete"".
											(Risas)
											Se acercó a una palmera,
											cortó un helecho,
											lo tiró en el fuego,
											me lo aplicó en el pie,
											lo tiró en una olla con agua,
											y me hizo beber el té.
											El dolor desapareció durante 7 meses.
											Cuando volvió a dolerme,
me fui a ver al chamán de nuevo.
											Me hizo lo mismo,
											y llevo 3 años curado.
											¿Por quién prefieren ser atendidos?
											(Aplausos)
											Ahora, no nos engañemos,
la medicina occidental
											es el sistema sanitario
de más éxito en la historia,
											pero tiene muchas deficiencias.
											¿Dónde está la cura
para el cáncer de mama?
											¿Para la esquizofrenia?
											¿Dónde está la cura para
el reflujo gastroesofágico?
											¿Dónde está la cura para el insomnio?
											El hecho es que esta gente
											a veces puede, a veces, a veces,
											sanar cosas que nosotros no podemos.
											Aquí vemos a un curandero
del noreste del Amazonas
											tratando la leishmaniosis,
											una enfermedad parasitaria
realmente desagradable
											que aflige a 12 millones
de personas en todo el mundo.
											El tratamiento en occidente consiste
en inyecciones de antimonio.
											Duele, es caro,
											y probablemente no es 
bueno para el corazón;
											es un metal pesado.
											Este hombre lo cura con 3 plantas
de la selva amazónica.
									","
											Dört yıl önce, tırmanış yaparken
ayağımı sakatladım
											ve doktora gittim.
											Sıcak pres yaptı,
											soğuk pres yaptı, aspirin verdi,
											narkotik ağrı kesiciler, 
iltihap sökücüler,
											kortizon iğneleri verdi.
											İşe yaramadı.
											Birkaç ay sonra,
											kuzeydoğu Amazon'daydım,
											bir köye girmiştim
											ve köyün şamanı, ""topallıyorsun"" dedi.
											Bunu hayatım boyunca
hiç unutmayacağım.
											Yüzüme baktı ve
											""ayakkabını çıkar ve palayı 
bana ver."" dedi.
											(Gülüşmeler)
											Sonra bir palmiyeye doğru yürüdü,
											eğrelti otunu kesti,
											ateşe attı,
											ayağıma uyguladı,
											sonra kaptaki suya biraz attı
											ve çayını bana içirdi.
											Ağrı yedi ay boyunca yok oldu.
											Tekrar başladığında, yeniden 
şamanı görmeye gittim.
											Aynı tedaviyi tekrar uyguladı
											ve üç yıldır ağrım yok.
											Siz kime tedavi olmak isterdiniz?
											(Alkışlar)
											Sakın yanlış anlaşılmasın - Batı tıbbı
											bu zamana kadar tasarlanmış
en başarılı sağlık sistemi,
											ancak birçok eksiği de var.
											Meme kanserinin tedavisi nerede?
											Şizofreni tedavisi nerede?
											Reflü tedavisine ne oldu?
											Uykusuzluğun tedavisi peki?
											Gerçek şu ki, bu insanlar
											bazen, bazen ve bazen bizim
											iyi edemediklerimizi iyileştiriyor.
											Burada kuzeydoğu Amazon'da bir
şifacı görüyorsunuz
											şark çıbanı tedavi ediyor,
											dünyada 12 milyon insanı etkileyen
											çok fena bir protozoal hastalıktır.
											Batı tarzı tedavi, antimon iğneleri
içermektedir.
											Oldukça acı verici ve pahalıdırlar,
											muhtemelen kalbinize de pek iyi gelmezler;
											çünkü ağır metaldir.
											Bu adam ise Amazon yağmur ormanındaki
üç adet bitki ile hastalığı tedavi ediyor.
									",What the people of the Amazon know that you don't,Mark Plotkin,16:35,"medicine,world cultures,rivers,indigenous peoples"
"
","
","
",What the people of the Amazon know that you don't,Mark Plotkin,16:35,"medicine,world cultures,rivers,indigenous peoples"
"
											This is the magic frog.
											My colleague, the late
great Loren McIntyre,
											discoverer of the source 
lake of the Amazon,
											Laguna McIntyre in the Peruvian Andes,
											was lost on the Peru-Brazil
border about 30 years ago.
											He was rescued by a group of 
isolated Indians called the Matsés.
											They beckoned for him to follow
them into the forest, which he did.
											There, they took out palm leaf baskets.
											There, they took out these
green monkey frogs —
											these are big suckers,
they're like this —
											and they began licking them.
											It turns out, they're
highly hallucinogenic.
											McIntyre wrote about this and it was read 
by the editor of High Times magazine.
											You see that ethnobotanists have 
friends in all sorts of strange cultures.
											This guy decided he would go down
to the Amazon and give it a whirl,
											or give it a lick, and 
he did, and he wrote,
											""My blood pressure went through the roof,
											I lost full control of
my bodily functions,
											I passed out in a heap,
											I woke up in a hammock six hours later,
											felt like God for two days.""
											(Laughter)
											An Italian chemist read this and said,
											""I'm not really interested in the theological 
aspects of the green monkey frog.
											What's this about the
change in blood pressure?""
											Now, this is an Italian chemist
											who's working on a new treatment
for high blood pressure
											based on peptides in the skin
of the green monkey frog,
											and other scientists are looking
											at a cure for drug-resistant Staph aureus.
											How ironic if these isolated 
Indians and their magic frog
											prove to be one of the cures.
									","
											Esta es la rana mágica.
											Mi gran colega, Loren McIntyre,
ya fallecido,
											descubrió la fuente del Amazonas
											la laguna McIntyre en los Andes peruanos,
											se perdió en la frontera
entre Perú y Brasil, hace 30 años.
											Fue rescatado por un grupo de indígenas
aislados llamados matsés.
											Le dejaron señas para que las siguiera 
en el bosque, lo cual hizo.
											Luego, sacaron unas cestas
de hojas de palma.
											Y, de ellas, sacaron estas
ranas mono verdes
											—son grandes los bichos,
así de grandes—
											y empezaron a lamerlas.
											Resulta que son extremadamente alucinógenas.
											McIntyre escribió sobre eso y el editor de
la revista High Times leyó sus palabras;
											ya ven que los etnobotánicos tienen
amigos en todo tipo de culturas extrañas.
											(Risas)
											Y el hombre decidió irse al Amazonas 
y probarlo; lo hizo y después escribió:
											""Mi presión arterial se disparó,
											perdí el control de todo mi cuerpo,
											me desmayé en un rincón,
											me desperté en una hamaca
6 horas más tarde,
											y me sentí como Dios
durante 2 días"".
											(Risas)
											Un químico italiano leyó esto y dijo:
											""No me interesan para nada los aspectos
teológicos de la rana mono verde.
											¿Pero qué es esto de la variación
de la presión arterial?""
											Hablamos de un químico
italiano que está trabajando
											en un nuevo tratamiento
para la hipertensión
											basado en los péptidos de la piel
de la rana mono verde,
											y de otros científicos que están buscando
											una cura para el estafilococo dorado,
resistente a los medicamentos.
											Qué ironía si estos indígenas 
aislados con su rana mágica
											resultan ser una de las curas.
									","
											İşte bu sihirli kurbağa.
											Meslektaşım, değerli Loren McIntyre,
											Amazon kaynak gölünün kâşifi,
											Peru And Dağları'ndaki McIntyre
											30 sene önce Peru-Brezilya 
sınırında kaybolmuştu.
											Matsés denilen bir grup izole yaşayan 
yerli tarafından kurtarıldı.
											Kendilerini ormanda takip etmesini
söylediler, o da öyle yaptı.
											Sonra, palmiye yapraklarından
yapılmış sepetler çıkardılar.
											İçinden büyük Yeşil Maymun
Kurbağaları çıkardılar
											- bu namussuzlar şöyle bir şeyler -
											ve onları yalamaya başladılar.
											Şiddetli halüsinasyon yapıcı şeylermiş.
											McIntyre bunu yazdı ve High Times'ın
editörü bunu okudu.
											Gördüğünüz gibi ekobotanistlerin
her tür garip kültürden arkadaşları var.
											Bu adam şöyle bir Amazonlara gidip
bunu denemeye karar verdi.
											Kurbağayı yaladı, yaptı bunu
ve şöyle yazdı:
											""Tansiyonum tavanı delip geçti,
											vücudumun bütün kontrolünü kaybettim,
											bayılıp yere yığıldım,
											altı saat sonra bir hamakta uyandım
											ve iki gün boyunca kendimi
tanrı gibi hissettim.""
											(Gülüşmeler)
											İtalyan bir kimyacı bunu okumuş ve
											""Yeşil maymun kurbağasının teolojik
yönü fazla ilgimi çekmedi
											ama kan basıncıncındaki bu
değişiklik de neydi?"" demiş.
											Bu İtalyan kimyacı
											artık yeni bir tansiyon tedavisi
üzerinde çalışıyor.
											Tedavi bu kurbağanın derisindeki
peptidlere dayanıyor.
											Diğer bilim adamları
											ilaca dirençli Stap aureus bakterisine
tedavi arıyor.
											Bu izole Yerliler ve onların
sihirli kurbağası bu tedavilerden
											biri olursa, ne ironik bir şey olur.
									",What the people of the Amazon know that you don't,Mark Plotkin,16:35,"medicine,world cultures,rivers,indigenous peoples"
"
","
","
",What the people of the Amazon know that you don't,Mark Plotkin,16:35,"medicine,world cultures,rivers,indigenous peoples"
"
											Here's an ayahuasca shaman
											in the northwest Amazon, in
the middle of a yage ceremony.
											I took him to Los Angeles to
meet a foundation officer
											looking for support for monies
to protect their culture.
											This fellow looked at the
medicine man, and he said,
											""You didn't go to 
medical school, did you?""
											The shaman said, ""No, I did not.""
											He said, ""Well, then what can
you know about healing?""
											The shaman looked at him and he said,
											""You know what? If you have 
an infection, go to a doctor.
											But many human afflictions are diseases 
of the heart, the mind and the spirit.
											Western medicine can't 
touch those. I cure them.""
											(Applause)
									","
											Este es un chamán ayahuasca
											del noroeste del Amazonas,
en medio de la ceremonia de yagé.
											Lo llevé a Los Ángeles para reunirse
con un empleado de una fundación
											en busca de fondos
para proteger su cultura.
											El hombre miró al curandero y le dijo:
											""Ud. no estudió medicina, ¿verdad?""
											El chamán respondió: ""No"".
											""Bueno, entonces, ¿qué puede
saber acerca de sanidad?""
											El chamán le miró y dijo:
											""Ud. sabe que si tiene una infección,
hay que ir al médico,
											pero muchas enfermedades humanas son males
											del corazón, la mente y el espíritu.
											La medicina occidental no puede 
curarlos. Yo los trato"".
											(Aplausos)
									","
											Bu bir Ayahuasca şamanı,
											Kuzeybatı Amazonlarda
bir yage töreni sırasında.
											Onu, Los Angeles'a, Monies
kültürünü korumak için
											destek arayan bir vakıf yöneticisiyle 
tanıştırmaya götürdüm.
											Adam, bizim büyücü doktora baktı ve
											""Tıp Fakültesi'ne gitmedin
değil mi?"" diye sordu
											Şaman ""Hayır, gitmedim."" dedi.
											Adam ""O zaman tedavi
konusunda ne bilirsin ki?"" dedi.
											Şaman adama bakıp şöyle dedi:
											""Bak ne diyeceğim? Eğer enfeksiyon
kaparsan doktora git
											ama insanın rahatsızlıklarının çoğu
kalp, akıl ve ruh rahatsızlığıdır.
											Batı tıbbı bunlara ulaşamaz.
Onları ben tedavi ederim.""
											(Alkışlar)
									",What the people of the Amazon know that you don't,Mark Plotkin,16:35,"medicine,world cultures,rivers,indigenous peoples"
"
","
","
",What the people of the Amazon know that you don't,Mark Plotkin,16:35,"medicine,world cultures,rivers,indigenous peoples"
"
											But all is not rosy in learning from
nature about new medicines.
											This is a viper from Brazil,
											the venom of which was studied at
the Universidade de São Paulo here.
											It was later developed
into ACE inhibitors.
											This is a frontline treatment
for hypertension.
											Hypertension causes over 10 percent
											of all deaths on the planet every day.
											This is a $4 billion industry
											based on venom from a Brazilian snake,
											and the Brazilians did not get a nickel.
											This is not an acceptable
way of doing business.
									","
											Pero no todo es color de rosa 
a la hora de aprender
											sobre nuevos medicamentos
a partir de la naturaleza.
											Esta es una víbora de Brasil,
											cuyo veneno se estudió en
la Universidade de São Paulo.
											Más tarde, se fabricaron inhibidores ECA,
											un tratamiento de vanguardia
para la hipertensión.
											La hipertensión es 
la causa de más del 10 %
											de todas las muertes diarias
en el mundo.
											Se trata de una industria 
de USD 4000 millones
											basada en el veneno
de una víbora brasileña,
											y los brasileños no recibieron un centavo.
											Esta no es una manera 
aceptable de hacer negocios.
									","
											Ancak doğada yeni ilaçlar bulmak
her zaman güllük gülistanlık olmuyor.
											Bu bir Brezilya engereği,
											bu yılanın zehri burada Sao Paulo
Üniversitesi'nde incelendi
											ve sonra bir ACE inhibitörü
olarak geliştirildi.
											Bu hipertansiyon için 
önde gelen bir tedavi.
											Bugün gezegendeki ölümlerin
											%10'dan fazlasına
hipertansiyon neden oluyor.
											Bu 4 milyar dolarlık bir endüstri,
											bir Brezilya yılanına dayanıyor
											ve Brezilyalılar bundan 
tek kuruş bile kazanmıyorlar.
											Bu kabul edilebilir bir iş
yapma biçimi değil.
									",What the people of the Amazon know that you don't,Mark Plotkin,16:35,"medicine,world cultures,rivers,indigenous peoples"
