en,fr,tr,title,speaker,duration,tags
"
","
","
",The data behind Hollywood's sexism,Stacy Smith,15:44,"activism,art,business,communication,film,data,inequality,movies,women,society,social change,entertainment"
"
											Today, I want to tell you
about a pressing social issue.
											Now, it's not nuclear arms,
											it's not immigration,
											and it's not malaria.
											I'm here to talk about movies.
									","
											Aujourd'hui, je veux vous parler
d'un problème social pressant.
											Non, ce ne sont pas les armes nucléaires,
											ce n'est pas l'immigration
											et ce n'est pas la malaria.
											Je suis ici pour parler des films.
									","
											Bugün sizinle ciddi bir sosyal mesele 
hakkında konuşmak istiyorum.
											Nükleer silahlar,
											göç
											ya da sıtma değil.
											Filmler hakkında konuşmak için buradayım.
									",The data behind Hollywood's sexism,Stacy Smith,15:44,"activism,art,business,communication,film,data,inequality,movies,women,society,social change,entertainment"
"
","
","
",The data behind Hollywood's sexism,Stacy Smith,15:44,"activism,art,business,communication,film,data,inequality,movies,women,society,social change,entertainment"
"
											Now, in all seriousness,
movies are actually really important.
											In film, we can be wildly entertained,
											and we can also be transported
through storytelling.
											Storytelling is so important.
											Stories tell us what societies value,
											they offer us lessons,
											and they share and preserve our history.
											Stories are amazing.
									","
											Tout à fait sérieusement,
les fiilms sont très importants.
											Avec un film, nous pouvons
être follement divertis
											et nous pouvons être transportés
grâce à la narration.
											La narration est très importante.
											Les histoires nous disent
ce que la société estime,
											elles nous offrent des leçons,
											elles partagent
et préservent notre histoire.
											Les histoires sont formidables.
									","
											Şimdi, bütün ciddiyetiyle, 
filmler aslında oldukça önemli.
											Filmler ile çılgınca eğlenebilir,
											aynı zamanda, hikayenin
içine ışınlanabilirz.
											Hikayecilik önemlidir.
											Hikayeler bize toplumların 
neye değer verdiğini söyler,
											ders verir,
											tarihimizi korur ve paylaşır.
											Hikayeler muhteşemdir.
									",The data behind Hollywood's sexism,Stacy Smith,15:44,"activism,art,business,communication,film,data,inequality,movies,women,society,social change,entertainment"
"
","
","
",The data behind Hollywood's sexism,Stacy Smith,15:44,"activism,art,business,communication,film,data,inequality,movies,women,society,social change,entertainment"
"
											But stories don't give everyone
											the same opportunity
to appear within them,
											particularly not stories
											compartmentalized
in the form of American movies.
											In film, interestingly enough,
											females are still erased and marginalized
											in a lot of our stories.
											And I learned this for the first time
about 10 years ago
											when I did my first study
on gender role in G-rated films.
											Since then, we've conducted
more than 30 investigations.
											My team is tired.
											And I've committed my life
											as researcher and activist
											to fighting the inclusion crisis
											in Hollywood.
									","
											Mais les histoires n'offrent pas
à tout le monde
											la même opportunité
d'y faire une apparition,
											surtout pas les histoires
											compartimentées sous la forme
de films américains.
											Dans les films, curieusement,
											les femmes sont encore
effacées et marginalisées
											de beaucoup de nos histoires.
											J'ai appris cela il y a 10 ans
pour la première fois,
											lors de ma première étude
des rôles sexospécifiques
											dans les films tout public.
											Depuis, j'ai conduit plus de 30 études.
											Mon équipe est fatiguée.
											J'ai dédiée ma vie,
											en tant que chercheuse et activiste,
											à combattre la crise de l'inclusion
											à Hollywood.
									","
											Fakat, hikayeler herkese
											içlerinde yer almak için
aynı fırsatı vermez,
											özellikle,
											Amerikan filmi kategorisinde 
yer alan hikayeler.
											Filmlerde, ilginçtir ki,
											kadınlar hikayelerimizin birçoğunda hâlâ
											siliniyor ve ötekileştiriliyor.
											Bunu yaklaşık 10 yıl önce
genel izleyici filmlerinde
											cinsiyet rolleri üzerine ilk
çalışmamı yaptığımda öğrendim.
											O zamandan beri 30'dan fazla 
araştırma yürüttük.
											Ekibim yoruldu.
											Ayrıca hayatımı
											bir araştırmacı ve aktivist olarak
											Hollywood'daki kapsam kriziyle savaşmaya
											adadım.
									",The data behind Hollywood's sexism,Stacy Smith,15:44,"activism,art,business,communication,film,data,inequality,movies,women,society,social change,entertainment"
"
","
","
",The data behind Hollywood's sexism,Stacy Smith,15:44,"activism,art,business,communication,film,data,inequality,movies,women,society,social change,entertainment"
"
											So today, what I'd like to do
is tell you about that crisis.
											I want to talk about
gender inequality in film.
											I want to tell you how it is perpetuated,
											and then I'm going to tell you
how we're going to fix it.
									","
											Aujourd'hui, j'aimerais
vous parler de cette crise,
											de l'inégalité des sexes dans les films,
											de comment elle est perpétuée
											et puis je vais vous dire
comment nous allons y remédier.
									","
											Bugün yapmak istediğim şey
size o krizi anlatmak.
											Filmlerdeki cinsiyet
eşitsizliğinden konuşmak,
											bunun nasıl süregeldiğinden
bahsetmek istiyorum
											ve sonra bunu nasıl
çözebileceğimizi anlatacağım.
									",The data behind Hollywood's sexism,Stacy Smith,15:44,"activism,art,business,communication,film,data,inequality,movies,women,society,social change,entertainment"
"
","
","
",The data behind Hollywood's sexism,Stacy Smith,15:44,"activism,art,business,communication,film,data,inequality,movies,women,society,social change,entertainment"
"
											However, one caveat before I begin:
											my data are really depressing.
											So I want to apologize in advance,
											because I'm going to put you all
in a really bad mood.
											But I'm going to bring it up at the end,
											and I'm going to present a silver lining
											to fix this mess that we've been in
											for a very, very long time.
									","
											Cependant, j'ai une mise en garde
avant de commencer :
											mes données sont vraiment déprimantes.
											J'aimerais m'excuser d'avance
											car je vais tous vous mettre
de très mauvaise humeur.
											Mais, à la fin,
je vais améliorer votre humeur
											et présenter un aspect positif
											afin de remédier à cette situation
											dans laquelle nous sommes
depuis très, très longtemps.
									","
											Ancak başlamadan önce bir uyarı,
											vereceğim bilgiler gerçekten iç karartıcı.
											Sizi kötü bir ruh haline sokacağım için
											şimdiden özür dilerim.
											Ancak konuşmamın sonunda
bunu düzeltecegim
											ve uzun süredir içinde bulunduğumuz
											bu yanlışı düzeltmek için
											size bir umut ışığı vereceğim.
									",The data behind Hollywood's sexism,Stacy Smith,15:44,"activism,art,business,communication,film,data,inequality,movies,women,society,social change,entertainment"
"
","
","
",The data behind Hollywood's sexism,Stacy Smith,15:44,"activism,art,business,communication,film,data,inequality,movies,women,society,social change,entertainment"
"
											So, let's start with the gravity
of the situation.
											Each year, my research team
examines the top 100 grossing films
											in the United States.
											What we do is we look at every speaking
or named character on-screen.
											Now, to count in one of my investigations,
											all a character has to do is say one word.
											This is a very low bar.
									","
											Commençons par la gravité de la situation.
											Tous les ans, mon équipe de recherche
											examine les 100 plus gros succès
du box-office aux États-Unis.
											Nous considérons toute personne qui parle
ou est nommée à l'écran.
											Pour compter dans une de mes études,
											le personnage n'a qu'à dire un mot.
											La barre est basse.
									","
											Olayın ciddiyetiyle başlayalım.
											Araştırma ekibim her yıl, Amerika'daki
											en başarılı 100 filmde konuşan
											ve adı geçen her karakteri inceliyor.
											Araştırmamın parçası olmak için
											bir karakterin yapması gereken
tek şey bir kelime söylemek.
											Beklentimiz fazlasıyla düşük.
									",The data behind Hollywood's sexism,Stacy Smith,15:44,"activism,art,business,communication,film,data,inequality,movies,women,society,social change,entertainment"
"
","
","
",The data behind Hollywood's sexism,Stacy Smith,15:44,"activism,art,business,communication,film,data,inequality,movies,women,society,social change,entertainment"
"
											(Laughter)
									","
											(Rires)
									","
											(Gülüşmeler)
									",The data behind Hollywood's sexism,Stacy Smith,15:44,"activism,art,business,communication,film,data,inequality,movies,women,society,social change,entertainment"
"
","
","
",The data behind Hollywood's sexism,Stacy Smith,15:44,"activism,art,business,communication,film,data,inequality,movies,women,society,social change,entertainment"
"
											Thus far, we've looked at 800 movies,
											from 2007 to 2015,
											cataloguing every speaking character
on-screen for gender, race, ethnicity,
											LGBT and characters with a disability.
									","
											Jusqu'ici, j'ai regardé 800 films
											entre 2007 et 2015,
											cataloguant tout personnage
qui parle à l'écran
											selon son genre, sa race, son ethnie,
											s'il est LGBT ou a un handicap.
									","
											2007 ve 2015 arasında 800 filmi inceledik
											ve konuşan her karakteri
											cinsiyet, ırk, köken, LGBT veya
engelli olup olmama bazında
											gruplara ayırdık.
									",The data behind Hollywood's sexism,Stacy Smith,15:44,"activism,art,business,communication,film,data,inequality,movies,women,society,social change,entertainment"
"
","
","
",The data behind Hollywood's sexism,Stacy Smith,15:44,"activism,art,business,communication,film,data,inequality,movies,women,society,social change,entertainment"
