en,tr,pt,fr,title,speaker,duration,tags
"
","
","
","
",6 ways to save the internet,Roger McNamee,15:33,"Internet,TEDx,business,future,investment,technology"
"
											Have you ever been in the position
of watching Silicon Valley take off
											and wish that you had known
what was about to happen?
									","
											Daha önce hiç Silikon Vadisi'nin
											yükselişe geçeceğini
öngörmüş olmayı dilediğiniz oldu mu?
									","
											Já estiveram na posição
de ver Silicon Valley a começar
											e desejar ter sabido o que ia acontecer?
									","
											Imaginez-vous confronté
au décollage de la Silicon Valley,
											n'auriez-vous pas souhaité
connaître la suite à l'avance ?
									",6 ways to save the internet,Roger McNamee,15:33,"Internet,TEDx,business,future,investment,technology"
"
","
","
","
",6 ways to save the internet,Roger McNamee,15:33,"Internet,TEDx,business,future,investment,technology"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risos)
									","
											(Rires)
									",6 ways to save the internet,Roger McNamee,15:33,"Internet,TEDx,business,future,investment,technology"
"
","
","
","
",6 ways to save the internet,Roger McNamee,15:33,"Internet,TEDx,business,future,investment,technology"
"
											So, I'm here to talk about
what I think is going to be
											the most intense disruption
of the technology world
											that's occurred in the last 15 years.
											And I believe the end product of it
will be entirely about engagement.
											In fact, I think it is possibly
a transformational change
											in the way we're going
to think about engagement.
									","
											Bence teknoloji dünyası
son 15 yıl içerisinde
											inanılmaz bir değişim yaşadı
											ve ben de bunu anlatmak için buradayım.
											Bu değişimle birlikte ortaya yepyeni
bir uyumun çıkacağını düşünüyorum.
											Hatta bu değişimle birlikte
uyum kavramına bakışımızın
											değişeceğine inanıyorum.
									","
											Venho aqui para falar do que,
segundo creio, vai ser
											a perturbação mais profunda
do mundo tecnológico
											que ocorreu nos últimos 15 anos.
											Creio que o resultado será
totalmente quanto ao empenho.
											De facto, penso que é possível
uma mudança transformacional
											na forma como vamos pensar
no empenho.
									","
											Donc, je suis ici pour parler de ce qui, 
je pense, va être
											la plus forte rupture
du secteur technologique
											depuis quinze ans.
											Ma conviction est que ce qui en sortira
tournera autour de l'engagement.
											Ce sera sans doute
une transformation en profondeur
											de la façon dont
nous concevons l'engagement.
									",6 ways to save the internet,Roger McNamee,15:33,"Internet,TEDx,business,future,investment,technology"
"
","
","
","
",6 ways to save the internet,Roger McNamee,15:33,"Internet,TEDx,business,future,investment,technology"
"
											So what would you do if you knew today
											that there was going to be
a major technology cycle
											beginning in the next couple years,
											and that you could participate in it?
											What would you do?
									","
											Önümüzdeki birkaç yıl içerisinde
yepyeni bir teknolojik sürecin

											başlıyor olacağını bilseniz
ve siz de bu süreçte
											rol oynayabilecek olsanız
											ne yapardınız?
											Ne yapardınız?
									","
											O que é que vocês fariam
se soubessem hoje
											que ia haver um importante
ciclo tecnológico
											a começar nos próximos anos
											e que podiam participar nele?
											O que é que fariam?
									","
											Donc, que feriez-vous
si vous appreniez aujourd'hui
											qu'un cycle technologique majeur
allait débuter ces prochaines années
											et que vous pourriez y participer ?
											Que feriez-vous ?
									",6 ways to save the internet,Roger McNamee,15:33,"Internet,TEDx,business,future,investment,technology"
"
","
","
","
",6 ways to save the internet,Roger McNamee,15:33,"Internet,TEDx,business,future,investment,technology"
"
											(Audience) Jump in!
									","
											(Seyirci) Kaçırmazdım!
									","
											Audiência: Embarcávamos nele!
									","
											(Public) Y aller !
									",6 ways to save the internet,Roger McNamee,15:33,"Internet,TEDx,business,future,investment,technology"
"
","
","
","
",6 ways to save the internet,Roger McNamee,15:33,"Internet,TEDx,business,future,investment,technology"
"
											So, this is the situation
in which I find myself:
											I'm a professional investor
about half the day,
											the daylight half.
											I was paying close attention earlier,
											and I now know I need to have
10 hours sleep at night,
											which is tricky, because last
night the show ended
											about 12:30, and so I was, I got —
											and that was in Santa Rosa,
so I got home a little late.
											I want you to understand,
I've been studying the technology world,
											and things have already begun to change.
											But they're changing in ways
											that I see literally no
commentator referring to today.
									","
											Şu an içinde bulunduğum
durumu şöyle anlatayım:
											Günün yarısında profesyonel olarak
yatırım yapıyorum.
											Gündüzleri yani.
											Geçenlerde aklıma geldi
											ve fark ettim ki
günde 10 saat uyumam lazım
											ki bu benim için biraz zor çünkü
geçen geceki gösteri
											12:30 gibi bitti ve ben...
											gösteri de Santa Rosa'da olunca
eve biraz geç gittim.
											Teknoloji dünyasını yakından
takip ettiğimi ve işlerin
											şimdiden değişmeye
başladığını belirtmem gerek.
											Ama işler öyle bir değişiyor ki
											hiç kimse bu değişim hakkında
yorum yapmıyor.
									","
											Roger McNamee: É a situação
em que me encontro.
											Sou investidor profissional
durante metade do dia,
											a metade diurna.
											Estive a prestar muita atenção há bocado
											e agora sei que preciso
de 10 horas de sono, à noite,
											o que é complicado porque
ontem à noite o espetáculo acabou
											por volta da meia-noite e meia
											e, como era em Santa Rosa,
cheguei a casa muito tarde.
											Devo dizer que tenho estudado
o mundo da tecnologia
											e as coisas já começaram a mudar.
											Mas estão a mudar duma forma
											que não vejo nenhum comentador
a referi-las neste momento.
									","
											C'est la situation
dans laquelle je me trouve :
											je suis un investisseur professionnel
la moitié du temps,
											la moitié diurne.
											Je faisais plus attention avant
											et je sais maintenant qu'il me faut
10 heures de sommeil,
											ce qui est compliqué !
Hier soir, le spectacle a fini
											vers minuit et demi et donc je suis...
											c'était à Santa Rosa,
je suis donc rentré tard chez moi.
											Je veux vous faire comprendre
que j'analyse le secteur technologique
											et que les choses ont déjà
commencé à changer.
											Mais elles évoluent dans un sens
											qu'absolument aucun commentateur
ne mentionne, selon moi.
									",6 ways to save the internet,Roger McNamee,15:33,"Internet,TEDx,business,future,investment,technology"
"
","
","
","
",6 ways to save the internet,Roger McNamee,15:33,"Internet,TEDx,business,future,investment,technology"
