fr,en,tr,de,es,title,speaker,duration,tags
"
","
","
","
","
",The science of sync,Steven Strogatz,21:58,"biology,biomechanics,math,science,society,technology"
"
											Je me demandais, quel est le lien entre synchronisation et bonheur,
											et il m'est apparu que pour une raison que j'ignore, nous prenons du plaisir dans la synchronisation.
											Nous aimons danser ensemble, nous aimons chanter ensemble.
											Et donc, si vous le voulez bien, j'aimerais faire une première
											expérience avec vous aujourd'hui. L'expérience est —
											et j'ai noté, au fait, que quand vous avez applaudi,
											vous l'avez fait d'une manière typiquement Nord-américaine,
											c'est-à-dire, bruyante et décousue.
											Vous n'étiez pas organisés. Il ne vous est pas venu à l'idée d'applaudir à l'unisson.
											Vous pensez que vous pouvez le faire ? Je voudrais voir si le public pourrait —
											non, vous n'avez pas pratiqué, à ce que je sais —
											êtes-vous capables d'applaudir tous à l'unisson ?
									","
											I was trying to think, how is sync connected to happiness,
											and it occurred to me that for some reason we take pleasure in synchronizing.
											We like to dance together, we like singing together.
											And so, if you'll put up with this, I would like to enlist your help
											with a first experiment today. The experiment is —
											and I notice, by the way, that when you applauded,
											that you did it in a typical North American way,
											that is, you were raucous and incoherent.
											You were not organized. It didn't even occur to you to clap in unison.
											Do you think you could do it? I would like to see if this audience would —
											no, you haven't practiced, as far as I know —
											can you get it together to clap in sync?
									","
											Sync'in mutlulukla nasıl ilintili olabileğini düşünüyordum,
											ve nedense senkronize hareket etmek hoşumuza gider...
											Birlikte dans etmekten, şarkı söylemekten hoşlanırız.
											İzin verirseniz şimdi sizin yardımınızla
											küçük bir deney yapmak isterim. Deney -
											bu arada farkettim ki beni alkışlarken
											Kuzey Amerika üslubuyla yaptınız bunu
											yani, alkışınız gürültülüydü, darmadağınızktı
											organize değildi. Hep birlikte aynı anda alkış tutmak aklınızdan bile geçmedi.
											Ne dersiniz - bunu yapabilir misiniz? Bu seyirci kitlesi bunu yapabilir mi acaba?
											hayır, bildiğim kadarıyla bunu hiç pratik etmemişsinizdir.
											Alışlarınızı senkronize edebilir misiniz acaba?
									","
											Ich habe drüber nachgedacht, wie Synchronisation mit Glück verbunden ist,
											und mir fiel auf, dass wir aus irgendeinem Grunde gern synchron sind.
											Wir tanzen gern zusammen, wir singen gern zusammen.
											Bitte haben Sie ein bisschen Geduld, ich möchte Sie gern
											bei meinem ersten Experiment heute um Hilfe bitten. Und zwar –
											ich habe übrigens festgestellt, dass Sie beim Applaudieren
											dies auf typisch nordamerikanische Art taten,
											Sie waren also laut und unkoordiniert.
											Unorganisiert. Es kam Ihnen nicht in den Sinn, im Rhythmus zu klatschen.
											Könnten Sie das vielleicht für mich tun? Ich würde gern sehen, ob dieses Publikum –
											nein, soweit ich weiß, haben Sie nicht geübt –
											können Sie es schaffen, synchronisiert zu klatschen?
									","
											Estaba pensando cómo la sincronía está conectada a la felicidad,
											y se me ocurrió que, por alguna razón, encontramos placer al sincronizarnos.
											Nos gusta bailar juntos, nos gusta cantar juntos.
											Así que, si están dispuestos, quisiera pedir su ayuda
											con un primer experimento el día de hoy. El experimento es —
											y noté, dicho sea de paso, que cuando aplaudieron,
											lo hicieron del un modo típicamente norteamericano,
											es decir, fueron estridentes e incoherentes.
											No estuvieron organizados. Ni siquiera se les ocurrió aplaudir al unísono.
											¿Creen que podrían hacerlo? Me gustaría ver si este público puede —
											no, no han practicado, hasta donde sé —
											¿pueden lograr aplaudir en sincronía?
									",The science of sync,Steven Strogatz,21:58,"biology,biomechanics,math,science,society,technology"
"
","
","
","
","
",The science of sync,Steven Strogatz,21:58,"biology,biomechanics,math,science,society,technology"
"
											(Applaudissements)
									","
											(Clapping)
									","
											(Alkış)
									","
											(Klatschen)
									","
											(Aplausos)
									",The science of sync,Steven Strogatz,21:58,"biology,biomechanics,math,science,society,technology"
"
","
","
","
","
",The science of sync,Steven Strogatz,21:58,"biology,biomechanics,math,science,society,technology"
"
											Wahou ! Alors là, ça c'est ce qu'on appelle un comportement émergent.
									","
											Whoa! Now, that's what we call emergent behavior.
									","
											Müthiş! İşte buna kendi kendini örgütleyen davranış denir.
									","
											Wow! Das nenne ich Eigendynamik.
									","
											Eso es lo que llamamos comportamiento emergente.
									",The science of sync,Steven Strogatz,21:58,"biology,biomechanics,math,science,society,technology"
"
","
","
","
","
",The science of sync,Steven Strogatz,21:58,"biology,biomechanics,math,science,society,technology"
"
											(Rires)
									","
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											(Risas)
									",The science of sync,Steven Strogatz,21:58,"biology,biomechanics,math,science,society,technology"
"
","
","
","
","
",The science of sync,Steven Strogatz,21:58,"biology,biomechanics,math,science,society,technology"
"
											Je ne m'attendais pas à ça, mais — je veux dire, je m'attendais à ce que vous puissiez vous synchroniser.
											Je ne pensais pas que vous alliez augmenter la fréquence.
											C'est intéressant.
									","
											So I didn't expect that, but — I mean, I expected you could synchronize.
											It didn't occur to me you'd increase your frequency.
											It's interesting.
									","
											Bunu beklemiyordu. Daha doğrusu eşzamanlı alkışlayabileceğinizi bekliyordum
											ancak aynı zamanda frekansınızı da artıracağınızı beklemiyordum.
											Çok ilginç.
									","
											Das habe ich gar nicht erwartet, aber – ich hatte Sie schon für synchronfähig gehalten.
											Ich dachte nur nicht, dass Sie die Frequenz erhöhen würden.
											Interessant.
									","
											No esperaba eso, pero — quiero decir, esperaba que pudieran sincronizarse.
											Pero no imaginé que incrementarían su frecuencia.
											Resulta interesante.
									",The science of sync,Steven Strogatz,21:58,"biology,biomechanics,math,science,society,technology"
"
","
","
","
","
",The science of sync,Steven Strogatz,21:58,"biology,biomechanics,math,science,society,technology"
"
											(Rires)
									","
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											(Risas)
									",The science of sync,Steven Strogatz,21:58,"biology,biomechanics,math,science,society,technology"
"
","
","
","
","
",The science of sync,Steven Strogatz,21:58,"biology,biomechanics,math,science,society,technology"
"
											Alors que faisons-nous de ça ? D'abord, nous savons que vous êtes tous brillants.
											Cette salle est pleine de personnes intelligentes, et très sensibles.
											Quelques musiciens expérimentés là-bas.
											Est-ce ce qui vous a permis de vous synchroniser ?
											Bon, pour poser la question un peu plus sérieusement,
											demandons-nous le minimum requis pour faire ce que vous avez fait,
											pour une synchronisation spontanée.
											Avez-vous besoin, par exemple, d'être aussi malins que vous l'êtes ?
											Avez-vous même besoin d'un cerveau, pour vous synchroniser ?
											Avez-vous besoin d'être vivant ? Je veux dire, cette idée fait froid dans le dos, non ?
											Des objets inanimés qui pourraient se synchroniser spontanément par eux-mêmes.
											C'est la réalité. En fait, je vais essayer de vous expliquer aujourd'hui que la synchronisation est peut-être une
											des pulsions omniprésentes, si ce n'est une des plus omniprésentes sinon la plus omniprésente de toutes dans la nature.
											Elle s'étend de l'échelle subatomique aux plus lointains confins du cosmos.
											C'est une tendance profonde à l'ordre, dans la nature,
											qui contredit tout ce qu'on nous a appris sur l'entropie.
											Je ne dis pas que la loi d'entropie est fausse — elle ne l'est pas.
											Mais il y a une force qui la compense dans l'univers —
											la tendance à un ordre spontané. Et c'est notre sujet du jour.
									","
											So what do we make of that? First of all, we know that you're all brilliant.
											This is a room full of intelligent people, highly sensitive.
											Some trained musicians out there.
											Is that what enabled you to synchronize?
											So to put the question a little more seriously,
											let's ask ourselves what are the minimum requirements for what you just did,
											for spontaneous synchronization.
											Do you need, for instance, to be as smart as you are?
											Do you even need a brain at all just to synchronize?
											Do you need to be alive? I mean, that's a spooky thought, right?
											Inanimate objects that might spontaneously synchronize themselves.
											It's real. In fact, I'll try to explain today that sync is maybe one of,
											if not one of the most, perhaps the most pervasive drive in all of nature.
											It extends from the subatomic scale to the farthest reaches of the cosmos.
											It's a deep tendency toward order in nature
											that opposes what we've all been taught about entropy.
											I mean, I'm not saying the law of entropy is wrong — it's not.
											But there is a countervailing force in the universe —
											the tendency towards spontaneous order. And so that's our theme.
									","
											Peki, nasıl bir çıkarımda bulunmalıyız? Birincisi, hepinizin dahi olduğunuzu biliyoruz.
											Burada bir salon dolusu son derece zeki ve duyarlı insan var.
											Bazılarınızın müzik eğitimi de vardır.
											Senkron olmanızı sağlayan şey neydi?
											Aynı soruyu biraz daha ciddi soralım:
											Az evvel yaptıklarınızın asgarı şartları neydi,
											Yani spontan senkronizasyon için?
											Örneğin, sizin kadar zeki olmak gerekir mi?
											Hatta, bir beyine sahip olmak şart mı?
											Canlı olmak zorunda mısınız? Gerçekten de tuhaf bir düşünce, değil mi?
											Cansız nesnelerin kendiliğinden eşzamanlı hareket etmesi yani...
											Sync gerçek bir olgu. Birazdan senkronizasyonun tüm doğadaki en yaygın eğilimlerden biri,
											hatta, belki de en yaygın eğilim olduğunu anlatacağım sizlere birazdan.
											Atomaltı ölçülerden evrenin en uzak bölgelerine kadar uzanan bir eğilim...
											Doğada düzene yönelik çok derin bir eğilim mevcut,
											ki bu da bugüne kadar entropy hakkında bize öğretilen herşeyin aksini iddia etmektir
											Entropi yasasının yanlış olduğunu iddia etmiyorum - ki değil.
											Ancak, bir karşıt gücün olduğunu savunuyorum evrende,
											spontan, yani kendi kendine düzene girme eğilimi. İşte konumuz bu.
									","
											Was sagt uns das? Zum einen wissen wir jetzt, dass Sie alle brillant sind.
											Das ist ein Raum voller intelligenter, höchst sensibler Menschen.
											Einige Musiker sind auch dabei.
											Ist es das, was Ihnen die Synchronisation ermöglichte?
											Um die Frage etwas ernster zu stellen,
											fragen wir uns, was die minimalen Anforderungen für das eben Passierte sind,
											für spontane Synchronisation.
											Müssen Sie zum Beispiel so clever sein, wie Sie es sind?
											Brauchen Sie überhaupt ein Gehirn? Zur Synchronisation, meine ich.
											Müssen Sie lebendig sein? Das ist doch ein gruseliger Gedanke, oder?
											Unbewegte Objekte, die sich spontan synchronisieren.
											Das passiert echt. Ich werde heute erklären, dass Synchronisation wohl einer der,
											wenn nicht der verbreitetste Trieb in der ganzen Natur ist.
											Sie reicht von der subatomaren Ebene zu den entferntesten Weiten des Kosmos.
											Eine tiefe Tendenz zur Ordnung in der Natur
											steht allem entgegen, was wir über Entropie gelernt haben.
											Ich möchte damit nicht sagen, dass das Gesetz der Entropie nicht stimmt, es stimmt.
											Doch es gibt eine ausgleichende Macht im Universum –
											die Tendenz zur spontanen Ordnung. Und das ist unser Thema.
									","
											¿Qué concluímos de eso? Primero que nada, sabemos que todos ustedes son brillantes.
											Este es un sitio lleno de gente inteligente, muy sensible.
											Con algunos músicos entrenados.
											¿Es eso lo que les permitió sincronizarse?
											Planteado la pregunta un poco más seriamente,
											preguntémonos cuáles son los requerimientos mínimos para lograr lo que acaban de hacer,
											para la sincronización espontánea.
											¿Se requiere, por ejemplo, ser tan inteligente como ustedes?
											¿Se necesita siquiera un cerebro, sólo para sincronizarse?
											¿Es necesario estar vivo? Quiero decir, ese es un pensamiento inquietante, ¿no es así?
											Objetos inanimados que podrían sincronizarse a sí mismos espontáneamente.
											Es real. De hecho, trataré de explicar cómo la sincronización es tal vez uno de los más,
											si no es que el fenómeno más dominante en la naturaleza.
											Se extiende desde el nivel subatómico hasta los rincones más lejanos del cosmos.
											Es una profunda tendencia hacia el orden en la naturaleza,
											que se opone a lo que nos han enzeñado acerca de la entropía.
											Quiero decir, no estoy diciendo que la ley de entropía sea inocorrecta — no lo es.
											Pero existe una fuerza complementaria en el universo —
											la tendencia hacia el orden espontáneo. Así que, ese es nuestro tema.
									",The science of sync,Steven Strogatz,21:58,"biology,biomechanics,math,science,society,technology"
"
","
","
","
","
",The science of sync,Steven Strogatz,21:58,"biology,biomechanics,math,science,society,technology"
