en,es,fr,title,speaker,duration,tags
"
","
","
",Revelations from a lifetime of dance,Judith Jamison and members of the Alvin Ailey American Dance Theater,17:05,"dance,performance,performance art,art,entertainment"
"
											(Music: ""Wade in the Water""
by Ella Jenkins)
									","
											(Música: ""Wade in the Water""
por Ella Jenkins)
									","
											(Musique : « Wade in the Water »
par Ella Jenkins)
									",Revelations from a lifetime of dance,Judith Jamison and members of the Alvin Ailey American Dance Theater,17:05,"dance,performance,performance art,art,entertainment"
"
","
","
",Revelations from a lifetime of dance,Judith Jamison and members of the Alvin Ailey American Dance Theater,17:05,"dance,performance,performance art,art,entertainment"
"
											Wade in the water
									","
											Camina por el agua
									","
											Saute à pieds joints dans l'eau !
									",Revelations from a lifetime of dance,Judith Jamison and members of the Alvin Ailey American Dance Theater,17:05,"dance,performance,performance art,art,entertainment"
"
","
","
",Revelations from a lifetime of dance,Judith Jamison and members of the Alvin Ailey American Dance Theater,17:05,"dance,performance,performance art,art,entertainment"
"
											Wade in the water, children
									","
											Caminen por el agua, niños
									","
											Saute à pieds joints
dans l'eau, mon enfant !
									",Revelations from a lifetime of dance,Judith Jamison and members of the Alvin Ailey American Dance Theater,17:05,"dance,performance,performance art,art,entertainment"
"
","
","
",Revelations from a lifetime of dance,Judith Jamison and members of the Alvin Ailey American Dance Theater,17:05,"dance,performance,performance art,art,entertainment"
"
											Wade in the water
									","
											Camina por el agua
									","
											Saute à pieds joints dans l'eau !
									",Revelations from a lifetime of dance,Judith Jamison and members of the Alvin Ailey American Dance Theater,17:05,"dance,performance,performance art,art,entertainment"
"
","
","
",Revelations from a lifetime of dance,Judith Jamison and members of the Alvin Ailey American Dance Theater,17:05,"dance,performance,performance art,art,entertainment"
"
											God's a-gonna trouble the water
									","
											Dios va a molestar al agua
									","
											Dieu va faire des vagues.
									",Revelations from a lifetime of dance,Judith Jamison and members of the Alvin Ailey American Dance Theater,17:05,"dance,performance,performance art,art,entertainment"
"
","
","
",Revelations from a lifetime of dance,Judith Jamison and members of the Alvin Ailey American Dance Theater,17:05,"dance,performance,performance art,art,entertainment"
"
											Oh, why don't you wade in the water
									","
											Oh, ¿por qué no caminas por el agua?
									","
											Pourquoi ne pas sauter
à pieds joints dans l'eau ?
									",Revelations from a lifetime of dance,Judith Jamison and members of the Alvin Ailey American Dance Theater,17:05,"dance,performance,performance art,art,entertainment"
