es,pt,tr,en,fr,title,speaker,duration,tags
"
","
","
","
","
",The birds and the bees are just the beginning,Carin Bondar,9:47,"animals,biology,sex"
"
											¿Alguien de los presentes 
ha pensado en sexo hoy?
											(Risas)
											Sí, tú.
											Gracias por levantar la mano.
											Bueno, vine a darles
											una validación biológica
											a sus ensoñaciones sórdidas.
											Estoy aquí para contarles algunas cosas
											que quizá no sepan sobre el sexo silvestre.
									","
											Alguém aqui na sala
já pensou hoje em sexo?
											(Risos)
											Pois, pensaram.
											Obrigada por terem levantado as mãos ali.
											Bem, estou aqui para vos oferecer
											alguma validação biológica
											para os vossos devaneios sórdidos.
											Vou falar de algumas coisas
											que talvez não saibam
sobre o sexo selvagem.
									","
											Bu odada seks hakkında düşünen kimse var mı?
											(Gülüşmeler)
											Evet, sendin.
											İtiraf ettiğin için teşekkürler.
											Senin aşağılık hayallerine
											biyolojik temeller
											sağlamak için burdayım.
											Size vahşi seks hakkında bilmiyor olabileceğiniz
											bir kaç şey söylemek için buradayım.
									","
											Anyone in the room thought about sex today?
											(Laughter)
											Yeah, you did.
											Thank you for putting your hand up over there.
											Well, I'm here to provide you with
											some biological validation
											for your sordid daydreams.
											I'm here to tell you a few things
											that you might not have known about wild sex.
									","
											Y a-t-il quelqu'un qui
a pensé au sexe aujourd'hui ?
											(Rires)
											Oui, vous l'avez fait.
											Merci d'avoir levé la main, là-bas.
											Je suis ici pour vous donner
											une validation biologique
											pour vos fantasmes sordides.
											Je vais vous apprendre quelques trucs
que vous pourriez ne pas savoir
											sur le sexe dans le monde sauvage.

									",The birds and the bees are just the beginning,Carin Bondar,9:47,"animals,biology,sex"
"
","
","
","
","
",The birds and the bees are just the beginning,Carin Bondar,9:47,"animals,biology,sex"
"
											Cuando los seres humanos pensamos en sexo,
											generalmente nos vienen a la mente
											las formas masculinas y femeninas,
											pero durante millones de años
											ni siquiera existían esas 
categorías tan específicas.
											El sexo era una mera fusión de cuerpos
											o una cadena de ADN
											compartida entre dos o más seres vivos.
											No fue hasta hace 
500 millones de años
											que empezamos a ver estructuras 
semejantes a un pene,
											o algo que entrega ADN,
											y una vagina, 
algo que lo recibe.
											Ahora, quizá estén pensando
											en nuestra propia especie,
											en estas estructuras familiares,
											pero la diversidad que vemos 
en las estructuras sexuales
											del reino animal 
ha evolucionado
											en respuesta a la 
multiplicidad de factores
											que rodean a la reproducción
											es bastante alucinante.
									","
											Quando o ser humano pensa em sexo,
											são as formas macho e fêmea
											que normalmente nos ocorrem.
											Mas, durante muitos milhões de anos,
											essas categorias específicas
nem sequer existiam.
											O sexo era uma mera fusão de corpos
											ou um pingar de ADN
											partilhado entre dois ou mais seres.
											Só há cerca de 500 milhões de anos
											é que começámos a ver estruturas 
parecidas com um pénis
											ou uma coisa que liberte ADN,
											e uma vagina, uma coisa que o recebe.
											Como de costume,
provavelmente estão a pensar
											naquilo que pertence à nossa espécie,
											essas estruturas muito familiares,
											mas a diversidade nas estruturas sexuais
											do reino animal, que evoluíram
											em resposta à variedade de fatores
											que rodeiam a reprodução
											é estonteante.
									","
											İnsanlar seks hakkında düşündükleri zaman
											genellikle akıllarına
											kadın ve erkek formları gelir
											ama milyonlarca yıldır
											bu kadar spesifik sınıflandırma yapılmamışken
											seks sadece vücutların birleşmesi
											ya da birden fazla canlı türünün
											DNA'larını paylaşmasıydı.
											500 milyon yıl öncesine kadar
											penis gibi DNA'yı dışarı verebilen
											ya da vajina gibi içine alabilen
											bir yapı görmemiştik.
											Muhtemelen türümüze ait yapılarla
											benzer yapılara sahip olduklarını
											düşünüyorsunuz
											ama hayvanlar alemindeki
											seksüel yapılarda gördüğümüz çeşitlilik
											ürememizi kuşatan bir çok faktöre
											yanıt olacak şekilde
											evrimleşmiştir.
									","
											Now, when humans think about sex,
											male and female forms
											are generally what come to mind,
											but for many millions of years,
											such specific categories didn't even exist.
											Sex was a mere fusion of bodies
											or a trickle of DNA
											shared between two or more beings.
											It wasn't until about 500 million years ago
											that we start to see structures akin to a penis
											or a thing that gives DNA out,
											and a vagina, something that receives it.
											Now invariably, you're probably thinking about
											what belongs to our own species,
											these very familiar structures,
											but the diversity that we see in sexual structures
											in the animal kingdom that has evolved
											in response to the multitude of factors
											surrounding reproduction
											is pretty mind-blowing.
									","
											Quand nous pensons au sexe,
											souvent, les corps d'hommes et de femmes
sont ceux qui nous viennent à l'esprit,
											mais pendant plusieurs
millions d'années,
											ces catégories si spécifiques 
n'existaient pas.
											Le sexe était tout simplement 
une fusion de corps
											ou un suintement, une sécrétion d'ADN
											partagé entre deux ou plusieurs êtres.
											Il faut remonter jusqu'à 
environ 500 millions d'années
											pour que nous trouvions
des structures semblables à un pénis
											ou plutôt, un truc qui distribue de l'ADN
											et un vagin, un truc qui le reçoive.
											Et maintenant, sûrement, vous songez
											à ce qui appartient à notre espèce,
											ces structures très familières,
											mais la diversité que l'on rencontre
dans les structures sexuelles
											du règne animal, qui a évolué
											en réponse aux nombreux facteurs
											entourant la reproduction,
											est époustouflant.
									",The birds and the bees are just the beginning,Carin Bondar,9:47,"animals,biology,sex"
"
","
","
","
","
",The birds and the bees are just the beginning,Carin Bondar,9:47,"animals,biology,sex"
"
											La diversidad de penes 
es especialmente profusa.
											Este es un nautilus de papel.
											Es un pariente cercano 
del calamar y del pulpo,
											y los machos tienen un hectocótilo.
											¿Qué es exactamente un hectocótilo?
											Un pene desmontable que nada.
											Deja el cuerpo del macho,
											encuentra a la hembra mediante 
señales de feromonas en el agua,
											se adhiere al cuerpo de ella
											y deposita el esperma.
											Tanto es así que durante muchas
décadas los biólogos creyeron
											que el hectocótilo era un organismo 
separado por completo.
											El tapir es una mamífero 
de América del Sur
											que tiene un pene prensil.
											En realidad, tiene un nivel 
de destreza en su pene
											similar al que tenemos 
en nuestras manos.
											Y usa esta habilidad
											para eludir la vagina por completo
											y depositar el espermatozoide 
directamente en el útero de la hembra,
											por no decir que tiene 
un tamaño bastante bueno.
											El pene más grande 
del reino animal
											no obstante, 
no es el del tapir.
											El mayor pene en proporción al cuerpo
											en el reino animal pertenece en realidad
											al percebe magro de playa
											y este video muestra en realidad
											cómos sería el pene humano
											si fuera del mismo tamaño 
que el de un percebe.
											(Risas)
											Mm-mm. (Risas)
									","
											A diversidade de pénis
é particularmente abundante.
											Isto é um argonauta.
											É um parente próximo da lula e do polvo
											e os machos têm um ""hectocótilo"".
											E o que é um hectocótilo?
											É um pénis nadador destacável.
											Abandona o corpo do macho,
											encontra a fêmea usando
pistas feromonais na água,
											liga-se ao corpo dela
											e deposita o esperma.
											Durante muitas décadas,
os biólogos pensaram
											que o hectocótilo
era um organismo independente.
											O tapir é um mamífero da América do sul.
											E tem um pénis preênsil.
											Tem um nível de destreza no pénis
											muito parecido
com a que temos nas nossas mãos.
											Usa a sua destreza
											para percorrer toda a vagina
											e depositar o esperma 
diretamente no útero da fêmea,
											— isto sem mencionar
a dimensão apreciável.
											(Risos)
											Porém, o maior pénis no reino animal,
não é o do tapir.
											O maior pénis, numa relação pénis-corpo,
											no reino animal,
											pertence ao humilde percebe.
											Este vídeo está a mostrar-vos
											o aspeto do pénis humano
											se tivesse o mesmo tamanho
do de um percebe.
											(Risos)
											Hum... (Risos)
									","
											Penis çeşitliliği oldukça fazla.
											Bu bir ""Paper Nautilus""
											Kalamar ve ahtapota oldukça yakın bir tür
											ve erkeklerinin ""hectocotylus""u var.
											""Hectocotylus"" nedir?
											Çıkarılabilir, yüzen penis .
											Erkeğin vücudundan ayrılır
											feromonal ipuçlarını takip ederek dişiyi bulur
											kendini dişinin vücuduna ekler
											ve spermlerini boşaltır.
											Onlarca yıldır biyologlar
											""hectocotylus""un tümüyle ayrı bir organizma olduğunu düşünüyordu.
											""Tapir"" Güney Afrika'dan bir memeli
											ve kavrama yeteneğine sahip bir penisi var.
											Aslında bu penisin mahareti
											insan eline çok yakın.
											Ve o bu mahareti
											vajinayı tümüyle atlamak
											ve spermlerini doğrudan diş uterusuna boşaltmak için kullanıyor
											ama bu ideal boyutta olduğu anlamına gelmiyor.
											Penis-vücut ortalamasına göre
											hayvanlar alemindeki
											en büyük penis
											""tapir"" e değil
											""Meager sahili barnacle""ına ait
											Ve bu video insan penisinin
											""Barnacle"" ile aynı ortalamaya sahip olsaydı
											nasıl görüneceğini gösteriyor.
											(Gülüşmeler)
											Hımm(Gülüşmeler)
									","
											Penile diversity is especially profuse.
											So this is a paper nautilus.
											It's a close relative of squid and octopus,
											and males have a hectocotylus.
											Just what is a hectocotylus?
											A detachable, swimming penis.
											It leaves the [body of the male],
											finds the female through
pheromonal cues in the water,
											attaches itself to her body
											and deposits the sperm.
											For many decades, biologists actually felt
											that the hectocotylus was a
separate organism altogether.
											Now, the tapir is a mammal from South America.
											And the tapir has a prehensile penis.
											It actually has a level of dexterity in its penis
											much akin to what we have with our hands.
											And it uses this dexterity
											to bypass the vagina altogether
											and deposit sperm directly into the female's uterus,
											not to mention it's a pretty good size.
											The biggest penis in the animal kingdom,
											however, is not that of the tapir.
											The biggest penis-to-body-size ratio
											in the animal kingdom actually belongs
											to the meager beach barnacle,
											and this video is actually showing you
											what the human penis would look like
											if it were the same size as that of a barnacle.
											(Laughter)
											Mm-hm. (Laughter)
									","
											La diversité entre les pénis 
est particulièrement abondante.
											Voici un Nautilidae.
											C'est une sorte de cousin
des calmars et des pieuvres.
											Les mâles ont un hectocotyle.
											C'est quoi un hectocotyle ?
											C'est un pénis 
qui peut se détacher et nager.
											L'hectocotyle quitte le corps du mâle,
											trouve la femelle en suivant 
des indices phéromonaux,
											s'attache au corps de la femelle
											et distribue le sperme.
											Pendant des décennies, 
les biologistes ont cru
											que l'hectocotyle était
un organisme complètement indépendant.
											Le tapir est un mammifère 
de l'Afrique du Sud.
											Et il a un pénis préhensile.
											En fait, il a un niveau de dextérité 
avec son pénis
											assez similaire à celle
que nous avons avec notre main.
											Il utilise cette dextérité
											pour contourner le vagin totalement
											et dépose le sperme directement 
dans l'utérus du femelle.
											Soit dit en passant,
il est d'une plutôt grande taille.
											Mais le pénis le plus grand
											n'appartient pas au tapir.
											Le plus grand rapport
« taille du pénis sur taille du corps »
											dans le règne animal appartient
											à la minuscule barnache
											et cette vidéo vous montre
											ce à quoi le pénis humain ressemblerait
											s'il était la même taille 
que celui du barnache.
											(Rires)
											Mhmm. (Rires)
									",The birds and the bees are just the beginning,Carin Bondar,9:47,"animals,biology,sex"
"
","
","
","
","
",The birds and the bees are just the beginning,Carin Bondar,9:47,"animals,biology,sex"
"
											Por eso con toda esta 
diversidad de estructuras
											podría pensarse que los penes
											se adaptan perfectamente 
a las vaginas en todos lados
											con el fin de una 
reproducción exitosa.
											Simplemente se inserta 
la parte A en la ranura B,
											y todo debería ir bien.
											Pero, claro, eso no 
es así exactamente,
											y por eso no podemos solo
tener en cuenta la forma.
											También tenemos que 
pensar en la función,
											y cuando se trata de sexo,
											la función se refiere 
a las aportaciones realizadas
											por los gametos, 
o el esperma y los óvulos.
											Y estos aportes son muy desiguales.
											Cuesta mucho producir óvulos,
											por eso tiene sentido que 
la hembra sea muy exigente
											a la hora de compartir los óvulos.
											El esperma, por otro lado, 
es abundante y barato,
											por eso tiene sentido que los machos
											adopten una estrategia tipo
""cuanto más sexo, mejor""
											cuando se trata de engendrar
											miembros de futuras generaciones.
									","
											Com toda esta diversidade de estrutura,
											podíamos pensar que os pénis
											se encaixam lindamente em vaginas,
em todos os seres,
											para a reprodução bem sucedida.
											Basta inserir a parte A na ranhura B
											e devia correr tudo bem.
											Mas, claro, não é exatamente assim,
											porque não podemos considerar só a forma.
											Também temos que pensar na função.
											Quando se trata de sexo,
											a função está relacionada
com as contribuições
											dadas pelos gâmetas,
ou seja o esperma e os ovos.
											E estas contribuições
estão longe de serem iguais.
											Os ovos são muito dispendiosos de fazer,
											por isso percebe-se que as fêmeas
sejam muito exigentes
											quanto aos machos
com quem os partilham.
											Por outro lado, o esperma
é abundante e barato,
											por isso, faz sentido que os machos
											usem a estratégia
""quanto mais sexo melhor"",
											dos garanhões geradores
das gerações futuras.
									","
											Tüm bu çeşitlilikteki yapılar
											tek bir şey hedefliyorlar o da
											vajinayı tümüyle geçip
											başarılı bir döllenme sağlamak.
											Basitçe A parçasını B deliğine yerleştirmek
											ve gitmeye hazırız.
											Ama tabii ki bu kadar basit değil
											ve bu nedenle basitçe hesaplayamıyoruz.
											Fonksiyonunu iyi düşünmek zorundayız
											Ve seks gerçekleştiğinde
											fonksiyon; gametlerin ya da sperm ve yumurtaların
											katkılarıyla ilişkilidir.
											Ve bu katkılar hiç de eşit değil.
											Yumurtaların yapımı çok maliyetli
											bu yüzden dişilerin yumurtalarını kiminle paylaşacağı konusunda
											çok seçici olması oldukça mantıklı.
											Diğer tarafta sperm oldukça ucuz ve bol
											bu da erkekler için ""daha fazla seks daha iyidir""
											stratejisini oldukça mantıklı yapıyor.
											Böylece gelecek nesillerden daha fazla üyeye
											babalık yapabilir.
									","
											So with all of this diversity in structure,
											one might think, then, that penises
											are fitting neatly into vaginas all over the place
											for the purposes of successful reproduction.
											Simply insert part A into slot B,
											and we should all be good to go.
											But of course, that doesn't exactly happen,
											and that's because we can't
just take form into account.
											We have to think about function as well,
											and when it comes to sex,
											function relates to the contributions made
											by the gametes, or the sperm and the eggs.
											And these contributions are far from equal.
											Eggs are very expensive to make,
											so it makes sense for females to be very choosy
											about who she shares them with.
											Sperm, on the other hand, is abundant and cheap,
											so it makes more sense for males
											to have a more-sex-is-better strategy
											when it comes to siring members
											of future generations.
									","
											Donc, avec autant de diversité
en structure
											on peut imaginer, alors,
que les pénis
											entrent toujours parfaitement 
dans les vagins
											au service d'une bonne reproduction.
											Simplement insérer pièce A
dans la fente B,
											et tout fonctionne.
											Bien sûr, ça ne se passe pas
exactement comme cela
											car nous ne pouvons pas 
seulement penser à la forme
											mais devons aussi penser à la fonction,
											et quand il s'agit du sexe,
											la fonction est liée au besoin de produire
											des gamètes, du sperme 
ou des ovules.
											Ces besoins sont loin d'être égaux.
											Afin d'être produits, les ovules 
requièrent beaucoup de ressources.
											Il donc est logique que 
les femelles soient plus tatillonnes
											quant au choix de leur partenaire.
											De l'autre côté, le sperme est abondant
et bon marché,
											donc il est logique pour les mâles
											d'avoir une stratégie 
de « plus = c'est mieux »
											quand il s'agit d'engendrer
											les membres des générations futures.
									",The birds and the bees are just the beginning,Carin Bondar,9:47,"animals,biology,sex"
"
","
","
","
","
",The birds and the bees are just the beginning,Carin Bondar,9:47,"animals,biology,sex"
"
											Entonces, 
¿cómo enfrentan los animales
											estas necesidades tan incongruentes
entre los sexos?
											Quiero decir, si una hembra 
no elige a un macho en particular,
											o si puede almacenar esperma
											y sencillamente tiene suficiente,
											entonces tiene más sentido 
para ella usar el tiempo
											haciendo otras cosas 
de relevancia biológica:
											evitar depredadores, 
cuidar a la prole,
											la recolección 
e ingesta de alimentos.
											Por supuesto, es una mala noticia 
para cualquier macho
											que aún tiene que depositar 
en su banco de esperma,
											y esto sienta las bases para
algunas estrategias muy drásticas
											para una fertilización exitosa.
											Aquí vemos chinches fornicando,
											que con razón se llama
""inseminación traumática"".
											Los machos tienen un pene 
con púas, con el cual
											literalmente ""apuñalan"" a la hembra,
											y no clavan la púa cerca de la vagina.
											La clavan en cualquier parte del cuerpo,
											y el esperma simplemente migra
											por la hemolinfa hasta los ovarios.
											Si una hembra recibe 
muchas de estas heridas,
											o si una de estas 
heridas se infecta,
											la hembra puede morir.
									","
											Como é que os animais
											lidam com estas necessidades 
incongruentes entre sexos?
											Ou seja, se uma fêmea
não escolhe um determinado macho,
											ou se tem a possibilidade
de armazenar esperma
											e já tem o suficiente,
											faz mais sentido que ela gaste o seu tempo
											a fazer outras coisas
biologicamente relevantes:
											evitar os predadores,
cuidar da ninhada,
											colher e ingerir alimentos.
											Claro que isto é mau para qualquer macho
											que ainda não fez um depósito 
no banco de esperma dela,
											e isso cria o cenário para algumas 
estratégias drásticas
											de fertilização com êxito.
											Isto é sexo entre percevejos,
											e chama-se, com propriedade, 
inseminação traumática.
											Os machos têm um pénis bicudo, farpado
											e cravam-no literalmente na fêmea,
											mas não o cravam
algures perto da vagina dela.
											Cravam-no em qualquer parte do corpo dela,
											e o esperma migra simplesmente,
											através da hemolinfa, até aos ovários.
											Se a fêmea apanhar demasiadas feridas,
											ou se uma ferida infetar,
											ela até pode morrer por causa disso.
									","
											Peki hayvanlar uyumsuz cinsler arasındaki
											uyumsuz ihtiyaçlarıyla nasıl başa çıkar?
											Demek istediğim, eğer bir dişi özellikle bir erkeği seçmediyse
											ya da dişinin sperm depolama yeteneği varsa
											ve dişi yeterince sperme sahipse
											zamanını avcılardan kaçma, döllerini koruma,
											yiyecek depolama ve sindirme gibi
											diğer biyolojik davranışlarla geçirmesi
											çok daha mantıklıdır.
											Erkekler için kötü haber
											henüz spermlerini dişinin sperm bankasında depolayamadığı için
											başarılı döllenme için
											bazı zorlayıcı stratejileri hayata geçirmek zorundadır.
											Bu ""tahtakurusu seksi""
											ve bunu travmatik dölleme olarak adlandırabiliriz.
											Erkekler çivili ve kancalı penisini
											dişiye saplar,
											ama vajinasına yakın olan bir yere değil.
											Dişinin vücudunda spermlerin
											kan-lenf sıvısıyla rahatlıkla overlere göç edebileceği
											bir yere saplar.
											Eğer dişi çok fazla saplanma yaralanmasına sahipse
											ya da bu yaralar infekte olursa
											dişi ölebilir.
									","
											So how do animals cope
											with these very incongruent
needs between the sexes?
											I mean, if a female doesn't choose a particular male,
											or if she has the ability to store sperm
											and she simply has enough,
											then it makes more sense for her to spend her time
											doing other biologically relevant things:
											avoiding predators, taking care of offspring,
											gathering and ingesting food.
											This is, of course, bad news for any male
											who has yet to make a deposit in her sperm bank,
											and this sets the scene for
some pretty drastic strategies
											for successful fertilization.
											This is bedbug sex,
											and it's aptly termed traumatic insemination.
											Males have a spiked, barbed penis
											that they literally stab into the female,
											and they don't stab it anywhere near her vagina.
											They stab it anywhere in her body,
											and the sperm simply migrates
											through her hemolymph to her ovaries.
											If a female gets too many stab wounds,
											or if a stab wound happens to become infected,
											she can actually die from it.
									","
											Comment les animaux gèrent-ils,
											ces inégalités entre les sexes ?
											Si une femelle ne choisit pas un mâle
en particulier,
											ou si elle a la capacité 
de stocker le sperme
											et qu'elle en a assez,
											il est logique pour elle 

											de passer son temps à 
d'autres activités biologiques :
											éviter les prédateurs, 
prendre soin de ses petits,
											collecter et manger de la nourriture.
											Ce sont de mauvaises nouvelles 
pour les mâles
											qui n'ont pas encore réalisé
d'insémination,
											et tout cela encourage 
des stratégies radicales
											pour une fécondation réussie.
											Voici le sexe entre des punaises de lit,
											et il est justement appelé
« insémination traumatisante ».
											Les mâles possèdent
un pénis pointu et barbelé
											qu'ils poignardent dans la femelle,
											pas nécessairement à proximité du vagin,
											mais n'importe où dans son corps.
											Le sperme migre tout simplement
											à travers son hémolymphe
jusqu'à ses ovaires.
											Si la femelle reçoit
trop de coups de poignards,
											ou si un de ces coups devient infecté,
elle peut mourir.
									",The birds and the bees are just the beginning,Carin Bondar,9:47,"animals,biology,sex"
