en,tr,de,title,speaker,duration,tags
"
","
","
",The way we think about biological sex is wrong,Emily Quinn,14:01,"human body,sex,activism,biology,science,society,Gender spectrum,humanity,social change,health"
"
											[This talk contains mature content]
									","
											[Yetişkinlere yönelik içerik barındırır]
									","
											[Diese Rede enthält
nicht jugendfreie Inhalte]
									",The way we think about biological sex is wrong,Emily Quinn,14:01,"human body,sex,activism,biology,science,society,Gender spectrum,humanity,social change,health"
"
","
","
",The way we think about biological sex is wrong,Emily Quinn,14:01,"human body,sex,activism,biology,science,society,Gender spectrum,humanity,social change,health"
"
											I have a vagina.
									","
											Benim bir vajinam var.
									","
											Ich habe eine Vagina.
									",The way we think about biological sex is wrong,Emily Quinn,14:01,"human body,sex,activism,biology,science,society,Gender spectrum,humanity,social change,health"
"
","
","
",The way we think about biological sex is wrong,Emily Quinn,14:01,"human body,sex,activism,biology,science,society,Gender spectrum,humanity,social change,health"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Lachen)
									",The way we think about biological sex is wrong,Emily Quinn,14:01,"human body,sex,activism,biology,science,society,Gender spectrum,humanity,social change,health"
"
","
","
",The way we think about biological sex is wrong,Emily Quinn,14:01,"human body,sex,activism,biology,science,society,Gender spectrum,humanity,social change,health"
"
											Just thought you should know.
											That might not come
as a surprise to some of you.
											I look like a woman.
											I'm dressed like one, I guess.
											The thing is, I also have balls.
											And it does take a lot of nerve
											to come up here and talk to you
about my genitalia.
											Just a little.
											But I'm not talking
about bravery or courage.
											I mean literally — I have balls.
											Right here,
											right where a lot of you have ovaries.
											I'm not male or female.
											I'm intersex.
									","
											Bilmeniz gerektiğini düşündüm.
											Bazılarınız için bu süpriz olmayabilir.
											Kadın gibi görünüyorum.
											Kadın gibi giyiniyorum, sanırım.
											Aslında testislerim de var.
											Buraya çıkıp
											cinsel organlarımdan bahsetmek
yürek isteyen bir şey.
											Birazcık.
											Ama ben cesaret veya yüreklilikten
bahsetmiyorum.
											Kelimenin tam anlamıyla testislerim var.
											Tam burada,
											çoğunuzun yumurtalıkları olan yerde.
											Ben erkek veya kadın değilim.
											Ben bir interseksim.
									","
											Nur damit Sie es wissen.
											Manche von Ihnen überrascht das nicht.
											Ich sehe wie eine Frau aus.
											Bin gekleidet wie eine, vermutlich.
											Die Sache ist, ich habe auch Eier.
											Und es erfordert Mut,
											hier her zu kommen und mit Ihnen
über meine Genitalien zu sprechen.
											Nur ein bisschen.
											Aber ich spreche nicht
von Tapferkeit oder Courage.
											Ich meine buchstäblich — ich habe Eier.
											Genau hier,
											genau wo viele von Ihnen Eierstöcke haben.
											Ich bin nicht männlich oder weiblich.
											Ich bin intersexuell.
									",The way we think about biological sex is wrong,Emily Quinn,14:01,"human body,sex,activism,biology,science,society,Gender spectrum,humanity,social change,health"
"
","
","
",The way we think about biological sex is wrong,Emily Quinn,14:01,"human body,sex,activism,biology,science,society,Gender spectrum,humanity,social change,health"
"
											Most people assume that you're
biologically either a man or a woman,
											but it's actually a lot more
complex than that.
											There are so many ways
somebody could be intersex.
											In my case, it means
I was born with XY chromosomes,
											which you probably know
as male chromosomes.
											And I was born with a vagina
and balls inside my body.
											I don't respond to testosterone,
											so during puberty, I grew breasts,
											but I never got acne
or body hair, body oil.
											You can be jealous of that.
									","
											Çoğu insan biylojik olarak
ya erkek ya da kadın olduğunu düşünüyor
											ama aslında durum bundan
çok daha karmaşık.
											Bir kişinin interseks olabileceği
pek çok yol var.
											Benim durumum,
XY kromozomuyla doğmuş olmak,
											muhtemelen bunu
erkek kromozomu olarak bilirsiniz.
											Vajina ve vücudumun içindeki
testislerle doğdum.
											Testosterona reaksiyon göstermediğimden
											ergenlikte göğüslerim çıktı
											ama hiç aknem olmadı
veya tüylenme, vücut yağlanması olmadı.
											İşte bunu kıskanabilirsiniz.
									","
											Die meisten Menschen nehmen an,
											dass man biologisch
entweder Mann oder Frau ist.
											Aber es ist tatsächlich viel komplexer.
											Es gibt so viele Arten,
intersexuell zu sein.
											Ich wurde mit XY Chromosomen geboren,
											die als männliche Chromosome bekannt sind.
											Und ich wurde mit einer Vagina geboren
und mit Hoden in meinem Körper.
											Ich reagiere nicht auf Testosteron,
											also wuchsen mir
während der Pubertät Brüste,
											aber ich bekam nie Akne
oder Körperbehaarung, ölige Haut.
											Darauf können Sie neidisch sein.
									",The way we think about biological sex is wrong,Emily Quinn,14:01,"human body,sex,activism,biology,science,society,Gender spectrum,humanity,social change,health"
