en,fr,tr,pt,title,speaker,duration,tags
"
","
","
","
",Zen kōans: unsolvable enigmas designed to break your brain,Puqun Li,4:56,"TED-Ed,philosophy,Buddhism,religion"
"
											How do we explain the unexplainable?
											This question has inspired numerous myths,
											religious practices,
											and scientific inquiries.
											But Zen Buddhists practicing throughout 
China from the 9th to 13th century
											asked a different question –
											why do we need an explanation?
											For these monks, blindly seeking answers 
was a vice to overcome,
											and learning to accept
the mysteries of existence
											was the true path to enlightenment.
											But fighting the urge to explain 
the unexplainable can be difficult.
											So to help practice living 
with these mysteries,
											the meditating monks used a collection 
of roughly 1,700 bewildering
											and ambiguous philosophical
thought experiments called kōans.
									","
											Comment peut-on expliquer l'inexplicable ?
											Cette question a inspiré plusieurs mythes,
											pratiques religieuses
											et recherches scientifiques.
											Mais les bouddhistes zen répandus
dans toute la Chine du IXe au XIIIe siècle
											se posaient une question différente :
											pourquoi a-t-on besoin d'une explication ?
											Pour ces moines, chercher aveuglément
des réponses était un vice à surmonter,
											et apprendre à accepter
les mystères de l'existence
											était le bon chemin vers l'illumination.
											Mais combattre le besoin d'expliquer
l'inexplicable peut être difficile.
											Donc, pour s'aider à vivre la vie
avec ces mystères,
											les moines zen utilisaient une collection
											d'environ 1 700 expériences
de pensée philosophique
											déconcertantes et ambigües appelées kōans.
									","
											Açıklanamaz olanı nasıl açıklarız?
											Bu soru birçok mite, dini pratiklere
											ve bilimsel sorgulara
											esin kaynağı olmuştur.
											Ancak 9. yüzyıldan 13. yüzyıla
Çin boyunca pratiğini yapan Zen Budistleri
											farklı bir soru sormuştur -
											neden bir açıklamaya gerek duyuyoruz?
											Bu rahiplere göre körü körüne cevap aramak
aşılması gereken bir ahlaki bozukluk
											ve varoluşun gizemlerini
kabullenmeyi öğrenmekse
											aydınlanmaya giden gerçek yoldu.
											Ancak açıklanamayanı açıklama
dürtüsü ile mücadele zor olabilir.
											Böylece bu gizemlerle yaşamayı
öğrenmeye yardımcı olmak amacıyla
											meditasyon yapan rahipler, koan denen
kabaca 1700 adet şaşırtıcı ve belirsiz
											felsefi düşünce deneyimlerinden
oluşan bir koleksiyon kullandılar.
									","
											Como explicamos o inexplicável?
											Esta pergunta tem inspirado
inúmeros mitos,
											práticas religiosas
											e estudos científicos.
											Mas os budistas zen, que praticavam
na China do século IX ao século XIII,
											faziam uma pergunta diferente:
											""Porque é que precisamos
de uma explicação?""
											Para esses monges, procurar respostas
às cegas era um vício a abandonar
											e aprender a aceitar
os mistérios da existência
											era a verdadeira via para a revelação.
											Lutar contra a ânsia de explicar
o inexplicável pode ser difícil.
											Assim, para ajudar a viver
com esses mistérios,
											os monges contemplativos usavam
uma série de 1700 exemplos
											filosóficos, desconcertantes
e ambíguos, chamados ""kōans"".
									",Zen kōans: unsolvable enigmas designed to break your brain,Puqun Li,4:56,"TED-Ed,philosophy,Buddhism,religion"
"
","
","
","
",Zen kōans: unsolvable enigmas designed to break your brain,Puqun Li,4:56,"TED-Ed,philosophy,Buddhism,religion"
"
											The name, originally gong-an in Chinese,
translates to “public record or case.""
											But unlike real-world court cases,
kōans were intentionally incomprehensible.
											They were surprising, surreal, 
and frequently contradicted themselves.
											On the surface, they contained a proverb
about the Zen Buddhist monastic code -
											such as living without physical
or mental attachments,
											avoiding binary thinking,
											and realizing one’s true “Buddha-nature.""
											But by framing those lessons 
as illogical anecdotes,
											they became tests to help practicing monks
learn to live with ambiguity and paradox.
											By puzzling through 
these confusing “cases,""
											meditating monks could both internalize 
and practice Buddhist teachings.
											Hopefully, they would let go 
of the search for one true answer
											and trigger a spiritual breakthrough.
									","
											Le nom, à l'origine gong-an en chinois,
											se traduit par
« archives publiques » ou « affaires ».
											Mais, contrairement aux vrais procès,
											les kōans étaient
intentionnellement incompréhensibles.
											Ils étaient surprenants, absurdes
et souvent contradictoires.
											À la surface, ils contenaient un proverbe
sur le code monastique bouddhiste zen,
											comme vivre sans liens physiques
ou mentaux,
											éviter la pensée binaire
											et réaliser sa vraie
« Nature de Bouddha ».
											Mais, en formulant ces leçons
comme des anecdotes illogiques,
											elles devinrent des tests
											qui aidaient les moines
à vivre avec l'ambigüité et le paradoxe.
											En essayant de résoudre
ces « affaires » confuses,
											les moines pouvaient intérioriser et
pratiquer les enseignements bouddhistes.
											Heureusement, ils auraient abandonné
la recherche d'une vraie réponse
											et déclenché une avancée spirituelle.
									","
											İlkin Çince gong-an denen bu adın anlamı
""kamu kaydı ya da davası""dır.
											Ancak gerçek mahkeme davalarının aksine
koanlar kasdi olarak anlaşılmazdır.
											Şaşırtıcı, gerçeküstü
ve sık sık kendileriyle çelişirler.
											Görünüşteyse Zen Budist rahiplerine özgü
düstur hakkında bir deyiş içermekteydi -
											fiziksel ve akli bağlar olmadan yaşama,
											ikili düşünmeden kaçınma
											ve insanın ""Buda-tabiatı""nı anlama gibi.
											Ancak bu dersleri mantıksız
anektodlar olarak çerçevelemekle,
											pratiğini yapan rahiplerin kuşku
											ve paradoksla yaşamayı öğrenmelerine
yarayan testler hâline geldiler.
											Bu şaşırtıcı ""davalar"" yüzünden
kafası karışan rahipler,
											Budist öğretileri hem içselleştirebilir
hem de uygulayabilirlerdi.
											Neyse ki tek bir doğru cevabı
aramadan vazgeçecekler
											ve manevi bir çığır açacaklardı.
									","
											Este nome, inicialmente
""gong-an"" em chinês,
											traduz-se por ""registo público""
ou ""processo"".
											Mas ao contrário
dos processos em tribunal,
											os ""kōans"" eram intencionalmente
incompreensíveis.
											Eram surpreendentes, surrealistas
e, frequentemente, contraditórios.
											À primeira vista, continham um provérbio
sobre o código monástico budista zen,
											como viver sem dependências
físicas ou mentais,
											evitando o pensamento binário,
											e chegando à verdadeira natureza budista.
											Mas, ao enquadrar essas lições
como historietas ilógicas,
											tornavam-se testes para os monges
praticarem a aprender a viver
											com a ambiguidade e o paradoxo.
											Ao ficarem desconcertados
com estes ""processos"" confusos,
											os monges contemplativos
podiam interiorizar e praticar
											os ensinamentos budistas.
											A ideia era que eles abandonassem
a procura duma resposta verdadeira
											e provocassem uma revolução espiritual.
									",Zen kōans: unsolvable enigmas designed to break your brain,Puqun Li,4:56,"TED-Ed,philosophy,Buddhism,religion"
"
","
","
","
",Zen kōans: unsolvable enigmas designed to break your brain,Puqun Li,4:56,"TED-Ed,philosophy,Buddhism,religion"
"
											Since these are intentionally 
unexplainable,
											it would be misguided to try 
and decipher these stories ourselves.
											But like the monks before us,
											we can puzzle over them together,
											and investigate just how resistant
they are to simple explanations.
											Consider this kōan illustrating the
practice of no-attachment.
											Two monks, Tanzan and Ekido,
are traveling together down a muddy road.
											Ahead they see an attractive traveler,
unable to cross the muddy path.
											Tanzan politely offers his help,
											carrying the traveler 
on his back across the street,
											and placing her down without a word.
											Ekido was shocked.
											According to monastic law,
monks were not supposed to go near women,
											let alone touch a beautiful stranger.
											After miles of walking,
Ekido could no longer restrain himself.
											“How could you carry that woman?”
											Tanzan smiled, “I left the traveler there.
Are you still carrying her?”
									","
											Vu qu'ils sont intentionnellement
inexplicables,
											il serait erroné d'essayer
de décrypter ces histoires nous-mêmes.
											Mais comme les moines avant nous,
											nous pouvons y réfléchir ensemble,
											et vérifier à quel point ils résistent 
à des simples explications.
											Examinons ce kōan pour illustrer
la pratique du non-attachement.
											Deux moines, Tanzan et Ekido,
voyagent ensemble sur un chemin boueux.
											Devant eux, ils voient une belle voyageuse
											qui n'arrive pas à traverser
le chemin boueux.
											Tanzan offre poliment son aide,
											il porte la voyageuse
sur son dos pour traverser
											et la pose à terre sans parler.
											Ekido était choqué.
											Selon la loi monastique, les moines
ne pouvaient pas approcher les femmes,
											et encore moins toucher
une belle inconnue.
											Après des kilomètres de marche,
Ekido n'arriva plus à se retenir.
											« Comment as-tu pu porter cette femme ? »
											Tanzan sourit : « J'ai laissé la voyageuse
là-bas. Tu la portes encore ? »
									","
											Bunlar kasti olarak
açıklanamaz olduklarından
											bu hikâyeleri kendi kendimize uğraşıp
yorumlamak yanıltıcı olacaktır.
											Fakat önümüzdeki rahipler gibi
											bunları birlikte çözmeye çalışıp
											basit açıklamalara karşı ne kadar
dirençli olduklarını inceleyebiliriz.
											Bağlanmama pratiğini
gösteren şu koanı ele alalım.
											İki rahip, Tanzan ve Ekido,
çamurlu bir yoldan aşağı gidiyorlar.
											İlerde çamurlu yoldan geçemeyen
çekici bir yolcu görüyorlar.
											Tanzan nazikçe yardım öneriyor,
											yolun karşısına kadar onu sırtında taşıyıp
											hiç ses etmeden onu aşağı indiriyor.
											Ekido şok olmuştur.
											Rahiplik kurallarına göre rahipler
kadınlara yanaşamazlar,
											güzel bir yabancıya dokunamazlar.
											Uzun süre yürüdükten sonra
Ekido daha fazla dayanamıyor:
											""O kadını nasıl taşırsın?""
											Tanzan gülümser: ""Yolcuyu orada bıraktım.
Sen hâlâ onu taşıyor musun?""
									","
											Como eram intencionalmente inexplicáveis,
											seria errado tentarmos
decifrar essas histórias sozinhos.
											Mas, tal como os monges, antes de nós,
											podemos tentar decifrá-los em conjunto
											e investigar até que ponto resistem
a simples explicações.
											Observem este ""kōan"" que ilustra
a prática da não dependência.
											Dois monges, Tanzan e Ekido,
viajam juntos por uma estrada lamacenta.
											Ao longe, veem uma viajante atrativa,
											incapaz de atravessar
o caminho cheio de lama.
											Tanzan, oferece ajuda amavelmente,
											atravessando a estrada
com a viajante às costas
											e colocando-a do outro lado
sem uma palavra.
											Ekido ficou chocado.
											De acordo com a lei monástica,
											os monges não podem
aproximar-se das mulheres,
											quanto mais tocar numa bonita estranha.
											Depois de caminharem quilómetros,
Ekido não consegue conter-se:
											""Como é que pudeste
transportar aquela mulher?""
											Tanzan sorriu: ""Deixei ali a viajante.
Tu ainda estás a transportá-la?""
									",Zen kōans: unsolvable enigmas designed to break your brain,Puqun Li,4:56,"TED-Ed,philosophy,Buddhism,religion"
"
","
","
","
",Zen kōans: unsolvable enigmas designed to break your brain,Puqun Li,4:56,"TED-Ed,philosophy,Buddhism,religion"
"
											Like all kōans, 
this story has numerous interpretations.
											But one popular reading suggests
											that despite never having 
physically carried the traveler,
											Ekido broke monastic law 
by mentally ""clinging to"" the woman.
											This type of conflict –
											examining the grey area between the letter
of the law and the spirit of the law –
											was common in kōans.
									","
											Comme tous les kōan, cette histoire
a plusieurs interprétations.
											Mais une interprétation
populaire suggère que,
											même s'il n'avait pas porté
physiquement la voyageuse,
											Ekido avait enfreint la loi monastique
en s'attachant mentalement à la femme.
											Ce type de conflit,
											qui examine la zone grise entre
la lettre de la loi et l'esprit de la loi,
											était fréquent dans les kōans.
									","
											Tüm koanlar gibi bu hikaye de
sayısız yoruma sahiptir.
											Fakat bir manası şu ki
											fiziksel olarak yolcuyu
taşımamış olsa da Ekido,
											zihinsel olarak kadına bağlı kaldığı için
rahiplik kurallarını çiğnemiştir.
											Kuralın yazılı manası ile ruhu arasındaki
gri alanı araştıran - bu tip bir çatışma
											koanlar için yaygındır.
									","
											Tal como todos os ""kōans"",
esta história tem muitas interpretações.
											Mas uma leitura popular sugere
											que, apesar de nunca ter
transportado fisicamente a viajante,
											Ekido violou a lei monástica
""agarrando-se"" mentalmente à mulher.
											Este tipo de conflitos
											— examinar a área cinzenta entre
a letra da lei e o espírito da lei —
											era vulgar nos ""kōans"".
									",Zen kōans: unsolvable enigmas designed to break your brain,Puqun Li,4:56,"TED-Ed,philosophy,Buddhism,religion"
"
","
","
","
",Zen kōans: unsolvable enigmas designed to break your brain,Puqun Li,4:56,"TED-Ed,philosophy,Buddhism,religion"
"
											In addition to exploring ambiguity,
											kōans often ridiculed characters
											claiming total understanding 
of the world around them.
											One such example finds three monks
											debating a temple flag 
rippling in the wind.
											The first monk refers to 
the flag as a moving banner,
											while the second monk insists 
that they are not seeing the flag move,
											but rather the wind blowing.
											They argue back and forth, 
until finally, a third monk intervenes,
											“It is not the flag moving, 
nor the wind blowing,
											but rather the movement of your minds!”
									","
											En plus d'explorer l'ambiguïté,
											les kōans ridiculisaient souvent
les personnages
											qui affirmaient avoir tout compris
du monde qui les entourait.
											Un de ces exemples voit trois moines
											qui discutent du drapeau d'un temple
claquant au vent.
											Le premier moine se réfère au drapeau
comme à une bannière qui bouge,
											tandis que le deuxième moine insiste
qu'ils ne voient pas le drapeau bouger,
											mais plutôt le vent souffler.
											Ils débattent de la question, quand,
enfin, un troisième moine intervient :
											« Ce n'est pas le drapeau qui bouge,
ni le vent qui souffle,
											c'est plutôt le mouvement
de vos esprits ! »
									","
											Belirsizliği araştırmaları yanı sıra
koanlar, etraflarındaki dünyayı
											tümüyle anladıklarını iddia
edenleri de sıkı sık alaya alırlar.
											Böyle bir örnekte üç rahip
											rüzgarla dalgalanan bir tapınak
flamasını tartışmaktadırlar.
											İlk rahip flamadan hareket eden
bir pankart olarak bahseder,
											ikinci rahipse flamanın
hareket etmesinden ziyade
											rüzgârın estiğini gördüklerini
ısrarla ifade eder.
											Sonunda üçüncü bir rahip müdahale
edene kadar tartışıp dururlar:
											""Ne flama hareket etmekte
ne de rüzgâr esmekte,
											söz konusu olan
akıllarınızın hareketidir!""
									","
											Para além de explorar a ambiguidade,
											os ""kōans"", por vezes,
ridicularizavam as personagens
											que afirmavam compreender
totalmente o mundo à sua volta.
											Um desses exemplos descreve três monges
											que discutem uma bandeira do templo
a ondular ao vento.
											O primeiro monge descreve a bandeira
											como um estandarte em movimento,
											enquanto o segundo monge insiste
que não é a bandeira que se move
											mas, em vez disso, é o vento que sopra.
											Discutem um com o outro até que,
por fim, o terceiro monge intervém:
											""Não é a bandeira que se move
nem o vento que sopra,
											""é o movimento dos nossos espíritos!""
									",Zen kōans: unsolvable enigmas designed to break your brain,Puqun Li,4:56,"TED-Ed,philosophy,Buddhism,religion"
