es,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",A light switch for neurons,Ed Boyden,18:24,"brain,science,technology,neuroscience"
"
											Piensen en su día por un segundo.
											Se despertaron, sintieron el aire fresco en la cara cuando salieron por la puerta
											se encontraron nuevos colegas y tuvieron grandiosas discusiones
											y se sintieron asombrados si descubrieron algo nuevo.
											Pero apuesto a que hay algo en lo que no pensaron hoy
											algo tan cercano a casa
											que ni siquiera piensan en ello muy a menudo.
											Y estas son todas las sensaciones, sentimientos,
											decisiones y acciones
											que son mediadas por la computadora de tu cabeza
											llamada cerebro.
									","
											Pensem no vosso dia por instantes.
											Acordaram, sentiram ar fresco
na cara quando saíram pela porta,
											conheceram colegas novos
houve discussões fixes,
											sentiram-se encantados
ao descobrirem algo novo.
											Mas aposto que há algo
em que não pensaram,
											algo tão familiar
											que provavelmente
nem pensam nisso muitas vezes.
											É que todas as sensações, sentimentos,
											decisões e ações
											são mediadas pelo computador
na vossa cabeça
											chamado cérebro.
									","
											Bir dakikalığına bugününüzü bir gözden geçirin.
											Kalktınız, kapıdan dışarı çıkarken ferah bir esinti vurdu yüzünüze,
											yeni meslektaşlar edindiniz ve güzel tartışmalarda bulundunuz,
											ve yeni bir şey öğrendiğinizde dehşetli bir hayranlık hissettiniz.
											Ama bahse girerim bugün hakkında düşünmediğiniz bir şey var—
											size çok içten gelen bir yakınlıkta
											muhtemelen sık sık düşünmediğiniz bir şey.
											Bu, bütün hislerinizin,
											kararlarınızın, hareketlerinizin
											kafanızdaki bilgisayar aracılığyla yönetildiği şeyin
											ismi beyindir.
									","
											Réfléchissez un instant à votre journée.
											Vous vous êtes réveillé, vous avez senti l'air frais sur votre visage quand vous êtes sorti,
											vous avez croisé de nouveaux collègues, vous avez eu de grandes discussions,
											et vous vous êtes enthousiasmé quand vous avez découvert quelque chose de nouveau.
											Mais je parie qu'il y a une chose à laquelle vous n'avez pas pensé aujourd'hui —
											une chose tellement proche de vous
											que vous n'y pensez probablement quasiment jamais.
											Je parle du fait que toutes ces sensations, ces impressions,
											ces décisions et ces actions
											sont arbitrées par l'ordinateur qui se trouve dans votre tête
											qu'on appelle le cerveau.
									","
											Denken Sie einen Moment über Ihren Tag nach.
											Sie sind aufgewacht, haben frische Luft im Gesicht gespürt, als Sie das Haus verließen,
											haben neue Kollegen getroffen und tolle Diskussionen geführt
											und ein Aha-Erlebnis gehabt, als Sie etwas neues gefunden haben.
											Aber ich wette, es gibt etwas, woran Sie heute nicht gedacht haben —
											etwas so nah,
											dass Sie vermutlich überhaupt nicht oft daran denken.
											Und zwar dass all die Wahrnehmungen, Gefühle,
											Entscheidungen und Handlungen
											von dem Computer in Ihrem Kopf,
											dem Gehirn vermittelt werden.
									",A light switch for neurons,Ed Boyden,18:24,"brain,science,technology,neuroscience"
"
","
","
","
","
",A light switch for neurons,Ed Boyden,18:24,"brain,science,technology,neuroscience"
"
											Ahora, el cerebro puede no parecer mucho desde fuera
											un kilogramo de carne de color gris rosáceo,
											amorfo,
											pero los ultimos cien años de neurociencia
											nos ha permitido adentrarnos en el cerebro
											y ver lo imbrincado de lo que yace dentro de él
											Y se nos ha dicho que este cerebro
											es un circuito increiblemente complicado
											compuesto de cientos de miles de millones de células llamadas neuronas.
											Ahora, a diferencia de una computadora diseñada por humanos
											donde hay un número bastante reducido de piezas diferentes
											sabemos cómo funcionan, porque las diseñamos nosotros,
											el cerebro está compuesto de miles de tipos diferentes de células,
											quizá decenas de miles.
											Son de diferentes formas; están compuestas por distintas moléculas;
											y ellas se proyectan y conectan hacia distintas regiones del cerebro.
											Y cambian de distintas maneras en diferentes estadíos de las enfermedades.
									","
											O cérebro pode não parecer grande coisa,
											um quilo e pouco de matéria amorfa
cinzenta-rosa
											mas os últimos 100 anos das neurociências
											permitiram-nos entrar no cérebro,
											e ver a complexidade
do que está por dentro.
											E isso mostrou-nos que este cérebro
											é um circuito incrivelmente complicado
											composto por centenas de milhares
de milhões de células chamadas neurónios.
											Ao contrário de um computador
concebido pelo Homem,
											com um número relativamente
pequeno de partes diferentes
											— sabemos como funcionam
porque fomos nós que as concebemos —
											o cérebro é feito de milhares
de tipos de células diferentes,
											talvez dezenas de milhares.
											Têm diferentes formas.
São feitas de diversas moléculas.
											Projetam e relacionam-se
com diferentes regiões cerebrais.
											Alteram-se consoante o desenvolvimento
de diferentes doenças.
									","
											Beyin dışarıdan göründüğü haline fazla benzemeyebilir —
											pembemsi-gri bir çift et parçası
											biçimsiz—
											fakat son yüzyıllların nörolojisi
											beyne yakından bakabilmemizi
											ve içinde yatan karmaşıklığı gözlemleyebilmemizi sağladı.
											Ve beynin inanılmaz derecede
											karmaşık bir devre olduğunu
											yüz milyarlarca nöron denilen hücrelerden oluştuğunu anlattılar.
											Bir insan tarafından dizayn edilmiş,
											çok az sayıda farklı parçaların olduğu bir bilgisayarın aksine—
											bunların işleyişini biliriz çünkü onları biz tasarladık—
											beyin binlerce çeşit hücreden meydana gelir
											belki on binlerce.
											Farklı şekillere girerler; farklı moleküllerden oluşmuşlardır;
											ve beynin farklı yerlerine bağlanarak görev alırlar.
											Ve aynı zamanda, geçirilen hastalığa göre farklı davranırlar.
									","
											Évidemment vu de l'extérieur le cerveau ne ressemble pas à grand chose —
											un kilo de chair rose grisâtre,
											informe —
											mais le dernier siècle en neuroscience
											nous a permis de faire un zoom sur le cerveau
											et de découvrir la complexité de ce qu'il abrite.
											Il nous a appris que ce cerveau
											est un circuit incroyablement compliqué
											fait de centaines de milliards de cellules appelées neurones.
											Maintenant, à la différence d'un ordinateur conçu par l'homme,
											qui a un nombre relativement limité de composants —
											dont nous connaissons le fonctionnement, puisque nous les avons conçus —
											le cerveau est fait de milliers de sortes de cellules différentes,
											peut-être des dizaines de milliers.
											Elles sont de formes différentes, elles sont faites de différentes molécules,
											elles se projettent et se connectent à des différentes régions du cerveau.
											Elles changent aussi différemment selon différents états de maladies.
									","
											Nun mag das Gehirn von außen vielleicht nicht viel hermachen —
											a paar Pfund rosa-graues Fleisch
											formlos —
											aber die letzten Jahrhunderte der Neurowissenschaften
											erlauben uns einen genaueren Blick auf das Gehirn
											und lassen uns seine Komplexität erkennen.
											Sie haben uns gesagt, dass dieses Gehirn
											ein unglaublich komplizierter Schaltkreis ist,
											bestehend aus hunderten Milliarden Zellen, genannt Neuronen.
											Im Gegensatz zu menschengemachten Computern
											bestehend nur aus wenigen verschiedenen Teilen —
											wir wissen, wie sie funktionieren, weil wir Menschen sie gemacht haben —
											besteht das Gehirn aus tausenden unterschiedlichen Zellen,
											vielleicht zehntausende.
											Sie haben unterschiedliche Formen, bestehen aus unterschiedlichen Molekülen;
											und sie ragen in verschiedene Hirnregionen und verbinden sie.
											Außerdem verändern sie sich unterschiedlich in verschiedenen Krankheitsstadien.
									",A light switch for neurons,Ed Boyden,18:24,"brain,science,technology,neuroscience"
"
","
","
","
","
",A light switch for neurons,Ed Boyden,18:24,"brain,science,technology,neuroscience"
"
											Más concretamente.
											Hay una clase de células
											una célula muy pequeña, una célula inhibidora, que silencia a sus vecinas.
											Es una de las células que parece atrofiarse en trastornos como la esquizofrenia.
											Se llama la célula canasta;
											Y esta celula es una de los miles de tipos de células
											acerca de las cuales estamos aprendiendo.
											Se descubren nuevos tipos todos los días.
											Asi como... solo un segundo ejemplo:
											estas células piramidales, grandes células,
											pueden abarcar una parte importante del cerebro.
											Son excitadoras.
											Y estas son algunas de las células
											que podrían estar hiperactivas en trastornos como la epilepsia.
											Cada una de estas células
											es un dispositivo eléctrico increíble.
											Reciben señales de miles de compañeras de la parte superior
											y calculan sus propias respuestas eléctricas
											que luego, si pasan un determinado umbral,
											iran a parar a miles de compañeras de la parte inferior.
											Y este proceso que demora solo un milisegundo más o menos
											sucede miles de veces por minuto
											en cada una de tus 100 mil millones de células
											mientras vivas,
											y pienses y sientas.
									","
											Vamos tornar isto concreto.
											Há uma classe de células,
											uma célula pequena, inibitória,
que acalma as suas vizinhas.
											É uma das células que parece atrofiada
em desordens como a esquizofrenia.
											Chama-se ""célula cesto"".
											Esta célula é uma dos mil tipos de células
											que estamos a estudar.
											Descobrem-se células novas
todos os dias.
											Como segundo exemplo:
											há células piramidais, células grandes,
											que podem ocupar um espaço
significativo no cérebro.
											São excitatórias.
											São algumas das células
que podem estar hiperativas
											em doenças como a epilepsia.
											Cada célula destas
é um incrível dispositivo elétrico.
											Recebem impulsos
de milhares de parceiros superiores
											e calculam as suas respostas elétricas,
											que, caso passem um certo campo,
											chegam a milhares de parceiros inferiores.
											Este processo, que dura apenas
cerca de um milissegundo,
											acontece milhares de vezes por minuto
											em cada uma
das 100 mil milhões de células,
											enquanto vivermos,
pensarmos e sentirmos.
									","
											Bunu biraz somutlaştıralım.
											Bir hücre sınıfı var,
											orta derece büyüklükte, komşularını durgunlaştıran indirgeyici bir hücre.
											Bu, şizofrenide olduğu gibi çökertilmiş hücrelerden biri gibi.
											Bu hücrenin ismi basket hücresi.
											Ve bu hücre keşfetmekte olduğumuz
											binlerce hücreden bir tanesi.
											Her geçen gün yeni hücreler keşfediliyor.
											İkinci bir örnek olarak:
											piramit hücreleri var, büyük hücreler,
											beynin ciddi bir büyüklükteki kısmını kaplayabiliyorlar.
											Harekete geçirici nitelikteler.
											Ve bunlar sara gibi hastalıklarda
											fazlasıyla aktif olabilen hücrelerden.
											Bu hücrelerden her biri
											inanılmaz bir elektrik aleti.
											Yukarı akım eşlerinden girdi alarak
											kendi elektriksel çıktılarını hesaplıyorlar ve sonra
											eğer belli bir eşiği geçerlerse
											binlerce aşağı akım eşlerine gidiyorlar.
											Ve bu süreç yalnızca bir milisaniyede oluyor,
											veya bir dakikada binlerce defa
											100 milyar hücrenizin her birinde,
											yaşadığınız, düşündüğünüz,
											ve hissettiğiniz sürece.
									","
											Parlons concrètement.
											Il y a une catégorie de cellules,
											une cellule relativement petite, inhibitrice, qui endort ces voisines.
											C'est une des cellules qui semble être atrophiée dans des états comme la schizophrénie.
											On l'appelle cellule à corbeille.
											Cette cellule est une parmi les milliers
											que nous découvrons progressivement.
											On en découvre de nouvelles tous les jours.
											Pour donner un autre exemple:
											ces grandes cellules, pyramidales,
											peuvent s'étendre sur une portion significative du cerveau.
											Elles sont stimulantes.
											Ce sont certaines des cellules
											qui peuvent être hyperactives dans des troubles comme l'épilepsie.
											Chacune de ces cellules
											est un incroyable appareil électrique.
											Elles sont alimentées par des milliers de partenaires en amont
											et elles gèrent leur propre production électrique,
											qui, si elle dépasse un certain seuil,
											se répartit alors entre les milliers de cellules en aval.
											Ce processus qui prend environ une milliseconde,
											se produit des milliers de fois par minute
											dans chacune de vos 100 milliards de cellules,
											tant que vous vivez,
											pensez et ressentez.
									","
											Lassen Sie uns konkret werden.
											Es gibt eine Klasse Zellen,
											eine eher kleine Zelle, eine hemmende, die ihre Nachbarn beruhigt.
											Sie ist eine der Zellen, die bei Krankheiten wie Schizophrenie zu verkümmern scheinen.
											Sie wird Korbzelle genannt.
											Und diese Zelle ist eine der tausend verschiedenen Zellarten,
											von denen wir lernen.
											Neue Arten werden jeden Tag endeckt.
											Ein zweites Beispiel:
											Diese Pyramidenzellen, große Zellen,
											sie können weite Teile des Gehirns umfassen.
											Sie sind erregend.
											Und sie sind eine der Zellen,
											die bei Erkrankungen wie Epilepsie überaktiv sein können.
											Jede dieser Zellen
											ist ein unglaublicher elektrischer Apparat.
											Sie erhalten tausende Eingänge von vorgeschalteten Partnern
											und errechnen ihre eigenen elektrischen Ausgaben,
											welche dann, falls sie einen gewissen Schwellenwert überschreiten,
											an tausende nachgeschaltete Partner gehen.
											Und der ganze Prozess, der nur eine Millisekunde oder so dauert,
											passiert tausende male pro Minute
											in jeder Ihrer 100 Milliarden Zellen,
											so lange Sie leben,
											und denken und fühlen.
									",A light switch for neurons,Ed Boyden,18:24,"brain,science,technology,neuroscience"
"
","
","
","
","
",A light switch for neurons,Ed Boyden,18:24,"brain,science,technology,neuroscience"
"
											Asi que ¿Cómo vamos a dilucidar qué hace este circuito?
											Idealmente, podriamos ir atraves del circuito
											y encender y apagar los distintos tipos de células
											y ver si podemos dilucidar
											cuáles contribuyen a determinadas funciones
											y cuáles funcionan mal en ciertas patologías.
											Si pudiéramos activar células podríamos ver qué potencial pueden liberar,
											qué pueden iniciar y mantener.
											Si pudiéramos apagarlas
											entonces podríamos intentar y dilucidar para qué son necesarias.
											Y esa es una historia que les voy a contar hoy.
											Y, honestamente, por donde hemos pasado, en los últimos 11 años
											en pos de encontrar maneras
											de encender y apagar circuitos y células y rutas
											del cerebro
											tanto para entender la ciencia,
											como para confrontar algunos de los problemas
											que se nos enfrentan a todos nosotros como humanos.
									","
											Como vamos descobrir
o que este circuito faz?
											Idealmente, nós poderíamos
ir através do circuito
											e ligar e desligar
estes diferentes tipos de células
											para ver se descobríamos
											quais é que contribuem para certas funções
											e quais é que funcionam mal
em certas patologias.
											Se pudéssemos ativar células,
											veríamos que processos
podem iniciar e sustentar.
											Se pudéssemos desligá-las.
											então podíamos tentar descobrir
para que são necessárias.
											É esta a história que vou contar hoje.
											Honestamente, temos andado
por aqui nos últimos 11 anos,
											numa tentativa de encontrar formas
											de modificar circuitos, células, regiões
											e ligar e desligar circuitos do cérebro,
											tanto para entendermos a ciência,
											como para confrontar algumas questões
											que dizem respeito
a todos os seres humanos.
									","
											Peki bu devrenin ne yaptığını nasıl bulacağız?
											İdeal durumda, devrenin içine girebiliriz
											ve bu farklı hücreleri devre dışı bırakıp sonra tekrar devreye sokarak
											hangilerinin önemli fonksiyonlara sahip olduğunu,
											ve hangilerinin önemli hastalıklarda
											rol oynadığını çıkarabiliriz.
											Eğer aktif hücreler yapabilsedik, nasıl bir güce sahip olduklarını,
											neyi başlatıp neyi devam ettirdiklerini görebilirdik.
											Eğer onların işleyişini durdurabilseydik,
											onların ne için gerekli olduklarını bulmaya çalışabilirdik.
											Ve bugün size anlatacağım hikaye budur.
											Ve dürüstçe söylemek gerekirse, 11 yıldır bu işteyiz,
											beynin devrelerini, hücrelerini, parçalarını ve yolaklarını
											açıp kapayabilmek için
											yeni yollar bulma peşindeyiz;
											hem bilimi anlamak için
											hem de insanlığın sorunlarıyla
											yüzleşebilmek için.
									","
											Allons-nous donc découvrir ce que fait ce circuit?
											Dans un monde parfait, nous pourrions parcourir ce circuit,
											allumer et éteindre différentes sortes de cellules
											et voir si nous pouvons trouver
											lesquelles participent à telles fonctions
											et lesquelles faillissent dans certaines pathologies.
											Si nous pouvions activer des cellules, nous pourrions voir quels sont leurs pouvoirs,
											ce qu'elles peuvent déclencher et supporter.
											Si nous pouvions les éteindre,
											alors nous pourrions essayer de comprendre ce à quoi elles sont nécessaires.
											C'est l'histoire que je vais vous raconter aujourd'hui.
											Et honnêtement, nous avons passé les 11 dernières années
											à essayer de trouver un moyen
											d'allumer et éteindre des circuits, des cellules, des parties
											et des chemins du cerveau,
											à la fois pour comprendre la science
											mais aussi pour aborder quelques-uns des problèmes
											auxquels nous sommes confrontés en tant qu'humains.
									","
											Wie finden wir also heraus, was dieser Schaltkreis tut?
											Idealerweise können wir durch den Schaltkreis gehen
											und jede einzelne Zellart an- und ausschalten
											und sehen ob wir herausfinden konnten,
											welche zu bestimmten Funktionen beitragen
											und welche bei bestimmten Symptomen versagen.
											Wenn wir Zellen aktivieren könnten, dann könnten wir sehen, welche Kräfte sie entfesseln können,
											was sie auslösen und erhalten können.
											Wenn wir sie ausschalten könnten,
											dann könnten wir versuchen herauszufinden, wofür sie gut sind.
											Und das ist die Geschichte, die ich heute erzählen werde.
											Und ehrlich gesagt, was wir in den letzten 11 Jahren durchgemacht haben,
											bei dem Versuch herauszufinden
											wie man Schaltkreise und Zellen und Teile und Pfade des Gehirns
											an- und ausschalten kann,
											um einerseits die Theorie zu verstehen
											und andererseits einige der Probleme zu begegnen,
											die uns als alle als Menschen betrifft.
									",A light switch for neurons,Ed Boyden,18:24,"brain,science,technology,neuroscience"
"
","
","
","
","
",A light switch for neurons,Ed Boyden,18:24,"brain,science,technology,neuroscience"
"
											Pero antes de hablarles acerca de la tecnología
											la mala noticia es que una fraccion significativa de nosotros en esta sala,
											si logramos vivir lo suficiente,
											vamos a sufrir, quizá, un trastorno cerebral.
											Ya mil millones de personas
											han tenido algún tipo de trastorno cerebral
											que las incapacita.
											Y, no obstante, estas cifras no le hacen justicia.
											Estos trastornos -la esquizofrenia, el Alzheimer,
											la depresión, la adicción-
											no sólo roban nuestro tiempo de vida, sino que cambian nuestro ser;
											nos quitan la identidad, cambian nuestras emociones
											y lo que nos constituye como personas.
											Ahora bien, en el siglo XX
											se generó algo de esperanza
											mediante el desarrollo de fármacos para el tratamiento de trastornos cerebrales.
											Y si bien se desarrollaron muchas medicinas
											que pueden aliviar los síntomas de los trastornos cerebrales
											en la práctica ninguna puede considerarse curable.
											En parte porque estamos inundando el cerebro con químicos.
											Este circuito elaborado
											compuesto de miles de tipos diferentes de células
											está siendo bañando con una sustancia.
											Esa es la razón por la que gran parte de las medicinas del mercado, sino todas,
											puede presentar tambien algún tipo de efecto secundario.
									","
											Antes de vos falar sobre a tecnologia,
											a infelizmente, muitos de nós nesta sala,
											se vivermos tempo suficiente,
											vai enfrentar, talvez,
uma perturbação cerebral.
											Atualmente, mil milhões de pessoas
											já tiveram qualquer tipo
de desordem cerebral.
											que os deixou incapacitados.
											E estes números
são calculados por defeito.
											Estas doenças — esquizofrenia, Alzheimer,
											depressão, dependência —
											não só nos tiram tempo de vida
como mudam quem nós somos;
											roubam-nos a identidade,
modificam as nossas emoções
											e mudam quem somos como pessoas.
											No século XX,
											surgiu uma certa esperança
											com o desenvolvimento de fármacos
para tratar as doenças cerebrais.
											Mas, embora tenham sido desenvolvidos
muitos medicamentos
											que podem aliviar sintomas
das doenças cerebrais,
											praticamente nenhuma delas
é considerada curável.
											Em parte, isso deve-se a estarmos
a banhar o cérebro em químicos.
											Este circuito elaborado
											feito de milhares
de diferentes tipos de células
											está a ser banhado numa substância.
											Talvez por isso, a maior parte
das drogas no mercado,
											também podem apresentar
efeitos secundários graves.
									","
											Şimdi, teknolojiyi anlatmaya başlamadan önce,
											kötü haber şu ki, bu odadan büyük bir kısmımız,
											eğer ömrümüz yeterse,
											bir beyin rahatsızlığıyla karşılaşacağız belki.
											Şimdiden, bir milyar insan
											yeteneklerinin önüne geçen çeşitli
											beyin hastalıklarıyla karşı karşıya.
											Ama yine de bu sayı tam olarak kendini göstermiyor.
											Bu hastalıklar — şizofreni, alzaymır,
											depresyon, bağımlılık —
											vaktimizi çalmıyorlar, onlar bizi değiştiriyorlar;
											kimliğimizi ele geçirip duygularımızı değiştiriyorlar —
											ve insan olarak kim olduğumuzu değiştiriyorlar.
											Bugün 20. yüzyılda,
											beyin hastalıklarını düzeltmek adına kurulan
											bir eczacılık gelişimine umut bağlanmıştı.
											Ve beyin hastalıklarının belirtilerini azaltan
											yeni bir çok ilaç bulunurken,
											pratikte bu hastalıklardan hiç birinin tedavi edildiği düşünülemez.
											Bunun bir nedeni de beyne kimyasal banyosu yaptırıyor olmamız.
											Bu karmaşık devre
											binlerce farklı türde hücrenin
											bir madde içinde yıkandığını gösteriyor.
											Bu hepsi olmasa da piyasadaki ilaçların büyük çoğunluğunun
											neden ciddi türde yan etkiler gösterdiğinin de sebebi.
									","
											Maintenant, avant que je ne vous parle de la technologie,
											la mauvaise nouvelle est qu'une grande partie de nous dans cette salle,
											si nous vivons assez longtemps,
											aurons, peut-être, des troubles cérébraux.
											Déjà, un milliard de personnes
											ont une forme ou une autre de troubles cérébraux
											qui les handicape.
											Les chiffres ne leur font même pas justice.
											Ces troubles - la schizophrénie, la maladie d'Alzheimer,
											la dépression, la toxicomanie —
											non seulement volent notre temps de vie, elles changent qui nous sommes,
											elles nous prennent notre identité, changent nos émotions
											et changent qui nous sommes.
											Cependant, au 20e siècle,
											on a eu un peu d'espoir
											grâce au développement de médicaments pour le traitement des troubles cérébraux.
											Bien que l'on ait développé de nombreux médicaments
											qui peuvent soulager les symptômes des troubles du cerveau,
											on ne peut en pratique en guérir aucun.
											C'est en partie dû au fait que le cerveau baigne dans un bain chimique.
											Ce circuit complexe
											fait de milliers de différents types de cellules
											baigne dans une substance.
											C'est aussi pourquoi, peut-être la plupart des médicaments, et non pas tous, sur le marché
											peuvent aussi présenter des effets secondaires graves.
									","
											Bevor ich anfange, über die Technologie zu reden,
											die schlechte Nachricht ist, dass ein großer Teil von uns in diesem Raum,
											falls wir lang genug leben,
											wahrscheinlich an einer Hirnkrankheit leiden werden.
											Heute hatte bereits eine Milliarde Menschen
											irgendeine Art Hirnkrankheit
											die sie einschränkt.
											Die Zahlen sind aber nicht alles.
											Diese Krankheiten — Schizophrenie, Alzheimer,
											Depressionen, Abhängigkeit —
											sie stehlen nicht nur unsere Lebenszeit, sie verändern auch, wer wir sind;
											sie nehmen unsere Identität und verändern unsere Gefühle —
											und verändern, wer wir sind als Menschen.
											Im 20. Jahrhundert
											gab es einige Hoffnung
											durch die Entwicklung der Pharmazeutika um Hirnkrankheiten zu behandeln.
											Und während viele Medikamente entwickelt wurden
											die Symptome der Hirnkrankheiten lindern können,
											kann praktisch keine von ihnen als geheilt gelten.
											Das liegt teilweise daran, dass wir das Gehirn in Chemikalien baden.
											Dieser ausgefeilte Schaltkreis
											bestehend aus tausenden unterschiedlichen Zellen
											wird in einer Substanz gebadet.
											Daher haben die meisten Medikamente, nicht alle, auf dem Markt
											einige schwere Nebenwirkungen.
									",A light switch for neurons,Ed Boyden,18:24,"brain,science,technology,neuroscience"
