en,es,tr,de,title,speaker,duration,tags
"
","
","
","
",Inside the mind of a master procrastinator,Tim Urban,14:03,"brain,comedy,decision-making,entertainment,goal-setting,humor,Internet,mind,productivity,online video,time,visualizations,work,writing,choice"
"
											So in college,
											I was a government major,
											which means I had to write
a lot of papers.
											Now, when a normal student writes a paper,
											they might spread the work out
a little like this.
											So, you know —
									","
											En la universidad
											fui especialista en gobierno,
											lo que significa que escribía
muchos artículos.
											Cuando un estudiante normal
escribe un artículo,
											puede que difunda el trabajo 
un poco de este modo.
											Ya saben...
									","
											Üniversitede
											siyasal bilgiler okuyordum.
											Bu yüzden epey makale yazmam gerekiyordu.
											Normal bir öğrenci makale yazarken,
											iş yükünü genelde bu şekilde dağıtır.
											Yani, işte —
									","
											Mein Hauptfach an der Uni
											war Politikwissenschaft;
											ich habe also viele Arbeiten
schreiben müssen.
											Wenn ein normaler Student 
eine Arbeit schreibt,
											teilt er die Arbeit
wahrscheinlich etwa so auf.
											Also —
									",Inside the mind of a master procrastinator,Tim Urban,14:03,"brain,comedy,decision-making,entertainment,goal-setting,humor,Internet,mind,productivity,online video,time,visualizations,work,writing,choice"
"
","
","
","
",Inside the mind of a master procrastinator,Tim Urban,14:03,"brain,comedy,decision-making,entertainment,goal-setting,humor,Internet,mind,productivity,online video,time,visualizations,work,writing,choice"
"
											(Laughter)
									","
											(Risas)
									","
											(Kahkahalar)
									","
											(Gelächter)
									",Inside the mind of a master procrastinator,Tim Urban,14:03,"brain,comedy,decision-making,entertainment,goal-setting,humor,Internet,mind,productivity,online video,time,visualizations,work,writing,choice"
"
","
","
","
",Inside the mind of a master procrastinator,Tim Urban,14:03,"brain,comedy,decision-making,entertainment,goal-setting,humor,Internet,mind,productivity,online video,time,visualizations,work,writing,choice"
"
											you get started maybe a little slowly,
											but you get enough done in the first week
											that, with some heavier days later on,
											everything gets done, things stay civil.
									","
											uno empieza quizá un poco lento,
											pero a la semana ya tiene bastante hecho
											y con dedicarse arduamente
los días siguientes,
											todo queda resuelto, todo civilizado.
									","
											Önce biraz yavaş bir başlangıç yaparsınız
											ama ilk hafta için
yeteri kadar yazmışsınızdır.
											Sonra daha çok çalıştığınız 
birkaç günden sonra
											her şey rahatça hallolur.
									","
											vielleicht fängt man etwas langsam an,
											aber schafft genug in der ersten Woche,
											dass, wenn man später mehr tut,
											man alles schafft.
											Es bleibt im Rahmen.
									",Inside the mind of a master procrastinator,Tim Urban,14:03,"brain,comedy,decision-making,entertainment,goal-setting,humor,Internet,mind,productivity,online video,time,visualizations,work,writing,choice"
"
","
","
","
",Inside the mind of a master procrastinator,Tim Urban,14:03,"brain,comedy,decision-making,entertainment,goal-setting,humor,Internet,mind,productivity,online video,time,visualizations,work,writing,choice"
"
											(Laughter)
									","
											(Risas)
									","
											(Kahkahalar)
									","
											(Gelächter)
									",Inside the mind of a master procrastinator,Tim Urban,14:03,"brain,comedy,decision-making,entertainment,goal-setting,humor,Internet,mind,productivity,online video,time,visualizations,work,writing,choice"
"
","
","
","
",Inside the mind of a master procrastinator,Tim Urban,14:03,"brain,comedy,decision-making,entertainment,goal-setting,humor,Internet,mind,productivity,online video,time,visualizations,work,writing,choice"
"
											And I would want to do that like that.
											That would be the plan.
											I would have it all ready to go,
											but then, actually, the paper
would come along,
											and then I would kind of do this.
									","
											Desearía hacerlo de ese modo.
											Ese sería el plan.
											Me gustaría tener todo listo,
											pero luego, en la realidad,
el artículo avanza
											y uno como que está así.
									","
											Ben de böyle yapmak istiyordum.
											Planım buydu.
											Bu şekilde yapmaya hazırdım
											ama gerçekten makale yazmam gerektiğinde,
											bu tarz bir şey yapıyordum.
									","
											Und ich wollte es genau so machen.
											Das war mein Plan.
											Ich würde alles bereithalten,
											doch dann wurde die Aufgabe ausgegeben
											und ich tat es ungefähr so.
									",Inside the mind of a master procrastinator,Tim Urban,14:03,"brain,comedy,decision-making,entertainment,goal-setting,humor,Internet,mind,productivity,online video,time,visualizations,work,writing,choice"
"
","
","
","
",Inside the mind of a master procrastinator,Tim Urban,14:03,"brain,comedy,decision-making,entertainment,goal-setting,humor,Internet,mind,productivity,online video,time,visualizations,work,writing,choice"
