en,es,title,speaker,duration,tags
"
","
",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
											Greg Gage: The octopus is
a rather strange-looking animal
											that exhibits amazingly complex behaviors.
											They have the most impressive nervous
system in the entire invertebrate world.
											They have about a half a billion neurons
											that are distributed
throughout their body,
											such that two-thirds of the neurons
are actually in its legs.
											Now mix this in with camouflaging cells,
jet propulsion and a razor-sharp beak,
											and you have all the makings
of a formidable predator.
											And then throw in the fact
that the octopus is a solitary creature,
											and suddenly, we have ourselves
a real cephalopod fight.
									","
											Greg Gage: El pulpo es un animal
bastante raro en apariencia
											que exhibe comportamientos
extraordinariamente complejos.
											Tienen el sistema nervioso
más impresionante
											de todo el mundo invertebrado,
											y unos 500 millones de neuronas
											distribuidas por el cuerpo,
											de modo que dos tercios de ellas
se encuentran en las piernas.
											Combina esto con células de camuflaje,
propulsión a chorro y un pico afilado,
											y tienes todos los elementos
de un predador formidable.
											Y luego añade el hecho de que
el pulpo es una criatura solitaria,
											y de repente, tenemos
una verdadera pelea de cefalópodos.
									",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
","
",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
											(Bell)
									","
											(Suena campana de boxeo)
									",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
","
",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
											[DIY Neuroscience]
									","
											[Neurociencia casera]
									",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
","
",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
											We know that almost all animals fight —
for food, for territory, for mates.
											The octopus is no different,
and knowing their fighting behavior
											could help us better understand
these fascinating creatures
											and how they interact.
											My friend Ilya has been observing
the classic fighting behavior
											between California two-spot octopuses.
									","
											Sabemos que casi todos
los animales pelean...
											por comida, por territorio,
por una pareja.
											El pulpo no es diferente,
											y saber de su conducta de pelea
											nos podría ayudar a entender mejor
estas criaturas fascinantes
											y cómo interactúan.
											Mi amigo Ilya está estudiando
la conducta de pelea clásica
											entre los pulpos de dos manchas 
de California.
									",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
","
",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
											Ilya Chugunov: Most people
think that it's ""octopi,""
											but that's actually incorrect.
											The correct plurals
are either ""octopuses"" or ""octopodes""
											if you want to be very Greek about it.
									","
											Ilya Chugunov: Mucha gente cree que 
la forma plural en inglés es ""octopi"",
											pero eso es incorrecto.
											Las formas correctas son ""octopuses""
u ""octópodos"", la forma griega.
									",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
","
",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
											GG: So how do you do your experiment?
									","
											GG: ¿Cómo haces el experimento?
									",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
","
",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
											IC: First, I like to set up
the chamber just so it's ready,
											so I get a jug of water,
I aerate it by shaking the jug.
											It seems that if the water is
well-aerated, they're a lot more active.
											This gives the octopuses
some room to breathe.
											I get the first octopus —
											Here, buddy. Here, pal.
											Put it in, set up my GoPro,
											put the second octopus in,
cover it up and leave it alone.
									","
											IC: Primero, me gusta preparar
el recipiente para tenerlo listo.
											Lleno una jarra de agua
y la aireo agitando la jarra.
											Parece que si el agua está bien aireada,
los pulpos están mucho más activos.
											Esto da a los pulpos
espacio para respirar.
											Tomo el primer pulpo
											—ven para acá, amigo—
											lo meto en el agua, monto mi cámara GoPro,
											meto el segundo pulpo,
											cubro el recipiente y lo dejo.
									",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
","
",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
											(Bell ringing)
									","
											(Suena campana de boxeo)
									",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
","
",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
											Rule 1: There's always
an aggressor.
									","
											[Regla 1: Siempre hay un agresor]
									",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
","
",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
											There's always one octopus
on defense, one on offense.
											Usually the one that's taking up
more space, that's more boastful,
											definitely the aggressor,
most likely the winner of the fight.
											The loser's pretty obvious.
											They get pushed around,
they curl up, hide in a corner.
											A lot of the time,
when there's initial contact,
											if one of them is too much
on the defensive side,
											the second one will sort of poke at it,
grab at its tentacle and see,
											""Hey, do you want to fight me,
do you want to turn around?
											Do you want to start a wrestling match?""
											So it'll just poke and run away.
Come back, poke and run away.
									","
											Siempre hay un pulpo a la defensiva
y uno a la ofensiva.
											Normalmente, el que ocupa más espacio
y es más fanfarrón
											es definitivamente el agresor
											y el más probable de ganar la pelea.
											El perdedor es bastante obvio.
											Es mandoneado, se encoge,
se esconde en el rincón.
											Muchas veces, cuando hay contacto inicial,
											si uno de ellos está
demasiado a la defensiva,
											el segundo lo clavará,
intentar agarrar su tentáculo y ver,
											""Oye, ¿quieres pelear conmigo?
¿Quieres darte vuelta?
											¿Quieres luchar cuerpo a cuerpo?""
											Entonces, lo clava y se va.
											Vuelve, lo clava y se va.
									",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
","
",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
											(Bell ringing)
									","
											(Suena campana de boxeo)
									",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
","
",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
											Rule 2: Avoid eye contact.
									","
											[Regla 2: Evita el contacto visual]
									",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
","
",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
											When the octopuses come
towards each other to begin the fight,
											they don't actually face each other.
											They approach sideways.
											The defensive octopus
tries to face away from the attacker
											until it's the critical moment
it knows there's no way to avoid a fight.
									","
											Cuando los pulpos se acercan
para empezar a pelear,
											no se miran cara a cara.
											Se acercan de costado.
											El pulpo a la defensiva
intenta no mirar al agresor
											hasta el punto crucial cuando sabe
que es imposible evitar una pelea.
									",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
"
","
",How octopuses battle each other,Greg Gage,3:52,"science,marine biology,neuroscience,animals,nature"
