en,es,pt,fr,title,speaker,duration,tags
"
","
","
","
",A boat carrying 500 refugees sunk at sea. The story of two survivors,Melissa Fleming,19:15,"TEDx,global issues,government,immigration,humanity,Middle East,policy,poverty,society,social change,trafficking,war,Syria"
"
											Every day, I listen to harrowing stories
of people fleeing for their lives,
											across dangerous borders
and unfriendly seas.
											But there's one story
that keeps me awake at night,
											and it's about Doaa.
									","
											A diario escucho historias desgarradoras
de personas que huyen por salvar la vida,
											a través de fronteras peligrosas
y mares hostiles.
											Pero hay una historia que
me quita el sueño de noche,
											y es la de Doaa.
									","
											Todos os dias oiço
as histórias angustiantes
											de pessoas que fogem para salvar a vida,
											atravessando perigosas fronteiras
e mares inóspitos.
											Mas há uma história 
que me mantém acordada de noite.
											Trata-se de Doaa,
									","
											Chaque jour, j'écoute 
les histoires douloureuses
											des gens qui fuient pour sauver leur vie,
											à travers les frontières dangereuses 
et les mers hostiles.
											Mais il y a une histoire 
qui me tient éveillée la nuit,
											et elle parle de Doaa.
									",A boat carrying 500 refugees sunk at sea. The story of two survivors,Melissa Fleming,19:15,"TEDx,global issues,government,immigration,humanity,Middle East,policy,poverty,society,social change,trafficking,war,Syria"
"
","
","
","
",A boat carrying 500 refugees sunk at sea. The story of two survivors,Melissa Fleming,19:15,"TEDx,global issues,government,immigration,humanity,Middle East,policy,poverty,society,social change,trafficking,war,Syria"
"
											A Syrian refugee, 19 years old,
											she was living a grinding existence
in Egypt working day wages.
											Her dad was constantly thinking
of his thriving business back in Syria
											that had been blown to pieces by a bomb.
											And the war that drove them there
was still raging in its fourth year.
											And the community
that once welcomed them there
											had become weary of them.
											And one day, men on motorcycles
tried to kidnap her.
											Once an aspiring student
thinking only of her future,
											now she was scared all the time.
									","
											Una refugiada siria de 19 años,
											que vivía una existencia difícil
en Egipto trabajando por jornales.
											Su padre pensaba constantemente 
en su próspero negocio en Siria,
											reducido a pedazos por una bomba.
											Y la guerra que les llevó allí aún 
hacía estragos por cuarto año.
											La comunidad que una vez 
les dio la bienvenida allí
											se había cansado de ellos.
											Y, un día, hombres en motos 
trataron de secuestrarla.
											La que una vez fue una estudiante
que pensaba solo en su futuro,
											ahora estaba asustada todo el tiempo.
									","
											uma refugiada síria, de 19 anos,
											que estava a viver uma existência opressiva
no Egito, a trabalhar a dias.
											O pai dela estava sempre a pensar
no seu negócio na Síria
											que tinha sido reduzido a pedaços
por uma bomba.
											A guerra que os expulsara de lá
já ia no quarto ano.
											A comunidade que, a princípio,
os tinha recebido bem
											já se tinha cansado deles.
											Um dia, uns homens de motocicleta
tentaram raptá-la.
											Outrora candidata a estudante,
pensando no futuro,
											ela andava agora sempre assustada.
									","
											Une réfugiée syrienne de 19 ans,
											Doaa vivait une existence 
pénible en Égypte,
											travaillant pour un salaire minimum.
											Son père pensait constamment 
à son affaire florissante en Syrie
											qui avait été réduite 
en miettes par une bombe.
											La guerre qui les avait conduits là-bas 
faisait rage depuis quatre ans.
											Et la communauté 
qui les avait un jour accueillis
											était devenue méfiante à leur égard.
											Et un jour, des hommes à moto 
ont essayé de la kidnapper.
											Autrefois une future étudiante 
qui ne songeait qu'à son futur,
											elle vivait désormais 
dans une peur constante.
									",A boat carrying 500 refugees sunk at sea. The story of two survivors,Melissa Fleming,19:15,"TEDx,global issues,government,immigration,humanity,Middle East,policy,poverty,society,social change,trafficking,war,Syria"
"
","
","
","
",A boat carrying 500 refugees sunk at sea. The story of two survivors,Melissa Fleming,19:15,"TEDx,global issues,government,immigration,humanity,Middle East,policy,poverty,society,social change,trafficking,war,Syria"
"
											But she was also full of hope,
											because she was in love
with a fellow Syrian refugee named Bassem.
											Bassem was also struggling in Egypt,
and he said to Doaa,
											""Let's go to Europe; seek asylum, safety.
											I will work, you can study —
the promise of a new life.""
											And he asked her father
for her hand in marriage.
									","
											Pero también estaba colmada de esperanza,
											porque estaba enamorada de un compañero 
refugiado sirio llamado Bassem.
											Bassem también estaba luchando 
en Egipto, y le dijo a Doaa:
											""Vamos a Europa; busquemos 
asilo, seguridad.
											Yo trabajaré, tú puedes estudiar...
es la promesa de una nueva vida"".
											Y él le pidió al padre de Doaa
su mano en matrimonio.
									","
											Mas também estava cheia de esperança,
											porque estava apaixonada
por um refugiado sírio chamado Bassem.
											Bassem também estava a debater-se 
no Egito e disse a Doaa:
											""Vamos para a Europa, pedir asilo,
viver em segurança.
											""Eu vou trabalhar, tu podes estudar.
É a promessa duma nova vida"".
											E pediu a mão dela em casamento ao pai.
									","
											Mais elle avait aussi pleine d'espoir,
											car elle était amoureuse d'un autre 
réfugié syrien du nom de Bassem.
											Bassem éprouvait aussi des difficultés
en Égypte, et il dit à Doaa :
											« Allons en Europe ; 
chercher un refuge et la sécurité.
											Je vais travailler, tu pourras étudier » —
la promesse d'une nouvelle vie.
											Et il demanda sa main à son père.
									",A boat carrying 500 refugees sunk at sea. The story of two survivors,Melissa Fleming,19:15,"TEDx,global issues,government,immigration,humanity,Middle East,policy,poverty,society,social change,trafficking,war,Syria"
"
","
","
","
",A boat carrying 500 refugees sunk at sea. The story of two survivors,Melissa Fleming,19:15,"TEDx,global issues,government,immigration,humanity,Middle East,policy,poverty,society,social change,trafficking,war,Syria"
"
											But they knew to get to Europe
they had to risk their lives,
											traveling across the Mediterranean Sea,
											putting their hands in smugglers',
notorious for their cruelty.
											And Doaa was terrified of the water.
											She always had been.
She never learned to swim.
									","
											Pero sabían que para llegar a Europa
tenían que arriesgar sus vidas,
											atravesar el Mediterráneo,
											ponerse en manos de contrabandistas,
famosos por su crueldad.
											Y Doaa tenía terror al agua.
											Desde siempre. 
Nunca aprendió a nadar.
									","
											Mas eles sabiam que, para chegar à Europa,
iam arriscar a vida,
											para atravessar o Mar Mediterrâneo,
											entregando-se aos contrabandistas
conhecidos pela sua crueldade.
											Doaa tinha horror à água.
											Sempre tivera. Nunca aprendera a nadar.
									","
											Mais ils savaient 
que pour aller en Europe,
											ils devraient risquer leurs vies,
											voyageant de l'autre côté 
de la Mer Méditerranée,
											mettant leur sort entre les mains 
des passeurs, réputés pour leur cruauté.
											Et Doaa avait terriblement peur de l'eau.
											Elle l'avait toujours été. 
Elle n'a jamais appris à nager.
									",A boat carrying 500 refugees sunk at sea. The story of two survivors,Melissa Fleming,19:15,"TEDx,global issues,government,immigration,humanity,Middle East,policy,poverty,society,social change,trafficking,war,Syria"
"
","
","
","
",A boat carrying 500 refugees sunk at sea. The story of two survivors,Melissa Fleming,19:15,"TEDx,global issues,government,immigration,humanity,Middle East,policy,poverty,society,social change,trafficking,war,Syria"
"
											It was August that year,
and already 2,000 people had died
											trying to cross the Mediterranean,
											but Doaa knew of a friend who had made it
all the way to Northern Europe,
											and she thought, ""Maybe we can, too.""
											So she asked her parents if they could go,
											and after a painful discussion,
they consented,
											and Bassem paid his entire life savings —
2,500 dollars each —
											to the smugglers.
									","
											Era agosto de ese año,
y ya habían muerto 2000 personas
											tratando de cruzar el Mediterráneo,
											pero Doaa conocía a un amigo que
había logrado llegar al norte de Europa,
											y pensó: ""Quizá podamos, también"".
											De modo que le preguntó 
a sus padres si podían ir,
											y tras una dolorosa discusión,
ellos asintieron,
											y Bassem le dio los ahorros de su vida
— USD 2500 cada uno —
											a los contrabandistas.
									","
											Estava-se em agosto desse ano
e já tinham morrido 2000 pessoas
											a tentar atravessar o Mediterrâneo.
											Mas Doaa conhecia um amigo que tinha 
conseguido chegar ao norte da Europa,
											e pensou: ""Talvez nós também consigamos"".
											Por isso perguntou aos pais se podiam ir.
											Depois duma discussão penosa,
eles consentiram
											e Bassem entregou todas as suas poupanças
— 2500 dólares por cada um —
											aos contrabandistas.
									","
											C'était le mois d'août cette année-là,
et 2000 personnes étaient déjà mortes
											en essayant de travers la Méditerranée,
											mais Noaa connaissait un ami
											qui avait réussi 
à atteindre l'Europe du Nord,
											et elle pensait : 
« Peut-être qu'on peut, nous aussi. »
											Alors elle demanda à ses parents 
s'ils pouvaient partir,
											et après une discussion difficile,
ils consentirent,
											et Bassem donna ses économies 
de toute une vie — 2500 dollars chacun —
											aux passeurs.
									",A boat carrying 500 refugees sunk at sea. The story of two survivors,Melissa Fleming,19:15,"TEDx,global issues,government,immigration,humanity,Middle East,policy,poverty,society,social change,trafficking,war,Syria"
