es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",The moral roots of liberals and conservatives,Jonathan Haidt,18:42,"brain,culture,evolution,global issues,morality,politics,psychology,evolutionary psychology"
"
											Supongan que dos amigos Americanos estan viajando juntos por Italia.
											Van a ver el ""David"" de Miguel Angel,
											y cuando estan cara-a-cara con la estatua,
											ambos quedan paralizados.
											El primer individuo — llamemoslo Adam —
											esta paralizado por la belleza de la perfecta forma humana.
											El segundo individuo — llamemoslo Bill —
											esta paralizado por la verguenza al observar esa cosa ahí en el centro.
											Esta es mi pregunta:
											cual de estos dos individuos tiene más posibilidades de haber votado por George Bush,
											cual por Al Gore?
									","
											Farzedin ki iki Amerikalı arkadaş birlikte İtalya’yı geziyorlar.
											Mikelanj'ın Davut'unu (David) görmeye giderler,
											ve sonunda heykelle yüzyüze geldiklerinde
											ikisi birden öylece donakalırlar.
											Birinci adam — ona Adam diyelim —
											mükemmel insan figürünün güzelliği karşısında donakalmıştır.
											İkinci adam — ona da Bill diyelim —
											o açıktaki şeye bakarken utançtan donakalmıştır.
											Bu durumda size sorum şu;
											Bu iki adamdan hangisi daha yüksek olasılıkla George Bush'a oy vermiştir,
											hangisi Al Gore'a?
									","
											Supposons que deux amis américains voyagent ensemble en Italie
											Ils vont voir le « David » de Michelange,
											et quand ils se retrouvent face à la statue,
											ils s'arrêtent net tous les deux.
											Le premier — que nous appellerons Adam —
											est submergé par la beauté de cette silhouette humaine parfaite.
											Le second – que nous appellerons Bill —
											est submergé par l'embarras en regardant ce truc là au milieu.
											Alors voici ma question pour vous :
											lequel des deux sera le plus enclin à voter pour George Bush,
											et lequel pour Al Gore ?
									","
											Stellt euch vor, zwei Amerikaner reisen zusammen durch Italien.
											Sie gehen sich den ""David"" von Michelangelo ansehen
											und als sie schließlich vor der Statue stehen
											sind sie wie versteinert.
											Der Erste - lasst ihn uns Adam nennen -
											ist gefangen von der Schönheit der makellosen menschlichen Form.
											Der Zweite - nennen wir ihn Bill -
											ist gelähmt von der Peinlichkeit, sich dieses Ding da in der Mitte ansehen zu müssen.
											Hier ist meine Frage an Sie:
											welcher dieser beiden hat wohl eher George W. Bush gewählt
											welcher Al Gore?
									",The moral roots of liberals and conservatives,Jonathan Haidt,18:42,"brain,culture,evolution,global issues,morality,politics,psychology,evolutionary psychology"
"
","
","
","
",The moral roots of liberals and conservatives,Jonathan Haidt,18:42,"brain,culture,evolution,global issues,morality,politics,psychology,evolutionary psychology"
"
											No necesito que muestren manos
											porque todos tenemos los mismos estereotipos políticos.
											Todos sabemos que es Bill.
											Y en este caso, el estereotipo corresponde a la realidad.
											Es realmente un hecho que los liberales tienen un sentido mas elevado que los conservadores
											en un rasgo importante de la personalidad, llamado apertura a la experiencia.
											Las personas con sentido elevado de apertura a la experiencia
											tienen ansias de novedad, variedad, diversidad, ideas nuevas, viajes.
											Las personas bajas en ello gustan de cosas familiares, que son seguras y confiables.
									","
											Ellerinizi kaldırmanıza gerek yok
											çünkü hepimiz aynı politik klişelere sahibiz.
											Hepimiz bunun Bill olduğunu biliyoruz.
											Ve bu durumda, bu klişe gerçekle örtüşür.
											Şu bir gerçektir ki temel karakter özelliği bakımından liberaller
											yeni tecrübelere muhafazakarlara göre daha açıktırlar.
											Bu ""yeni tecrübelere açık"" insanlar;
											yenilik, değişiklik, çeşitlilik, yeni fikirler, seyahat peşindedirler.
											Bu açıdan zayıf olan insanlar ise daha tanıdık, güvenli ve sabit şeyleri isterler.
									","
											Je n'ai pas besoin de vote à main levée
											parce que nous avons tous les mêmes stéréotypes en politique.
											Nous savons tous que c'est Bill.
											Et dans ce cas, le stéréotype correspond à la réalité.
											C'est un fait que les libéraux sont plus portés que les conservateurs
											sur ce trait de caractère appelé ouverture à l'expérience.
											Les personnes portées sur l'ouverture à l'expérience
											sont avides de nouveauté, variété, diversité, nouvelles idées, voyages.
											Les personnalités moins portées dessus préfèrent les choses familières, sécurisantes et fiables.
									","
											Ich brauche keine Handzeichen
											denn wir haben alle die selben politischen Stereotypen.
											Wir alle wissen dass es Bill ist.
											Und in diesem Fall entspricht das Stereotyp der Realität.
											Es stimmt wirklich dass bei Linksliberalen, im Gegensatz zu Konservativen,
											eine wichtige Charaktereigenschaft namens 'Offenheit für Erfahrung', weit mehr ausgeprägt ist.
											Leute die sehr 'offen für Erfahrung' sind
											lechzen nach Neuem, Abwechslung, Vielfalt, neuen Ideen, Reisen.
											Leute die nicht sehr 'offen' sind mögen Dinge die sie kennen, die sicher und verlässlich sind.
									",The moral roots of liberals and conservatives,Jonathan Haidt,18:42,"brain,culture,evolution,global issues,morality,politics,psychology,evolutionary psychology"
"
","
","
","
",The moral roots of liberals and conservatives,Jonathan Haidt,18:42,"brain,culture,evolution,global issues,morality,politics,psychology,evolutionary psychology"
"
											Si conocen esta característica,
											pueden entender muchos enigmas sobre el comportamiento humano.
											Pueden entender por qué los artistas son tan diferentes a los contadores.
											Pueden, de hecho, predecir que tipo de libros les gusta leer,
											a que tipo de lugares les gusta viajar,
											y que tipo de comidas les gusta comer.
											Una vez que entendemos esta característica, podemos entender
											por qué cualquiera puede comer en Applebee's, pero nadie que tu conozcas.
											(Risas)
											Esta característica también nos dice mucho sobre la política.
											El investigador principal de esta característica, Robert McCrae dice que,
											""Individuos de mente abierta tienen afinidad con ideas políticas de izquierda, liberales y progresivas."" —
											les gusta una sociedad abierta y cambiante —
											""mientras que individuos de mente cerrada prefieren ideas políticas de derecha, tradicionales, conservadoras.
									","
											Eğer bu karakter hakkında fikir sahibiyseniz
											insan davranışıyla ilgili birçok muammayı anlayabilirsiniz.
											Sanatçıların, muhasebecilerden neden bu kadar farklı olduğunu anlayabilirsiniz.
											Ne tür kitaplar okumaktan zevk alacaklarını,
											ne tür yerlere seyehat etmek isteyeceklerini,
											ve ne tür yiyecekler tercih edeceklerini öngörebilirsiniz.
											Bir kere bu karakteri çözdüğünüzde neden birisinin Applebee's (alt-orta kesime hitap eden bir restorant zinciri)
											gibi bir yerde yemek yemek isteyebileceğini fakat sizin tanıdığınız birinin neden yemediğini anlayabilirsiniz.
											(Gülmeler)
											Bu karakter politikayla ilintili de birçok şey anlatıyor.
											Bu karakterin önde gelen araştırmacılarından Robert McCrae'nin dediğine göre;
											Liberal düşünceye bir şekilde yakınlığı olan ilerici, sol politik görüşlü, açık fikirli bireyler,
											değişen ve açık bir toplum istiyorlar.
											bunun yanında kapalı bireyler ise muhafazakar, gelenekçi, sağ politik görüşü tercih ediyorlar.
									","
											Connaître ce trait
											permet de comprendre de nombreuses énigmes du comportement humain.
											Vous pouvez comprendre pourquoi les artistes sont si différents des comptables.
											Vous pouvez prédire quelles sortes de livres ils aiment lire,
											où ils aiment partir en voyage,
											et quel genre de nourriture ils préfèrent.
											Une fois que vous connaissez ce trait, vous pouvez comprendre
											pourquoi n'importe qui mangerait à Applebee's, mais pas n'importe qui de votre connaissance.
											(Rires)
											Ce trait nous en apprend également beaucoup sur la politique.
											Le principal chercheur dans ce domaine, Robert McCrae dit que
											""Les individus ouverts ont une affinité pour les opinions politiques libérales, progressives de gauche"" —
											Ils aiment une société ouverte, qui change —
											""tandis que les individus fermés préfèrent les opinions conservatrices, traditionnelles, de droite.""
									","
											Wenn einem diese Charaktereigenschaft bekannt ist
											kann man viele Rätsel des menschlichen Verhaltens verstehen.
											Man versteht, warum sich Künstler so sehr von Buchhaltern unterscheiden.
											Man kann sogar prognostizieren welche Art von Literatur sie gerne lesen,
											wo sie gerne Urlaub machen,
											und was sie gerne essen.
											Wenn man mal diese Eigenschaft verstanden hat, wird einem klar
											warum manche Leute gerne im Wirtshaus essen gehen, aber niemand den du persönlich kennst.
											(Gelächter)
											Diese Eigenschaft verrät uns auch viel über Politik.
											Der wichtigste Forscher, der diese Eigenschaft untersucht, Robert McCrae, sagt dass
											""'Offene Individuen besitzen eine Affinität für liberale, linksgerichtete, 'fortschrittliche' politische Ansichten"" —
											sie wollen eine Gesellschaft die offen ist und die sich weiterentwickelt —
											""wohingegen 'geschlossene' Individuen eher konservative und traditionelle Ansichten vorziehen.""
									",The moral roots of liberals and conservatives,Jonathan Haidt,18:42,"brain,culture,evolution,global issues,morality,politics,psychology,evolutionary psychology"
"
","
","
","
",The moral roots of liberals and conservatives,Jonathan Haidt,18:42,"brain,culture,evolution,global issues,morality,politics,psychology,evolutionary psychology"
"
											Esta característica también nos dice mucho sobre los tipos de grupos a los que las personas se unen.
											Aqui tienen la descripción de un grupo que encontré en la Web.
											Qué tipo de personas se unirían a una comunidad global
											acogiendo gente de todas las disciplinas y culturas,
											que buscan una comprensión más profunda del mundo,
											y que esperan convertir ese entendimiento en un mejor futuro para todos?
											Esto es de un individuo llamado TED.
											(Risas)
											Bueno, veamos, si la apertura predice quien se convierte en liberal,
											y si la apertura predice quien se convierte en TEDster,
											entonces ¿podríamos predecir que la mayoría de los TEDsters son liberales?
											Vamos a averiguar.
											Voy a pedirles que levanten la mano, si usted es liberal, izquierda del centro—
											hablando, principalmente, sobre asuntos sociales,
											o conservador, y les daré una tercera opción,
											porque sé que hay un número de libertarios en la audiencia.
											Asi que, ahora mismo, por favor levanten la mano —
											en los cuartos de retransmisión también,
											dejemos saber a todo el mundo quién esta aqui.
											Por favor levanten la mano aquellos que se consideran liberales o a la izquierda del centro.
											Por favor levanten la mano alto, ahora. OK.
											Por favor levanten la mano si se consideran libertarios.
											OK, unas — dos docenas.
											Y por favor levanten la mano los que se consideran conservadores o a la derecha del centro.
											Uno, dos, tres, cuatro, cinco — unos ocho o 10.
									","
											Bu karakter yapısı aynı zamanda bize insanların hangi gruplara neden katıldığı konusunda da çok şey söyler.
											İşte internetten bulduğum bir grup tanımı.
											Ne tür insanlar global bir topluma katılmak ister?
											her disiplin ve kültürden insanın kabul edildiği,
											dünyayı daha iyi anlamaya çalışan,
											ve bu çıkarımların hepimiz için daha iyi bir gelecek sağlayacağını uman insanlar topluluğu.
											Bu TED isminde birinden.
											(Gülmeler)
											Şimdi bir bakalım, eğer açık görüşlülük liberal olmayı öngörüyorsa,
											ve açık görüşlü olmak TEDci olmak demek ise,
											TED'cilerin çoğunluğunun liberal görüşe sahip olduğunu varsayabilir miyiz?
											Görelim bakalım.
											Birazdan sizin liberal, sol veya merkez —
											genel olarak sosyal konulardan bahsediyorum —
											yoksa muhafazakar mı olduğunuzu soracağım. Üçüncü bir seçenek olarak;
											izleyiciler arasinda aşırı bireysel özgürlükçülerin de olduğunu biliyorum.
											Şimdi lütfen elinizi kaldırın —
											aşağı yayın odası da dahil,
											hadi herkese burada kimin olduğunu gösterelim.
											Eğer liberal ya da merkezin solunda görüşlüyüm diyorsanız lütfen elinizi kaldırın.
											Lütfen elinizi yüksek kaldırın. Tamam.
											Lütfen aşırı bireysel özgürlükçüyüm diyorsanız elinizi kaldırın.
											Tamam, iki düzine civarında.
											Ve lütfen muhafazakar veya sağ görüşlüyüm diyorsanız elinizi kaldırın.
											Bir, iki, üç, dçrt, beş — Sekiz, on civarında.
									","
											Ce trait nous en dit également beaucoup sur le type de groupes que les gens rejoignent.
											Voici la description d'un groupe que j'ai trouvé sur le web.
											Quel genre de personne rejoindrait une communauté globale
											qui accueille les gens de chaque discipline et culture,
											en quête d'une meilleure compréhension du monde,
											espérant transformer cette compréhension en un futur meilleur pour nous tous ?
											Cela nous vient d'un gars appelé TED.
											(Rires)
											Bien, voyons voir, si l'ouverture prévoit qui devient libéral,
											et qui devient un TEDster,
											pourrions-nous alors prévoir que la plupart des TEDsters sont libéraux ?
											Voyons.
											Je vais vous demander de lever votre main selon que vous soyez libéraux —
											à propos des questions sociales dont nous parlons, principalement —
											ou conservateurs, et je laisse une troisième option
											parce que je sais qu'il y a quelques libertariens dans l'assistance.
											Donc, maintenant, levez la main —
											dans les salles simulcast aussi,
											que tout le monde voit qui est là.
											Levez la main si vous diriez que vous êtes libéral ou à gauche du centre.
											Levez la main bien haut maintenant. OK.
											Levez la main si vous diriez que vous êtes libertarien.
											OK, à peu près deux douzaines.
											Et levez la main si vous diriez que vous à droite du centre ou conservateur.
											Un, deux, trois, quatre, cinq — à peu près huit ou dix.
									","
											Diese Eigenschaft sagt auch viel darüber aus welchen Gruppen Leute beitreten.
											Hier ist die Beschreibung einer Gruppe, die ich im Internet gefunden habe.
											Welche Leute würden einer globalen Gemeinschaft beitreten
											welche Menschen aus jeder Disziplin und Kultur willkommen heisst,
											die nach einem tieferen Verständnis der Welt streben,
											und deren Hoffnung es ist dieses Verständnis in eine bessere Zukunft für uns alle zu verwandeln?
											Das ist von einem Typen namens TED.
											(Gelächter)
											Okay - wenn also 'Offenheit' Rückschlüsse darüber gibt wer ein Linksliberaler wird,
											und 'Offenheit' Rückschlüsse darüber gibt wer ein TEDster wird ...
											heisst das wir können sagen dass die meisten TEDster linksliberal sind?
											Mal sehen!
											Ich würde Sie bitten Handzeichen zu geben, ob sie linksliberal, links oder eher in der Mitte anzuordnen sind —
											primär im Bezug auf gesellschaftliche Probleme, die wir ansprechen werden —
											oder ob Sie eher konservativ sind, und ich werde Ihnen auch eine dritte Möglichkeit liefern,
											da ich weiss dass es im Publikum auch einige Liberale [vgl. FDP] gibt.
											Also, bitte heben Sie alle Ihre Hände —
											unten in den Senderäumen auch,
											lassen wir alle sehen wer hier ist.
											Bitte melden Sie sich jetzt wenn Sie sich als linksliberal oder links oder Mitte einschätzen.
											Bitte melden Sie sich jetzt. Okay.
											Bitte melden sich jetzt alle die sich als Liberale einschätzen.
											Okay, ungefähr - zwei Dutzend.
											Und jetzt melden sich bitte alle die sich als Mitte-rechts oder konservativ sehen.
											1, 2, 3, 4, 5 — ungefähr acht oder zehn.
									",The moral roots of liberals and conservatives,Jonathan Haidt,18:42,"brain,culture,evolution,global issues,morality,politics,psychology,evolutionary psychology"
"
","
","
","
",The moral roots of liberals and conservatives,Jonathan Haidt,18:42,"brain,culture,evolution,global issues,morality,politics,psychology,evolutionary psychology"
"
											Ok. Esto es un problema.
											Porque si nuestro objetivo es entender al mundo,
											la búsqueda de un entendimiento más profundo del mundo,
											nuestra falta general de diversidad moral aqui, lo va a hacer más dificil.
											Porque cuando la gente comparte valores, cuando la gente comparte la moral,
											se convierten en equipo, y una vez que se entabla la sicología de equipo,
											se cierra el pensamiento de mente abierta.
											Cuando el equipo liberal pierde, como lo hizo en el 2004,
											y como casi lo hizo en el 2000, nos consolamos.
											(Risas)
											Tratamos de explicar por qué la mitad de América votó por el otro equipo.
											Pensamos que deben estar cegados por la religión, o por simple estupidez.
											(Risas)
											(Aplausos)
											Por lo tanto, si piensan que la mitad de América vota Republicano
											porque están cegados de esta manera,
											entonces mi mensaje para ustedes es que están atrapados en una matrix moral,
											en una matrix moral en particular,
											Y al decir matrix, me refiero literalmente a la matrix como en la pelicula "" Matrix.""
									","
											Tamam. Şimdi bir problemimiz var.
											Çünkü, eğer amacımız dünyayı anlamak,
											dünya hakkında daha derin bir kavrayışa varmak ise,
											genel ahlaki çeşitliliğimizin yetersiz oluşu bunu daha da zorlaştıracaktır.
											Çünkü insanlar değerleri paylaştıkça, aynı ahlakı paylaştıkça,
											bir takıma dönüşürler ve bir defa takım psikolojisine girdiğinizde,
											açık görüşlü bakış açısı yok olur.
											Liberal takım kaybettiğinde, 2004'te olduğu gibi,
											ve 2000'de neredeyse kaybettiğimizde, kendimizi kandırmayı tercih ediyoruz.
											(Gülmeler)
											Neden Amerika'nın yarısının diğer takıma oy verdiğini açıklamaya çalışırız.
											Din yüzünden gözlerinin kör olduğunu düşünürüz, veya sadece aptallık yüzünden.
											(Gülmeler)
											(Alkışlar)
											Eğer Amerika'nın yarısının, Cumhuriyetcilere, bu şekilde kör olduğu
											için oy verdiğini düşünüyorsanız,
											o zaman size mesajım, ahlaki bir kapalı devrenin içinde sıkıştığınızdır.
											belirli bir ahlaki kapalı devre.
											Matriksten kastım tam olarak da ""The Matrix"" filmindeki gibi.
									","
											OK. C'est un peu problématique.
											Parce que si notre but est de comprendre le monde,
											de rechercher une compréhension plus profonde du monde,
											notre manque général de diversité morale va rendre la tâche laborieuse.
											Car, lorsque les gens partagent les mêmes valeurs, lorsque les gens partagent la même morale,
											ils deviennent une équipe, et une fois que la psychologie d'équipe se met en place,
											l'ouverture d'esprit se referme.
											Quand l'équipe libérale perd, comme elle l'a fait en 2004
											et comme elle l'a presque fait en 2000, nous nous réconfortons.
											(Rires)
											Nous essayons d'expliquer pourquoi la moitié de l'Amérique a voté pour l'autre équipe.
											Nous pensons qu'ils sont aveuglés par la religion ou simplement la stupidité.
											(Rires)
											(Applaudissements)
											Donc, si vous pensez que la moitié de l'Amérique vote républicain
											parce qu'elle est aveuglée de cette manière,
											alors mon message est que vous êtes piégés dans une matrice morale,
											une matrice morale particulière.
											Et par matrice, j'entends littéralement celle du film "" La Matrice.""
									","
											Ok. Das ist ein Problem.
											Denn wenn es unser Ziel ist, die Welt zu verstehen,
											nach einem tieferen Verständnis der Welt zu streben,
											dann wird das Fehlen moralischer Vielfalt hier das erschweren.
											Denn wenn Menschen die gleichen Werte haben, wenn Menschen die gleiche Moral haben,
											werden sie zu einem Team, und wenn dann die Teampsychologie mal aktiviert ist
											macht sie vorurteilsloses Denken unmöglich.
											Wenn das linksliberale Team verliert, so wie 2004,
											oder wie es fast im Jahr 2000 verlor - dann trösten wir uns.
											(Gelächter)
											Wir versuchen zu erklären warum halb Amerika für das andere Team gestimmt hat.
											Unsere Annahme ist dass es blind vor Religion, oder schlicht Dummheit gewesen sein musste.
											(Gelächter)
											(Applaus)
											Wenn man also annimmt dass halb Amerika die Republikaner wählt
											weil sie auf eine oder andere Art blind sind,
											dann ist meine Nachricht an euch dass ihr in einer Moralmatrix gefangen seid,
											in einer besonderen Moralmatrix.
											Und wenn ich 'Matrix' sage meine ich buchstäblich die Matrix aus dem Film ""Matrix"".
									",The moral roots of liberals and conservatives,Jonathan Haidt,18:42,"brain,culture,evolution,global issues,morality,politics,psychology,evolutionary psychology"
