en,fr,title,speaker,duration,tags
"
","
",How revenge porn turns lives upside down,Darieth Chisolm,10:00,"law,society,social change,justice system,activism,crime,Internet,criminal justice,women,TEDx"
"
											I had about five minutes
before I was set to deliver a talk
											to a bunch of business owners
											about visibility and being on camera.
											After all, I was
the so-called expert there,
											the former 20-year television news anchor
and life and business coach.
											I happened to take a look down
at my cell phone just to catch the time,
											and I noticed that I had a missed call
from my ex-husband.
											I can still hear his voice.
											""Darieth, what is going on?
											I just got a call from some strange man
who told me to go to this website,
											and now I'm looking at
all of these photos of you naked.
											Your private parts
are all over this website.
											Who's seen this?""
									","
											J'avais cinq minutes
avant de livrer une présentation
											sur la visibilité
											à un groupe d'entrepreneurs.
											Après tout,
j'étais la soi-disante experte,
											en tant qu'ancienne coach d'affaires
et présentatrice télé depuis 20 ans.
											J'ai regardé l'heure sur mon téléphone,
											et là, j'ai vu un appel manqué
de mon ex-mari.
											J'entends encore sa voix.
											« Darieth, qu'est-ce qu'il se passe ?
											J'ai reçu un appel de ce mec bizarre,
qui m'a dit d'aller sur un site
											et je suis en train de regarder
des photos de toi nue.
											Tes parties intimes
sont partout sur le site.
											Qui a vu ça ? »
									",How revenge porn turns lives upside down,Darieth Chisolm,10:00,"law,society,social change,justice system,activism,crime,Internet,criminal justice,women,TEDx"
"
","
",How revenge porn turns lives upside down,Darieth Chisolm,10:00,"law,society,social change,justice system,activism,crime,Internet,criminal justice,women,TEDx"
"
											I couldn't think. I couldn't breathe.
											I was so humiliated
and so embarrassed and so ashamed.
											I felt like my world was coming to an end.
											And yet, this began for me
months of pain and depression
											and anger and confusion and silence.
											My manipulative, jealous,
stalker ex-boyfriend
											did exactly what he said he would do:
											he put up a website with my name on it,
											and he posted this.
											And this.
											And several explicit photos
											that he had taken of me
while I was asleep,
											living with him in Jamaica.
											For months prior to that,
he had been sending me
											threatening text messages like this.
											He was trying to make me out to be
some sleazy, low-life slut.
											He had even threatened to kill me.
											He told me that he would shoot me
in my head and stab me in my heart,
											simply because I wanted to end
the controlling relationship.
											I couldn't believe
this was happening to me.
											I didn't even know what to call it.
									","
											Je n'arrivais plus à penser ni à respirer.
											Je me sentais tellement humiliée,
gênée et honteuse.
											Mon monde s'est arrêté.
											Et là, des mois de douleur
et de dépression, de rage,
											de confusion et de silence ont commencé.
											Mon ex-compagnon manipulateur,
jaloux et harceleur
											a fait exactement ce qu'il avait dit :
											il m'a mise sur un site, avec mon nom,
											et a posté ça.
											Et ça.
											Et plusieurs photos explicites
											qu'il avait prises de moi quand je dormais
											alors que j'habitais avec lui en Jamaïque.
											Auparavant, durant des mois,
il m'avait envoyé
											des messages menaçants, comme celui-ci.
											Il essayait de me faire passer
pour une pute glauque et vulgaire.
											Il a menacé de me tuer
											d'une balle dans la tête
et me poignarder dans le cœur
											parce que je voulais en finir
avec cette relation de contrôle.
											Je n'arrivais pas à croire
que ça m'arrivait à moi.
											Je ne savais pas comment appeler ça.
									",How revenge porn turns lives upside down,Darieth Chisolm,10:00,"law,society,social change,justice system,activism,crime,Internet,criminal justice,women,TEDx"
"
","
",How revenge porn turns lives upside down,Darieth Chisolm,10:00,"law,society,social change,justice system,activism,crime,Internet,criminal justice,women,TEDx"
"
											You might know it as
cyberharassment or cyberbullying.
											The media calls it ""revenge porn.""
											I now call it ""digital domestic violence.""
											It typically stems from
a relationship gone bad,
											where a controlling, jilted ex-lover
can't handle rejection,
											so when they can't physically
put their hands on you,
											they use different weapons:
cell phones and laptops.
											The ammunition?
											Photos, videos, explicit information,
content — all posted online,
											without your consent.
											I mean, let's face it —
we all live our lives online.
											And the internet is a really small world.
											We show off our baby photos,
											we start and grow our businesses,
we make new relationships,
											we let the world in,
one Facebook like at a time.
											And you know what I found?
											An even smaller world.
									","
											Vous connaissez ça sous le nom
de cyberharcèlement ou cyberintimidation.
											Les médias appellent ça
« pornodivulgation ».
											J'appelle maintenant ça
« violence domestique numérique ».
											C'est souvent le résultat
d'une relation qui a mal tourné.
											Quand un conjoint éconduit et manipulateur
ne supporte pas d'être rejeté.
											Et vu qu'il ne peut pas
vous attaquer physiquement,
											il utilise d'autres armes :
des téléphones et des ordinateurs.
											Ses munitions ?
											Des photos, des vidéos, des informations
et du contenu explicites mis en ligne
											sans votre consentement.
											Soyons réalistes,
on vit tous nos vies en ligne.
											Le monde d'Internet est petit.
											On montre les photos de nos bébés,
											on développe nos entreprises,
on fait des rencontres,
											on se livre au monde à coups de likes.
											Vous savez ce que j'ai trouvé ?
											Un monde encore plus petit.
									",How revenge porn turns lives upside down,Darieth Chisolm,10:00,"law,society,social change,justice system,activism,crime,Internet,criminal justice,women,TEDx"
"
","
",How revenge porn turns lives upside down,Darieth Chisolm,10:00,"law,society,social change,justice system,activism,crime,Internet,criminal justice,women,TEDx"
"
											One in 25 women say
they have been impacted by revenge porn.
											For women under the age of 30,
that number looks like one in 10.
											And that leaves a few of you
in this audience as potential victims.
											You want to know
what's even more alarming?
											Lack of legislation and laws
to adequately protect victims
											and punish perpetrators.
											There's only one federal bill pending;
											it's called the ENOUGH Act,
by Senator Kamala Harris.
											It would criminalize revenge porn.
											But that could take years to pass.
											So what are we left with in the meantime?
											Flimsy civil misdemeanors.
									","
											Une femme sur 25 se dit avoir été touchée
par la pornodivulgation.
											Et pour les femmes de moins de 30 ans,
c'est une sur 10.
											Cela fait de quelques-unes d'entre vous
ici présentes des victimes potentielles.
											Vous voulez connaître le plus alarmant ?
											L'absence de législation qui protège
les victimes adéquatement
											et punit les responsables.
											Une seule loi fédérale est en suspens.
											C'est l'« ENOUGH Act »
de la sénatrice Kamala Harris.
											Il pénaliserait la pornodivulgation.
											Il ne sera pas mis
en vigueur avant des années.
											Que nous reste-t-il en attendant ?
											Des petits délits civils.
									",How revenge porn turns lives upside down,Darieth Chisolm,10:00,"law,society,social change,justice system,activism,crime,Internet,criminal justice,women,TEDx"
"
","
",How revenge porn turns lives upside down,Darieth Chisolm,10:00,"law,society,social change,justice system,activism,crime,Internet,criminal justice,women,TEDx"
"
											Currently, only 40 states and DC
have some laws in place for revenge porn.
											And those penalties vary —
we're talking $500 fines.
											Five hundred dollars?
											Are you kidding me?
											Women are losing their jobs.
											They're suffering
from damaged relationships
											and damaged reputations.
											They're falling into illness
and depression.
											And the suicide rates are climbing.
											You're looking at a woman
who spent 11 months in court,
											thirteen trips to the courthouse
											and thousands of dollars in legal fees,
											just to get two things:
											a protection from cyberstalking
and cyberabuse,
											otherwise known as a PFA,
											and language from a judge
											that would force a third-party
internet company
											to remove the content.
											It's expensive, complicated and confusing.
											And worse, legal loopholes
and jurisdictional issues drag this out
											for months,
											while my private parts
were on display for months.
											How would you feel if your naked body
was exposed for the world to see,
											and you waited helplessly
for the content to be removed?
									","
											Des lois sont en place dans seulement
40 États et à Washington.
											Et les sanctions varient :
500 dollars d'amende.
											500 dollars ?
											Vous rigolez ?
											Des femmes perdent leur emploi.
											Elles souffrent d'une relation brisée
											et d'une réputation ternie.
											Elles tombent malades,
font des dépressions.
											Les taux de suicide augmentent.
											J'ai passé 11 mois en procès,
											13 allers-retours au tribunal
											et des milliers de dollars
en frais juridiques.
											Pour seulement deux choses :
											une protection contre le cyberharcèlement,
											ou PCC,
											et la parole d'un juge
											qui forcerait les sociétés Internet
											à supprimer le contenu.
											C'est cher, compliqué et déconcertant.
											Et pire, les vides juridiques
et problèmes judiciaires font perdre
											des mois,
											alors que mes parties intimes
étaient exposées tout ce temps.
											Comment vous sentiriez-vous
											si votre corps nu
était montré à tout le monde
											et que vous étiez en train d'attendre
que le contenu soit supprimé ?
									",How revenge porn turns lives upside down,Darieth Chisolm,10:00,"law,society,social change,justice system,activism,crime,Internet,criminal justice,women,TEDx"
