en,fr,pt,tr,title,speaker,duration,tags
"
","
","
","
",Science in service to the public good,Siddhartha Roy,14:33,"science,activism,public health,algorithm,community,communication,engineering,environment,health,humanity,society,TEDx,water"
"
											Fresh out of college,
											I went to work for a consulting firm.
											During orientation,
the leaders dished out advice.
											Amongst them was one pithy counsel
I will never forget.
											He told us, ""Be easy to manage.""
											Considering how naïve
I really was at the time,
											I took his advice to heart.
											I told myself,
											""Yes, I will be the ultimate team player.
											I will do everything I'm told.
											I will be easy to manage.""
											It wasn't until I arrived
in graduate school
											and witnessed firsthand the criminal
actions of scientists and engineers
											in the water crisis in Flint, Michigan
											that I realized how dangerous
and yet surprisingly common
											this line of thinking really is.
									","
											Le diplôme à peine en main,
											j'ai été engagé
par une boîte de consulting.
											Pendant notre formation,
les leaders nous donnaient leurs conseils.
											Parmi ces conseils, un seul,
très concis, me reste à l'esprit :
											« Soyez dociles avec vos managers ! »
											Étant vraiment naïf à l'époque,
											j'ai pris ce conseil à cœur.
											Je me suis promis ceci :
											« OK. Je serai le meilleur
dans le travail en équipe.
											Je ferai tout ce qu'on me demandera.
											Je serai docile. »
											Je n'ai pas compris avant d'entrer
en école doctorale,
											avant d'être le témoin d'actes criminels
réalisés les scientifiques et ingénieurs
											dans la pollution de l'eau à Flint,
au Michigan,
											j'ai réalisé combien c'était dangereux,
et pourtant rencontré si fréquemment,
											cette manière de pensée existe vraiment.
									","
											Acabado de sair da faculdade,
											fui trabalhar para uma empresa
de consultadoria.
											Durante a orientação,
os dirigentes deram os seus conselhos.
											Entre eles, houve um conselho incisivo
que nunca esquecerei.
											Disse-nos: ""Sejam fáceis de chefiar"".
											Considerando a minha ingenuidade
naquela altura,
											levei aquele conselho a peito.
											Disse para comigo:
											""Sim, vou ser o melhor jogador da equipa.
											""Vou fazer tudo o que me mandarem.
											""Vou ser fácil de chefiar"".
											Só quando cheguei
à escola de pós-graduação
											e testemunhei pessoalmente
											as ações criminosas
de cientistas e engenheiros
											na crise da água em Flint, em Michigan,
											é que percebi como é perigosa
e, no entanto, tão vulgar,
											esta linha de pensamento.
									","
											Üniversiteden ayrıldıktan sonra
											danışmanlık firması için çalışmaya
başladım.
											Oryantasyon boyunca
liderler tavsiye verdiler.
											Bunların arasından asla unutmayacağım
gayretli bir avukat var.
											O bize "" yönetmek için basit olun""
dedi.
											O zamanlar ne kadar acemi olduğumu
düşünün.
											Onun bu tavsiyesini kalbime yazdım.
											Kendi kendime dedim ki,
											""Evet, en güçlü takım oyuncusu olacağım.
											bana söylenen her şeyi yapacağım.
											Yönetmek için basit olacağım.""
											Bu, lisans üstü okuluma başlamadan
											ve ilk elden Flint, Michigan'da 
meydana gelen su krizindeki
											bilim adamlarının ve mühendislerin adli 
olaylarına tanık olmadan önce
											anladım ki bu çizgideki bir düşünce
ne kadar tehlikeli ve fakat
											şaşırtacak şekilde yaygındı.
									",Science in service to the public good,Siddhartha Roy,14:33,"science,activism,public health,algorithm,community,communication,engineering,environment,health,humanity,society,TEDx,water"
"
","
","
","
",Science in service to the public good,Siddhartha Roy,14:33,"science,activism,public health,algorithm,community,communication,engineering,environment,health,humanity,society,TEDx,water"
"
											Make no mistake:
											the Flint water crisis is one of the most
egregious environmental injustices
											of our time.
											For over 18 months,
											100,000 residents,
including thousands of young children,
											were exposed to contaminated
drinking water with high levels of lead.
											Lead is a potent neurotoxin
											which causes cognitive
and developmental disabilities
											and is especially harmful
to growing fetuses and young children.
											We've known about its dangers
since the Roman Empire.
											Amongst a whole host of health issues,
											12 people died by contracting
Legionnaires' disease.
											Flint's water infrastructure —
											the complex network
of underground pipes —
											has been severely damaged.
											And while the water quality
is slowly improving
											and the pipes are being replaced now,
											more than two years later,
											the water is still not safe to drink.
									","
											Ne vous méprenez-pas.
											La pollution de l'eau à Flint est
une des injustices environnementales
											la plus flagrante de notre temps.
											Pendant plus de 18 mois,
											100 000 habitants,
dont des milliers d'enfants,
											ont été exposés à de l'eau potable
contaminée avec des hautes doses de plomb.
											Le plomb est une neurotoxine puissante
											qui provoque des handicaps
cognitif et développemental.
											Il est particulièrement dangereux
chez les fœtus et les enfants en bas âge.
											Nous connaissons ses dangers
depuis l'Empire Romain.
											Parmi une foule de problèmes de santé,
											12 personnes sont mortes de légionellose.
											Les infrastructures d'eau de Flint,
											le réseau de tuyauteries
sous-terrain complexe,
											était en état de vétusté avancée.
											Alors que la qualité de l'eau
s'améliore petit à petit,
											et que les tuyauteries
ont été renouvelées,
											plus de deux ans plus tard,
											il n'est toujours pas prudent
de boire l'eau.
									","
											Não se iludam:
											a crise da água em Flint é uma
das mais célebres injustiças ecológicas
											da nossa época.
											Durante 18 meses,
											cem mil residentes,
incluindo milhares de crianças,
											foram expostos a água contaminada
com altos níveis de chumbo.
											O chumbo é uma neurotoxina poderosa
											que provoca deficiências
cognitivas e de desenvolvimento
											e é especialmente prejudicial para os fetos
em desenvolvimento e para as crianças.
											Conhecemos estes perigos
desde o Império Romano.
											Entre uma quantidade enorme
de problemas de saúde,
											morreram 12 pessoas
por contraírem a doença do legionário.
											As infraestruturas da água em Flint
											— a complicada rede
de canalizações subterrâneas —
											estavam profundamente danificadas.
											Embora a qualidade da água
esteja lentamente a melhorar
											e os canos estejam a ser reparados,
											mais de dois anos depois,
											ainda não se pode beber
a água com segurança.
									","
											Hata yapmayın:
											Flint su krizi bizim zamanımızın 
son derece kötü çevre
											adaletsizliklerinden biridir.
											18 aydan fazla sürede,
											binlerce çocuğunda dahil olduğu
100.000 çevre sakini
											yüksek seviyede kurşun kirletilmiş
içme suyuna maruz kaldı.
											Kurşun kuvvetli bir nörotoksin
											ki bu bilişsel ve gelişimsel sakatlıklara 
sebep olur
											ve ceninin ve küçük çocukların
gelişimi için özellikle tehlikelidir.
											Roma İmparatorluğundan beri 
bunların tehlikeleri biliyoruz.
											Bir dizi sağlık sorunları arasında,
											Lejyoner hastalığı nedeniyle 
12 insan öldü.
											Flint suyu altyapısı—
											yeraltı borularının karmaşık 
ağı—
											çok kötü bir şekilde hasar 
gördü.
											Ve suyun kalitesi yavaş yavaş 
artarken
											ve borular şimdi değiştirilirken,
											iki yıldan fazla süre sonra,
											hala su içmek için güvenli değil.
									",Science in service to the public good,Siddhartha Roy,14:33,"science,activism,public health,algorithm,community,communication,engineering,environment,health,humanity,society,TEDx,water"
"
","
","
","
",Science in service to the public good,Siddhartha Roy,14:33,"science,activism,public health,algorithm,community,communication,engineering,environment,health,humanity,society,TEDx,water"
"
											So, people are still in shock.
											They ask themselves,
											""How could this have happened?""
											The short answer is: the crisis began
when an emergency manager,
											appointed by Michigan's governor,
											decided to switch their water source
to a local river to save money.
											But it continued for so long
											because scientists and engineers
at government agencies
											in the state of Michigan
and in the federal government
											did not follow federal regulations
for treating the water right.
											What was more,
											they actively cheated on the law
and orchestrated cover-ups.
											They ridiculed residents asking for help,
											while publicly insisting that the brown,
smelly water coming out of the tap
											was safe to drink.
											The system at the local, state
and federal levels completely failed
											to protect our most vulnerable,
											and an entire population
was left to fend for itself.
									","
											La population est encore consternée.
											Les gens se demandent :
											« Comment est-ce que ça a pu arriver ? »
											La réponse brève est celle-ci : la crise
s'est déclarée quand un directeur de crise
											mandaté par le gouverneur du Michigan,
											a décidé de changer de source
d'approvisionnement d'eau
											en faveur d'une rivière locale
par économie.
											Mais ça a trainé
											parce que les scientifiques
et les ingénieurs des agences publiques
											de l’État du Michigan
et de l'état fédéral,
											n'ont pas respecté les réglementations
fédérales du traitement des eaux.
											Qui plus est, ils ont contrevenu aux lois
											et créé un rideau de fumée
pour dissimuler le tout.
											Ils ont ridiculisé les habitants
qui appelaient à l'aide,
											tout en insistant publiquement que l'eau
du robinet, brunâtre et saumâtre,
											était potable.
											Le système au niveau local, régional
et fédéral a complètement échoué
											à protéger
les plus vulnérables des nôtres,
											et une population a été abandonnée.
									","
											As pessoas continuam em choque.
											Perguntam a si mesmas:
											""Como é que isto pode acontecer?""
											A resposta é: a crise começou
com um gestor de emergência,
											nomeado pelo governador de Michigan,
											decidiu alterar a origem da água
para um rio local, para poupar dinheiro.
											Mas continuou durante tanto tempo
											porque cientistas e engenheiros
das organizações do governo
											no estado do Michigan
e no governo federal
											não cumpriram os regulamentos federais
para tratar a água como deviam.
											Para além disso,
											aldrabaram a lei
e orquestraram encobrimentos.
											Ridicularizaram os residentes
que pediam ajuda,
											enquanto, publicamente, insistiam
											que a água castanha e malcheirosa
que saía da torneira
											podia ser bebida com segurança.
											O sistema, a nível local, estatal
e federal, fracassou totalmente
											em proteger os mais vulneráveis,
											e toda a população
ficou entregue a si mesma.
									","
											Bu nedenle, insanlar hala sokta.
											Kendi kendilerine soruyorlar,
											""Bu nasıl olabildi?""
											Kısa cevap: Kriz, 
Michidan Valisi tarafından
											atanan acil servis yöneticisi
para tasarrufunda bulunmak için
											
su kaynağını yerel nehre çevirmeye 
karar verdiğinde başladı.
											Fakat bu daha da devam etti
											çünkü Michigan eyaletinde ve 
federal hükumetteki
											devlet ajansında görevli 
bilim adamları ve mühendisler
											suyu doğru şekilde temizlemek için
federal yönetmelikleri takip etmediler.
											Daha da fazlası,
											aktif olarak kanunu yanılttılar ve 
kılıfını da uyarladılar.
											Alenen musluklardan gelen kahverengi ve kokan
											suyun içmek için güvenli olduğunda ısrar ederek
											Yardım isteyen halk ile dalga geçtiler.
											Yerel, eyalet ve federal seviyeler 
bizim en hassasımızı korumakta
											tamamen başarısız oldu,
											ve tüm nüfus kendi başının çaresine bakmak
üzere terk edildi.
									",Science in service to the public good,Siddhartha Roy,14:33,"science,activism,public health,algorithm,community,communication,engineering,environment,health,humanity,society,TEDx,water"
"
","
","
","
",Science in service to the public good,Siddhartha Roy,14:33,"science,activism,public health,algorithm,community,communication,engineering,environment,health,humanity,society,TEDx,water"
"
											Now, amidst this injustice,
Flint residents were rallying together.
											Amongst them were some
amazing women of Flint —
											mothers concerned about their kids —
											who came together forming
many grassroots coalitions,
											and these groups started protesting
and demanding change.
											The group also reached out
to outside scientists for help,
											and a few responded.
											Amongst them was a guy
named Miguel Del Toral,
											a water expert at the US EPA —
the Environmental Protection Agency —
											who actually wrote this scientific memo
											and sent it to the state of Michigan
and the federal government
											to bring their attention to this problem.
											He was characterized a ""rogue employee,""
											and silenced.
									","
											Maintenant, plongés dans cette injustice,
les habitants de Flint s'organisaient.
											Parmi eux, on trouve des femmes
exceptionnelles,
											des mères soucieuses de leurs enfants,
											qui se sont réunies et ont créé
des coalitions locales.
											Ces groupes ont commencé à protester
et à revendiquer un changement.
											Le groupe a attiré des scientifiques
extérieurs pour les soutenir,
											et certains ont réagi.
											Parmi eux, il y avait Miguel Del Toral,
											un spécialiste de l'Agence fédérale
de la protection de l'Environnement,
											qui a rédigé une note scientifique
											et qui l'a envoyée à l’État de Michigan,
et au gouvernement fédéral,
											pour attirer leur attention
sur ce problème.
											On l'a stigmatisé
comme un « agent renégat »,
											et contraint au silence.
									","
											Agora, perante esta injustiça,
os residentes de Flint começaram a unir-se.
											Entre eles, havia 
umas mulheres espantosas em Flint
											— mães preocupadas com os seus filhos —
											que se juntaram, formando
muitas coligações de base,
											e esses grupos começaram a protestar
e a exigir uma mudança.
											Os grupos também foram ter
com cientistas do exterior, para ajuda
											e alguns responderam.
											Entre eles, havia um tipo
chamado Miguel Del Toral,
											um especialista da água na EPA dos EUA
— a Organização de Proteção Ambiental —
											que escreveu um memorando científico
											e enviou-o ao estado de Michigan
e ao governo federal,
											para chamar a atenção para o problema.
											Chamaram-lhe um ""empregado desonesto""
											e foi silenciado.
									","
											Şimdi, bu adaletsizliğin ortasında,
Flint sakinleri bir araya geliyorlardı.
											Bunların arasında bazı hayret verici 
Flint kadınları da vardı—
											kendi çocukları ile ilgilenen anneler—
											birçok köklü koalisyon oluşturmak için 
bir araya geliyorlardı,
											ve bu gruplar protesto etmeye ve değişiklik
istemeye başlamışlardı.
											Grup yardım için dışarıdaki bilim adamlarına
ulaştılar,
											ve bir kaçı cevap verdi.
											Bunların arasında Miguel Del Toral 
isimli bir adam vardı,
											bu adam US EPA'da (Çevre Koruma Ajansı)
su uzmanı
											ve aslında bu bilimsel notu yazdı,
											bu probleme dikkatlerini çekmek için
											bunu Michigan Eyaletine ve Federal 
Hükümete gönderdi.
											Sahte çalışan olarak karakterize 
edildi
											ve susturuldu.
									",Science in service to the public good,Siddhartha Roy,14:33,"science,activism,public health,algorithm,community,communication,engineering,environment,health,humanity,society,TEDx,water"
"
","
","
","
",Science in service to the public good,Siddhartha Roy,14:33,"science,activism,public health,algorithm,community,communication,engineering,environment,health,humanity,society,TEDx,water"
"
											In collaboration with Flint residents,
											our research team here at Tech,
											of students and scientists
led by professor Marc Edwards,
											conducted citywide testing
											to prove that Flint's water
was indeed contaminated,
											even toxic in some homes.
											We substantiated what Flint
had been screaming for months,
											and put it on the Internet
for the world to see.
									","
											En collaboration
avec les habitants de Flint,
											notre équipe de chercheurs à Tech,
											des étudiants et scientifiques
dirigés par le professeur Marc Edwards,
											ont mené des tests dans toute la ville
											pour prouver que l'eau de Flint
était contaminée,
											voire toxique dans certains foyers.
											Nous avons étayé ce que Flint
clamait depuis des mois,
											et mis ces données en ligne,
les rendant accessibles au monde entier.
									","
											Em colaboração com residentes de Flint,
											a nossa equipa de investigação
aqui no Tech,
											de estudantes e cientistas,
chefiados pelo professor Marc Edwards,
											realizou um teste por toda a cidade,
											para provar que a água de Flint
estava contaminada,
											em certas casas era mesmo tóxica.
											Consubstanciámos o que Flint
andava a gritar há meses
											e pusemos na Internet
para todo o mundo ver.
									","
											Flint sakinleri ile iş birliğinde,
											Profesör March Edwards tarafından yönetilen
öğrenci ve bilim adamlarından oluşan
											Tech'deki bizim araştırma takımımız,
											Flint'in suyunun gerçekten kirlendiğini
hatta bazı evlerde toksit madde olduğunu
											kanıtlamak için
											şehir çapında test uyguladı.
											Flint'in aylardır neden bağırdığını
kanıtladık,
											ve dünya görsün diye bunu internete koyduk.
									",Science in service to the public good,Siddhartha Roy,14:33,"science,activism,public health,algorithm,community,communication,engineering,environment,health,humanity,society,TEDx,water"
