en,tr,title,speaker,duration,tags
"
","
",How corn conquered the world,Chris A. Kniesly,5:00,"animation,education,TED-Ed,agriculture,animals,farming,United States,climate change,economics,obesity,food,history"
"
											Corn currently accounts for more than 
one tenth of our global crop production.
											The United States alone has enough 
cornfields to cover Germany.
											But while other crops we grow 
come in a range of varieties,
											over 99% of cultivated corn is the 
exact same type: Yellow Dent #2.
											This means that humans grow 
more Yellow Dent #2
											than any other plant on the planet.
											So how did this single variety 
of this single plant
											become the biggest success story 
in agricultural history?
									","
											Mısır şu anda küresel mahsul üretiminin
onda birinden fazlasını oluşturuyor.
											Sadece ABD'nin Almanya'yı 
kaplayacak kadar mısır tarlaları var.
											Ancak yetiştirdiğimiz 
diğer mahsuller çok çeşitli olsa da
											ekili mısırların %99'undan fazlası
birebir aynı: 2 numaralı sarı mısır.
											Bu, insanların gezegende 
başka herhangi bir bitkiden daha fazla
											2 numaralı sarı mısır 
yetiştirdikleri anlamına geliyor.
											O hâlde bu tek bitkinin bu tek çeşidi
											nasıl tarım tarihinin en büyük 
başarı hikâyesi hâline geldi?
									",How corn conquered the world,Chris A. Kniesly,5:00,"animation,education,TED-Ed,agriculture,animals,farming,United States,climate change,economics,obesity,food,history"
"
","
",How corn conquered the world,Chris A. Kniesly,5:00,"animation,education,TED-Ed,agriculture,animals,farming,United States,climate change,economics,obesity,food,history"
"
											Nearly 9,000 years ago, corn, 
also called maize,
											was first domesticated from teosinte, 
a grass native to Mesoamerica.
											Teosinte’s rock-hard seeds 
were barely edible,
											but its fibrous husk could be turned 
into a versatile material.
											Over the next 4,700 years, farmers bred 
the plant into a staple crop,
											with larger cobs and edible kernels.
											As maize spread throughout the Americas, 
it took on an important role,
											with multiple indigenous societies 
revering a “Corn Mother”
											as the goddess who created agriculture.
									","
											Yaklaşık 9 bin sene önce,
aynı zamanda darı da denen mısır
											Mezoamerika'ya özgü bir ot olan
teosinteden ilk kez yetiştirildi.
											Teosintenin kaya gibi tohumları 
neredeyse hiç yenilebilir değildi
											ancak lifli kabuğu çok yönlü 
bir malzemeye dönüştürülebilirdi.
											Sonraki 4.700 yıl boyunca 
çiftçiler bitkiyi daha geniş koçanları
											ve yenilebilir çekirdekleriyle birlikte 
temel bir mahsule dönüştürdü.
											Mısır, Amerika kıtalarında yayıldıkça
önemli bir role büründü,
											birçok yerli toplum, tarımı yaratan 
tanrıça olarak ""Mısır Ana""ya taptılar.
									",How corn conquered the world,Chris A. Kniesly,5:00,"animation,education,TED-Ed,agriculture,animals,farming,United States,climate change,economics,obesity,food,history"
"
","
",How corn conquered the world,Chris A. Kniesly,5:00,"animation,education,TED-Ed,agriculture,animals,farming,United States,climate change,economics,obesity,food,history"
"
											When Europeans first arrived in America, 
they shunned the strange plant.
											Many even believed it was the source of 
physical and cultural differences
											between them and the Mesoamericans.
											However,
											their attempts to cultivate European crops
in American soil quickly failed,
											and the settlers were forced 
to expand their diet.
											Finding the crop to their taste, 
maize soon crossed the Atlantic,
											where its ability to grow in diverse 
climates made it a popular grain
											in many European countries.
									","
											Avrupalılar ilk kez Amerika'ya 
vardıklarında garip bitkiden çekindiler.
											Birçoğu, Mezoamerikalılar 
ve kendileri arasındaki
											fiziksel ve kültürel farklılıkların
kaynağı olduğuna bile inandı.
											Yine de
											Amerika toprağına Avrupa mahsullerini
ekip biçme çabaları çabucak başarısız oldu
											ve oraya yerleşenler beslenme biçimlerini
genişletmek zorunda kaldılar.
											Mahsulün tadını aldıktan sonra mısır 
kısa bir süre sonra Atlantik'i geçecek
											ve çeşitli iklimlerde yetişme kabiliyeti
											onu birçok Avrupa ülkesinde 
popüler bir tahıl yapacaktı.
									",How corn conquered the world,Chris A. Kniesly,5:00,"animation,education,TED-Ed,agriculture,animals,farming,United States,climate change,economics,obesity,food,history"
"
","
",How corn conquered the world,Chris A. Kniesly,5:00,"animation,education,TED-Ed,agriculture,animals,farming,United States,climate change,economics,obesity,food,history"
"
											But the newly established United States 
was still the corn capital of the world.
											In the early 1800’s, different regions 
across the country
											produced strains of varying 
size and taste.
											In the 1850’s, however,
											these unique varieties proved difficult 
for train operators to package,
											and for traders to sell.
											Trade boards in rail hubs like Chicago 
encouraged corn farmers
											to breed one standardized crop.
											This dream would finally be 
realized at 1893’s World’s Fair,
											where James Reid’s yellow dent corn 
won the Blue Ribbon.
									","
											Ama yeni kurulan ABD,
hâlâ dünyanın mısır başkentiydi.
											1800'lerin başlarında
ülke genelinde farklı bölgeler
											boyut ve tat açısından 
çeşitlilik gösteren türler üretti.
											Ancak 1850'lerde bu benzersiz çeşitler
tren makinistlerin paketlemesi
											ve tüccarların da 
satması için zor hâle geldi.
											Chicago gibi demir yolu merkezlerindeki
ticaret merkezleri mısır çiftçilerini
											tek tip hâle getirilmiş
bir mahsul yetiştirmeye teşvik etti.
											Bu rüya en sonunda James Reid'in 
sarı mısırının Mavi Kurdele'yi kazandığı
											1893 Dünya Fuarı'nda fark edilecekti.
									",How corn conquered the world,Chris A. Kniesly,5:00,"animation,education,TED-Ed,agriculture,animals,farming,United States,climate change,economics,obesity,food,history"
"
","
",How corn conquered the world,Chris A. Kniesly,5:00,"animation,education,TED-Ed,agriculture,animals,farming,United States,climate change,economics,obesity,food,history"
"
											Over the next 50 years, yellow dent 
corn swept the nation.
											Following the technological 
developments of World War II,
											mechanized harvesters became 
widely available.
											This meant a batch of corn that previously
took a full day to harvest by hand
											could now be collected in just 5 minutes.
											Another wartime technology, the chemical 
explosive ammonium nitrate,
											also found new life on the farm.
											With this new synthetic fertilizer,
											farmers could plant dense fields 
of corn year after year,
											without the need to rotate their crops 
and restore nitrogen to the soil.
									","
											Sonraki 50 yıl boyunca sarı mısır
ülkeyi kasıp kavurdu.
											İkinci Dünya Savaşı'nın 
teknolojik gelişmeleri sonrasında
											makineleşmiş biçerdöverler
geniş ölçüde yaygın hâle geldi.
											Bu, daha önce elle ekip biçmenin 
tüm bir günü alan bir yığın mısırın
											şimdi sadece 5 dakikada 
toplanılması anlamına geliyordu.
											Diğer bir savaş zamanı teknolojisi olan
kimyasal patlayıcı amonyum nitrat da
											aynı zamanda tarımda yeni bir hayat buldu.
											Bu yeni sentetik gübre ile birlikte
mahsulleri dönüşümlü olarak ekme
											ve topraktaki nitrojeni 
yenileme ihtiyacı duymadan
											çiftçiler yıldan yıla yoğun 
mısır tarlaları ekebiliyordu.
									",How corn conquered the world,Chris A. Kniesly,5:00,"animation,education,TED-Ed,agriculture,animals,farming,United States,climate change,economics,obesity,food,history"
"
","
",How corn conquered the world,Chris A. Kniesly,5:00,"animation,education,TED-Ed,agriculture,animals,farming,United States,climate change,economics,obesity,food,history"
"
											While these advances made corn an 
attractive crop to American farmers,
											US agricultural policy limited the 
amount farmers could grow
											to ensure high sale prices.
											But in 1972, President Richard Nixon 
removed these limitations
											while negotiating massive grain 
sales to the Soviet Union.
											With this new trade deal 
and WWII technology,
											corn production exploded into 
a global phenomenon.
									","
											Bu gelişmeler, Amerikalı çiftçiler için 
mısırı çekici bir mahsul yaparken
											ABD tarım politikası, 
yüksek satış fiyatı sağlamak için
											çiftçilerin yetiştirebileceği 
miktarı sınırladı.
											Ancak 1972'de Sovyetler Birliği'yle büyük 
çapta bir tahıl satışı için görüşülürken
											Başkan Richard Nixon 
bu kısıtlamaları kaldırdı.
											2. Dünya Savaşı teknolojisi
ve bu yeni ticari anlaşma birlikte
											mısır üretimi küresel bir olaya dönüştü.
									",How corn conquered the world,Chris A. Kniesly,5:00,"animation,education,TED-Ed,agriculture,animals,farming,United States,climate change,economics,obesity,food,history"
"
","
",How corn conquered the world,Chris A. Kniesly,5:00,"animation,education,TED-Ed,agriculture,animals,farming,United States,climate change,economics,obesity,food,history"
