en,es,pt,fr,de,tr,title,speaker,duration,tags
"
","
","
","
","
","
",Treating cancer with electric fields,Bill Doyle,15:35,"cancer,medical research,technology"
"
											Everybody in our society's life is touched by cancer —
											if not personally,
											then through a loved one, a family member,
											colleague, friend.
											And once our lives are touched by cancer,
											we quickly learn
											that there are basically
											three weapons, or three tools, that are available
											to fight the disease:
											surgery, radiation and chemotherapy.
											And once we get involved
											in the therapeutic decisions,
											again either personally
											or with our loved ones and family members,
											we also very quickly learn
											the benefits, the trade-offs and the limitations
											of these tools.
									","
											Todos en nuestro entorno han sido tocados por el cáncer,
											si no personalmente,
											a través de algún ser querido, un familiar,
											compañero, amigo.
											Y una vez que nuestras vidas son tocadas por el cáncer,
											aprendemos rápidamente
											que hay básicamente
											tres armas o herramientas disponibles
											para luchar contra la enfermedad:
											Cirugía, radiación y quimioterapia.
											Y una vez que nos involucramos
											en las decisiones terapéuticas,
											ya sea a nivel personal
											o con nuestros familiares y seres queridos,
											aprendemos también, casi de inmediato,
											sobre los beneficios, los compromisos y las limitaciones
											de estas herramientas.
									","
											Todos, na nossa vida em sociedade,
somos tocados pelo cancro,
											se não pessoalmente,
											pelo menos através de alguém 
que amamos, um familiar,
											um colega, um amigo.
											E quando a nossas vida
é tocada pelo cancro,
											rapidamente aprendemos
											que há basicamente três armas,
											ou três ferramentas, que estão disponíveis
											para combater a doença:
											a cirurgia, a radiação e a quimioterapia.
											Quando nos envolvemos
											nas decisões terapêuticas,
											uma vez mais, quer pessoalmente,
											quer com os que amamos e familiares,
											também aprendemos rapidamente
											os benefícios, do que se abdica,
o que se recebe e as limitações
											destas ferramentas.
									","
											Dans notre société, tout le monde est touché par le cancer,
											que ce soit personnellement,
											ou bien par l'intermédiaire d'un proche, d'un membre de la famille,
											d'un collègue, ou d'un ami.
											Lorsque nos vies sont touchées par le cancer,
											on découvre rapidement
											qu'il y a grossièrement
											trois armes, trois outils, à notre disposition
											pour combattre la maladie :
											la chirurgie, les radiations et la chimiothérapie.
											Et lorsqu'on est impliqué
											dans les prises de décision thérapeutiques,
											une fois encore, que ce soit personnellement,
											ou par nos proches ou des membres de notre famille,
											on découvre également très vite
											les avantages, les compromis, et les limites
											de ces outils.
									","
											Jeder in unserer Gesellschaft 
kommt mit Krebs in Berührung —
											wenn nicht persönlich,
											dann durch einen geliebten Menschen, 
ein Familienmitglied,
											einen Kollegen, einen Freund.
											Sobald wir mit Krebs in Berührung kommen,
											lernen wir schnell,
											dass wir prinzipiell
											drei Waffen, oder Werkzeuge, haben,
											um diese Krankheit zu bekämpfen:
											Operation, Bestrahlung und Chemotherapie.
											Und sobald wir uns mit
											den Therapiemaßnahmen beschäftigen,
											entweder persönlich oder
											mit Partnern oder Familienmitgliedern,
											lernen wir sehr schnell
											die Vorteile, Kompromisse und Grenzen
											dieser Methoden kennen.
									","
											Toplum yaşamı kanserden etkilenir-
											şahsen olmasa da
											sevdiğiniz biri, ailenizden biri,
											meslektaşınız, arkadaşınız için olabilir.
											Ve kanser hayatımıza bir kere girdiğinde,
											hemen öğreniriz ki
											bu hastalıkla savaşmak için
											müsait olan temel olarak üç silah
											veya üç araç vardır:
											ameliyat, radyasyon ve kemoterapi.
											Bu tedavi kararlarına
											bir kez aşina olduğumuzda,
											yine şahsen
											ya da sevdiğimiz kişiler 
ve aileden biriyle,
											bu araçların yararlarını,
											değiş tokuşunu ve limitlerini de
											çok çabuk öğreniriz.
									",Treating cancer with electric fields,Bill Doyle,15:35,"cancer,medical research,technology"
"
","
","
","
","
","
",Treating cancer with electric fields,Bill Doyle,15:35,"cancer,medical research,technology"
"
											I'm very thankful to Jay and to Mark
											and the TEDMED team
											for inviting me today
											to describe a fourth tool, a new tool,
											that we call Tumor Treating Fields.
											Tumor Treating Fields
											were invented by Dr. Yoram Palti,
											professor emeritus at the Technion in Israel.
											And they use low-intensity
											electric fields
											to fight cancer.
											To understand how Tumor Treating Fields work,
											we first need to understand
											what are electric fields.
									","
											Estoy muy agradecido a Jay y Mark
											y al equipo de TEDMED
											por invitarme
											a describir una cuarta herramienta, una nueva,
											a la que llamamos Campos de Tratamiento de Tumores.
											Los Campos de Tratamiento de Tumores
											fueron inventados por el Dr. Yoram Palti,
											profesor emérito del Technion en Israel.
											Y éstos usan campos electromagnéticos
											de baja intensidad
											para luchar contra el cáncer.
											Para entender cómo funcionan los Campos de Tratamiento de Tumores,
											necesitamos comprender primero
											qué son los campos electromagnéticos.
									","
											Estou muito grato ao Jay e ao Mark
											e à equipa da TEDMED
											por me convidarem a vir hoje aqui
											para descrever uma quarta ferramenta,
uma nova ferramenta,
											a que chamamos
Campos de Tratamento de Tumores.
											Os Campos de Tratamento de Tumores
											foram inventados pelo Dr. Yoram Palti,
											professor emérito da Technion, em Israel.
											Lá, usam campos elétricos
											de baixa intensidade
											para combater o cancro.
											Para compreender como funcionam
os Campos de Tratamento de Tumores,
											primeiro precisamos de compreender
											o que são campos elétricos.
									","
											Je suis très reconnaissant envers Jay et Mark,
											et envers l'équipe de TEDMED,
											de m'avoir invité aujourd'hui,
											pour vous décrire un quatrième outil, un nouvel outil,
											que nous appelons la thérapie TTF.
											La thérapie TTF
											a été inventée par le Dr. Yoram Palti,
											professeur émérite au Technion, en Israël.
											Elle utilise des champs électriques
											de basse intensité
											pour combattre le cancer.
											Pour comprendre comment fonctionne la thérapie TTF
											il faut d'abord comprendre
											ce que sont les champs électriques.
									","
											Ich bin Jay und Mark
											und dem TEDMED-Team sehr dankbar,
											dass sie mich eingeladen haben, um heute
											ein neues viertes Instrument zu beschreiben.
											das wir Tumortherapiefelder nennen.
											Tumortherapiefelder (TTF)
											wurden von Dr. Yoram Palti erfunden,
											emeritierter Professor am Technion in Israel.
											Und sie verwenden
											elektrische Felder mit niedriger Intensität,
											um den Krebs zu bekämpfen.
											Um zu verstehen wie 
Tumortherapiefelder funktionieren,
											müssen wir zuerst verstehen,
											was elektrische Felder sind:
									","
											Jay ve Mark'a
											ve TEDMED ekibine
											bugün beni Tümör Tedavi Alanları denilen
											dördüncü ve yeni bir aracı açıklamak için
											çağırdıkları için çok müteşekkirim.
											Tümör Tedavi Alanları
											İsrail Technion'da fahri profesör
											Dr.Yoram Palti tarafından icat edilmiştir.
											Ve onlar kanserle savaşmak için
											düşük yoğunluklu
											elektrik alanlarını kullanıyorlar.
											Tümör Tedavi Alanları'nın nasıl olduğunu
											anlamak için önce elektrik alanın
											ne olduğunu anlamamız gerekir.
									",Treating cancer with electric fields,Bill Doyle,15:35,"cancer,medical research,technology"
"
","
","
","
","
","
",Treating cancer with electric fields,Bill Doyle,15:35,"cancer,medical research,technology"
"
											Let me first address
											a few popular misconceptions.
											First of all, electric fields
											are not an electric current
											that is coursing through the tissue.
											Electric fields
											are not ionizing radiation,
											like X-rays or proton beams,
											that bombard tissue
											to disrupt DNA.
											And electric fields
											are not magnetism.
											What electric fields are
											are a field of forces.
											And these forces
											act on, attract, bodies
											that have an electrical charge.
									","
											Déjenme primero hablar
											de algunos conceptos malentendidos.
											Primero que nada, los campos electromagnéticos
											no son una corriente eléctrica
											que pase a través del tejido.
											Los campos electromagnéticos
											no son radiación ionizante,
											como los rayos X o los rayos de protones,
											que bombardean los tejidos
											para romper el ADN.
											Los campos electromagnéticos
											tampoco son magnetismo.
											Los campos electromagnéticos son
											campos de fuerzas.
											Y estas fuerzas
											actúan, atraen a cuerpos
											que tienen carga eléctrica.
									","
											Vou falar primeiro
											de alguns equívocos populares.
											Antes do mais, os campos elétricos
											não são uma corrente elétrica
											que percorre o tecido.
											Os campos elétricos
											não são radiação ionizante,
											como raios-X ou feixes de protões,
											que bombardeiam o tecido
											para partir o ADN.
											E os campos elétricos
											não são magnetismo.
											Os campos elétricos são
											um campo de forças.
											E estas forças
											atuam sobre os corpos, atraem os corpos
											que tenham carga elétrica.
									","
											Laissez-moi tout d'abord démentir
											quelques idées fausses très répandues.
											Premièrement, les champs électriques
											ne sont pas des courants électriques,
											qui traverseraient les tissus.
											Les champs électriques
											ne sont pas des radiations ionisantes,
											comme les rayons X, ou les faisceaux de protons,
											avec lesquels on bombarde les tissus,
											pour détruire l'ADN.
											Les champs électriques
											ne sont pas du magnétisme.
											Ce que sont les champs électriques,
											c'est un champ de forces.
											Ces forces agissent sur,
											attirent les corps
											qui ont une charge électrique.
									","
											Lassen Sie mich zuerst
											auf einige gängige Irrtümer eingehen.
											Zunächst sind elektrische Felder
											kein elektrischer Strom,
											der durch das Gewebe strömt.
											Elektrische Felder
											sind keine ionisierende Strahlung,
											wie Röntgen- oder Protonenstrahlen,
											die Gewebe beschießen,
											um DNA zu zerstören.
											Und elektrische Felder
											sind kein Magnetismus.
											Elektrische Felder
											sind Kraftfelder.
											Und diese Kräfte
											wirken auf oder ziehen Körper an,
											die eine elektrische Ladung haben.
									","
											İlk olarak birkaç popüler yanlış kanılara
											değinmeme izin verin.
											Öncelikle, elektrik alanları
											dokudan akan
											bir elektrik akımı değildir.
											Elektrik alanları
											X-ray veya proton demeti gibi
											DNA'yı bozmak için
											dokuyu sıkıştıran
											iyonlaştırıcı radyasyon değildir.
											Ve elektrik alanları
											manyetik değildir.
											Elektrik alanları
											güç alanlarıdır.
											Ve bu kuvvetler,
											elektrik yükü olan
											maddeleri çeker ve etkiler.
									",Treating cancer with electric fields,Bill Doyle,15:35,"cancer,medical research,technology"
"
","
","
","
","
","
",Treating cancer with electric fields,Bill Doyle,15:35,"cancer,medical research,technology"
"
											The best way to visualize an electric field
											is to think of gravity.
											Gravity is also a field of forces
											that act on masses.
											We can all picture astronauts in space.
											They float freely in three dimensions
											without any forces acting on them.
											But as that space shuttle
											returns to Earth,
											and as the astronauts enter the Earth's gravitational field,
											they begin to see the effects of gravity.
											They begin to be attracted towards Earth.
											And as they land,
											they're fully aligned in the gravitational field.
											We're, of course, all stuck in the Earth's gravitational field right now.
											That's why you're all in your chairs.
											And that's why we have to use our muscle energy
											to stand up, to walk around
											and to lift things.
									","
											La mejor manera de imaginar un campo electromagnético
											es pensar en la gravedad.
											La gravedad también es un campo de fuerza
											que actúa en las masas.
											Podemos imaginar a los astronautas en el espacio.
											Flotando libremente en tres dimensiones
											sin ninguna fuerza actuando sobre ellos.
											Pero conforme la nave espacial
											regresa a la Tierra,
											y los astronautas entran al campo de gravedad de la Tierra,
											se empiezan a ver los efectos de la gravedad.
											Empiezan a ser atraídos hacia la Tierra.
											Y en el momento de aterrizar
											están totalmente alineados con el campo gravitacional.
											Nosotros estamos atrapados en el campo gravitacional de la Tierra ahora.
											Por eso todos están en sus sillas.
											Y por eso tenemos que esforzarnos
											para levantarnos, caminar
											y levantar objetos.
									","
											A melhor maneira de visualizar
um campo elétrico
											é pensar na gravidade.
											A gravidade também é um campo de forças
											que atua sobre massas.
											Todos conseguimos imaginar
os astronautas no espaço.
											Eles flutuam livremente nas três dimensões
											sem quaisquer forças a atuar sobre si.
											Mas quando aquela nave espacial
											regressa à Terra,
											e quando os astronautas entram
no campo gravitacional terrestre,
											começam a ver os efeitos da gravidade.
											Começam a ser atraídos
na direção da Terra.
											E quando aterram
											estão completamente alinhados
no campo gravitacional.
											Claro que todos nós estamos
presos no campo gravitacional da Terra.
											É por isso que todos vocês
estão nas vossas cadeiras.
											Por isso temos que usar
a nossa energia muscular
											para nos levantarmos, andarmos
											e levantarmos coisas.
									","
											La meilleure façon de se représenter un champ électrique,
											c'est de penser à la gravité.
											La gravité est également un champ de forces
											qui s'exerce sur les masses.
											Nous pouvons tous nous représenter des astronautes dans l'espace.
											Ils flottent librement dans les trois dimensions,
											sans qu'aucune force ne s'exerce sur eux.
											Mais lorsque cette navette spatiale
											retourne sur la Terre,
											et lorsque les astronautes pénètrent dans le champ gravitationnel de la Terre,
											ils commencent à sentir les effets de la gravité.
											Ils commencent à être attirés vers la Terre.
											Et lorsqu'ils se posent,
											ils sont totalement soumis au champ gravitationnel.
											Nous sommes tous, bien entendu, prisonniers en ce moment même du champ gravitationnel de la Terre.
											C'est pour cela que vous êtes tous assis dans vos fauteuils.
											Et c'est pour cela qu'il nous faut utiliser notre énergie musculaire
											pour nous lever, marcher,
											et soulever des objets.
									","
											Der beste Weg, sich ein 
elektrisches Feld vorzustellen,
											ist an Schwerkraft zu denken.
											Die Schwerkraft ist auch ein Kraftfeld,
											das Einfluss auf Masse hat.
											Wir können uns Astronauten 
im Weltall vorstellen.
											Sie schweben völlig frei 
in drei Dimensionen,
											ohne dass Kräfte auf sie einwirken.
											Aber sobald die Raumfähre
											zur Erde zurückkehrt
											und die Astronauten in 
das Erdgravitationsfeld eintreten,
											spüren sie die Wirkung der Schwerkraft.
											Sie beginnen, von der Erde 
angezogen zu werden.
											Und wenn sie landen,
											sie sind auf das Gravitationsfeld ausgerichtet.
											Wir alle stecken im Erdgravitationsfeld fest.
											Deswegen sitzen Sie alle in Ihren Stühlen.
											Deshalb müssen wir unsere Muskelkraft nutzen,
											um aufzustehen, umherzulaufen
											und um Dinge hochzuheben.
									","
											Bir elektrik alanını görselleştirmenin
											en iyi yolu yer çekimini düşünmektir.
											Yer çekimi ayrıca büyük kitlelere
											etki eden kuvvet alanıdır.
											Hepimiz uzaydaki astronotları 
kafamızda canlandırabiliriz.
											Kendilerine herhangi bir kuvvet 
uygulanmadan
											üç boyutta serbestçe süzülürler.
											Fakat, uzay aracı Dünya'ya geri
											döndüğünden ve astronotlar
											Dünya'nın yer çekimi 
alanına girdiğinden dolayı
											yer çekiminin 
etkilerini görmeye başlarlar.
											Dünya'ya doğru çekilmeye başlarlar.
											Ve karaya çıktıklarında
											yer çekimi alanına tamamen uyum sağlarlar.
											Bizler, tabi ki, şu anda Dünya'nın 
yer çekimi alanındayız.
											Bu sayede sandalyelerinizde
oturabiliyorsunuz.
											Ve bu nedenle ayakta kalmak, dolaşmak
											ve cisimleri kaldırmak için kas enerjimizi
											kullanmak zorundayız.
									",Treating cancer with electric fields,Bill Doyle,15:35,"cancer,medical research,technology"
"
","
","
","
","
","
",Treating cancer with electric fields,Bill Doyle,15:35,"cancer,medical research,technology"
"
											In cancer,
											cells rapidly divide
											and lead to uncontrolled tumor growth.
											We can think of a cell
											from an electrical perspective
											as if it's a mini space station.
											And in that space station
											we have the genetic material, the chromosomes,
											within a nucleus.
											And out in the cytoplasmic soup
											we have special proteins
											that are required for cell division
											that float freely in this soup
											in three dimensions.
											Importantly, those special proteins
											are among the most highly charged objects
											in our body.
											As cell division begins
											the nucleus disintegrates,
											the chromosomes line up
											in the middle of the cell
											and those special proteins
											undergo a three-dimensional sequence
											whereby they attach
											and they literally click into place end-on-end
											to form chains.
											These chains
											then progress and attach
											to the genetic material
											and pull the genetic material
											from one cell into two cells.
											And this is exactly how
											one cancer cell becomes two cancer cells,
											two cancer cells become four cancer cells,
											and we have ultimately
											uncontrolled tumor growth.
									","
											En el cáncer,
											las células se dividen rápidamente
											y conducen a un crecimiento incontrolado de los tumores.
											Podemos imaginar una célula
											desde una perspectiva eléctrica
											como si fuera una mini estación espacial.
											Y es en esta estación espacial
											donde tenemos material genético, los cromosomas,
											dentro del núcleo.
											Y fuera de él, en el caldo de citoplasma
											tenemos proteínas especiales
											que se requieren para la división celular
											y que flotan libremente en el caldo
											en tres dimensiones.
											Es importante notar que esas proteínas
											están entre los cuerpos con mayor carga eléctrica
											en nuestro cuerpo.
											Conforme comienza la división celular
											el núcleo se desintegra,
											los cromosomas se alinean
											en medio de la célula
											y esas proteínas especiales
											comienzan una secuencia tridimensional
											donde se unen
											y literalmente se unen cual eslabones
											de una cadena.
											Estas cadenas
											entonces avanzan y se unen
											al material genético
											y reparten el material genético
											de una célula en dos.
											Y esto es exactamente cómo
											la célula cancerosa se convierte en dos células,
											dos células cancerosas forman cuatro células,
											y después tenemos
											un crecimiento del tumor descontrolado.
									","
											No cancro,
											as células dividem-se rapidamente
											e conduzem a um crescimento
descontrolado do tumor.
											Podemos pensar numa célula
											numa perspetiva elétrica
											como se fosse uma mini estação espacial.
											Nessa estação espacial
											temos o material genético, os cromossomas,
											dentro de um núcleo.
											E fora dela, no caldo citoplasmático,
											temos proteínas especiais
											que são necessárias à divisão celular,
											que flutuam livremente neste caldo
											em três dimensões.
											O que é importante,
essas proteínas especiais
											são dos objetos com mais elevada carga
											no nosso corpo.
											Quando a divisão celular começa,
											o núcleo desintegra-se,
											os cromossomas alinham-se
											no meio da célula
											e essas proteínas especiais
											são submetidas
a uma sequência tridimensional
											pela qual elas se ligam
											e literalmente encaixam as extremidades
											para formar cadeias.
											Estas cadeias
											então progridem e ligam-se
											ao material genético
											e puxam o material genético
											de uma célula para duas células.
											É exatamente assim
que uma célula neoplásica
											se transforma em duas células neoplásicas,
											duas se transformam em quatro
											e, finalmente, o crescimento
descontrolado do tumor.
									","
											Dans un cancer,
											les cellules se divisent rapidement,
											ce qui conduit à la croissance incontrôlée de la tumeur.
											On peut considérer une cellule,
											d'un point de vue électrique,
											comme une mini station spatiale.
											Dans cette station spatiale,
											nous avons le matériel génétique, les chromosomes,
											contenus dans un noyau.
											Et à l'extérieur, dans la soupe cytoplasmique,
											il y a des protéines spéciales
											qui sont nécessaires à la division cellulaire,
											et qui flottent librement dans cette soupe,
											dans les trois dimensions.
											L'important, c'est que ces protéines spéciales
											comptent parmi les objets les plus chargés
											de notre corps.
											Lorsque la division cellulaire commence,
											le noyau se désintègre,
											les chromosomes s'alignent
											au milieu de la cellule,
											et ces protéines spéciales
											entrent dans un processus tri-dimensionnel
											dans lequel elles s'attachent,
											elles s'encliquètent littéralement bout à bout,
											pour former des chaînes.
											Ensuite,
											ces chaînes avancent
											et s'attachent au matériel génétique,
											et le tirent
											vers les deux futures cellules.
											C'est exactement de cette manière
											qu'une cellule cancéreuse donne deux cellules cancéreuses,
											deux cellules cancéreuses donnent quatre cellules cancéreuses,
											et on se retrouve à la fin
											avec une croissance incontrôlée de la tumeur.
									","
											Bei Krebs
											teilen sich Zellen rasant,
											was zu unkontrolliertem Tumorwachstum führt.
											Man stelle sich eine Zelle
											aus einer elektrischen Perspektive vor,
											als ob sie eine Mini-Raumfähre wäre.
											In dieser Raumfähre
											ist das genetische Material, die Chromosomen,
											innerhalb eines Nukleus.
											Und in der zytoplasmatischen Suppe
											gibt es spezielle Proteine,
											die für die Zellteilung benötigt werden
											und frei in dieser Suppe treiben,
											in drei Dimensionen.
											Vor allem zählen diese speziellen Proteine
											zu den am höchsten aufgeladenen Objekten
											in unserem Körper.
											Wenn die Zellteilung beginnt,
											zerfällt der Kern,
											die Chromosomen richten sich
											in der Zellmitte aus
											und diese speziellen Proteine
											unterziehen sich einer 
dreidimensionalen Sequenz,
											wodurch sie sich aneinander hängen
											und förmlich ineinander einrasten,
											um Ketten zu formen.
											Diese Ketten
											entwickeln sich weiter und heften sich
											an das genetische Material
											und ziehen das genetische Material
											von einer Zelle in zwei Zellen.
											Und genau so werden
											aus einer Krebszelle zwei Krebszellen,
											aus zwei Krebszellen vier Krebszellen,
											und letztendlich haben wir
											unkontrolliertes Tumorwachstum.
									","
											Kanserde,
											hücreler hızla bölünür
											ve kontrolsüz tümör büyümesine neden olur.
											Bir hücreyi
											elektriksel açıdan
											bir mini uzay istasyonu
gibi düşünebiliriz.
											Uzay istasyonunda
											çekirdek içinde kromozomlar,
											genetik malzemelere sahibiz.
											Stoplazmik sıvıda
											bu sıvıda serbestçe yüzen,
											hücre bölünmesi için gereken
											3 boyutlu proteinlere sahibiz.
											Önemli olan şu ki,
											bu özel proteinler vücudumuzda
											oldukça yüksek şarjlı nesnelerdendir.
											Hücre bölünmeye başlarken
											çekirdek parçalara ayrılır,
											kromozomlar hücrenin 
ortasında hizaya girer
											bu özel proteinler
											eklemlenme sayesinde
											üç boyutlu sıraya girerler
											ve tam anlamıyla zincir oluşturmak için
											uç uca eklenirler.
											Bu zincirler
											daha sonra
											genetik materyali devam ettirirler
											ve birleştirirler ve genetik materyali
											bir hücreden iki ayrı hücreye çekerler.
											İşte tam bu şekilde
											bir kanser hücresi iki,
											iki kanser hücresi dört kanser hücresi
											haline gelir ve nihayetinde
											kontrolsüz tümör büyümesine sahip oluruz.
											Tümör Tedavi Alanları,
											bu uzay istasyonunda
									",Treating cancer with electric fields,Bill Doyle,15:35,"cancer,medical research,technology"
