en,fr,pt,tr,title,speaker,duration,tags
"
","
","
","
",Ancient Rome's most notorious doctor,Ramon Glazov,4:54,"ancient world,TED-Ed,human body,animation,medicine,science,physiology,medical research,innovation,education,health,health care,healthcare,public health,Surgery"
"
											In the middle of the 16th century,
											a talented young anatomist named Andreas
Vesalius made a shocking discovery:
											the most famous human anatomy texts in 
the world were wrong.
											They not only failed to account for many
details of the human body,
											they also described the organs of apes
and other mammals.
											While Vesalius knew he was right,
											announcing these errors would mean
challenging Galen of Pergamon–
											the most renowned physician 
in medical history.
											But who was this towering figure?
											And why did doctors working more than
1,300 years later so revere and fear him?
									","
											Au milieu du XVIe siècle,
											André Vésale, un talentueux anatomiste,
a fait une découverte choquante :
											les ouvrages d'anatomie les plus répandus
dans le monde étaient erronés.
											Non seulement ne décrivaient-ils pas
en détail le corps humain,
											mais ils décrivaient aussi les organes
de singes ou d'autres mammifères.
											Vésale savait qu'il avait raison.
											Mais signaler ces erreurs signifiait
remettre en question Galien de Pergame,
											le médecin le plus renommé
de l'histoire de la médecine.
											Qui était ce personnage éminent ?
											Pourquoi était-il révéré et craint
par des médecins 13 siècles plus tard ?
									","
											Em meados do século XVI,
											um jovem e talentoso anatomista,
chamado Andreas Vesalius

											fez uma descoberta chocante:
											os textos de anatomia humana
mais famosos do mundo estavam errados.
											Não só omitiam importantes
pormenores do corpo humano,
											como os órgãos que descreviam
eram de macacos e de outros mamíferos.
											Embora Vesalius soubesse
que tinha razão,
											divulgar esses erros significaria
contestar Galeno de Pérgamo,
											o médico mais conceituado
da História da Medicina.
											Mas quem era essa figura gigantesca?
											E porque é que os médicos,
mais de 1300 anos depois,
											o veneravam e temiam tanto?
									","
											16. yüzyılın ortalarında
											Andreas Vesalius adında genç ve yetenekli
bir anatomist şaşırtıcı bir şey keşfetti:
											Dünyadaki en ünlü insan 
anatomisi metinleri yanlıştı.
											Tek yanlışlık insan vücudunun 
detayları ile ilgili değildi,
											apelerin ve diğer memelilerin 
organları da yanlış betimlenmişti.
											Vesalius haklı olduğunu bilse de
											yanlışlıkları ortaya çıkarmak
											tıp tarihinin en ünlü hekimi olan
Bergamalı Galen'e meydan okumak demekti.
											Peki, kimdi bu adam?
											Neden doktorlar ölümünden 1.300 yıl sonra
bile ona karşı olmaktan hala çekiniyorlar?
									",Ancient Rome's most notorious doctor,Ramon Glazov,4:54,"ancient world,TED-Ed,human body,animation,medicine,science,physiology,medical research,innovation,education,health,health care,healthcare,public health,Surgery"
"
","
","
","
",Ancient Rome's most notorious doctor,Ramon Glazov,4:54,"ancient world,TED-Ed,human body,animation,medicine,science,physiology,medical research,innovation,education,health,health care,healthcare,public health,Surgery"
"
											Born in 129 CE,
											Galen left home as a teen to scour the
Mediterranean for medical wisdom.
											He returned home a gifted surgeon with a
passion for anatomy
											and a penchant for showmanship.
											He gleefully entered public anatomy 
contests,
											eager to show up his fellow physicians.
											In one demonstration,
											he caused a pig to lose its voice by tying
off one of its nerves.
											In another, he disemboweled a monkey and
challenged his colleagues to repair it.
											When they couldn’t, he did.
											These grizzly feats won him a position as 
surgeon to the city’s gladiators.
											Eventually, he would leave the arena 
to become the personal physician
											to four Roman Emperors.
									","
											Né en 129 de notre ère,
											le jeune Galien voyage à travers le monde
méditerranéen pour étudier la médecine.
											De retour, il est devenu un chirurgien
talentueux, passionné d'anatomie,
											avec un penchant pour le spectacle.
											Il a participé à des concours d'anatomie
avec délectation,
											pressé par l'envie de dénigrer
ses confrères.
											Dans une démonstration,
											il a privé un porc de sa voix
en garrotant un de ses nerfs.
											Dans une autre, il a éviscéré un singe,
											mettant ses confrères
au défi de le reconstituer.
											Ils n'y sont pas parvenus,
contrairement à lui.
											Ces démonstrations crues lui font gagner
la position de chirurgien des gladiateurs.
											Il quittera ensuite les arènes
pour devenir le médecin personnel
											de quatre empereurs romains.
									","
											Nascido em 129 da era cristã,
											Galeno saiu de casa em adolescente,
para explorar o Mediterrâneo
											em busca de conhecimentos médicos.
											Regressou a casa como cirurgião dotado
com grande paixão pela anatomia
											e uma inclinação para se exibir.
											Participava entusiasmado
em concursos públicos de anatomia
											ansioso por se exibir
perante os seus colegas médicos.
											Numa demonstração,
											fez com que um porco perdesse a voz,
atando-lhe um dos nervos.
											Noutra, esventrou um macaco
e desafiou os colegas a reconstituí-lo.
											Quando eles não foram capazes, ele fê-lo.
											Graças a estas façanhas grotescas
											conseguiu o posto de cirurgião
dos gladiadores da cidade.
											Por fim, ele deixou a arena
para ser o médico pessoal
											de quatro imperadores romanos.
									","
											Milattan sonra 129 yılında doğan Galen
											henüz gençken tıp eğitimi almak için
evden ayrılıp Akdeniz'e yol aldı.
											Eve anatomiye meraklı, yetenekli
											ve gösteriye tutkun 
bir cerrah olarak döndü.
											Neşeli bir şekilde
anatomi yarışmalarına katıldı,
											doktor arkadaşlarının yanlışlarını 
ortaya çıkarmaya istekliydi.
											Bir ispatında bir domuzun 
sinirlerinden birini bağlayarak
											domuzun sesini kaybetmesine neden oldu.
											Bir diğerinde bir maymunun karnını deşti
											ve meslektaşlarına 
düzeltmeleri için meydan okudu.
											Yapamadıklarında ise o yaptı.
											Bunlar, ona şehrin gladyatörlerinin 
cerrahı mevkisini kazandırdı.
											En sonunda arenayı terk ederek dört 
Roma İmparatorunun kişisel doktoru oldu.
									",Ancient Rome's most notorious doctor,Ramon Glazov,4:54,"ancient world,TED-Ed,human body,animation,medicine,science,physiology,medical research,innovation,education,health,health care,healthcare,public health,Surgery"
"
","
","
","
",Ancient Rome's most notorious doctor,Ramon Glazov,4:54,"ancient world,TED-Ed,human body,animation,medicine,science,physiology,medical research,innovation,education,health,health care,healthcare,public health,Surgery"
"
											While his peers debated symptoms and 
their origins,
											Galen obsessively studied anatomy.
											He was convinced that each organ had a
specific function.
											Since the Roman government largely 
prohibited working with human cadavers,
											Galen conducted countless dissections 
of animals instead.
											Even with this constraint,
											his exhaustive investigations yielded 
some remarkably accurate conclusions.
									","
											Alors que ses confrères débattaient
des symptômes et de leurs origines,
											Galien est obsédé
par l'étude de l'anatomie.
											Il était convaincu que chaque organe
avait une fonction spécifique.
											Du fait que la dissection de cadavres
humains était interdite par Rome,
											Galien a disséqué de nombreux animaux.
											Même sous ces contraintes,
											ses études exhaustives ont conduit
à des conclusions remarquablement exactes.
									","
											Enquanto os seus colegas discutiam
sintomas e as suas origens,
											Galeno estudava anatomia
obcecadamente.
											Estava convencido de que cada órgão
tinha uma função específica.
											Como o governo romano proibia
expressamente
											o trabalho em cadáveres humanos,
											Galeno realizava inúmeras
dissecações em animais.
											Mesmo com esta limitação,
											as suas investigações exaustivas
											traduziram-se em conclusões
extremamente rigorosas.
									","
											Akranları semptomları 
ve onların kaynağını tartışırken
											Galen saplantılı bir şekilde
anatomi çalışıyordu.
											Her organın belirli bir işlevi 
olduğundan emindi.
											Roma hükümeti insan kadavralarıyla
çalışmayı yasakladığından dolayı
											Galen, yerine hayvanlar üzerinde
sayısız teşrih gerçekleştirdi.
											Bu kısıtlamalarla bile
											kapsamlı araştırmaları dikkate değer
kesinlikte sonuçlara ulaşmasını sağladı.
									",Ancient Rome's most notorious doctor,Ramon Glazov,4:54,"ancient world,TED-Ed,human body,animation,medicine,science,physiology,medical research,innovation,education,health,health care,healthcare,public health,Surgery"
"
","
","
","
",Ancient Rome's most notorious doctor,Ramon Glazov,4:54,"ancient world,TED-Ed,human body,animation,medicine,science,physiology,medical research,innovation,education,health,health care,healthcare,public health,Surgery"
"
											One of Galen’s most important 
contributions
											was the insight that the brain,
not the heart, controlled the body.
											He confirmed this theory by opening the
cranium of a living cow.
											By applying pressure to different 
parts of the brain,
											he could link various regions 
to specific functions.
											Other experiments allowed him to 
distinguish sensory from motor nerves,
											establish that urine was 
made in the kidneys,
											and deduce that respiration was 
controlled by muscles and nerves.
									","
											Une des contributions
les plus importantes de Galien
											est son intuition que c'est le cerveau,
et non le cœur, qui contrôle le corps.
											Il a confirmé cette théorie en disséquant
le crâne d'une vache vivante.
											En appliquant des pressions
sur diverses parties du cerveau,
											il démontra le lien entre les régions
du cerveau et des fonctions spécifiques.
											D'autres expériences l'ont conduit
à distinguer
											les nerfs moteurs et sensoriels,
											à établir que l'urine
est produite par les reins
											et à déduire que la respiration est
contrôlée par des muscles et des nerfs.
									","
											Uma das contribuições
mais importantes de Galeno
											foi a ideia de que era o cérebro,
e não o coração, que controlava o corpo.
											Confirmou esta teoria, abrindo
o crânio de uma vaca viva.
											Pressionando apenas diferentes
partes do cérebro,
											conseguiu ligar diversas regiões
a funções específicas.
											Outras experiências
											permitiram-lhe distinguir
nervos sensoriais de nervos motores,
											estabelecer que a urina
era fabricada nos rins
											e deduzir que a respiração era
controlada por músculos e por nervos.
									","
											Galen'in en önemli katkılarından biri
											kalbin değil de beynin 
vücudu yönettiği düşüncesiydi.
											Bu teorisini canlı bir ineğin 
kafatasını açarak doğruladı.
											Beynin farklı bölümlerine 
baskı uygulayarak
											farklı alanlar ile belli işlevler
arasında bağlantı kurdu.
											Diğer deneyler, duyusal sinirlerini motor
sinirlerinden ayırt edebilmesini sağladı,
											idrarın böbreklerde üretildiğini kanıtladı
											ve solunumun kaslar ve sinirler tarafından
kontrol edildiğini ortaya çıkardı.
									",Ancient Rome's most notorious doctor,Ramon Glazov,4:54,"ancient world,TED-Ed,human body,animation,medicine,science,physiology,medical research,innovation,education,health,health care,healthcare,public health,Surgery"
"
","
","
","
",Ancient Rome's most notorious doctor,Ramon Glazov,4:54,"ancient world,TED-Ed,human body,animation,medicine,science,physiology,medical research,innovation,education,health,health care,healthcare,public health,Surgery"
"
											But these wild experiments also produced 
extraordinary misconceptions.
											Galen never realized that blood cycles
continuously throughout the body.
											Instead, he believed the liver constantly
produces an endless supply of blood,
											which gets entirely depleted on its 
one-way trip to the organs.
											Galen is also credited with solidifying 
the popular theory of the Four Humours.
											Introduced by Hippocrates 
centuries earlier,
											this misguided hypothesis attributed most
medical problems
											to an imbalance in four bodily fluids 
called humours.
											To correct the balance of these fluids, 
doctors employed dangerous treatments
											like bloodletting and purging.
											Informed by his poor understanding 
of the circulatory system,
											Galen was a strong proponent 
of these treatments,
											despite their sometimes lethal 
consequences.
									","
											Toutefois, ces expériences audacieuses ont
aussi conduit à des méprises monumentales.
											Galien n'a jamais compris que le sang
circule continuellement dans le corps.
											Il pensait au contraire que le foie
produisait du sang sans cesse,
											et que le sang s'épuisait totalement
sur son chemin vers les organes.
											Galien a aussi assis la théorie
populaire des quatre humeurs.
											Hippocrate en est à l'origine,
des siècles auparavant.
											Selon cette hypothèse erronée,
la plupart des problèmes de santé
											sont dus au déséquilibre entre les quatre
fluides corporels appelés humeurs.
											Les médecins appliquaient des traitements
dangereux pour rééquilibrer les humeurs,
											les saignées ou les purgations.
											A cause de sa pauvre compréhension
du système circulatoire,
											Galien fut un fervent partisan
de ces traitements
											en dépit de leurs conséquences
parfois mortelles.
									","
											Mas estas experiências selvagens
											também produziram
equívocos extraordinários.
											Galeno nunca percebeu que o sangue
circulava continuamente pelo corpo.
											Pelo contrário, pensava que o fígado
estava sempre a produzir sangue,
											que se esgotava totalmente
numa única viagem até aos órgãos.
											Também se atribui a Galeno
											a confirmação da popular teoria
dos Quatro Humores.
											Introduzida por Hipócrates séculos antes,
											esta hipótese incorreta atribuía
a maioria dos problemas médicos
											ao desequilíbrio de quatro fluidos
corporais, chamados humores.
											Para corrigir o equilíbrio desses fluidos,
os médicos usavam tratamentos perigosos,
											como as sangrias e as purgas.
											Influenciado pela sua compreensão
errada do sistema circulatório,
											Galeno era um defensor fervoroso
destes tratamentos,
											apesar das suas consequências,
por vezes letais.
									","
											Ancak tüm bu çılgınca deneyler beraberinde
olağanüstü yanlış kanılara da neden oldu.
											Galen kanın vücutta sürekli devir
yaptığını hiçbir zaman fark etmedi.
											Onun yerine, karaciğerin sürekli 
sonsuz bir kan stoğu ürettiğine inandı,
											bu stok organlara olan 
tek yön gezide tamamen tükeniyordu.
											Galen ayrıca popüler Humoral Patoloji
Teorisi'ni sağlamlaştırmakla da biliniyor.
											Yüzyıllar önce Hipokrat tarafından ortaya
atılan bu yanlış hipotez
											birçok tıbbi sorunu
											humoral denilen dört vücut 
sıvısındaki dengesizliğe dayandırıyordu.
											Doktorlar bu sıvıların 
dengesini düzeltmek için
											kan almak ve kusmak gibi
tehlikeli tedaviler uyguladı.
											Dolaşım sistemi hakkında
az bilgisi olan Galen,
											bazen ölümcül sonuçları 
olmasına rağmen
											bu tedavilerin güçlü bir destekçisiydi.
									",Ancient Rome's most notorious doctor,Ramon Glazov,4:54,"ancient world,TED-Ed,human body,animation,medicine,science,physiology,medical research,innovation,education,health,health care,healthcare,public health,Surgery"
