fr,en,de,es,title,speaker,duration,tags
"
","
","
","
",Aid versus trade,Ngozi Okonjo-Iweala,22:10,"economics,entrepreneur,global issues,health care,investment,philanthropy,women,women in business,global development,Africa,business"
"
											C'est très, très difficile de conclure —
											de parler à la fin d'une conférence comme celle-ci.
											Parce que tout le monde a parlé, tout a été dit.
											Donc j'ai pensé que ce qui pourrait être utile c'est de nous rappeler
											certaines choses qui se sont passées ici,
											et ensuite peut-être de présenter certaines idées avec lesquelles nous pouvons repartir,
											et que nous pouvons faire progresser et sur lesquelles nous pouvons travailler.
											C'est ce que j'aimerais essayer de faire.
											Nous sommes venus ici en disant que nous voulions parler de ""l'Afrique: chapitre suivant"".
											Mais nous parlons de ""l'Afrique: chapitre suivant""
											parce que nous regardons l'ancien chapitre et le chapitre actuel — ce que nous voyons là —
											et nous disons que ce n'est pas tellement bon.
											La photo que je viens de vous montrer, ainsi que cette photo, de sécheresse, de mort et de maladie,
											c'est cela qu'on voit d'habitude.
											Ce que nous voulons regarder c'est ""l'Afrique: chapitre suivant.""
											Et c'est cela: un Africain en bonne santé, souriant et beau.
											Et je pense que ça vaut la peine de nous rappeler ce que nous avons entendu
											tout au long de la conférence depuis le tout premier jour,
											où j'ai entendu que toutes les statistiques importantes ont été fournies —
											qui montrent là où nous en sommes maintenant,
											comment le continent se porte beaucoup mieux.
											Et c'est important car ainsi nous avons un socle sur lequel construire.
									","
											It's very, very difficult
											to speak at the end of a conference like this,
											because everyone has spoken. Everything has been said.
											So I thought that what may be useful is to remind us
											of some of the things that have gone on here,
											and then maybe offer some ideas which we can take away,
											and take forward and work on.
											That's what I'd like to try and do.
											We came here saying we want to talk about ""Africa: the Next Chapter.""
											But we are talking about ""Africa: the Next Chapter""
											because we are looking at the old and the present chapter — that we're looking at,
											and saying it's not such a good thing.
											The picture I showed you before, and this picture, of drought, death and disease
											is what we usually see.
											What we want to look at is ""Africa: the Next Chapter,""
											and that's this: a healthy, smiling, beautiful African.
											And I think it's worth remembering what we've heard
											through the conference right from the first day,
											where I heard that all the important statistics have been given —
											about where we are now,
											about how the continent is doing much better.
											And the importance of that is that we have a platform to build on.
									","
											Es ist sehr, sehr schwierig
											am Ende einer solchen Konferenz zu sprechen
											denn alle anderen haben gesprochen. Alles wurde schon gesagt.
											Also dachte ich es wäre sinnvoll, uns noch einmal
											an einige Dinge zu erinnern, die hier dargelegt wurden,
											und schließlich ein paar Ideen zu präsentieren, die wir mitnehmen können,
											um weiter zu entwickeln und daran zu arbeiten.
											Das würde ich gerne versuchen.
											Wir kamen mit der Absicht her, über das Thema ""Afrika: Das nächste Kapitel"" zu sprechen.
											Wir reden allein deswegen schon über ""Afrika: Das nächste Kapitel"",
											weil wir das alte und das gegenwärtige Kapitel beleuchten und dabei feststellen:
											Das ist keine so gute Sache.
											Das Bild, welches ich gerade gezeigt habe und dieses Bild - ein Bild der Dürre, von Tod und Krankheit
											ist, was wir für gewöhnlich sehen.
											Wir wollen uns jetzt mit ""Afrika: Das nächste Kapitel"" befassen
											und das ist es: ein gesunder, lächelnder, schöner Afrikaner.
											Und ich denke es lohnt sich zu erinnern, was wir gehört haben
											während der Konferenz, vom ersten Tag an,
											wo ich all die wichtigen Statistiken gesehen habe, die präsentiert wurden
											über das Hier und Jetzt -
											darüber, dass es dem Kontinent heute viel besser geht.
											Und das ist deswegen so wichtig, weil wir jetzt ein Fundament haben, auf dem wir aufbauen können.
									","
											Es muy difícil hablar,
											al final de una conferencia como esta.
											Todo el mundo ha hablado. Todo está dicho.
											He pensado que lo más útil será recordar
											alguna de las cosas que se han dicho aquí.
											Así podemos extraer ideas
											en las que trabajar y sacar adelante.
											Eso es lo que quiero intentar hacer.
											Vinimos para hablar de ""África: el siguiente capítulo""
											Pero al hablar de ""África: el siguiente capítulo"":
											miramos al pasado y al presente. Lo vemos y
											decimos que no fue muy bueno.
											Estas fotos que muestran sequías, muertes y enfermedades
											es lo que solemos ver.
											Pero queremos ver ""África: el siguiente capítulo"".
											que tiene la cara de un africano sano, sonriente y guapo.
											Creo que es importante recordar lo que hemos oído
											en la conferencia desde el primer día,
											donde se dieron las estadísticas
											del momento actual
											y de lo mucho que ha mejorado el continente.
											Lo importante es que tenemos una plataforma sobre la que construir.
									",Aid versus trade,Ngozi Okonjo-Iweala,22:10,"economics,entrepreneur,global issues,health care,investment,philanthropy,women,women in business,global development,Africa,business"
"
","
","
","
",Aid versus trade,Ngozi Okonjo-Iweala,22:10,"economics,entrepreneur,global issues,health care,investment,philanthropy,women,women in business,global development,Africa,business"
"
											Donc je ne vais pas passer trop de temps —
											juste pour vous montrer, rafraîchir vos souvenirs—
											que nous sommes ici pour: ""l'Afrique: chapitre suivant"" parce que pour la première fois,
											il y a vraiment un socle sur lequel construire.
											Ça va vraiment bien pour nous —
											le continent croît à des taux dont on pensait que cela n'arriverait jamais.
											Après des décennies de croissance à 2 pour cent, nous en sommes maintenant à 5 pour cent
											et nous allons arriver — selon les projections — à 6 et même 7 pour cent.
											Et l'inflation a diminué.
											La dette extérieure — un sujet sur lequel je peux parler longtemps
											car j'ai personnellement travaillé sur une des plus grandes dettes du continent —
											a diminué de façon spectaculaire.
											Vous savez, comme vous pouvez le voir, de presque —
											de presque 50 milliards elle est descendue autour de 12 ou 13 milliards.
											Et ça c'est une énorme réussite.
									","
											So I'm not going to spend too much time —
											just to show you, refresh your memories
											that we are here for ""Africa: the Next Chapter"" because for the first time
											there really is a platform to build on.
											We really do have it going right
											that the continent is growing at rates that people had thought would not happen.
											After decades of 2 percent, we are now at 5 percent,
											and it's going to — projected — 6 and 7 percent even.
											And inflation has come down.
											External debt — something that I can tell you a long story about
											because I personally worked on one of the biggest debts on the continent —
											has come down dramatically.
											You know, as you can see,
											from almost 50 billion down to about 12 or 13 billion.
											Now this is a huge achievement.
									","
											Also werde ich jetzt nicht so viel Zeit damit verbringen -
											- nur um Ihnen das noch einmal zu zeigen und die Erinnerungen aufzufrischen,
											dass wir hier sind wegen ""Afrika: Das nächste Kapitel"" denn zum ersten Mal
											ist da wirklich ein Fundament, auf dem wir aufbauen können.
											Es passiert nun,
											dass der Kontinent sehr viel schneller wächst, als man angenommen hatte.
											Nach Jahrzehnten von 2% sind wir jetzt bei 5%
											und es wird wahrscheinlich noch auf 6% oder 7% steigen.
											Und die Inflation ist zurückgegangen.
											Auslandsverschuldung - etwas worüber ich Ihnen eine lange Geschichte erzählen kann,
											denn ich habe selbst in einem der größten Bereiche der kontinentalen Verschuldung gearbeitet -
											ist dramatisch zurückgegangen.
											Wie Sie sehen können
											von fast 50 Milliarden runter auf 12 oder 13 Milliarden.
											Das ist ein großer Erfolg.
									","
											Así que no perderé mucho tiempo
											en haceros recordar que
											estamos aquí por el siguiente capítulo, ya que es la primera vez
											que tenemos una plataforma sobre la que construir.
											Realmente tenemos una posibilidad,
											el continente está creciendo a un ritmo inimaginable.
											Décadas después, hemos pasado del 2 al 5 por ciento
											y se estima que pasaremos al 6 o incluso al 7 por ciento.
											La inflación ha disminuido.
											La deuda externa, de la que tengo mucho que contar
											pues trabajé en una de las deudas más grandes del continente,
											ha descendido drásticamente.
											Como pueden ver aquí ha descendido
											de 50 billones a 12 o 13 billones.
											Esto es un gran logro.
									",Aid versus trade,Ngozi Okonjo-Iweala,22:10,"economics,entrepreneur,global issues,health care,investment,philanthropy,women,women in business,global development,Africa,business"
"
","
","
","
",Aid versus trade,Ngozi Okonjo-Iweala,22:10,"economics,entrepreneur,global issues,health care,investment,philanthropy,women,women in business,global development,Africa,business"
"
											Vous savez, nous avons constitué des réserves. Pourquoi est-ce important?
											Parce que ça met en valeur nos économies, ça met en valeur nos devises
											et ça crée un socle sur lequel on peut planifier et construire, y compris des entreprises.
											On peut aussi affirmer que tout cela fait avancer les choses
											parce que les flux d'investissements privés ont augmenté.
											Je veux encore vous rappeler —
											je sais que vous avez déjà vu ces statistiques —
											que de presque 6 milliards nous sommes maintenant passés à environ 18 milliards.
											En 2005, les entrées en devises — je prends juste un pays, le Nigeria—
											ont monté en flèche — monté en flèche est trop exagéré,
											mais elles ont augmenté de façon spectaculaire.
											Et c'est ce qui se passe aussi dans beaucoup d'autres pays.
											Pourquoi est-ce important? Parce que cela montre la confiance.
											Que la population a maintenant confiance pour ramener —
											si votre peuple dans la diaspora ramène son argent,
											cela montre aux autres que, regardez,
											la confiance est en train de naître dans votre pays.
											Et au lieu d'une fuite de capitaux, nous avons maintenant un apport net de capitaux.
									","
											You know, we've built up reserves. Why is that important?
											It's because it shows off our economies, shows off our currencies
											and gives a platform on which people can plan and build, including businesses.
											We've also seen some evidence that all this is making a difference
											because private investment flows have increased.
											I want to remind you again —
											I know you saw these statistics before —
											from almost 6 billion we are now at about 18 billion.
											In 2005, remittances — I just took one country, Nigeria
											skyrocketing — skyrocketing is too dramatic,
											but increasing dramatically.
											And in many other countries this is happening.
											Why is this important? Because it shows confidence.
											People are now confident to bring —
											if your people in the diaspora bring their money back,
											it shows other people that, look,
											there is emerging confidence in your country.
											And instead of an outflow, you are now getting a net inflow.
									","
											Wir haben somit an Reserven gewonnen. Warum ist das wichtig?
											Es bringt unsere Wirtschaft und unsere Geldströme zur Geltung
											und bietet ein Fundament an, auf dem die Menschen planen und aufbauen können, Geschäfte mit eingeschlossen.
											Wir haben auch schon Beweise dafür gesehen, dass das alles eine Veränderung hervor bringt,
											denn privat investierende Unternehmen legen zu.
											Ich möchte Sie noch einmal daran erinnern -
											ich weiß, Sie haben diese Statistiken schon gesehen -
											von ehemals 6 Milliarden sind wir nun bei etwa 18 Milliarden.
											Finanztransfer im Jahr 2005 - ich habe nur ein Land genommen, Nigeria
											schießen raketenartig in die Höhe
											oder steigen zumindest dramatisch an.
											Das passiert in vielen Ländern.
											Warum ist das wichtig? Weil es Zuversicht zeigt.
											Die Menschen sind nun zuversichtlich genug, um -
											wenn Menschen in der Diaspora Geld zurückbringen,
											dann zeigt das Anderen, dass
											steigende Zuversicht in unserem Land herrscht.
											Und statt eines Geldabflusses bekommen wir welches hinein.
									","
											Hemos acumulado reservas. ¿Y por qué es importante?
											Porque respalda a nuestras economías y monedas
											y nos da la plataforma para construir y crear empresas.
											También vemos indicios de que todo esto está marcando la diferencia,
											pues la inversión privada ha aumentado.
											Quisiera volver a recordarles...
											Sé que ya han visto estas estadísticas.
											Hemos pasado de 6 a 18 billones.
											En 2005, sólo en Nigeria, las transferencias
											como ven la subida es espectacular
											y continúa aumentando drásticamente.
											Esto también ocurre en muchos otros países.
											¿Por qué es importante? Demuestra confianza.
											Ahora la geste confía y trae...
											Si su gente en la diáspora trae el dinero,
											demuestra a otros que, miren,
											hay una confianza emergente en tu país.
											y así, el dinero en lugar de salir comienza a entrar.
									",Aid versus trade,Ngozi Okonjo-Iweala,22:10,"economics,entrepreneur,global issues,health care,investment,philanthropy,women,women in business,global development,Africa,business"
"
","
","
","
",Aid versus trade,Ngozi Okonjo-Iweala,22:10,"economics,entrepreneur,global issues,health care,investment,philanthropy,women,women in business,global development,Africa,business"
"
											Et pourquoi tout cela est-il important? De devoir aller vite?
											Il est important que nous construisions ce socle,
											que nous ayons le président, Kikwete, et d'autres dirigeants qui disent,
											""Regardez, nous devons agir différemment.""
											Parce que nous sommes confrontés à un défi.
											62 pour cent de notre population a moins de 24 ans.
											Qu'est-ce que cela signifie?
											Cela signifie que nous devons nous concentrer sur la façon dont notre jeunesse
											va s'engager dans des activités productives dans la vie.
											Il faut se concentrer sur comment créer des emplois,
											s'assurer qu'ils ne tombent pas malade, qu'ils reçoivent une éducation.
											Mais plus que tout, qu'ils s'engagent dans la vie de façon productive,
											et qu'ils créent le genre d'environnement productif
											dans nos pays qui permet de faire avancer les choses.
											Et vous savez, pour soutenir cela, je viens juste de —
											une des choses que j'ai faites depuis que j'ai quitté le gouvernement
											a été de démarrer un institut de sondage d'opinion au Nigéria.
											Dans la plupart de nos pays, il n'y a même pas de sondages d'opinion.
											Les gens ne s'expriment pas.
											Il n'y a aucun moyen de savoir ce que les gens veulent.
									","
											Now, why is all this important, to have to go really fast?
											It's important that we build this platform,
											that we have the president, Kikwete, and others of our leaders who are saying,
											""Look, we must do something different.""
											Because we are confronted with a challenge.
											62 percent of our population is below the age of 24.
											What does this mean?
											This means that we have to focus on how our youth
											are going to be engaged in productive endeavor in their lives.
											You have to focus on how to create jobs,
											make sure they don't fall into disease, and that they get an education.
											But most of all that they are productively engaged in life,
											and that they are creating the kind of productive environment
											in our countries that will make things happen.
											And to support this, I just recently —
											one of the things I've done since leaving government
											is to start an opinion research organization in Nigeria.
											Most of our countries don't even have any opinion research.
											People don't have voice.
											There is no way you can know what people want.
									","
											Warum ist es so wichtig, dass es schnell geht?
											Es ist wichtig, dieses Fundament zu schaffen,
											dass wir den Präsidenten, Kikwete, haben und andere führende Politiker, die sagen:
											""Schaut, wir müssen etwas anders machen.""
											Denn wir stehen vor einer Herausforderung.
											62% unserer Bevölkerung sind jünger als 24 Jahre.
											Was heißt das?
											Das heißt, wir müssen uns darauf konzentrieren, wie unsere Jugend
											diese produktiven Bemühungen in ihr Leben integrieren wird.
											Man muss sich auf die Beschaffung von Arbeitsplätzen konzentrieren,
											sicherstellen, dass keine Krankheiten ausbrechen und sie zur Schule schicken.
											Aber vor allem müssen sie produktiv in ihr Leben eingebunden sein,
											und eine Art produktive Umwelt schaffen
											in unseren Ländern, damit die Dinge erledigt werden können.
											Um dies zu unterstützen, habe ich letztens -
											eines der Dinge, die ich gemacht habe, seit ich aus der Regierung ausgetreten bin,
											ist, eine Meinungsumfrage-Organisation in Nigeria ins Leben zu rufen.
											Die meisten unserer Länder haben überhaupt keine Meinungsumfragen.
											Die Menschen haben keine Stimme.
											So hat man keine Möglichkeit, zu erfahren, was die Menschen wollen.
									","
											¿Por qué es importante hacerlo tan rápido?
											Construir la plataforma es importante,
											y escuchar al presidente Kikwete y otros líderes que dicen:
											""Tenemos que hacer algo diferente""
											porque nos enfrentamos a un reto.
											El 62 por ciento de la población tiene menos de 24 años.
											¿Qué significa esto?
											Que tenemos que centrarnos en cómo la juventud
											se involucrará de forma productiva en la vida.
											Centrémonos en cómo crear empleo,
											en que no enfermen y en su educación.
											Y sobre todo, en que hagan algo provechoso en la vida
											y en que crean un ambiente productivo
											en nuestros países, que hará que las cosas cambien.
											Para apoyar esta causa, una de las cosas
											que he hecho tras dejar el gobierno
											es fundar una organización de estudios de opinión pública en Nigeria.
											La mayoría de los países no tiene estudios de opinión.
											La gente no tiene voz.
											No hay forma de saber lo que quieren.
									",Aid versus trade,Ngozi Okonjo-Iweala,22:10,"economics,entrepreneur,global issues,health care,investment,philanthropy,women,women in business,global development,Africa,business"
"
","
","
","
",Aid versus trade,Ngozi Okonjo-Iweala,22:10,"economics,entrepreneur,global issues,health care,investment,philanthropy,women,women in business,global development,Africa,business"
"
											Une des choses que nous leur avons demandées récemment était de nommer leur plus grand problème.
											Comme dans tous les autres pays où cela a été fait,
											l'emploi est le plus grand problème.
											Je veux laisser ça là haut et y revenir plus tard.
											Mais avant que j'en arrive à cette diapositive, je voulais juste récapituler cela avec vous.
											Et dire que pour moi, l'étape suivante de la construction de ce socle
											qui nous permet maintenant d'avancer —
											et nous ne devons pas prendre cela à la légère.
											Il y a seulement 5, 6 ou 7 ans —
											nous ne pouvions même pas parler du chapitre suivant parce que nous étions dans l'ancien chapitre.
											Nous n'allions nulle part.
											Les économies ne croissaient pas.
											Nous avions une croissance par habitant négative.
											Le cadre et les fondations microéconomiques pour pouvoir avancer
											n'existaient même pas.
											Donc n'oublions pas que ça a été difficile de construire cela,
											y compris tout ce que nous avons essayé de faire au Nigéria, et à quoi Dele a fait référence.
											Créer notre propre programme pour résoudre nos problèmes, comme lutter contre la corruption,
											construire des institutions, stabiliser la microéconomie.
									","
											One of the things we asked them recently was what's their top issue.
											Like in every other country where this has been done,
											jobs is the top issue.
											I want to leave this up here and come back to it.
											But before I get to this slide, I just wanted to run you through this.
											And to say that for me, the next stage of building this platform
											that now enables us to move forward —
											and we mustn't make light of it.
											It was only 5, 6, 7 years ago
											we couldn't even talk about the next chapter, because we were in the old chapter.
											We were going nowhere.
											The economies were not growing.
											We were having negative per capita growth.
											The microeconomic framework and foundation for moving forward
											was not even there.
											So let's not forget that it's taken a lot to build this,
											including all those things that we tried to do in Nigeria that Dele referred to.
											Creating our own program to solve problems, like fighting corruption,
											building institutions, stabilizing the micro economy.
									","
											Eine der Fragen, die wir ihnen vor Kurzem stellten, war die Frage nach ihrem Hauptanliegen.
											Wie in jedem Land, in dem diese Umfragen durchgeführt werden,
											sind Arbeitsplätze das Top-Thema.
											Ich möchte das so stehen lassen und später darauf zurück kommen.
											Bevor ich weiter mache, möchte ich Sie noch auf etwas anderes hinweisen
											und Ihnen mitteilen, dass meiner Meinung nach die nächste Stufe dieses Fundaments
											welches uns nun ermöglicht, weiter zu schreiten -
											und das dürfen wir nicht unterschätzen.
											Es ist nur 5, 6, 7 Jahre her,
											da konnten wir noch nicht über das neue Kapitel reden, denn wir steckten im alten fest.
											Das führte nirgendwo hin.
											Die Wirtschaft wuchs nicht.
											Das Wachstum des Pro-Kopf-Einkommens war negativ.
											Der mikro-ökonomische Rahmen und Grundlage erweiterte sich nicht,
											war nicht einmal da.
											Lassen Sie uns nicht vergessen, dass es viel bedarf um dies aufzubauen
											all die Dinge, die wir in Nigeria versucht haben, auf die sich Dele bezog, mit eingeschlossen.
											Unsere eigenen Lösungen zu finden, um Probleme wie Korruption zu lösen,
											Institutionen aufbauen, die Mikro-Ökonomie stabilisieren.
									","
											Les preguntamos qué era lo que más les preocupaba.
											Y al igual que en el resto de países,
											el trabajo es la primera preocupación.
											Me detendré aquí para luego retomarlo.
											Antes de ver esta diapo quiero contarles algo.
											Para mí, el siguiente paso tras construir la plataforma,
											que hoy nos permite avanzar
											y a la que no hay que restarle importancia.
											Hace apenas 5, 6, o 7 años,
											ni podíamos hablar del siguiente capítulo pues estábamos en el anterior.
											Íbamos hacia ninguna parte.
											Nuestras economías no crecían.
											El crecimiento per capita era negativo
											El marco microeconómico y los cimientos para salir adelante
											no existían.
											No olvidemos que ha costado mucho construir esto,
											incluidas las cosas que intentamos hacer en Nigeria.
											Implantamos un programa para solucionar problemas como la corrupción,
											creamos instituciones y estabilizamos la microeconomía.
									",Aid versus trade,Ngozi Okonjo-Iweala,22:10,"economics,entrepreneur,global issues,health care,investment,philanthropy,women,women in business,global development,Africa,business"
