en,fr,pt,es,de,title,speaker,duration,tags
"
","
","
","
","
",How we can find ourselves in data,Giorgia Lupi,11:13,"algorithm,communication,collaboration,data,art,design,humanity,media,personal growth,visualizations,statistics,TEDNYC"
"
											This is what my last week looked like.
											What I did,
											who I was with,
											the main sensations I had
for every waking hour ...
											If the feeling came as I thought of my dad
											who recently passed away,
											or if I could have just definitely
avoided the worries and anxieties.
											And if you think I'm a little obsessive,
											you're probably right.
											But clearly, from this visualization,
											you can learn much more about me
than from this other one,
											which are images you're
probably more familiar with
											and which you possibly even have
on your phone right now.
											Bar charts for the steps you walked,
											pie charts for the quality
of your sleep —
											the path of your morning runs.
									","
											Voici à quoi a ressemblé ma semaine.
											Ce que j'ai fait,
											avec qui,
											mes sentiments principaux
pour chaque heure éveillée...
											si j'avais pensé à mon père
											qui vient de décéder récemment,
											ou si j'avais pu éviter
les soucis, l'anxiété.
											Si vous me trouvez un peu obsessive,
											vous avez probablement raison.
											Clairement, dans cette présentation,
											vous apprenez bien plus de choses
sur moi que dans cette autre,
											qui vous est probablement
plus familière,
											que vous trouvez peut-être même
sur votre téléphone.
											Des histogrammes
pour le nombre de pas,
											des camemberts 
pour la qualité de votre sommeil —
											votre parcours de jogging matinal.
									","
											O meu fim de semana passado 
teve este aspeto.
											O que fiz,
											com quem estive,
											as principais sensações que tive
sempre que estava acordada...
											Se o sentimento surgia
quando pensava no meu pai,
											que morreu há pouco tempo,
											ou se podia ter evitado 
as preocupações e ansiedades.
											E se acham que sou um pouco obsessiva,
											provavelmente têm razão.
											Mas, claramente,
a partir desta visualização,
											podem aprender muito mais sobre mim 
do que a partir desta outra,
											cujas imagens provavelmente
vos são mais familiares
											e que talvez tenham no telemóvel,
neste preciso momento.
											Gráficos de barras
sobre os passos que deram,
											gráficos circulares 
sobre a qualidade do sono,
											o percurso das corridas matinais.
									","
											Aquí pueden ver cómo fue mi semana pasada.
											Lo que hice,
											con quién estuve,
											las principales sensaciones 
que tuve durante el día...
											Si el sentimiento se produjo
pensando en mi padre
											que falleció hace poco,
											o si hubiera podido evitar por completo
las preocupaciones y ansiedades.
											Si creen que soy un poco obsesiva,
											probablemente tengan razón.
											Pero lo cierto es que al ver esto
											podrán conocerme mucho mejor
que al ver esto otro,
											que es a lo que probablemente
estén más acostumbrados
											y que posiblemente tengan
en sus teléfonos ahora.
											Gráficas de barras
que cuentan tus pasos,
											circulares para la calidad de tu sueño,
											tu trayectoria al correr temprano.
									","
											So sah meine letzte Woche aus.
											Was ich gemacht habe,
											mit wem ich zusammen war,
											was ich in jeder wachen Stunde 
hauptsächlich gefühlt habe ...
											Wenn ich an meinen Vater gedacht habe,
											der vor Kurzem gestorben ist
											oder ob ich definitiv Sorgen
und Ängste hätte vermeiden können.
											Wenn Sie denken,
ich sei ein wenig obsessiv,
											dann stimmt das wohl.
											Sicher ist, dass Sie
aus dieser Darstellung
											mehr über mich erfahren,
als aus der anderen,
											mit Bildern, die Ihnen
wohl vertrauter sind,
											die Sie wahrscheinlich sogar
auf Ihrem Handy haben.
											Balkendiagramme Ihrer Schritte,
											Tortendiagramme Ihrer Schlafqualität —
											die Wege Ihrer morgendlichen Läufe.
									",How we can find ourselves in data,Giorgia Lupi,11:13,"algorithm,communication,collaboration,data,art,design,humanity,media,personal growth,visualizations,statistics,TEDNYC"
"
","
","
","
","
",How we can find ourselves in data,Giorgia Lupi,11:13,"algorithm,communication,collaboration,data,art,design,humanity,media,personal growth,visualizations,statistics,TEDNYC"
"
											In my day job, I work with data.
											I run a data visualization design company,
											and we design and develop ways
to make information accessible
											through visual representations.
											What my job has taught me over the years
											is that to really understand data
and their true potential,
											sometimes we actually
have to forget about them
											and see through them instead.
											Because data are always
just a tool we use to represent reality.
											They're always used
as a placeholder for something else,
											but they are never the real thing.
									","
											Pour mon métier, 
je travaille avec des données.
											Je dirige un studio 
de visualisation de données,
											nous concevons, développons
des moyens d'accéder à l'information
											par des représentations visuelles.
											Ce que m'a appris ce travail
											est que pour comprendre réellement
les données, leur véritable potentiel,
											nous devons parfois,
vraiment, les oublier,
											voir plutôt à travers elles.
											Parce que les données ne sont qu'un outil
servant à représenter la réalité.
											Elles sont toujours utilisées
comme le support d'autre chose,
											elles ne sont jamais la réalité.
									","
											No meu emprego diário, 
trabalho com dados.
											Tenho uma empresa 
de ""design"" de visualização de dados.
											Concebemos e desenvolvemos
formas de tornar a informação acessível
											através de representações visuais.
											O que o meu trabalho me ensinou, 
ao longo dos anos,
											é que, para realmente compreender dados 
e o seu verdadeiro potencial,
											por vezes, temos de nos esquecer deles
											e, em vez disso, ver através deles.
											Porque os dados são sempre
apenas uma ferramenta
											para representar a realidade.
											São sempre usados 
como substituto de outra coisa qualquer
											mas nunca são a realidade.
									","
											En mi día a día, trabajo con datos.
											Tengo una compañía
de diseño de visualización de datos
											donde ideamos y creamos métodos
que hacen accesible la información
											mediante representaciones visuales.
											Lo que me ha enseñado
mi trabajo en estos años
											es que para comprender los datos
y su verdadero potencial,
											a veces tenemos que dejarlos de lado
											y mejor ver a través de ellos.
											Porque los datos son solo un medio
que usamos para plasmar la realidad.
											Siempre se usan
como sustitutivos de algo,
											pero no son lo real.
									","
											In meinem Hauptberuf 
arbeite ich mit Daten.
											Ich führe ein Unternehmen
für Datenvisualisierungen.
											Wir entwerfen und entwickeln 
zugängliche Darstellungsformen
											mit visuellen Mitteln.
											Was mir meine Tätigkeit
über die Jahre gelehrt hat, ist,
											dass man Daten und ihr wahres Potential
erst dann versteht,
											wenn man sie erstmal vergisst
											und zunächst durch sie hindurchschaut.
											Denn Daten sind bloß ein Werkzeug,
um die Realität abzubilden.
											Sie werden immer als Platzhalter
für etwas anderes benutzt.
											Sie sind nie das Ding an sich.
									",How we can find ourselves in data,Giorgia Lupi,11:13,"algorithm,communication,collaboration,data,art,design,humanity,media,personal growth,visualizations,statistics,TEDNYC"
"
","
","
","
","
",How we can find ourselves in data,Giorgia Lupi,11:13,"algorithm,communication,collaboration,data,art,design,humanity,media,personal growth,visualizations,statistics,TEDNYC"
"
											But let me step back for a moment
											to when I first understood
this personally.
											In 1994, I was 13 years old.
											I was a teenager in Italy.
											I was too young
to be interested in politics,
											but I knew that a businessman,
Silvio Berlusconi,
											was running for president
for the moderate right.
											We lived in a very liberal town,
											and my father was a politician
for the Democratic Party.
											And I remember that no one thought
that Berlusconi could get elected —
											that was totally not an option.
											But it happened.
											And I remember the feeling very vividly.
											It was a complete surprise,
											as my dad promised that in my town
he knew nobody who voted for him.
									","
											Mais revenons en arrière,
											à la première fois où je l'ai compris.
											En 1994, j'avais 13 ans.
											J'étais une adolescente en Italie.
											J'étais trop jeune 
pour m'intéresser à la politique,
											je savais qu'un homme d'affaires,
Silvio Berlusconi,
											était le candidat de la droite
à l'élection présidentielle.
											Nous vivions dans une ville très libérale
											et mon père était un politicien
du parti démocrate.
											Et je me souviens que personne ne croyait
que Berlusconi pouvait être élu —
											ce n'était pas une option.
											Mais c'est arrivé.
											Je me souviens 
parfaitement de ce sentiment.
											C'était une surprise complète,
											mon père avait juré qu'en ville,
personne n'allait voter pour lui.
									","
											Mas deixem-me voltar atrás,
											ao momento em que eu
entendi isto pela primeira vez.
											Em 1994, tinha 13 anos.
											Era uma adolescente em Itália.
											Era demasiado nova
para me interessar por política,
											mas sabia que um empresário,
Silvio Berlusconi,
											era candidato à presidência
pela direita moderada.
											Vivíamos numa cidade muito liberal,
											o meu pai era político,
do Partido Democrata.
											Lembro-me que ninguém achava 
que Berlusconi podia ser eleito:
											isso era impossível.
											Mas aconteceu.
											Lembro-me vivamente dessa sensação.
											Foi uma surpresa total,
											pois o meu pai garantia que, na cidade,
não havia ninguém que tivesse votado nele.
									","
											Me remontaré un momento
											a cuando lo comprendí de primera mano.
											Fue en 1994, tenía 13 años.
											Era una adolescente en Italia.
											Demasiado joven
como para interesarme en política,
											pero sí sabía que un empresario,
Silvio Berlusconi,
											era el candidato de la derecha
moderada a la presidencia
											Vivíamos en una ciudad muy liberal
											y mi padre era político
en el Partido Democrático.
											Recuerdo que nadie creía
que Berlusconi pudiera ganar.
											No parecía para nada posible.
											Pero ganó.
											Y recuerdo perfectamente lo que sentí.
											Fue una sorpresa total;
											mi padre juraba no conocer a nadie
que hubiese votado por él en mi ciudad.
									","
											Lassen Sie mich etwas weiter ausholen,
											nämlich zu dem Moment,
als ich das für mich selbst verstand.
											Im Jahr 1994, mit 13.
											Ich war ein Teenager in Italien.
											Ich war zu jung, um mich
für Politik zu interessieren,
											dennoch wusste ich,
dass ein Geschäftsmann, Silvio Berlusconi,
											für die moderaten Rechte kandidierte.
											Wir wohnten in einer sehr liberalen Stadt.
											Mein Vater war ein Politiker 
der Demokratischen Partei.
											Keiner dachte, dass Berlusconi
gewählt werden könnte —
											das war ein Ding der Unmöglichkeit.
											Aber es geschah.
											Ich erinnere mich genau an dieses Gefühl.
											Es war eine komplette Überraschung,
											da mein Vater keinen in meiner Stadt 
kannte, der ihn wählen würde.
									",How we can find ourselves in data,Giorgia Lupi,11:13,"algorithm,communication,collaboration,data,art,design,humanity,media,personal growth,visualizations,statistics,TEDNYC"
"
","
","
","
","
",How we can find ourselves in data,Giorgia Lupi,11:13,"algorithm,communication,collaboration,data,art,design,humanity,media,personal growth,visualizations,statistics,TEDNYC"
"
											This was the first time
											when the data I had gave me
a completely distorted image of reality.
											My data sample was actually
pretty limited and skewed,
											so probably it was because of that,
I thought, I lived in a bubble,
											and I didn't have enough chances
to see outside of it.
									","
											Pour la première fois,
											mes données présentaient une image
entièrement fausse de la réalité.
											Mon échantillon était vraiment
assez limité et biaisé,
											donc ça devait être ça,
je vivais dans une bulle,
											je n'avais pas assez l'occasion
d'en voir l'extérieur.
									","
											Foi a primeira vez
											que os dados ao meu dispor
											me deram uma imagem
totalmente distorcida da realidade.
											Na verdade, a minha amostra de dados
era bastante limitada e parcial.
											Provavelmente foi por causa disso
que pensei que vivia numa bolha
											e não tinha oportunidades 
de ver o exterior.
									","
											Por primera vez,
											los datos que tenía me ofrecieron
un visión distorsionada de la realidad.
											Lo cierto es que mi muestra de datos
era bastante limitada y sesgada
											así que pensé que se debía
a que vivía en una burbuja
											y que tenía pocas posibilidades
de ver fuera de ella.
									","
											Es war das erste Mal,
											dass mir die Daten ein vollkommen
verzerrtes Bild der Realität zeigten.
											Meine Datenproben waren
stark eingeschränkt und verzerrt.
											Deshalb dachte ich auch, 
dass ich in einer Blase lebe,
											ohne genügend Möglichkeiten
nach außen zu blicken.
									",How we can find ourselves in data,Giorgia Lupi,11:13,"algorithm,communication,collaboration,data,art,design,humanity,media,personal growth,visualizations,statistics,TEDNYC"
"
","
","
","
","
",How we can find ourselves in data,Giorgia Lupi,11:13,"algorithm,communication,collaboration,data,art,design,humanity,media,personal growth,visualizations,statistics,TEDNYC"
"
											Now, fast-forward to November 8, 2016
											in the United States.
											The internet polls,
											statistical models,
											all the pundits agreeing on a possible
outcome for the presidential election.
											It looked like we had
enough information this time,
											and many more chances to see outside
the closed circle we lived in —
											but we clearly didn't.
											The feeling felt very familiar.
											I had been there before.
											I think it's fair to say
the data failed us this time —
											and pretty spectacularly.
											We believed in data,
											but what happened,
											even with the most respected newspaper,
											is that the obsession to reduce everything
to two simple percentage numbers
											to make a powerful headline
											made us focus on these two digits
											and them alone.
											In an effort to simplify the message
											and draw a beautiful,
inevitable red and blue map,
											we lost the point completely.
											We somehow forgot
that there were stories —
											stories of human beings
behind these numbers.
									","
											Avançons jusqu'au 8 novembre 2016
											aux États-Unis.
											Les sondages Internet,
											les modèles statistiques,
											tous les experts étaient d'accord
sur le résultat probable de l'élection.
											Nous disposions d'assez
d'informations cette fois,
											de bien plus d'occasions de voir 
à l'extérieur de notre petit milieu —
											mais ce n'était pas vrai.
											Ce sentiment m'a semblé très familier.
											J'avais déjà connu ça.
											Il est juste de dire
que les données nous ont trahis —
											spectaculairement.
											Nous croyions aux données,
											mais ce qu'il s'est passé,
											même dans les journaux les plus respectés,
											c'est que dans l'obsession de tout ramener
à deux simples pourcentages
											pour faire un titre accrocheur
											nous n'avons plus vu
que ces deux chiffres,
											qu'eux seuls.
											Pour simplifier le message
											et dessiner une belle, inévitable,
carte rouge et bleue,
											nous nous sommes
complètement fourvoyés.
											Nous avons oublié
qu'il y a des histoires —
											des histoires d'êtres humains
derrière ces chiffres.
									","
											Passemos para 8 de novembro de 2016,
											nos Estados Unidos da América.
											As sondagens na Internet,
os modelos estatísticos,
											todos os comentadores concordavam
											num resultado possível
para as eleições presidenciais.
											Parecia que, desta vez,
tínhamos informação suficiente
											e mais oportunidades de ver
o exterior do círculo em que vivíamos,
											mas claramente não tínhamos.
											Foi uma sensação muito familiar.
											Eu já tinha passado por isso.
											Acho que é justo dizer que
desta vez os dados nos traíram
											de maneira espetacular.
											Acreditámos nos dados,
											mas o que aconteceu,
											mesmo nos jornais mais respeitados,
											foi que a obsessão em reduzir tudo 
a duas percentagens simples
											de maneira a fazer um cabeçalho poderoso,
											fez com que nos focássemos 
nesses dois números
											e em mais nada.
											Numa tentativa de simplificar a mensagem
											e criar um mapa vermelho e azul,
bonito e inevitável,
											escapou-nos completamente o essencial.
											Esquecemo-nos de que havia histórias:
											histórias de seres humanos
por trás dos números.
									","
											Ahora vayamos al 8 de noviembre de 2016,
											Estados Unidos.
											Encuestas de internet,
											modelos estadísticos,
											acuerdo unánime de expertos
sobre las elecciones presidenciales.
											Parecía que disponíamos
de suficiente información
											y más oportunidades de salir
del círculo cerrado en el que vivíamos,
											pero no fue así.
											El sentimiento me era muy familiar.
											Ya había vivido esa situación.
											Creo que es justo decir
que esta vez los datos nos fallaron
											y de manera espectacular.
											Creímos en los datos,
											pero lo que pasó,
											incluso en los periódicos más serios,
											es que la obsesión por reducir
todo a dos simples porcentajes
											para conseguir un titular impactante
											noz hizo centrarnos en esas dos cifras
											y nada más.
											En un esfuerzo por simplificar el mensaje
											y crear un mapa azul y rojo,
bonito e inequívoco
											perdimos el rumbo por completo.
											De algún modo, olvidamos
que había historias,
											historias humanas tras esas cifras.
									","
											Spulen wir jetzt zum
8. November 2016 in den USA vor.
											Die Internetbefragungen,
											die Statistikmodelle,
											all die Experten, die sich über ein 
gewisses Wahlergebnis einig waren.
											Dieses Mal hatten wir 
scheinbar genug Infos
											und viel mehr Gelegenheiten außerhalb
unseres geschlossenen Kreises zu blicken,
											aber offensichtlich doch nicht.
											Das Gefühl war mir allzu vertraut.
											Ich kannte es.
											Leider stimmt es, die Daten
haben dieses Mal versagt —
											und zwar grandios.
											Wir vertrauten den Daten,
											aber was geschehen war,
											auch mit den angesehensten Zeitungen,
											ist dieses obsessive Reduzieren
von Allem auf zwei simple Prozentzahlen,
											um starke Schlagzeilen zu liefern,
											darum betrachteten wir 
nur diese zwei Ziffern,
											nur diese allein.
											Um die Botschaft 
möglichst einfach darzustellen
											und eine wunderschöne
rot-blaue Karte zu zeigen,
											verfehlten wir komplett das Ziel.
											Irgendwie vergaßen wir
dabei die Geschichten
											der Menschen hinter den Zahlen.
									",How we can find ourselves in data,Giorgia Lupi,11:13,"algorithm,communication,collaboration,data,art,design,humanity,media,personal growth,visualizations,statistics,TEDNYC"
