es,tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
","Fighting viruses, defending the net",Mikko Hypponen,17:34,"Internet,TEDx,computers,crime,global issues,technology,virus"
"
											Amo Internet.
											En serio.
											Piensen en todo lo que nos ha brindado.
											Piensen en todos los servicios que utilizamos,
											en la conectividad,
											en todo el entretenimiento,
											los negocios y el comercio.
											Y todo eso está sucediendo durante nuestra existencia.
											Estoy bastante seguro de que algún día,
											cuando escriban libros de historia
											de aquí a cientos de años... esta época,
											nuestra generación, será recordada
											como la que se conectó en línea,
											la generación
											que construyó algo genuinamente global.
											Pero claro, también es cierto
											que Internet tiene problemas, problemas muy graves:
											Problemas de seguridad
											y problemas de privacidad.
											He pasado toda mi carrera
											luchando contra estos problemas.
									","
											Internet'i seviyorum.
											Doğru
											Bize getirdiği herşeyi düşünün.
											Kullandığımız servisleri düşünün,
											tüm bağlantıyı
											tüm eğlenceyi
											tüm iş ve ticareti.
											ve hepsi de bizim yaşam süremizde oluyor.
											Oldukça eminim ki, bir gün
											tarih kitapları yazacağız.
											Bundan yüzlerce yıl sonra. Bu sefer
											bizim neslimiz
											online olan nesil olarak anılacak.
											Gerçekten küresel bir şey yapan
											nesil.
											Ama evet, aynı zamanda doğru
											Internet'in problemleri var, çok ciddi problemler
											güvenlikle ilgili problemler
											ve gizlilik ile ilgili problemler.
											Tüm kariyerimi
											bu problemlerle savaşarak geçirdim.
									","
											I love the Internet.
											It's true.
											Think about everything it has brought us.
											Think about all the services we use,
											all the connectivity,
											all the entertainment,
											all the business, all the commerce.
											And it's happening during our lifetimes.
											I'm pretty sure that one day
											we'll be writing history books
											hundreds of years from now. This time
											our generation will be remembered
											as the generation that got online,
											the generation
											that built something really and truly global.
											But yes, it's also true
											that the Internet has problems, very serious problems,
											problems with security
											and problems with privacy.
											I've spent my career
											fighting these problems.
									","
											J'aime internet.
											C'est vrai.
											Réfléchissez à tout ce qu'il nous a apporté.
											Réfléchissez à tous les services que nous utilisons,
											toute la connectivité,
											tout les divertissements,
											toutes les affaires, tout le commerce.
											Et ça se passe de notre vivant.
											Je suis sûr qu'un jour,
											nous écrirons des livres d'histoire
											dans des centaines d'années, cette époque
											on se souviendra de notre génération
											comme de la génération qui est allée en ligne,
											la génération
											qui a construit quelque chose de vraiment mondial.
											Mais oui, il est vrai aussi
											qu'Internet a des problèmes, des problèmes très graves,
											des problèmes de sécurité
											et des problèmes de confidentialité.
											J'ai passé ma carrière
											à combattre ces problèmes.
									","
											Ich liebe das Internet.
											Wirklich.
											Denken Sie an all die Dinge, die es uns gebracht hat.
											Denken Sie an all die Dienste, die wir benutzen,
											all die Konnektivität,
											all die Unterhaltung,
											all die Geschäfte, all den Handel.
											Und es passiert jetzt, zu unserer Lebenszeit.
											Ich bin mir ziemlich sicher, dass wir eines Tages
											Geschichtsbücher schreiben werden,
											in einigen hundert Jahren.
											Dann wird man sich an unsere Generation erinnern
											als die Generation, die online ging,
											die Generation,
											die etwas wirklich Globales schuf.
											Aber es stimmt auch,
											dass das Internet Probleme hat, sehr ernste Probleme,
											Sicherheitsprobleme
											und Datenschutzprobleme.
											Ich verbringe meine Karriere damit,
											diese Probleme zu bekämpfen.
									","Fighting viruses, defending the net",Mikko Hypponen,17:34,"Internet,TEDx,computers,crime,global issues,technology,virus"
"
","
","
","
","
","Fighting viruses, defending the net",Mikko Hypponen,17:34,"Internet,TEDx,computers,crime,global issues,technology,virus"
"
											Voy a mostrarles algo.
											Esto
											es Brain.
											Esto es un disquete
											de 5¼ pulgadas
											infectado con Brain.A.
											Este el primer virus que descubrimos
											para computadoras PC.
											Y de hecho sabemos
											de dónde salió Brain.
											Lo sabemos porque lo dice
											dentro de su código.
											Veámoslo juntos.
											Muy bien.
											Ese es el sector de arranque de un disquete infectado
											Si miramos de cerca,
											justo aquí vemos
											que dice ""Bienvenidos al calabozo"".
											Y continúa
											diciendo, 1986, Basit y Amjad.
											Basit y Amjad son nombres propios,
											pakistaníes.
											Es más, hay un número telefónico y una dirección en Pakistán.
									","
											Dolayısı ile size bir şey göstereyim.
											Buradaki şey
											""Brain""
											Bu bir disket
											beş çeyrek inçlik
											Brian A bulaşmış bir disket
											Bu PC bilgisayarlar için olan
											bulduğumuz ilk virüs.
											Ve aslında Brain'in
											nereden geldiğini biliyoruz.
											Biliyoruz, çünkü
											kodun içinde yazıyor.
											Bir göz atalım.
											Pekala.
											Bu enfekte olmuş bir disketin açılış kesimi
											Ve eğer biraz daha yakından bakarsak
											tam burada
											""Zindan'a hoş geldiniz"" diyor.
											Ve devam ediyor
											1986, Basit ve Amjad
											ve Basit ve Amjad isimler
											Pakistanlı isimler
											Hatta, Pakistan'da bir adres ve telefon numarası var.
									","
											So let me show you something.
											This here
											is Brain.
											This is a floppy disk
											— five and a quarter-inch floppy disk
											infected by Brain.A.
											It's the first virus we ever found
											for PC computers.
											And we actually know
											where Brain came from.
											We know because it says so
											inside the code.
											Let's take a look.
											All right.
											That's the boot sector of an infected floppy,
											and if we take a closer look inside,
											we'll see that right there,
											it says, ""Welcome to the dungeon.""
											And then it continues,
											saying, 1986, Basit and Amjad.
											And Basit and Amjad are first names,
											Pakistani first names.
											In fact, there's a phone number and an address in Pakistan.
									","
											Alors permettez-moi de vous montrer quelque chose.
											Voici
											Brain.
											C'est une disquette,
											une disquette de 5 pouces ¼
											infectée par Brain-A.
											C'est le premier virus qui a été découvert
											pour les PC.
											Et en fait nous savons
											d'où venait Brain.
											Nous le savons parce que
											c'est spécifié dans le code.
											Regardons-ça.
											Bon.
											Voilà le secteur de boot d'une disquette infectée.
											Si nous regardons de plus près,
											nous verrons qu'ici exactement,
											on peut lire, ""Bienvenue au donjon.""
											Et ensuite ça continue,
											et on lit, 1986, Basit et Amjad.
											Et Basit et Amjad sont des prénoms,
											des prénoms Pakistanais.
											En fait, il y a un numéro de téléphone et une adresse au Pakistan.
									","
											Lassen Sie mich Ihnen etwas zeigen.
											Das hier
											ist Brain.
											Dies ist eine Datendiskette
											- eine 130 mm Diskette,
											infiziert mit Brain.A.
											Es ist der erste Virus, den wir
											für PCs gefunden haben.
											Und wir wissen auch,
											wo Brain herkam.
											Wir wissen es, weil es
											im Code steht.
											Lassen Sie uns einen Blick hineinwerfen.
											In Ordnung.
											Das ist der Bootsektor einer infizierten Diskette.
											Und wenn wir einen etwas genaueren Blick hineinwerfen,
											dann sehen wir, dass hier
											geschrieben steht: ""Welcome to the dungeon"" (""Willkommen im Verlies"").
											Und dann geht es weiter
											mit 1986, Basit und Amjad.
											Und Basit und Amjad sind Vornamen,
											pakistanische Vornamen.
											Es gibt sogar eine Telefonnummer und eine Adresse in Pakistan.
									","Fighting viruses, defending the net",Mikko Hypponen,17:34,"Internet,TEDx,computers,crime,global issues,technology,virus"
"
","
","
","
","
","Fighting viruses, defending the net",Mikko Hypponen,17:34,"Internet,TEDx,computers,crime,global issues,technology,virus"
"
											(Risas)
									","
											(Gülüşmeler)
									","
											(Laughter)
									","
											(Rires)
									","
											(Lachen)
									","Fighting viruses, defending the net",Mikko Hypponen,17:34,"Internet,TEDx,computers,crime,global issues,technology,virus"
"
","
","
","
","
","Fighting viruses, defending the net",Mikko Hypponen,17:34,"Internet,TEDx,computers,crime,global issues,technology,virus"
"
											De 1986
											al 2011
											pasaron 25 años.
											El problema de los virus de PC tiene ya 25 años.
											Entonces, hace medio año,
											decidí ir yo mismo a Pakistán.
											Veamos, aquí tienen algunas fotografías que tomé mientras estaba allí.
											Esta es de la ciudad de Lahora,
											a unos 300 km al sur
											de Abbottabad, donde capturaron a Bin Laden.
											Esta es una calle típica de la ciudad.
											Y esta es la calle o carretera que lleva a este edificio,
											el 730 Nizam Block de la ciudad de Allama Iqbal.
											Llamé a la puerta.
											(Risas)
											¿Quieren adivinar quiénes me abrieron?
											Basit y Amjad. Aún están ahí.
											(Risas)
											(Aplausos)
											El que está parado aquí es Basit.
											Y el que está sentado es su hermano Amjad.
											Ellos fueron quienes escribieron el primer virus para PC.
											Por supuesto, tuvimos una charla muy interesante.
											Les pregunté por qué.
											Les pregunté como se sienten acerca de lo que iniciaron.
											Y sentí algo de satisfacción
											al enterarme que las computadoras de Basit y Amjad
											habían sido infectadas docenas de veces
											por otros virus completamente distintos
											a lo largo de los años.
											Así que existe alguna especie de justicia
											en este mundo, después de todo.
									","
											Şimdi, 1986
											Şimdi 2011
											Bu 25 yıl önceydi.
											PC virüs problemi şimdi 25 yaşında.
											Yarım sene önce
											Pakistan'a gitmeye karar verdim.
											Bakalım, işte Pakistan'dayken çektiğim bir kaç fotoğraf.
											Bu Lahore şehrinden,
											Bin Laden'in yakalandığı Abbotabad'dan
											300 km. kadar güneyde.
											İşte tipik bir sokak görüntüsü
											ve işte bu binaya giden cadde veya yol,
											Allama Ikbal şehrinde, 730 Nizam.
											Ve kapıyı çaldım.
											(Gülüşmeler)
											Kapıyı kimin açtığını tahmin etmek ister misiniz?
											Basit ve Amjad; hala oradalar.
											(Gülüşmeler)
											(Alkış)
											Ayakta duran Basit.
											Oturan ise kardeşi Amjad.
											İlk PC virüsünü yazan arkadaşlar bunlar.
											Ve tabii çok ilginç bir sohbet ettik.
											Onlara neden diye sordum.
											Başlattıkları şey hakkında nasıl hissetiklerini sordum.
											Ve Basit ve Amjad'ın da
											tüm bu yıllar boyunca
											bilgisayarlarının düzinelerce kez, tamamen
											ilgisiz virüsler tarafından enfekte olmuş olmasından
											bir tür tatmin duydum.
											Demek eninde sonunda
											dünyada bir çeşit adalet var.
									","
											Now, 1986.
											Now it's 2011.
											That's 25 years ago.
											The PC virus problem is 25 years old now.
											So half a year ago,
											I decided to go to Pakistan myself.
											So let's see, here's a couple of photos I took while I was in Pakistan.
											This is from the city of Lahore,
											which is around 300 kilometers south
											from Abbottabad, where Bin Laden was caught.
											Here's a typical street view.
											And here's the street or road leading to this building,
											which is 730 Nizam block at Allama Iqbal Town.
											And I knocked on the door.
											(Laughter)
											You want to guess who opened the door?
											Basit and Amjad; they are still there.
											(Laughter)
											(Applause)
											So here standing up is Basit.
											Sitting down is his brother Amjad.
											These are the guys who wrote the first PC virus.
											Now of course, we had a very interesting discussion.
											I asked them why.
											I asked them how they feel about what they started.
											And I got some sort of satisfaction
											from learning that both Basit and Amjad
											had had their computers infected dozens of times
											by completely unrelated other viruses
											over these years.
											So there is some sort of justice
											in the world after all.
									","
											Et 1986.
											Nous sommes en 2011.
											C'était il y a 25 ans.
											Le problème des virus informatique a 25 ans.
											Il y a 6 mois,
											j'ai décidé d'aller au Pakistan en personne.
											Alors voici quelques photos que j'ai prises quand j'étais au Pakistan.
											C'est la ville de Lahore,
											qui est à environ 300 km au sud
											d'Abbottabad où on a pris Ben Laden.
											Voilà une typique vue de la ville.
											Et voici la rue ou la route qui conduit à ce bâtiment,
											qui se trouve à 730 Nizam block dans la ville d'Allama Iqbal.
											Et j'ai frappé à la porte.
											(Rires)
											Vous voulez deviner qui a ouvert la porte?
											Basit et AMjad ; ils sont toujours là.
											(Rires)
											(Applaudissements)
											Ici, debout, c'est Basit.
											Celui qui est assis est son frère Amjad.
											Voici les types qui ont écrit le premier virus informatique pour PC.
											Et bien sûr, nous avons eu une discussion très intéressante.
											Je leur ai demandé pourquoi.
											Je leur ai demandé leurs impressions sur ce qu'il avaient déclenché.
											Et j'ai tiré une certaine satisfaction
											en apprenant que Basit et Amjad
											avaient vu leurs ordinateurs infectés des dizaines de fois
											par d'autres virus sans aucune relation avec le leur
											pendant ces années.
											Il y a donc une sorte de justice
											dans le monde après tout.
									","
											1986 also.
											Jetzt haben wir das Jahr 2011.
											Das war vor 25 Jahren.
											Das Problem der PC-Viren ist jetzt 25 Jahre alt.
											Vor einem halben Jahr entschied ich mich,
											selbst nach Pakistan zu gehen.
											Mal sehen, hier sind ein paar Fotos, die ich in Pakistan aufgenommen habe.
											Hier sieht man die Stadt Lahore,
											die etwa 300 km südlich
											von Abbottabad liegt, wo Bin Laden gefangen wurde.
											Hier ist eine typische Straßenansicht.
											Und hier ist die Straße oder der Weg, der zu diesem Gebäude führt,
											dem Block 730 Nizam in Allama Iqbal Town.
											Und ich klopfte an die Tür.
											(Lachen)
											Und wollen Sie einmal raten, wer die Tür öffnete?
											Basit und Amjad; sie leben immer noch dort.
											(Lachen)
											(Applaus)
											Hier steht Basit.
											Und dahinter sitzt sein Bruder Amjad.
											Dies sind die Männer, die den ersten PC-Virus geschrieben haben.
											Natürlich hatten wir eine sehr interessante Diskussion.
											Ich fragte sie nach dem Grund.
											Ich fragte sie, was sie davon halten, was sie angefangen haben.
											Und ich fand es recht befriedigend
											herauszufinden, dass die Computer beider Männer
											über die Jahre hinweg
											dutzende Male infiziert worden waren
											mit komplett verschiedenen Viren.
											Es gibt also doch eine Art von Gerechtigkeit
											in der Welt.
									","Fighting viruses, defending the net",Mikko Hypponen,17:34,"Internet,TEDx,computers,crime,global issues,technology,virus"
"
","
","
","
","
","Fighting viruses, defending the net",Mikko Hypponen,17:34,"Internet,TEDx,computers,crime,global issues,technology,virus"
"
											Por supuesto, que los virus que solíamos ver
											en los 80 y los 90
											obviamente ya no son un problema.
											Así que déjenme mostrarles algunos ejemplos
											de cómo eran.
											Aquí estoy iniciando
											un sistema que me permite
											ejecutar programas antiguos en una computadora moderna.
											Entonces necesito montar algunas unidades ópticas... Bien.
											Aquí tenemos una lista de virus antiguos.
											Voy a ejecutar algunos virus en mi computadora.
									","
											Şimdi, 1980 ve 1990'larda
											gördüğümüz virüsler
											açıkça belli ki artık problem değiller.
											Neye benzedikleri hakkında
											bir kaç örnek göstereyim.
											Burada çalıştırdığım şey
											eski programları modern bir bilgisayarda
											çalıştırmama izin veren bir sistem.
											Birkaç sürücü oluşturayım. Şuraya gideyim.
											Burada gördüğümüz eski virüslerin bir listesi.
											Bilgisayarımda bir kaç virüs çalıştırayım.
									","
											Now, the viruses that we used to see
											in the 1980s and 1990s
											obviously are not a problem any more.
											So let me just show you a couple of examples
											of what they used to look like.
											What I'm running here
											is a system that enables me
											to run age-old programs on a modern computer.
											So let me just mount some drives. Go over there.
											What we have here is a list of old viruses.
											So let me just run some viruses on my computer.
									","
											Les virus que nous avions l'habitude de voir
											dans les années 1980 et 1990
											ne sont évidemment plus un problème.
											Alors permettez-moi de vous montrer deux exemples
											de ce à quoi ils ressemblaient.
											Ce que j'active ici
											est un système qui me permet
											de faire tourner de vieux programmes sur un ordinateur moderne.
											Permettez-moi de monter des disques. Allez là bas.
											Ce que nous avons ici c'est une liste de vieux virus.
											Permettez-moi de faire tourner des virus sur mon ordinateur.
									","
											Nun, die Viren, die wir
											in den 1980ern und 1990ern gesehen haben,
											sind offensichtlich kein Problem mehr.
											Lassen Sie mich Ihnen nur ein paar Beispiele davon zeigen,
											wie sie aussahen.
											Was ich hier benutze,
											ist ein System, das es mir ermöglicht,
											alte Programme auf einem modernen Computer auszuführen.
											Lassen Sie mich hier nur ein paar Laufwerke einbinden. Schauen Sie nach dort drüben.
											Was wir hier haben, ist eine Liste alter Viren.
											Lassen Sie mich ein paar Viren auf meinen Computer vorführen.
									","Fighting viruses, defending the net",Mikko Hypponen,17:34,"Internet,TEDx,computers,crime,global issues,technology,virus"
