fr,en,tr,es,title,speaker,duration,tags
"
","
","
","
",Can we domesticate germs?,Paul Ewald,17:51,"bacteria,biology,disease,evolution,global issues,health,illness,medicine,microbiology,science"
"
											Ce que je voudrais faire est de nous traîner tous dans le caniveau,
											et en fait jusqu'au fond dans les égouts
											parce que je veux vous parler de la diarrhée.
											Et en particulier, je veux vous parler
											de la conception de la diarrhée.
											Et quand les biologistes évolutionnistes parlent de conception
											il veulent en fait dire la conception par sélection naturelle.
											Et cela m'amène à l'intitulé de cette conférence,
											""Se servir de l'évolution pour concevoir des agents pathogènes intelligemment.""
											Et j'ai aussi un sous-titre de petit malin pour aller avec.
											Mais je ne fais pas ça juste pour faire le malin.
											Je pense vraiment que ce sous-titre explique
											comment quelqu'un comme moi, qui se prend un peu pour Darwin,
											voit en fait son rôle
											quand il intervient dans ce domaine des sciences de la santé et la médecine.
											Ce n'est pas vraiment un domaine amical pour les biologistes évolutionistes.
											Vous voyez en fait un grand potentiel,
											mais vous voyez beaucoup de gens qui défendent leur territoire,
											et peuvent en fait résister fortement quand on essaye
											d'introduire des idées.
									","
											What I'd like to do is just drag us all down into the gutter,
											and actually all the way down into the sewer
											because I want to talk about diarrhea.
											And in particular, I want to talk about
											the design of diarrhea.
											And when evolutionary biologists talk about design,
											they really mean design by natural selection.
											And that brings me to the title of the talk,
											""Using Evolution to Design Disease Organisms Intelligently.""
											And I also have a little bit of a sort of smartass subtitle to this.
											But I'm not just doing this to be cute.
											I really think that this subtitle explains
											what somebody like me, who's sort of a Darwin wannabe,
											how they actually look at one's role in
											sort of coming into this field of health sciences and medicine.
											It's really not a very friendly field for evolutionary biologists.
											You actually see a great potential,
											but you see a lot of people who are sort of defending their turf,
											and may actually be very resistant, when one tries
											to introduce ideas.
									","
											Yapmak istediğim şey hepimizi pis suyun,
											hatta kanalizasyonun içine çekmek
											çünkü sizlere ishalden bahsetmek istiyorum.
											Özellikle de ishalin tasarımından
											bahsetmek istiyorum.
											Evrim biyologları bir şeyin tasarımından bahsederlerken aslında
											demek istedikleri ""doğal seleksiyon"" aracılığıyla oluşan tasarımdır.
											Bu tanım beni bu konuşmanın başlığına yönlendiriyor,
											""Evrim Yolu ile Hastalık Hapan Organizmaları Akıllıca Tasarlamak""
											Ayrıca bu sunuma hınzır bir alt başlık da ekledim.
											Ama bunu şirinlik olsun diye yapmıyorum.
											Çünkü inanıyorum ki bu alt başlık
											benim gibi Darwin'den ilham alan birinin
											sağlık bilimleri ve tıp alanında çalışırken
											üstlendiği görevi de açıklıyor.
											Bu alan aslında bir evrim biyoloğu için çok da dostane
											bir alan sayılmaz. İnanılmaz potansiyeli olan bir alan.
											Ancak içindeki pek çok kişi kendi alanını korumakla meşgul
											ve birisi yeni bir fikir önerdiğinde inanılmaz derecede
											dirençle karşılaşabiliyor.
									","
											Quisiera ir con todos ustedes por el desagüe
											y hasta lo más profundo de las alcantarillas
											porque quiero hablarles acerca de la diarrea.
											Y en particular quiero hablarles
											del diseño de la diarrea.
											Cuando los biólogos evolucionistas hablan de diseño
											lo que quieren decir es ""diseño por selección natural"".
											Y eso me lleva al título de nuestra charla:
											""El uso de la Evolución para Diseñar Organismos Patógenos Inteligentemente"".
											Y también al brillante subtítulo.
											Pero no lo puse para que se viera bien.
											En verdad creo que el subtítulo explica
											lo que alguien como yo, que soy como un Darwin amateur,
											cómo es que el mundo ve nuestro rol
											dentro de los campos de las ciencias de la salud y la medicina.
											Este no es un campo amigable para los biólogos evolucionistas.
											Es posible encontrar un gran potencial
											pero también encontrar a mucha gente que defiende su territorio
											y que puede presentar gran resistencia cuando tratas
											de presentar nuevas ideas.
									",Can we domesticate germs?,Paul Ewald,17:51,"bacteria,biology,disease,evolution,global issues,health,illness,medicine,microbiology,science"
"
","
","
","
",Can we domesticate germs?,Paul Ewald,17:51,"bacteria,biology,disease,evolution,global issues,health,illness,medicine,microbiology,science"
"
											Donc la conférence d'aujourd'hui abordera deux questions générales.
											La première est, pourquoi certains agents pathogènes sont plus nocifs
											et une autre question étroitement liée à la première,
											comment pouvons nous prendre le contrôle de cette situation
											dès lors que nous comprenons la réponse à la première question?
											Comment pouvons-nous rendre les organismes nocifs moins virulents?
											Et je vais parler, pour commencer, comme je l'ai dit,
											des agents pathogènes de la diarrhée.
											Et l'essentiel quand je parle des agents de la diarrhée,
											comme quand je parle de celui de n'importe quel agent
											qui provoque une maladie infectieuse aigüe
											est de réfléchir au problème du point de vue d'un microbe.
											Une vision de microbe.
											Et en particulier de réfléchir à une idée fondamentale
											dont je pense qu'elle donne du sens à une énorme quantité de variations
											dans la nocivité des agents pathogènes.
											Et cette idée est que du point de vue d'un microbe,
											les agents pathogènes doivent passer d'un hôte à un autre,
											et souvent ils doivent compter sur le bien-être de l'hôte
											pour les transporter vers un autre hôte.
									","
											So, all of the talk today is going to deal with two general questions.
											One is that, why are some disease organisms more harmful?
											And a very closely related question, which is,
											how can we take control of this situation once we understand
											the answer to the first question?
											How can we make the harmful organisms more mild?
											And I'm going to be talking, to begin with, as I said,
											about diarrheal disease organisms.
											And the focus when I'm talking about the diarrheal organisms,
											as well as the focus when I'm talking about any organisms
											that cause acute infectious disease,
											is to think about the problem from a germ's point of view,
											germ's-eye view.
											And in particular, to think about a fundamental idea
											which I think makes sense out of a tremendous amount of variation
											in the harmfulness of disease organisms.
											And that idea is that from the germ's-eye point of view,
											disease organisms have to get from one host to another,
											and often they have to rely on the well-being of the host
											to move them to another host.
									","
											Bugünkü konuşma iki soru ile ilintili.
											Birincisi, neden bazı hastalık yapıcı organizmalar daha zararlı,
											ikinci soru ise ilki ile çok ilintili:
											ilk sorunun cevabını anladıktan sonra bu durumu
											nasıl kontrol altına alabiliriz?
											Zararlı organizmaları nasıl daha az zararlı hale getirebiliriz?
											Başlangıçta da belirttiğim gibi konuşmaya
											ishale neden olan organizmalar ile başlayacağım.
											İshale neden olan organizmalardan bahsederken,
											aslında akut enfeksiyon hastalıklarına neden olan
											tüm organizmalardan bahsederken
											sorunu mikrobun bakış açısından değerlendirmekte fayda var.
											Mikrobun bakış açısı.
											Bu bakış açısı özellikle de hastalık yapan organizmaların
											zararlılıklarındaki inanılmaz çeşitliliği düşünecek olursak
											en akla yakın olanı.
											Mikrobun bakış açısına göre hastalık yapan organizmalar
											bir konaktan diğerine geçmek zorundadır,
											konağın bu mikropları bir diğer konağa aktarabilmesi için
											genelde sağlık durumunun iyi olması gerekir.
									","
											Así que la charla del día de hoy tratará de dos preguntas generales.
											La primera es: ¿Por qué hay algunos organismos más letales que otros?
											y una pregunta muy relacionada a esta, que es:
											¿Cómo podemos controlar esta situación una vez que tenemos...
											la respuesta a la primera pregunta?
											¿Cómo podemos hacer que los organismos más letales lo sean menos?
											Y como dije en un inicio, voy a platicarles
											acerca de los organismos que producen la diarrea,
											Y la perspectiva que quiero presentar cuando hablo de los organismos que producen diarrea
											así como la perspectiva cuando hablo de cualquier organismo
											que causa enfermedades infecciosas agudas
											es la de pensar acerca del problema desde la perspectiva de los gérmenes.
											Ver desde los ojos de los gérmenes.
											Y, en particular, pensar acerca de una idea fundamental
											que yo creo que da sentido a la increíble variación
											en la nocividad de los organismos que producen enfermedades.
											Y es la idea que, desde el punto de vista de los gérmenes,
											los organismos deben ir desde uno a otro huésped
											y con frecuencia dependen del bienestar del huésped
											para llevarles a otros nuevos huéspedes.
									",Can we domesticate germs?,Paul Ewald,17:51,"bacteria,biology,disease,evolution,global issues,health,illness,medicine,microbiology,science"
"
","
","
","
",Can we domesticate germs?,Paul Ewald,17:51,"bacteria,biology,disease,evolution,global issues,health,illness,medicine,microbiology,science"
"
											Mais pas toujours.
											Parfois, vous avez des agents pathogènes
											qui ne comptent pas du tout sur la mobilité de l'hôte pour leur transmission.
											Et quand vous avez ça, alors la théorie de l'évolution nous dit
											que la sélection naturelle favorisera les organismes qui ont
											le plus recours à l'exploitation, les organismes les plus prédateurs.
											Donc la sélection naturelle favorisera les organismes
											qui sont le plus susceptibles de causer des dégâts.
											Si au lieu de ça la transmission à un autre hôte nécessite sa mobilité,
											alors nous nous attendons à ce que les vainqueurs de la compétion
											soient les organismes les moins agressifs.
											Donc, si l'agnet pathogène n'a pas besoin que l'hôte soit sain et actif
											et que la vraie sélection favorise les agents pathogènes
											qui profitent de leurs hôtes,
											les vainqueurs de la compétition sont ceux qui exploitent leurs hôtes
											pour réussir leur propre reproduction.
											Mais si l'hôte doit être mobile pour transmettre l'agent pathogène
											alors ceux qui sont bégnins ont tendance à être les vainqueurs.
									","
											But not always.
											Sometimes, you get disease organisms
											that don't rely on host mobility at all for transmission.
											And when you have that, then evolutionary theory tells us
											that natural selection will favor the more exploitative,
											more predator-like organisms.
											So, natural selection will favor organisms
											that are more likely to cause damage.
											If instead transmission to another host requires host mobility,
											then we expect that the winners of the competition
											will be the milder organisms.
											So, if the pathogen doesn't need the host to be healthy and active,
											and actual selection favors pathogens
											that take advantage of those hosts,
											the winners in the competition are those that exploit the hosts
											for their own reproductive success.
											But if the host needs to be mobile in order to transmit the pathogen,
											then it's the benign ones that tend to be the winners.
									","
											Ancak bu her zaman doğru değil.
											Bazen hastalık yapan organizmalar
											konağın hareketliliğine ihtiyaç duymazlar.
											Durum bu olduğunda, evrim teorisine göre
											doğal seleksiyon daha sömürücü, daha saldırgan
											organizmaların lehine çalışır.
											Yani doğal seleksiyon zarar verme ihtimali
											daha yüksek olan canlıları destekleyecektir.
											Aksine, eğer bir başka konağa geçiş konağin hareketli olmasına bağlı ise
											o zaman yarışmanın galipleri
											daha hafif hastalık yapan organizmalar olacaktır.
											Yani, eğer patojen konağın sağlıklı ve aktif olmasına ihtiyaç duymazsa
											ve seleksiyon bu konakları kullanan patojenleri
											desteklerse, yarışmanın galipleri kendi üreme başarıları
											için konaklarını sömüren
											organizmalar olacaktır.
											Aksine, konağın patojeni diğer konaklara iletmesi için hareketli olması gerekiyorsa
											bu defa kazanan organizmalar iyi huylular olacaktır.
									","
											Pero no siempre sucede así.
											Algunas veces tenemos organismos infecciosos
											que no dependen de la movilidad de sus huéspedes para su transmisión.
											Y cuando nos enfrentamos a eso, la teoría evolutiva nos dice
											que la selección natural favorecerá al más agresivo,
											a los organismos más depredadores.
											Así que la selección favorecerá a los organismos
											que puedan causar más daño.
											En cambio si el contagio exige la movilidad del huésped,
											entonces esperaríamos que los ganadores de la competencia
											fueran los organismos menos agresivos.
											Por otro lado, si los patógenos no necesitan que el huésped esté sano y activo
											y la selección favorece a los patógenos
											que toman ventaja de sus huéspedes,
											los ganadores de la competencia serán aquellos que aprovechen a sus huéspedes
											para su propio éxito reproductivo.
											Pero si el huésped necesita moverse para poder transmitir el patógeno
											entonces son los más benignos los que serán los ganadores.
									",Can we domesticate germs?,Paul Ewald,17:51,"bacteria,biology,disease,evolution,global issues,health,illness,medicine,microbiology,science"
"
","
","
","
",Can we domesticate germs?,Paul Ewald,17:51,"bacteria,biology,disease,evolution,global issues,health,illness,medicine,microbiology,science"
"
											Je vais donc commencer par appliquer l'idée aux diarrhées.
											Les agents pathogènes des diarrhées sont transmis en gros de trois façons.
											Ils peuvent se transmettre par contact de personne à personne,
											par contact de personne à nourriture puis à personne
											quand quelqu'un mange de la nourriture contaminée.
											Ou ils peuvent se transmettre par l'eau.
											Et quand ils sont transmis par l'eau,
											contrairement aux deux premiers modes de transmission,
											ces agents pathogènes ne comptent pas sur un hôte sain pour leur transmission.
											Une personne peut être malade et alitée et pourtant contaminer des dizaines
											d'autres individus.
											Pour illustrer cela, ce diagramme insiste sur le fait que
											si vous avez une personne malade et alitée,
											quelqu'un va devoir sortir avec les matériaux contaminés.
											Il va laver ces matériaux contaminés,
											et ensuite l'eau peut aller dans des sources d'eau potable.
											Les gens viendront dans ces endroits où il y a
											de l'eau potable contaminée,
											ramèneront des choses à leur famille,
											boiront peut-être directement sur place.
											Le point est qu'une personne qui ne peut pas bouger
											peut encore contaminer de nombreux individus.
									","
											So, I'm going to begin by applying this idea to diarrheal diseases.
											Diarrheal disease organisms get transmitted in basically three ways.
											They can be transmitted from person-to-person contact,
											person-to-food-then-to-person contact,
											when somebody eats contaminated food,
											or they can be transmitted through the water.
											And when they're transmitted through the water,
											unlike the first two modes of transmission,
											these pathogens don't rely on a healthy host for transmission.
											A person can be sick in bed and still infect tens, even hundreds
											of other individuals.
											To sort of illustrate that, this diagram emphasizes that
											if you've got a sick person in bed,
											somebody's going to be taking out the contaminated materials.
											They're going to wash those contaminated materials,
											and then the water may move into sources of drinking water.
											People will come in to those places where you've got
											contaminated drinking water,
											bring things back to the family,
											may drink right at that point.
											The whole point is that a person who can't move
											can still infect many other individuals.
									","
											Şimdi bu fikri ishal yapan hastalıklara uygulayalım.
											İshal yapan hastalık etmenleri üç yolla bulaşır.
											İnsandan-insana doğrudan temas ile bulaşabilir,
											insandan-besinlere-tekrar insana,
											yani kirlenmiş besin maddelerinin yenmesi yoluyla bulaşabilir,
											veya su aracılığı ile bulaşabilir.
											Su aracılığı ile olan bulaşta
											ilk iki bulaşma yolunun aksine
											organizmalar yeni konaklara geçmek için sağlıklı bir konağa ihtiyaç duymazlar.
											Hasta yatağında yatan bir kişi bulunduğu yerden onlarca, yüzlerce
											yeni kişiye hastalık bulaştırabilir.
											Bu durumu şu şekil özetliyor:
											Eğer yatakta yatan bir hasta varsa
											bir başka kişi hastanın kullandığı mikroplu malzemeleri alacak
											ve bunları yıkayacaktır
											daha sonra bu yıkama suyu içme suyu kaynaklarına karışabilir.
											Mikroplu içme suyu kaynaklarına gelen insanlar
											buradaki suyu hemen orada içebilir
											veya ailelerinin kullanımı için
											taşıyabilirler.
											Esas nokta şu: hareket edemeyecek kadar hasta birisi
											bu yolla diğer kimselere hastalık bulaşmasına neden olabilir.
									","
											Así que empezaremos aplicando esta idea a las enfermedades diarreicas.
											Los organismos responsables de la diarrea se transmiten de tres maneras básicas.
											Pueden transmitirse por contacto de persona a persona,
											de persona a alimentos y de allí a otra persona
											cuando alguien come alimentos contaminados.
											O pueden transmitirse a través del agua.
											Y cuando se transmiten a través del agua,
											a diferencia de las primeras dos maneras de transmisión,
											los patógenos no dependen de huéspedes sanos para transmitirse.
											Una persona enferma en cama tiene la capacidad de infectar a decenas o centenas
											de otros individuos.
											Para ilustrar eso, este diagrama hace énfasis en
											que si tienes una persona enferma en cama,
											alguien debe sacar los materiales contaminados.
											Estos materiales contaminados tendrán que lavarse,
											y el agua entonces podría transportar estos gérmenes a fuentes de agua potable.
											Las personas visitarán los lugares en los que hay
											agua contaminada
											y, para cerrar el ciclo,
											pueden beber agua allí mismo.
											La idea es que una persona que no puede moverse
											de todas maneras puede infectar a otras personas.
									",Can we domesticate germs?,Paul Ewald,17:51,"bacteria,biology,disease,evolution,global issues,health,illness,medicine,microbiology,science"
"
","
","
","
",Can we domesticate germs?,Paul Ewald,17:51,"bacteria,biology,disease,evolution,global issues,health,illness,medicine,microbiology,science"
"
											Et donc la théorie nous dit que
											quand des agents pathogènes de la diarrhée sont transportés par l'eau,
											nous nous attendons à ce qu'ils soient plus prédateurs, plus nocifs.
											Et vous pouvez mettre ces idées à l'épreuve.
											Donc une façon de les tester est simplement de regarder toutes les bactéries de diarrhée
											et de voir si oui ou non celles qui tendent à être
											plus transmises par l'eau, tendent à être plus nocives.
											et la réponse est — oui.
											Maintenant, je mets ces noms-là juste pour les mordus de bactéries,
											mais l'essentiel ici est que —
											(Rires)
											il y en a beaucoup ici, je le vois bien —
											l'essentiel ici est que ces points de données
											montrent tous une forte association positive entre
											le degré de transmission par l'eau d'un agent pathogène,
											et sa nocivité,
											combien de morts il provoque par infection non traitée.
											Et donc cela laisse supposer que nous somme sur la bonne voie.
											Mais pour moi, cela suppose que nous devons vraiment
											nous poser plus de questions.
									","
											And so, the theory tells us that
											when diarrheal disease organisms are transported by water,
											we expect them to be more predator-like, more harmful.
											And you can test these ideas.
											So, one way you can test is just look at all diarrheal bacteria,
											and see whether or not the ones that tend to be
											more transmitted by water, tend to be more harmful.
											And the answer is — yep, they are.
											Now I put those names in there just for the bacteria buffs,
											but the main point here is that —
											(Laughter)
											there's a lot of them here, I can tell —
											the main point here is that those data points
											all show a very strong, positive association between
											the degree to which a disease organism is transmitted by water,
											and how harmful they are,
											how much death they cause per untreated infection.
											So this suggests we're on the right track.
											But this, to me, suggests that we really need
											to ask some additional questions.
									","
											Teoriye göre ishal yapan organizmaların
											su aracılığı ile taşınması halinde, bu organizmaların
											daha zararlı, hatta öldürücü olması gerekir.
											Bu fikirleri sınayabilirsiniz.
											Sınamanızın bir yolu ishal yapan tüm bakterilere bakmak
											ve su aracılığı ile geçenlerin daha zararlı
											olup olmadığını incelemektir.
											Bu sorunun cevabı— evet, daha zararlılar.
											Bu isimleri sadece bakteri meraklıları için koydum,
											ama esas nokta şu ki—
											(Gülüşme)
											burada epey fazla sayıdalar anlaşılan —
											esas konu, buradaki veri noktaları
											bir organizmanın su ile bulaşma derecesi ile
											ne kadar hastalık yapıcı olduğu arasında
											çok güçlü, pozitif bir bağlantı olduğunu gösteriyor.
											tedavi edilmeyen vakalardan kaçı ölümle sonuçlanıyor.
											Bu grafik, doğru yolda olduğumuzun göstergesi.
											Ancak, bu veriler bize bazı ilave
											sorular sormamız gerektiğini söylüyor.
									","
											De aquí que la teoría nos dice que
											cuando los organismos de la diarrea se transmiten a través del agua
											esperaríamos una conducta más agresiva, más depredadora.
											Y podríamos verificar estos conceptos.
											Así, una manera de verificarlo es tomar todas las bacterias que producen diarrea,
											y ver si aquellas que tienden a
											transmitirse en el agua, tienden a ser más letales.
											Y la respuesta es... sí, sí lo son.
											Este esquema está sólo para los aficionados a las bacterias,
											pero la idea principal es —
											(Risas)
											que hay muchas de ellas aquí, y puedo decirles —
											que el principal punto aquí es que estos datos
											muestran una concluyente asociación entre
											el grado en el que los organismos se transmiten por agua
											y su capacidad de hacer daño,
											que tantas muertes pueden producir por infecciones no tratadas.
											Esto sugiere que estamos en el camino correcto.
											Pero esto, desde mi punto de vista, sugiere que en realidad necesitamos
											hacer algunas preguntas.
									",Can we domesticate germs?,Paul Ewald,17:51,"bacteria,biology,disease,evolution,global issues,health,illness,medicine,microbiology,science"
