en,es,de,title,speaker,duration,tags
"
","
","
",What the discovery of gravitational waves means,Allan Adams,10:58,"astronomy,cosmos,curiosity,exploration,nature,physics,science,technology,universe,space"
"
											1.3 billion years ago,
											in a distant, distant galaxy,
											two black holes locked into a spiral,
											falling inexorably towards each other
											and collided,
											converting three Suns' worth of stuff
											into pure energy in a tenth of a second.
											For that brief moment in time,
											the glow was brighter than all the stars
											in all the galaxies
											in all of the known Universe.
											It was a very
											big
											bang.
									","
											Hace 1300 millones de años,
											en una galaxia distante, lejana,
											dos agujeros negros 
encerrados en una espiral,
											se acercaron inexorablemente
											hasta chocar,
											convirtiendo la materia 
de unas tres masas solares
											en energía pura 
en una décima de un segundo.
											En ese breve momento en el tiempo,
											el resplandor fue más brillante 
que todas las estrellas
											de todas las galaxias
											del Universo conocido.
											Fue una
											explosión
											muy grande.
									","
											Vor 1,3 Milliarden Jahren
											umkreisten in einer
sehr weit entfernten Galaxie
											zwei schwarze Löcher
einander immer schneller,
											bis sie schließlich zusammenprallten
und verschmolzen.
											Sie wandelten so die Masse dreier Sonnen
											in einer Zehntelsekunde
in pure Energie um.
											Diesen kurzen Moment lang
											leuchteten sie heller
als alle Sterne zusammen
											in allen Galaxien
											des gesamten uns bekannten Universums.
											Es war ein sehr
											großer
											Knall.
									",What the discovery of gravitational waves means,Allan Adams,10:58,"astronomy,cosmos,curiosity,exploration,nature,physics,science,technology,universe,space"
"
","
","
",What the discovery of gravitational waves means,Allan Adams,10:58,"astronomy,cosmos,curiosity,exploration,nature,physics,science,technology,universe,space"
"
											But they didn't release
their energy in light.
											I mean, you know, they're black holes.
											All that energy was pumped
into the fabric of space and time itself,
											making the Universe explode
in gravitational waves.
									","
											Pero eso no liberó energía 
en forma de luz.
											Quiero decir, ya saben, 
son agujeros negros.
											Toda esa energía se bombeó
al propio tejido del espacio-tiempo
											haciendo que el Universo estallara 
en ondas gravitacionales.
									","
											Ihre Energie setzten sie aber
nicht in Form von Licht frei —
											wir sprechen schließlich
von schwarzen Löchern.
											Die gesamte Energie wurde
ins Raum-Zeit-Gefüge selbst abgegeben
											und das Universum explodierte
in Gravitationswellen.
									",What the discovery of gravitational waves means,Allan Adams,10:58,"astronomy,cosmos,curiosity,exploration,nature,physics,science,technology,universe,space"
"
","
","
",What the discovery of gravitational waves means,Allan Adams,10:58,"astronomy,cosmos,curiosity,exploration,nature,physics,science,technology,universe,space"
"
											Let me give you a sense
of the timescale at work here.
											1.3 billion years ago,
											Earth had just managed to evolve
multicellular life.
											Since then, Earth has made and evolved
											corals, fish, plants, dinosaurs, people
and even — God save us — the Internet.
											And about 25 years ago,
											a particularly audacious set of people —
											Rai Weiss at MIT, Kip Thorne
and Ronald Drever at Caltech —
											decided that it would be really neat
											to build a giant laser detector
											with which to search
for the gravitational waves
											from things like colliding black holes.
									","
											Le daré una idea de la escala de tiempo.
											Hace 1300 millones de años,
											en la Tierra había logrado evolucionar 
solo la vida multicelular.
											Desde entonces, en la Tierra 
se formaron y evolucionaron
											corales, peces, plantas, dinosaurios, 
gente e incluso, Dios nos libre, Internet.
											Y hace unos 25 años,
											un conjunto particularmente 
audaz de gente,
											Rai Weiss del MIT, Kip Thorne 
y Ronald Drever de Caltech,
											decidió que sería estupendo
											construir un detector láser gigante
											para buscar las ondas gravitacionales
											provenientes de la colisión 
de agujeros negros.
									","
											Ordnen wir die Ereignisse
zunächst zeitlich ein.
											Vor 1,3 Milliarden Jahren
											war gerade mehrzelliges
Leben auf der Erde entstanden.
											Seitdem hat die Erde
einiges hervorgebracht:
											Korallen, Fische, Pflanzen,
Saurier, Menschen
											und — Gott stehe uns bei —
sogar das Internet.
											Vor etwa 25 Jahren beschloss
											eine Gruppe besonders Mutiger —
											Rai Weiss vom MIT, Kip Thorne
und Ronald Drever vom Caltech —
											einen riesigen Laserdetektor zu bauen,
											um nach Gravitationswellen zu suchen,
											die etwa durch kollidierende
schwarze Löcher entstehen.
									",What the discovery of gravitational waves means,Allan Adams,10:58,"astronomy,cosmos,curiosity,exploration,nature,physics,science,technology,universe,space"
"
","
","
",What the discovery of gravitational waves means,Allan Adams,10:58,"astronomy,cosmos,curiosity,exploration,nature,physics,science,technology,universe,space"
"
											Now, most people thought they were nuts.
											But enough people realized
that they were brilliant nuts
											that the US National Science Foundation
decided to fund their crazy idea.
											So after decades of development,
											construction and imagination
											and a breathtaking amount of hard work,
											they built their detector, called LIGO:
											The Laser Interferometer
Gravitational-Wave Observatory.
									","
											La mayoría pensaba que estaban locos.
											Pero suficientes personas vieron 
que eran mentes brillantes
											y la Fundación Nacional de Ciencia de 
EE.UU. decidió financiar su idea loca.
											Así que después de décadas de desarrollo,
											construcción, imaginación,
											y una cantidad impresionante 
de arduo trabajo,
											construyeron el detector llamado LIGO:
											El observatorio de ondas gravitacionales 
de interferómetro láser.
									","
											Die meisten hielten sie für verrückt.
											Aber genug Menschen
erkannten sie als verrückte Genies,
											sodass die US National Science
Foundation ihre Idee finanzierte.
											Nach jahrzehntelanger Entwicklung,
											Konstruktion, Konzeption
											und extrem viel harter Arbeit
											bauten sie den Detektor LIGO:
											das Laser-Interferometer-
Gravitationswellen-Observatorium.
									",What the discovery of gravitational waves means,Allan Adams,10:58,"astronomy,cosmos,curiosity,exploration,nature,physics,science,technology,universe,space"
"
","
","
",What the discovery of gravitational waves means,Allan Adams,10:58,"astronomy,cosmos,curiosity,exploration,nature,physics,science,technology,universe,space"
"
											For the last several years,
											LIGO's been undergoing
a huge expansion in its accuracy,
											a tremendous improvement
in its detection ability.
											It's now called Advanced LIGO as a result.
									","
											Durante los últimos años,
											LIGO ha experimentado 
una gran expansión en su exactitud,
											una enorme mejora 
en su capacidad de detección.
											Por eso ahora se llama LIGO Avanzado.
									","
											In der Folgezeit
											konnte die Präzision von LIGO
erheblich gesteigert werden,
											was die Erkennungsleistung
enorm verbesserte.
											Daher nennt man ihn jetzt Advanced LIGO.
									",What the discovery of gravitational waves means,Allan Adams,10:58,"astronomy,cosmos,curiosity,exploration,nature,physics,science,technology,universe,space"
