pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",Why people believe weird things,Michael Shermer,13:25,"culture,entertainment,faith,illusion,religion,science"
"
											Sou Michael Shermer, 
director da Sociedade de Cépticos,
											que publica a revista Skeptic.
											Investigamos alegações do paranormal, 
da pseudo-ciência,
											de grupos e cultos estranhos 
e alegações de todo o tipo nesta área
											— ciência e pseudo-ciência, não-ciência 
e ciência que não presta,
											ciência do vudu, ciência patológica, 
má ciência, não-ciência
											e a simples e velha tolice.
											A não ser que tenham estado 
em Marte recentemente,
											encontram muito disso por aí.
									","
											Merhaba, Ben Michael Shermer. Skeptic dergisini yayınlayan
											Kuşkucular Derneği'nin yöneticisiyim.
											Paranormal olaylarla, sözdebilimle ve sınırbilimle ilgili toplulukların iddialarını
											ve bütün bu konularla ilgili kült ve iddiaları araştırıyoruz.
											Bilim, sözdebilim, bilim dışı ve çöp bilim,
											vudu bilimi, patolojik bilim, kötü bilim, bilim dışı
											ve bildiğiniz saçmalıklar.
											Ve son zamanlarda Mars'ta değildiyseniz,
											ortalığın bunlarla kaynadığını biliyorsunuzdur.
									","
											Bonjour, je suis Michael Shermer, directeur de la Skeptics Society,
											l'éditeur de Skeptic magazine.
											Nous enquêtons sur les faits prétenduement paranormaux, les pseudo-sciences,
											les groupes sectaires, et les croyances de toutes sortes qu'on peut trouver au milieu :
											science, pseudo-science, non-science, science poubelle,
											science vaudou, science pathologique, mauvaise science, non-science,
											et absurdité pure et simple.
											Et à moins que vous ayez vécu sur Mars récemment,
											vous savez qu'il y a beaucoup de tout ça ici-bas.
									","
											Hallo, ich bin Michael Shermer, 
der Vorsitzende der „Skeptics Society“,
											und Herausgeber des Magazines „Skeptic“.
											Wir ermitteln in Sachen des Paranormalen, 
der Pseudo-Wissenschaft,
											der Randgruppen und Kulte 
und allen Behauptungen dazwischen –
											Wissenschaft und Pseudo-Wissenschaft, 
und Nicht-Wissenschaft und Müll-Wissenschaft,
											Voodoo-Wissenschaft, krankhafter Wissenschaft, 
schlechter Wissenschaft, Unwissenschaft
											und schlichtem grobem Unfug.
											Und wenn Sie nicht gerade 
hinterm Mond gelebt haben,
											dann wissen Sie, 
dass es ziemlich viel davon gibt.
									",Why people believe weird things,Michael Shermer,13:25,"culture,entertainment,faith,illusion,religion,science"
"
","
","
","
",Why people believe weird things,Michael Shermer,13:25,"culture,entertainment,faith,illusion,religion,science"
"
											Algumas pessoas chamam-nos desenganadores, 
o que é um termo um bocado negativo.
											Mas convenhamos — há muita aldrabice.
											Somos como os investigadores da polícia,
											somos uma espécie 
de Ralph Naders das más ideias...
											(Risos)
											... a tentar substituir as más ideias 
por boas ideias.
									","
											Bazılar bize madara ediciler diyor, biraz olumsuz bir isim.
											Ama kabul etmeliyiz ki, madara edilecek çok insan var.
											Dolandırıcılık masası gibiyiz, bunları saklandıkları yerlerden çıkartıyoruz.
											Kötü fikirlerin Ralph Nader'ı gibi bir şeyiz.
											(Gülüşmeler)
											Kötü fikirleri iyileriyle değiştirmeye çalışıyoruz.
									","
											Certains nous appellent démystificateurs, ce qui est un terme un peu péjoratif.
											Mais voyons les choses en face : il y a beaucoups de mythes,
											et nous sommes comme une escouade de police anti-mythes qui essaie de faire le ménage.
											Nous sommes un peu les Ralph Nader des mauvaises idées,
											(Rires)
											on essaie de remplacer les mauvaises idées par de bonnes idées.
									","
											Manche nennen uns Entlarver, 
eine eher unfreundliche Bezeichnung.
											Aber sehen wir den Tatsachen ins Auge – 
es gibt so viel Quatsch,
											und wir sind im Einsatz wie 
die Betrugsabteilung der Polizei, wir räumen auf.
											Nun ja, wir sind ein bisschen 
die Ralph Naders der schlechten Ideen –
											(Gelächter)
											– und versuchen, schlechte Ideen 
durch gute Ideen zu ersetzen.
									",Why people believe weird things,Michael Shermer,13:25,"culture,entertainment,faith,illusion,religion,science"
"
","
","
","
",Why people believe weird things,Michael Shermer,13:25,"culture,entertainment,faith,illusion,religion,science"
"
											Vou mostrar-vos um exemplo duma má ideia.
											Eu trouxe isto comigo.
											Foi a NBC Dateline que nos deu para testar.
											É produzido pela Quadro Corporation 
da Virginia Ocidental.
											Chama-se Vara de Detecção Quadro 2000.
											(Risos)
											Isto estava a ser vendido a directores
de liceu a 900 dólares cada.
											É um bocado de plástico com uma antena
de rádio presa ao mesmo.
											Podem detectar-se todo o tipo de coisas, 
mas este em particular
											foi construído para detectar marijuana
nos cacifos dos estudantes.
											(Risos)
									","
											Size bir kötü fikir örneği göstereceğim.
											Yanımda bunu getirdim.
											Bunu bize NBC Dateline test etmemiz için verdi.
											West Virgina'daki Quadro şirketi tarafından üretilmiş.
											Adı Quadro 2000 Arama Çubuğu.
											(Gülüşmeler)
											Bunu lise müdürlerine tanesi 900 dolardan satıyorlardı.
											Üzerine bir Radio Shack anteni takılmış plastik bir parçadan ibaret.
											Arama çubukları birçok şey aramak için kullanılabilir, ama bu
											özel olarak öğrenci dolaplarında esrar aramak için üretilmiş.
											(Gülüşmeler)
									","
											Je vais vous montrer un exemple de mauvaise idée.
											J'ai apporté ça avec moi.
											C'est l'émission NBC Dateline qui nous l'a confié pour le tester.
											C'est la — c'est fabriqué par Quadro Corporation en Virginie de l'Ouest.
											Ca s'appelle la Baguette de Sourcier Quadro 2000.
											(Rires)
											C'était vendu 900$ l'unité à des responsables de lycée.
											C'est un morceau de plastique attaché à une antenne de chez Radio Shack.
											On peut chercher toutes sortes de choses avec une baguette de sourcier, mais celle-ci
											a été conçue pour trouver de la marijuana dans les casiers des étudiants.
											(Rires)
									","
											Ich zeige Ihnen ein Beispiel 
für eine schlechte Idee.
											Das hier habe ich mitgebracht.
											Das wurde uns von NBC Dateline 
zu Testzwecken überlassen.
											Es ist der… es wird von der Quadro Corporation 
in West Virginia hergestellt.
											Es heißt „Quadro 2000 Rod“ (Wünschelrute).
											(Gelächter)
											Dieses Ding wurde Schulleitern 
für 900 Dollar das Stück verkauft.
											Es ist ein Stück Plastik, an das eine Antenne 
aus dem Zubehörladen geschraubt wurde.
											Man könnte alles Mögliche aufspüren wollen, 
aber diese spezielle Rute
											wurde gebaut, um Marihuana 
in den Schließfächern von Schülern zu finden.
											(Gelächter)
									",Why people believe weird things,Michael Shermer,13:25,"culture,entertainment,faith,illusion,religion,science"
"
","
","
","
",Why people believe weird things,Michael Shermer,13:25,"culture,entertainment,faith,illusion,religion,science"
"
											Portanto funciona assim:
vamos andando pelo corredor
											e, se ele se inclinar na direcção dum cacifo
em particular, abrimos o cacifo.
											Portanto parece-se mais ou menos com isto.
											Eu mostro-vos.
											(Risos)
											Não, isto tem uma certa tendência
para se inclinar para a direita.
											Isto é ciência, portanto vamos fazer
uma experiência controlada.
											Vai para este lado de certeza.
											(Risos)
									","
											Şöyle çalışıyor: Koridorda bunlarla yürürken eğer bir dolaba
											doğru dönerse, dolabı açıyorsunuz.
											Yani şöyle bir şey.
											Size göstereyim.
											(Gülüşmeler)
											Yok yok, bu biraz sağa çekmeye meyilli.
											Bilimsel yaklaştığımız için bir kontrol deneyi yapacağız.
											İllaki bu tarafa gidecek.
											(Gülüşmeler)
									","
											Voila comment ça marche, on traverse le couloir et on regarde si
											ça penche devant un casier en particulier, puis on ouvre le casier en question.
											Voila ce que ça donne.
											Je vais vous montrer.
											(Rires)
											Non, il...bon, je pense qu'il penche un peu à droite.
											Je vais vous montrer... c'est de la science, donc on va faire une expérience controlée.
											Il ira de ce côté bien sûr.
											(Rires)
									","
											Und so funktioniert es: 
Man geht die Gänge entlang und schaut,
											ob sie auf ein bestimmtes Schließfach deutet 
und das öffnet man dann.
											Das sieht ungefähr so aus.
											Ich werde es Ihnen zeigen.
											(Schallendes Gelächter)
											Nein, es… nun, sie hat 
eine Art Vorzugsneigung nach rechts.
											Ich zeige es Ihnen – das hier ist Wissenschaft, 
also machen wir ein Kontrollexperiment.
											Es wird sich bestimmt 
in diese Richtung bewegen.
											(Gelächter)
									",Why people believe weird things,Michael Shermer,13:25,"culture,entertainment,faith,illusion,religion,science"
"
","
","
","
",Why people believe weird things,Michael Shermer,13:25,"culture,entertainment,faith,illusion,religion,science"
"
											O senhor, quer fazer o favor 
de esvaziar os bolsos?
											(Risos)
									","
											Bayım, lütfen ceplerinizi boşaltır mısınız?
											(Gülüşmeler)
									","
											Monsieur, vous voulez bien ouvrir vos poches s'il vous plait?
											(Rires)
									","
											Guter Mann, 
würden Sie bitte Ihre Taschen leeren?
											(Gelächter)
									",Why people believe weird things,Michael Shermer,13:25,"culture,entertainment,faith,illusion,religion,science"
