en,tr,title,speaker,duration,tags
"
","
",What it takes to launch a telescope,Erika Hamden,7:18,"TED Fellows,science,astronomy,telescopes,technology,failure,space,physics,universe,NASA,collaboration"
"
											I'm an astronomer who builds telescopes.
											I build telescopes because,
number one, they are awesome.
											But number two,
											I believe if you want to discover
a new thing about the universe,
											you have to look at the universe
											in a new way.
											New technologies in astronomy —
											things like lenses, photographic plates,
											all the way up to space telescopes —
											each gave us new ways to see the universe
											and directly led to a new understanding
											of our place in it.
									","
											Ben teleskop üreten bir gökbilimciyim.
											Teleskop üretiyorum 
çünkü birincisi muazzamlar.
											İkinci sebep ise şu,
											bence evrenle ilgili yeni bir şey 
keşfetmek istediğinizde
											evrene yeni bir açıdan
bakmanız gerekir.
											Astronomideki yeni teknolojiler,
											lenslerden, fotoğrafik plakalardan tutun
											uzay teleskoplarına kadar,
											evreni görmek için bize yeni yollar sundu
											ve bulunduğumuz yere dair doğrudan
											yeni anlayış kazandırdı.
									",What it takes to launch a telescope,Erika Hamden,7:18,"TED Fellows,science,astronomy,telescopes,technology,failure,space,physics,universe,NASA,collaboration"
"
","
",What it takes to launch a telescope,Erika Hamden,7:18,"TED Fellows,science,astronomy,telescopes,technology,failure,space,physics,universe,NASA,collaboration"
"
											But those discoveries come with a cost.
											It took thousands of people and 44 years
											to get the Hubble Space Telescope
from an idea into orbit.
											It takes time,
											it takes a tolerance for failure,
											it takes individual people
											choosing every day not to give up.
											I know how hard that choice is
because I live it.
											The reality of my job is that I fail
almost all the time and still keep going,
											because that's how telescopes get built.
									","
											Fakat bu keşiflerin bir bedeli var.
											Hubble Uzay Teleskobu fikir olmaktan çıkıp
											yörüngeye oturtulsun diye
binlerce insan ve 44 yıl gerekti.
											Zaman lazım,
											başarısızlığa tahammül lazım,
											her bir insanın her gün
											pes etmemeyi seçmesi lazım.
											Bu seçimin çok zor olduğunu biliyorum
çünkü ben de yaşıyorum.
											İşimin gerçeği şu, neredeyse sürekli
başarısız olup yine de pes etmiyorum
											çünkü teleskoplar böyle üretilir.
									",What it takes to launch a telescope,Erika Hamden,7:18,"TED Fellows,science,astronomy,telescopes,technology,failure,space,physics,universe,NASA,collaboration"
"
","
",What it takes to launch a telescope,Erika Hamden,7:18,"TED Fellows,science,astronomy,telescopes,technology,failure,space,physics,universe,NASA,collaboration"
"
											The telescope I helped build is called
											the faint intergalactic-medium
red-shifted emission balloon,
											which is a mouthful,
											so we call it ""FIREBall.""
											And don't worry, it is not going
to explode at the end of this story.
											I've been working on FIREBall
for more than 10 years
											and now lead the team
of incredible people who built it.
											FIREBall is designed to observe
some of the faintest structures known:
											huge clouds of hydrogen gas.
											These clouds are giant.
											They are even bigger than
whatever you're thinking of.
											They are huge,
											huge clouds of hydrogen that we think
flow into and out of galaxies.
											I work on FIREBall
											because what I really want
is to take our view of the universe
											from one with just light from stars
											to one where we can see and measure
every atom that exists.
											That's all that I want to do.
									","
											Yapılışına katkıda bulunduğum teleskop
											zayıf galaksiler arası ortamda
kızıla kayan emisyon balonu,
											zor bir söylenişi var,
											biz de ona FIREBall diyoruz.
											Bu arada merak etmeyin, 
hikâyenin sonunda patlamıyor.
											FIREBall üzerinde 10 seneden
fazladır çalışıyorum.
											Şu anda ise üretimini gerçekleştiren 
harika bir ekibe liderlik ediyorum.
											FIREBall bilinen en zayıf yapılardan 
birini gözlemlemek için tasarlandı:
											devasa hidrojen gazı bulutlarını.
											Bu bulutlar kocaman.
											Hayal ettiğiniz her şeyden daha büyükler.
											Devasalar.
											Devasa hidrojen bulutları galaksilerin 
içine ve dışına doğru akar.
											FIREBall üzerine çalışıyorum
											çünkü asıl isteğim evrene bakışımızı
											yıldızların ışık saçtığı bir evrenden alıp
											var olan her atomu görüp ölçebileceğimiz 
bir evrene doğru çekmek.
											Tek yapmak istediğim bu.
									",What it takes to launch a telescope,Erika Hamden,7:18,"TED Fellows,science,astronomy,telescopes,technology,failure,space,physics,universe,NASA,collaboration"
"
","
",What it takes to launch a telescope,Erika Hamden,7:18,"TED Fellows,science,astronomy,telescopes,technology,failure,space,physics,universe,NASA,collaboration"
"
											(Laughter)
									","
											(Gülme sesleri)
									",What it takes to launch a telescope,Erika Hamden,7:18,"TED Fellows,science,astronomy,telescopes,technology,failure,space,physics,universe,NASA,collaboration"
"
","
",What it takes to launch a telescope,Erika Hamden,7:18,"TED Fellows,science,astronomy,telescopes,technology,failure,space,physics,universe,NASA,collaboration"
"
											But observing at least some of those atoms
											is crucial to our understanding
of why galaxies look the way they do.
											I want to know
											how that hydrogen gas
gets into a galaxy and creates a star.
											My work on FIREBall started in 2008,
											working not on the telescope
but on the light sensor,
											which is the heart of any telescope.
											This new sensor was being developed
by a team that I joined
											at NASA's Jet Propulsion Laboratory.
											And our goal was to prove
that this sensor would work really well
											to detect that hydrogen gas.
									","
											Bu atomların en azından
birkaçını gözlemlemek
											galaksilerin neden öyle göründüklerini 
anlamamız açısından elzem.
											Hidrojen gazının
											nasıl bir galaksiye girerek
yıldız oluşturduğunu bilmek istiyorum.
											FIREBall üzerine çalışmaya 
2008 yılında başladım.
											Teleskop üzerine değil, 
teleskopların kalbi denebilecek
											ışık sensörü üzerine çalışıyordum.
											Dahil olduğum ekip, NASA'nın
Jet Propulsion Laboratory merkezinde
											bu yeni sensörü geliştiriyordu.
											Amacımız bu sensörün 
hidrojen gazının tespitinde
											çok iyi bir iş çıkaracağını kanıtlamaktı.
									",What it takes to launch a telescope,Erika Hamden,7:18,"TED Fellows,science,astronomy,telescopes,technology,failure,space,physics,universe,NASA,collaboration"
"
","
",What it takes to launch a telescope,Erika Hamden,7:18,"TED Fellows,science,astronomy,telescopes,technology,failure,space,physics,universe,NASA,collaboration"
"
											In my work on this,
											I destroyed several very,
very, very expensive sensors
											before realizing that
the machine I was using
											created a plasma that shorted out
anything electrical that we put in it.
											We used a different machine,
there were other challenges,
											and it took years to get it right.
											But when that first sensor worked,
											it was glorious.
											And our sensors are now 10 times better
than the previous state of the art
											and are getting put into
all kinds of new telescopes.
											Our sensors will give us a new way
to see the universe and our place in it.
									","
											Bu çalışmamda
											çok ama çok pahalı 
birkaç sensörü mahvettim.
											Çünkü kullandığım makinanın
plazma oluşturup
											içine koyduğumuz her elektrikli şeye
kısa devre yaptırdığını fark etmemiştim.
											Farklı bir makina kullandık,
başka zorluklarla karşılaştık,
											doğru olanı yapmak yıllarımızı aldı.
											Fakat ilk sensörün çalışması
											harikuladeydi.
											Sensörlerimiz artık
önceki teknolojiden on kat daha iyi
											ve şu an her türden 
yeni teleskoba yerleştiriliyorlar.
											Sensörlerimiz evreni ve evrendeki yerimizi
yeni bir açıdan görmemizi sağlayacak.
									",What it takes to launch a telescope,Erika Hamden,7:18,"TED Fellows,science,astronomy,telescopes,technology,failure,space,physics,universe,NASA,collaboration"
"
","
",What it takes to launch a telescope,Erika Hamden,7:18,"TED Fellows,science,astronomy,telescopes,technology,failure,space,physics,universe,NASA,collaboration"
"
											So, sensors done,
											time to build a telescope.
											And FIREBall is weird
as far as telescopes go,
											because it's not in space,
and it's not on the ground.
											Instead, it hangs on a cable
from a giant balloon
											and observes for one night only
											from 130,000 feet in the stratosphere,
											at the very edge of space.
											This is partly because the edge of space
is much cheaper than actual space.
									","
											Sensörler hallolduğuna göre
											sıra teleskop üretmedeydi.
											Her teleskop kadar 
FIREBall da garip bir yapı
											çünkü ne uzayda duruyor
ne de yerde.
											Onun yerine, dev bir balondan 
kabloyla asılı.
											Sadece bir gece gözlem yapıyor,
											stratosferde kırk km yükseklikte,
											uzayın hemen sınırında bulunuyor.
											Sebebi kısmen şu: Uzay sınırı 
uzayın kendisinden daha az maliyetli.
									",What it takes to launch a telescope,Erika Hamden,7:18,"TED Fellows,science,astronomy,telescopes,technology,failure,space,physics,universe,NASA,collaboration"
"
","
",What it takes to launch a telescope,Erika Hamden,7:18,"TED Fellows,science,astronomy,telescopes,technology,failure,space,physics,universe,NASA,collaboration"
"
											(Laughter)
									","
											(Gülüşmeler)
									",What it takes to launch a telescope,Erika Hamden,7:18,"TED Fellows,science,astronomy,telescopes,technology,failure,space,physics,universe,NASA,collaboration"
"
","
",What it takes to launch a telescope,Erika Hamden,7:18,"TED Fellows,science,astronomy,telescopes,technology,failure,space,physics,universe,NASA,collaboration"
"
											So building it, of course, more failures:
											mirrors that failed,
											scratched mirrors that had to be remade;
											cooling system failures,
											an entire system that had to be remade;
											calibration failures, we ran tests
again and again and again and again;
											failures when you literally
least expect them:
											we had an adorable but super angry
baby falcon that landed
											on our spectrograph tank one day.
									","
											Yapımında tabii pek çok aksaklık yaşadık:
											Aynalar çalışmadı,
											çizik aynaları yeniden üretmek gerekti,
											soğutma sistemi bozuldu,
											sistemi baştan yapmak zorunda kaldık,
											kalibrasyon arızalandı, 
tekrar tekrar testler yaptık.
											Hayatta ummayacağınız
aksaklıklar da olmadı değil:
											Bir gün bir baktık ki çok sevimli ama 
bir o kadar da öfkeli bir doğan yavrusu
											spektograf tankımıza konmuş.
									",What it takes to launch a telescope,Erika Hamden,7:18,"TED Fellows,science,astronomy,telescopes,technology,failure,space,physics,universe,NASA,collaboration"
