en,es,fr,pt,title,speaker,duration,tags
"
","
","
","
",A secret weapon against Zika and other mosquito-borne diseases,Nina Fedoroff,15:10,"biology,biotech,disease,environment,genetics,epidemiology,global issues,health,illness,molecular biology,insects,public health,monkeys,technology,science,virus,society,TEDx"
"
											Zika fever:
											our newest dread disease.
											What is it? Where'd it come from?
									","
											El virus del Zika:
											nuestra última y más temida enfermedad.
											¿Qué es? ¿De dónde vino?
									","
											La fièvre Zika :
											notre nouvelle maladie redoutable.
											Qu'est-ce que c'est ? D'où vient-elle ?
									","
											A febre Zika:
											a nossa nova doença mortífera.
											O que é? De onde veio?
									",A secret weapon against Zika and other mosquito-borne diseases,Nina Fedoroff,15:10,"biology,biotech,disease,environment,genetics,epidemiology,global issues,health,illness,molecular biology,insects,public health,monkeys,technology,science,virus,society,TEDx"
"
","
","
","
",A secret weapon against Zika and other mosquito-borne diseases,Nina Fedoroff,15:10,"biology,biotech,disease,environment,genetics,epidemiology,global issues,health,illness,molecular biology,insects,public health,monkeys,technology,science,virus,society,TEDx"
"
											What do we do about it?
											Well for most adults,
it's a relatively mild disease —
											a little fever, a little headache,
joint pain, maybe a rash.
											In fact, most people who get it
don't even know they've had it.
											But the more we find out
about the Zika virus
											the more terrifying it becomes.
											For example, doctors
have noticed an uptick
											of something called Guillain-Barré
syndrome in recent outbreaks.
											In Guillain-Barré, your immune system
attacks your nerve cells
											it can partially
or even totally paralyze you.
											Fortunately, that's quite rare,
and most people recover.
											But if you're pregnant
when you're infected
											you're at risk of something terrible.
											Indeed, a child with a deformed head.
									","
											¿Qué hacemos al respecto?
											Para la mayoría de los adultos,
es una enfermedad relativamente leve:
											un poco de fiebre, un poco
de dolor de cabeza,
											dolor de articulaciones,
tal vez un sarpullido.
											De hecho, la mayoría de los infectados
ni siquiera sabe que lo ha contraído.
											Pero cuanto más descubrimos
sobre el virus del Zika
											más miedo nos da.
											Por ejemplo, los médicos
han notado un repunte
											del llamado síndrome
de Guillain-Barré en brotes recientes,
											que ataca las células nerviosas
a través del sistema inmunitario.
											Puede producir parálisis parcial o total.
											Afortunadamente, es poco habitual
y la mayoría se recupera.
											Pero si están embarazadas
cuando lo padecen
											corren un gran riesgo.
											Sí, de tener niños
con una cabeza deformada.
									","
											Qu'allons nous faire pour y remédier ?
											Pour la plupart des adultes, 
c'est une maladie relativement bénigne,
											une petite fièvre, mal de crâne, douleur
articulaire, peut-être une irritation.
											La plupart des personnes infectées
ne savent même pas qu'elles l'ont eue.
											Mais plus on en apprend sur le virus Zika,
											plus il devient terrifiant.
											Par exemple, des médecins ont remarqué 
une recrudescence
											du syndrome de Guillain-Barré 
au cours des épidémies récentes.
											Avec Guillain-Barré, 
votre système immunitaire
											attaque vos cellules nerveuses
											cela peut vous paralyser 
partiellement ou totalement.
											Heureusement, c'est assez rare, 
et la plupart des gens se rétablissent.
											Mais si vous êtes enceinte
lorsque vous êtes infectée
											vous êtes face
à quelque chose de terrible.
											En effet, un enfant avec
un crâne déformé.
									","
											O que havemos de fazer?
											Para a maior parte dos adultos
é uma doença relativamente benigna
											— um pouco de febre, dores de cabeça,
dores nas articulações, talvez comichão.
											A maior parte das pessoas infetadas
nem sequer dão por isso.
											Mas quanto mais sabemos
sobre o vírus Zika,
											mais terrível ele se torna.
											Por exemplo, os médicos
repararam no aumento
											do síndroma Guillain-Barré
em recentes surtos.
											No Guillain-Barré, o sistema imunitário
ataca as células nervosas
											e pode paralisar-nos,
total ou parcialmente.
											Felizmente, isso é muito raro,
e a maior parte das pessoas recuperam.
											Mas se estiverem grávidas,
quando forem infetadas,
											correm um risco terrível.
											Uma criança com a cabeça deformada.
									",A secret weapon against Zika and other mosquito-borne diseases,Nina Fedoroff,15:10,"biology,biotech,disease,environment,genetics,epidemiology,global issues,health,illness,molecular biology,insects,public health,monkeys,technology,science,virus,society,TEDx"
"
","
","
","
",A secret weapon against Zika and other mosquito-borne diseases,Nina Fedoroff,15:10,"biology,biotech,disease,environment,genetics,epidemiology,global issues,health,illness,molecular biology,insects,public health,monkeys,technology,science,virus,society,TEDx"
"
											Here's a normal baby.
											Here's that infant
with what's called microcephaly.
											a brain in a head that's too small.
											And there's no known cure.
											It was actually doctors
in northeastern Brazil
											who first noticed, just a year ago,
after a Zika outbreak,
											that there was a peak
in the incidence of microcephaly.
											It took medical doctors another year
											to be sure that it was caused
by the Zika virus,
											but they're now sure.
											And if you're a ""bring on
the evidence"" type,
											check out this publication.
									","
											Este es un bebé normal
											y este tiene microcefalia,
											donde el cerebro se aloja
en una cabeza demasiado pequeña.
											Y no hay cura conocida.
											Fueron médicos del noreste de Brasil
											los primeros en detectar hace
un año, tras un brote de Zika,
											que había habido un aumento
de casos de microcefalia.
											Tardaron otro año
											para asegurarse de que fue
causado por el virus del Zika,
											pero ahora están seguros.
											Y si les hacen falta pruebas,
											miren esta publicación.
									","
											Voici un bébé normal.
											Voici un enfant atteint 
de ce que nous appelons microcéphalie.
											Un cerveau dans un crâne trop petit.
											Et il n'y a pas de traitement connu.
											Ce sont des médecins dans
le Nordeste du Brésil
											qui ont remarqué, il y a un an, 
après une épidémie de Zika,
											qu'il y avait une montée d'incidence 
de la microcéphalie.
											Cela a pris aux médecins un an de plus
											pour s'assurer que c'était causé 
par le virus Zika,
											mais ils en sont sûrs maintenant.
											Et si vous êtes du genre « prouvez-le »,
											regardez cette publication. 

									","
											Esta é um bebé normal.
											Este é um bebé com microcefalia,
											um cérebro numa cabeça
demasiado pequena.
											E não há cura conhecida.
											Foram os médicos 
no nordeste do Brasil
											que repararam, há cerca de um ano,
depois de um surto de Zika,
											que havia um pico
na incidência da microcefalia.
											Os médicos levaram mais um ano
											até terem a certeza
de que era causada pelo vírus Zika,
											mas agora, têm a certeza.
											Se vocês são do tipo ""ver para crer"",
											verifiquem esta publicação.
									",A secret weapon against Zika and other mosquito-borne diseases,Nina Fedoroff,15:10,"biology,biotech,disease,environment,genetics,epidemiology,global issues,health,illness,molecular biology,insects,public health,monkeys,technology,science,virus,society,TEDx"
"
","
","
","
",A secret weapon against Zika and other mosquito-borne diseases,Nina Fedoroff,15:10,"biology,biotech,disease,environment,genetics,epidemiology,global issues,health,illness,molecular biology,insects,public health,monkeys,technology,science,virus,society,TEDx"
"
											So where did it come from,
and how did it get here?
											And it is here.
											Like many of our viruses,
it came out of Africa,
											specifically the Zika forest in Uganda.
											Researchers at the nearby
Yellow Fever Research Institute
											identified an unknown virus
in a monkey in the Zika forest
											which is how it got its name.
											The first human cases of Zika fever
											surfaced a few years later
in Uganda-Tanzania.
											The virus then spread through West Africa
											and east through equatorial Asia —
Pakistan, India, Malaysia, Indonesia.
											But it was still mostly in monkeys
and, of course, mosquitoes.
											In fact in the 60 years between the time
it was first identified in 1947 and 2007
											there were only 13 reported cases
of human Zika fever.
											And then something extraordinary happened
on the tiny Micronesian Yap islands.
											There was an outbreak that affected
fully 75 percent of the population.
											How did it get there? By air.
											Today we have two billion
commercial airline passengers.
											An infected passenger can board a plane,
fly halfway around the world
											before developing symptoms —
if they develop symptoms at all.
											Then when they land, the local mosquitoes
begin to bite them and spread the fever.
											Zika fever then next surfaced
in 2013 in French Polynesia.
											By December of that year, it was being
transmitted locally by the mosquitoes.
											That led to an explosive outbreak in which
almost 30,000 people were affected.
											From there it radiated around the Pacific.
											There were outbreaks in the Cook
Islands, in New Caledonia,
											in Vanuatu, in the Solomon Islands
											and almost all the way around to the coast
of South America and Easter Island.
											And then, in early 2015,
											there was an upsurge of cases
of a dengue-like syndrome
											in the city of Natal
in northeastern Brazil.
											The virus wasn't dengue, it was Zika,
and it spread rapidly —
											Recife down the coast, a big metropolitan
center, soon became the epicenter.
											Well people have speculated that it was
2014 World Cup soccer fans
											that brought the virus into the country.
											But others have speculated that perhaps
it was Pacific Islanders
											participating in championship canoe races
											that were held in Rio that year
that brought it in.
									","
											Entonces, ¿de dónde vino,
y cómo llegó aquí?
											Y está aquí.
											Como muchos virus, se originó en África,
											en concreto, en el bosque
de Zika en Uganda.
											Científicos del cercano instituto
Yellow Fever Research
											identificaron un virus desconocido
en un mono en el bosque de Zika
											y de allí su nombre.
											Los primeros casos de Zika en humanos
											aparecieron algunos años más tarde
en Uganda y en Tanzania.
											El virus se extendió luego
por África occidental
											y al este en Asia ecuatorial:
Pakistán, India, Malasia, Indonesia.
											Pero todavía solo en monos
y, por supuesto, en mosquitos.
											De hecho, en los 60 años
											entre 1947, cuando se identificó
por primera vez, y 2007,
											solo hubo 13 casos oficiales
de fiebre de Zika en humanos.
											Y luego ocurrió algo extraordinario
											en las diminutas islas
de Yap de Micronesia,
											hubo un brote que afectó
al 75 % de la población.
											¿Cómo llegó allí? Por aire.
											Actualmente hay 2000 millones de 
pasajeros en aerolíneas comerciales.
											Un pasajero infectado 
puede embarcarse en un avión
											y volar por medio mundo
											antes de desarrollar los síntomas,
si es que acaso lo hace.
											Cuando aterriza, los mosquitos locales
empiezan a picarle y propagan la fiebre.
											La fiebre de Zika resurgió
en 2013 en la Polinesia Francesa.
											En diciembre de ese año,
											los mosquitos la estaban
transmitiendo por la zona.
											Esto provocó un brote masivo
que afectó a casi 30 000 personas.
											Desde allí se propagó por el Pacífico.
											Hubo brotes en las Islas Cook,
en Nueva Caledonia,
											en Vanuatu, en las Islas Salomón
											y casi toda la costa de América
del Sur y la Isla de Pascua.
											Luego, a principios de 2015,
											hubo un aumento de casos
de un síndrome similar al dengue
											en la ciudad de Natal
en el noreste de Brasil.
											El virus no era dengue, era Zika,
y se propagó rápidamente.
											Recife, un gran centro
metropolitano costero,
											se convirtió pronto en el epicentro.
											Se ha especulado
											que fueron los aficionados
de la Copa Mundial de fútbol de 2014
											los que introdujeron el virus,
											pero quizás fueron unos isleños
											que participaron en el campeonato
de canoas de Río de ese año
											los que lo trajeron.
									","
											Donc, d'où vient-il et 
comment est-il arrivé jusqu'ici ?
											Et il est ici.
											Comme beaucoup de nos virus, 
il vient d'Afrique,
											plus spécifiquement 
de la forêt de Zika, en Ouganda.
											Des chercheurs à l'Institut de recherche 
sur la fièvre jaune
											ont identifié un virus inconnu 
chez un singe dans la forêt de Zika
											c'est ainsi qu'il a obtenu son nom.
											Les premiers cas humains de fièvre Zika
											sont apparus quelques années
plus tard en Ouganda et Tanzanie.
											Le virus s'est ensuite propagé 
en Afrique de l'Ouest
											et à l'est à travers l'Asie équatoriale : 
Pakistan, Inde, Malaisie, Indonésie.
											Mais il était toujours principalement chez
les singes et, bien-sûr, les moustiques.
											En fait, depuis 60 ans que le virus 
a été identifié pour la première fois,
											entre 1947 et 2007,
											il n'y a eu que 13 cas reportés
de Zika chez des humains.
											Et une chose incroyable s'est produite
dans le îles Yap, en Micronésie.
											Une épidémie a affecté 
75 % de la population.
											Comment est-il arrivé là ? Par les airs.
											Aujourd'hui il y a deux milliards de
passagers de vols commerciaux.
											Un passager infecté peut prendre 
un avion, traverser la planète
											avant de développer des symptômes,
si même il en développe.
											À l'atterrissage, les moustiques locaux
le piquent et propagent la fièvre.
											La fièvre Zika a ensuite fait surface 
en 2013, en Polynésie française.
											En décembre de cette année,
											elle était transmise localement 
par les moustiques.
											Ce qui a mené à une épidémie explosive
où 30 000 personnes ont été infectées.
											De là, elle s'est propagée
dans le Pacifique.
											Il y a eu des épidémies dans 
les îles Cook, en Nouvelle-Calédonie,
											à Vanuatu, aux îles Solomon
											et presque sur toute la côte 
sud-américaine et l'île de Pâques.
											Puis, début 2015,
											il y a eu une résurgence de cas
d'un syndrome semblable à la dengue.
											dans la ville de Natal, 
dans le Nordeste du Brésil.
											Ce n'était pas la dengue, c'était Zika, 
et il s'est répandu rapidement.
											Recife, sur la côte,
grand centre métropolitain,
											est vite devenu l'épicentre.
											Les gens pensaient que c'étaient
les supporters de la Coupe du Monde 2014
											qui avaient amené le virus dans le pays.
											Mais d'autres ont pensé qu'il s'agissait
peut-être des habitants du Pacifique
											qui participaient aux 
championnats de canoë
											qui était organisés à Rio cette année-là 
qui l'ont amené.
									","
											De onde é que ele vem
e como chegou aqui?
											Porque ele está aqui.
											Tal como muitos dos nossos vírus
é proveniente de África,
											especificamente
da floresta Zika no Uganda.
											Os investigadores do vizinho
Instituto de Investigação da Febre Amarela
											identificaram um vírus desconhecido
num macaco na floresta Zika
											— é daí que vem o nome.
											Os primeiros casos humanos
da febre Zika
											apareceram uns anos depois
no Uganda, na Tanzânia.
											Depois, o vírus espalhou-se
pela África Ocidental
											e para leste, pela Ásia equatorial
— Paquistão, Índia, Malásia, Indonésia.
											Mas era sobretudo em macacos
e, claro, em mosquitos.
											Na verdade, em 60 anos,
											entre os anos em que foi identificado
— entre 1947 e 2007 —,
											só houve 13 casos relatados
de febre Zika em seres humanos.
											Depois, aconteceu uma coisa
extraordinária
											nas pequenas ilhas Yap da Micronésia.
											Houve um surto que afetou
75% da população.
											Como é que lá foi parar? Pelo ar.
											Hoje, temos dois mil milhões
de passageiros nos transportes aéreos.
											Um passageiro infetado pode embarcar
num avião e dar meia volta ao mundo,
											antes de exibir sintomas
— se é que mostra quaisquer sintomas.
											Depois, quando aterram,
											os mosquitos locais
começam a picá-los e a propagar a febre.
											A febre Zika apareceu depois,
em 2013, na Polinésia francesa.
											Em dezembro desse ano,
											estava a ser transmitida
localmente pelos mosquitos.
											Isso levou a um surto explosivo
											em que foram infetadas
quase 30 000 pessoas.
											Daí, irradiou por todo o Pacífico.
											Houve surtos nas Ilhas Cook,
na Nova Caledónia,
											em Vanuatu, nas Ilhas Salomão
											e em quase toda a costa
da América do Sul e na Ilha da Páscoa.
											Depois, no início de 2015,
											houve um recrudescimento de casos
de um síndroma tipo dengue,
											na cidade de Natal,
no nordeste do Brasil.
											O vírus não era o Dengue, era o Zika,
e propagou-se rapidamente.
											Recife, na costa sul, 
um grande centro metropolitano,
											em breve se tornou no epicentro.
											As pessoas pensaram que tinham sido
os adeptos de futebol
											no Campeonato Mundial FIFA 2014
											a levar o vírus para o país.
											Mas outros achavam que talvez
tivessem sido os ilhéus do Pacífico
											que tinham participado nas provas
do Campeonato Mundial de Canoagem
											que, naquele ano,
se realizaram no Rio de Janeiro.
									",A secret weapon against Zika and other mosquito-borne diseases,Nina Fedoroff,15:10,"biology,biotech,disease,environment,genetics,epidemiology,global issues,health,illness,molecular biology,insects,public health,monkeys,technology,science,virus,society,TEDx"
"
","
","
","
",A secret weapon against Zika and other mosquito-borne diseases,Nina Fedoroff,15:10,"biology,biotech,disease,environment,genetics,epidemiology,global issues,health,illness,molecular biology,insects,public health,monkeys,technology,science,virus,society,TEDx"
"
											Well today, this is only a year later.
											The virus is being locally transmitted
by mosquitoes
											virtually throughout South America,
Central America, Mexico
											and the Caribbean Islands
											Until this year, the many
thousands of cases
											that have been diagnosed in the US
were contracted elsewhere.
											But as of this summer, it's being
transmitted locally in Miami.
											It's here.
									","
											Hoy, solo un año más tarde,
											el virus se transmite localmente
por los mosquitos
											prácticamente en toda América
del Sur, Centroamérica,
											México y las Islas del Caribe.
											Hasta este año, los miles de casos
diagnosticados en EE.UU.,
											se habían contraído en otro lugar.
											Pero este verano ya se está
transmitiendo en Miami.
											Está aquí.
									","
											Aujourd'hui, seulement
un an plus tard,
											le virus a été transmis localement 
par des moustiques
											presque à travers toute l'Amérique du Sud,
l'Amérique Centrale, le Mexique
											et les Caraïbes.
											Jusqu'à cette année,
les plusieurs milliers de cas
											diagnostiqués aux USA
avaient été contractés ailleurs.
											Mais depuis cet été,
il se transmet localement à Miami.
											Il est là.
									","
											Hoje, apenas um ano depois,
											o vírus está a ser transmitido
localmente por mosquitos,
											praticamente por toda a América do Sul,
											América Central, México
e Ilhas das Caraíbas.
											Até este ano, os muitos milhares de casos
											que foram diagnosticados nos EUA
foram contraídos noutros locais.
											Mas este verão, está a ser transmitido
localmente, em Miami.
											Está aqui.
									",A secret weapon against Zika and other mosquito-borne diseases,Nina Fedoroff,15:10,"biology,biotech,disease,environment,genetics,epidemiology,global issues,health,illness,molecular biology,insects,public health,monkeys,technology,science,virus,society,TEDx"
