en,es,tr,title,speaker,duration,tags
"
","
","
",What rivers can tell us about the earth's history,Liz Hajek,11:08,"ancient world,environment,climate change,nature,science,water,TEDx,rivers,global commons"
"
											All right, let's get up
our picture of the earth.
											The earth is pretty awesome.
											I'm a geologist, so I get
pretty psyched about this,
											but the earth is great.
											It's powerful, it's dynamic,
it's constantly changing.
											It's a pretty exciting place to live.
											But I want to share with you guys today
my perspective as a geologist
											in how understanding earth's past
											can help inform and guide
decisions that we make today
											about how to sustainably live
on earth's surface.
									","
											Bien, veamos una foto de la Tierra.
											La Tierra es fantástica.
											Soy geóloga, esto me entusiasma,
											pero la Tierra es genial.
											Es poderosa, es dinámica, 
está en cambio permanente.
											Es un lugar estupendo para vivir.
											Pero hoy quiero compartir con Uds.,
mi punto de vista como geóloga
											sobre cómo entender el pasado de la Tierra
											puede ayudar a informar y guiar
las decisiones que tomamos hoy
											sobre cómo vivir de manera sostenible 
en la superficie terrestre.
									","
											Pekala, dünya resmimizi alalım.
											Dünya oldukça muhteşem.
											Ben bir jeoloğum, o yüzden
oldukça heyecanlıyım,
											fakat, dünya mükemmel.
											Güçlü, dinamik, sürekli değişiyor.
											Dünyada yaşamak oldukça heyecanlı.
											Fakat bugün sizlerle, bir jeolog
olarak kendi bakış açımdan, günümüzde
											dünya üzerinde sürdürülebilir bir yaşama
											sahip olmamız konusunda
aldığımız kararlarda, dünyanın geçmişini
											anlamanın nasıl yardımcı
olabileceğini paylaşacağım.
									",What rivers can tell us about the earth's history,Liz Hajek,11:08,"ancient world,environment,climate change,nature,science,water,TEDx,rivers,global commons"
"
","
","
",What rivers can tell us about the earth's history,Liz Hajek,11:08,"ancient world,environment,climate change,nature,science,water,TEDx,rivers,global commons"
"
											So there's a lot of exciting things
that go on on the surface of the earth.
											If we zoom in here a little bit,
											I want to talk to you guys a little bit
about one of the things that happens.
											Material get shuffled around
earth's surface all the time,
											and one of the big thing that happens
is material from high mountains
											gets eroded and transported
and deposited in the sea.
											And this process is ongoing all the time,
											and it has huge effects
on how the landscape works.
											So this example here in south India —
											we have some of the biggest
mountains in the world,
											and you can see in this satellite photo
											rivers transporting material
from those mountains out to the sea.
											You can think of these rivers
like bulldozers.
											They're basically taking these mountains
and pushing them down towards the sea.
									","
											Ocurren muchas cosas apasionantes 
en la superficie de la Tierra.
											Si nos acercamos un poco,
											quiero hablar un poco de lo que ocurre.
											El sedimento se desplaza 
por la superficie todo el tiempo,
											y uno de sus factores principales 
es la erosión de las altas montañas
											que se transporta y deposita en el mar.
											Es un proceso que ocurre todo el tiempo,
											y tiene efectos enormes en el paisaje.
											Este ejemplo del sur de India...
											tenemos algunas de las montañas 
más grandes del mundo,
											y pueden ver en esta foto satelital
											ríos que transportan sedimento 
de esas montañas al mar.
											Podemos pensar a estos ríos 
como excavadoras.
											Están empujando a estas montañas 
hacia el mar.
									","
											Dünyanın yüzeyinde olup biten
birçok heyecan verici şey var.
											Şuraya biraz yakınlaşırsak
											sizinle, olup biten şeylerden
birisiyle ilgili konuşmak istiyorum.
											Dünyanın yüzeyinde
materyaller her zaman karışıyor
											ve olan en büyük şeylerden birisi,
yüksek dağlardaki materyallerin
											aşınması, taşınması
ve denizde birikiyor olması.
											Bu süreç her zaman devam ediyor
											ve tabiatın işlevi
üzerinde devasa etkileri var.
											Güney Hindistan'dan bir örnek —
											dünyada bazı en büyük dağlara sahibiz
											ve bu uydu fotoğrafında, nehirlerin
											dağlardan denizlere
materyal taşıdığını görebilirsiniz.
											Bu nehirleri buldozer
olarak düşünebilirsiniz.
											Temelde, bu dağları alıp,
onları denize doğru itiyorlar.
									",What rivers can tell us about the earth's history,Liz Hajek,11:08,"ancient world,environment,climate change,nature,science,water,TEDx,rivers,global commons"
"
","
","
",What rivers can tell us about the earth's history,Liz Hajek,11:08,"ancient world,environment,climate change,nature,science,water,TEDx,rivers,global commons"
"
											We'll give you guys an example here.
											So we zoom in a little bit.
											I want to talk to you guys
specifically about a river.
											We can see these beautiful patterns
that the rivers make
											as they're pushing material
down to the sea,
											but these patterns aren't static.
											These rivers are wiggling
and jumping around quite a bit,
											and it can have big impacts on our lives.
									","
											Les daré un ejemplo.
											Nos acercamos un poco.
											Quiero hablarles 
específicamente de un río.
											Podemos ver estos patrones hermosos 
que dibujan los ríos
											conforme empujan el sedimento
hacia el mar,
											pero estos patrones no son estáticos.
											Estos ríos serpentean y saltan un poco,
											y eso puede tener grandes impactos 
en nuestras vidas.
									","
											Size şöyle bir örnek vereceğiz.
											Biraz yaklaştırıyoruz.
											Size özellikle bir nehirden
bahsetmek istiyorum.
											Nehirlerin, denize materyalleri
iterken oluşturdukları
											güzel biçimleri görebiliyoruz,
											fakat bu biçimler sabit değil.
											Bu nehirler kıpırdanıyor
ve sık sık hoplayıp zıplıyorlar
											ve yaşamımızda büyük etkileri olabilir.
									",What rivers can tell us about the earth's history,Liz Hajek,11:08,"ancient world,environment,climate change,nature,science,water,TEDx,rivers,global commons"
"
","
","
",What rivers can tell us about the earth's history,Liz Hajek,11:08,"ancient world,environment,climate change,nature,science,water,TEDx,rivers,global commons"
"
											So an example of this
is this is the Kosi River.
											So the Kosi River
has this nice c-shaped pathway,
											and it exits the big mountains of Nepal
											carrying with it a ton of material,
											a lot of sediments that's being
eroded from the high mountains,
											and it spreads out across India
											and moves this material.
											So we're going to zoom in to this area
											and I'm going to tell you a little bit
about what happened with the Kosi.
											It's an example of how dynamic
these systems can be.
											So this is a satellite image
from August of 2008,
											and this satellite image is colored
											so that vegetations or plants
show up as green
											and water shows up as blue.
											So here again you can see
that c-shaped pathway
											that this river takes as it exits Nepal.
											And now this is monsoon season.
											August is monsoon season
in this region of the world,
											and anyone that lives near a river
is no stranger to flooding
											and the hazards and inconveniences
at minimum that are associated with that.
											But something interesting
happened in 2008,
											and this river moved in a way
that's very different.
											It flooded in a way that's very
different than it normally does.
											So the Kosi River is flowing down here,
											but sometimes as these rivers
are bulldozing sediment,
											they kind of get clogged,
											and these clogs can
actually cause the rivers
											to shift their course dramatically.
											So this satellite image
is from just two weeks later.
											Here's the previous pathway,
											that c-shaped pathway,
											and you notice it's not blue anymore.
											But now what we have is this blue pathway
											that cuts down the middle
of the field of view here.
											What happened is
the Kosi River jumped its banks,
											and for reference,
the scale bar here is 40 miles.
											This river moved
over 30 miles very abruptly.
											So this river got clogged
and it jumped its banks.
											Here's an image from about a week later,
											and you can see
these are the previous pathways,
											and you can see this process
of river-jumping continues
											as this river moves farther away
from its major course.
									","
											Un ejemplo es el río Kosi.
											El río Kosi tiene esta forma de C,
											y sale de las grandes montañas de Nepal
											llevando consigo una tonelada de sedimento.
											Son materiales erosionados 
de las enormes montañas,
											que se esparcen por India
											acarreando este sedimento.
											Nos acercaremos a esta zona
											y les voy a contar un poco 
lo que pasó con el río Kosi.
											Es un ejemplo del dinamismo 
de estos sistemas.
											Esta es una imagen de satélite 
de agosto de 2008,
											y esta imagen está coloreada
											para que la vegetación tenga color verde
											y el agua tenga color azul.
											Aquí vemos otra vez esa forma de C
											que tiene el río al salir de Nepal.
											Es una temporada de monzones.
											Agosto es temporada de monzones 
en esta parte del mundo,
											y cualquiera que viva cerca de un río
sabe que habrá inundaciones,
											peligros e inconvenientes, o al menos 
trastornos asociados con eso.
											Pero en 2008 ocurrió algo interesante
											y este río fluyó de manera muy diferente.
											Se inundó de una manera 
muy diferente a la habitual.
											El río Kosi está fluyendo aquí,
											pero a veces conforme estos ríos 
acarrean sedimentos,
											se generan atascos,
											y estos atascos hacen que los ríos
											cambien su curso drásticamente.
											Esta imagen satelital 
es de dos semanas después.
											Este es el recorrido anterior,
											en forma de C,
											y se nota que ya no es azul.
											Pero ahora tenemos este recorrido azul
											que atraviesa el medio por aquí.
											El río Kosi se desbordó,
											a modo de referencia,
la escala aquí es de 64 km.
											Este río se movió más de 48 km,
muy abruptamente.
											Hubo una obstrucción y el río se desbordó.
											Esta es una imagen de una semana después,
											y pueden ver que estos
son los recorridos anteriores,
											y que sigue este proceso 
de desbordamiento de ríos
											conforme este río de aleja más 
de su curso principal.
									","
											Bunun bir örneği, Koshi Nehri.
											Koshi nehrinin c harfi
şeklinde güzel bir yolu var
											ve Nepal'in büyük dağlarından çıkıp,
											yüksek dağlardan aşınan tonlarca
											materyali, bir sürü
tortuyu da beraberinde taşıyarak,
											Hindistan'a yayılıyor
											ve bu materyali taşıyor.
											Şu alana yakınlaşacağız
											ve ben de sizlere biraz Koshi'ye
neler olduğundan bahsedeceğim.
											Bu sistemlerin nasıl
dinamik olabileceğinin örneğidir.
											Bu, Ağustos 2008'den bir
uydu görüntüsü ve bu görüntü
											renkli olduğu için,
											bitkiler ya da ağaçlar yeşil,
											su ise mavi renkte.
											Burada tekrar, nehrin Nepal'e
giderken geçtiği c şeklindeki
											yolu görebiliyoruz.
											Şu anda muson dönemi.
											Dünyanın bu bölgesinde
Ağustos ayı, muson dönemidir
											ve nehrin yanında yaşayanlar,
en azından bununla bağlantılı
											sellere, tehlikelere
ve zorluklara alışıktır.
											Fakat 2008'de ilginç bir şey oldu
											ve bu nehir, çok farklı
bir yönde hareket etti.
											Normalde olduğundan
farklı bir biçimde yükseldi.
											Koshi Nehri şuraya doğru akar,
											fakat bazen, bu nehirler
tortu da taşıdıkları için,
											bir tür tıkanma olabiliyor
											ve bu tıkanmalar da nehirlerin izledikleri
											yolu değiştirmelerine neden oluyor.
											Bu uydu görüntüsü,
yalnızca iki hafta sonrasına ait.
											Burada önceki yol var,
											c şeklindeki yol
											ve artık mavi olmadığını görüyoruz.
											Şimdi elimizde, buradaki alanı
											ortasından kesen, bu mavi yol var.
											Olan şey şu: Koshi Nehri setlerini aştı
											ve bilgi açısından,
buradaki ölçek çubuğu 40 mil.
											Nehir birdenbire 30
milden fazla hareket etti.
											Yani bu nehir tıkandı ve setlerini aştı.
											Burada ortalama bir hafta sonrasının
											görüntüsü var ve bunların
önceki yol olduğunu
											ve nehrin sıçrama sürecinin,
nehir en büyük yolundan
											uzaklaştıkça devam 
ettiğini görebilirsiniz.
									",What rivers can tell us about the earth's history,Liz Hajek,11:08,"ancient world,environment,climate change,nature,science,water,TEDx,rivers,global commons"
"
","
","
",What rivers can tell us about the earth's history,Liz Hajek,11:08,"ancient world,environment,climate change,nature,science,water,TEDx,rivers,global commons"
"
											So you can imagine
in landscapes like this,
											where rivers move around frequently,
											it's really important to understand when,
where and how they're going to jump.
											But these kinds of processes
also happen a lot closer to home as well.
											So in the United States,
											we have the Mississippi River
that drains most of the continental US.
											It pushes material
from the Rocky Mountains
											and from the Great Plains.
											It drains it and moves it
all the way across America
											and dumps it out in the Gulf of Mexico.
											So this is the course of the Mississippi
that we're familiar with today,
											but it didn't always flow
in this direction.
											If we use the geologic record,
											we can reconstruct
where it went in the past.
											So for example, this red area here
											is where we know the Mississippi River
flowed and deposited material
											about 4,600 years ago.
											Then about 3,500 years ago it moved
											to follow the course
outlined here in orange.
											And it kept moving and it keeps moving.
											So here's about 2,000 years ago,
											a thousand years ago,
											700 years ago.
											And it was only
as recently as 500 years ago
											that it occupied the pathway
that we're familiar with today.
											So these processes are really important,
											and especially here, this delta area,
											where these river-jumping events
in the Mississippi
											are building land at the interface
of the land and the sea.
											This is really valuable real estate,
											and deltas like this are some of the most
densely populated areas on our planet.
											So understanding the dynamics
of these landscapes,
											how they formed and how they will
continue to change in the future
											is really important
for the people that live there.
									","
											Uno puede imaginar que,
en paisajes como este,
											donde los ríos se desplazan 
con frecuencia,
											es muy importante entender cuándo,
dónde y cómo van a desbordar.
											Pero este tipo de procesos
ocurre mucho cerca de casa también.
											En Estados Unidos,
											tenemos el río Mississippi que drena 
la mayor parte del agua del continente.
											Arrastra sedimentos de las Rocallosas
											y de las Grandes Llanuras.
											Drena y acarrea esto por EE.UU.
											y lo deposita en el Golfo de México.
											Es el curso del Mississippi con
el que estamos familiarizados hoy,
											pero tuvo un curso diferente.
											Si usamos el registro geológico,
											podemos reconstruir 
por dónde pasó en el pasado.
											Por ejemplo, por esta zona roja de aquí
											sabemos que el río Mississippi 
fluía y depositaba sedimento
											hace 4600 años.
											Luego, hace unos 3500 años se movió
											siguiendo el curso 
delineado aquí en naranja.
											Y se siguió moviendo y se sigue moviendo.
											Esto es hace unos 2000 años,
											hace 1000 años,
											hace 700 años.
											Y hace solo 500 años
											ocupa el recorrido 
que nos resulta familiar hoy.
											Estos procesos son muy importantes,
											y sobre todo aquí, este delta,
											donde estos saltos del río Mississippi
											crean plataformas de tierra 
entre la tierra y el mar.
											Es una zona de mucho valor,
											y estos deltas son las zonas 
más densamente pobladas del planeta.
											Por eso entender la dinámica
de estos paisajes,
											cómo se formaron y cómo seguirán 
cambiando en el futuro,
											es muy importante para 
la gente que vive aquí.
									","
											Bu tür tabiatlarda,
yani nehirlerin sık sık
											harekete geçtiği tabiatlarda,
											ne zaman, nereye ve nasıl
sıçrayacaklarını anlamak çok önemlidir.
											Fakat bu tür süreçler aynı zamanda
evlere yakın yerlerde de oluyor.
											Birleşik Devletler'de,
											ABD kıtasının çoğunun suyunu
çeken Mississippi Nehri var.
											Rocky Dağları ve Büyük Ovalardan
											materyalleri itiyor.
											Materyalleri çekiyor
ve Amerika'ya taşıyor
											ve Meksika Körfezine atıyor.
											Bu, Mississippi Nehrinin
bugün aşina olduğumuz yolu,
											fakat her zaman bu yönde ilerlemedi.
											Jeolojik kayıtları kullanırsak,
											geçmişte nereye gittiğini görebiliriz.
											Örneğin, buradaki kırmızı alan
											4600 yıl önce Mississippi Nehrinin
aktığını ve materyal depoladığını
											bildiğimiz yer.
											Sonra, yaklaşık 3500 yıl önce,
											bu turuncu renkli yolu
takip ederek yön değiştirdi.
											Hareket etti ve etmeye devam ediyor.
											Bu yaklaşık 2000 yıl önce,
											bin yıl önce,
											700 yıl önce.
											Günümüzde aşina olduğumuz yolunu çizmesi,
											yalnızca 500 yıl öncesi gibi
yakın bir zamanda gerçekleşti.
											Bu süreçler gerçekten önemli
											ve özellikle burada, Mississippi'deki
											set atlama olaylarının kara ve
deniz arasında arazi oluşturduğu
											bu delta alanında çok önemli.
											Bunlar gerçekten değerli emlaklar
											ve bunun gibi deltalar, gezegenimizde
en yoğun nüfüsa sahip alanlardan birkaçı.
											Yani bu tabiatların
dinamiğini, nasıl oluştuklarını
											ve gelecekte nasıl değişmeye 
devam edeceklerini anlamak,
											orada yaşayan insanlar
için oldukça önemli.
									",What rivers can tell us about the earth's history,Liz Hajek,11:08,"ancient world,environment,climate change,nature,science,water,TEDx,rivers,global commons"
