en,es,pt,fr,title,speaker,duration,tags
"
","
","
","
",A new superweapon in the fight against cancer,Paula Hammond,10:42,"biotech,cancer,big problems,biomechanics,disease,genetics,engineering,health,invention,medicine,medical research,microbiology,nanoscale,technology,science"
"
											Cancer affects all of us —
											especially the ones that come
back over and over again,
											the highly invasive
and drug-resistant ones,
											the ones that defy medical treatment,
											even when we throw our best drugs at them.
											Engineering at the molecular level,
											working at the smallest of scales,
											can provide exciting new ways
											to fight the most aggressive
forms of cancer.
									","
											El cáncer nos afecta a todos,
											especialmente el que
regresa una y otra vez,
											el muy invasivo y resistentes
a los medicamentos,
											el que vence a los tratamientos médicos,
											aun cuando usemos
nuestras mejores medicinas.
											La ingeniería a nivel molecular,
											la que opera en las escalas más pequeñas,
											nos puede brindar nuevas
e interesantes maneras
											para combatir las formas
más agresivas de cáncer.
									","
											O cancro afeta-nos a todos nós,
											especialmente aqueles
que voltam vezes sem conta,
											os altamente invasivos
e os que resistem às drogas,
											os que desafiam o tratamento médico,
											mesmo quando os tratamos 
com as melhores drogas que temos.
											A engenharia a nível molecular,
											que funciona à mais pequena das escalas,
											pode proporcionar
novas formas entusiasmantes
											de lutar contra as formas
mais agressivas do cancro.
									","
											Le cancer nous affecte tous —
											en particulier ceux qui reviennent
encore et encore,
											ceux qui sont très invasifs
et résistent aux médicaments,
											ceux qui défient les traitements médicaux,
											même lorsque l'on utilise 
nos meilleurs médicaments.
											L'ingénierie à l'échelle moléculaire,
											le travail à la plus petite échelle,
											peut fournir
d'excitantes nouvelles façons
											de combattre les formes
les plus agressives de cancer.
									",A new superweapon in the fight against cancer,Paula Hammond,10:42,"biotech,cancer,big problems,biomechanics,disease,genetics,engineering,health,invention,medicine,medical research,microbiology,nanoscale,technology,science"
"
","
","
","
",A new superweapon in the fight against cancer,Paula Hammond,10:42,"biotech,cancer,big problems,biomechanics,disease,genetics,engineering,health,invention,medicine,medical research,microbiology,nanoscale,technology,science"
"
											Cancer is a very clever disease.
											There are some forms of cancer,
											which, fortunately, we've learned
how to address relatively well
											with known and established
drugs and surgery.
											But there are some forms of cancer
											that don't respond to these approaches,
											and the tumor survives or comes back,
											even after an onslaught of drugs.
									","
											El cáncer es una enfermedad muy lista.
											Hay muchas formas de cáncer,
											que, afortunadamente, hemos aprendido
a tratar relativamente bien
											con medicamentos y cirugías
bien definidas y establecidas.
											Pero hay otras formas de cáncer
											que no responden a esos procedimientos
											y los tumores sobreviven o regresan,
											incluso después de
un tratamiento agresivo.
									","
											O cancro é uma doença muito inteligente.
											Há algumas formas de cancro
											que, felizmente, já aprendemos
a tratar relativamente bem
											com cirurgias e drogas
conhecidas e estabilizadas.
											Mas há outras formas de cancro
											que não reagem a essas abordagens
											e o tumor sobrevive ou reaparece,
											mesmo depois dum massacre de drogas.
									","
											Le cancer est une maladie
très intelligente.
											Il y a des formes de cancer,
											contre lesquelles, heureusement,
nous avons appris à agir plutôt bien
											avec des médicaments et des chirurgies
établies et validées.
											Mais il y a des formes de cancer
											qui ne répondent pas à ces approches,
											et la tumeur survit ou revient,
											même après des traitements agressifs.
									",A new superweapon in the fight against cancer,Paula Hammond,10:42,"biotech,cancer,big problems,biomechanics,disease,genetics,engineering,health,invention,medicine,medical research,microbiology,nanoscale,technology,science"
"
","
","
","
",A new superweapon in the fight against cancer,Paula Hammond,10:42,"biotech,cancer,big problems,biomechanics,disease,genetics,engineering,health,invention,medicine,medical research,microbiology,nanoscale,technology,science"
"
											We can think of these
very aggressive forms of cancer
											as kind of supervillains in a comic book.
											They're clever, they're adaptable,
											and they're very good at staying alive.
											And, like most supervillains these days,
											their superpowers come
from a genetic mutation.
											The genes that are modified
inside these tumor cells
											can enable and encode for new
and unimagined modes of survival,
											allowing the cancer cell to live through
											even our best chemotherapy treatments.
									","
											Podemos pensar esas formas
agresivas de cáncer
											como una especie de súper-villano
de las historietas.
											Son astutos, adaptables,
											y muy buenos en mantenerse vivos.
											Y como la mayoría de
los súper-villanos hoy en día
											sus superpoderes vienen
de una mutación genética.
											Los genes modificados dentro
de esas células del tumor
											pueden activar y codificar nuevas
e inimaginables maneras de sobrevivir,
											permitiéndole sobrevivir
a la célula cancerígena
											aun con nuestros mejores
tratamientos de quimioterapia.
									","
											Podemos pensar nestas formas
muito agressivas de cancro
											como uma espécie de supervilões
dum história de banda desenhada.
											São espertos, são adaptáveis
											e são muito bons em manterem-se vivos.
											Tal como a maior parte 
dos supervilões dos nossos dias,
											os seus superpoderes 
provêm duma mutação genética.
											Os genes que são modificados 
no interior das células deste tumor
											podem permitir e codificar novos modos
inimagináveis de sobrevivência,
											permitindo que a célula cancerosa viva,
											apesar dos melhores tratamentos
de quimioterapia.
									","
											Nous pouvons voir
ces formes de cancer très agressives
											comme des super-méchants
de bandes dessinées.
											Ils sont intelligents,
ils s'adaptent
											et arrivent très bien à rester en vie.
											Et comme la majorité
des super-méchants de nos jours,
											leurs super-pouvoirs
viennent d'une mutation génétique.
											Les gènes qui sont modifiés
dans ces cellules cancéreuses
											peuvent contenir le code 
de nouveaux modes de survie inimaginables,
											permettant aux cellules cancéreuses
de survivre
											à nos meilleurs traitements
de chimiothérapie.
									",A new superweapon in the fight against cancer,Paula Hammond,10:42,"biotech,cancer,big problems,biomechanics,disease,genetics,engineering,health,invention,medicine,medical research,microbiology,nanoscale,technology,science"
"
","
","
","
",A new superweapon in the fight against cancer,Paula Hammond,10:42,"biotech,cancer,big problems,biomechanics,disease,genetics,engineering,health,invention,medicine,medical research,microbiology,nanoscale,technology,science"
"
											One example is a trick
in which a gene allows a cell,
											even as the drug approaches the cell,
											to push the drug out,
											before the drug can have any effect.
											Imagine — the cell effectively
spits out the drug.
											This is just one example
of the many genetic tricks
											in the bag of our supervillain, cancer.
											All due to mutant genes.
									","
											Un ejemplo es un truco en el que
un gen permite a la célula,
											incluso cuando los fármacos
se acercan a la célula,
											alejar el fármaco,
											incluso antes de que tenga algún efecto.
											Imaginen, la célula puede expulsar
efectivamente el medicamento.
											Este es solo un ejemplo
de los muchos trucos genéticos
											bajo la manga de nuestro
súper-villano, el cáncer.
											Todo debido a genes mutantes.
									","
											Por exemplo, há um artifício
em que um gene permite que uma célula,
											quando a droga se aproxima da célula,
											expulse a droga
											antes que a droga cause qualquer efeito.
											Imaginem — a célula cospe a droga.
											Este é apenas um exemplo
das muitas artimanhas genéticas
											na manga do nosso supervilão, o cancro.
											Tudo isto devido a genes mutantes.
									","
											Un exemple de ruse utilisée 
par un gène permet à la cellule,
											même à l'approche du médicament,
											d'éjecter le médicament
											avant même qu'il n'agisse.
											Imaginez, la cellule recrache
vraiment le médicament.
											Ce n'est qu'un exemple
des nombreuses ruses génétiques
											que notre super-méchant,
le cancer, a dans son sac.
											Toutes dues à des gènes mutants.
									",A new superweapon in the fight against cancer,Paula Hammond,10:42,"biotech,cancer,big problems,biomechanics,disease,genetics,engineering,health,invention,medicine,medical research,microbiology,nanoscale,technology,science"
"
","
","
","
",A new superweapon in the fight against cancer,Paula Hammond,10:42,"biotech,cancer,big problems,biomechanics,disease,genetics,engineering,health,invention,medicine,medical research,microbiology,nanoscale,technology,science"
"
											So, we have a supervillain
with incredible superpowers.
											And we need a new and powerful
mode of attack.
											Actually, we can turn off a gene.
											The key is a set of molecules
known as siRNA.
											siRNA are short sequences of genetic code
											that guide a cell to block a certain gene.
											Each siRNA molecule
can turn off a specific gene
											inside the cell.
											For many years since its discovery,
											scientists have been very excited
											about how we can apply
these gene blockers in medicine.
									","
											Entonces, tenemos un súper-villano
con increíbles superpoderes.
											Necesitamos una manera nueva
y poderosa para atacarlo.
											En realidad, podemos apagar un gen.
											La clave es un conjunto de moléculas
conocidas como ARNip.
											El ARNip son pequeñas secuencias
de código genético
											que llevan a la célula
a bloquear cierto gen.
											Cada molécula ARNip puede
apagar un gen específico
											dentro de la célula.
											Por muchos años desde su descubrimiento,
											a los científicos les han apasionado
											las aplicaciones de estos
genes bloqueadores en medicina.
									","
											Portanto, temos um supervilão
com superpoderes incríveis.
											Precisamos de um modo de ataque
novo e poderoso.
											Na realidade, podemos desligar um gene.
											A chave é um conjunto de moléculas
conhecidas por siRNA.
											Os siRNA são sequências curtas
de código genético
											que guiam uma célula para bloquear
um determinado gene.
											Cada molécula de siRNA
pode desligar um gene específico
											no interior da célula.
											Durante muitos anos
depois desta descoberta,
											os cientistas ficaram muito entusiasmados
											em saber como aplicar na medicina
estes bloqueadores de genes.
									","
											Ainsi nous avons un super-méchant
avec des super-pouvoirs incroyables.
											Et nous avons donc besoin 
d'un nouveau mode d'attaque puissant.
											En fait, nous pouvons désactiver un gène.
											La clé est un ensemble de molécules
connues sous le nom d'ARNsi.
											ARNsi sont de courtes séquences
de code génétique
											qui aident la cellule à bloquer 
un certain gène.
											Chaque molécule ARNsi
peut désactiver un gène en particulier
											à l'intérieur de la cellule.
											Depuis leur découverte il y a des années,
											les scientifiques ont été très excités
											de la possibilité d'utiliser 
ces gènes bloqueurs en médecine.
									",A new superweapon in the fight against cancer,Paula Hammond,10:42,"biotech,cancer,big problems,biomechanics,disease,genetics,engineering,health,invention,medicine,medical research,microbiology,nanoscale,technology,science"
"
","
","
","
",A new superweapon in the fight against cancer,Paula Hammond,10:42,"biotech,cancer,big problems,biomechanics,disease,genetics,engineering,health,invention,medicine,medical research,microbiology,nanoscale,technology,science"
"
											But, there is a problem.
											siRNA works well inside the cell.
											But if it gets exposed to the enzymes
											that reside in our bloodstream
or our tissues,
											it degrades within seconds.
											It has to be packaged, protected
through its journey through the body
											on its way to the final target
inside the cancer cell.
									","
											Pero hay un problema:
											el ARNip trabaja bien
dentro de la célula,
											pero si entra en contacto con enzimas
											presentes en nuestra sangre o tejidos,
											se degrada en segundos.
											Tiene que ir empaquetada y protegida
en su viaje por el cuerpo
											para llegar finalmente a su objetivo
dentro de la célula de cáncer.
									","
											Mas há um problema.
											Os siRNA funcionam bem
no interior da célula.
											Mas, se forem expostos às enzimas
											que residem na corrente sanguínea
ou nos tecidos,
											degradam-se em poucos segundos.
											Têm que ser embrulhados, protegidos,
durante toda a viagem pelo corpo
											no seu percurso até ao destino final
no interior da célula cancerosa.
									","
											Mais il y a un problème.
											L'ARNsi fonctionne bien dans la cellule.
											Mais s'il est exposé aux enzymes
											contenues dans notre sang
ou nos tissus,
											il se dégrade en quelques secondes.
											Il doit donc être emballé, protégé
lors de son voyage dans le corps
											vers sa destination finale
dans la cellule cancéreuse.
									",A new superweapon in the fight against cancer,Paula Hammond,10:42,"biotech,cancer,big problems,biomechanics,disease,genetics,engineering,health,invention,medicine,medical research,microbiology,nanoscale,technology,science"
"
","
","
","
",A new superweapon in the fight against cancer,Paula Hammond,10:42,"biotech,cancer,big problems,biomechanics,disease,genetics,engineering,health,invention,medicine,medical research,microbiology,nanoscale,technology,science"
"
											So, here's our strategy.
											First, we'll dose the cancer cell
with siRNA, the gene blocker,
											and silence those survival genes,
											and then we'll whop it with a chemo drug.
											But how do we carry that out?
											Using molecular engineering,
											we can actually design a superweapon
											that can travel through the bloodstream.
											It has to be tiny enough
to get through the bloodstream,
											it's got to be small enough
to penetrate the tumor tissue,
											and it's got to be tiny enough
to be taken up inside the cancer cell.
											To do this job well,
											it has to be about one one-hundredth
the size of a human hair.
									","
											Entonces, esta es la estrategia.
											Primero administramos a la célula
el gen bloqueador, el ARNip,
											silenciamos los genes de supervivencia,
											y luego lo eliminamos
con la medicina química.
											Pero, ¿cómo logramos esto?
											Usando ingeniería molecular
											podemos diseñar una súper-arma
											que puede viajar por
el torrente sanguíneo.
											Tiene que ser lo suficientemente
pequeña para ir por la sangre,
											y muy pequeña para penetrar
el tejido cancerígeno
											y muy pequeña para penetrar
dentro de la célula de cáncer.
											Para hacer bien su trabajo
											tiene que ser de una milésima
del tamaño de un cabello.
									","
											A nossa estratégia é esta.
											Primeiro, aplicamos uma dose de siRNA,
o gene bloqueador, à célula cancerosa

											e silenciamos os genes sobreviventes.
											Depois, saturamo-la com uma droga química.
											Mas como é que fazemos isso?
											Usando a engenharia molecular,
											podemos conceber uma superarma
											que pode viajar pela corrente sanguínea.
											Tem que ser suficientemente pequena
para entrar na corrente sanguínea,
											tem que ser suficientemente pequena
para penetrar no tecido do tumor,
											e tem que ser suficientemente pequena
para penetrar na célula cancerosa.
											Para fazer este trabalho bem feito,
											tem que ter o tamanho de cerca
de um centésimo dum cabelo humano.
									","
											Voici notre stratégie :
											d'abord, nous allons noyer la cellule 
cancéreuse d'ARNsi, le gène bloqueur,
											faire taire ces gènes de survie,
											puis nous l'écraserons avec 
un agent chimiothérapeutique.
											Mais comment réaliser cela ?
											Grâce à l'ingénierie moléculaire.
											Nous pouvons créer une super-arme
											qui peut voyager dans le sang.
											Elle doit être assez petite
pour passer dans les veines,
											assez petite pour pénétrer
les tissus tumoraux,
											et elle doit être assez petite pour entrer
dans la cellule cancéreuse.
											Pour réussir cela,
											elle doit faire environ un centième
de la taille d'un cheveu humain.
									",A new superweapon in the fight against cancer,Paula Hammond,10:42,"biotech,cancer,big problems,biomechanics,disease,genetics,engineering,health,invention,medicine,medical research,microbiology,nanoscale,technology,science"
"
","
","
","
",A new superweapon in the fight against cancer,Paula Hammond,10:42,"biotech,cancer,big problems,biomechanics,disease,genetics,engineering,health,invention,medicine,medical research,microbiology,nanoscale,technology,science"
