en,tr,es,fr,title,speaker,duration,tags
"
","
","
","
",The high-stakes race to make quantum computers work,Chiara Decaroli,5:03,"TED-Ed,animation,science,quantum physics,math,invention,innovation,technology,computers,physics"
"
											The contents of this metal cylinder could
either revolutionize technology
											or be completely useless—
											it all depends on whether we can harness
the strange physics of matter
											at very, very small scales.
											To have even a chance of doing so,
											we have to control the environment 
precisely:
											the thick tabletop and legs guard against
vibrations from footsteps,
											nearby elevators, and opening
or closing doors.
											The cylinder is a vacuum chamber,
											devoid of all the gases in air.
											Inside the vacuum chamber is a smaller,
											extremely cold compartment, 
reachable by tiny laser beams.
											Inside are ultra-sensitive particles
that make up a quantum computer.
									","
											Bu metal silindirin içindekiler
teknolojiye evrim geçirtebilir
											ya da tamamen faydasız olabilirler—
											bu tamaman bizlerin maddenin 
çok çok küçük ölçekteki
											garip fiziğini kullanıp 
kullanmamıza bağlı.
											Bunu başarabilme 
şansımızın olabilmesi için
											çevreyi çok hassas bir şekilde
kontrol edebilmemiz gerekir:
											kalın bir masa tezgahı ve ayakları
adımlardan, yakındaki asansörlerden,
											kapıların açıp kapanmasından
oluşan titreşimlerden korur.
											Silindir havasız bir odacıktır,
											havadaki tüm gazlardan yoksundur.
											Bu odacığın içinde daha küçük, 
aşırı soğuk bir bölüm vardır,
											buraya küçük lazer ışınları erişebilir.
											İçinde de ultra-hassas parçacıklar
kuantum bilgisayarını oluşturur.
									","
											El contenido de este cilindro metálico
podría, o bien, revolucionar la tecnología
											o ser completamente inútil,
											todo depende de si podemos aprovechar
la extraña física de la materia
											a escalas muy, muy pequeñas.
											Para tener la oportunidad de hacerlo,
											debemos controlar el entorno
de forma precisa:
											el ancho del tablero y las patas
protegen de la vibración de las pisadas,
											los ascensores cercanos, 
y el abrir y cerrar de puertas.
											El cilindro es una cámara de vacío,
											sin ninguno de los gases del aire.
											Dentro de la cámara de vacío 
hay un pequeño compartimiento,
											extremadamente frío
accesible por pequeños rayos láser.
											Dentro hay partículas ultrasensibles
que componen la computadora cuántica.
									","
											Le contenu de ce cylindre de métal
pourrait soit révolutionner la technologie
											soit être totalement inutile—
											cela dépend de notre capacité à maîtriser
les étranges propriétés de la matière
											à de très, très petites échelles.
											Pour avoir une chance d'y parvenir,
											nous devons contrôler précisément
l'environnement :
											le dessus de table épais et les pieds
protègent des vibrations des pas,
											des ascenseurs voisins, et des ouvertures
ou fermetures de portes.
											Le cylindre est une chambre à vide,
											dénuée de tout gaz.
											Dans la chambre à vide se trouve
un compartiment plus petit,
											extrêmement froid,
atteignable par de petits faisceaux laser.
											A l'intérieur, des particules ultra
sensibles forment un ordinateur quantique.
									",The high-stakes race to make quantum computers work,Chiara Decaroli,5:03,"TED-Ed,animation,science,quantum physics,math,invention,innovation,technology,computers,physics"
"
","
","
","
",The high-stakes race to make quantum computers work,Chiara Decaroli,5:03,"TED-Ed,animation,science,quantum physics,math,invention,innovation,technology,computers,physics"
"
											So what makes these particles 
worth the effort?
											In theory, quantum computers could 
outstrip the computational limits
											of classical computers.
											Classical computers process 
data in the form of bits.
											Each bit can switch between two states 
labeled zero and one.
											A quantum computer uses something 
called a qubit,
											which can switch between zero, one, 
and what’s called a superposition.
											While the qubit is in its superposition,
											it has a lot more information 
than one or zero.
											You can think of these positions as 
points on a sphere:
											the north and south poles of the sphere 
represent one and zero.
											A bit can only switch between 
these two poles,
											but when a qubit is in its superposition,
											it can be at any point on the sphere.
											We can’t locate it exactly—
											the moment we read it, the qubit resolves 
into a zero or a one.
											But even though we can’t observe the 
qubit in its superposition,
											we can manipulate it to perform 
particular operations while in this state.
									","
											Peki, bu parçacıkları 
uğraşmaya değer kılan nedir?
											Teoride kuantum bilgisayarları
											klasik bilgisayarların hesaplama 
sınırlarını geride bırakabilir.
											Klasik bilgisayarlar veriyi 
bitler halinde işlerler.
											Her bir bit sıfır ve bir olarak
etiketlenen iki hal arası geçiş yapabilir.
											Kuantum bilgisayarı ise 
kübit denilen bir şey kullanır,
											sıfır, bir ve süperpozisyon denilen 
bir başka hale geçiş yapabilir.
											Kübit süperpozisyon halindeyken
											sıfır ve birden 
çok daha fazla bilgiye sahiptir.
											Bu halleri küre üzerindeki 
noktalar olarak düşünebilirsiniz:
											kuzey ve güney kutup noktaları 
sıfır ve biri temsil eder.
											Bit sadece bu iki kutup arası
geçiş yapabilirken
											kübit süperpozisyon halindeyken
											küredeki herhangi bir noktada olabilir.
											Tam olarak konumlayamayız—
											okuduğumuz anda kübit 
sıfır ya da bire çözünür.
											Kübiti süperpozisyon halinde
gözlemleyemesek bile
											bu haldeyken onu belirli işlemler
yapmak için yönetebiliriz.
									","
											¿Qué hace que estas partículas 
merezcan el esfuerzo?
											En teoría, las computadoras cuánticas
podrían superar los límites
											de las computadoras clásicas.
											Las computadoras clásicas 
procesan los datos en forma de bits.
											Cada bit puede cambiar entre
dos estados marcados como 0 y 1.
											Una computadora cuántica usa 
algo denominado cúbit,
											que puede cambiar entre 0, 1 y
lo que se llama una superposición.
											Si el cúbit está en su superposición,
											contiene mucha más información
que un 1 o un 0.
											Puedes pensar en estas posiciones
como puntos en una esfera:
											los polos norte y sur de la esfera
representan el 1 y el 0.
											Un bit solo puede cambiar
entre estos dos polos,
											pero cuando un cúbit está
en superposición,
											puede estar en cualquier punto
de la esfera.
											No podemos localizarlo exactamente...
											en el momento que lo leemos,
el cúbit se convierte en un 0 o un 1.
											A pesar de que no podemos observar
el cúbit en su superposición,
											podemos manipularlo para realizar
operaciones concretas en ese estado.
									","
											Qu'est-ce que ces particules ont
qui vaille tous ces efforts ?
											En théorie, les ordinateurs quantiques
pourraient dépasser
											les limites informatiques
des ordinateurs classiques.
											Les ordinateurs classiques traitent
les données sous la forme de bits.
											Chaque bit peut basculer entre deux états
nommés zéro et un.
											Un ordinateur quantique utilise
quelque chose appelé un qubit,
											qui peut basculer entre zéro, un,
et ce qu'on appelle une superposition.
											Lorsque le qubit est en superposition,
											il contient bien plus d'information
que un ou zéro.
											Représentez-vous ces positions
comme des points sur une sphère :
											les pôles nord et sud de la sphère
représentent un et zéro.
											Un bit peut seulement basculer
entre chacun de ces pôles,
											mais quand un qubit est en superposition,
											il peut être en tout point de la sphère.
											On ne peut le localiser précisément—
											dès qu'on le lit, le qubit se transforme
en zéro ou en un.
											Bien qu'on ne puisse pas observer
le qubit en superposition,
											on peut le manipuler dans cet état
pour effectuer des opérations.
									",The high-stakes race to make quantum computers work,Chiara Decaroli,5:03,"TED-Ed,animation,science,quantum physics,math,invention,innovation,technology,computers,physics"
"
","
","
","
",The high-stakes race to make quantum computers work,Chiara Decaroli,5:03,"TED-Ed,animation,science,quantum physics,math,invention,innovation,technology,computers,physics"
"
											So as a problem grows more complicated,
											a classical computer needs correspondingly
more bits to solve it,
											while a quantum computer will 
theoretically be able to handle
											more and more complicated problems
											without requiring as many more qubits as a
classical computer would need bits.
									","
											Yani, bir problem karmaşıklaştıkça
											onu çözmek için klasik bir bilgisayar
aynı oranda daha çok bite ihtiyaç duyar
											ancak kuantum bilgisayarı teorik olarak
											daha da karmaşık problemleri
											daha fazla kübite ihtiyaç
duymadan da çözebilir.
									","
											A medida que el problema se complica,
											una computadora clásica necesita
más bits para resolverlo,
											mientras que una computadora cuántica
podrá teóricamente manejar
											problemas cada vez más complicados
											sin requerir tantos más cúbits como
una computadora clásica bits.
									","
											Lorsqu'un problème devient
de plus en plus compliqué,
											un ordinateur classique aura besoin
d'autant plus de bits pour le résoudre,
											alors qu'un ordinateur quantique
pourra théoriquement gérer
											des problèmes de plus en plus complexes
											sans nécessiter autant de qubits de plus
qu'un ordinateur classique de bits.
									",The high-stakes race to make quantum computers work,Chiara Decaroli,5:03,"TED-Ed,animation,science,quantum physics,math,invention,innovation,technology,computers,physics"
"
","
","
","
",The high-stakes race to make quantum computers work,Chiara Decaroli,5:03,"TED-Ed,animation,science,quantum physics,math,invention,innovation,technology,computers,physics"
"
											The unique properties of quantum computers
											result from the behavior of atomic 
and subatomic particles.
											These particles have quantum states,
											which correspond to the 
state of the qubit.
											Quantum states are incredibly fragile,
											easily destroyed by temperature 
and pressure fluctuations,
											stray electromagnetic fields,
											and collisions with nearby particles.
											That’s why quantum computers need 
such an elaborate set up.
											It’s also why, for now,
											the power of quantum computers 
remains largely theoretical.
											So far, we can only control a few qubits 
in the same place at the same time.
									","
											Kuantum bilgisayarlarının 
bu kendine has özellikleri
											atom ve atom altı parçacıklarının
davranışlarından kaynaklanır.
											Bu parçacıklar, kübit hallerine 
karşılık gelen kuantum hallerine sahiptir.
											Kuantum halleri inanılmaz kırılgandır;
											sıcaklık ve basınç dalgalanmalarıyla,

											başıboş elektronmanyetik alanlarla,
											ve diğer parçalarla çarpışarak
kolayca yok olurlar.
											Bu yüzden kuantum bilgisayarları 
çok özenli bir hazırlığa ihtiyaç duyarlar.
											Ayrıca yine bu yüzden de
											kuantum bilgisayarlarının gücü 
şimdilik büyük ölçüde teoriktir.
											Şimdiye kadar sadece birkaç kübiti
											aynı anda, aynı yerde 
kontrol edebiliyoruz.
									","
											Las propiedades únicas de
las computadoras cuánticas
											son el resultado del comportamiento de
partículas atómicas y subatómicas.
											Estas partículas tienen estados cuánticos,
											que correspondan al estado del cúbit.
											Los estados cuánticos son muy frágiles,
											fácilmente destruibles por temperatura
o fluctuaciones de presión,
											campos electromagnéticos perdidos,
											y colisiones con partículas cercanas.
											Por eso las computadoras cuánticas
necesitan una configuración tan elaborada.
											También por eso, por ahora,
											el poder de las computadoras cuánticas
sigue siendo en gran medida teórico.
											Por ahora, solo podemos controlar pocos
cúbits en el mismo lugar al mismo tiempo.
									","
											Les propriétés uniques
des ordinateurs quantiques
											viennent du comportement de particules
atomiques et subatomiques.
											Ces particules ont des états quantiques,
											qui correspondent à l'état du qubit.
											Les états quantiques sont
incroyablement fragiles,
											facilement détruits par les fluctuations
de température et de pression,
											les champs magnétiques qui trainent,
											et les collisions avec
des particules voisines.
											C'est pourquoi les ordinateurs quantiques
ont besoin d'une configuration élaborée.
											C'est aussi pourquoi, pour l'instant,
											la puissance des ordinateurs quantiques
reste largement théorique.
											Pour l'instant, nous pouvons contrôler
											seulement quelques qubits au même endroit
et au même moment.
									",The high-stakes race to make quantum computers work,Chiara Decaroli,5:03,"TED-Ed,animation,science,quantum physics,math,invention,innovation,technology,computers,physics"
"
","
","
","
",The high-stakes race to make quantum computers work,Chiara Decaroli,5:03,"TED-Ed,animation,science,quantum physics,math,invention,innovation,technology,computers,physics"
"
											There are two key components involved
											in managing these fickle quantum 
states effectively:
											the types of particles a quantum 
computer uses,
											and how it manipulates those particles.
											For now, there are two leading approaches:
											trapped ions and superconducting qubits.

									","
											Bu kararsız kuantum hallerini
											verimli şekilde yönetmenin 
iki anahtar bileşeni var:
											kuantum bilgisayarının 
kullandığı parçacık türleri
											ve onun bu parçacıkları 
nasıl idare ettiği.
											Şimdilik iki yaklaşım önde gidiyor:
											hapsedilmiş iyonlar 
ve süperiletken kübitler.
									","
											Hay dos componentes clave involucrados
											en la gestión efectiva de estados
cuánticos volubles:
											los tipos de partículas que usa
una computadora cuántica,
											y cómo manipula esas partículas.
											Por ahora, hay dos enfoques principales:
											trampa de iones y 
cúbits superconductores.
									","
											Il y a deux composants clé impliqués
											dans la gestion efficace
de ces états quantiques changeants :
											les types de particules
qu'un ordinateur quantique utilise,
											et comment il manipule ces particules.
											Pour l'instant, il existe
deux approches majeures :
											les ions piégés
et les qubits supraconducteurs.
									",The high-stakes race to make quantum computers work,Chiara Decaroli,5:03,"TED-Ed,animation,science,quantum physics,math,invention,innovation,technology,computers,physics"
