en,fr,pt,tr,title,speaker,duration,tags
"
","
","
","
","Everything you need to know to read ""The Canterbury Tales""",Iseult Gillespie,4:30,"literature,TED-Ed,books,book,novel,history,culture,world cultures,writing,animation"
"
											A portly Miller, barely sober enough
to sit on his horse,
											rambles on about the flighty wife 
of a crotchety old carpenter
											and the scholar she takes as her lover.
											To get some time alone together,
											the scholar and the wife 
play various tricks
											that involve feigning madness,
											staging a biblical flood,
											and exposing themselves in public.
											But the parish clerk 
is also lusting after the wife,
											and comes by every night 
to sing outside her house.
											This becomes so tiresome 
that she tries to scare him away
											by hanging her rear end out the window 
for him to kiss.
											When this appears not to work,
											her scholar decides 
to try farting in the same position,
											but this time, the clerk 
is waiting with a red-hot poker.
									","
											Un meunier corpulent, à peine assez sobre
pour tenir sur son cheval,
											radote sur la femme frivole
d'un vieux menuisier grincheux
											et de l'universitaire
qu'elle a pris comme amant.
											Pour passer un peu de temps ensemble,
											l'universitaire et la femme
jouent différents tours
											qui comprennent feindre la folie,
											mettre en scène un déluge biblique,
											et s'exposer en public.
											Mais le curé de la paroisse
désire aussi la femme,
											et, chaque nuit, il se met à chanter
devant sa maison.
											Cela devient si pénible
qu'elle essaye de l'effrayer
											en mettant ses fesses à la fenêtre
pour qu'il les embrasse.
											Vu que cela ne semble pas marcher,
											son universitaire décide d'essayer
de péter dans la même position,
											mais cette fois, le curé attend
avec un tisonnier chauffé au rouge.
									","
											Um corpulento Miller, insuficientemente
sóbrio para se equilibrar no cavalo,
											divaga sobre a mulher irresponsável
de um velho e rabugento carpinteiro
											e o estudante que é amante dela.
											Para poderem passar tempo juntos,
											o estudante e a mulher
usam várias artimanhas
											que incluem fingir loucura,
											encenar um dilúvio bíblico
											e exibirem-se a si mesmos em público.
											Mas o sacristão também deseja a mulher
											e todas as noites vai cantar à porta dela.
											Isso torna-se tão cansativo
que ela tenta afugentá-lo,
											exibindo o traseiro à janela
para ele o beijar.
											Quando se verifica que isso não resulta,
											o estudante decide dar peidos
na mesma posição,
											mas, nessa altura, o sacristão
está à espera com um ferro em brasa.
									","
											Heybetli Miller,
atına binebilecek kadar ayık olarak
											huysuz ve yaşlı bir marangozun
uçarı karısı ve onun sevgilisi olan bilgin
											hakkında lafı döndürüp dolaştırıyor.
											Bilgin ve kadın
											biraz yalnız kalabilmek için
çeşitli oyunlara başvuruyorlar;
											deli numarası yapma,
											devasa bir sel sahneleme
											ve kendilerini ifşa etmek gibi.
											Fakat ayrıca kilise kâtibi de
kadını çok arzuluyor
											ve her gece şarkı söylemek
için, evinin önüne gidiyor.
											Bu öyle yorucu bir hâl alıyor ki,
kadın, öpmesi için kalçalarını
											pencereden sarkıtarak
onu kaçırmayı deniyor.
											Bu işe yaramadığında da
											bilgin, aynı pozisyonda
gaz çıkarmaya karar veriyor,
											fakat bu kez de kâtip elinde 
kırmızı-sıcak bir demir ile bekliyor.
									","Everything you need to know to read ""The Canterbury Tales""",Iseult Gillespie,4:30,"literature,TED-Ed,books,book,novel,history,culture,world cultures,writing,animation"
"
","
","
","
","Everything you need to know to read ""The Canterbury Tales""",Iseult Gillespie,4:30,"literature,TED-Ed,books,book,novel,history,culture,world cultures,writing,animation"
"
											This might all sound like a bawdy joke,
											but it’s part of one of the most esteemed 
works of English literature ever created:
											The Canterbury Tales,
											which seamlessly blends the lofty 
and the lowly.
											The work consists of 24 stories,
											each told by one 
of Chaucer’s spirited characters.
											Narrators include 
familiar Medieval figures
											such as a Knight,
											a Clerk,
											and a Nun,
											and the less recognizable Reeve,
											and Mancible,
											and others.
									","
											Tout cela pourrait paraître
une blague grivoise,
											mais fait partie de l'une
des œuvres les plus estimées
											de la littérature anglaise :
											« Les Contes de Canterbury »,
											qui mélange aisément
le noble et le simple.
											L'œuvre se compose de 24 contes,
											chacun raconté par un
des personnages fougueux de Chaucher.
											Parmi les narrateurs, on trouve
des figures médiévales connues
											comme un Chevalier,
											un Curé
											et une Nonne,
											et les moins reconnaissables Préfet,
											Économe
											et beaucoup d'autres.
									","
											Tudo isto parece ser
uma palhaçada indecorosa
											mas faz parte de uma das obras
mais apreciadas da literatura inglesa:
											""Os Contos da Cantuária""
											que combinam na perfeição
o elevado e o humilde.
											A obra é formada por 24 histórias,
											cada uma contada por uma
das vigorosas personagens de Chaucer.
											Os narradores incluem
figuras medievais conhecidas,
											como um cavaleiro,
											um pároco,
											e uma freira,
											e os menos reconhecíveis
Reeve
											e Mancible
											e outros.
									","
											Bunlar müstehcen bir şaka gibi gelebilir,
											fakat aslında İngiliz edebiyatının en
kıymetli eserlerinden birisinin bir kısmı:
											Canterbury Hikâyeleri,
											gurur ile alçaklığı
pürüzsüzce harmanlıyor.
											Bu eser 24 hikâyeden oluşuyor,
											her birini Chaucer'ın
mizaçlı karakterleri seslendiriyor.
											Anlatıcılar arasında
bilindik Orta Çağ figürleri var,
											bir şövalye,
											bir kâtip
											ve bir rahibe
											ve en az tanınmış kâhya
											ve levazımcı
											ve diğerleri gibi.
									","Everything you need to know to read ""The Canterbury Tales""",Iseult Gillespie,4:30,"literature,TED-Ed,books,book,novel,history,culture,world cultures,writing,animation"
"
","
","
","
","Everything you need to know to read ""The Canterbury Tales""",Iseult Gillespie,4:30,"literature,TED-Ed,books,book,novel,history,culture,world cultures,writing,animation"
"
											The Tales are written in Middle English,
											which often looks entirely different 
from the language spoken today.
											It was used between the 12th 
and 15th centuries,
											and evolved from Old English
											due to increased contact 
with European romantic languages
											after the Norman Conquest of 1066.
											Most of the Middle English alphabet 
is still familiar today,
											with the inclusion 
of a few archaic symbols,
											such as yogh, which denotes the y,
											j,
											or gh sound.
									","
											Les Contes sont écrits en moyen-anglais,
											qui est souvent très différent
de la langue parlée aujourd'hui.
											Il était utilisé entre le XIIe
et le XVe siècle,
											et il avait évolué du vieil anglais
											à cause de la multiplication des contacts
avec les langues romanes européennes
											après la conquête normande de 1066.
											La plupart de l'alphabet du moyen anglais
est encore familier aujourd'hui,
											avec l'inclusion de quelques
symboles archaïques,
											comme yogh, qui indique le son y,
											j
											ou gh.
									","
											Os Contos são escritos em inglês médio,
											que é muito diferente
da língua que se fala hoje.
											Foi usado entre os séculos XII e XV,
											e evoluiu do inglês antigo,
											devido ao crescente contacto
com as línguas românicas europeias
											depois da conquista normanda de 1066.
											A maior parte do alfabeto
do inglês médio ainda hoje é familiar,
											com a inclusão
de alguns símbolos arcaicos,
											como o yogh, que prenuncia o y,
											e o j,
											ou o som gh.
									","
											Hikâyeler Orta Çağ İngilizcesiyle yazılmış
											ve bugün konuşulan dilden
tamamen farklı gözüküyor.
											Bu dil 12. ve 15. yüzyıllar
arasında kullanılmış
											ve 1066'daki Normandiya Fethi sonrasında
											romantik Avrupa dilleriyle gittikçe
daha çok ilişki kurulması nedeniyle
											Eski İngilizce'den türemiştir.
											Orta Çağ İngilizcesi alfabesinin
büyük kısmı günümüzde de hâlâ bilinir;
											yalnızca y, j ve gh sesini

											simgeleyen ""yogh"" kelimesi gibi
											birkaç eski
											sembol hariç.
									","Everything you need to know to read ""The Canterbury Tales""",Iseult Gillespie,4:30,"literature,TED-Ed,books,book,novel,history,culture,world cultures,writing,animation"
"
","
","
","
","Everything you need to know to read ""The Canterbury Tales""",Iseult Gillespie,4:30,"literature,TED-Ed,books,book,novel,history,culture,world cultures,writing,animation"
"
											The loquacious cast of the Tales 
first meet at the Tabard Inn in Southwark.
											They have a journey in common:
											a pilgrimage to Canterbury 
to visit the shrine of St. Thomas Beckett,
											a martyred archbishop who was murdered 
in his own Cathedral.
											Eager and nosy
for some personal details,
											the host of the Inn 
proposes a competition:
											whoever tells the best tale 
will be treated to dinner.
									","
											Les personnages loquaces des Contes
se rencontrent au Tabard Inn à Southwark.
											Ils ont un voyage en commun :
											un pèlerinage à Canterbury
pour visiter la tombe de Thomas Becket,
											un archevêque martyr assassiné
dans sa propre cathédrale.
											Impatient et curieux
de découvrir quelques détails personnels,
											l'aubergiste du Tabard lance un défi :
											celui qui raconte la meilleure histoire
sera invité à diner.
									","
											O grupo loquaz dos Contos
											encontram-se pela primeira vez
na estalagem Tabbard, em Southwark.
											Fazem uma viagem em conjunto:
											uma peregrinação à Cantuária,
											para visitar o santuário
de S. Tomás Beckett,
											um arcebispo mártir que foi assassinado
na sua própria catedral.
											Curioso e intrometido
por pormenores pessoais,
											o estalajadeiro propõe uma competição:
											quem contar o melhor conto
será convidado para jantar.
									","
											Hikâyelerin geveze oyuncuları ilk olarak
Southwark'daki Tabard Hanı'nda buluşuyor.
											Ortak bir yolculukları var:
											Kendi katedralinde öldürülen şehit
baş piskopos olan Aziz Thomas Beckett'ın
											mabedini ziyaret etmek için
Canterbury'e kutsal bir yolculuk.
											Bazı kişisel detaylar için
istekli ve meraklı olan han sahibi
											bir yarışma öneriyor:
											En iyi hikâyeyi anlatan kişi,
akşam yemeğiyle ödüllendirilecek.
									","Everything you need to know to read ""The Canterbury Tales""",Iseult Gillespie,4:30,"literature,TED-Ed,books,book,novel,history,culture,world cultures,writing,animation"
"
","
","
","
","Everything you need to know to read ""The Canterbury Tales""",Iseult Gillespie,4:30,"literature,TED-Ed,books,book,novel,history,culture,world cultures,writing,animation"
"
											If not for their pilgrimage,
											many of these figures would never 
have had the chance to interact.
											This is because Medieval society followed 
a feudal system
											that divided the clergy and nobility 
from the working classes,
											made up of peasants and serfs.
											By Chaucer’s time,
											a professional class of merchants 
and intellectuals had also emerged.
									","
											Sans le pèlerinage,
											la plupart de ces figures n'auraient
jamais eu la possibilité de se connaître.
											Cela dépend du fait que la société
médiévale suivait un système féodal
											qui séparait le clergé et la noblesse
des classes ouvrières,
											composées de paysans et serfs.
											A l'époque de Chaucher,
											une classe professionnelle de marchands
et d'intellectuels avait aussi apparu.
									","
											Se não fosse a peregrinação,
											muitas destas personagens nunca
teriam tido a hipótese de interagir.
											Isto porque a sociedade medieval
seguia um sistema feudal
											que dividia o clero e a nobreza
das classes trabalhadoras,
											formadas por camponeses e servos.
											Na época de Chaucer,
											também tinha surgido uma classe
profissional de mercadores e intelectuais.
									","
											Bu kutsal yolculuk olmasaydı,
											bu figürlerin çoğunun
hiçbir zaman tanışma şansı olmazdı.
											Çünkü Orta Çağ toplumu,
köylü ve kölelerden oluşan işçi sınıfını
											rahipler ve asiller sınıfından ayıran
											feodal sistemi takip ediyordu.
											Chaucer'ın zamanında ayrıca
											profesyonel bir tüccar ve
entelektüel sınıfı da ortaya çıkmıştı.
									","Everything you need to know to read ""The Canterbury Tales""",Iseult Gillespie,4:30,"literature,TED-Ed,books,book,novel,history,culture,world cultures,writing,animation"
