en,es,tr,fr,title,speaker,duration,tags
"
","
","
","
",The economic case for preschool,Timothy Bartik,15:45,"TEDx,business,culture,economics,education"
"
											In this talk today, I want to present a different idea
											for why investing in early childhood education
											makes sense as a public investment.
											It's a different idea, because usually,
											when people talk about early childhood programs,
											they talk about all the wonderful benefits for participants
											in terms of former participants, in preschool,
											they have better K-12 test scores,
											better adult earnings.
											Now that's all very important,
											but what I want to talk about is what preschool does
											for state economies
											and for promoting state economic development.
									","
											En esta charla de hoy quiero presentar una idea diferente
											sobre el por qué invertir en la educación temprana de la niñez
											puede resultar en una buena inversión pública.
											Es una idea diferente porque generalmente
											cuando la gente habla acerca de 
los programas de la infancia temprana,
											habla de los maravillosos beneficios para los participantes
											en términos de antiguos alumnos, del preescolar,
											de que obtienen mejores resultados en la prueba K-12,
											de mejores ingresos como adultos.
											Bien, todo eso es muy importante,
											pero de lo que quiero hablar es de lo que hace el preescolar
											por la economía de los estados
											y por promover el desarrollo económico del estado.
									","
											Bugün kü konuşmada erken yaşta eğitime
											yatırım yapmanın bir kamu yatırımı olarak niçin anlamlı olduğuna dair
											farklı bir görüş sunmak istiyorum.
											Farklı çünkü insanlar genellikle
											okul öncesi eğitimden söz ettikleri zaman
											okul öncesi eğitim almış insanlara bakarak
											bunun faydalarından bahsederler ve
											onların ilk ve orta öğretim sınavlarında ki başarılarından
											ve ileride de daha çok para kazandıklarından söz ederler.
											Tabii bunların hepsi çok önemli
											ama ben okul öncesi eğitimin
											devlet ekonomilerine etkisinden
											ve ekonomik gelişime katkısından söz etmek istiyorum.
									","
											Aujourd'hui, je veux montrer d'une nouvelle façon
											pourquoi investir dans l'éducation
de la petite enfance
											a du sens en tant qu'investissement public.
											C'est une nouvelle façon, car normalement,
											quand les gens parlent de programmes
pour la petite enfance,
											ils parlent de tous les merveilleux avantages 
pour les enfants
											en termes d'anciens élèves de maternelle :
											ils ont de meilleures notes durant leur scolarité,
											de meilleurs revenus une fois adultes.
											Tout ça, c'est très important.
											Mais ce dont je veux parler, 
c'est du rôle que la maternelle tient
											dans l'économie du pays,
											et dans le développement économique.
									",The economic case for preschool,Timothy Bartik,15:45,"TEDx,business,culture,economics,education"
"
","
","
","
",The economic case for preschool,Timothy Bartik,15:45,"TEDx,business,culture,economics,education"
"
											And that's actually crucial
											because if we're going to get increased investment
											in early childhood programs,
											we need to interest state governments in this.
											The federal government has a lot on its plate,
											and state governments are going to have to step up.
											So we have to appeal to them,
											the legislators in the state government,
											and turn to something they understand,
											that they have to promote the economic development
											of their state economy.
											Now, by promoting economic development,
											I don't mean anything magical.
											All I mean is, is that early childhood education
											can bring more and better jobs to a state
											and can thereby promote higher per capita earnings
											for the state's residents.
									","
											Y esto es en verdad crucial
											porque si vamos a incrementar la inversión
											en los programas de infancia temprana,
											necesitamos interesar a los gobiernos de los estados.
											El gobierno federal tiene muchos asuntos en sus manos,
											por lo que los gobiernos de los 
estados tendrán que tomar la iniciativa.
											Así que debemos recurrir a ellos,
											a los legisladores en los gobiernos de los estados,
											y recurrir a algo para que entiendan,
											que deben promover el desarrollo económico
											de la economía de sus estados.
											Bien, por promover el desarrollo económico,
											no me refiero a nada mágico.
											A lo que me refiero es, 
que la educación temprana de la niñez
											puede generar más y mejores trabajos al estado
											y puede, por lo tanto, promover un ingreso per cápita más alto
											para los residentes del estado.
									","
											Ve de bu çok önemli
											çünkü eğer biz okul öncesi eğitime daha fazla yatırım
											yapılmasını istiyorsak
											yönetimlerin ilgisini bu yöne çekmek zorundayız.
											Federal hükümetin çok fazla işi var
											ve bunu eyalet hükumetleri yapmak zorunda.
											Bunun için
											eyalet hükumet üyelerine başvurmammız
											ve onlara
											eyaletlerinin ekonomik kalkınmasını desteklemek zorunda
											olduklarını anlatmalıyız.
											Tabii ben ekonomik kalkınmayı desteklemek derken
											öyle sihirli bir şey kast etmiyorum.
											Söylemeye çalıştığım, okul öncesi eğitimin
											daha fazla ve nitelikli iş fırsatları doğuracağı
											ve böylece eyalet sakinlerine daha yüksek kişi başı
											gelir sağlayacağıdır.
									","
											Et en fait, c'est crucial,
											car si nous voulons obtenir plus d'investissement
											dans les programmes de la petite enfance,
											nous devons éveiller
l'intérêt des gouvernements des états.
											Le gouvernement fédéral ayant
déjà beaucoup à faire,
											ce sont les gouvernements des états
qui devront s'en charger.
											On doit donc faire appel à eux,
											les législateurs des gouvernements des états,
											et le faire en termes qu'ils comprennent :
											ils doivent promouvoir le développement économique
											de leur état.
											Mais en parlant de promouvoir
le développement économique,
											je ne parle pas de quelque chose de magique.
											Tout ce que je veux dire, 
c'est que l'éducation de la petite enfance
											peut apporter un plus grand nombre 
et de meilleurs emplois à un état
											et ainsi procurer
de plus hauts revenus par habitant
											pour les résidents de l'état.
									",The economic case for preschool,Timothy Bartik,15:45,"TEDx,business,culture,economics,education"
"
","
","
","
",The economic case for preschool,Timothy Bartik,15:45,"TEDx,business,culture,economics,education"
"
											Now, I think it's fair to say that when people think about
											state and local economic development,
											they don't generally think first about what they're doing
											about childcare and early childhood programs.
											I know this. I've spent most of my career researching these programs.
											I've talked to a lot of directors
											of state economic development agencies about these issues,
											a lot of legislators about these issues.
											When legislators and others think about economic development,
											what they first of all think about are business tax incentives,
											property tax abatements, job creation tax credits,
											you know, there are a million of these programs all over the place.
											So for example, states compete very vigorously
											to attract new auto plants or expanded auto plants.
											They hand out all kinds of business tax breaks.
											Now, those programs can make sense
											if they in fact induce new location decisions,
											and the way they can make sense is,
											by creating more and better jobs,
											they raise employment rates, raise per capita earnings of state residents.
											So there is a benefit to state residents
											that corresponds to the costs that they're paying
											by paying for these business tax breaks.
									","
											Ahora bien,debo decir que 
cuando la gente piensa en
											el desarrollo estatal y local de la economía,
											generalmente no se piensa en 
primer lugar en lo que se hace
											en el cuidado infantil ni en los 
programas de educación temprana.
											Lo sé. He pasado la mayor parte de mi carrera 
investigando estos programas.
											He hablado con muchos directores
											de las agencias de desarrollo 
económico estatal acerca de estos temas,
											con muchos legisladores acerca de estos asuntos.
											Cuando los legisladores y otros 
piensan en el desarrollo económico,
											en lo primero en que todos piensan 
es en los estímulos fiscales a las empresas,
											en la reducción de los impuestos de propiedad, 
en los créditos fiscales a la creación de trabajos,
											saben, hay un millón de esos programas por todos lados.
											Por ejemplo, los estados compiten 
muy activamente
											para atraer plantas automotrices 
o para incrementar su número.
											Reparten todo tipo de recortes impositivos a las empresas.
											Bien, esos programas tienen sentido
											si de verdad inducen nuevas decisiones locales,
											y la forma en que pueden tener sentido es
											creando más y mejores trabajos,
											elevando las tasas de empleo y los 
ingresos per cápita de los residentes del estado.
											Así que hay un beneficio
para los residentes del estado
											que corresponde al costo que están pagando
											por esas facilidades impositivas a las empresas.
									","
											Sanırım şimdi diyebiliriz ki insanlar
											devlet ve yerel ekonomik gelişimden söz ettiklerinde
											akıllarına ilk olarak çocuk bakımı ve okul öncesi
											eğitim programları gelmez.
											Ben bunu biliyorum. Ben kariyerimin çoğunu bu programları araştırmakla geçirdim.
											Ben bir sürü
											eyalet ekonomisi kalkınma ajansı idarecileriyle bu meseleleri
											görüştüm, bir sürü idareciyle.
											Parlamenterler ve diğerleri ekonomik kalkınma dendiğinde
											akıllarına ilk olarak iş vergisi teşviki,
											emlak vergisi indirimi, iş kurma vergi kredisi gelir
											ve biliyorsunuz bunlar gibi daha bir sürü neler var.
											Örneğin eyaletler yeni araba fabrikaları kurmak
											veya var olanları genişletmek için kıyasıya rekabet ederler.
											Her türlü vergi muafiyeti sunarlar.
											Eğer bu girişimler yeni iskan kararlarına
											neden olursa o zaman bir anlam ifade ederler
											ve bunu daha çok ve daha iyi
											iş imkanları yaratarak
											istihdam oranını ve kişi başı geliri arttırarak yaparlar.
											Böylece bu vergi muafiyetleri yerleşimcilere
											ödedikleri masraflara karşılık
											menfaat sağlar.
									","
											Je pense que l'on peut dire que 
quand les gens pensent
											au développement économique, local ou national,
											ils ne pensent généralement pas 
en premier à ce qu'ils font
											pour les enfants et les programmes 
de la petite enfance.
											Je le sais. J'ai passé la plupart de ma carrière
à étudier ces programmes.
											J'ai discuté de ces problèmes
											avec beaucoup de directeurs
d'agences de développement économique
au niveau des états,
											et de nombreux législateurs.
											Quand les législateurs, entre autres,
réfléchissent au développement économique,
											ils pensent d'abord aux avatanges fiscaux 
pour les entreprises,
											à des diminutions des taxes foncières,
aux crédits d'impôts à la création d'emploi,
											vous savez, il y a des millions 
de ces programmes partout.
											Par exemple, les états se font
une concurrencent vigoureuse
											pour attirer ou agrandir les usines de voitures.
											Ils accordent toutes sortes 
d'avantages fiscaux aux entreprises.
											Ces programmes peuvent avoir du sens
											si, en fait, ils entraînent
de nouvelles implantations.
											Et pour pouvoir avoir du sens, ils doivent
											créer un plus grand nombre
d'emplois meilleurs,
											qui augmentent le taux d'emploi et les revenus
par habitant des résidents de l'état.
											Il y a donc un avantage pour les résidents de l'état
											qui correspond au coût qu'ils paient
											en finançant les avantages fiscaux 
accordés aux entreprises.
									",The economic case for preschool,Timothy Bartik,15:45,"TEDx,business,culture,economics,education"
"
","
","
","
",The economic case for preschool,Timothy Bartik,15:45,"TEDx,business,culture,economics,education"
"
											My argument is essentially that early childhood programs
											can do exactly the same thing,
											create more and better jobs, but in a different way.
											It's a somewhat more indirect way.
											These programs can promote more and better jobs by,
											you build it, you invest in high-quality preschool,
											it develops the skills of your local workforce
											if enough of them stick around, and, in turn,
											that higher-quality local workforce
											will be a key driver of creating jobs and creating
											higher earnings per capita in the local community.
									","
											Mi argumento es esencialmente 
que los programas de la infancia temprana
											pueden hacer exactamente lo mismo:
											crear más y mejor empleos, pero de una forma distinta.
											Es una forma un poco más indirecta.
											Esos programas pueden promover más y mejores empleos
											creándolos, invirtiendo en un preescolar de alta calidad,
											de esta manera se desarrollan las 
habilidades de la fuerza laboral local
											si un buen número de ellos permanecen y, a su vez,
											esa fuerza laboral de alta calidad
											será un factor determinante en la 
creación de trabajos y en la creación
											de ingresos per cápita más elevados para la comunidad local.
									","
											Aslında benim argümanım da erken okul öncesi eğitim programlarının
											daha çok ve daha nitelikli iş imkanları yaratarak aynı şeyi
											yapabileceğidir ama farklı bir yolla.
											Bu daha ziyade dolaylı bir yol.
											Bu türlü girişimler daha çok ve daha iyi işlerin doğmasına neden olurlar
											bunu sen yaparsın, kaliteli ana okullarına yatırım yaparsın
											bu da yerel iş gücü niteliğini geliştirir
											ve bunlar bir yerlere gitmezse
											o yüksek nitelikli yerel iş gücü
											bölge halkının kişi başı gelirini arttırmada ve iş yaratmadaki
											temel etmen haline gelir.
									","
											Je soutiens que les programmes de la petite enfance
											peuvent faire exactement la même chose,
											créer un plus grand nombre de meilleurs emplois, 
mais d'une façon différente.
											D'une manière plus indirecte, en quelque sorte.
											Ces programmes peuvent promouvoir 
un plus grand nombre de meilleurs emplois
											si vous les mettez en place, vous investissez
dans des maternelles de grande qualité,
											cela développe les compétences 
de votre main d’œuvre locale
											si un nombre suffisant d'entre eux restent sur place.
											Et de plus,
cette main d’œuvre locale de grande qualité
											sera un facteur clé de création d'emploi
											et de plus hauts revenus par habitant 
dans la population locale.
									",The economic case for preschool,Timothy Bartik,15:45,"TEDx,business,culture,economics,education"
"
","
","
","
",The economic case for preschool,Timothy Bartik,15:45,"TEDx,business,culture,economics,education"
"
											Now, let me turn to some numbers on this.
											Okay. If you look at the research evidence —
											that's extensive — on how much early childhood programs
											affect the educational attainment, wages and skills
											of former participants in preschool as adults,
											you take those known effects,
											you take how many of those folks will be expected
											to stick around the state or local economy and not move out,
											and you take research on how much skills
											drive job creation, you will conclude,
											from these three separate lines of research,
											that for every dollar invested in early childhood programs,
											the per capita earnings of state residents
											go up by two dollars and 78 cents,
											so that's a three-to-one return.
											Now you can get much higher returns,
											of up to 16-to-one, if you include anti-crime benefits,
											if you include benefits to former preschool participants
											who move to some other state,
											but there's a good reason for focusing on these three dollars
											because this is salient and important
											to state legislators and state policy makers,
											and it's the states that are going to have to act.
											So there is this key benefit that is relevant
											to state policy makers in terms of economic development.
									","
											Permítanme presentar algunos números sobre esto.
											Bien, si miran la evidencia de la investigación,
											que es amplia, de cuánto influyen 
los programas de la infancia temprana
											en los logros educativos, en los salarios y las habilidades
											de antiguos participantes en preescolar ya como adultos,
											tomen esos efectos conocidos;
											tomen en cuenta cuántas de estas personas se espera
											que sigan viviendo en el estado o 
en la economía local y que no se muden de ahí,
											y tomen las investigaciones sobre 
la cantidad de habilidades que
											impulsan la creación de empleos, y podrán concluir,
											a partir de estas tres líneas separadas de investigación,
											que por cada dólar invertido en 
los programas de infancia temprana,
											el ingreso per cápita de los residentes del estado
											se eleva en 2 dólares y 78 centavos,
											así que es una ganancia de 3 a 1.
											Pueden obtener ganancias mucho más elevadas,
											de más de 16 a 1, si incluyen beneficios antidelincuencia,
											si incluyen beneficios a antiguos alumnos de preescolar
											que se hayan mudado a otro estado;
											pero hay una buena razón para centrarse 
en estos 3 dólares
											ya que esto es destacado e importante
											para los legisladores de los estados 
y los responsables de las políticas estatales,
											y son los estados los que tendrán que actuar.
											Así que está este beneficio clave que es relevante
											para los responsables de las políticas 
estatales en términos de desarrollo económico.
									","
											Şimdi biraz rakamlardan bahsedeyim.
											Tamam şimdi geniş çaplı araştırma sonuçlarına göre erken yaşta
											eğitim programlarının ana okulu geçmişi olan yetişkinlerin
											eğitimsel kazanımlarını, maaşlarnıı ve vasıflarını
											ne kadar etkilediğine bakacak olursak
											ve bu bildik etkileri ele alırasak
											ve bu insanlardan ne kadarının
											bir yerlere gitmeyip eyalet içinde kalacağını
											ve iş yaratmada ne kadar vasıf gerektiğini gösteren araştırmaları ele alırsak
											bu üç ayrı araştırmalara bakarak
											erken yaşta eğitim programlarına yatırılan her bir dolara
											karşın eyalet sakinlerinin kişi başı geliri
											iki dolar yetmiş sekiz kuruş arttığı
											kanısına varacaksınız
											yani bu bire karşı üç kar elde etmek demektir.
											Şimdi daha yüksek kar elde edilebilir
											neredeyse bire karşı 16, eğer suç önleme yardımlarını
											ve başka eyaletlere giden eski
											anaokulu katılımcılarına yapılan yardımları da sayarsak
											ama sözünü ettiğimiz üç dolara odaklanmakta fayda var
											çünkü bu eyalet meclis üyeleri ve devlet politikasına yön verenler
											için dikkat çekici ve önemli
											ve harekete geçecek olanlar eyaletlerdir.
											Yani burda eyaletlerde politikaya yön verenlere ekonomik kalkınma
											bakımından konuyla ilgili temel fayda mevcuttur.
									","
											Maintenant, regardons quelques chiffres.
											Ok. Si on regarde les résultats des études,
											qui sont nombreuses, sur l'effet 
des programmes de la petite enfance
											sur la réussite scolaire, les salaires 
et les compétences
											des anciens élèves de maternelle
une fois devenus adultes,
											si on prend ces effets connus,
											si on prend l'estimation du nombre de ces personnes
											qui vont rester dans l'économie locale
sans quitter l'état,
											et si on prend les études sur l'effet des compétences
											sur la création de l'emploi, on conclura
											de ces trois types de recherches bien différents
											que pour chaque dollar investi 
dans les programmes de la petite enfance,
											le revenu par habitants des résidents de l'état
											augmente de 2,78 dollars,
											soit un retour de trois pour un.
											On peut trouver des retours bien plus importants,
											jusqu'à seize pour un, si l'on inclut
les bénéfices sur la criminalité,
											et les avantages des anciens élèves de maternelle
											qui vont vivre dans d'autres états.
											Mais il y a une bonne raison 
de se concentrer sur ces trois dollars
											parce que c'est visible et important
											aux yeux des législateurs et des décideurs politiques
au niveau des états.
											Et ce sont les états qui devront agir.
											Donc voilà l'avantage clé qui est pertinent
											pour les décideurs politiques 
en termes de développement économique.
									",The economic case for preschool,Timothy Bartik,15:45,"TEDx,business,culture,economics,education"
