en,pt,fr,tr,title,speaker,duration,tags
"
","
","
","
","What I learned from 2,000 obituaries",Lux Narayan,6:08,"life,death,aging,communication,entrepreneur,humanity,motivation,personality,success,society,TEDNYC"
"
											Joseph Keller used to jog
around the Stanford campus,
											and he was struck by all the women
jogging there as well.
											Why did their ponytails swing
from side to side like that?
											Being a mathematician,
he set out to understand why.
									","
											Joseph Keller costumava
correr pelo campus de Stanford
											e era atingido pelas mulheres 
que também corriam por lá.
											Porque é que os seus rabos-de-cavalo
balançavam assim, de um lado para o outro?
											Como era matemático, 
decidiu perceber porquê.
									","
											Joseph Keller faisait son footing
autour du campus de Stanford
											et il était frappé par toutes les femmes
qui couraient là également.
											Pourquoi leur queue de cheval
se balançait-elle d'un côté à l'autre ?
											Étant mathématicien,
il prévoyait de le comprendre.
									","
											Joseph Keller, Stanford
kampüsünde dolaşırken,
											orada yürüyüş yapan tüm
kadınların dikkatini çekerdi.
											At kuyrukları neden bu şekilde
bir sağa bir sola sallanırdı?
											Bir matematikçi olan Joseph, bunun
nedenini anlamaya çalıştı.
									","What I learned from 2,000 obituaries",Lux Narayan,6:08,"life,death,aging,communication,entrepreneur,humanity,motivation,personality,success,society,TEDNYC"
"
","
","
","
","What I learned from 2,000 obituaries",Lux Narayan,6:08,"life,death,aging,communication,entrepreneur,humanity,motivation,personality,success,society,TEDNYC"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									","
											(Gülüşmeler)
									","What I learned from 2,000 obituaries",Lux Narayan,6:08,"life,death,aging,communication,entrepreneur,humanity,motivation,personality,success,society,TEDNYC"
"
","
","
","
","What I learned from 2,000 obituaries",Lux Narayan,6:08,"life,death,aging,communication,entrepreneur,humanity,motivation,personality,success,society,TEDNYC"
"
											Professor Keller was curious
about many things:
											why teapots dribble
											or how earthworms wriggle.
											Until a few months ago,
I hadn't heard of Joseph Keller.
											I read about him in the New York Times,
											in the obituaries.
											The Times had half a page
of editorial dedicated to him,
											which you can imagine is premium space
for a newspaper of their stature.
									","
											O professor Keller era curioso
sobre muitos assuntos:
											Porque é que os bules de chá pingam
											ou como é que as minhocas se contorcem.
											Até há poucos meses, eu nunca 
tinha ouvido falar de Joseph Keller.
											Li sobre ele no New York Times,
											na necrologia.
											O Times tinha meia página
que lhe era dedicada.
											Como podem imaginar, é um 
espaço seleto, num jornal tão grande.
									","
											Professeur Keller était curieux
sur plein de sujets :
											pourquoi les théières bavent
											ou comment les vers de terre bougent.
											Quelques mois auparavant,
je ne connaissais pas Joseph Keller.
											J'ai lu à son propos
dans le New York Times,
											dans la rubrique nécrologique.
											Le Times lui a dédié
une demi page d'éditorial,
											vous imaginez que c'était important
pour un journal d'une telle stature.
									","
											Profesör Keller, bir çok
şeyi merak ederdi.
											Çaydanlıklar neden damlatır
											ya da solucanlar neden kıvrılır.
											Bir kaç ay öncesine kadar,
Joseph Keller'ın adını duymamıştım.
											New York Times'ta okudum adını,
											ölüm ilanlarında.
											Times'ın ona ithafen yarım
sayfalık bir başyazısı vardı,
											bir gazeteye göre birinci sınıf
bir alanda yer alıyordu.
									","What I learned from 2,000 obituaries",Lux Narayan,6:08,"life,death,aging,communication,entrepreneur,humanity,motivation,personality,success,society,TEDNYC"
"
","
","
","
","What I learned from 2,000 obituaries",Lux Narayan,6:08,"life,death,aging,communication,entrepreneur,humanity,motivation,personality,success,society,TEDNYC"
"
											I read the obituaries almost every day.
											My wife understandably thinks
I'm rather morbid
											to begin my day with scrambled eggs
and a ""Let's see who died today.""
									","
											Eu leio a necrologia quase diariamente.
											A minha esposa, compreensivelmente, 
acha-me um pouco mórbido
											por começar o meu dia com ovos mexidos
e um ""Vamos ver quem morreu hoje.""
									","
											Je lis la rubrique nécrologique
quotidiennement.
											Ma femme, et c'est compréhensible,
pense que je suis morbide
											de démarrer ma journée avec des œufs
et un « voyons qui est mort aujourd'hui ».
									","
											Hemen hemen her gün ölüm ilanları okurum.
											Karım, güne omletle ve 
""Bakalım bugün kimler ölmüş"" diye
											başladığımdan delirdiğimi düşünür.
									","What I learned from 2,000 obituaries",Lux Narayan,6:08,"life,death,aging,communication,entrepreneur,humanity,motivation,personality,success,society,TEDNYC"
"
","
","
","
","What I learned from 2,000 obituaries",Lux Narayan,6:08,"life,death,aging,communication,entrepreneur,humanity,motivation,personality,success,society,TEDNYC"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									","
											(Gülüşmeler)
									","What I learned from 2,000 obituaries",Lux Narayan,6:08,"life,death,aging,communication,entrepreneur,humanity,motivation,personality,success,society,TEDNYC"
