en,pt,fr,tr,de,title,speaker,duration,tags
"
","
","
","
","
",3 lessons on decision-making from a poker champion,Liv Boeree,6:07,"gaming,math,sports,psychology,choice"
"
											So I'm a professional poker player,
											and today, I want to talk about
three things that the game has taught me
											around decision-making
that I find apply to everyday life.
									","
											Eu sou uma jogadora profissional de póquer
											e hoje, quero falar sobre três coisas
que o jogo me ensinou
											sobre tomadas de decisão que acho
que se aplicam à vida diária.
									","
											Je suis une joueuse
professionnelle de poker
											et aujourd'hui, j'aimerais vous parler
de trois choses que ce jeu m'a apprises
											sur la prise de décision et qu'on peut
appliquer dans la vie quotidienne.
									","
											Ben profesyonel bir poker oyuncusuyum
											ve bugün bu oyunun bana
karar verme konusunda öğrettiği
											ve günlük hayatta uyguladığım
üç şey hakkında konuşmak istiyorum.
									","
											Ich bin eine professionelle Pokerspielerin
											und möchte heute über drei Dinge sprechen,
											die mich das Spiel über
Entscheidungsfindung gelehrt hat,
											die ich für alltagstauglich halte.
									",3 lessons on decision-making from a poker champion,Liv Boeree,6:07,"gaming,math,sports,psychology,choice"
"
","
","
","
","
",3 lessons on decision-making from a poker champion,Liv Boeree,6:07,"gaming,math,sports,psychology,choice"
"
											Now the first of these things
is about luck.
											Now, like poker, life is also
a game of skill and luck,
											and when it comes
to the biggest things we care about —
											health, wealth and relationships —
											these outcomes don't only depend
on the quality of our decision-making,
											but also the roll of life's dice.
											For example, we can be
perfectly health-conscious
											and still get unlucky
with something like cancer.
											Or we can smoke 20 a day
and live to a ripe old age,
											and this kind of ambiguity
can make it hard for us to know
											how good our strategies are, sometimes,
											especially when we're
experiencing a lot of success.
									","
											A primeira destas coisas é sobre a sorte.
											Como o póquer, a vida é também
um jogo de habilidade e sorte,
											e quando se trata das coisas
mais importantes com que nos preocupamos
											— saúde, riqueza e relações —
											estes resultados não só dependem da
qualidade da nossa tomada de decisão,
											mas também do rolar dos dados da vida.
											Por exemplo, nós podemos ser
muito preocupados com a saúde
											mas ter azar com algo como um cancro.
											Ou podemos fumar 20 por dia
e viver até uma idade mais longa.
											Este tipo de ambiguidade pode
dificultar a maneira de sabermos
											o quão boas, às vezes,
são as nossas estratégias,
											sobretudo quando estamos
a desfrutar de muito êxito.
									","
											La première de ces choses,
c'est la chance.
											Tout comme le poker, la vie est aussi
un jeu mêlant talent et chance.
											Quand on parle des choses
les plus importantes
											— la santé, la richesse, les relations —
											elles ne dépendent pas seulement
de la qualité de nos prises de décision,
											mais aussi des hasards de la vie.
											Par exemple, on peut faire
très attention à sa santé
											et néanmoins avoir la malchance
de développer un cancer,
											ou fumer 20 cigarettes par jour
et vivre jusqu'à un âge vénérable,
											et ce type d'ambiguïté
peut parfois nous rendre difficile
											l'appréciation de la justesse
de nos stratégies,
											notamment quand on rencontre
beaucoup de succès.
									","
											Bu üç şeyden ilki şans.
											Tıpkı poker gibi hayat da
bir yetenek ve şans oyunu
											ve en çok önemsediğimiz şeyler
söz konusu olduğunda
											-sağlık, zenginlik ve ilişkiler gibi-
											bu sonuçlar yalnızca bizim
karar verme kalitemize dayanmıyor,
											hayatın gidişatına da dayanıyor.
											Örneğin tamamen sağlık odaklı olabiliriz
											ve yine de kanser gibi
bir şanssızlığa yakalanabiliriz.
											Veya günde 20 sigara içip
çok uzun yaşayabiliriz,
											işte bu tür belirsizliker bazen
stratejilerimizin ne kadar iyi olduğunu
											anlamamızı zorlaştırabiliyor,
											özellikle de çok başarı
elde ettiğimiz zaman.
									","
											Das erste dieser Dinge handelt von Glück.
											Wie Poker, ist das Leben auch 
ein Geschicklichkeits- und Glücksspiel.
											Wenn es darum geht, 
was uns am Wichtigsten ist —
											Gesundheit, Wohlstand
und Beziehungen —
											hängen die Resultate nicht nur von
der Qualität unserer Entscheidungen ab,
											sondern auch von den 
Spielwürfeln des Lebens.
											Wir können zum Beispiel
total gesundheitsbewusst leben
											und immer noch Pech mit
so etwas wie Krebs haben.
											Wir können 20 am Tag rauchen
und ein reifes Alter erreichen.
											Diese Art der Unklarheit
macht es uns manchmal schwer zu erkennen,
											wie gut unsere Strategien sind,
											vor allem, wenn wir viel Erfolg erleben.
									",3 lessons on decision-making from a poker champion,Liv Boeree,6:07,"gaming,math,sports,psychology,choice"
"
","
","
","
","
",3 lessons on decision-making from a poker champion,Liv Boeree,6:07,"gaming,math,sports,psychology,choice"
"
											For example, back in 2010,
											I won a really big poker tournament
known as the European Poker Tour.
											And because I'd only been playing
full-time for about a year,
											when I won, I assumed
I must be rather brilliant.
											In fact, I thought I was so brilliant
											that I not only got rather lazy
with studying the game,
											but I also got more risky,
											started playing in
the biggest tournaments I could
											against the very best in the world.
											And then my profit graph went
from a thing of beauty
											to something kind of sad,
											with this worrying
downhill trend for a long time,
											until I finally realized
that I was overestimating my skill level,
											and got my act together.
									","
											Por exemplo, em 2010,
											ganhei um grande torneio de póquer,
conhecido por European Poker Tour.
											E como só comecei a jogar a tempo
inteiro há um ano,
											quando ganhei, presumi
que devia ser brilhante.
											De facto, achei que era tão brilhante
											que não só fiquei bastante
preguiçosa para estudar o jogo
											mas também passei a correr mais riscos.
											Comecei a jogar nos maiores torneios
que podia
											contra os melhores do mundo.
											E depois o meu gráfico de lucros
											passou de uma coisa bonita
para algo um pouco triste,
											com esta alarmante linha
descendente durante longo tempo,
											até finalmente perceber que estava
a sobrestimar o meu nível de competência,
											e recompor-me.
									","
											Par exemple, en 2010,
											j'ai gagné un très grand tournoi de poker,
le « European Poker Tour ».
											Cela ne faisait qu'un an
que je jouais à plein temps,
											alors quand j'ai gagné, je me suis dit
que je devais être très douée.
											En fait, je pensais que j'étais si douée
											que non seulement, je suis devenue
fainéante dans mon étude du jeu,
											mais que j'ai aussi pris
de plus en plus de risques,
											en participant
aux plus grands tournois possibles
											contre les meilleurs joueurs du monde.
											Et mon graphique de gains
passa d'une courbe magnifique
											à quelque chose de plutôt triste,
											avec cette inquiétante tendance
baissière sur le long terme,
											jusqu'à ce que je finisse par réaliser
que je surestimais mes capacités,
											et que je me reprenne.
									","
											Örneğin 2010 yılında
											Avrupa Poker Turu olarak bilinen
büyük bir poker turnuvasını kazandım.
											Öncesinde sadece yaklaşık bir yıl
poker oynadığım için
											kazandığımda oldukça zeki
olduğum fikrine kapıldım.
											Hatta o kadar zeki olduğumu düşündüm ki
											oyunu oynarken
tembellik yapmakla kalmadım,
											daha çok risk almaya başladım,
											oynayabileceğim en büyük turnuvalarda
oynamaya başladım,
											dünyanın en iyilerine karşı.
											Kâr grafiğim çok güzelken
											çok üzücü bir hâl aldı,
											bu endişe verici düşüş
bir süre devam etti,
											ta ki yeteneğimi abarttığımı
fark edene kadar
											ve sonra kendimi toparladım.
									","
											Damals zum Beispiel in 2010
											gewann ich ein großes Pokerturnier,
bekannt als die European Poker Tour.
											Da ich bloß etwa ein Jahr lang
Vollzeit gespielt hatte, dachte ich,
											ich wäre ziemlich brillant, 
als ich gewann.
											Tatsächlich dachte ich, ich wäre so genial
											dass ich nicht nur faul wurde,
mit dem Erlernen der Spielstrategien,
											sondern auch viel risikofreudiger.
											Ich begann in den größten
Turnieren zu spielen,
											gegen die Besten der Welt.
											Dann verwandelte sich meine Gewinnkurve
von schön zu beinahe traurig,
											mit diesem besorgniserregenden
langen Abwärtstrend,
											bis ich endlich merkte,
dass ich meine Fähigkeiten überschätzte
											und die Kurve kriegte.
									",3 lessons on decision-making from a poker champion,Liv Boeree,6:07,"gaming,math,sports,psychology,choice"
"
","
","
","
","
",3 lessons on decision-making from a poker champion,Liv Boeree,6:07,"gaming,math,sports,psychology,choice"
"
											And this kind of reminds me
of what we've been seeing
											in the cryptocurrency space,
at least in 2017,
											where the only thing that's been going up
faster than the markets themselves
											is the number of ""senior
investment specialists""
											who have been appearing out of nowhere.
											Now I'm not saying it's not possible
to have a strategic edge,
											but at the same time,
it's very easy to feel like a genius
											when you're in a market
that's going up so fast
											that even the worst strategies
are making a profit.
											So when we're experiencing success,
											it's important to take a moment
to really ask ourselves
											how much of it is truly down to us,
											because our egos love to downplay
the luck factor when we're winning.
									","
											Isto relembra-me aquilo
que temos vindo a ver
											no âmbito da criptomoeda, 
pelo menos em 2017,
											em que a única coisa que tem subido
mais rápido que os próprios mercados
											é o número de ""especialistas 
de investimentos seniores""
											que têm vindo a aparecer do nada.
											Não estou a dizer que não se 
pode ter uma vantagem estratégica,
											mas ao mesmo tempo, é muito fácil
sentir-se como um génio
											quando se está num mercado
que está a subir tão rápido
											que até as piores estratégias
estão a dar lucro.
											Assim, quando estamos a ter sucesso,
											é importante tirar uns momentos

											para perguntarmos a nós mesmos
											quanto realmente isso se deve a nós,
											porque os nossos egos adoram minimizar
o fator sorte quando estamos a ganhar.
									","
											Et ceci me rappelle ce que l'on a vu
											dans le domaine des cryptomonnaies,
du moins en 2017,
											quand le seul truc qui est monté
plus vite que les marchés eux-mêmes
											est le nombre
de « spécialistes en placement »,
											sortis de nulle part.
											Je ne dis pas qu'il est impossible
d'avoir une stratégie gagnante,
											mais dans le même temps,
il est facile de se prendre pour un génie
											quand on est dans un marché
en forte croissance
											que même les pires stratégies
vous y font gagner.
											Donc quand le succès est au rendez-vous,
											il est important de prendre
un moment pour se demander
											quelle est la part
qui vient vraiment de nous,
											car notre ego aime minimiser le facteur
chance quand on est en train de gagner.
									","
											Bu bana kripto bara biriminde
											en azından 2017 yılında
ne gördüğümüzü hatırlatıyor,
											pazarların kendinden
daha hızlı artış gösteren tek şeyin
											hiç yoktan var olan
											olgun yatırım uzmanları sayısı
olduğu zamanı.
											Stratejik bir avataj sağlamanın
imkansız olduğunu söylemiyorum
											ama aynı zamanda
en kötü stratejilerin bile kâr ettiği
											bu kadar hızlı artış
gösteren bir pazardayken
											kendinizi dahi gibi hissetmek çok kolay.
											Yani biz başarı elde ettiğimizde
											kendimize şu soruyu sorabilmek çok önemli:
											Bunun ne kadar bana özgü?
											Çünkü kazandığımız zaman egomuz
şans faktörünü azaltmayı çok sever.
									","
											Das erinnert mich ein daran,
											was wir bei der Kryptowährung erlebt
haben, zumindest 2017.
											Wo das einzige, was schneller wuchs
als die Märkte selbst,
											die Anzahl an ""erfahrenen
Investmentspezialisten"" war,
											die aus dem Nichts kamen.
											Nicht, dass ein strategischer
Vorsprung nicht möglich ist,
											es ist aber so einfach,
sich wie ein Genie zu fühlen,
											wenn dein Markt so schnell wächst,
											dass sogar die schlechtesten
Strategien gewinnen.
											Wenn wir also Erfolg haben,
											ist es wichtig, sich etwas Zeit
zu nehmen und zu fragen,
											wie viel davon wirklich
Eigenverdienst ist,
											weil unsere Egos den Glücksfaktor
gerne herunterspielen, wenn wir gewinnen.
									",3 lessons on decision-making from a poker champion,Liv Boeree,6:07,"gaming,math,sports,psychology,choice"
"
","
","
","
","
",3 lessons on decision-making from a poker champion,Liv Boeree,6:07,"gaming,math,sports,psychology,choice"
"
											Now, a second thing poker taught me
											is the importance
of quantifying my thinking.
											When you're playing,
you can't just get away with going,
											""Eh, they're probably bluffing.""
											That's just going to lose you
a bunch of money,
											because poker is a game
of probabilities and precision,
											and so you have to train yourself
to think in numbers.
											So now, whenever I catch myself
											thinking vaguely about something
really important, like,
											""It's unlikely I'll forget
what I want to say in my TED Talk,""
											I now try to estimate it numerically.
									","
											Ora, a segunda coisa
que o póquer me ensinou
											é a importância de quantificar
o meu pensamento.
											Quando estamos a jogar
não podemos ir na onda de:
											""Ei, provavelmente
estão a fazer 'bluff'.""
											Isso só nos vai fazer
perder muito dinheiro,
											porque o póquer é um jogo
de probabilidades e precisão,
											por isso é preciso treinarmos
a pensar em números.
											Por isso, agora, sempre que me apanho
a pensar vagamente
											sobre algo muito importante, como:
											""É pouco provável que eu me esqueça
do que quero falar na palestra TED"",
											eu agora tento estimá-lo numericamente.
									","
											Maintenant, une deuxième chose
que le poker m'a apprise,
											c'est l'importance
de quantifier mes pensées.
											Quand vous jouez, vous ne pouvez pas
vous en tirer avec :
											« Hum. Ils doivent sans doute bluffer. »
											Ça va juste vous faire
perdre beaucoup d'argent,
											car le poker est un jeu
de probabilités et de précision,
											et vous devez vous entraîner
à penser avec des nombres.
											Donc maintenant,
si jamais je me surprends
											à réfléchir à un truc très important
de manière vague, comme :
											« Il est improbable que j'oublie ce 
que je veux dire pendant mon talk TED. »
											Désormais, j'essaye 
de l'estimer numériquement.
									","
											Pokerin bana öğrettiği ikinci şey
											düşünce şeklini sayısallaştırmanın önemi.
											Poker oynarken sürekli
şu yaklaşımla ilerleyemezsiniz,
											''Muhtemelen blöf yapıyor.''
											Bu yalnızca size
bir sürü para kaybettirecek
											çünkü poker bir
olasılıklar ve kesinlikler oyunu
											ve bu yüzden kendinizi sayılar hâlinde
düşünme konusunda eğitmelisiniz.
											Ne zaman kendimi önemli bir şey hakkında
											belli belirsiz düşünürken bulsam,
mesela şunun gibi,
											''TED konuşmamda ne söylemek istediğimi
unutmam muhtemel değil.''
											artık bunu sayısal
olarak değerlendiriyorum.
									","
											Eine zweite Sache,
die mir Poker beibrachte,
											ist die Wichtigkeit, 
mein Denken zu quantifizieren.
											Wenn du spielst, kommst 
du nicht weit mit:
											""Ah, die bluffen wahrscheinlich.""
											Das wird Ihnen nur viel Geld kosten,
											weil Poker ein Wahrscheinlichkeits- 
und Präzisionsspiel ist
											und Sie sich antrainieren müssen,
in Zahlen zu denken.
											Wenn ich mich jetzt dabei erwische,
											flüchtig über etwas Wichtiges
nachzudenken, wie:
											""Es ist unwahrscheinlich,
dass ich vergesse,
											was ich in meinem TED-Talk sagen will."",
											versuche ich es jetzt
numerisch abzuschätzen.
									",3 lessons on decision-making from a poker champion,Liv Boeree,6:07,"gaming,math,sports,psychology,choice"
