en,es,fr,title,speaker,duration,tags
"
","
","
","Does the media have a ""duty of care""?",David Puttnam,10:41,"TEDx,democracy,journalism,media,politics"
"
											I'd like to start, if I may,
											with the story of the Paisley snail.
											On the evening of the 26th of August, 1928,
											May Donoghue took a train from Glasgow
											to the town of Paisley, seven miles east of the city,
											and there at the Wellmeadow Café,
											she had a Scots ice cream float,
											a mix of ice cream and ginger beer
											bought for her by a friend.
											The ginger beer came in a brown, opaque bottle
											labeled ""D. Stevenson, Glen Lane, Paisley.""
											She drank some of the ice cream float,
											but as the remaining ginger beer was poured
											into her tumbler,
											a decomposed snail
											floated to the surface of her glass.
											Three days later, she was admitted
											to the Glasgow Royal Infirmary
											and diagnosed with severe gastroenteritis
											and shock.
									","
											Quisiera comenzar, 
si me permiten,
											con la historia 
del caracol Paisley.
											En la tarde del 
26 de agosto de 1928,
											May Donoghue tomó 
un tren de Glasgow
											al pueblo de Paisley, 
12 km al este de la ciudad,
											y allí, en el Café Wellmeadow,
											se tomó un helado 
flotante escosés,
											una mezcla de helado 
y cerveza de jengibre
											que le compró un amigo.
											La cerveza llegó en una 
botella marrón opaca
											etiquetada ""D. Stevenson, 
Glen Lane, Paisley"".
											Ella tomó un poco 
del helado flotante,
											y a medida que 
la cerveza restante
											se vertió en su vaso,
											un caracol descompuesto
											flotó en la superficie de su vaso.
											Tres días después, 
fue internada
											en el Glasgow Royal Infirmary
											y diagnosticada con 
gastroenteritis severa
											y en choque.
									","
											J'aimerais commencer, si possible,
											en racontant l'histoire 
de l'escargot de Paisley.
											Le soir du 26 Août 1928,
											May Donoghue a pris le train de Glasgow
											pour Paisley, à 10 km
à l'est de la ville,
											où, au Café Wellmeadow,
											elle a mangé
une crème glacée à l’Écossaise,
											un mélange de glace 
et de bière de gingembre
											que son amie lui avait acheté.
											La bière de gingembre a été servie 
dans une bouteille en verre brun
											étiquetée « D. Stevenson,
Glen Lane, Paisley. »
											Elle prit un peu de crème glacée,
											mais lorsqu'elle a versé 
le reste de la bière de gingembre
											dans son verre,
											un escargot en décomposition
											est apparu à la surface de son verre.
											Trois jours plus tard, elle a été admise
											à un hôpital de Glasgow,
											diagnostiquée d'une gastro-entérite
											et en état de choc.
									","Does the media have a ""duty of care""?",David Puttnam,10:41,"TEDx,democracy,journalism,media,politics"
"
","
","
","Does the media have a ""duty of care""?",David Puttnam,10:41,"TEDx,democracy,journalism,media,politics"
"
											The case of Donoghue vs. Stevenson that followed
											set a very important legal precedent:
											Stevenson, the manufacturer of the ginger beer,
											was held to have a clear duty of care
											towards May Donoghue,
											even though there was no contract between them,
											and, indeed, she hadn't even bought the drink.
											One of the judges, Lord Atkin, described it like this:
											You must take care to avoid acts or omissions
											which you can reasonably foresee
											would be likely to injure your neighbor.
											Indeed, one wonders that without a duty of care,
											how many people would have had to suffer
											from gastroenteritis before Stevenson
eventually went out of business.
									","
											El caso de Donoghue vs. Stevenson 
que vino después
											sentó un importante 
precedente legal:
											Stevenson, el fabricante 
de la cerveza,
											fue conminado a asumir 
un deber de cuidado
											hacia May Donoghue,
											a pesar de que no había 
contrato entre ellos,
											y, de hecho, ni siquiera 
había comprado la bebida.
											Uno de los jueces, Lord Atkin, 
lo describió de esta manera:
											""Uds. tienen que cuidarse de 
evitar actos u omisiones
											que se puedan prever 
razonablemente
											como capaces de 
perjudicar al prójimo"".
											De hecho, uno se pregunta, 
que sin un deber de cuidado,
											cuántas personas 
habrían sufrido
											de gastroenteritis antes de que Stevenson 
finalmente cerrara el negocio.
									","
											Le procès de Donoghue contre Stevenson 
qui s'est déroulé par la suite
											a établi un précédent 
juridique important :
											Stevenson, le fabricant 
de la bière de gingembre,
											a été tenu d'un devoir de diligence
											envers May Donoghue,
											malgré le fait qu'il n'existait 
aucun contrat entre eux,
											et, qu'en effet, ce n'était même pas elle 
qui avait acheté la boisson.
											L'un des juges, Lord Atkin, 
a décrit la situation comme cela :
											« Vous devez faire attention 
d'éviter tout acte
											pour lesquels vous savez
qu'ils pourraient
											probablement faire 
du mal à votre prochain. »
											En effet, l'on peut se demander, 
sans ce devoir de diligence,
											combien de personnes auraient souffert
											de gastro-entérite avant que 
Stevenson ne fasse faillite.
									","Does the media have a ""duty of care""?",David Puttnam,10:41,"TEDx,democracy,journalism,media,politics"
"
","
","
","Does the media have a ""duty of care""?",David Puttnam,10:41,"TEDx,democracy,journalism,media,politics"
"
											Now please hang on to that Paisley snail story,
											because it's an important principle.
											Last year, the Hansard Society,
a nonpartisan charity
											which seeks to strengthen parliamentary democracy
											and encourage greater public involvement in politics
											published, alongside their annual audit
											of political engagement, an additional section
											devoted entirely to politics and the media.
											Here are a couple of rather depressing observations
											from that survey.
											Tabloid newspapers do not appear
											to advance the political citizenship of their readers,
											relative even to those
											who read no newspapers whatsoever.
											Tabloid-only readers are twice as likely to agree
											with a negative view of politics
											than readers of no newspapers.
											They're not just less politically engaged.
											They are consuming media that reinforces
											their negative evaluation of politics,
											thereby contributing to a fatalistic and cynical
											attitude to democracy and their own role within it.
											Little wonder that the report concluded that
											in this respect, the press, particularly the tabloids,
											appear not to be living up to the importance
											of their role in our democracy.
									","
											Ahora, guarden la historia 
del caracol Paisley,
											porque es un principio importante.
											El año pasado, la Sociedad Hansard, 
una organización benéfica no partidista
											que tiene por objeto fortalecer 
la democracia parlamentaria
											y fomentar una mayor participación 
ciudadana en la política,
											publicó, junto a 
su auditoría anual
											del compromiso político, 
una sección adicional
											dedicada exclusivamente a la política 
y los medios de comunicación.
											Aquí un par de observaciones 
más bien deprimentes
											de esa encuesta.
											Los tabloides no parecen
											promover la ciudadanía 
política de sus lectores,
											relativa, incluso, a aquellos
											que no leen ningún periódico.
											Los que solo leen tabloides están 
doblemente propensos a estar de acuerdo
											con una mirada 
negativa de la política
											en comparación a los que 
no leen ningún periódico.
											No están solo menos 
comprometidos políticamente.
											Consumen los medios de 
comunicación que refuerzan
											su evaluación negativa de la política,
											contribuyendo así a una 
actitud fatalista y cínica
											hacia la democracia y su 
propio papel dentro de ella.
											No es extraño que 
el reporte concluya que
											en este sentido, la prensa, 
especialmente los tabloides,
											parecen no estar a la altura 
de la importancia
											de su papel en 
nuestra democracia.
									","
											Gardez cette histoire 
de l'escargot de Paisley en tête,
											parce que c'est un principe important.
											L'année dernière, la Société Hansard,
une association caritative non-partisane,
											qui cherche à renforcer 
la démocratie parlementaire
											et encourager l'implication 
populaire dans la politique
											a publié, avec leur audit annuel
											d'engagement politique, 
une section additionnelle
											dévouée entièrement 
à la politique et les médias.
											Voici quelques observations 
plutôt déprimantes
											provenant de cette enquête.
											Les tabloïds ne promeuvent
											absolument pas la citoyenneté 
politique de leurs lecteurs,
											comparés
											à ceux qui ne lisent aucun journal.
											Les gens ne lisant que des tabloïds sont 
deux fois plus susceptibles d'avoir
											une vision négative de la politique
											que ceux qui ne lisent pas de journaux.
											Ils ne sont pas simplement 
moins engagés politiquement.
											Ils consomment des médias qui renforcent
											leur évaluation négative de la politique,
											contribuant donc 
à une attitude fataliste et cynique
											envers la démocratie 
et le rôle qu'ils peuvent y avoir.
											Ce n'est donc pas surprenant 
que ce rapport ait conclu que
											la presse, 
et particulièrement les tabloïds,
											ne comprend pas l'importance
											de son rôle dans notre démocratie.
									","Does the media have a ""duty of care""?",David Puttnam,10:41,"TEDx,democracy,journalism,media,politics"
"
","
","
","Does the media have a ""duty of care""?",David Puttnam,10:41,"TEDx,democracy,journalism,media,politics"
"
											Now I doubt if anyone in this room would seriously
											challenge that view.
											But if Hansard are right, and they usually are,
											then we've got a very serious problem on our hands,
											and it's one that I'd like to spend the next 10 minutes
											focusing upon.
									","
											Dudo que alguien en esta sala
											desafiaría ese punto de vista.
											Pero si Hansard tiene razón, 
y por lo general la tiene,
											entonces tenemos 
un serio problema,
											y es uno en el que 
me gustaría centrarme
											los siguientes 10 minutos.
									","
											A mon avis, vous êtes
											tous d'accord avec moi sur ce point.
											Mais si Hansard a raison,
— et c'est souvent le cas —
											on a vraiment un sérieux problème,
											un problème dont 
j'aimerais vous parler maintenant.
									","Does the media have a ""duty of care""?",David Puttnam,10:41,"TEDx,democracy,journalism,media,politics"
"
","
","
","Does the media have a ""duty of care""?",David Puttnam,10:41,"TEDx,democracy,journalism,media,politics"
"
											Since the Paisley snail,
											and especially over the past decade or so,
											a great deal of thinking has been developed
											around the notion of a duty of care
											as it relates to a number of aspects of civil society.
											Generally a duty of care arises when one individual
											or a group of individuals undertakes an activity
											which has the potential to cause harm to another,
											either physically, mentally or economically.
											This is principally focused on obvious areas,
											such as our empathetic response
to children and young people,
											to our service personnel, and
to the elderly and infirm.
											It is seldom, if ever, extended
to equally important arguments
											around the fragility of our
present system of government,
											to the notion that honesty, accuracy and impartiality
											are fundamental to the process of building
											and embedding an informed,
											participatory democracy.
											And the more you think about it,
											the stranger that is.
									","
											Desde el caracol Paisley,
											y especialmente durante la 
última década más o menos,
											mucho pensamiento 
se ha desarrollado
											sobre la noción de 
un deber de cuidado
											referente a ciertos aspectos 
de la sociedad civil.
											En general, un deber de cuidado 
surge cuando un individuo
											o un grupo de individuos 
ejerce una actividad
											con el potencial de causar daño a otro,
											ya sea física, mental 
o económicamente.
											Esta se centra principalmente 
en las áreas obvias,
											tales como nuestra respuesta 
empática a los niños y jóvenes,
											a nuestro personal de servicio, y 
a los ancianos y enfermos.
											Rara vez, o nunca, se expusieron 
argumentos igualmente importantes
											alrededor de la fragilidad de nuestro 
actual sistema de gobierno,
											a la idea de que la honestidad, 
la exactitud y la imparcialidad
											son fundamentales en el 
proceso de construcción
											y conocimiento informado,
											de la democracia participativa.
											Y cuanto más piensan sobre ello,
											más extraño es.
									","
											Depuis l'escargot de Paisley,
											et surtout depuis quelques décennies,
											beaucoup de réflexion s'est développée
											autour de la notion de devoir de diligence
											en rapport avec 
de nombreux aspects de la société civile.
											En général, un devoir de diligence 
survient lorsqu'un individu
											ou un groupe d'individus 
entreprend une activité
											qui a le potentiel de causer 
du tort à quelqu'un d'autre,
											physiquement, mentalement 
ou économiquement.
											Cela concerne principalement 
des domaines évidents
											comme notre réaction empathique
face aux enfants et aux jeunes,
											aux membres de l'armée,
aux personnes âgées et aux handicapés.
											C'est rarement étendu
à des arguments tout aussi importants
											sur la fragilité 
de notre système de gouvernement,
											aux notions d’honnêteté, 
d'exactitude et d'impartialité
											fondamentales 
aux processus de construction
											et d'intégration d'une démocratie
											informée et participative.
											Et plus vous y pensez,
											plus c'est étrange.
									","Does the media have a ""duty of care""?",David Puttnam,10:41,"TEDx,democracy,journalism,media,politics"
