en,fr,es,title,speaker,duration,tags
"
","
","
",Can we choose to fall out of love?,Dessa,11:40,"love,music,life,neuroscience,art,emotions,mind,relationships,vulnerability,brain,memory,rap,TEDx"
"
											Hello, my name is Dessa,
											and I'm a member of a hip-hop
collective called Doomtree.
											I'm the one in the tank top.
									","
											Bonjour, je m'appelle Dessa
											et je suis membre d'un collectif
de hip-hop appelé Doomtree.
											C'est moi qui porte un débardeur.
									","
											Hola me llamo Dessa
											y soy miembro de un colectivo 
de hip-hop llamado Doomtree.
											Soy la que está 
con la camiseta sin mangas.
									",Can we choose to fall out of love?,Dessa,11:40,"love,music,life,neuroscience,art,emotions,mind,relationships,vulnerability,brain,memory,rap,TEDx"
"
","
","
",Can we choose to fall out of love?,Dessa,11:40,"love,music,life,neuroscience,art,emotions,mind,relationships,vulnerability,brain,memory,rap,TEDx"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									",Can we choose to fall out of love?,Dessa,11:40,"love,music,life,neuroscience,art,emotions,mind,relationships,vulnerability,brain,memory,rap,TEDx"
"
","
","
",Can we choose to fall out of love?,Dessa,11:40,"love,music,life,neuroscience,art,emotions,mind,relationships,vulnerability,brain,memory,rap,TEDx"
"
											And I make my living as a performing,
touring rapper and singer.
											When we perform as a collective,
this is what our shows look like.
											I'm the one in the boots.
											There's a lot of jumping.
There's a lot of sweating.
											It's loud. It's very high-energy.
											Sometimes there are
unintentional body checks onstage.
											Sometimes there are completely
intentional body checks onstage.
											It's kind of a hybrid between
an intramural hockey game and a concert.
									","
											Je gagne ma vie sur scène
en tant que rappeuse et chanteuse.
											Quand nous sommes en collectif,
											voici à quoi ressemble
notre représentation.
											C'est moi qui porte des bottes.
											Il y a beaucoup de sauts,
de transpiration.
											C'est bruyant. Il y a beaucoup d'énergie.
											Parfois, il y a des collisions
accidentelles sur scène.
											Parfois, il y a des collisions
tout à fait intentionnelles sur scène.
											C'est un mélange entre un match
de hockey intra-muros et un concert.
									","
											Y me gano la vida 
como cantante y rapera en gira.
											Cuando actuamos como colectivo,
así es como se ven nuestros programas.
											Soy la que está con las botas.
											Hay muchos saltos. Hay mucho sudor.
											Es ruidoso. Hay mucha energía.
											A veces hay controles corporales 
involuntarios en el escenario.
											A veces hay controles corporales 
muy intencionales en el escenario.
											Es una especie de híbrido entre un juego 
de hockey de salón y un concierto.
									",Can we choose to fall out of love?,Dessa,11:40,"love,music,life,neuroscience,art,emotions,mind,relationships,vulnerability,brain,memory,rap,TEDx"
"
","
","
",Can we choose to fall out of love?,Dessa,11:40,"love,music,life,neuroscience,art,emotions,mind,relationships,vulnerability,brain,memory,rap,TEDx"
"
											However, when I perform
my own music as a solo artist,
											I tend to gravitate towards
more melancholy sounds.
											A few years ago, I gave my mom
the rough mixes of a new album,
											and she said, ""Baby, it's beautiful,
but why is it always so sad?""
									","
											Cependant, quand je joue
ma propre musique en tant qu'artiste solo,
											j'ai tendance à graviter autour
de sons plus mélancoliques.
											Il y a quelques années,
j'ai donné à ma mère
											les mixages bruts d'un nouvel album
											et elle a dit : « Chérie, c'est magnifique
											mais pourquoi est-ce
toujours si triste ? »
									","
											Sin embargo, cuando interpreto 
mi propia música como solista,
											tiendo a gravitar 
hacia sonidos más melancólicos.
											Hace unos años, le di a mi madre 
las mezclas aproximadas de un nuevo álbum,
											y dijo: ""Bebé, es hermoso, pero 
¿por qué siempre es tan triste?""
									",Can we choose to fall out of love?,Dessa,11:40,"love,music,life,neuroscience,art,emotions,mind,relationships,vulnerability,brain,memory,rap,TEDx"
"
","
","
",Can we choose to fall out of love?,Dessa,11:40,"love,music,life,neuroscience,art,emotions,mind,relationships,vulnerability,brain,memory,rap,TEDx"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									",Can we choose to fall out of love?,Dessa,11:40,"love,music,life,neuroscience,art,emotions,mind,relationships,vulnerability,brain,memory,rap,TEDx"
