en,de,title,speaker,duration,tags
"
","
",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
											A few years ago,
											I got one of those spam emails.
											And it managed
to get through my spam filter.
											I'm not quite sure how,
but it turned up in my inbox,
											and it was from a guy
called Solomon Odonkoh.
									","
											Vor einigen Jahren
											erhielt ich eine Spam-Mail.
											Sie rutschte durch meinen Spam-Filter,
											landete irgendwie
in meinem Posteingang
											und war von einem Typen
namens Solomon Odonkoh.
									",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
","
",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
											(Laughter)
									","
											(Lachen)
									",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
","
",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
											I know.
									","
											Ich weiß.
									",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
","
",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
											(Laughter)
									","
											(Lachen)
									",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
","
",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
											It went like this:
											it said, ""Hello James Veitch,
											I have an interesting business proposal
I want to share with you, Solomon.""
											Now, my hand was kind of hovering
on the delete button, right?
											I was looking at my phone.
I thought, I could just delete this.
											Or I could do what I think
we've all always wanted to do.
									","
											Darin stand Folgendes:
											""Hallo James Veitch.
											Ich habe Ihnen ein interessantes
Geschäft vorzuschlagen, Solomon.""
											Meine Hand lag schon auf der Löschtaste.
											Ich sah auf mein Handy und dachte:
Ich kann es einfach löschen.
											Oder ich kann das machen, was wir
schon alle einmal machen wollten.
									",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
","
",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
											(Laughter)
									","
											(Lachen)
									",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
","
",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
											And I said, ""Solomon,
Your email intrigues me.""
									","
											Also schrieb ich: ""Solomon,
Ihre E-Mail macht mich neugierig.""
									",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
","
",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
											(Laughter)
									","
											(Lachen)
									",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
","
",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
											(Applause)
									","
											(Applaus)
									",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
","
",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
											And the game was afoot.
									","
											Das Spiel hatte begonnen.
									",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
","
",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
											He said, ""Dear James Veitch,
We shall be shipping Gold to you.""
									","
											Er schrieb: ""Lieber James Veitch,
wir senden Ihnen Gold zu.""
									",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
","
",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
											(Laughter)
									","
											(Lachen)
									",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
","
",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
											""You will earn 10%
of any gold you distributes.""
									","
											""Sie verdienen 10 % an
jedem Anteil Gold, den Sie vertreibt.""
									",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
"
","
",This is what happens when you reply to spam email,James Veitch,9:48,"comedy,curiosity,communication,humor,technology"
