en,es,pt,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Two poems about what dogs think (probably),Billy Collins,4:02,"animals,creativity,death,love,poetry"
"
											I don't know if you've noticed,
											but there's been a spate of books
											that have come out lately
											contemplating or speculating
											on the cognition and emotional life of dogs.
											Do they think, do they feel and, if so, how?
											So this afternoon, in my limited time,
											I wanted to take the guesswork out of a lot of that
											by introducing you to two dogs,
											both of whom have taken the command ""speak""
											quite literally.
									","
											No sé si lo han notado
											pero ha habido 
una avalancha de libros
											publicados últimamente
											que contemplan o especulan
											sobre la cognición y la vida 
emocional de los perros.
											¿Piensan? ¿Sienten? 
Y de ser así, ¿cómo?
											Así que esta tarde, 
en mi limitado tiempo,
											quería eliminar muchas 
de esas conjeturas
											presentándoles a dos perros,
											que han tomado 
la orden de ""hablar""
											muy literalmente.
									","
											Eu não sei se vocês repararam,
											mas está a haver uma série de livros
											publicados recentemente
											contemplando ou especulando
											sobre a vida cognitiva e emocional dos cães.
											Eles pensam, eles sentem e, se sim, como?
											Então nesta tarde, no meu tempo limitado,
											eu quis fazer as suposições de algumas
dessas especulações
											apresentando-vos dois cães,
											que levaram o comando ""Fala""
											muito a sério.
									","
											Je ne sais pas si vous avez remarqué,
											mais une vague de livres
											est sortie récemment,
											envisageant ou spéculant
											sur la vie cognitive
et émotionnelle des chiens.
											Pensent-ils, ressentent-ils
et, si oui, comment ?
											Alors cet après-midi,
durant mon temps limité,
											je voulais sortir des hypothèses
qui composent beaucoup de cela
											en vous présentant deux chiens,
											qui ont tous les deux 
pris l'ordre « parle »
											plutôt littéralement.
									","
											Vielleicht ist Ihnen aufgefallen,
dass kürzlich eine Reihe von Büchern
											erschienen ist, die 
die Wahrnehmung und Gefühle
											von Hunden betrachtet
und über sie spekuliert.
											Können sie denken oder fühlen?
Und falls ja, wie?
											In meinem kurzen Vortrag hier
											möchte ich über die Mutmaßungen sinnieren,
											indem ich Ihnen zwei Hunde vorstelle.
											Die Beiden haben den Befehl ""Sprich!""
ziemlich wörtlich genommen.
									",Two poems about what dogs think (probably),Billy Collins,4:02,"animals,creativity,death,love,poetry"
"
","
","
","
","
",Two poems about what dogs think (probably),Billy Collins,4:02,"animals,creativity,death,love,poetry"
"
											The first dog is the first to go,
											and he is contemplating an aspect
											of his relationship to his owner,
											and the title is ""A Dog on His Master.""
									","
											El primer perro es 
el primero en irse,
											y está contemplando un aspecto
											de su relación con su dueño,
											y el título es 
""Un perro de su amo"".
									","
											O primeiro cão, é o primeiro a falar,
											e ele está a contemplar um aspecto
											do seu relacionamento com seu dono,
											e o titulo é ""Um cão e o seu dono"".
									","
											Le premier chien va passer en premier,
											et il envisage un aspect
											de sa relation avec son maître,
											et le titre est :
« Un Chien sur Son Maître »
									","
											Der erste Hund fängt an
											und denkt über einen Aspekt
											seiner Beziehung zu seinem Herrchen nach,
											und der Titel lautet:
""Ein Hund über seinen Besitzer"".
									",Two poems about what dogs think (probably),Billy Collins,4:02,"animals,creativity,death,love,poetry"
"
","
","
","
","
",Two poems about what dogs think (probably),Billy Collins,4:02,"animals,creativity,death,love,poetry"
"
											""As young as I look,
											I am growing older faster than he.
											Seven to one is the ratio, they tend to say.
											Whatever the number, I will pass him one day
											and take the lead,
											the way I do on our walks in the woods,
											and if this ever manages to cross his mind,
											it would be the sweetest shadow
											I have ever cast on snow or grass.""
									","
											""Tan joven como parezco,
											me estoy haciendo viejo 
más rápido que él.
											Siete a uno es la relación, 
suelen decir.
											Sea cual sea el número, 
lo pasaré un día
											y tomaré la delantera,
											como lo hago en nuestros 
paseos por el bosque,
											y si esto alguna vez 
logra cruzar su mente,
											sería la más dulce sombra
											que haya nunca hecho 
en la nieve o la hierba"".
									","
											""Por mais jovem que eu pareça
											""Estou a envelhecer mais depressa 
do que ele,
											""Sete anos para um, 
é o cálculo que eles fazem.
											""Qualquer que seja o número, 
eu vou ultrapassá-lo num dia,
											""E tomar a liderança,
											""Como faço nos bosques 
nos nossos passeios.
											""E se isso chegar a cruzar 
o seu pensamento
											""Seria a mais doce sombra
											""Já lançada por mim na neve ou na relva.""
									","
											« Aussi jeune que je puisse paraître,
											je vieillis plus vite que lui.
											Le ratio est de 7 contre 1, dit-on.
											Quel que soit le chiffre,
je vais le dépasser un jour
											et passer en tête,
											comme je le fais lors 
de nos promenades dans les bois,
											et si jamais cela lui traverse l'esprit,
											ce serait l'ombre la plus douce
											que je n'ai jamais projetée
sur la neige ou la pelouse. »
									","
											""Auch wenn ich sehr jung aussehe,
											werde ich doch schneller älter als er.
											Das Verhältnis sei
sieben zu eins, sagen sie.
											Ganz gleich, welche Zahl es ist,
eines Tages werde ich ihn überholen
											und ihn anführen,
											genauso wie bei 
unseren Spaziergängen im Wald,
											und wenn ihm dies je in den Sinn käme,
											wäre es der süßeste Schatten,
											den ich je auf den Schnee
oder die Wiese geworfen habe.""
									",Two poems about what dogs think (probably),Billy Collins,4:02,"animals,creativity,death,love,poetry"
"
","
","
","
","
",Two poems about what dogs think (probably),Billy Collins,4:02,"animals,creativity,death,love,poetry"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Beifall)
									",Two poems about what dogs think (probably),Billy Collins,4:02,"animals,creativity,death,love,poetry"
"
","
","
","
","
",Two poems about what dogs think (probably),Billy Collins,4:02,"animals,creativity,death,love,poetry"
"
											Thank you.
									","
											Gracias.
									","
											Obrigado.
									","
											Merci.
									","
											Vielen Dank.
									",Two poems about what dogs think (probably),Billy Collins,4:02,"animals,creativity,death,love,poetry"
"
","
","
","
","
",Two poems about what dogs think (probably),Billy Collins,4:02,"animals,creativity,death,love,poetry"
"
											And our next dog
											speaks in something called the revenant,
											which means a spirit that comes back
											to visit you.
									","
											Y nuestro siguiente perro
											habla de algo 
llamado ""El resucitado"",
											que significa 
un espíritu que regresa
											a visitarte.
									","
											E o nosso próximo cão
											fala sobre algo chamado o ""morto vivo"",
											que significa um espírito que volta
											para te visitar.
									","
											Et notre prochain chien
											parle en ce qu'on appelle le revenant,
											ce qui évoque un esprit qui revient
											vous rendre visite.
									","
											Der nächste Hund
											spricht als sogenannter Wiedergänger.
											Es bedeutet,
er kommt als Geist wieder
											und besucht seinen Besitzer.
									",Two poems about what dogs think (probably),Billy Collins,4:02,"animals,creativity,death,love,poetry"
"
","
","
","
","
",Two poems about what dogs think (probably),Billy Collins,4:02,"animals,creativity,death,love,poetry"
