en,fr,title,speaker,duration,tags
"
","
",The unexpected beauty of everyday sounds,Meklit Hadero,13:03,"TED Fellows,art,creativity,culture,language,music,nature,sound,live music,entertainment"
"
											As a singer-songwriter,
											people often ask me about my influences
or, as I like to call them,
											my sonic lineages.
											And I could easily tell you
											that I was shaped by the jazz
and hip hop that I grew up with,
											by the Ethiopian heritage of my ancestors,
											or by the 1980s pop
on my childhood radio stations.
											But beyond genre,
there is another question:
											how do the sounds we hear every day
influence the music that we make?
											I believe that everyday soundscape
											can be the most unexpected
inspiration for songwriting,
											and to look at this idea
a little bit more closely,
											I'm going to talk today
about three things:
											nature, language and silence —
											or rather, the impossibility
of true silence.
											And through this I hope to give you
a sense of a world
											already alive with musical expression,
											with each of us serving
as active participants,
											whether we know it or not.
									","
											En tant que chanteuse compositrice,
											les gens me demandent souvent
quelles sont mes influences,
											ou, comme j'aime les appeler,
mes « héritages soniques ».
											Et je pourrais facilement dire
											que j'ai été forgée par le jazz et le
hip hop avec lesquels j'ai grandi,
											par l'héritage éthiopien de mes ancêtres,
											ou par le pop des années 80 à la radio 
dans ma jeunesse.
											Mais, au-delà du genre,
il y a une autre question :
											comment les sons que nous entendons tous
les jours influencent-ils notre musique ?
											Je crois que le fond sonore quotidien
											peut être l'inspiration la plus inattendue
pour la composition,
											et pour étudier cette idée
d'un peu plus près,
											je vais vous parler de 3 choses :
											la nature, le langage et le silence —
											ou plutôt, l'inexistence du vrai silence.
											Et à travers cela, j'espère vous
donner la vision
											d'un monde déjà empli
d'expression musicale,
											dans lequel chacun de nous est
un participant actif,
											qu'on en ait conscience ou pas.
									",The unexpected beauty of everyday sounds,Meklit Hadero,13:03,"TED Fellows,art,creativity,culture,language,music,nature,sound,live music,entertainment"
"
","
",The unexpected beauty of everyday sounds,Meklit Hadero,13:03,"TED Fellows,art,creativity,culture,language,music,nature,sound,live music,entertainment"
"
											I'm going to start today with nature,
but before we do that,
											let's quickly listen to this snippet
of an opera singer warming up.
											Here it is.
									","
											Je commencerais aujourd'hui par la nature,
mais avant cela,
											écoutons rapidement ce chanteur
d'opéra qui s'échauffe.
											Le voilà.
									",The unexpected beauty of everyday sounds,Meklit Hadero,13:03,"TED Fellows,art,creativity,culture,language,music,nature,sound,live music,entertainment"
"
","
",The unexpected beauty of everyday sounds,Meklit Hadero,13:03,"TED Fellows,art,creativity,culture,language,music,nature,sound,live music,entertainment"
"
											(Singing)
									","
											(Chant)
									",The unexpected beauty of everyday sounds,Meklit Hadero,13:03,"TED Fellows,art,creativity,culture,language,music,nature,sound,live music,entertainment"
"
","
",The unexpected beauty of everyday sounds,Meklit Hadero,13:03,"TED Fellows,art,creativity,culture,language,music,nature,sound,live music,entertainment"
"
											(Singing ends)
									","
											(Fin du chant)
									",The unexpected beauty of everyday sounds,Meklit Hadero,13:03,"TED Fellows,art,creativity,culture,language,music,nature,sound,live music,entertainment"
"
","
",The unexpected beauty of everyday sounds,Meklit Hadero,13:03,"TED Fellows,art,creativity,culture,language,music,nature,sound,live music,entertainment"
"
											It's beautiful, isn't it?
											Gotcha!
											That is actually not the sound
of an opera singer warming up.
											That is the sound of a bird
											slowed down to a pace
											that the human ear mistakenly
recognizes as its own.
											It was released as part of Peter Szöke's
1987 Hungarian recording
											""The Unknown Music of Birds,""
											where he records many birds
and slows down their pitches
											to reveal what's underneath.
											Let's listen to the full-speed recording.
									","
											C'est beau, n'est-ce pas ?
											Je vous ai eus !
											En fait, ce n'est pas le son d'un
chanteur d'opéra qui s'échauffe.
											C'est le son d'un oiseau
											ralenti à un rythme
											que l'humain entend à tort
comme sa propre voix.
											Ce morceau fait partie d'un enregistrement
du Hongrois Peter Szöke paru en 1987
											« La Musique Inconnue des Oiseaux »
											où il enregistre plusieurs oiseaux
et ralentit leur chant
											pour révéler ce qu'il y a en dessous.
											Écoutons l'enregistrement
à vitesse réelle.
									",The unexpected beauty of everyday sounds,Meklit Hadero,13:03,"TED Fellows,art,creativity,culture,language,music,nature,sound,live music,entertainment"
