pt,es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Did you hear the one about the Iranian-American?,Maz Jobrani,9:14,"Iran,Middle East,comedy,entertainment,politics,humor"
"
											Fui um dos membros fundadores
											da Digressão de Comédia Eixo do Mal.
											Os outros membros fundadores
incluíam Ahmed Ahmed,
											que é um egípcio-americano,
											que teve a ideia de ir
ao Médio Oriente e experimentar.
											Antes de irmos em digressão,
ele foi primeiro experimentar a solo.
											Também havia Aron Kader,
um palestino-americano.
											e por último, havia eu,
o iraniano-americano do grupo.
											Ora bem, ser iraniano-americano
											acarreta uma série de problemas,
como sabem.
											Estes dois países não se dão muito bem
nos dias que correm.
											E isso causa um enorme conflito interior,
											tipo, parte de mim gosta de mim
e parte de mim odeia-me.
											Parte de mim pensa
que eu devia ter um programa nuclear,
											a outra parte pensa
que eu não sou de confiança.
											Estes são os dilemas
que tenho todos os dias.
									","
											Fui uno de los miembros fundadores
											de la Gira de la Comedia del Eje del Mal.
											Entre los otros miembros fundadores está Ahmed Ahmed,
											que es egipcio-estadounidense
											y tuvo, en realidad, la idea de ir a Medio Oriente y probarlo.
											Antes de salir juntos en gira
											él primero salió en solitario.
											Luego estaba Aron Kaden, que era el palestino-estadounidense.
											Y luego yo, el irano-estadounidense del grupo.
											Ahora, ser irano-estadounidense
											como saben, tiene sus problemas.
											Esos dos países no se llevan bien por estos días.
											Esto me produce mucho conflicto interno, ya saben,
											como que una parte de mí me quiere, y otra me odia.
											Una parte de mí piensa que debería tener un programa nuclear,
											la otra parte piensa que eso no es de fiar.
											Estos son dilemas que tengo todos los días.
									","
											Şeytani Komedi Turu Ekseni'nin
											kurucu üyelerinden biriydim.
											Bir diğer kurucu üye Ahmed Ahmed
											Mısır asıllı bir Amerikalı, Orta Doğu'ya
											gidip bu turu deneme fikrini ortaya attı.
											Tur olarak bunu gerçekleştirmeden önce,
											o yalnız olarak gitti ve ilk denemeyi yaptı.
											Bir de Filistin asıllı Amerikalı Aron Kader var.
											Bir de ben, grubun İran asıllı Amerikalısı.
											Sadece İran asıllı Amerikalı
											olmak bile bildiğiniz gibi kendi sorunlarını doğuruyor.
											Bu iki ülkenin bugünlerde arası pek iyi değil.
											Bu durum içimde bile birçok çatışma yaratıyor,
											mesela bir parçam beni seviyor, bir kısmım nefret ediyor.
											Bir parçam nükleer programım olması gerektiğini düşünüyor,
											diğer kısmım güvenilir olmadığımı düşünüyor.
											Bunlar her gün yaşadığım ikilemler.
									","
											J'étais l'un des membres fondateurs
											de la Tournée ""Comédie de l'Axe du Mal"".
											Les autres membres fondateurs étaient Ahmed Ahmed,
											qui est Egypto-américain,
											qui en fait a eu l'idée d'aller au Moyen-Orient pour essayer le spectacle.
											Avant que nous partions en tournée,
											il est parti en solo et l'a d'abord fait.
											Puis il y avait Aron Kader, qui est le Palestino-américain.
											Et puis il y avait moi, l'Irano-américain du groupe.
											Maintenant, être Irano-américain
											comporte son propre lot de problèmes, comme vous le savez.
											Ces deux pays ne s'entendent pas bien ces temps-ci.
											Cela provoque donc pas mal de conflit intérieur, vous savez,
											du genre, une partie de moi m'aime, une autre me hait.
											Une partie de moi pense que je devrais avoir un programme nucléaire,
											l'autre partie pense qu'on ne peut pas me faire confiance avec ça.
											Voilà les dilemmes que j'ai tous les jours.
									","
											Ich war einer der Gründer
											der ""Achse des Bösen"" Comedy Tour.
											Ein anderes Gründungsmitglied ist Ahmed Ahmed,
											er ist Ägypter-Amerikaner,
											er hatte die anfängliche Idee es zuerst im Mittleren Osten auszuprobieren.
											Bevor wir die gemeinsame Tour begannen
											versuchte er es zuerst solo.
											Dann war da noch Aron Kader, ein Palästinenser-Amerikaner.
											Und es gab mich: den Iran-Amerikaner der Truppe.
											Nun, wie ihr wisst hat man es als Iran-Amerikaner
											hat man es mit ganz eigenen Schwierigkeiten zu tun.
											Diese zwei Staaten kommen heutzutage nicht gut mit einander aus.
											Wisst ihr, ich kriege deswegen innere Konflikte,
											als ob ein Teil von mir mich mag und der andere mich hasst.
											Ein Teil von mir denkt ich sollte ein Nuklear Programm haben,
											der andere Teil denkt, dass man mir keines anvertrauen darf.
											Dieses Dilemma habe ich jeden Tag.
									",Did you hear the one about the Iranian-American?,Maz Jobrani,9:14,"Iran,Middle East,comedy,entertainment,politics,humor"
"
","
","
","
","
",Did you hear the one about the Iranian-American?,Maz Jobrani,9:14,"Iran,Middle East,comedy,entertainment,politics,humor"
"
											Mas nasci no Irão;
sou agora um cidadão americano,
											o que significa que tenho
um passaporte americano,
											o que significa que posso viajar.
											Porque se só tiverem passaporte iraniano,
											estão um bocado limitados
aos países a que podem ir,
											de braços abertos,
											Síria, Venezuela, Coreia do Norte.
											(Risos)
											Qualquer pessoa que tenha
um passaporte nos EUA
											pode dizer-vos que,
quando se tira o passaporte,
											ainda lá diz em que país se nasceu.
											Quando obtive
o meu o passaporte americano,
											pensei: ""Iupi! Vou viajar.""
											Depois abri o passaporte, e dizia:
""Nascido no Irão."" E eu: ""Oh, por favor.""
											(Risos)
											""Estou a tentar ir a sítios.""
									","
											Pero nací en Irán, ahora soy ciudadano de EE.UU.
											lo que significa que tengo el pasaporte de EE.UU.
											lo que significa que puedo viajar.
											Porque si uno sólo tiene el pasaporte iraní
											uno tiene un poco limitado los países a los que puede ir
											con los brazos abiertos, ya saben,
											Siria, Venezuela, Corea del Norte.
											(Risas)
											Cualquiera que haya sacado el pasaporte en EE.UU.
											les dirá, cuando uno saca el pasaporte,
											todavía figura el país de nacimiento.
											Así, recuerdo dar mi pasaporte estadounidense.
											Yo estaba como: ""¡Iuujuu! Voy a viajar"".
											Y lo abrí, decía ""Nacido en Irán"". Y yo pensaba ""Oh, vamos, hombre"".
											(Risas)
											""Estoy intentando visitar lugares"".
									","
											Ben İran'da doğdum, ama şu an Amerika vatandaşıyım,
											yani Amerikan pasaportum var,
											yani seyahat özgürlüğüm var.
											Çünkü eğer sadece İran pasaportunuz varsa,
											size kollarını açacak ülkelerin
											sayısı kısıtlıdır, —
											Suriye, Venezuela, Kuzey Kore.
											(Gülüşmeler)
											Amerika'dan pasaport almış herkes size şunu söyleyecektir,
											pasaportu elinize aldığınızda,
											hâlâ doğduğunuz ülkenin yazdığını görürsünüz.
											Amerikan pasaportumu aldığım zamanı hatırlıyorum.
											""Oleeeyy! Artık seyahat edeceğim."" diyordum.
											Pasaportu açtım, ""Doğum yeri: İran""ı gördüm ve
											""Ooo, yapma ama!"" dedim. (Gülüşmeler)
											""Seyahat etmeye çalışıyorum.""
									","
											Mais je suis né en Iran ; je suis à présent citoyen américain,
											ce qui signifie que j'ai un passeport américain,
											et que donc je peux voyager.
											Parce que si vous n'avez qu'un passeport iranien,
											vous êtes plutôt limité aux pays où vous pouvez aller
											les bras ouverts, vous savez —
											la Syrie, le Vénézuela, la Corée du Nord.
											(Rires)
											Alors tous ceux qui ont eu leur passeport en Amérique
											vous diront, quand vous obtenez le passeport,
											il mentionne toujours le pays où vous êtes né.
											Et je me rappelle quand j'ai obtenu mon passeport américain.
											Je me disais, ""Youpie! Je vais voyager.""
											Et je l'ai ouvert, il y avait écrit, ""Né en Iran."" Je me suis dit, "" Ah, c'est pas vrai.""
											(Rires)
											""J'essaye de voyager.""
									","
											Ich wurde in Iran geboren, bin jetzt amerikanischer Staatsbürger,
											was bedeutet, dass ich einen amerikanischen Pass habe,
											was bedeutet, dass ich reisen kann.
											Wenn man nur den iranischen Pass hat,
											ist man ist man in der der Auswahl der Länder, die einen
											willkommen heißen recht beschränkt, ihr wisst schon:
											Syrien, Venezuela, Nord Korea.
											Lachen
											Jeder der einen amerikanischen Pass hat
											kann ihnen sagen, dass im Pass
											das Geburtsland vermerkt wird.
											Und ich erinnere mich daran, wie ich meinen erhalten habe.
											Ich dachte mir: ""Whoooohoo! Ich kann verreisen!""
											Dann schaue ich rein und da steht ""Geboren in Iran"" und ich denke mir ""Ah man, kommt schon!""
											Lachen
											""Ich will noch rumkommen!""
									",Did you hear the one about the Iranian-American?,Maz Jobrani,9:14,"Iran,Middle East,comedy,entertainment,politics,humor"
"
","
","
","
","
",Did you hear the one about the Iranian-American?,Maz Jobrani,9:14,"Iran,Middle East,comedy,entertainment,politics,humor"
"
											Mas o que é interessante,
é que nunca tive problemas
											em viajar para países ocidentais
com o meu passaporte americano,
											apesar de dizer ""Nascido no Irão.""
											Onde tive problemas
foi em alguns países árabes,
											porque acho que alguns países árabes
também não se dão bem com o Irão.
											Estive recentemente no Kuwait,
											a fazer um espetáculo
com comediantes americanos.
											Todos passaram, o polícia de fronteira
viu o meu passaporte americano.
											""Aha! Americano, ótimo.""
											Depois abriu-o. 
""Nascido no Irão? Espere"".
											(Risos)
											Começou a fazer-me perguntas.
											""Qual é o nome do seu pai?""
											Respondi: ""Bem, ele morreu,
mas chamava-se Khosro.""
											E ele: ""Qual era o nome do seu avô?""
											Respondi: ""Ele morreu há muito tempo.
											""Chamava-se Jabbar.""
											E ele: ""Espere, eu já volto,""
e foi-se embora.
											Comecei a entrar em pânico,
											porque não faço ideia do tipo de coisas
em que o meu avô estava metido.
											(Risos)
											Pensei que o tipo ia voltar
e começar a dizer:
											""Nós andamos à sua procura há 200 anos.""
											(Risos)
											""O seu avô tem uma multa de estacionamento.
O prazo já expirou há muito.
											""Deve-nos dois mil milhões de dólares.""
									","
											Pero lo interesante es que nunca tuve problemas
											para viajar a otro país occidental con mi pasaporte de EE.UU.
											aunque dice ""Nacido en Irán"". Ningún problema.
											Donde he tenido problemas es en algunos países árabes,
											porque supongo que algunos países árabes no tienen buenas relaciones con Irán tampoco.
											Así, estuve en Kuwait recientemente
											haciendo una comedia con algunos comediantes de EE.UU.
											Todos pasaron y luego la patrulla fronteriza vio mi pasaporte de EE.UU.
											""Ajá, estadounidense, genial"".
											Luego lo abrió. ""¿Nacido en Irán? Espera"".
											(Risas)
											Y comenzó a hacerme preguntas.
											Dijo: ""¿Cuál es el nombre de tu padre?""
											Dije: ""Bueno, el falleció, pero su nombre era Khosro"".
											Continuó: ""¿Cuál es el nombre de tu abuelo?""
											Le dije: ""falleció hace mucho tiempo.
											Su nombre era Jabbar"".
											Dice: ""Espera. Ya regreso"", y se fue.
											Y yo empecé a alucinar
											porque no sé en qué clase de mierda andaba mi abuelo.
											(Risas)
											Aunque el tipo iba a volver y decirme:
											""Te hemos estado buscando durante 200 años"".
											(Risas)
											""Tu abuelo tiene una multa de estacionamiento. Está muy vencida.
											Nos debes 2 mil millones de dólares"".
									","
											Ama ilginç olan şu, Amerikan pasaportum ile
											seyahat ederken diğer Batı ülkelerinde hiç sorun yaşamadım,
											""İran doğumludur"" demesine rağmen. Sorun olmadı.
											Bazı Arap ülkelerinde sorun yaşadım, çünkü sanırım
											bazı Arap ülkelerinin de İran ile arası pek iyi değil.
											Geçenlerde Kuveyt'te idim,
											bazı diğer Amerikalı komedyenler ile gösteri yapıyorduk.
											Hepsi sınırı geçti, sonra kontrolör benim Amerikan pasaportumu gördü.
											""Ah ha! Amerikalı, harika.""
											Sonra açtı. ""İran doğumlu mu? Bekle burada.""
											(Gülüşmeler)
											Ve bana sorular sormaya başladı.
											""Babanın adı nedir?""
											Dedim ki, ""Şey, babam öldü ama ismi Khosro idi.""
											Devam etti, ""Büyükbabanın adı nedir?
											""O çok uzun zaman önce öldü.
											Adı Cebbar idi."" dedim.
											""Burada bekle. Birazdan geleceğim"" dedi ve
											yürüdü gitti. Korkmaya başladım,
											çünkü büyükbabamın nasıl işler peşinde olduğu
											konusunda bir fikrim yoktu. (Gülüşmeler)
											Adamın birazdan geri gelip şöyle diyeceğini düşündüm,
											""200 yıldır seni arıyorduk.""
											(Gülüşmeler)
											""Büyükbabanızın park cezası varmış. Faiz binmiş.
											Bize iki milyar dolar borçlusunuz.""
									","
											Mais ce qui est intéressant, c'est que je n'ai jamais eu de problème
											pour aller dans d'autres pays occidentaux avec mon passeport américain,
											même s'il mentionnait, ""Né en Iran."" Aucun problème.
											Là où j'ai eu des problèmes, c'est dans certains pays arabes,
											parce que je présume que certains pays arabes ne s'entendent pas avec l'Iran non plus.
											Et donc j'étais au Koweit récemment,
											pour un spectacle comique avec d'autres comédiens américains.
											Ils sont tous passés, puis la police des frontières a vu mon passeport américain.
											""Ah ha! Américain, super.""
											Puis il l'a ouvert. ""Né en Iran ? Attendez.""
											(Rires)
											Et il a commencé à me poser des questions.
											Il a dit, "" Quel est le nom de votre père ?""
											J'ai dit, ""Et bien, il est décédé, mais il s'appelait Khosro.""
											Il a continué, ""Et celui de votre grand-père ?""
											J'ai dit, ""Il est mort il y a longtemps.
											Il s'appelait Jabbar.""
											Il a dit, ""Attendez là, je reviens,"" et il s'est éloigné.
											Et j'ai commencé à flipper,
											car je ne sais pas dans quelle genre de merde mon grand-père a trempé.
											(Rires)
											Je me suis dit que le type allait revenir et dire,
											""ça fait 200 ans qu'on vous recherche.""
											(Rires)
											""Votre grand-père a un PV pour stationnement illégal. Il aurait dû être payé depuis très longtemps.
											Vous nous devez 2 milliards de dollars.""
									","
											Aber das interessante ist, dass ich mit meinem amerikanischen Pass
											keine Probleme mehr hatte in andere westliche Länder zu reisen.
											Trotz das da ""Geboren in Iran"" steht.
											Wo ich doch Probleme bekam, war in einigen der arabischen Staaten,
											da einige von ihnen offenbar auch nicht gut mit dem Iran auskommen.
											Letztlich war ich in Kuwait auf einer
											Comedy-Tour mir weiteren amerikanischen Kollegen.
											Alle gingen durch und dann sah sich der Grenzschutz meinen amer. Pass an.
											""Ah ha! Amerikaner, sehr gut!""
											Er machte den Pass auf: ""Geboren in Iran? Halt mal!""
											Lachen
											Und dann begannen Sie mir Fragen zu stellen.
											""Wie war der Name Ihres Vaters?""
											Ich antwortete: ""Nun er verstarb, aber sein Name war: Khosro.""
											Und er: ""Wie war der Name deines Großvaters ?""™
											Ich: ""Er ist schon längst tot.
											Er hieß Jabbar.""
											Er: ""Du bleibst hier"" und geht weg.
											Und da begann ich auszurasten, da ich keine Ahnung hatte
											was mein Großvater alles für Mist verbockt hatte.
											Lachen
											Malte mir schon aus, wie der Kerl zurück kommt und mir sagt:
											""Wir suchen Sie schon seit über 200 Jahren!""
											Lachen
											""Ihr Großvater hat einen Strafzettel bekommen. Er ist überfällig.
											Sie schulden und nun zwei Milliarden Dollar.""
									",Did you hear the one about the Iranian-American?,Maz Jobrani,9:14,"Iran,Middle East,comedy,entertainment,politics,humor"
"
","
","
","
","
",Did you hear the one about the Iranian-American?,Maz Jobrani,9:14,"Iran,Middle East,comedy,entertainment,politics,humor"
"
											Mas como podem ver, quando falo,
											falo com sotaque americano,
o que levaria a pensar
											sendo eu um ator iraniano-americano,
											que deveria conseguir qualquer papel,
bom, mau, qualquer um.
											Mas em Hollywood,
											quando no casting descobrem
que temos ascendência do Médio Oriente,
											dizem: ""Oh és iraniano. Ótimo.
											""Consegues dizer
'Vou-te matar em nome de Alá?'
											""Eu podia dizer isso,
mas e se eu dissesse:
											"" 'Olá. Sou o seu médico?' ""
											E eles: ""Ótimo e depois
sequestras o hospital.""
											(Risos)
											""Acho que vocês não estão a ver bem.
											""Não me levem a mal,
não me importo de fazer de mau.
											""Eu quero fazer de mau.
Eu quero roubar um banco.
											""Eu quero roubar um banco num filme.
											""mas com uma pistola,
não com uma bomba à cintura"".
											(Risos)
											Porque imagino o realizador:
""Maz, acho que a tua personagem
											""devia roubar o banco 
com uma bomba à cintura.""
											""Porque é que havia de fazer isso?
											""Se quisesse dinheiro,
porque é que me iria matar?""
											(Risos)
											Não é verdade?
											(Aplausos)
											""Deem-me todo o vosso dinheiro,
ou eu vou pelos ares.""
											(Risos)
											""Está bem, então vai pelos ares.
											""Mas faz isso lá fora, por favor.""
											(Risos)
									","
											Pero, como pueden notar cuando hablo,
											hablo con acento estadounidense y Uds pensarán
											que como actor irano-estadounidense
											debería poder representar cualquier papel, de bueno, de malo, lo que sea.
											Pero muchas veces en Hollywood
											cuando los directores de casting descubren mi descendencia de Medio Oriente
											dicen: ""Eres iraní. Genial.
											¿Puedes decir: ""Te mataré en el nombre de Alá?""
											""Podría decir eso pero ¿qué tal si dijera
											'Hola, soy tu doctor'?
											Y dicen: ""Genial. Y luego secuestras el hospital"".
											(Risas)
											Me parece que están perdiendo el foco.
											No me malinterpreten, no me molesta hacer de malo.
											Quiero hacer de malo. Quiero robar un banco.
											Quiero robar un banco en una película. Quiero robar un banco en una película,
											pero hacerlo con un arma, con un arma, no con una bomba en mi cintura, ¿sí?
											(Risas)
											Porque imagino al director: ""Maz, creo que tu personaje
											robaría el banco con una bomba en la cintura"".
											¿Por qué habría de hacerlo?
											Si quiero el dinero, ""¿por qué me suicidaría?""
											(Risas)
											Bien.
											(Aplausos)
											""Dame todo el dinero o me vuelo""
											(Risas)
											""Bueno, entonces vuélate.
											Sólo que hazlo afuera, por favor"".
											(Risas)
									","
											Ama gördüğünüz gibi, konuştuğum zaman
											Amerikan aksanı ile konuşuyorum, siz de
											İran asıllı bir Amerikalı aktör olarak
											iyi, kötü ne rol varsa oynayabileceğimi düşünürsünüz.
											Hollywood'da birçok kez oyuncu kadrosunu belirleyen
											yönetmenler sizin Orta Doğu kökenli olduğunuzu öğrendiğinde
											""Oo, İranlısın. Harika.
											Şöyle diyebilir misin? ""Seni Allah adına öldürüyorum.""
											""Diyebilirim ama şöyle desem nasıl olur,
											""Merhaba. Ben sizin doktorunuzum?""
											Onlar da, ""Harika. O zaman hastaneyi rehin alırsın."" derler.
											(Gülüşmeler)
											Burada önemli noktayı kaçırdığınızı düşünüyorum.
											Beni yanlış anlamayın, kötü adam oynamaktan çekinmem.
											Kötü adam oynamak istiyorum. Banka soymak istiyorum.
											Bir filmde banka soymak istiyorum
											ama silahla, silahla, vücuduma sarılmış
											bir bomba ile değil. (Gülüşmeler)
											Çünkü yönetmeni hayal ediyorum: ""Maz, bence
											senin karakterin bankayı kendisini çevrelemiş bir bomba ile soyar.""
											""Neden böyle bir şey yapayım?
											Eğer para istiyorsam, neden kendimi öldüreyim?""
											(Gülüşmeler)
											Değil mi!
											(Alkışlar)
											""Tüm parayı sökül yoksa kendimi havaya uçururum.""
											(Gülüşmeler)
											""O zaman, havaya uçur kendini.
											Sadece lütfen bunu dışarıda yap.""
											(Gülüşmeler)
									","
											Mais comme vous pouvez le voir, quand je parle,
											je parle avec un accent américain, et vous pourriez penser
											qu'en tant qu'acteur irano-américain,
											je devrais être capable de jouer n'importe quel rôle, gentil, méchant, n'importe.
											Mais souvent à Hollywood,
											quand les directeurs de casting découvrent que vous êtes originaire du Moyen-Orient,
											il disent, ""Oh, vous êtes Iranien, super.
											Pouvez-vous dire 'Je vais te tuer au nom d'Allah' ? ""
											""Je pourrais le dire, mais si je disais plutôt,
											'Bonjour, je suis votre médecin' ?""
											Ils disent, ""Super, et ensuite vous prenez l'hôpital en otage.""
											(Rires)
											Je pense que vous êtes à côté de la plaque là.
											Comprenez-moi, ça ne me gêne pas de jouer les méchants.
											Je veux jouer un méchant. Je veux cambrioler une banque.
											Je veux cambrioler une banque dans un film. Je veux cambrioler une banque dans un film,
											mais le faire avec un revolver, pas avec une bombe autour de mon corps, d'accord.
											(Rires)
											Parce que j'imagine le metteur en scène: ""Maz, je pense que ton personnage
											attaquerait la banque avec une bombe autour du corps.""
											""Pourquoi je ferais cela ?
											Si je veux l'argent, pourquoi me suicider ?""
											(Rires)
											N'est-ce pas ?
											(Applaudissements)
											""Donnez-moi tout votre argent, ou je me fais sauter.""
											(Rires)
											""Et bien fais-toi sauter.
											Mais fais-le dehors, s'il te plait.""
											(Rires)
									","
											Wie sie sehen, wenn ich rede
											habe ich einen amerikanischen Akzent.
											Man könnte meinen, als iranisch-amerikanischer Schauspieler
											sollte ich alle Rollen spielen können: gute, schlechte, alle möglichen...½
											Aber in Hollywood passiert es häufig, dass wenn der Casting Director
											herausfindet, dass man aus dem Mittleren Osten stammt
											sagen sie:"" Ah, Sie sind Iraner! Großartig.
											Können Sie "" Ich werde Euch im Namen Allahs alle töten"" sagen?
											""Könnte ich, aber was wäre damit wenn ich sagen wärde:
											""Hallo. Ich bin Ihr Arzt?""
											Und Sie sagen: ""Großartig und dann überfallen Sie das Krankenhaus.""
											Lachen
											Ich glaube Sie übersehen das wesentliche hier.
											Verstehen Sie mich nicht falsch, ich hab Nichts dagegen die Bösen zu spielen.
											Ich WILL die Bösen spielen. Ich WILL eine Bank überfallen.
											Ich will im Film eine Bank überfallen. Ich will im Film überfallen,
											aber ich will es mit einer Waffe tun!
											Mit einer Waffe und nicht NICHT einer BOMBE um mich rum, ok!
											Ich sehe den Regisseur schon sagen: ""Maz, ich sehe deinen Charakter
											wie er die Bank mit einer Bombe umgeschnallt überfällt.""
											""Warum sollte ich das tun?
											Ich brauche doch das Geld, weshalb sollte ich mich töten?""
											Lachen
											Nicht wahr?
											Applaus
											""Gebt mir Euer Geld oder ich sprenge mich in die Luft!""
											Lachen
											""Gut, dann mach doch!
											Aber mach das bitte draußen""
											Lachen
									",Did you hear the one about the Iranian-American?,Maz Jobrani,9:14,"Iran,Middle East,comedy,entertainment,politics,humor"
"
","
","
","
","
",Did you hear the one about the Iranian-American?,Maz Jobrani,9:14,"Iran,Middle East,comedy,entertainment,politics,humor"
"
											Mas há pessoas boas em todo o lado.
											É isso que tento mostrar na minha comédia.
											Mas basta uma pessoa para estragar tudo.
											Como há uns meses
em Nova Iorque, na Times Square,
											estava um paquistanês muçulmano
que tentou explodir um carro armadilhado.
											Por acaso, eu estava
em Times Square nessa noite
											a fazer um espetáculo de comédia.
											Uns meses antes, houve um tipo americano
branco em Austin, Texas
											que fez chocar o seu avião
contra o edifício do IRS,
											e eu, por acaso,
estava em Austin nesse dia
											num espetáculo de comédia ""stand-up"".
											Enquanto um homem do Médio Oriente,
											quando aparecemos perto
de todas estas atividades,
											começamos a sentir-nos culpados
a partir de certa altura.
											Estava a ver as notícias e pensei:
""Estarei envolvido nesta porcaria?""
											(Risos)
											""Não recebi o recado.
O que é que se está a passar?""
									","
											Pero el hecho es que hay gente buena en todos lados.
											Eso es lo que trato de mostrar en mi espectáculo. Hay gente buena en todos lados.
											Sólo hace falta una persona para echarlo a perder.
											Como hace un par de meses atrás en Times Square, en Nueva York,
											estaba este musulmán pakistaní que intentó explotar un coche bomba.
											Por casualidad, yo estaba en Times Square esa noche
											haciendo una comedia.
											Y unos meses antes de eso, un tipo blanco estadounidense, en Austin, Texas,
											estrelló su avión contra el edificio del IRS
											y, por casualidad, yo estaba en Austin ese día
											haciendo una comedia.
											Ahora les digo, como hombre de Medio Oriente,
											cuando uno se muestra mucho en este tipo de acontecimientos
											uno empieza a sentirse culpable en cierto punto.
											Estaba viendo las noticias y me dije: ""¿Yo estoy metido en esta mierda?""
											(Risas)
											""No entendí la nota. ¿Qué está pasando?""
									","
											Gerçek şu ki, her yerde iyi insanlar var.
											Şovumda göstermeye çalıştığım şey de bu. Her yerde iyi insanlar var.
											Her şeyin mahvedilmesi için bir kişi yeterli.
											Birkaç ay önce New York'ta Times Meydanı'nda olduğu gibi,
											Pakistanlı bir Müslüman arabası bomba ile havaya uçurmaya çalıştı.
											Tesadüfen o gece Times Meydanı'nda
											bir komedi şovum vardı.
											Ondan birkaç ay önce de Teksas Austin'de beyaz bir Amerikalı
											uçağını IRS binasına doğru uçurmuştu,
											o gün de tesadüfen Austin'de
											komedi şovum vardı.
											Şimdi size Orta Doğulu bir erkek olarak şunu söyleyeyim,
											etrafınızda çok sayıda bu tür olayları gördüğünüzde
											bir noktadan sonra kendinizi suçlu hissetmeye başlıyorsunuz.
											Haberleri izliyordum. Ve ""Bu olayın içinde ben de var mıyım?""
											diye düşünmeye başladım. (Gülüşmeler)
											Bana bir bilgi verilmedi. Neler oluyor?""
									","
											Mais le fait est qu'il y a des gens bien partout.
											C'est ce que j'essaye de montrer dans mon spectacle. Il y a des gens bien partout.
											Et il suffit d'une personne pour tout foutre en l'air
											Il y a deux ou trois mois, à Times Square à New York,
											un musulman pakistanais a essayé de faire sauter une voiture piégée.
											Il se trouve que j'étais à Times Square ce soir là
											et je faisais un spectacle.
											Et quelques mois plus tôt, un Américain blanc à Austin, au Texas
											a écrasé son avion contre l'immeuble des impôts,
											et il se trouve que j'étais à Austin ce jour-là
											pour faire un spectacle.
											Alors je vais vous dire, en tant qu'homme du Moyen-Orient,
											quand vous apparaissez dans les environs de ce genre d'activités,
											à un moment vous commencez à vous sentir coupable.
											Je regardais les infos. Je me suis dit, ""Je suis impliqué dans cette merde ?""
											(Rires)
											""On ne m'a pas informé. Qu'est-ce qui se passe ?""
									","
											In Wahrheit gibt es überall gute Menschen.
											Das ist es, was ich in meinen Shows zu zeigen versuche. Gute Menschen gibt es überall.
											Man braucht nur einen der es versaut.
											Zum Beispiel: vor ein paar Monaten auf dem Times Square in New York.
											Das war ein pakistanischer Muslime, der versucht hat eine Autobombe hochgehen zu lassen.
											Zufälligerweise war ich an diesem Abend am Times Square
											und gab eine Vorstellung.
											Und vor ein paar Monaten gab es einen weißen Amerikaner in Austin, Texas
											der sein Flugzeug in das IRS Gebäude flog.
											Dummerweise war ich in Austin an dem Tag
											und machte Stand-Up Comedy.
											Ich sage Euch, dass wenn man sich als Mann aus dem Mittleren Osten
											anfängt sich schuldig zu fühlen, wenn man oft
											zu oft vor Ort ist.
											Ich sehe mir die Nachrichten an und denke mir:
											""Habe ich was verbockt!?""
											""Ich habe kein Memo bekommen. Was passiert da?""
									",Did you hear the one about the Iranian-American?,Maz Jobrani,9:14,"Iran,Middle East,comedy,entertainment,politics,humor"
