en,tr,de,pt,title,speaker,duration,tags
"
","
","
","
",The military case for sharing knowledge,Stanley McChrystal,6:44,"collaboration,iraq,military,war,surveillance"
"
											When I was a young officer, they told me
											to follow my instincts,
											to go with my gut,
											and what I've learned
											is that often our instincts are wrong.
									","
											Genç bir subayken bana
											içgüdülerimi izlemem,
											kendi yolumda ilerlemem
											ve öğrendiğim şeylerin
											genellikle içgüdülerimle ters düşeceğini söylediler.
									","
											Als ich ein junger Offizier war, 
erzählte man mir,
											ich solle meinen Instinkten folgen,
											meinem Bauchgefühl.
											Doch ich habe gelernt,
											dass unsere Instinkte oft falsch sind.
									","
											Quando eu era um jovem oficial,
											disseram-me para confiar
nos meus instintos,
											para seguir a minha intuição.
											Mas aprendi que, muitas vezes,
											os nossos instintos estão errados.
									",The military case for sharing knowledge,Stanley McChrystal,6:44,"collaboration,iraq,military,war,surveillance"
"
","
","
","
",The military case for sharing knowledge,Stanley McChrystal,6:44,"collaboration,iraq,military,war,surveillance"
"
											In the summer of 2010,
											there was a massive leak of classified documents
											that came out of the Pentagon.
											It shocked the world,
											it shook up the American government,
											and it made people ask a lot of questions,
											because the sheer amount of information
											that was let out, and the potential impacts,
											were significant.
											And one of the first questions we asked ourselves
											was why would a young soldier have access
											to that much information?
											Why would we let sensitive things
											be with a relatively young person?
									","
											2010 yazında
											Pentagon'dan çok büyük gizli bilgi
											dökümanları sızdırıldı.
											Bu dünyayı şoke etti,
											Amerika hükümetini derinden sarstı
											ve bu insanların birçok soru sormasına neden oldu
											çünkü büsbütün dışarıya sızan bilginin sayısının
											potansiyel etkisi
											dikkate değer ölçüdeydi.
											Kendimize sorduğumuz ilk soru,
											genç bir askerin neden bu kadar bilgiye
											ulaşabiliyor olduğuydu.
											Neden hassas şeylerin görece genç insanların
											elinde olmasına izin veriyoruz?
									","
											Im Sommer 2010
											sickerten aus dem Pentagon extrem viele
											als geheim eingestufte Dokumente 
an die Öffentlichkeit.
											Die Welt war geschockt,
											die amerikanische Regierung wachgerüttelt,
											und viele Leute begannen Fragen zu stellen,
											denn die reine Menge 
an Informationen, die austraten,
											sowie deren mögliche Auswirkungen
											waren erheblich.
											Und eine der ersten Fragen, 
die wir uns stellten, war:
											Wieso hatte ein so junger Soldat
											Zugang zu so vielen Information?
											Warum vertrauten wir so sensible Dinge
											einer relativ jungen Person an?
									","
											No verão de 2010,
											foram divulgados
muitos documentos confidenciais
											do Pentágono.
											O mundo ficou chocado,
											o governo americano ficou abalado
											e surgiram muitas perguntas,
											pois a quantidade de informação
											que foi divulgada e o seu impacto
											foram significativos.
											A primeira pergunta que surgiu foi
											como pôde um jovem soldado ter acesso
											a tantas informações?
											Porque é que confiariam coisas sensíveis
											a uma pessoa relativamente jovem?
									",The military case for sharing knowledge,Stanley McChrystal,6:44,"collaboration,iraq,military,war,surveillance"
"
","
","
","
",The military case for sharing knowledge,Stanley McChrystal,6:44,"collaboration,iraq,military,war,surveillance"
"
											In the summer of 2003, I was assigned to command
											a special operations task force,
											and that task force was spread across the Mideast
											to fight al Qaeda.
											Our main effort was inside Iraq,
											and our specified mission
											was to defeat al Qaeda in Iraq.
											For almost five years I stayed there,
											and we focused on fighting a war
											that was unconventional and it was difficult
											and it was bloody
											and it often claimed its highest price
											among innocent people.
											We did everything we could
											to stop al Qaeda
											and the foreign fighters that
came in as suicide bombers
											and as accelerants to the violence.
											We honed our combat skills,
											we developed new equipment,
											we parachuted, we helicoptered,
											we took small boats, we drove, and we walked
											to objectives night after night to stop
											the killing that this network was putting forward.
											We bled,
											we died,
											and we killed to stop that organization
											from the violence that they were putting
											largely against the Iraqi people.
									","
											2003 yazında bir özel harekat kuvveti
											görevini yönetmek için atandım
											ve bu görev, Ortadoğu boyunca yayılan
											El Kaide ile savaşmaktı.
											Asıl çabamız Irak'ta oldu
											ve bize belirtilen görev
											Irak'ta El Kaide'ye kaybetti.
											Yaklaşık 5 yıl orada kaldım
											ve biz bir savaşa odaklandık,
											o alışılmadık, zorlu
											kanlı
											ve bedelini en fazla masum insanların
											ödediği bir savaş.
											El Kaide'yi durdurabilmek için
											elimizden gelen her şeyi yaptık
											ve yabancı savaşçılar
intihar bombacıları gibi gelerek
											şiddeti körüklediler.
											Savaş yeteneklerimizi geliştirdik,
											yeni ekipmanlar geliştirdik,
											paraşütle atladık, helikopterle taşındık
											küçük botlar aldık, araç sürdük ve bu örgütün
											önümüze koyduğu ölümleri durdurmak için
											geceler boyu görevlere yürüdük.
											Kanımızı akıttık,
											öldük
											ve çoğunlukla Iraklı insanlara
											şiddet koyarak zorbalık uygulayan
											bu örgütü durdurmak için öldürdük.
									","
											Im Sommer 2003 wurde mir das Kommando
											über eine Sondereinsatztruppe zugeteilt.
											Diese Truppe war 
im ganzen Nahen Osten verteilt,
											um al-Qaida zu bekämpfen.
											Unser Hauptaufgabe war im Irak
											und unsere genaue Mission war es,
											al-Qaida im Irak zu besiegen.
											Ich blieb fast 5 Jahre dort
											und wir stellten uns darauf ein, 
einen Krieg zu führen,
											der unkonventionell war,
											schwierig und blutig,
											und oft forderte er den größten Tribut
											unter den unschuldigen Leuten.
											Wir taten alles, was wir konnten,
											um al-Qaida zu stoppen,
											wie auch die ausländischen Kämpfer, 
die als Selbstmordattentäter kamen
											und die Gewalt befeuerten.
											Wir feilten an unseren 
kämpferischen Fähigkeiten,
											wir entwickelten neue Ausrüstung,
											wir sprangen mit Fallschirmen ab,
flogen Helikopter,
											benutzen kleine Boote, 
fuhren und liefen zu unseren Zielen,
											Nacht für Nacht, 
um dem Töten,
											das von diesem Netzwerk ausgeht,
ein Ende zu setzen.
											Wir bluteten,
											wir starben
											und wir töteten,
											um die Gewalttaten 
dieser Organisation zu stoppen,
											die sich meist gegen 
die irakischen Menschen richtete.
									","
											No verão de 2003,
fui destacado para comandar
											uma força de operações especial
											que estava espalhada pelo Médio Oriente
											para combater a Al-Qaeda.
											O nosso principal esforço era no Iraque
											e a nossa missão específica
											era derrotar a Al-Qaeda no Iraque.
											Permaneci lá quase cinco anos
											e concentrámo-nos em combater uma guerra
											não convencional, difícil e sangrenta
											que, muitas vezes, custava a vida
a pessoas inocentes.
											Fizemos tudo o que pudemos
											para deter a Al-Qaeda
											e os combatentes estrangeiros
que chegavam como bombistas suicidas
											e incitadores à violência.
											Honrámos as nossas técnicas de combate,
											desenvolvemos equipamento novo,
											saltámos de paraquedas,
voámos em helicópteros,
											andámos em pequenas embarcações,
conduzimos veículos,
											e andámos em direção a objetivos
noites seguidas,
											para pôr termo à matança
que esta rede levava a efeito.
											Sangrámos,
											morremos
											e matámos para impedir aquela organização
											da violência que exerciam
											principalmente
contra a população iraquiana.
									",The military case for sharing knowledge,Stanley McChrystal,6:44,"collaboration,iraq,military,war,surveillance"
"
","
","
","
",The military case for sharing knowledge,Stanley McChrystal,6:44,"collaboration,iraq,military,war,surveillance"
"
											Now, we did what we knew,
											how we had grown up, and
one of the things that we knew,
											that was in our DNA, was secrecy.
											It was security. It was protecting information.
											It was the idea that information was the lifeblood
											and it was what would protect and keep people safe.
											And we had a sense that,
											as we operated within our organizations,
											it was important to keep information
											in the silos within the organizations,
											particularly only give information
											to people had a demonstrated need to know.
											But the question often came, who needed to know?
											Who needed, who had to have the information
											so that they could do the important 
parts of the job that you needed?
											And in a tightly coupled world,
											that's very hard to predict.
											It's very hard to know who needs to have information
											and who doesn't.
											I used to deal with intelligence agencies,
											and I'd complain that they weren't
sharing enough intelligence,
											and with a straight face, they'd
look at me and they'd say,
											""What aren't you getting?"" (Laughter)
											I said, ""If I knew that, we wouldn't have a problem.""
									","
											Biz bildiğimiz şeyi yaptık,
											büyütülme şeklimiz ve
bildiğimiz şeylerden biri
											DNA'mızdaydı, gizlilikteydi.
											Güvenlikti. Bilgilerin korunmasıydı.
											Düşünce, bilginin cansuyu olduğu
											ve insanları güvende tutacak ve koruyacak şey olduğuydu.
											Bunu hissetmiştik,
											teşkilatımızda operasyonları yürütürken
											bilgiyi teşkilatın siloları
											boyunca korumak önemliydi,
											özellikle bilgi, sadece bilmiş olması
											gereken kişilere verilmişti.
											Ama sıkça şu soru kafama takıldı, kimin bilmesi gerekti?
											Kimin ihtiyacı var, kim bu bilgilere sahip olmalı ki
											işinizin bir parçası olan önemli işleri yapabilsin?
											Her şeyin iç içe girdiği bu dünyada
											bunu öngörmek güç.
											Kimin bilgiye ihtiyacı olduğunu ve kimin olmadığını
											bilmek çok zor.
											Eskiden istihbarat teşkilatındaydım
											ve yeterince bilgi paylaşmamalarından
şikayet ettim

											ve bana ifadesiz biçimde bakıp dediler ki
											""Hangi bilgiyi alamıyorsun?"" (Gülüşmeler)
											Dedim ki, ""Eğer bilseydim, şu an bir sorunumuz olmazdı.""
									","
											Wir handelten also gemäß unsere Wissens,
											mit dem wir aufgewachsen waren, 
und eine der Sachen, die wir wussten,
											die in unserer DNS gespeichert war, 
war Verschwiegenheit.
											Geheimhaltung. 
Informationen zu schützen.
											Die Ansicht, 
dass Informationen Lebenssaft sind
											und das sind, 
was Personen schützt und behütet.
											Und wir hatten die Ansicht,
											dass, wenn wir innerhalb 
unserer Organisation arbeiteten,
											es wichtig war,
											Informationen in den Bunkern 
unserer Organisation zu halten;
											und vor allem Informationen 
nur an diejenigen herauszugeben,
											die beweisen konnten, 
dass sie das Wissen benötigen.
											Aber oft kam die Frage auf, 
wer das Wissen benötigte.
											Wer benötigte es; 
wer musste die Information haben,
											um eine wichtige Aufgabe 
ihrer Arbeit zu verrichten?
											Und in einer eng vernetzten Welt
											ist das sehr schwer zu bestimmen.
											Es ist sehr schwer zu bestimmen, 
wer Informationen benötigt
											und wer nicht.
											Ich arbeitete viel 
mit Nachrichtendiensten zusammen,
											und ich beschwerte mich oft, dass sie 
nicht ausreichend Nachrichten herausgaben.
											Mit eiserner Miene 
sahen sie mich dann an und sagten:
											""Was verstehst du daran nicht?"" 
(Gelächter)
											Ich sagte: ""Wenn ich das wüsste, 
hätten wir kein Problem.""
									","
											Fizemos o que sabíamos,
conforme tínhamos aprendido.
											Uma das coisas que sabíamos,
											que estava no nosso ADN, era o sigilo.
											Era uma questão de segurança.
Era a proteção da informação.
											Era a ideia de que a informação
era a força vital
											e de que era ela que protegeria 
e manteria as pessoas a salvo.
											Tínhamos a impressão de que,
											assim como operávamos 
nas nossas organizações
											era importante manter
a informação nos cofres
											dentro das organizações,
											só fornecendo informação, especificamente,
											a pessoas que tivessem
real necessidade de saber.
											Mas frequentemente vinha a pergunta:
											""Quem é que precisava de saber?""
											Quem precisava, 
quem tinha que ter essas informações
											para poder realizar partes importantes
do trabalho que precisava?
											Num mundo extremamente interligado,
											isso é muito difícil de prever.
											É muito difícil saber quem 
precisa de ter informação
											e quem não precisa.
											Eu trabalhava com 
agências de informações
											e queixei-me que não recebia
informações suficientes.
											Com uma cara muito séria,
olharam para mim e disseram:
											""O que é que tu não recebes?""
											(Risos)
											Eu disse: ""Se eu soubesse, 
não havia problema.""
									",The military case for sharing knowledge,Stanley McChrystal,6:44,"collaboration,iraq,military,war,surveillance"
"
","
","
","
",The military case for sharing knowledge,Stanley McChrystal,6:44,"collaboration,iraq,military,war,surveillance"
"
											But what we found is we had to change.
											We had to change our culture about information.
											We had to knock down walls. We had to share.
											We had to change from who needs to know
											to the fact that who doesn't know,
											and we need to tell, and tell
them as quickly as we can.
											It was a significant culture shift for an organization
											that had secrecy in its DNA.
									","
											Fakat neyi değiştirmemiz gerektiğini bulmuştuk.
											Bilgi hakkındaki kültürümüzü değiştirmeliydik.
											Duvarları yıkmalıydık. Paylaşmalıydık.
											Kimin bilmesi gerektiğinden
											kimin bilmemesi gerçeğini değiştirmeliydik
											ve onlara söylemeliydik ayrıca 
bunu olabildiğince çabuk söylemeliydik.
											Bu DNA'sında gizlilik olan bir organizasyon için
											önemli bir kültür değişimiydi.
									","
											Aber wir fanden heraus, 
dass wir uns ändern müssen.
											Wir müssen unsere Gewohnheiten 
über Informationen ändern.
											Wir mussten Wände einreißen.
											Wir mussten das Wer-muss-es-wissen
											in ein Wer-weiß-es-nicht ändern
											und wir mussten ihn aufklären, 
so schnell wie möglich.
											Ein erheblicher Gewohnheitswandel 
für eine Organisation,
											in deren DNS 
Geheimhaltung geschrieben stand.
									","
											Mas descobrimos que tínhamos de mudar.
											Tínhamos de mudar a cultura 
sobre as informações.
											Tínhamos de derrubar muros,
de partilhar.
											Tínhamos de mudar de 
""quem é que precisa de saber""
											para ""quem não sabe""
											e a quem precisamos de contar
o mais rápido possível.
											Foi uma mudança de cultura 
significativa para uma organização
											que tinha o sigilo no seu ADN.
									",The military case for sharing knowledge,Stanley McChrystal,6:44,"collaboration,iraq,military,war,surveillance"
