en,tr,de,fr,pt,title,speaker,duration,tags
"
","
","
","
","
",A simple way to tell insects apart,Anika Hazra,4:06,"TED-Ed,animals,nature,insects,biology"
"
											A whip-like straw.
											Powerful, crushing blades.
											A pointed, piercing tube.
											There are nearly a million 
known insect species in the world,
											but most have one of just 
five common types of mouthparts.
											And that’s extremely useful to scientists
											because when they encounter 
an unfamiliar insect in the wild,
											they can learn a lot about it 
just by examining how it eats.
									","
											Kırbaç gibi bir kamış.
											Güçlü, mahvedici bıçaklar.
											Sivri, delici bir boru.
											Dünyada bilinen neredeyse yarım milyon
böcek türü vardır
											ama birçoğu yaygın olan beş tane ağız 
parçası tipinden sadece birine sahiptir.
											Bu bilim insanları için oldukça 
faydalıdır çünkü vahşi doğada
											daha önceden tanımlanmamış 
bir böcek ile karşılaştıklarında
											yiyecekleri nasıl yediğini gözlemleyerek
böcek hakkında bilgi sahibi olabilirler. 

									","
											Ein peitschenartiger Trinkhalm.
											Kräftige, erdrückende Klingen.
											Ein spitzes, durchbohrendes Rohr.
											Es gibt fast eine Million
bekannte Insektenarten auf der Welt,
											aber die meisten haben nur eine von fünf
üblichen Arten von Mundwerkzeugen.
											Das ist sehr nützlich für Wissenschaftler:
											Begegnet ihnen in der Wildnis
ein unbekanntes Insekt,
											können sie allein durch die Untersuchung
ihres Fressverhaltens viel darüber lernen.
									","
											Une paille flagelliforme.
											De puissantes lames écrasantes.
											Une trompe pointue et perçante.
											Il existe près d'un million d'espèces
d'insectes connues dans le monde,
											mais la plupart n'ont qu'un des cinq types
communs de rostres.
											C'est extrêmement utile aux scientifiques
											car lorsqu'ils rencontrent dans
la nature un insecte inconnu,
											ils peuvent en apprendre beaucoup rien
qu'en examinant comment il se nourrit.
									","
											Uma palhinha com aspeto de chicote.
											Lâminas trituradoras poderosas.
											Um tubo pontiagudo, perfurante.
											Há cerca de um milhão de espécies
conhecidas de insetos no mundo,
											mas a maior parte tem um dos
cinco tipos comuns de aparelhos bucais.
											Isto é extremamente útil
para os cientistas
											porque, quando encontram
um inseto desconhecido na Natureza,
											podem aprender muitas coisas sobre ele,
examinando a forma como comem.
									",A simple way to tell insects apart,Anika Hazra,4:06,"TED-Ed,animals,nature,insects,biology"
"
","
","
","
","
",A simple way to tell insects apart,Anika Hazra,4:06,"TED-Ed,animals,nature,insects,biology"
"
											Scientific classification, or taxonomy,
											is used to organize all 
living things into seven levels:
											kingdom,
											phylum,
											class,
											order,
											family,
											genus,
											and species.
											The features of an insect’s mouthparts can
help identify which order it belongs to,
											while also providing clues about how 
it evolved and what it feeds on.
									","
											Bilimsel sınıflandırma 
ya da taksonomi,
											yaşayan büyün canlıları 
yedi basamakta sınıflandırır :
											âlem,
											şube,
											sınıf,
											takım,
											aile,
											cins,
											ve tür.
											Ağız kısmının özellikleri, böceğin nasıl 
evrimleştiğine ve neyle beslendiğine dair
											ipucu verirken aynı zamanda hangi takıma
ait olduğunu belirlemeye yardımcı olur.
									","
											Wissenschaftliche Klassifikation,
oder Taxonomie, wird genutzt,
											um alle Lebewesen
auf sieben Ebenen zu organisieren:
											Reich,
											Stamm,
											Klasse,
											Ordnung,
											Familie,
											Gattung,
											und Art.
											Die Bestandteile des Mundwerkzeugs
eines Insekts können dabei helfen,
											dessen Ordnung zu identifizieren,
und gleichzeitig darauf hinweisen,
											wie es sich entwickelt hat
und was es frisst.
									","
											La classification scientifique,
ou taxonomie,
											est utilisée pour organiser tous
les êtres vivants en sept niveaux :
											règne,
											phylum,
											classe,
											ordre,
											famille,
											genre,
											et espèce.
											Les caractéristiques du rostre
d'un insecte permettent d'identifier
											l'ordre auquel il appartient,
											et donnent des indices sur son évolution
et comment il se nourrit.
									","
											Usa-se a classificação
científica, ou taxonomia,
											para organizar todos os seres vivos
em sete níveis:
											o reino,
											o filo, ou divisão,
											a classe,
											a ordem,
											a família,
											o género
											e a espécie.
											As características da boca de um inseto
											ajudam a identificar
a que ordem ele pertence,
											e também fornecem pistas quanto à forma
como evoluiu e de que se alimenta.
									",A simple way to tell insects apart,Anika Hazra,4:06,"TED-Ed,animals,nature,insects,biology"
"
","
","
","
","
",A simple way to tell insects apart,Anika Hazra,4:06,"TED-Ed,animals,nature,insects,biology"
"
											The chewing mouthpart is the most common.
											It’s also the most primitive—
											all other mouthparts are thought to have 
started out looking like this one
											before evolving into something different.
											It features a pair 
of jaws called mandibles
											with toothed inner edges that cut up 
and crush solid foods,
											like leaves or other insects.
											You can find this mouthpart 
on ants from the Hymenoptera order,
											grasshoppers and crickets 
of the Orthoptera order,
											dragonflies of the Odonata order,
											and beetles of the Coleoptera order.
									","
											En yaygın olanı çiğneyici ağız parçasıdır.
											Bu parça ayrıca en ilkel olanıdır,
											farklı bir parçaya dönüşmeden önce
											diğer tüm ağız parçalarının bu çiğneyici 
parça gibi göründüğü düşünülmektedir.
											Yaprak ya da diğer böcekler gibi
											katı yiyecekleri ezmek ve parçalamak için 
dişli iç kenarlara sahip
											bir çift alt çene olarak bilinen 
ağza benzer.
											Bu tür ağız parçasını zar kanatlılar 
takımından olan karıncalarda,
											düz kanatlılar takımından olan 
çekirgeler ve cırcır böceklerinde,
											kızböcekleri takımından olan 
yusufçuklarda
											ve kınkanatlılar takımından olan
böceklerde bulabilirsiniz.
									","
											Das kauende Mundwerkzeug
ist das häufigste.
											Es ist außerdem am primitivsten —
											alle anderen Mundwerkzeuge sahen
vermutlich zu Beginn wie dieses aus,
											bevor sie sich anders entwickelten.
											Es besteht aus einem Kieferpaar,
genannt Mandibel,
											mit bezahnten inneren Rändern,
											die feste Nahrung
zerschneiden und zerquetschen,
											wie Blätter oder andere Insekten.
											Man findet dieses Mundwerkzeug
bei Ameisen der Hymenoptera-Ordnung,
											Heuschrecken und Grillen
der Orthoptera-Ordnung,
											Libellen der Odonata-Ordnung
											und Käfern der Coleoptera-Ordnung.
									","
											Le rostre le plus courant
permet de mâcher.
											Il est aussi le plus primitif—
											on estime que tous les autres rostres
lui ressemblait initialement
											avant d'évoluer vers quelque
chose de différent.
											Il comporte une paire de
mâchoires appelées mandibules
											dont les bords intérieurs dentés
coupent et écrasent les aliments solides,
											comme les feuilles ou d'autres insectes.
											On trouve ce rostre chez les fourmis
de l'ordre des hyménoptères,
											les sauterelles et les grillons
de l'ordre des orthoptères,
											les libellules de l'ordre des odonates,
											et les scarabées de l'ordre
des coléoptères.
									","
											A boca mastigadora é a mais vulgar.
											É também a mais primitiva
											— julga-se que todas as outras bocas
começaram por ser parecidas com esta,
											antes de evoluírem numa coisa diferente.
											Tem a forma de um par de maxilas
chamadas mandíbulas
											com bordas internas denteadas
que cortam e esmagam os alimentos sólidos,
											como folhas ou outros insetos.
											Encontramos este tipo de boca
nas formigas da ordem Hymenoptera,
											nos gafanhotos e nos grilos
da ordem Orthoptera,
											nas libelinhas da ordem Odonata,
											e nos escaravelhos da ordem Coleoptera.
									",A simple way to tell insects apart,Anika Hazra,4:06,"TED-Ed,animals,nature,insects,biology"
"
","
","
","
","
",A simple way to tell insects apart,Anika Hazra,4:06,"TED-Ed,animals,nature,insects,biology"
"
											The piercing-sucking mouthpart consists of
a long, tube-like structure called a beak.
											This beak can pierce plant 
or animal tissue
											to suck up liquids like sap or blood.
											It can also secrete saliva 
with digestive enzymes
											that liquefy food for easier sucking.
											Insects in the Hemiptera order 
have piercing-sucking mouthparts
											and include bed bugs,
											cicadas,
											aphids,
											and leafhoppers.
									","
											Delici-emici ağız parçası gaga denilen,
uzun, tüpe benzer bir yapıdan oluşur.
											Bu gaga, bitki özü ya da kanı emmek için
											bitki ya da hayvan dokusunu
delebilir.
											Ayrıca yiyeceği daha iyi emmek için
sıvı hâle getiren
											sindirim enzimleriyle dolu tükürük de 
salgılayabilir.
											Yarım kanatlılar takımından olan böcekler 
delici-emici ağız parçasına sahiptirler
											buna tahta kuruları,
											ağustos böcekleri,
											yaprak bitleri,
											ve cüce ağustos böcekleri de dâhildir.
									","
											Das stechend-saugende Mundwerkzeug
besteht aus einer langen,
											röhrenartigen Struktur namens Schnabel.
											Dieser Schnabel kann Pflanzen-
oder Tiergewebe durchstechen,
											um Flüssigkeiten wie Saft
oder Blut aufzusaugen.
											Außerdem kann es Speichel
mit Verdauungsenzymen abgeben,
											die die Nahrung für
leichteres Aufsaugen verflüssigen.
											Insekten der Hemiptera-Ordnung haben
stechend-saugende Mundwerkzeuge
											und umfassen Bettwanzen, Zikaden,
											Blattläuse und Zwergzikaden.
									","
											Le rostre perçant et aspirant
ressemble à une tube qu'on appelle bec.
											Ce bec peut percer le tissu
végétal ou animal
											pour aspirer les liquides
tel que la sève ou le sang.
											Il peut aussi sécréter de la salive
contenant des enzymes digestifs
											qui liquéfie la nourriture
pour faciliter la succion.
											Les insectes de l'ordre des hémiptères
ont de tels rostres,
											y compris les punaises de lit,
											les cigales,
											les pucerons,
											et les cicadelles.
									","
											A boca perfurante-sugadora é formada
por uma estrutura comprida, tipo tubo,
											chamada um bico.
											Este bico pode furar
tecido vegetal ou animal
											para sugar líquidos
como a seiva ou o sangue.
											Também pode segregar saliva
com enzimas digestivos
											que liquefazem os alimentos
para uma sucção mais fácil.
											Os insetos da ordem Hemiptera
têm bocas perfurantes-sugadoras
											e incluem os percevejos domésticos,
											as cigarras, os pulgões
											e as cigarrinhas.
									",A simple way to tell insects apart,Anika Hazra,4:06,"TED-Ed,animals,nature,insects,biology"
"
","
","
","
","
",A simple way to tell insects apart,Anika Hazra,4:06,"TED-Ed,animals,nature,insects,biology"
"
											The siphoning mouthpart,
											a friendlier version 
of the piercing and sucking beak,
											also consists of a long, tube-like 
structure called a proboscis
											that works like a straw 
to suck up nectar from flowers.
											Insects of the Lepidoptera order—
											butterflies and moths—
											keep their proboscises rolled
up tightly beneath their heads
											when they’re not feeding
											and unfurl them when 
they come across some sweet nectar.
									","
											Hortum şeklindeki ağız parçası,
											çiçeklerdeki nektarı emmek için 
kullanılan pipete benzeyen
											uzun, tüpe benzer hortum diye 
adlandırılan bir yapıya sahip olan
											delici-emici gaganın daha dostça 
bir versiyonudur.
											Pul kanatlılar takımından olan
											kelebekler ve güveler gibi böcekler
											beslenmedikleri zaman hortumlarını 
kafalarının altında
											sıkıca sarılmış hâlde tutarlar
											ve tatlı bir nektarla karşılaştıklarında 
hortumlarını tekrar açarlar.
									","
											Das saugende Mundwerkzeug,
											eine nettere Version
des stechend-saugenden Schnabels,
											besteht auch aus einer langen, 
röhrenartigen Struktur namens Rüssel,
											der wie ein Strohhalm funktioniert,
um Blumennektar aufzusaugen.
											Insekten der Lepidoptera-Ordnung —
											Schmetterlinge und Motten —
											halten ihren Rüssel
fest aufgerollt unter ihren Köpfen,
											wenn sie nicht fressen, und entrollen ihn,
											wenn sie sich in der Nähe
von süßem Nektar befinden.
									","
											Le rostre siphonant,
											une version plus sympathique
du bec perçant et aspirant,
											consiste aussi en une structure
longue et tubulaire qu'on appelle trompe
											qui fonctionne comme une paille
pour sucer le nectar des fleurs.
											Les insectes de l'ordre des lépidoptères
											( les papillons et les mites )
											gardent leur trompe enroulée
étroitement en dessus de leur têtes
											lorsqu'ils ne se nourissent pas
											et les déploient lorsqu'ils
trouvent du nectar sucré.
									","
											A boca em forma de sifão,
											uma versão simpática
do bico perfurante-sugador,
											também é formado por uma estrutura
comprida, tipo tubo, chamada probóscide
											que funciona como uma palhinha
para sugar o néctar das flores.
											Os insetos da ordem Lepidoptera
											— as borboletas e as traças —
											mantêm a probóscide enrolada
firmemente por baixo da cabeça
											quando não estão a alimentar-se
											e desenrolam-na quando encontram
qualquer doce néctar.
									",A simple way to tell insects apart,Anika Hazra,4:06,"TED-Ed,animals,nature,insects,biology"
