en,tr,pt,fr,title,speaker,duration,tags
"
","
","
","
",What are the most important moral problems of our time?,Will MacAskill,11:54,"global issues,philosophy,future,society,social change,philanthropy,morality"
"
											This is a graph
											that represents the economic history
of human civilization.
									","
											Bu gördüğünüz grafik,
											insan medeniyetinin ekonomik
tarihini temsil ediyor.
									","
											Este gráfico
											representa a história da economia 
da civilização humana.
									","
											Voici un graphique
											qui représente l'histoire économique
de la civilisation humaine.
									",What are the most important moral problems of our time?,Will MacAskill,11:54,"global issues,philosophy,future,society,social change,philanthropy,morality"
"
","
","
","
",What are the most important moral problems of our time?,Will MacAskill,11:54,"global issues,philosophy,future,society,social change,philanthropy,morality"
"
											[World GDP per capita
over the last 200,000 years]
									","
											[Son 200.000 yıl içinde
kişi başına düşen GSMH.]
									","
											[O PIB mundial ""per capita""
nos últimos 200 000 anos]
									","
											[PIB mondial par habitant
durant les 200 000 dernières années]
									",What are the most important moral problems of our time?,Will MacAskill,11:54,"global issues,philosophy,future,society,social change,philanthropy,morality"
"
","
","
","
",What are the most important moral problems of our time?,Will MacAskill,11:54,"global issues,philosophy,future,society,social change,philanthropy,morality"
"
											There's not much going on, is there.
											For the vast majority of human history,
											pretty much everyone lived
on the equivalent of one dollar per day,
											and not much changed.
											But then, something
extraordinary happened:
											the Scientific and Industrial Revolutions.
											And the basically flat graph you just saw
											transforms into this.
											What this graph means is that,
in terms of power to change the world,
											we live in an unprecedented time
in human history,
											and I believe our ethical understanding
hasn't yet caught up with this fact.
											The Scientific and Industrial Revolutions
											transformed both
our understanding of the world
											and our ability to alter it.
											What we need is an ethical revolution
											so that we can work out
											how do we use this tremendous
bounty of resources
											to improve the world.
									","
											Aslında pek de önemli bir şey yok.
											İnsanlık tarihinin büyük çoğunluğu boyunca
											herkes günde bir dolara eşdeğer
bir düzeyde hayatını sürdürdü
											ve pek bir şey değişmedi.
											Sonra olağanüstü bir şey oldu:
											Bilim ve Sanayi Devrimleri.
											Az önce gördüğünüz hareketsiz grafik
											işte buna dönüştü.
											Bunun anlamı şu ki
dünyayı değiştirme gücü konusunda
											insanlık tarihinde daha önce
öngörülmemiş bir devirde yaşıyoruz
											ve ben etik düşünce şeklimizin
buna henüz ayak uyduramadığı kanısındayım.
											Bilim ve Sanayi Devrimleri
											hem dünyayı anlayış şeklimizi
dönüşüme uğrattı
											hem de onu değiştirme yeteneğimizi.
											İhtiyacımız olan şey etik bir devrim,
											çünkü ancak bu sayede
											bu muazzam kaynakları
dünyayı geliştirmek adına
											nasıl kullanacağımızı anlarız.
									","
											Não está a acontecer muita coisa,
pois não?
											Durante a maior parte da História humana,
											praticamente todas as pessoas viveram
com o equivalente a um dólar por dia,
											e isso não mudou muito.
											Mas depois, aconteceu
algo de extraordinário:
											as Revoluções Industrial e Científica.
											E o gráfico basicamente plano
que acabamos de ver
											transforma-se nisto.
											O que esse gráfico significa é que, 
em termos de poder para mudar o mundo,
											vivemos num momento sem precedentes 
na História humana,
											e acredito que o nosso entendimento ético 
ainda não se apercebeu desse facto.
											As Revoluções Industrial e Científica
											tanto transformaram
a nossa compreensão do mundo
											como a nossa capacidade de o alterar.
											O que precisamos é de uma revolução ética
											para que possamos descobrir
											como usar essa enorme
abundância de recursos
											para melhorar o mundo.
									","
											On n'y voit pas grand chose,
n'est-ce pas ?
											Durant la grande majorité
de l'histoire humaine,
											presque tout le monde a vécu
avec l'équivalent d'un dollar par jour
											et peu de choses changeaient.
											Mais il s'est ensuite produit
quelque chose d'extraordinaire :
											les révolutions scientifique
et industrielle.
											Et le graphique franchement plat
que vous venez de voir
											s'est transformé en ceci.
											Ce graphique signifie qu'en termes
de capacité à changer le monde,
											nous vivons une ère sans précédent
dans l'histoire de l'humanité
											et, selon moi, notre compréhension éthique
n'a pas encore rattrapé son retard.
											Les révolutions scientifique
et industrielle
											ont transformé
notre compréhension du monde
											et notre capacité à le changer.
											Nous avons besoin d'une révolution éthique
											afin de pouvoir déterminer
											comment utiliser cette extraordinaire
abondance de ressources
											pour améliorer le monde.
									",What are the most important moral problems of our time?,Will MacAskill,11:54,"global issues,philosophy,future,society,social change,philanthropy,morality"
"
","
","
","
",What are the most important moral problems of our time?,Will MacAskill,11:54,"global issues,philosophy,future,society,social change,philanthropy,morality"
"
											For the last 10 years,
											my colleagues and I have developed
a philosophy and research program
											that we call effective altruism.
											It tries to respond
to these radical changes in our world,
											uses evidence and careful reasoning
to try to answer this question:
											How can we do the most good?
											Now, there are many issues
you've got to address
											if you want to tackle this problem:
											whether to do good through your charity
											or your career
or your political engagement,
											what programs to focus on,
who to work with.
											But what I want to talk about
											is what I think is the most
fundamental problem.
											Of all the many problems
that the world faces,
											which should we be focused
on trying to solve first?
											Now, I'm going to give you a framework
for thinking about this question,
											and the framework is very simple.
											A problem's higher priority,
											the bigger, the more easily solvable
and the more neglected it is.
											Bigger is better,
											because we've got more to gain
if we do solve the problem.
											More easily solvable is better
											because I can solve the problem
with less time or money.
											And most subtly,
											more neglected is better,
because of diminishing returns.
											The more resources that have already been
invested into solving a problem,
											the harder it will be
to make additional progress.
											Now, the key thing that I want
to leave with you is this framework,
											so that you can think for yourself
											what are the highest global priorities.
											But I and others
in the effective altruism community
											have converged on three moral issues
that we believe are unusually important,
											score unusually well in this framework.
									","
											Son 10 yıldır
											iş arkadaşlarımla birlikte bir felsefe
ve araştırma programı geliştiriyorum,
											adı etkili fedakârlık.
											Dünyadaki bu radikal değişiklikere
yanıt vermeye çalışıyor,
											kanıt ve dikkatli mantık kullanarak
şu soruya cevap vermeye çalışıyor:
											En çok faydayı nasıl sağlarız?
											Bu sorunu aşmak istiyorsanız
											yönelmeniz gereken pek çok nokta var:
											Bağış yoluyla mı fayda sağlarsınız,
											kariyeriniz veya siyasi bağlılığınızla mı?
											Hangi programlara odaklanmalı
veya kiminle çalışılmalı gibi.
											Ancak benim konuşmak istediğim,
											bence en temel sorun.
											Dünyanın yüz yüze olduğu
onca sorun arasından
											önce hangisini çözmeye odaklanmalıyız?
											Bu soruyu düşünmek için
size bir alt yapı vermeye çalışacağım,
											oldukça basit bir alt yapı.
											Sorunun önceliği ne kadar büyükse
											çözümü de o kadar kolay
ama bir o kadar da ihmal ediliyor.
											Büyük sorun daha iyi
											çünkü çözmeyi başarırsak
kazanacağımız fayda daha fazla.
											Çözümünün kolay olması daha iyi
											çünkü daha az zaman ve parayla
bu sorunu çözebilirim.
											Bir de en üstü kapalı olanı,
											daha çok ihmal edilmesi daha iyi
çünkü azalan verim kanunu var.
											Bir sorunu çözmeye yönelik
kullanılan kaynaklar arttıkça
											ek ilerlemele kaydetmek de
bir o kadar zor olur.
											Burada size sunmak istediğim
ana fikir bu alt yapı,
											böylece kendiniz de düşünerek
											en büyük önceliklerin
ne olduğunu anlayabilirsiniz.
											Ancak etkili fedakârlık
topluluğunda ben ve diğerleri
											bilhassa önemli olduğunu düşündüğümüz
üç etik hususta fikir birliği yaptık,
											bu alt yapıda alışılmışın dışındalar.
									","
											Nos últimos 10 anos,
											os meus colegas e eu desenvolvemos
um programa de filosofia e investigação
											a que chamamos altruísmo eficaz.
											Este tenta responder a essas 
mudanças radicais no nosso mundo,
											usa evidências e um raciocínio cuidadoso
para tentar responder a esta pergunta:
											Como podemos fazer o maior bem?
											Ora, há muitas questões
que é preciso abordar
											se quisermos resolver este problema:
											seja fazer o bem
através de ações de caridade,
											ou da nossa carreira,
ou do nosso envolvimento político,
											em que programas nos concentrarmos,
com quem trabalhar.
											Mas queria falar sobre
o que me parece ser
											o problema mais fundamental.
											De entre os muitos problemas 
que o mundo enfrenta,
											em quais nos devemos concentrar
para tentar resolver primeiro?
											Vou apresentar-vos um enquadramento
											para pensarem sobre esta questão.
											Este enquadramento é muito simples.
											Um problema é da maior prioridade
											quanto maior for,
											quanto mais facilmente solucionável for
e mais negligenciado for,
											Quanto maior, melhor,
											porque temos mais a ganhar 
se resolvermos o problema.
											Quanto mais fácil de solucionar, melhor,
											porque posso resolver o problema
com menos tempo ou dinheiro.
											E o mais impercetível,
											quanto mais negligenciado, melhor,
devido à lei dos rendimentos decrescentes.
											Quanto mais recursos já tiverem sido 
investidos na solução de um problema,
											mais difícil será 
fazer um progresso adicional.
											Ora, o ponto essencial a deixar-vos
é este enquadramento,
											para que possam pensar por vocês mesmos
											quais são as maiores prioridades globais.
											Mas eu e outros,
na comunidade do altruísmo eficaz
											convergimos em três questões morais
											que acreditamos serem
extraordinariamente importantes,
											e que obtêm uma pontuação
excecionalmente boa neste enquadramento.
									","
											Pendant ces 10 dernières années,
											mes collègues et moi avons développé
											un programme de philosophie
et de recherche
											que nous appelons altruisme efficace.
											Il essaie de répondre
à ces changements radicaux de notre monde
											en utilisant des indices
et un raisonnement minutieux
											pour essayer de répondre
à cette question :
											comment pouvons-nous
faire le plus de bien ?
											Il y a beaucoup de questions à aborder
											si vous voulez vous attaquer
à ce problème :
											faire du bien de façon caritative,
											par votre carrière
ou votre engagement politique,
											sur quels programmes se concentrer,
avec qui travailler.
											Mais ce dont je veux parler
											est ce qui est, à mon avis,
le problème le plus fondamental.
											De tous les problèmes
auxquels le monde fait face,
											sur la résolution duquel
devrions-nous nous concentrer ?
											Je vais vous donner un cadre
pour réfléchir à cette question
											et ce cadre est très simple.
											La priorité d'un problème
se définit en fonction
											de son importance,
de sa facilité de résolution,
											et de la manière dont il est négligé.
											Plus il est important, mieux c'est,
											car nous avons plus à gagner
à résoudre le problème.
											Plus sa résolution est simple, 
mieux c'est,
											car je peux résoudre le problème
avec moins de temps et d'argent.
											Et de façon plus subtile,
											moins on s'y intéresse, mieux c'est,
du fait des rendements décroissants.
											Plus il y a eu de ressources investies
dans la résolution d'un problème,
											plus il sera difficile de progresser.
											Ce que je veux que vous reteniez
c'est ce cadre,
											afin que vous réfléchissiez par vous-même
											aux priorités mondiales.
											Mais des gens de la communauté
de l'altruisme efficace et moi-même
											sommes tombés d'accord
sur trois questions morales
											que nous pensons
particulièrement importantes,
											qui obtiennent un score
très élevé dans ce cadre.
									",What are the most important moral problems of our time?,Will MacAskill,11:54,"global issues,philosophy,future,society,social change,philanthropy,morality"
"
","
","
","
",What are the most important moral problems of our time?,Will MacAskill,11:54,"global issues,philosophy,future,society,social change,philanthropy,morality"
"
											First is global health.
											This is supersolvable.
											We have an amazing track record
in global health.
											Rates of death from measles,
malaria, diarrheal disease
											are down by over 70 percent.
											And in 1980, we eradicated smallpox.
											I estimate we thereby saved
over 60 million lives.
											That's more lives saved
than if we'd achieved world peace
											in that same time period.
											On our current best estimates,
											we can save a life by distributing
long-lasting insecticide-treated bed nets
											for just a few thousand dollars.
											This is an amazing opportunity.
									","
											Birincisi küresel sağlık.
											Bunu çözmek süper kolay.
											Küresel sağlıkta inanılmaz
bir takip sistemimiz var.
											Kızamık, sıtma, ishal
hastalıklarından can kaybı oranları
											en az yüzde 70 oranında düşüşte.
											1980 yılında çiçek hastalığını yok ettik.
											O yüzden 60 milyonun üzerinde
hayat kurtardığımızı düşünüyorum.
											Aynı zaman dilimi içinde
dünya barışını sağlamış olsak
											kurtaracağımız can sayısından daha fazla.
											Şu anki en iyi tahminlerimize göre
											yalnızca birkaç bin dolar maliyetle
											böcekgillere karşı dayanıklı cibinlikler
dağıtarak hayat kurtarabiliriz.
											Bu harika bir fırsat.
									","
											A primeira é a saúde global.
											Esta é super solucionável.
											Temos um histórico incrível
em saúde global.
											As taxas de mortalidade
por sarampo, malária e diarreia
											desceram mais de 70%.
											E em 1980, erradicámos a varíola.
											Calculo que desse modo salvámos 
mais de 60 milhões de vidas.
											Isto representa mais vidas salvas
											do que se tivéssemos alcançado
a paz mundial
											nesse mesmo período de tempo.
											Pelas nossas melhores 
estimativas atuais,
											podemos salvar uma vida 
com a distribuição de mosquiteiros
											tratados com inseticida de longa duração
											pelo custo de apenas
de alguns milhares de dólares.
											Esta é uma oportunidade incrível.
									","
											Tout d'abord, la santé mondiale.
											Cela peut tout à fait être résolu.
											Nous avons un excellent palmarès
en ce qui concerne la santé mondiale.
											Les taux de mortalité liés à la rougeole,
à la malaria, aux maladies diarrhéiques
											ont chuté de plus de 70%.
											En 1980, nous avons éradiqué la variole.
											J'estime que nous avons ainsi
sauvé plus de 60 millions de vies.
											Ce sont plus de vies sauvées
qu'avec la paix dans le monde
											obtenue durant la même période.
											D'après nos meilleures estimations,
											nous pouvons sauver une vie en distribuant
des moustiquaires traitées durablement
											pour seulement quelques milliers 
de dollars.
											C'est une super opportunité.
									",What are the most important moral problems of our time?,Will MacAskill,11:54,"global issues,philosophy,future,society,social change,philanthropy,morality"
