en,es,pt,tr,title,speaker,duration,tags
"
","
","
","
","""The Sacred Art of the Ori""",Laolu Senbanjo,8:50,"art,Africa,creativity,beauty,performance art"
"
											[Yoruba: Freeborn Ijebu-Ode son,]
											[of true Ogbogbo Clan,]
											[whose wealth and resources
surpass all that Europe ever had,]
											[whose altar is filled with gold.]
									","
											[Yoruba: Hijo ljebu-Ode nacido libre,]
											[del verdadero Clan Ogbogbo],
											[cuya riqueza y recursos sobrepasan
todos los que Europa ha tenido,]
											[cuyo altar está lleno de oro.]
									","
											(Em ioruba): ""O filho de Ijebu-Ode,
nascido livre,
											""do verdadeiro clã Ogbogbo,
											""cuja riqueza e recursos ultrapassam
tudo o que a Europa jamais teve,
											""cujo altar está cheio de ouro.""
									","
											''Dürüst Ogbogbo kabilesinden
											hür doğan Ijebu-Ode oğul,
											o ki ki varlığı ve zenginliği 
tüm Avrupa'yı geçmiş,
											ve altarı altınlarla doldurulmuştur.''
									","""The Sacred Art of the Ori""",Laolu Senbanjo,8:50,"art,Africa,creativity,beauty,performance art"
"
","
","
","
","""The Sacred Art of the Ori""",Laolu Senbanjo,8:50,"art,Africa,creativity,beauty,performance art"
"
											This chant is called the oríkì.
											My grandmother used to sing it
to me when I was a child in Nigeria.
											See, an oríkì is the song of praise
of the Yoruba people,
											and this particularly speaks
of treasures that the West does not have.
									","
											Este canto se llama el orikì.
											Mi abuela solía cantármelo
en Nigeria cuando era niño.
											Verán, un orikì es una canción
de alabanza del pueblo Yoruba,
											y esta particularmente trata
de los tesoros que el Occidente no tiene.
									","
											Este cântico chama-se o ""oriki"".
											A minha avó costumava cantá-lo
para mim, quando era criança, na Nigéria.
											Um ""oriki"" é a canção do orgulho
do povo oruba,
											e este fala, em especial,
dos tesouros que o Ocidente não tem.
									","
											Bu dinsel şarkının adı oríkì.
											Ben Nijerya'da bir çocukken 
büyükannem bana söylerdi.
											Şöyle ki Oríkì Yoruba insanlarının 
övgü şarkısıdır
											ve bu şarkı batıda özellikle batıda var
olmayan hazineden bahseder.
									","""The Sacred Art of the Ori""",Laolu Senbanjo,8:50,"art,Africa,creativity,beauty,performance art"
"
","
","
","
","""The Sacred Art of the Ori""",Laolu Senbanjo,8:50,"art,Africa,creativity,beauty,performance art"
"
											Mama — that's what
I call my grandmother —
											told me many stories
about Yoruba mythology.
											You see, the Yorubas are an ethnic group
from the southwestern part of Nigeria,
											and I was always fascinated
by these stories.
											I was always intrigued.
											And Yoruba culture has inspired
my art since I was a child.
											You see, African art is not just what
you buy at Harlem markets in New York.
											Every artist has a name,
											and every artist has a story.
											This is my story.
									","
											Mama —así le digo a mi abuela—
											me contó muchas historias
de la mitología Yoruba.
											Verán, los Yoruba son un grupo étnico
del sudeste de Nigeria,
											y siempre me fascinaron sus historias.
											Siempre me intrigaron.
											Y la cultura Yoruba ha inspirado
mi arte desde que era niño.
											El arte africano no es solo lo que compran
en el mercado de Harlem en Nueva York.
											Todos los artistas tienen nombre,
todos tienen una historia.
											Esta es mi historia.
									","
											A Mama — era como eu chamava
à minha avó —
											contou-me muitos histórias
sobre a mitologia ioruba.
											Os iorubas são um grupo étnico
do sudoeste da Nigéria,
											e eu ficava sempre fascinado
com essas histórias.
											ficava sempre intrigado.
											A cultura ioruba inspirou a minha arte
desde que eu era criança.
											A arte africana não é o que se compra
nos mercados de Harlem, em Nova Iorque.
											Todos os artistas têm um nome,
											todos os artistas têm uma história.
											Esta é a minha história.
									","
											Mama, büyükanneme böyle seslenirdim,
											Yoruba mitolojisiyle
alakalı hikâyeler anlatırdı.
											Gördüğünüz gibi, Yorubalar Nijerya'nın 
güneybatısında yer alan bir etnik topluluk
											ve ben her zaman bu hikâyelere 
hayrandım.
											Her zaman ilgimi çekti.
											Çocukluğumdan beri Yoruba kültürü 
sanatıma ilham verdi.
											Afrikan sanatı New York'ta
Harlem'de alabileceğiniz bir şey değil.
											Her ressamın bir ismi
											ve bir hikâyesi vardır.
											Bu da benim hikâyem.
									","""The Sacred Art of the Ori""",Laolu Senbanjo,8:50,"art,Africa,creativity,beauty,performance art"
"
","
","
","
","""The Sacred Art of the Ori""",Laolu Senbanjo,8:50,"art,Africa,creativity,beauty,performance art"
"
											See, mama had tattoos
on her arms and her legs.
											As a child, I thought
she was born with them,
											with beautiful black lines
and detailed symbols.
											And then she told me
											that they were actually symbols
from the Yoruba mythology.
											I never knew how this was going
to influence the artist that I am today.
											You see, as a young child,
I saw art everywhere.
											I remember the house we lived in
in Ilorin, in Stadium Road.
											We had marble floors,
											and you know, I would look
at the marble floors,
											and I would see all sorts
of patterns and designs in it,
											and I thought everybody could see them.
											So I would call my brother,
and I would be like,
											""Ikeolu, come and see this marble design,
see this pattern, see this mask.""
											And he would tell me,
""Laolu, I don't see anything.""
											So I would use ink, and I would trace out
what I saw on the floor.
											And then when my mom noticed,
she got really upset.
									","
											Mama tenía tatuajes
en sus brazos y piernas.
											De niño pensaba 
que había nacido con ellos
											con hermosas líneas negras
y símbolos detallados.
											Luego ella me dijo que eran
símbolos de la mitología Yoruba.
											Nunca imaginé cómo esto iba 
a influirme como artista ahora.
											Cuando era niño
veía el arte en todos lados.
											Recuerdo que en la casa donde vivíamos
en Ilorin, en la calle Estadio,
											teníamos piso de mármol, 
y ¿saben?, miraba el piso de mármol,
											y veía todo tipo de patrones y diseños ahí
y pensaba que todos los veían.
											Entonces hablaba
a mi hermano y le decía,
											""Ikeolu ven a ver este diseño del mármol,
mira el patrón, mira la máscara"".
											Y él me decía: ""Laolu, yo no veo nada"".
											Entonces remarcaba con tinta
lo que veía en el piso.
											Y cuando mi madre 
se dio cuenta se enojó mucho.
									","
											A Mama tinha tatuagens
nos braços e nas pernas.
											Quando eu era miúdo, julgava
que ela tinha nascido com elas,
											com belas linhas negras
e símbolos pormenorizados.
											Mas ela contou-me
											que eram símbolos
da mitologia ioruba.
											Não me apercebi de como isso
ia influenciar o artista que sou hoje.
											Quando eu era miúdo,
via arte por toda a parte.
											Lembro-me da casa onde vivíamos
em Ilorin, na Stadium Road.
											Tínhamos chãos de mármore,
											e eu olhava para aqueles chãos de mármore
											e via ali todo o tipo
de padrões e desenhos
											e pensava que toda a gente
também os via.
											Chamava o meu irmão
e dizia-lhe:
											""Ikeolu, anda cá
e vê este desenho no mármore"".
											E ele dizia-me: ""Laolu, não vejo nada"".
											Então, eu usava tinta
e traçava o que via no chão.
											Depois, quando a minha mãe reparava,
ficava mesmo zangada.
									","
											Mama'nın kollarında 
ve bacaklarında dövmeler vardı.
											Çocukken onlarla beraber
doğduğunu düşünürdüm.
											Güzel siyah çizgiler
ve detaylı sembollerle.
											Ve bana şunu söyledi:
											Bunlar aslında Yoruba mitolojisinden
sembollerdi.
											Bunun bugün olduğum sanatçıyı 
bu kadar etkileyeceğini bilmiyordum.
											Yani küçük bir çocukken
sanatı her yerde görürdüm.
											Iloerin'de yaşadığımız evi hatırlıyorum,
Stadyum youlundaki.
											Mermer zemini vardı
											ve mermer zemine bakardım
											ve onun içinde her çeşit 
kalıbı ve tasarımı görürdüm.
											Herkesin de görebildiğini
düşünürdüm.
											Kardeşimi çağırır
şöyle derdim:
											""Ikeolu, gel ve şu mermer desenine bak,
modele bak, maskeye bak.""
											O da ""Laolu, 
hiçbir şey görmüyorum."" derdi.
											Ben de mürekkep kullanarak
zeminde ne gördüğümün çizerdim.
											Sonra annem mürekkebi fark edince
gerçekten üzülürdü.
									","""The Sacred Art of the Ori""",Laolu Senbanjo,8:50,"art,Africa,creativity,beauty,performance art"
"
","
","
","
","""The Sacred Art of the Ori""",Laolu Senbanjo,8:50,"art,Africa,creativity,beauty,performance art"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Gülüşmeler)
									","""The Sacred Art of the Ori""",Laolu Senbanjo,8:50,"art,Africa,creativity,beauty,performance art"
"
","
","
","
","""The Sacred Art of the Ori""",Laolu Senbanjo,8:50,"art,Africa,creativity,beauty,performance art"
"
											But that didn't stop me.
											I switched from ink to chalk,
											because I got in trouble a lot
with my teachers and my parents.
											So I remember my mom said,
""Laolu, we are Christians.
											Why don't you draw like other people?
											Why don't you draw landscapes
or maybe you draw chairs or furniture,
											or maybe even draw Jesus?""
									","
											Pero eso no me detuvo.
											Cambié de tinta a gis,
											porque me metía en muchos líos
con mis maestros y padres.
											Recuerdo que mi mamá me dijo,
""Laolu, somos cristianos.
											¿Por qué no dibujas como otra gente?
											¿Por qué no dibujas paisajes o quizá
sillas de madera, o incluso a Jesús?""
									","
											Mas isso não me deteve.
Mudei da tinta para o giz,
											porque arranjava muitos sarilhos
com os professores e os meus pais.
											Lembro-me de a minha mãe dizer:
""Laolu, nós somos cristãos.
											""Porque é que não desenhas
como as outras pessoas?
											""Porque é que não desenhas paisagens,
ou cadeiras ou móveis.
											""ou mesmo Jesus?""
									","
											Ama bu beni durdurmadı.
											Mürekkebi tebeşire çevirdim
											çünkü öğretmenlerim 
ve ailemle çok fazla sorunum vardı.
											Annemin bana şöyle derdi,
""Laolu, biz Hristiyanız.
											Neden diğer insanlar gibi çizmiyorsun?
											Neden manzara çizmiyorsun 
ya da belki sandalye veya mobilya,
											veya belki Yüce İsa'yı?""
									","""The Sacred Art of the Ori""",Laolu Senbanjo,8:50,"art,Africa,creativity,beauty,performance art"
"
","
","
","
","""The Sacred Art of the Ori""",Laolu Senbanjo,8:50,"art,Africa,creativity,beauty,performance art"
"
											You know, I could paint
the whole house if I had a chance,
											but when I grew up,
I knew being an artist was not an option,
											so I wanted to be the person
my parents wanted me to be,
											so I went to law school.
											Of course, that's my dad there.
He was so proud that day.
											And this was what my notebooks
looked like in law school.
									","
											¿Saben? Habría pintado 
toda la casa si hubiese podido,
											pero cuando crecí supe
que ser artista no era una opción,
											y quería ser la persona
que mis padres quería que fuera,
											así que fui a la escuela de derecho.
											Ese es mi papá, y claro,
estaba muy orgulloso ese día.
											Y así lucían mis libretas mientras
estuve en esa escuela.
									","
											Estão a ver, eu podia pintar
a casa toda, se me deixassem,
											mas, quando cresci, percebi
que ser artista não era opção,
											por isso eu queria aquilo
que os meus pais queriam que eu fosse,
											por isso fui para a Escola de Direito.
											Sim, aquele é o meu pai.
Estava muito orgulhoso, naquele dia.
											Estas são os meus cadernos
na escola de Direito.
									","
											Eğer bunu yapacak fırsatım olsa
bütün evi boyardım,
											ama büyüyünce sanatçı olmanın 
seçenek olmadığını biliyordum.
											Ben de ailemin olmamı istediği kişi oldum,
											hukuk fakültesine gittim.
											Tabii ki babam oradaydı
ve o gün çok gururluydu.
											Ve bu da hukuk fakültesinde
notlarımın nasıl göründüğü.
									","""The Sacred Art of the Ori""",Laolu Senbanjo,8:50,"art,Africa,creativity,beauty,performance art"
"
","
","
","
","""The Sacred Art of the Ori""",Laolu Senbanjo,8:50,"art,Africa,creativity,beauty,performance art"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Gülüşmeler)
									","""The Sacred Art of the Ori""",Laolu Senbanjo,8:50,"art,Africa,creativity,beauty,performance art"
"
","
","
","
","""The Sacred Art of the Ori""",Laolu Senbanjo,8:50,"art,Africa,creativity,beauty,performance art"
"
											Of course I would miss classes,
											and I would make up excuses
why I wasn't going to class.
									","
											Claro, faltaba a clases,
inventaba excusas del porqué.
									","
											Claro que eu faltava às aulas,
											e inventava desculpas
para ter faltado às aulas.
									","
											Tabii ki dersleri kaçırırdım,
											neden okula gitmediğimle ilgili
bahaneler üretirdim.
									","""The Sacred Art of the Ori""",Laolu Senbanjo,8:50,"art,Africa,creativity,beauty,performance art"
"
","
","
","
","""The Sacred Art of the Ori""",Laolu Senbanjo,8:50,"art,Africa,creativity,beauty,performance art"
