es,pt,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Inspiring a life of immersion,Jacqueline Novogratz,17:48,"culture,economics,global issues,investment,women in business"
"
											He pasado mucho tiempo
											viajando por el mundo en estos días
											hablando con grupos de estudiantes y profesionales.
											Y en todas partes oigo cosas similares.
											Por un lado la gente dice:
											""Ahora es el tiempo del cambio"".
											Quieren ser parte de eso.
											Dicen querer vivir vidas de propósito y de mayor significado.
											Pero por otro lado
											oigo a la gente hablar del miedo,
											de un sentimiento de aversión al riesgo.
											Dicen: ""Tengo muchas ganas de llevar una vida con sentido
											pero no sé por dónde empezar.
											No quiero decepcionar a mi familia ni a mis amigos"".
											Yo trabajo en temas de pobreza mundial
											y ellos dicen: ""Quiero trabajar en temas de pobreza mundial
											pero ¿qué va a pasar con mi carrera?
											¿Me van a marginar?
											¿Voy a ganar suficiente dinero?
											¿Me voy a casar alguna vez y tener hijos?""
											Y como mujer que no se casó hasta ser bastante mayor —
											y me alegro de haber esperado...
											(Risas)
											...y que no tiene hijos —
											miro a estos jóvenes
											y les digo: ""tu tarea no es ser perfecto.
											Es sólo ser humano.
											Y en la vida no pasa nada importante
											sin un coste"".
											Estas conversaciones reflejan realmente lo que está pasando
											a nivel nacional e internacional.
											Nuestros líderes y nosotros mismos
											queremos todo,
											pero no hablamos del coste,
											no hablamos del sacrificio.
									","
											Tenho passado muito tempo
a viajar à volta do mundo, ultimamente,
											falando a grupos
de estudantes e profissionais.
											E tenho descoberto que,
em toda a parte, ouço temas semelhantes.
											Por um lado, as pessoas dizem:
											""O tempo da mudança é agora.""
											Querem fazer parte disso.
											Falam de quererem uma vida
com um objetivo e com maior significado.
											Mas por outro lado,
											eu ouço pessoas falar de medo,
											de um sentimento de aversão ao risco:
											""Eu quero seguir uma vida com objetivo,
											mas não sei por onde começar.
											""Não quero desiludir
a minha família ou amigos.""
											Eu trabalho na área
da pobreza global e elas dizem:
											""Quero trabalhar em pobreza global,
											""mas o que vai acontecer à minha carreira?
											""Serei marginalizado?
Irei ganhar dinheiro suficiente?
											""Será que nunca me vou casar
ou ter filhos?""
											Eu não me casei
até ser bastante mais velha
											— ainda bem que esperei —
											(Risos)
											e não tenho filhos.
											Olho para estes jovens e digo:
											""O teu trabalho não é ser perfeito.
											""O teu trabalho é ser simplesmente humano.
											""Nada de importante acontece na vida
											""que não tenha um preço.""
											Estas conversas refletem
o que está a acontecer
											a nível nacional e internacional.
											Os nossos líderes e nós mesmos
queremos tudo,
											mas não falamos do preço,
											não falamos do sacrifício.
									","
											I've been spending a lot of time
											traveling around the world these days,
											talking to groups of students and professionals,
											and everywhere I'm finding that I hear similar themes.
											On the one hand, people say,
											""The time for change is now.""
											They want to be part of it.
											They talk about wanting lives of purpose and greater meaning.
											But on the other hand,
											I hear people talking about fear,
											a sense of risk-aversion.
											They say, ""I really want to follow a life of purpose,
											but I don't know where to start.
											I don't want to disappoint my family or friends.""
											I work in global poverty.
											And they say, ""I want to work in global poverty,
											but what will it mean about my career?
											Will I be marginalized?
											Will I not make enough money?
											Will I never get married or have children?""
											And as a woman who didn't get married until I was a lot older —
											and I'm glad I waited —
											(Laughter)
											— and has no children,
											I look at these young people
											and I say, ""Your job is not to be perfect.
											Your job is only to be human.
											And nothing important happens in life
											without a cost.""
											These conversations really reflect what's happening
											at the national and international level.
											Our leaders and ourselves
											want everything,
											but we don't talk about the costs.
											We don't talk about the sacrifice.
									","
											J'ai passé beaucoup de temps
											à voyager autour du monde ces temps-ci
											et à parler à des groupes d'étudiants et de professionnels.
											Partout j'entends des thèmes similaires.
											D'un côté, les gens disent :
											« L'heure du changement est arrivée. »
											Ils veulent en faire partie.
											Ils veulent donner un but et un sens à leur vie.
											Mais d'un autre côté,
											j'entends les gens parler de la peur,
											un sentiment d'aversion du risque.
											Ils disent : « Je veux vraiment mener une vie qui a un sens,
											mais je ne sais pas par où commencer.
											Je ne veux pas décevoir ma famille ou mes amis. »
											Je travaille avec les pays pauvres.
											Ils disent : « Je veux travailler avec les pays pauvres,
											mais qu'adviendra-t-il de ma carrière ?
											Serai-je marginalisé ?
											Gagnerai-je suffisamment d'argent ?
											Pourrai-je me marier ou avoir des enfants ? »
											En tant que femme qui ne s'est pas mariée avant d'être bien plus âgée —
											et je suis contente d'avoir attendue —
											(Rires)
											— et qui n'a pas d'enfants,
											je regarde ces jeunes gens
											et je leur dis : « Votre tâche n'est pas d'être parfait.
											Votre tâche est simplement d'être humain.
											Rien d'important n'arrive dans la vie
											sans en payer le prix. »
											Ces conversations reflètent vraiment ce qui se passe
											au niveau national et international.
											Nos dirigeants et nous-mêmes
											voulons tout,
											mais nous ne parlons pas du coût,
											nous ne parlons pas du sacrifice.
									","
											Ich bin in letzter Zeit viel
											um die Welt gereist,
											habe mit Gruppen von Studenten und Berufstätigen gesprochen.
											Mir fällt auf, dass ich überall ähnliche Themen höre.
											Einerseits sagen die Leute:
											""Jetzt ist die Zeit für Veränderung.""
											Sie wollen ein Teil davon sein.
											Sie sagen, sie wollen ein sinnvolles Leben mit größerer Bedeutung führen.
											Aber andererseits
											höre ich die Leute, wie sie von Angst sprechen,
											einer gewissen Aversion vor dem Risiko.
											Sie sagen: ""Ich möchte wirklich ein sinnvolles Leben führen,
											aber ich weiß nicht, wo ich anfangen soll.
											Ich möchte meine Familie oder Freunde nicht enttäuschen.""
											Ich arbeite im Bereich globaler Armut.
											Und sie sagen: ""Ich möchte auch in diesem Bereich arbeiten,
											aber was wird das für meine Karriere bedeuten?
											Werde ich ausgegrenzt werden?
											Werde ich nicht genügend Geld verdienen?
											Werde ich niemals heiraten oder Kinder haben?""
											Und als Frau, die bei ihrer Heirat auch schon etwas älter war —
											und ich bin froh, dass ich gewartet habe —
											(Gelächter)
											— und die keine Kinder hat,
											sehe ich diese jungen Menschen an
											und sage: ""Euer Job ist es nicht, perfekt zu sein.
											Euer Job ist es, menschlich zu sein.
											Und alles Wichtige im Leben
											hat seinen Preis.""
											Diese Konversationen spiegeln wirklich wider, was auf
											nationaler und internationaler Ebene passiert.
											Unsere Führer und wir selbst
											wollen alles,
											aber wir reden nicht über den Preis,
											wir reden nicht darüber, was wir opfern müssen.
									",Inspiring a life of immersion,Jacqueline Novogratz,17:48,"culture,economics,global issues,investment,women in business"
"
","
","
","
","
",Inspiring a life of immersion,Jacqueline Novogratz,17:48,"culture,economics,global issues,investment,women in business"
"
											Una de mis citas favoritas de la literatura
											pertenece a Tillie Olsen
											la gran escritora del sur de EE.UU.
											En una historia breve titulada ""Oh Sí""
											habla de una mujer blanca de los años 50
											que tiene una hija
											que se hace amiga de una niña afroamericana.
											Y mira a su hija con orgullo
											pero a la vez se pregunta:
											¿qué precio va a pagar?
											""Mejor la inmersión
											que vivir sin contacto"".
											Pero la pregunta verdadera es:
											¿cuál es el coste de no animarse?
											¿cuál es el coste de no intentarlo?
									","
											Uma das minhas citações
preferidas na literatura
											foi escrita por Tillie Olsen,
											a grande escritora americana do Sul.
											Num conto chamado ""Oh Yes""
											ela fala de uma mulher branca,
nos anos 50, que tem uma filha
											que se torna amiga
de uma rapariguinha afro-americana.
											Ela olha para a sua filha
com um sentimento de orgulho,
											mas também se interroga:
											""Qual é o preço que ela irá pagar?
											""É melhor viver envolvida
do que viver intocada.""
											Mas a verdadeira questão é:
											Qual é o preço de não ousar?
											Qual é o custo de não tentar?
									","
											One of my favorite quotes from literature
											was written by Tillie Olsen,
											the great American writer from the South.
											In a short story called ""Oh Yes,""
											she talks about a white woman in the 1950s
											who has a daughter
											who befriends a little African American girl,
											and she looks at her child with a sense of pride,
											but she also wonders,
											what price will she pay?
											""Better immersion
											than to live untouched.""
											But the real question is,
											what is the cost of not daring?
											What is the cost of not trying?
									","
											L'une de mes citations favorites de la littérature
											a été écrite par Tillie Olsen,
											la grande écrivain du sud des États-Unis.
											Dans une nouvelle intitulée « Oh Yes »,
											elle parle d'une femme blanche dans les années 1950
											qui a une fille
											qui est amie avec une petite fille afro-américaine.
											Elle regarde sa fille avec un sentiment de fierté,
											mais elle se demande également,
											quelle prix devra-t-elle payer ?
											« L'immersion est préférable
											à une vie sans contact. »
											Mais la vraie question est :
											Qu'est-ce que cela coûte de ne pas oser ?
											Qu'est-ce que cela coûte de ne pas essayer ?
									","
											Eines meiner liebsten Zitate aus der Literatur
											stammt von Tillie Olsen,
											der großen amerikanischen Schriftstellerin aus dem Süden.
											In einer Kurzgeschichte, die ""Oh Yes"" heißt,
											beschreibt sie eine weiße Frau in den 1950er Jahren,
											die eine Tochter hat,
											die sich mit einem kleinen afroamerikanischen Mädchen anfreundete.
											Und sie betrachtet ihr Kind mit einem gewissen Stolz,
											aber sie fragt sich auch,
											welchen Preis wird sie zahlen müssen?
											""Lieber ein ausgefülltes
											als ein unberührtes Leben.""
											Aber die eigentliche Frage ist,
											was ist der Preis dafür, wenn man sich nicht traut?
											Was ist der Preis dafür, wenn man es nicht versucht?
									",Inspiring a life of immersion,Jacqueline Novogratz,17:48,"culture,economics,global issues,investment,women in business"
"
","
","
","
","
",Inspiring a life of immersion,Jacqueline Novogratz,17:48,"culture,economics,global issues,investment,women in business"
"
											En mi vida he tenido el privilegio
											de conocer líderes extraordinarios
											que han elegido vivir vidas de inmersión.
											Conocí a una mujer que era miembro
											de un programa que yo dirigía en la Fundación Rockefeller,
											de nombre Ingrid Washinawatok.
											Ella era una líder de la tribu Menominee,
											un pueblo aborigen de EE.UU.
											Y cuando nos reunimos como miembros
											ella nos hizo pensar en la forma
											en que las antiguas culturas aborígenes de EE.UU.
											tomaban decisiones.
											Y decía que visualizaban literalmente
											los rostros de los niños
											7 generaciones en el futuro
											mirándolos desde la Tierra.
											Y los veían como asistentes
											para el futuro.
											Ingrid entendía que estamos conectados mutuamente,
											no sólo entre seres humanos,
											sino con cada ser vivo del planeta.
									","
											Eu tenho sido privilegiada
na minha vida
											por conhecer líderes extraordinários
											que escolheram viver
vidas de envolvimento.
											Uma mulher que eu conheci
e que era membro num programa
											que eu geria na Fundação Rockefeller
											chamava-se Ingrid Washinawatok.
											Ela era uma líder da tribo Menominee,
											um povo nativo americano.
											E quando nos reuníamos enquanto colegas
											ela obrigava-nos a pensar
											como os anciãos,
na cultura nativa americana,
											tomam decisões.
											Ela disse-nos que eles, literalmente,
visualizam as caras das crianças
											até sete gerações no futuro,
											a olharem para eles desde a Terra.
											Elas olhavam para eles,
tornando-os responsáveis
											por aquele futuro.
											A Ingrid sabia que estamos
ligados uns aos outros,
											não só enquanto seres humanos,
											mas a todos os seres vivos no planeta.
									","
											I've been so privileged in my life
											to know extraordinary leaders
											who have chosen to live lives of immersion.
											One woman I knew who was a fellow
											at a program that I ran at the Rockefeller Foundation
											was named Ingrid Washinawatok.
											She was a leader of the Menominee tribe,
											a Native American peoples.
											And when we would gather as fellows,
											she would push us to think about
											how the elders in Native American culture
											make decisions.
											And she said they would literally visualize
											the faces of children
											for seven generations into the future,
											looking at them from the Earth,
											and they would look at them, holding them as stewards
											for that future.
											Ingrid understood that we are connected to each other,
											not only as human beings,
											but to every living thing on the planet.
									","
											J'ai eu l'honneur dans ma vie
											de connaître des leaders extraordinaires
											qui ont choisi de vivre en immersion.
											J'ai rencontré une femme
											lors d'un programme que je menais à la Fondation Rockefeller
											du nom de Ingrid Washinawatok.
											C'était la chef de la tribu Menominee,
											un peuple d'Amérindiens.
											Quand nous nous rassemblions entre membres de la fondation,
											elle nous poussait à réfléchir
											à la façon dont les aînés dans culture amérindienne
											prennent les décisions.
											Elle disait qu'ils visualisaient littéralement
											les visages des enfants
											des sept générations à venir,
											en les regardant du point de vue de la Terre.
											Ils les regardaient, en les tenant pour intendants
											de ce futur.
											Ingrid comprenait que nous sommes liés les uns aux autres,
											pas seulement entre êtres humains,
											mais à toute chose vivante sur la planète.
									","
											Ich habe in meinem Leben das große Privileg
											außergewöhnliche Führungspersönlichkeiten zu kennen,
											die ihr Leben bewusst einer Sache verschrieben haben.
											Eine Frau, die ich traf, eine Stipendiatin
											eines Programms, das ich bei der Rockefeller Foundation durchführte,
											hieß Ingrid Washinawatok.
											Sie war ein Oberhaupt des Menominee-Stammes,
											eines Volkes amerikanischer Ureinwohner.
											Und wenn wir uns im Stipendiatenkreis trafen,
											brachte sie uns immer dazu, daran zu denken,
											wie die Alten in der Kultur amerikanischer Ureinwohner
											Entscheidungen trafen.
											Sie sagte, sie würden sich buchstäblich
											die Gesichter der Kinder
											über sieben Generationen hinweg in die Zukunft vorstellen,
											sie von der Erde aus betrachten.
											Und sie würden sie betrachten, sie als Begleiter für
											diese Zukunft festhalten.
											Ingrid verstand, dass wir alle untereinander verbunden sind,
											nicht nur als Menschen,
											sondern mit allen Lebewesen des Planeten.
									",Inspiring a life of immersion,Jacqueline Novogratz,17:48,"culture,economics,global issues,investment,women in business"
"
","
","
","
","
",Inspiring a life of immersion,Jacqueline Novogratz,17:48,"culture,economics,global issues,investment,women in business"
"
											Y trágicamente en 1999
											cuando estaba en Colombia
											trabajando con el pueblo U'wa
											en la preservación de su cultura e idioma,
											ella junto a dos colegas fueron secuestrados,
											torturados y asesinados por las FARC.
											Después de eso, donde quiera que nos reuniéramos los miembros
											dejábamos una silla vacía para su espíritu.
											Y más de una década después
											cuando hablo con compañeros de ONGs
											ya sea en Trenton, Nueva Jersey, o en la oficina de la Casa Blanca
											y hablamos de Ingrid
											todos dicen que están tratando de integrar su sabiduría
											y su espíritu
											y de construir a partir del trabajo inconcluso
											de la misión de su vida.
											Y cuando pensamos en el legado
											no puedo pensar en nada más poderoso,
											a pesar de lo corta que fue su vida.
									","
											Tragicamente, em 1999,
											quando estava na Colômbia
a trabalhar com o povo U'wa,
											empenhada em preservar
a sua cultura e linguagem,
											ela e dois colegas
foram raptados, torturados
											e mortos pelas FARC.
											Desde então, sempre
que reuníamos os membros,
											deixávamos uma cadeira vazia
para o espírito dela.
											Mais de uma década depois,
											quando falo para membros de ONG,
											quer seja em Trenton, Nova Jérsei,
ou no gabinete da Casa Branca,
											e quando falamos acerca da Ingrid,
											todos eles dizem que estão a tentar
integrar a sua sabedoria e o seu espírito
											e continuar, verdadeiramente,
o trabalho inacabado
											da missão da sua vida.
											Quando pensamos em legado,
											eu não consigo imaginar
nenhum mais poderoso,
											apesar de a vida dela ter sido tão curta.
									","
											And tragically, in 1999,
											when she was in Colombia
											working with the U'wa people,
											focused on preserving their culture and language,
											she and two colleagues were abducted
											and tortured and killed by the FARC.
											And whenever we would gather the fellows after that,
											we would leave a chair empty for her spirit.
											And more than a decade later,
											when I talk to NGO fellows,
											whether in Trenton, New Jersey or the office of the White House,
											and we talk about Ingrid,
											they all say that they're trying to integrate her wisdom
											and her spirit
											and really build on the unfulfilled work
											of her life's mission.
											And when we think about legacy,
											I can think of no more powerful one,
											despite how short her life was.
									","
											Tragiquement, en 1999,
											quand elle était en Colombie
											pour travailler avec le peuple U'wa,
											concentrée sur la protection de leur culture et de leur langue,
											elle et deux de ses collègues ont été enlevés
											et torturés, puis tués par les FARC.
											À chaque fois que nous réunissions les membres de notre communauté après,
											nous laissions une chaise vide pour son esprit.
											Plus d'une décennie plus tard,
											quand je parle à des membres d'ONG,
											que ce soit à Trenton, dans le New Jersey, ou à la Maison Blanche,
											quand nous parlons d'Ingrid,
											ils disent tous qu'ils essayent d'intégrer sa sagesse
											et son esprit
											et de s'appuyer sur le travail inachevé
											de la mission de sa vie.
											Quand nous réfléchissons à l'héritage,
											je ne peux pas en concevoir un plus puissant,
											malgré sa courte vie.
									","
											Und tragischerweise wurde sie 1999,
											als sie in Kolumbien
											mit dem U'wa-Volk arbeitete,
											mit dem Ziel, ihre Kultur und Sprache zu bewahren,
											mit zwei weiteren Kollegen von den Guerillas der FARC
											verschleppt und gefoltert und getötet.
											Und jedes Mal danach, wenn wir uns im Stipendiatenkreis trafen,
											ließen wir einen Stuhl frei für ihren Geist.
											Und mehr als zehn Jahre später,
											als ich zu NGO-Stipendiaten spreche,
											ob in Trenton, New Jersey oder dem Büro des Weißen Hauses,
											und wir über Ingrid reden,
											sagen alle, dass sie versuchen, ihre Weisheit und
											ihren Geist einzubeziehen
											und wirklich weiter an der unvollendeten Arbeit
											ihres Lebenswerkes zu bauen.
											Und wenn wir an ein Vermächtnis denken,
											dann kann ich mir kein kraftvolleres vorstellen,
											auch wenn ihr Leben so kurz war.
									",Inspiring a life of immersion,Jacqueline Novogratz,17:48,"culture,economics,global issues,investment,women in business"
"
","
","
","
","
",Inspiring a life of immersion,Jacqueline Novogratz,17:48,"culture,economics,global issues,investment,women in business"
"
											Y me he conmovido con las mujeres de Camboya,
											hermosas mujeres,
											mujeres que conservaron la tradición de la danza clásica camboyana.
											Las conocí a principios de los años 90.
											En los años 70, bajo el régimen de Pol Pot,
											los jemeres rojos mataron a más de un millón de personas.
											Identificaron a las élites y a los intelectuales,
											a los artistas y a las bailarinas.
											Y al final de la guerra
											sólo quedaban 30 de estas bailarinas con vida.
											Y la mujer que tuve el privilegio de conocer
											cuando había 3 supervivientes,
											nos contó estas historias de catres
											y campos de refugiados.
											Dijeron haber hecho un gran esfuerzo
											para recordar fragmentos de las danzas
											con la esperanza de que otras estuvieran vivas haciendo lo mismo.
									","
											Também fui tocada por mulheres cambojanas,
											mulheres lindas, que mantiveram
a tradição da dança clássica no Camboja.
											Conheci-as no início dos anos 90.
											Na década de 70,
sob o regime de Pol Pot,
											o Khmer Vermelho matou
mais de um milhão de pessoas.
											Escolheram como alvo
as elites e os intelectuais,
											os artistas, os bailarinos.
											No final da guerra, só estavam vivas
30 destas bailarinas clássicas.
											As mulheres que eu tive
o privilégio de conhecer,
											quando só havia três sobreviventes,
											contaram-me que ficavam
deitadas nos seus colchões
											nos campos de refugiados.
											Disseram-me que se esforçavam
											por se recordar de fragmentos da dança,
											na esperança que outras estivessem vivas,
e fizessem o mesmo.
									","
											And I've been touched by Cambodian women —
											beautiful women,
											women who held the tradition of the classical dance in Cambodia.
											And I met them in the early '90s.
											In the 1970s, under the Pol Pot regime,
											the Khmer Rouge killed over a million people,
											and they focused and targeted the elites and the intellectuals,
											the artists, the dancers.
											And at the end of the war,
											there were only 30 of these classical dancers still living.
											And the women, who I was so privileged to meet
											when there were three survivors,
											told these stories about lying in their cots
											in the refugee camps.
											They said they would try so hard
											to remember the fragments of the dance,
											hoping that others were alive and doing the same.
									","
											J'ai été émue par des femmes au Cambodge,
											de belles femmes,
											des femmes qui préservaient la tradition de la danse classique au Cambodge.
											Je les ai rencontrées au début des années 1990.
											Dans les années 1970, sous le régime de Pol Pot,
											les Khmers rouges tuèrent plus d'un million de personnes.
											Ils ciblaient les élites et les intellectuels,
											les artistes, et les danseurs.
											À la fin de la guerre,
											il n'y avait que 30 danseurs classiques encore vivants.
											Les femmes que j'ai eu le grand honneur de rencontrer
											lorsqu'elles étaient trois survivantes,
											m'ont raconté qu'allongées dans leurs lits de camp,
											dans les camps de réfugiés,
											elles s'efforçaient
											de se rappeler les fragments de la danse,
											dans l'espoir que d'autres étaient vivants et faisaient la même chose.
									","
											Und auch Frauen aus Kambodscha haben mich berührt,
											schöne Frauen,
											Frauen, die die Tradition des klassischen Tanzes in Kambodscha aufrecht erhielten.
											Ich traf sie in den frühen 90ern.
											In den 1970er Jahren, unter Pol Pots Regime,
											töteten die Roten Khmer mehr als eine Million Menschen.
											Und sie konzentrierten sich dabei vor allem auf die Elite und die Intellektuellen,
											die Künstler, die Tänzer.
											Und am Ende des Krieges,
											waren nur noch 30 dieser klassischen Tänzer am Leben.
											Und die Frauen, die ich treffen durfte,
											als drei der Überlebenden
											diese Geschichten erzählten, wie sie auf ihren Pritschen
											in den Flüchtlingslagern lagen.
											Sie sagten, sie versuchten unermüdlich,
											sich an Teile der Tänze zu erinnern,
											in der Hoffnung, dass andere Überlebende dasselbe täten.
									",Inspiring a life of immersion,Jacqueline Novogratz,17:48,"culture,economics,global issues,investment,women in business"
