en,pt,fr,title,speaker,duration,tags
"
","
","
","How to rob a bank (from the inside, that is)",William Black,18:48,"TEDx,business,crime,finance,law"
"
											So today's top chef class is in how to rob a bank,
											and it's clear that the general public needs guidance,
											because the average bank robbery nets
											only 7,500 dollars.
											Rank amateurs who know nothing
											about how to cook the books.
									","
											Hoje em dia, uma coisa de primeira classe
é a forma de roubar um banco
											e é óbvio que o público em geral 
precisa de orientação,
											porque a média dos roubos a bancos
											é de apenas 7500 dólares.
											São amadores sem experiência
											que não percebem minimamente 
como aldrabar uma escrita.
									","
											Donc la leçon du jour est : 
comment braquer une banque,
											et il est clair 
que le grand public a besoin d'être guidé,
											parce que le gain moyen
d'un braquage de banque
											est seulement de 7 500 dollars.
											Des novices qui ne connaissent rien
											à la falsification des comptes.
									","How to rob a bank (from the inside, that is)",William Black,18:48,"TEDx,business,crime,finance,law"
"
","
","
","How to rob a bank (from the inside, that is)",William Black,18:48,"TEDx,business,crime,finance,law"
"
											The folks who know, of course,
											run our largest banks,
											and in the last go-around,
											they cost us over 11 trillion dollars.
											That's what 11 trillion looks like.
											That's how many zeros?
											And cost us over 10 million jobs as well.
									","
											Evidentemente, as pessoas que sabem
											são as que dirigem
os nossos maiores bancos
											e, na última operação,
											custaram-nos mais de 
11 milhões de milhões de dólares.
											É este o aspeto de 
11 milhões de milhões de dólares.
											Quantos zeros são?
											E também nos custaram 
mais de 10 milhões de empregos.
									","
											Les gens qui savent, bien sûr,
dirigent nos plus grandes banques,
											et à la dernière recapitalisation,
											ils nous ont coûté
plus de 11 000 milliards de dollars.
											Voici à quoi ressemblent ces milliards.
											Il y a combien de zéros ?
											Et ils nous ont aussi coûté
plus de 10 millions d'emplois.
									","How to rob a bank (from the inside, that is)",William Black,18:48,"TEDx,business,crime,finance,law"
"
","
","
","How to rob a bank (from the inside, that is)",William Black,18:48,"TEDx,business,crime,finance,law"
"
											So our task is to educate ourselves
											so that we can understand
											why we have these recurrent,
											intensifying financial crises,
											and how we can prevent them in the future.
											And the answer to that is
											that we have to stop epidemics of control fraud.
											Control fraud is what happens
											when the people who control,
											typically a CEO,
											a seemingly legitimate entity,
											use it as a weapon to defraud.
											And these are the weapons of mass destruction
											in the financial world.
									","
											Por isso, a nossa tarefa 
é de nos educarmos uns aos outros
											para podermos compreender
											porque é que temos
estas crises financeiras,
											recorrentes e que se intensificam,
											e como podemos impedi-las no futuro.
											E a resposta é que
											temos que fazer parar 
as epidemias da fraude ao controlo.
											A fraude ao controlo é o que acontece
											quando as pessoas que controlam
											— normalmente um diretor-geral,
											uma entidade aparentemente legítima —
											usam-na como uma arma para a fraude.
											São estas as armas de destruição maciça
											no mundo financeiro.
									","
											Alors notre tâche est de nous éduquer
											pour que nous puissions comprendre
pourquoi ces crises financières arrivent,
											de manière récurrente
et en s'amplifiant,
											et comment nous pouvons les éviter
dans le futur.
											Et la réponse à ça est
											que nous devons arrêter
l'épidémie de fraude au contrôle.
											La fraude au contrôle est ce qui arrive
											quand les gens qui contrôlent,
											généralement le directeur général,
											une entité apparemment légitime,
											l'utilise comme arme pour frauder.
											Et c'est ce qui constitue
des armes de destruction massive
											dans le monde financier.
									","How to rob a bank (from the inside, that is)",William Black,18:48,"TEDx,business,crime,finance,law"
"
","
","
","How to rob a bank (from the inside, that is)",William Black,18:48,"TEDx,business,crime,finance,law"
"
											They also follow in finance a particular strategy,
											because the weapon of choice in finance
											is accounting,
											and there is a recipe for accounting
											control fraud, and how it occurs.
											And we discovered this recipe
											in quite an odd way that I'll
come back to in a moment.
											First ingredient in the recipe: grow like crazy;
											second, by making or buying really crappy loans,
											but loans that are made at a very high interest rate
											or yield;
											three, while employing extreme leverage —
											that just means a lot of debt —
											compared to your equity;
											and four, while providing only trivial loss reserves
											against the inevitable losses.
											If you follow those four simple steps,
											and any bank can follow them,
											then you are mathematically guaranteed
											to have three things occur.
											The first thing is
											you will report record bank profits —
											not just high, record.
											Two, the CEO will immediately
be made incredibly wealthy
											by modern executive compensation.
											And three, farther down the road,
											the bank will suffer catastrophic losses
											and will fail unless it is bailed out.
											And that's a hint as to how
											we discovered this recipe,
											because we discovered it
through an autopsy process.
											During the savings and loan debacle in 1984,
											we looked at every single failure,
											and we looked for common characteristics,
											and we discovered this recipe was common
											to each of these frauds.
											In other words, a coroner could find these things
											because this is a fatal recipe
											that will destroy the banks
											as well as the economy.
											And it also turns out to be precisely
											what could have stopped this crisis,
											the one that cost us 11 trillion dollars
											just in the household sector,
											that cost us 10 million jobs,
											was the easiest financial crisis by far
											to have avoided completely
											if we had simply learned the lessons
											of epidemics of control fraud,
											particularly using this recipe.
											So let's go to this crisis,
											and the two huge epidemics
											of loan origination fraud that drove the crisis —
											appraisal fraud and liar's loans —
											and what we're going to see
											in looking at both of these is
											we got warnings that were incredibly early
											about these frauds.
											We got warnings that we could
have taken advantage of easily,
											because back in the savings and loan debacle,
											we had figured out how to respond
											and prevent these crises.
											And three, the warnings were unambiguous.
											They were obvious that what was going on
											was an epidemic of accounting control fraud building up.
									","
											Na finança, também se usa
uma estratégia particular,
											porque a arma de eleição na finança
											é a contabilidade.
											Há uma receita para verificar 
a fraude ao controlo
											e como ela ocorre.
											E descobrimos esta receita
											de um modo muito estranho, 
a que voltarei daqui a pouco.
											Primeiro ingrediente da receita: 
crescer de forma louca.
											Segundo: fazer (ou comprar) 
empréstimos verdadeiramente ruins,
											mas empréstimos que são feitos
											a uma taxa de juro 
ou rendimento muito alta.
											Terceiro: usar uma alavanca extrema
											— ou seja, um grande endividamento —
											em relação ao nosso investimento.
											Quarto: constituir apenas 
reservas banais de perdas
											contra as perdas inevitáveis.
											Se seguirmos estes quatro simples passos
											— e qualquer banco pode segui-los —
											ficamos automaticamente com a certeza
											de que ocorrerão três coisas.
											A primeira coisa
											é que vamos registar 
lucros bancários recordes,
											lucros recordes, não apenas altos.
											Dois: o diretor-geral 
enriquecerá incrivelmente
											através das modernas 
compensações executivas.
											Três: Mais tarde ou mais cedo
											o banco sofrerá prejuízos catastróficos
											e irá à falência se não for salvo.
											E isto é uma pista para a forma
											como descobrimos esta receita,
											porque descobrimo-la 
através dum processo de autópsia.
											Durante o desastre das 
poupanças e empréstimos em 1984,
											observámos todas as falhas,
											procurámos características comuns,
											e descobrimos que esta receita era comum
											a cada uma dessas fraudes.
											Por outras palavras, um legista 
podia encontrar estas coisas
											porque esta é uma receita fatal
											que vai destruir os bancos
											juntamente com a economia.
											E também acontece ser precisamente
											o que podia ter impedido esta crise,
											a tal que nos custou 
11 milhões de milhões de dólares
											só no setor da habitação familiar,
											que nos custou 10 milhões de empregos.
											Era a crise financeira mais fácil
											de ter sido evitada totalmente
											se tivéssemos aprendido as lições
											da epidemia da fraude ao controlo,
											usando, em especial, esta receita.
											Então, vamos falar desta crise,
											e das duas enormes epidemias
											da fraude aos empréstimos 
que provocaram a crise
											— a fraude da avaliação 
e os empréstimos sem garantias —
											O que vamos ver,
											olhando para estas duas coisas,
											é que tivemos avisos 
incrivelmente precoces
											sobre estas fraudes.
											Tivemos avisos que podíamos 
ter aproveitado facilmente,
											porque, no desastre anterior das 
poupanças e empréstimos,
											tínhamos percebido
											como reagir e impedir essas crises.
											E mais, os avisos não eram ambíguos.
											Eram óbvios sobre 
o que estava a acontecer.
											Era uma epidemia de montagem 
de fraude ao controlo contabilístico.
									","
											Ils suivent aussi
une stratégie particulière en finance,
											parce que l'arme de choix en finance
											est la comptabilité,
											et il y a une recette pour la fraude
au contrôle en comptabilité,
											et comment cela arrive.
											Et nous avons découvert cette recette
											d'une façon assez bizarre
sur laquelle je reviendrai dans un moment.
											Le premier ingrédient de la recette :
croître comme des fous ;
											deuxièmement, en faisant ou en achetant 
des prêts vraiment minables,
											mais des prêts qui sont faits
à un très haut taux d'intérêt
											ou taux de rendement ;
											troisièmement, tout en ayant
un endettement extrême —
											c'est-à-dire beaucoup de dettes
comparé à vos fonds propres ;
											et quatrièmement, tout en ne fournissant
que d'insignifiantes réserves pour pertes
											contre les pertes inévitables.
											Si vous suivez ces quatre étapes simples,
											et n'importe quelle banque
peut les suivre,
											alors vous êtes mathématiquement certains
											que trois choses vont se passer.
											La première chose est
											que vous allez déclarer 
des profits bancaires records —
											pas seulement élevés, mais records.
											Deuxièmement, le directeur général 
va être immédiatement incroyablement riche
											par le système moderne
de compensation des cadres dirigeants.
											Et troisièmement, plus loin dans l'avenir,
											la banque va souffrir 
des pertes catastrophiques
											et fera faillite à moins
d'être sauvée financièrement.
											Et c'est une indication de la façon
											dont on a découvert cette recette,
											parce que nous l'avons découverte
par un processus d'autopsie.
											Pendant la débâcle de l'épargne
et des prêts en 1984,
											nous avons examiné chaque défaillance,
											et nous avons cherché
des caractéristiques communes,
											et nous avons découvert que 
cette recette était commune
											à chacune de ces fraudes.
											En d'autres termes, 
un légiste pourrait trouver ces choses
											parce que c'est une recette fatale
											qui va détruire les banques
											ainsi que l'économie.
											Et cela se révèle être précisement
											ce qui aurait pu arrêter cette crise,
											celle qui nous a coûté 
11 000 milliards de dollars,
											rien que dans le secteur des ménages,
											qui nous a coûté 10 millions d'emplois,
											qui était de loin
la crise financière la plus facile
											à éviter complètement
											si nous avions simplement 
appris les leçons
											des épidémies de fraude au contrôle,
											surtout en utilisant cette recette.
											Alors voyons cette crise,
											et les deux énormes épidémies
											de la fraude sur l'émission des prêts 
qui a conduit à cette crise —
											fraude sur l'évaluation
et prêts mensongers —
											et ce que nous allons voir
											en regardant ces deux-là est que
											nous avons eu des alertes
incroyablement tôt
											sur ces fraudes.
											Nous avons eu des alertes
dont nous aurions pu facilement profiter,
											parce qu'au moment
de la débâcle sur l'épargne et les prêts,
											nous avions compris comment répondre à
											et prévenir ces crises.
											Et troisièmement, ces alertes
étaient sans ambiguïté.
											Elles étaient claires
sur le fait que ce qui se passait
											était une épidémie croissante
de la fraude sur les contrôles comptables.
									","How to rob a bank (from the inside, that is)",William Black,18:48,"TEDx,business,crime,finance,law"
"
","
","
","How to rob a bank (from the inside, that is)",William Black,18:48,"TEDx,business,crime,finance,law"
"
											Let's take appraisal fraud first.
											This is simply where you inflate the value
											of the home that is being pledged
											as security for the loan.
											In 2000, the year 2000,
											that is over a year before Enron fails, by the way,
											the honest appraisers got together a formal petition
											begging the federal government to act,
											and the industry to act,
											to stop this epidemic of appraisal fraud.
											And the appraisers explained how it was occurring,
											that banks were demanding that appraisers
											inflate the appraisal,
											and that if the appraisers refused to do so,
											they, the banks, would blacklist
											honest appraisers
											and refuse to use them.
											Now, we've seen this before
											in the savings and loan debacle,
											and we know that this kind of fraud
											can only originate from the lenders,
											and that no honest lender would ever inflate
											the appraisal,
											because it's the great protection against loss.
											So this was an incredibly early warning, 2000.
											It was something we'd seen before,
											and it was completely unambiguous.
											This was an epidemic of accounting control fraud
											led by the banks.
									","
											Vamos falar primeiro 
da fraude à avaliação.
											É simplesmente quando se inflaciona
											o valor da casa 
que está a ser apresentada
											como garantia para o empréstimo.
											Em 2000, no ano de 2000,
											— a propósito, um ano antes 
da falência da Enron —
											os avaliadores honestos fizeram 
uma petição formal conjunta
											pedindo ao governo federal para atuar,
											e para a indústria atuar,
											para fazer parar essa epidemia 
da fraude da avaliação.
											E os avaliadores explicaram 
o que estava a acontecer:
											Os bancos estavam a exigir
											que os avaliadores 
inflacionassem a avaliação
											e, se os avaliadores 
se recusassem a fazer isso,
											os bancos punham na lista negra
											os avaliadores honestos
											e recusavam-se a usá-los.
											Já tínhamos visto isso antes,
											no desastre das poupanças e empréstimos.
											Sabemos que este tipo de fraude
											só pode ter origem nos emprestadores.
											Nenhum emprestador honesto
											inflacionaria a avaliação,
											porque é a sua maior proteção 
contra o prejuízo.
											Portanto, isto foi um alerta
incrivelmente precoce, em 2000.
											Era uma coisa que tínhamos visto antes
											e não era minimamente ambíguo.
											Era uma epidemia de fraude 
ao controlo contabilístico
											feito pelos bancos.
									","
											Prenons d'abord la fraude
sur l'estimation.
											C'est simplement le fait 
de surcoter la valeur
											de la maison qui est donnée en hypothèque
											comme garantie pour le prêt.
											En 2000,
											c'est plus d'un an avant 
la faillite d'Enron, au fait,
											les estimateurs experts honnêtes 
ont organisé une pétition formelle
											suppliant le gouvernement fédéral d'agir,
											et l'industrie d'agir,
											pour arrêter cette épidémie
de fraude sur l'estimation.
											Et les estimateurs experts
ont expliqué comment ça arrivait,
											que les banques demandaient
aux estimateurs experts
											d'exagérer leur estimation,
											et que si les estimateurs experts
refusaient de le faire,
											elles, les banques, 
mettraient sur une liste noire
											les estimateurs experts honnêtes
											et refuseraient de faire appel à eux.
											Or, nous avons vu cela dans le passé
avec la débâcle de l'épargne et des prêts,
											et nous savons que ce type de fraude
											peut seulement venir des prêteurs,
											et qu'aucun prêteur honnête
n'exagèrerait jamais l'estimation,
											parce que c'est la plus grande protection
contre la perte.
											Donc c'était une mise en garde
venant incroyablement tôt, en 2000.
											C'était quelque chose
que nous avions vu dans le passé,
											et c'était vraiment sans ambiguïté.
											C'était une épidémie de fraude
sur les contrôles comptables
											menée par les banques.
									","How to rob a bank (from the inside, that is)",William Black,18:48,"TEDx,business,crime,finance,law"
"
","
","
","How to rob a bank (from the inside, that is)",William Black,18:48,"TEDx,business,crime,finance,law"
