en,tr,fr,pt,title,speaker,duration,tags
"
","
","
","
",The dangerous race for the South Pole,Elizabeth Leane,4:30,"TED-Ed,history,exploration,travel,nature,map,death"
"
											Roald Amundsen had spent nearly two
years preparing his Arctic expedition.
											He had secured funding from the Norwegian
Crown and hand-picked a trusted crew.
											He’d even received the blessing of
the famed explorer Fridtjof Nansen,
											along with the use of his ship, Fram, 
specially constructed to withstand the ice.
											Now, with the voyage departing, he had 
one final announcement to his shipmates:
											They were going to head in the
opposite direction.
									","
											Roald Amundsen Kuzey Kutbu yolculuğuna 

											hazırlanmak için neredeyse 
iki yılını harcadı.
											Norveç Kraliyeti'nden maddi destek 
aldı ve güvenilir ekibini dikkatle seçti.
											Ünlü kâşif Fridtjof Nansen'in 
iyi dileklerini
											ve buza dayanmak üzere inşa 
edilmiş gemisi Fram'i aldı.
											Yolculuk başlarken, gemi ekibine 
son bir duyurusu vardı:
											Ters yöne gideceklerdi.
									","
											Roald Amundsen avait passé presque deux
ans à préparer son expédition en Arctique.
											Il avait obtenu un financement
de la Couronne Norvégienne
											et trié sur le volet une équipe fiable.
											Il avait même reçu la bénédiction
du légendaire explorateur Fridtjof Nansen,
											ainsi que l'usage de son navire, Fram,
											spécialement construit
pour résister à la glace.
											Cependant, au moment de partir,
											il fit une dernière annonce
à ses compagnons de bord :
											ils se dirigeaient
dans la direction opposée.
									","
											Roald Amundsen passara quase dois anos
a preparar a sua expedição ao Ártico.
											Tinha garantido o financiamento
da Coroa Norueguesa
											e reunido uma equipa de confiança.
											Até tinha recebido a bênção
do famoso explorador Fridtjof Nansen,
											juntamente com a utilização
do seu navio, Fram,
											especialmente construído
para enfrentar o gelo.
											Nas vésperas da partida,
											deu uma última informação
aos seus companheiros.
											Iam partir na direção oposta.
									",The dangerous race for the South Pole,Elizabeth Leane,4:30,"TED-Ed,history,exploration,travel,nature,map,death"
"
","
","
","
",The dangerous race for the South Pole,Elizabeth Leane,4:30,"TED-Ed,history,exploration,travel,nature,map,death"
"
											By the early 20th century,
											nearly every region of the globe had
been visited and mapped,
											with only two key locations
remaining:
											the North Pole, deep in the
frozen waters of the Arctic region,
											and the South Pole, nestled within a
recently discovered icy continent
											in the vast Antarctic Ocean.
											A veteran of several expeditions, 

											Amundsen had long dreamed of
reaching the North Pole.
											But in 1909, amidst his preparations,
											news came that the American explorers
Frederick Cook and Robert Peary
											had staked rival claims
to the achievement.
											Instead of abandoning the planned voyage,
											Amundsen decided to alter its course to
what he called “the last great problem.”
									","
											20. yüzyıl başlarında
											yerkürenin neredeyse her bölgesi 
ziyaret edilip haritalanmıştı,
											sadece iki önemli yer dışında:
											Kuzey Kutup bölgesindeki donmuş suların
dibindeki Kuzey Kutbu
											ve büyük Antarktika Okyanusu'ndaki 
yeni keşfedilmiş buzlu
											kıtanın içindeki Güney Kutbu.
											Birçok keşif seferi yapan Amundsen
											uzun zamandır Kuzey Kutbu'na
ulaşmanın hayalini kuruyordu.
											Ancak 1909'da hazırlık yaparken
											Amerikan kâşifler
Frederick Cook ve Robert Peary'nin
											başardıklarını iddia eden haber geldi .
											Planladıkları yolculuğu bırakmak yerine,
											Amundsen yönünü “son büyük problem” 
dediği tarafa değiştirmeye karar verdi.
									","
											Au début du XXe siècle,
											presque toutes les régions du monde
avaient été visitées et cartographiées.
											Il restait encore deux endroits clés :
											le pôle Nord, plongé dans les eaux
glacées de la région arctique,
											et le pôle Sud, niché dans un continent
de glace récemment découvert
											dans l'immense Océan Antarctique.
											Un vétéran de plusieurs expéditions,
											Amundsen avait longtemps rêvé
d'atteindre le pôle Nord.
											Mais en 1909, au milieu
de ses préparatifs,
											les explorateurs américains
Frederick Cook et Robert Peary
											déclarèrent l'avoir atteint.
											Au lieu d'abandonner le voyage prévu,
											Amundsen décida d'en altérer la route
											à ce qu'il appela
« le dernier grand problème ».
									","
											No início do século XX,
											quase todas as regiões do globo
tinham sido já visitadas e cartografadas,
											com exceção apenas de dois locais: 
o Polo Norte,
											enterrado profundamente
nas águas geladas da região do Ártico
											e o Polo Sul,
											aninhado num continente gelado
recém-descoberto no Oceano Antártico.
											Veterano de várias expedições,
											Amundsen há muito que sonhava
chegar ao Polo Norte.
											Mas em 1909, no meio
dos seus preparativos,
											chegou a notícia de que
os exploradores norte-americanos
											Frederick Cook e Robert Peary
											tinham reivindicado essa façanha.
											Em vez de abandonar a viagem planeada,
											Amundsen decidiu alterar o destino
											para o que ele chamava
""o último grande problema"".
									",The dangerous race for the South Pole,Elizabeth Leane,4:30,"TED-Ed,history,exploration,travel,nature,map,death"
"
","
","
","
",The dangerous race for the South Pole,Elizabeth Leane,4:30,"TED-Ed,history,exploration,travel,nature,map,death"
"
											But Amundsen’s crew weren’t 
the only ones kept in the dark.
											British naval officer Robert F. Scott had
already visited the Antarctic,
											and was leading his own 
South Pole expedition.
											Now, as Scott’s ship Terra Nova 
reached Melbourne in 1910,
											he was greeted with the news
that Amundsen was also heading south.
											Reluctantly, Scott found himself pitted
against the Norwegian
											in what the newspapers 
called a ‘race to the Pole.’
									","
											Ancak bir tek Amundsen’in 
ekibi habersiz değildi.
											İngiliz deniz subayı Robert F. Scott 
Antarktika'yı zaten ziyaret etmişti
											ve kendisi de Güney Kutbu'na 
yolculuk düzenliyordu.
											Scott'ın gemisi Terra Nova 1910'da 
Melbourne'e vardı, orada Amundsen'in de
											güneye doğru gittiği haberini aldı.
											İsteksizce Scott kendini
											Norveçli ile yarışırken buldu, gazeteler 
buna “Kutba Yarış“ adını verdiler.
									","
											Mais l'équipage d'Amundsen
n'était pas le seul non informé.
											L'officier de marine anglais Robert F.
Scott avait déjà visité l'Antarctique
											et était en train de mener sa propre
expédition au pôle Sud.
											Lorsque le navire de Scott, Terra Nova,
atteignit Melbourne en 1910,
											il fut accueilli avec la nouvelle
qu'Amundsen aussi
											se dirigeait vers le sud.
											À contrecœur, Scott se trouva
opposé au Norvégien
											dans celle que les journaux
appelèrent « la course au pôle ».
									","
											Mas a equipa de Amundsen não eram
os únicos mantidos na ignorância.
											O oficial da marinha britânica,
Robert F. Scott,
											já tinha visitado a Antártida
											e estava a liderar
a sua expedição ao Polo Sul.
											Quando o barco de Scott, o Terra Nova,
chegou a Melbourne, em 1910,
											recebeu a notícia de que Amundsen
também se dirigia para o sul.
											Relutantemente, Scott sentiu-se
desafiado pelo norueguês
											naquilo que os jornais chamaram
uma ""corrida para o Polo"".
									",The dangerous race for the South Pole,Elizabeth Leane,4:30,"TED-Ed,history,exploration,travel,nature,map,death"
"
","
","
","
",The dangerous race for the South Pole,Elizabeth Leane,4:30,"TED-Ed,history,exploration,travel,nature,map,death"
"
											Yet if it was a race,
it was a strange one.
											The expeditions left at different times
from different locations,
											and they had very different 
plans for the journey.
											Amundsen was focused solely
on reaching the Pole.
											Informed by his Arctic exploration,
											he drew on both Inuit and 
Norwegian experience,
											arriving with a small team of
men and more than a hundred dogs.

											His explorers were clothed
in sealskin and furs,
											as well as specially
designed skis and boots.
											But Scott's venture was more complicated.

											Launching an extensive scientific 
research expedition,
											he traveled with over three times 
more men than Amundsen,
											alongside over 30 dogs, 
19 Siberian ponies,
											and three state-of-the-art
motorized sledges.
											But these additional tools and bodies
											weighed down the ship as it battled
the storms of the southern ocean.
											And as they finally began to lay supplies,

											they found both their ponies and 
motor-sledges ineffective
											in the harsh ice and snow.
									","
											Ancak eğer bu bir yarışsa, 
garip bir yarıştı.
											Yolculuk farklı zamanlarda, 
farklı yerlerden başlamıştı
											ve seyahat için farklı planları vardı.
											Amundsen sadece Kutba 
ulaşmaya odaklanmıştı.
											Kuzey Kutbu keşiflerinden 
bilgisiyle, hem Eskimo,
											hem de Norveç deneyimlerinden yararlandı,
											küçük bir ekiple yüzden 
fazla köpeği topladı.
											Kâşifleri fok balığı derisi ve kürkleri,
											aynı zamanda da özel tasarlanmış 
kayaklar ve botlar giyiyordu.
											Ancak Scott'ın macerası daha karmaşıktı. 
Yoğun bir bilimsel araştrma
											yolculuğu başlatarak, Amundsen'den 
üç kat fazla adamla yolculuk yaptı,
											bunun yanında 30 köpek, 
19 Siberya midillisi
											ve üç tane son teknoloji 
motorlu kızak vardı.
											Fakat bu ek araçlar ve cisimler
											güney okyanusunun fırtınalarında 
savaş verirken gemiye ağırlık yaptı.
											Sonunda malzemeleri yaymaya 
başlayınca, hem midillilerinin,
											hem de motorlu kızaklarının 
şiddetli buzda
											ve karda etkisiz kaldığını anladılar.
									","
											Mais, si c'était une course,
elle fut plutôt bizarre.
											Les expéditions partirent à des moments
différents de différents endroits,
											et elles avaient des plans
très différents pour le voyage.
											Amundsen était seulement concentré
à atteindre le pôle.
											Inspiré par ses explorations arctiques,
											il puisa dans les expériences
inuites et norvégiennes,
											et arriva avec une petite équipe d'hommes
et plus d'une centaine de chiens.
											Ses explorateurs était vêtus
de peau de phoque et fourrures,
											ainsi que de skis et de bottes
spécialement conçus.
											Mais l'entreprise de Scott
était plus compliquée.
											Lançant une expédition de recherche
scientifique approfondie,
											il voyageait avec trois fois
plus d'hommes qu'Amundsen,
											avec plus de 30 chiens,
19 poneys iakoutes,
											et trois luges motorisées dernier cri.
											Mais ces outils
et ces corps supplémentaires
											alourdissaient le navire lorsqu'il luttait
contre les tempêtes de l'océan du sud.
											Et quand, enfin, ils commencèrent
à poser leurs provisions,
											ils découvrirent que les poneys
et les luges étaient inefficaces
											dans la glace rude et la neige.
									","
											Mas, se era uma corrida,
era uma corrida bastante estranha.
											As expedições partiram
em alturas diferentes,
											de locais diferentes
											e tinham planos muito diferentes
para a viagem.
											Amundsen estava apostado
apenas em chegar ao Polo.
											Dada a sua exploração do Ártico,
											baseou-se na experiência
dos esquimós e dos noruegueses
											chegando com uma pequena equipa
de homens e mais de cem cães.
											Os seus exploradores usavam
pele de foca e casacos de peles,
											assim como esquis e botas
especialmente desenhadas.
											A empreitada de Scott era mais complicada.
											Com uma grande expedição
de investigação científica,
											viajou com o triplo de homens de Amundsen
											juntamente com 30 cães,
19 cães siberianos
											e três trenós motorizados 
do mais modernos que havia.
											Mas estes equipamentos
e passageiros adicionais
											sobrecarregaram o barco que enfrentou
as tempestades do oceano sul.
											Quando, finalmente, chegaram
para armar o acampamento,
											descobriram que os póneis
e os trenós motorizados
											eram ineficazes no gelo rijo e na neve.
									",The dangerous race for the South Pole,Elizabeth Leane,4:30,"TED-Ed,history,exploration,travel,nature,map,death"
"
","
","
","
",The dangerous race for the South Pole,Elizabeth Leane,4:30,"TED-Ed,history,exploration,travel,nature,map,death"
"
											In the spring of 1911, after waiting out
the long polar night,
											both parties began the journey south. 

											Scott’s team traveled 
over the Beardmore Glacier,
											following the path of Ernest Shackleton's
earlier attempt to reach the pole.
											But although this course had been
documented, it proved slow and laborious.
											Meanwhile, despite an initial false start,
											Amundsen’s five-man team made good time
using a previously uncharted route
											through the same Transantarctic Mountains.

											They stayed ahead of Scott’s team,
											and on December 14, arrived first
at their desolate destination.
									","
											1911 baharında, 
uzun kutup gecesini bekledikten sonra,
											iki ekip de güneye yolculuğuna başladı.
											Scott’ın ekibi Ernest Shackleton'ın 
kutba ulaşmak üzere
											daha önceki denemesinin yolunu takip 
ederek Beardmore Buzulu'ndan gitti.
											Ancak bu yol da önce belgelendiyse de, 
yavaş ve zahmetliydi.
											Bu arada yanlış başlangıca rağmen
											Amundsen’in beş kişilik ekibi 
Transantarktika dağlarından
											daha önce geçilmemiş bir yolu kullanırken 
yolu hızla katettiler.
											Scott’n ekibinin önüne geçtiler
											ve 14 Aralık'ta ıssız hedeflerine 
ilk olarak vardılar.
									","
											Durant le printemps 1911, après avoir
attendu la fin de la longue nuit polaire,
											les deux équipages commencèrent
leur voyage vers le sud.
											L'équipe de Scott passa
par le glacier Beardmore,
											suivant le chemin du précédent essai
d'atteindre le pole d'Ernest Shackleton.
											Mais, même si cette course
avait été documentée,
											elle s'était révélée lente et laborieuse.
											Entretemps, malgré un faux départ initial,
											les hommes d'Amundsen étaient dans
les temps parce qu'ils s'étaient servis
											d'une route inexplorée auparavant
par la chaîne Transantarctique.
											Ils avaient une longueur d'avance
par rapport à l'équipe de Scott,
											et le 14 décembre, ils arrivèrent premiers
à la destination désolée.
									","
											Na primavera de 1911, depois de terem
esperado durante a longa noite polar,
											os dois grupos iniciaram
a jornada para o sul.
											A equipa de Scott viajou
pelo glaciar de Beardmore,
											seguindo o caminho de Ernest Shackleton,
na primeira tentativa de chegar ao polo.
											Mas, embora este percurso estivesse
documentado, provou ser lento e difícil.
											Entretanto, apesar
duma falsa partida inicial,
											a equipa de cinco homens
de Amundsen adiantou-se,
											usando uma via
que não tinha sido explorada
											através dos mesmos Montes Transantárticos.
											Mantiveram-se à frente da equipa de Scott
											e, a 14 de dezembro, foram os primeiros
a chegar ao seu destino deserto.
									",The dangerous race for the South Pole,Elizabeth Leane,4:30,"TED-Ed,history,exploration,travel,nature,map,death"
