en,pt,title,speaker,duration,tags
"
","
",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
											Automation anxiety
has been spreading lately,
											a fear that in the future,
											many jobs will be performed by machines
											rather than human beings,
											given the remarkable advances
that are unfolding
											in artificial intelligence and robotics.
											What's clear is that
there will be significant change.
											What's less clear
is what that change will look like.
											My research suggests that the future
is both troubling and exciting.
											The threat of technological
unemployment is real,
											and yet it's a good problem to have.
											And to explain
how I came to that conclusion,
											I want to confront three myths
											that I think are currently obscuring
our vision of this automated future.
									","
											A ansiedade em relação à automatização
tem-se espalhado ultimamente.
											Um medo de que, no futuro,
											muitos empregos sejam
desempenhados por máquinas
											e não por seres humanos,
											dados os notáveis avanços em curso
											em inteligência artificial e robótica.
											É certo que haverá 
mudanças significativas.
											O que é menos claro
é como será essa mudança.
											A minha pesquisa sugere que o futuro
é preocupante e entusiasmante.
											O desemprego tecnológico
é uma ameaça real.
											Ainda assim é um bom problema.
											Para explicar como cheguei
a essa conclusão,
											quero confrontar três mitos
											que penso que estão a obscurecer
a nossa visão do futuro automatizado.
									",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
","
",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
											A picture that we see
on our television screens,
											in books, in films, in everyday commentary
											is one where an army of robots
descends on the workplace
											with one goal in mind:
											to displace human beings from their work.
											And I call this the Terminator myth.
											Yes, machines displace
human beings from particular tasks,
											but they don't just
substitute for human beings.
											They also complement them in other tasks,
											making that work more valuable
and more important.
											Sometimes they complement
human beings directly,
											making them more productive
or more efficient at a particular task.
											So a taxi driver can use a satnav system
to navigate on unfamiliar roads.
											An architect can use
computer-assisted design software
											to design bigger,
more complicated buildings.
									","
											Uma imagem que vemos
nos nossos televisores,
											em livros, filmes
e comentários do dia-a-dia
											é a de um exército de robôs
a chegar aos locais de trabalho

											com um objetivo em mente:
											retirar o trabalho aos seres humanos.
											A isto eu chamo o Mito do Exterminador.
											Sim, as máquinas afastam
os humanos de determinadas tarefas,
											mas não se limitam
a substituir os seres humanos,
											também os complementam
noutras tarefas,
											tornando o trabalho mais valioso
e mais importante.
											Por vezes, complementam
os seres humanos de forma direta,
											tornando-os mais produtivos
ou eficientes numa tarefa específica.
											Um motorista de táxi pode usar o GPS
para conduzir por estradas desconhecidas.
											Um arquiteto pode usar
""software"" de ""design""
											para projetar edifícios
maiores e mais complicados.
									",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
","
",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
											But technological progress doesn't
just complement human beings directly.
											It also complements them indirectly,
and it does this in two ways.
											The first is if we think
of the economy as a pie,
											technological progress
makes the pie bigger.
											As productivity increases,
incomes rise and demand grows.
											The British pie, for instance,
											is more than a hundred times
the size it was 300 years ago.
											And so people displaced
from tasks in the old pie
											could find tasks to do
in the new pie instead.
											But technological progress
doesn't just make the pie bigger.
											It also changes
the ingredients in the pie.
											As time passes, people spend
their income in different ways,
											changing how they spread it
across existing goods,
											and developing tastes
for entirely new goods, too.
											New industries are created,
											new tasks have to be done
											and that means often
new roles have to be filled.
											So again, the British pie:
											300 years ago,
most people worked on farms,
											150 years ago, in factories,
											and today, most people work in offices.
											And once again, people displaced
from tasks in the old bit of pie
											could tumble into tasks
in the new bit of pie instead.
									","
											O progresso tecnológico não complementa
os seres humanos apenas de forma direta,
											também os complementa indiretamente,
fazendo-o de duas maneiras.
											Em primeiro, se pensarmos
na economia como uma tarte,
											o progresso tecnológico
torna a tarte maior.
											À medida que a produtividade aumenta,
o lucro sobe e a procura cresce.
											A tarte britânica, por exemplo,
											é mais de cem vezes maior
do que há 300 anos.
											As pessoas afastadas
de tarefas na antiga tarte
											encontraram tarefas na nova tarte.
											O progresso tecnológico
não só torna a tarte maior,
											também muda os ingredientes da tarte.
											Com o passar do tempo, as pessoas gastam
o dinheiro de forma diferente,
											mudando a forma como o dividem
entre os bens existentes
											e desenvolvendo gostos
por bens inteiramente novos.
											Criam-se novas indústrias.
											Aparecem novas tarefas.
											Quer dizer que é preciso
preencher novas funções.
											Voltando à tarte britânica,
											há 300 anos, a maioria das pessoas
trabalhava em quintas.
											Há 150 anos, em fábricas.
											Hoje, a maioria das pessoas
trabalha em escritórios.
											Novamente, as pessoas afastadas
de tarefas na velha tarte
											encontraram tarefas na nova tarte.
									",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
","
",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
											Economists call these effects
complementarities,
											but really that's just a fancy word
to capture the different way
											that technological progress
helps human beings.
											Resolving this Terminator myth
											shows us that there are
two forces at play:
											one, machine substitution
that harms workers,
											but also these complementarities
that do the opposite.
									","
											Os economistas designam estes efeitos
de complementaridades,
											mas essa é apenas uma palavra cara
para entender o modo diferente
											pelo qual o progresso tecnológico
ajuda os seres humanos.
											Resolver o Mito do Exterminador
											mostra-nos que há duas forças em jogo.
											A primeira, a substituição por máquinas
que prejudica os trabalhadores,
											mas também estas complementaridades
que fazem o oposto.
									",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
","
",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
											Now the second myth,
											what I call the intelligence myth.
											What do the tasks of driving a car,
making a medical diagnosis
											and identifying a bird
at a fleeting glimpse have in common?
											Well, these are all tasks
that until very recently,
											leading economists thought
couldn't readily be automated.
											And yet today, all of these tasks
can be automated.
											You know, all major car manufacturers
have driverless car programs.
											There's countless systems out there
that can diagnose medical problems.
											And there's even an app
that can identify a bird
											at a fleeting glimpse.
									","
											Agora, o segundo mito,
									",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
","
",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
											Now, this wasn't simply a case of bad luck
on the part of economists.
											They were wrong,
											and the reason why
they were wrong is very important.
											They've fallen for the intelligence myth,
											the belief that machines
have to copy the way
											that human beings think and reason
											in order to outperform them.
											When these economists
were trying to figure out
											what tasks machines could not do,
											they imagined the only way
to automate a task
											was to sit down with a human being,
											get them to explain to you
how it was they performed a task,
											and then try and capture that explanation
											in a set of instructions
for a machine to follow.
											This view was popular in artificial
intelligence at one point, too.
											I know this because Richard Susskind,
											who is my dad and my coauthor,
											wrote his doctorate in the 1980s
on artificial intelligence and the law
											at Oxford University,
											and he was part of the vanguard.
											And with a professor called Phillip Capper
											and a legal publisher called Butterworths,
											they produced the world's first
commercially available
											artificial intelligence system in the law.
											This was the home screen design.
											He assures me this was
a cool screen design at the time.
									","
											a que eu chamo Mito da Inteligência.
											O que é que há de comum 
entre conduzir um carro,
											fazer um diagnóstico médico
e identificar um pássaro de imediato?

											Bem, todas são tarefas
que, até há muito pouco tempo,
											os economistas de topo pensavam
que não podiam ser automatizadas.
											Porém, hoje, todas estas tarefas
podem ser automatizadas.
											Todos os maiores produtores de carros
têm programas de condução autónoma.
											Há incontáveis sistemas que conseguem
diagnosticar problemas médicos.
											Até há uma aplicação
que identifica um pássaro
											de forma imediata.
									",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
","
",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
											(Laughter)
									","
											Isto não foi simplesmente um caso
de má sorte dos economistas.
											Eles estavam errados
											e a razão para isso é muito importante.
											Eles foram enganados
pelo Mito da Inteligência,
											a crença de que as máquinas
têm de copiar a maneira
											como os seres humanos pensam e raciocinam
											de forma a superá-los.
											Quando estes economistas
tentavam descobrir
											o que as máquinas não podiam fazer,
											pensaram que o modo
de automatizar uma tarefa
											era sentar-se com um ser humano,
											saber como ele desempenha a tarefa
											e tentar entender essa explicação
											numa série de instruções
para a máquina seguir.
											Esta visão foi a certa altura popular
na inteligência artificial.
											Sei disto porque Richard Susskind,
											que é meu pai e meu coautor,
											escreveu a sua tese na década de 1980
sobre inteligência artificial e a lei,
											na universidade de Oxford.
											Ele fez parte da vanguarda.
											Com um professor chamado Phillip Capper
											e um editor legal chamado Butterworths,
											produziram o primeiro sistema
de inteligência artificial na lei,
											disponível de forma comercial no mundo.
											Este era o ""design"" do ecrã inicial.
											Ele garante-me que era
um ""design"" fixe para a altura.
									",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
","
",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
											I've never been entirely convinced.
											He published it
in the form of two floppy disks,
											at a time where floppy disks
genuinely were floppy,
											and his approach was the same
as the economists':
											sit down with a lawyer,
											get her to explain to you
how it was she solved a legal problem,
											and then try and capture that explanation
in a set of rules for a machine to follow.
											In economics, if human beings
could explain themselves in this way,
											the tasks are called routine,
and they could be automated.
											But if human beings
can't explain themselves,
											the tasks are called non-routine,
and they're thought to be out reach.
											Today, that routine-nonroutine
distinction is widespread.
											Think how often you hear people say to you
											machines can only perform tasks
that are predictable or repetitive,
											rules-based or well-defined.
											Those are all just
different words for routine.
											And go back to those three cases
that I mentioned at the start.
											Those are all classic cases
of nonroutine tasks.
											Ask a doctor, for instance,
how she makes a medical diagnosis,
											and she might be able
to give you a few rules of thumb,
											but ultimately she'd struggle.
											She'd say it requires things like
creativity and judgment and intuition.
											And these things are
very difficult to articulate,
											and so it was thought these tasks
would be very hard to automate.
											If a human being can't explain themselves,
											where on earth do we begin
in writing a set of instructions
											for a machine to follow?
									","
											(Risos)
									",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
","
",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
											Thirty years ago, this view was right,
											but today it's looking shaky,
											and in the future
it's simply going to be wrong.
											Advances in processing power,
in data storage capability
											and in algorithm design
											mean that this
routine-nonroutine distinction
											is diminishingly useful.
									","
											Nunca fiquei totalmente convencido.
											Ele publicou-o na forma de duas disquetes,

											numa altura em que as disquetes
ainda eram realmente achatadas.
											A abordagem dele era a mesma
da dos economistas.
											Falar com uma advogada,
											saber como ela resolvia um problema legal
											e tentar entender a explicação numa
série de regras para uma máquina seguir.
											Na economia, se os seres humanos
conseguissem explicar-se desta maneira,
											as tarefas seriam chamadas rotinas
e poderiam ser automatizadas.
											Se os seres humanos não podem
explicar-se a si mesmos,
											as tarefas não são rotinas
e pensa-se estarem fora de alcance.
											Hoje, a distinção entre o que é
e não é rotina é amplamente difundida.
											Pensem em quanto ouvem
as pessoas dizer-vos
											que as máquinas só podem executar tarefas
previsíveis ou repetitivas,
											baseadas em regras ou bem definidas.
											Todas essas são apenas
diferentes palavras para rotina.
											Voltemos aos três casos
que mencionei no início.
											Todos são casos de tarefas não rotineiras.
											Perguntem a uma doutora como
ela faz um diagnóstico médico.
											Ela poderá ser capaz de dar-vos
algumas regras básicas,
											mas, no fundo, terá dificuldades.
											Ela diria que requer
criatividade, critério e intuição.
											Estas são coisas
muito difíceis de articular.
											Então pensava-se que seriam
muito difíceis de automatizar.
											Se um ser humano não consegue
explicar-se a si mesmo,
											por onde começaremos
a escrever uma série de instruções
											para uma máquina seguir?
									",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
","
",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
											To see this, go back to the case
of making a medical diagnosis.
											Earlier in the year,
											a team of researchers at Stanford
announced they'd developed a system
											which can tell you
whether or not a freckle is cancerous
											as accurately as leading dermatologists.
											How does it work?
											It's not trying to copy the judgment
or the intuition of a doctor.
											It knows or understands
nothing about medicine at all.
											Instead, it's running
a pattern recognition algorithm
											through 129,450 past cases,
											hunting for similarities
between those cases
											and the particular lesion in question.
											It's performing these tasks
in an unhuman way,
											based on the analysis
of more possible cases
											than any doctor could hope
to review in their lifetime.
											It didn't matter that that human being,
											that doctor, couldn't explain
how she'd performed the task.
									","
											Há 30 anos, esta visão estava certa,
											mas hoje parece instável
											e no futuro estará simplesmente errada.
											Avanços no processamento de energia,
no armazenamento de dados
											e no ""design"" de algoritmos
											mostram que a distinção
entre o que é ou não é rotina
											é cada vez menos útil.
									",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
","
",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
											Now, there are those
who dwell upon that the fact
											that these machines
aren't built in our image.
											As an example, take IBM's Watson,
											the supercomputer that went
on the US quiz show ""Jeopardy!"" in 2011,
											and it beat the two
human champions at ""Jeopardy!""
											The day after it won,
											The Wall Street Journal ran a piece
by the philosopher John Searle
											with the title ""Watson
Doesn't Know It Won on 'Jeopardy!'""
											Right, and it's brilliant, and it's true.
											You know, Watson didn't
let out a cry of excitement.
											It didn't call up its parents
to say what a good job it had done.
											It didn't go down to the pub for a drink.
											This system wasn't trying to copy the way
that those human contestants played,
											but it didn't matter.
											It still outperformed them.
									","
											Como prova, voltemos
ao caso do diagnóstico médico.
											Este ano, uma equipa
de investigadores de Stanford
											anunciou que desenvolveu um sistema
											que pode dizer
se um sinal é ou não é cancerígeno
											de forma tão exata como
os melhores dermatologistas.
											Como funciona?
											Não tenta copiar o critério
ou intuição de um médico.
											Não sabe e não entende
nada sobre medicina.
											Em vez disso, opera
um algoritmo de reconhecimento
											através de 129 450 casos anteriores
											que recolhe semelhanças entre os casos
											e a lesão específica em questão.
											Executa estas tarefas de forma não humana
											com base na análise de mais casos
											do que qualquer doutor
poderia analisar na sua vida.
											Não interessou que aquele ser humano,
											aquela doutora, não pudesse explicar
como executa a tarefa.
									",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
","
",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
											Resolving the intelligence myth
											shows us that our limited understanding
about human intelligence,
											about how we think and reason,
											is far less of a constraint
on automation than it was in the past.
											What's more, as we've seen,
											when these machines
perform tasks differently to human beings,
											there's no reason to think
											that what human beings
are currently capable of doing
											represents any sort of summit
											in what these machines
might be capable of doing in the future.
									","
											Há aqueles que insistem
											que as máquinas não são
criadas à nossa imagem.
											Tomemos como exemplo o Watson da IBM,
											o supercomputador que foi
ao concurso americano ""Jeopardy!"" em 2011
											e derrotou os dois campeões humanos.
											No dia seguinte à vitória,
											o The Wall Street Journal publicou
um artigo do filósofo John Searle
											com o título ""O Watson não sabe
que ganhou o ""Jeopardy!""
											É brilhante e é verdade.
											O Watson não chorou de entusiasmo.
											Não telefonou aos pais para dizer
o bom trabalho que tinha feito.
											Não foi ao bar para uma bebida.
											Este sistema não estava a tentar copiar
o modo como os concorrentes humanos jogam,
											mas isso não interessou.
											Superou-os.
									",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
","
",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
											Now the third myth,
											what I call the superiority myth.
											It's often said that those who forget
											about the helpful side
of technological progress,
											those complementarities from before,
											are committing something
known as the lump of labor fallacy.
											Now, the problem is
the lump of labor fallacy
											is itself a fallacy,
											and I call this the lump
of labor fallacy fallacy,
											or LOLFF, for short.
											Let me explain.
											The lump of labor fallacy
is a very old idea.
											It was a British economist, David Schloss,
who gave it this name in 1892.
											He was puzzled
to come across a dock worker
											who had begun to use
a machine to make washers,
											the small metal discs
that fasten on the end of screws.
											And this dock worker
felt guilty for being more productive.
											Now, most of the time,
we expect the opposite,
											that people feel guilty
for being unproductive,
											you know, a little too much time
on Facebook or Twitter at work.
											But this worker felt guilty
for being more productive,
											and asked why, he said,
""I know I'm doing wrong.
											I'm taking away the work of another man.""
											In his mind, there was
some fixed lump of work
											to be divided up between him and his pals,
											so that if he used
this machine to do more,
											there'd be less left for his pals to do.
											Schloss saw the mistake.
											The lump of work wasn't fixed.
											As this worker used the machine
and became more productive,
											the price of washers would fall,
demand for washers would rise,
											more washers would have to be made,
											and there'd be more work
for his pals to do.
											The lump of work would get bigger.
											Schloss called this
""the lump of labor fallacy.""
									","
											Resolver o mito da inteligência
											mostra que o entendimento limitado
sobre a inteligência humana,
											sobre como pensamos e raciocinamos,
											é uma restrição muito menor
para a automatização do que no passado.
											Mais ainda, como vimos,
											quando as máquinas executam tarefas
de forma diferente da dos humanos,
											não há razão para pensar
											que o que os humanos são
atualmente capazes de fazer
											representa qualquer auge
											do que estas máquinas
serão capazes de fazer no futuro.
									",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
","
",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
											And today you hear people talk
about the lump of labor fallacy
											to think about the future
of all types of work.
											There's no fixed lump of work
out there to be divided up
											between people and machines.
											Yes, machines substitute for human beings,
making the original lump of work smaller,
											but they also complement human beings,
											and the lump of work
gets bigger and changes.
									","
											Agora o terceiro mito,
											a que eu chamo Mito da Superioridade.
											Diz-se frequentemente
que aqueles que esquecem
											o lado útil do progresso tecnológico,
											as complementaridades
de que falámos antes,
											estão a cometer algo chamado
falácia da massa fixa de trabalho.
											O problema é que
a falácia da massa fixa de trabalho
											é em si mesma uma falácia
											e eu chamo a isto a falácia
da falácia da massa fixa de trabalho,
											ou FFMFT, para abreviar.
											Permitam-me explicar.
											Esta falácia é uma ideia muito antiga.
											Foi o economista britânico David Schloss
que lhe deu este nome em 1892.
											Ele ficou intrigado ao encontrar
um trabalhador na doca
											que começara a usar
uma máquina para fazer anilhas,
											os pequenos discos de metal
que fixam as pontas dos parafusos.
											Este trabalhador da doca
sentia-se culpado por ser mais produtivo.
											Hoje, por norma, esperamos que as pessoas
											sintam culpa por serem improdutivas,

											por passarem tempo a mais
no Facebook ou no Twitter, no trabalho.
											Este homem sentia-se culpado
por ser mais produtivo.
											Quanto à razão, disse:
""Sei que estou a errar.""
											""Estou a tirar o trabalho a outro homem.""
											Na mente dele, havia
uma massa fixa de trabalho
											para ser dividido entre ele e os colegas.
											Se ele usasse a máquina para fazer mais,
											haveria menos para os colegas fazerem.
											Schloss viu o erro.
											A massa fixa de trabalho não era fixa.
											Quando este trabalhador
se tornava mais produtivo,
											o preço das anilhas diminuiria,
a procura por elas aumentaria,
											e seria preciso fazer mais anilhas.
											Haveria mais trabalho para os colegas.
											A massa fixa de trabalho aumentaria.
											Schloss chamou-lhe
""falácia da massa fixa de trabalho"".
									",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
","
",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
											But LOLFF.
											Here's the mistake:
											it's right to think
that technological progress
											makes the lump of work to be done bigger.
											Some tasks become more valuable.
New tasks have to be done.
											But it's wrong to think that necessarily,
											human beings will be best placed
to perform those tasks.
											And this is the superiority myth.
											Yes, the lump of work
might get bigger and change,
											but as machines become more capable,
											it's likely that they'll take on
the extra lump of work themselves.
											Technological progress,
rather than complement human beings,
											complements machines instead.
									","
											Hoje ouvimos pessoas a falar
da falácia da massa fixa de trabalho
											para pensar no futuro
de todos os tipos de trabalho.
											Não há uma massa fixa de trabalho
para ser dividida
											entre pessoas e máquinas.
											Sim, as máquinas substituem
os seres humanos
											e diminuem a massa fixa
original de trabalho,
											mas também complementam
os seres humanos
											e a massa fixa de trabalho aumenta e muda.
											Mas há a FFMPT.
											O erro está aqui:
											é correto pensar
que o progresso tecnológico
											aumenta a massa fixa de trabalho.
											Algumas tarefas aumentam de valor.
É preciso fazer novas tarefas.
											Mas é errado pensar que os seres humanos
											estão necessariamente em melhor posição
para executar essas tarefas.
											Este é o mito da superioridade.
											Sim, a massa fixa de trabalho
talvez aumente e mude,
											mas as máquinas tornam-se mais aptas.
											É provável que elas mesmas executem
o pedaço adicional de trabalho.
											O progresso tecnológico, em vez de
complementar os seres humanos,
											complementa as máquinas.
									",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
"
","
",3 myths about the future of work (and why they're not true),Daniel Susskind,15:47,"work,AI,algorithm,computers,economics,future,innovation,society,intelligence"
