tr,fr,de,title,speaker,duration,tags
"
","
","
",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
											Motor yarışları eğlenceli, eski bir iştir.
											Her sene yeni araba yaparız,
											ve sezonun geri kalanını
											arabayı daha iyi ve daha hızlı yapmak için
											ne yaptığımızı anlamakla geçiririz.
											Ve sonraki yıl baştan yaparız.
									","
											Les courses automobiles 
sont une drôle d'affaire
											Nous fabriquons 
une nouvelle voiture tous les ans
											et puis nous passons 
le reste de la saison
											à essayer de comprendre 
ce que nous avons construit
											pour l'améliorer, 
pour le rendre plus rapide.
											Et puis l'année suivante, 
on recommence.
									","
											Der Motorsport ist ein 
altes seltsames Geschäft.
											Wir bauen jedes Jahr ein neues Auto
											und den Rest der Saison 
verbringen wir damit,
											herauszufinden, 
was wir da gemacht haben,
											um es noch besser 
und schneller zu machen.
											Im nächsten Jahr 
fangen wir wieder von vorn an.
									",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
","
","
",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
											Şimdi, önünüzdeki araba oldukça karmaşıktır.
											Ana gövdesi yaklaşık 11,000
											motoru 6,000, elektronik yapısı ise
											8,500 parçadan yapılmıştır.
											Yani yanlış çalışabilecek 25,000 şey var.
											Bu yüzden motor yarışlarının büyük kısmı detaya dikkat etmekle ilgilidir.
									","
											La voiture que vous voyez 
en face de vous est assez compliquée.
											Le châssis est composé 
d'environ 11 000 composants,
											le moteur de 6 000 autres,
											l'électronique, d'environ 8 500.
											Donc, il y a environ 25 000 trucs 
là-dedans qui peuvent mal tourner.
											Les courses automobiles reposent 
largement sur le souci du détail.
									","
											Das Fahrzeug, 
das Sie hier sehen, ist sehr komplex.
											Das Fahrwerk besteht aus 
über 11.000 Einzelteilen,
											der Motor aus weiteren 6.000,
											die Elektronik aus über 8.500.
											Also etwa 25.000 Sachen, 
die falsch laufen können.
											Im Motorsport liegt 
der Fokus auf dem Detail.
									",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
","
","
",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
											Formula 1 ile ilgili bir başka önemli husus
											her zaman arabayı değiştirmemizdir.
											Her zaman daha hızlısını yapmaya çalışırız.
											Bu yüzden arabayı iyileştirmek için her iki haftada
											yaklaşık 5,000 yeni parça yaparız.
											Her yarışta arabanın
											%5-10'u faklıdır.
									","
											L'autre chose avec 
la formule 1 en particulier
											est que nous sommes toujours 
en train de changer la voiture.
											Nous essayons toujours 
de la rendre plus rapide.
											Donc toutes les deux semaines, 
nous créons
											environ 5 000 nouveaux composants 
à adapter sur la voiture.
											5 à 10% de la voiture de course
											sont différents 
toutes les deux semaines de l'année.
									","
											Eine andere Besonderheit der Formel 1 ist,
											dass wir das Fahrzeug ständig verändern.
											Wir sind immer bemüht, es schneller zu machen.
											Also alle 2 Wochen bauen wir
											über 5.000 neue Teile in das Fahrzeug ein.
											Fünf bis 10 Prozent eines Rennwagens
											sind alle 2 Wochen im Jahr anders.
									",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
","
","
",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
											Peki bunu nasıl yapıyoruz?
											Hayatımıza yarış arabasıyla başlıyoruz.
											Arabadaki 'şeyleri' ölçmek için birçok sensörümüz var.
											Önünüzdeki yarış arabasında
											yaklaşık 120 sensör vardır.
											Arabadaki her türlü şeyi ölçer.
											Bu bilgiler kaydedilir. Parçalar olması gibi çalışıp çalışmadığını
											anlamak için veri sistemleri içinde yaklaşık
											5,000 farklı parametreyi, 13,000 sağlık parametresini
											ve durumları kaydediyor
											ve saniyede 2 ila 4 megabit hızla
											bilgileri garaja geri yolluyoruz.
											Yani 2 saatlik yarış sırasında her araba
											750 milyon rakam gönderir.
											Bu değer hayatımız boyunca konuştuğumuz
											kelimenin iki katıdır.
											Oldukça büyük bir veri
									","
											Alors, comment on fait ça ?
											Eh bien, on commence 
par la voiture.
											On a de nombreux capteurs 
sur la voiture pour mesurer les choses.
											Sur la voiture de course 
devant vous ici
											il y a environ 120 capteurs 
quand elle est en course
											Ils mesurent toutes sortes 
de choses sur la voiture.
											Les données sont enregistrées. 
Nous rentrons autour de
											500 différents paramètres 
dans les systèmes de données,
											environ 13 000 événements 
et paramètres de santé
											pour dire quels trucs ne fonctionnent pas 
comme ils le devraient,
											et nous renvoyons 
ces données au garage
											par télémétrie à raison de 
2 à 4 mégabits par seconde.
											Ainsi, lors d'une course de deux heures, 
chaque voiture enverra.
											750 millions de chiffres.
											C'est deux fois plus de chiffres 
que de mots que chacun de nous
											utilisera dans sa vie.
											C'est une quantité 
de données énorme.
									","
											Wie stellen wir das an?
											Also, wir starten unser Leben 
mit dem Rennwagen.
											Wir haben eine Menge Sensoren an dem Auto, 
um Messungen durchzuführen.
											An dem Rennwagen direkt vor Ihnen
											befinden sich über 120 Sensoren, 
wenn es beim Rennen startet.
											Sie messen alle möglichen Daten 
in Bezug auf das Auto.
											Die Daten werden aufgezeichnet. 
Wir speichern über
											500 verschiedene Parameter 
in unserem System,
											über 13.000 Zustandswerte und andere Werte
											um zu beurteilen, ob die Sachen 
so funktionieren, wie sie es sollten.
											Diese Daten senden wir zurück in die Werkstatt,
											mit Übertragungsraten von 2 bis 4 MB pro Sekunde.
											Während eines 2-Stunden-Rennens, 
sendet jedes Fahrzeug
											750 Millionen Zahlen.
											Das sind doppelt so viele Zahlen, 
wie jeder von uns Wörter
											in seinem ganzen Leben spricht.
											Das ist eine gewaltige Datenmenge.
									",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
","
","
",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
											ama salt bilgiyi anlayıp onu ölçecek kadar değil.
											Bu kadarıyla bir şeyler yapabilmeniz gerekir.
											Bu yüzden, motorun durumunu,
											lastiklerin nasıl yıprandığını,
											yakıt tüketiminin ne kadar olduğunu söyleyebilmek adına
											bu verileri hikayelere dönüştürmek için
											çok fazla zaman harcamaktayız.
											Yani bunların hepsi, veriyi alıp
											üzerinde hareket edilebilir bilgiye dönüştürmek için.
									","
											Mais avoir des données
et les mesurer ne suffit pas.
											Vous devez être en mesure 
d'en faire quelque chose.
											Nous avons donc investi
beaucoup de temps et d'efforts
											pour transformer 
les données en histoires
											pour pouvoir dire, 
quel est l'état du moteur
											comment les pneus se dégradent,
											quelle est la situation 
de la consommation de carburant.
											Tout ça, c'est prendre des données
											et les transformer en connaissances
à partir desquelles nous pouvons agir.
									","
											Doch es reicht nicht aus, 
diese Daten einfach nur zu erheben.
											Man muss auch etwas damit tun.
											Wir haben viel Zeit und Mühe geopfert,
											aus diesen Daten Geschichten zu machen,
											um sagen zu können, 
wie der Zustand des Motors ist,
											wie sich die Reifen abnutzen,
											wie der Spritverbrauch ist?
											Wir nehmen diese aussagekräftigen Daten
											und wandeln sie um in Wissen, 
mit dem wir arbeiten können.
									",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
