en,es,pt,de,title,speaker,duration,tags
"
","
","
","
",Protecting Twitter users (sometimes from themselves),Del Harvey,9:19,"security,social media,technology"
"
											My job at Twitter
											is to ensure user trust,
											protect user rights and keep users safe,
											both from each other
											and, at times, from themselves.
											Let's talk about what scale looks like at Twitter.
											Back in January 2009,
											we saw more than two million new tweets each day
											on the platform.
											January 2014, more than 500 million.
											We were seeing two million tweets
											in less than six minutes.
											That's a 24,900-percent increase.
									","
											Mi trabajo en Twitter
											es asegurar la confianza 
del usuario,
											proteger sus derechos 
y mantener la seguridad
											de unos respecto de otros
											y, a veces, de sí mismos.
											Veamos qué es la 
escala para Twitter.
											En enero de 2009,
											vimos más de 2 millones 
de tuits por día
											en la plataforma.
											En enero de 2014, 
más de 500 millones.
											Vimos 2 millones de tuits
											en menos de 6 minutos.
											Es un crecimiento del 24 900 %.
									","
											O meu trabalho no Twitter
											é assegurar a confiança do utilizador,
											proteger os direitos do utilizador 
e a sua segurança,
											tanto de uns em relação aos outros
											como, por vezes, deles próprios.
											Vamos falar acerca do que é 
a escala do Twitter.
											Em janeiro de 2009
											havia mais de dois milhões 
de novos ""tweets"", todos os dias
											nesta plataforma.
											Em janeiro de 2014, mais de 500 millhões.
											Víamos dois milhões de ""tweets""
											em menos de seis minutos.
											Isto representa um aumento 
de 24 900 por cento.
									","
											Mein Job bei Twitter ist es,
											das Vertrauen der User zu bewahren,
											User-Rechte zu sichern 
und sie zu beschützen,
											sowohl voreinander
											als manchmal auch vor sich selbst.
											Reden wir über die 
Größenordnungen bei Twitter.
											Im Januar 2009
											gab es auf der Plattform jeden Tag
											mehr als 2 Millionen neue Tweets.
											Im Januar 2014 waren es
mehr als 500 Millionen.
											2 Millionen Tweets geschehen jetzt
											innerhalb von weniger als 6 Minuten.
											Das ist eine Steigerung um 24 900 %.
											Die große Mehrheit 
aller Aktivitäten auf Twitter
									",Protecting Twitter users (sometimes from themselves),Del Harvey,9:19,"security,social media,technology"
"
","
","
","
",Protecting Twitter users (sometimes from themselves),Del Harvey,9:19,"security,social media,technology"
"
											Now, the vast majority of activity on Twitter
											puts no one in harm's way.
											There's no risk involved.
											My job is to root out and prevent activity that might.
											Sounds straightforward, right?
											You might even think it'd be easy,
											given that I just said the vast majority
											of activity on Twitter puts no one in harm's way.
											Why spend so much time
											searching for potential calamities
											in innocuous activities?
											Given the scale that Twitter is at,
											a one-in-a-million chance happens
											500 times a day.
											It's the same for other companies
											dealing at this sort of scale.
											For us, edge cases,
											those rare situations that are unlikely to occur,
											are more like norms.
											Say 99.999 percent of tweets
											pose no risk to anyone.
											There's no threat involved.
											Maybe people are documenting travel landmarks
											like Australia's Heart Reef,
											or tweeting about a concert they're attending,
											or sharing pictures of cute baby animals.
											After you take out that 99.999 percent,
											that tiny percentage of tweets remaining
											works out to roughly
											150,000 per month.
											The sheer scale of what we're dealing with
											makes for a challenge.
									","
											Ahora, la gran mayoría de 
la actividad en Twitter
											no pone a nadie en peligro.
											No hay riesgo en esto.
											Mi trabajo consiste en prevenir o erradicar
la actividad potencialmente peligrosa.
											Suena fácil, ¿no?
											Quizá piensen que es fácil,
											dado que acabo de decir 
que la gran mayoría
											de la actividad en Twitter 
no pone a nadie en peligro.
											¿Por qué pasar tanto tiempo
											buscando posibles calamidades
											en actividades inocuas?
											Dada la escala que tiene Twitter,
											una probabilidad 
en un millón ocurre
											500 veces al día.
											Lo mismo ocurre en otras empresas
											que tienen esta escala.
											Para nosotros, 
los casos límite,
											esas situaciones raras 
que difícilmente ocurren,
											son la norma.
											Digamos que el 99,999 % 
de los tuits
											no supone riesgo para nadie.
											No hay ninguna amenaza.
											Quizá la gente documenta 
hitos de los viajes
											como el corazón de 
Coral de Australia,
											o tuitear sobre un concierto 
al que están asistiendo,
											o compartir fotos de 
lindas crías de animales.
											Al quitar ese 99,999 %,
											ese pequeño porcentaje 
de tuits restantes
											se reduce a más o menos
											150 000 por mes.
											La magnitud de mensajes procesados
											es en sí un desafío.
									","
											A maior parte da atividade no Twitter
											não representa perigo para ninguém.
											Não se corre qualquer risco.
											O meu trabalho é detetar e impedir 
atividades que o possam fazer.
											Parece simples, não é?
											Podem pensar que é fácil,
											dado que eu disse que a maior parte
											da atividade no Twitter 
não representa perigo para ninguém.
											Porquê perder tanto tempo
											à procura de possíveis calamidades
											em atividades inócuas?
											Dada a escala a que se encontra o Twitter,
											a hipótese de um-num-milhão
											acontece 500 vezes por dia.
											O mesmo acontece com outras empresas
											que lidam com este tipo de escala.
											Para nós, estes casos extremos,
											estas situações raras, que têm 
poucas hipóteses de acontecer,
											são sobretudo normas.
											Digamos que 99,999 por cento dos ""tweets""
											não são perigosos para ninguém.
											Não representam ameaças.
											As pessoas podem estar 
a documentar locais de viagens,
											como o Heart Reef da Austrália,
											ou a falar de um concerto a que assistiram,
											ou a partilhar fotografias 
de animais bebés amorosos.
											Depois de pormos de lado 
esses 99,999 por cento,
											essa percentagem mínima 
de ""tweets"" que restam
											significam apenas
											uns 150 000 por mês.
											A simples escala daquilo 
com que estamos a lidar
									","
											schadet niemandem.
											Da besteht kein Risiko.
											Mein Job ist es, jene Aktivitäten 
auszumerzen und zu verhindern,
											die schädlich sein könnten.
											Hört sich wie ein Kinderspiel an.
											Vielleicht denken Sie, das wäre einfach,
											da ich ja gerade sagte,
											dass die große Mehrheit der Aktivitäten 
auf Twitter niemandem schadet.
											Warum also so viel Zeit damit verbringen,
											nach potenziellem Unheil
											in harmlosen Aktivitäten zu suchen?
											Angesichts der Größe von Twitter
											geschehen Dinge mit einer 
Wahrscheinlichkeit von 1 : 1 000 000
											ganze 500-mal am Tag.
											Das Gleiche gilt für andere Unternehmen
											ähnlicher Größe.
											Für uns sind solche Ausnahmefälle,
											seltene, unwahrscheinliche Situationen,
											eher der Normfall.
											Sagen wir mal, 99,999 % der Tweets
											gefährden niemanden.
											Von ihnen geht keine Gefahr aus.
											Vielleicht dokumentieren 
Leute Sehenswürdigkeiten,
											so wie das ""Heart Reef"" in Australien,
											oder twittern über ein Konzert, 
auf dem sie sind,
											oder teilen Bilder von 
niedlichen Tierbabys.
											Wenn man die 99,999 % ausblendet,
											kommt der winzige verbleibende 
Prozentsatz von Tweets
											noch immer auf nahezu
											150 000 im Monat.
									",Protecting Twitter users (sometimes from themselves),Del Harvey,9:19,"security,social media,technology"
"
","
","
","
",Protecting Twitter users (sometimes from themselves),Del Harvey,9:19,"security,social media,technology"
"
											You know what else makes my role
											particularly challenging?
											People do weird things.
											(Laughter)
											And I have to figure out what they're doing,
											why, and whether or not there's risk involved,
											often without much in terms of context
											or background.
											I'm going to show you some examples
											that I've run into during my time at Twitter —
											these are all real examples —
											of situations that at first seemed cut and dried,
											but the truth of the matter was something
											altogether different.
											The details have been changed
											to protect the innocent
											and sometimes the guilty.
											We'll start off easy.
									","
											¿Saben que otra cosa 
hace a mi trabajo
											particularmente desafiante?
											La gente hace cosas extrañas.
											(Risas)
											Y yo debo entender 
qué están haciendo,
											por qué y si eso 
implica o no riesgo,
											a menudo sin mucho contexto
											ni trasfondo.
											Les mostraré algunos ejemplos
											que encontré durante 
mi trabajo en Twitter
											— son ejemplos reales —
											de situaciones que en 
principio parecían obvias,
											pero que en realidad era algo
											totalmente diferente.
											Se cambiaron los detalles
											para proteger al inocente
											y a veces al culpable.
											Empezaremos con algo simple.
									","
											representa um desafio.
											Sabem o que é que torna a minha tarefa
											especialmente desafiante?
											As pessoas fazem coisas esquisitas.
											(Risos)
											E eu tenho que tentar perceber 
o que é que estão a fazer,
											porquê, e se há ou não 
algum risco envolvido,
											quase sempre sem grande coisa
											em termos de contexto ou de antecedentes.
											Vou mostrar-vos alguns exemplos
											que tratei durante o meu tempo no Twitter
											— são exemplos reais —
											situações que, a princípio, 
pareciam normais,
											mas a verdade da questão era
											uma coisa totalmente diferente.
											Os pormenores foram alterados
											para proteger os inocentes
											e por vezes os culpados.
									","
											Die schiere Größe,
mit der wir es zu tun haben,
											macht es zu einer Herausforderung.
											Wissen Sie, was für mich noch
											eine große Herausforderung darstellt?
											Leute machen komisches Zeug.
											(Gelächter)
											Ich muss herausfinden, was sie machen,
											warum, und ob ein Risiko besteht,
											oft ohne viel Wissen
über die Zusammenhänge
											oder Hintergründe.
											Ich zeige Ihnen ein paar Beispiele,
											auf die ich bei Twitter gestoßen bin.
											Das sind echte Beispiele von Situationen,
											die erst ganz klar schienen,
											aber in Wahrheit völlig anders waren.
											Manche Details wurden verändert,
											um Unschuldige zu schützen
											— und manchmal auch die Schuldigen.
											Wir beginnen mal ganz einfach.
									",Protecting Twitter users (sometimes from themselves),Del Harvey,9:19,"security,social media,technology"
"
","
","
","
",Protecting Twitter users (sometimes from themselves),Del Harvey,9:19,"security,social media,technology"
"
											[""Yo bitch""]
									","
											[""Tú, perra""]
									","
											Vamos começar já.
									","
											[""Hey, Schlampe""]
											Wenn Sie einen solchen Tweet sähen,
									",Protecting Twitter users (sometimes from themselves),Del Harvey,9:19,"security,social media,technology"
"
","
","
","
",Protecting Twitter users (sometimes from themselves),Del Harvey,9:19,"security,social media,technology"
"
											If you saw a Tweet that only said this,
											you might think to yourself,
											""That looks like abuse.""
											After all, why would you
want to receive the message,
											""Yo, bitch.""
											Now, I try to stay relatively hip
											to the latest trends and memes,
											so I knew that ""yo, bitch""
											was also often a common greeting between friends,
											as well as being a popular ""Breaking Bad"" reference.
											I will admit that I did not expect
											to encounter a fourth use case.
											It turns out it is also used on Twitter
											when people are role-playing as dogs.
											(Laughter)
											And in fact, in that case,
											it's not only not abusive,
											it's technically just an accurate greeting.
											(Laughter)
									","
											Si uno ve un tuit 
que solo dice esto,
											uno puede pensar,
											""Parece abuso"".
											Después de todo, ¿por qué 
querrías recibir el mensaje
											""Tú, perra"".
											Pero yo trato 
de estar al tanto
											de las tendencias 
y los últimos memes,
											por eso sabía que ""tú, perra""
											a menudo era un saludo 
común entre amigos,
											así como una referencia popular 
de ""Breaking Bad"".
											Tengo que admitir 
que no esperaba
											encontrar un cuarto uso.
											Resulta que también 
se usa en Twitter
											cuando la gente hace 
el papel de perros.
											(Risas)
											Y de hecho, en ese caso,
											no solo no es abusivo,
											técnicamente es un 
saludo apropiado.
											(Risas)
									","
											[Sua cadela]
											Se virmos um ""tweet"" que apenas diz isto,
											podemos ficar a pensar,
											""Isto parece uma ofensa"".
											Afinal, porque é que alguém 
gostaria de receber a mensagem,
											""Sua cadela""?
											Eu tento manter-me 
relativamente ao corrente
											das últimas tendências e modas,
											por isso sabia que ""sua cadela""
											também era uma saudação 
vulgar entre amigos,
											assim como uma referência 
ao popular Breaking Bad.
											Confesso que não esperava
											encontrar um quarto significado.
											Acontece que também é usado no Twitter
											quando as pessoas 
estão a fazer o papel de cães.
											(Risos)
											E, de facto, naquele caso,
											não só não é ofensivo,
											como tecnicamente é uma saudação adequada.
									","
											würden Sie sich vielleicht sagen:
											""Das sieht nach Beleidigung aus.""
											Denn warum würden Sie 
so eine Nachricht erhalten wollen?
											""Hey, Schlampe.""
											Ich versuche,
											relativ nahe an den neusten Trends 
und Memes zu bleiben.
											Also wusste ich, dass ""Hey, Schlampe""
											sowohl häufig eine Begrüßung 
unter Freunden ist
											als auch eine gängige Referenz 
zu ""Breaking Bad"".
											Ich gebe zu, dass ich nicht 
erwartet hatte,
											einer vierten Interpretation zu begegnen.
											Der Ausdruck wird auf Twitter 
auch von Leuten benutzt,
											die Hunde-Rollenspiele praktizieren. 
[bitch = auch: Hündin]
											(Gelächter)
											Tatsächlich ist es in diesem Fall
											nicht nur nicht beleidigend,
											sondern eine völlig korrekte Anrede.
											(Gelächter)
									",Protecting Twitter users (sometimes from themselves),Del Harvey,9:19,"security,social media,technology"
