en,pt,fr,title,speaker,duration,tags
"
","
","
",An intergalactic guide to using a defibrillator,Todd Scott,5:22,"society,heart health,health,teaching,entertainment,TEDNYC"
"
											Last year, I got a chance to watch
the new ""Star Wars"" movie,
											which was fantastic,
											but one thing kept bugging me.
											I don't know if you noticed this or not.
											In this entirely technically
advanced world,
											I did not see a single AED anywhere,
											which was totally shocking —
											almost as shocking
as not knowing what an AED is,
											which you guys do know.
											But for those at home,
											an AED is an automated
external defibrillator.
											It's the device you use
when your heart goes into cardiac arrest
											to shock it back into a normal rhythm,
											or, as one of the guys I was teaching
a class to referred to it as:
											""The shocky-hearty-box thing.""
									","
											No ano passado, vi o novo filme
da Guerra das Estrelas,
											o que foi fantástico,
											mas houve uma coisa que me incomodou.
											Não sei se repararam.
											Neste mundo tecnologicamente avançado,
											não vi um único DEA,
											o que foi escandaloso,
											quase tão escandaloso como
não saber o que é um DEA,
											coisa que vocês sabem.
											Mas, para aqueles lá em casa,
											um DEA é um desfibrilador
externo automático.
											É um aparelho usado quando
o coração entra em paragem cardíaca
											para, através de choques,
voltar a um ritmo normal,
											ou, como um meus alunos referiu:
											""A caixa que dá choques ao coração"".
									","
											L'année dernière, j'ai regardé
le dernier « Star Wars »,
											qui était fantastique,
											mais une chose me dérangeait.
											Je ne sais pas si vous l'avez remarquée.
											Dans ce monde très avancé techniquement,
											je n'ai pas vu un seul DAE,
											ce qui était choquant —
											presque autant
qu'ignorer ce qu'est un DAE,
											mais ce n'est pas votre cas.
											Pour ceux à la maison,
											un DAE est un défibrillateur
automatisé externe.
											C'est l'appareil utilisé
lors d'un arrêt cardiaque
											pour revenir à un rythme normal
											ou, comme le disait un gars
à qui j'ai donné un cours :
											« La boîte qui choque le cœur ».
									",An intergalactic guide to using a defibrillator,Todd Scott,5:22,"society,heart health,health,teaching,entertainment,TEDNYC"
"
","
","
",An intergalactic guide to using a defibrillator,Todd Scott,5:22,"society,heart health,health,teaching,entertainment,TEDNYC"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									",An intergalactic guide to using a defibrillator,Todd Scott,5:22,"society,heart health,health,teaching,entertainment,TEDNYC"
"
","
","
",An intergalactic guide to using a defibrillator,Todd Scott,5:22,"society,heart health,health,teaching,entertainment,TEDNYC"
"
											But I really can't blame the Empire,
											since health and safety regulations
											aren't really their first
order of business.
											Though, even if we —
											I think worse than not having an AED
would be if there was one there,
											but just, no one knew where to find it.
											These devices can drastically increase
your chance of survival —
											almost like a tauntaun on Hoth.
									","
											Mas não posso culpar o Império,
											visto que a saúde
e os regulamentos de segurança
											não estão em primeiro lugar
aa ordem de trabalhos.
											Apesar de...
											Acho que pior do que não ter um DEA,
											seria ter um, mas ninguém saber
onde ele está.
											Estes aparelhos aumentam drasticamente
a probabilidade de sobrevivência
											— quase como um ""tauntaun"" em Hoth.
									","
											Mais je ne peux pas en vouloir à l'Empire,
											la réglementation de la santé
et la sécurité n'est pas leur priorité.
											Même si —
											pire que de ne pas avoir de DAE
serait qu'il y en ait un
											mais que personne ne sache où.
											Ces appareils peuvent drastiquement
augmenter vos chances de survie —
											presque autant qu'un tauntaun sur Hoth.
									",An intergalactic guide to using a defibrillator,Todd Scott,5:22,"society,heart health,health,teaching,entertainment,TEDNYC"
"
","
","
",An intergalactic guide to using a defibrillator,Todd Scott,5:22,"society,heart health,health,teaching,entertainment,TEDNYC"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									",An intergalactic guide to using a defibrillator,Todd Scott,5:22,"society,heart health,health,teaching,entertainment,TEDNYC"
"
","
","
",An intergalactic guide to using a defibrillator,Todd Scott,5:22,"society,heart health,health,teaching,entertainment,TEDNYC"
"
											But I'm pretty sure
that stormtrooper is going to be toast,
											regardless if we have an AED or not,
											since what happens is the chest plate
is going to be quite hard to get off,
											and like that tauntaun,
											the AED has a very short window of time
at which it's highly effective.
											In this case — basically, we've got
to use it within the first 10 minutes.
									","
											Mas tenho a certeza que
o ""stormtrooper"" vai torrar,
											quer haja ou não um DEA,
											visto que o peitoral é difícil de tirar,
											e que tal como o ""tauntaun"",
											o DEA tem uma margem de tempo
pequena na qual é muito eficaz.
											Neste caso — basicamente, temos de usá-lo
nos primeiros 10 minutos.
									","
											Je suis sûr que ce stormtrooper va mourir,
											que nous ayons un DAE ou pas,
											puisque l'armure va être
difficile à enlever
											et que, comme ce tauntaun,
											le DAE n'est très efficace
que sur une courte période.
											Dans ce cas, nous devons l'utiliser
durant les 10 premières minutes.
									",An intergalactic guide to using a defibrillator,Todd Scott,5:22,"society,heart health,health,teaching,entertainment,TEDNYC"
"
","
","
",An intergalactic guide to using a defibrillator,Todd Scott,5:22,"society,heart health,health,teaching,entertainment,TEDNYC"
"
											The Jedi, on the other hand,
have no problems with their outfits.
											Those robes open straight up,
											you can place the pads
right onto the chest —
											so upper-right-hand side of the chest,
											lower left,
											wait for the unit to determine
if it's a shockable rhythm
											and get ready to shock.
											But, the Jedi do have a problem.
											They have a head appendage issue.
											And so I can be totally clear,
thinking I'm ready to go,
											but I'm accidentally touching a tentacle
											and inadvertently shocking myself.
									","
											Os ""Jedi"", por outro lado, não têm
problema com as suas roupas.
											As túnicas podem ser abertas,
											podemos pôr as pás directamente no peito,
											no lado superior direito do peito,
no inferior esquerdo,
											esperar que determine se
é um ritmo possível para o choque
											e preparar para o choque.
											Mas os ""Jedi"" têm um problema.
											Têm um apêndice na cabeça.
											Então, posso pensar que estou pronto,
											mas estou acidentalmente
a tocar num tentáculo
											e a dar um choque em mim próprio.
									","
											Les Jedi, par contre,
n'ont aucun problème de tenue.
											Ces robes s'ouvrent directement,
											vous pouvez placer les patchs
sur la poitrine —
											en haut à droite de la poitrine
											et en bas à gauche,
											attendre que l'appareil détermine
si le rythme est choquable
											et se prépare à choquer.
											Mais les Jedi ont un problème.
											Ils ont un problème d'appendice.
											Je peux croire que je ne le touche plus,
que je peux aller,
											mais en fait je touche une tentacule
											et me choquer par inadvertance.
									",An intergalactic guide to using a defibrillator,Todd Scott,5:22,"society,heart health,health,teaching,entertainment,TEDNYC"
"
","
","
",An intergalactic guide to using a defibrillator,Todd Scott,5:22,"society,heart health,health,teaching,entertainment,TEDNYC"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									",An intergalactic guide to using a defibrillator,Todd Scott,5:22,"society,heart health,health,teaching,entertainment,TEDNYC"
