es,fr,de,title,speaker,duration,tags
"
","
","
",A free world needs satire,Patrick Chappatte,14:26,"democracy,art,news,social media,media,humor,journalism"
"
											Hace 20 años que soy un caricaturista
político en la escena mundial.
											Vimos pasar muchas cosas en esos 20 años.
											Vimos a tres papas católicos distintos,
											y fuimos testigos de un momento único:
											la elección de un papa
en la plaza de San Pedro,
											ya saben, la fumata blanca
											y el anuncio final.
									","
											Je suis caricaturiste dans des médias
internationaux depuis 20 ans.
											Nous avons vu bien des choses
se produire pendant ces 20 années.
											Trois papes se sont succédés
											et nous avons été témoins
de ce moment unique :
											l'élection d'un pape
sur la place Saint-Pierre –
											la petite fumée blanche
											et l'annonce officielle.
									","
											Ich bin seit 20 Jahren politischer
Karikaturist auf globaler Ebene.
											In diesen 20 Jahren 
haben wir viele Dinge gesehen.
											Wir hatten drei verschiedene 
katholische Päpste
											und haben diesen 
einzigartigen Moment miterlebt:
											die Wahl eines Papstes
auf dem Petersplatz —
											Sie wissen schon, der weiße Rauch
											und die offizielle Verkündung.
									",A free world needs satire,Patrick Chappatte,14:26,"democracy,art,news,social media,media,humor,journalism"
"
","
","
",A free world needs satire,Patrick Chappatte,14:26,"democracy,art,news,social media,media,humor,journalism"
"
											[¡Es un niño!!]
									","
											[C'est un garçon !]
									","
											[Es ist ein Junge!]
									",A free world needs satire,Patrick Chappatte,14:26,"democracy,art,news,social media,media,humor,journalism"
"
","
","
",A free world needs satire,Patrick Chappatte,14:26,"democracy,art,news,social media,media,humor,journalism"
"
											(Risas)
									","
											(Rires)
									","
											(Gelächter)
									",A free world needs satire,Patrick Chappatte,14:26,"democracy,art,news,social media,media,humor,journalism"
"
","
","
",A free world needs satire,Patrick Chappatte,14:26,"democracy,art,news,social media,media,humor,journalism"
"
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									",A free world needs satire,Patrick Chappatte,14:26,"democracy,art,news,social media,media,humor,journalism"
"
","
","
",A free world needs satire,Patrick Chappatte,14:26,"democracy,art,news,social media,media,humor,journalism"
"
											Vimos cuatro presidentes estadounidenses.
											Obama, por supuesto.
											¡Oh, a los europeos les gustaba un montón!
											Era un multilateralista.
											Favoreció la diplomacia.
											Quería ser amigo de Irán.
											[Barak Obama quiere ser tu amigo]
									","
											Quatre présidents américains
se sont succédés.
											Obama, bien sûr.
											Les Européens l'aimaient beaucoup.
											Il était multilatéraliste.
											Il privilégiait la diplomatie.
											Il voulait être ami avec l'Iran.
									","
											Wir hatten vier amerikanische Präsidenten.
											Obama natürlich.
											Oh, die Europäer mochten ihn sehr.
											Er war ein Multilateralist.
											Er war diplomatisch.
											Er wollte sich mit dem Iran anfreunden.
									",A free world needs satire,Patrick Chappatte,14:26,"democracy,art,news,social media,media,humor,journalism"
"
","
","
",A free world needs satire,Patrick Chappatte,14:26,"democracy,art,news,social media,media,humor,journalism"
"
											(Risas)
									","
											(Rires)
									","
											(Gelächter)
									",A free world needs satire,Patrick Chappatte,14:26,"democracy,art,news,social media,media,humor,journalism"
"
","
","
",A free world needs satire,Patrick Chappatte,14:26,"democracy,art,news,social media,media,humor,journalism"
