en,pt,tr,de,title,speaker,duration,tags
"
","
","
","
",How I'm discovering the secrets of ancient texts,Gregory Heyworth,12:07,"books,ancient world,computers,culture,creativity,library,technology,history,science,literature,TEDx,society,archaeology"
"
											On January 26, 2013,
											a band of al-Qaeda militants
entered the ancient city of Timbuktu
											on the southern edge of the Sahara Desert.
											There, they set fire to a medieval library
of 30,000 manuscripts
											written in Arabic
and several African languages
											and ranging in subject from astronomy
to geography, history to medicine,
											including one book which records
											perhaps the first treatment
for male erectile dysfunction.
											Unknown in the West,
											this was the collected wisdom
of an entire continent,
											the voice of Africa at a time when Africa
was thought not to have a voice at all.
											The mayor of Bamako,
who witnessed the event,
											called the burning of the manuscripts
											""a crime against world cultural heritage.""
											And he was right —
											or he would have been, if it weren't
for the fact that he was also lying.
									","
											Em 26 de janeiro de 2013
											um grupo de militantes da al-Qaeda
entrou na antiga cidade de Tombuctu
											na margem sul do Deserto do Sara
											Largaram fogo a uma biblioteca medieval
de 30 000 manuscritos
											escritos em árabe
e em várias línguas africanas
											que abrangiam temas desde astronomia
a geografia, de história a medicina,
											incluindo um livro com registos
											talvez do primeiro tratamento 
da disfunção erétil masculina.
											Desconhecida do Ocidente,
											esta era a sabedoria reunida
de todo um continente,
											a voz de África, numa época
em que se pensava
											que África não tinha qualquer voz.
											O autarca de Bamako
que assistiu ao incidente
											chamou a esta queima de manuscritos
											""um crime contra
o Património Cultural Mundial"".
											E tinha toda a razão.
									","
											26 Ocak 2013 günü,
											El-Kaide'li militan grup, Sahra Çölü'nün
güney kıyısında bulunan
											Timbuktu antik kentine girdi.
											Orada bir orta çağ kütüphanesinde
bulunan, Arapça ve
											çeşitli Afrika dillerinde,
astronomiden coğrafyaya,
											tarihten tıbba kadar uzanan
konularda yazılı, belki de sertleşme sorunu
											tedavisi hakkında yazılmış ilk
											kitabı da içerisinde barındıran,
30.000 el yazmasını ateşe verdiler.
											Batıda bilinmeyen,
											bu tüm kıtanın bilgi
birikimiydi ve
											aynı zamanda Afrika'nın olmadığını
düşündüğü anda sesi olduğuydu.
											Olayı gören Bamako belediye başkanı,
el yazmalarının
											yakılmasının ""dünya kültür mirasına
											karşı bir suç olduğunu."" belirtti.
											Ve haklıydı da—
											ya da gerçekte yalan söylediği durumu
olmasaydı haklı olabilirdi.
									","
											Am 26. Januar 2013
											drangen einige Al-Qaida-Kämpfer
in die antike Stadt Timbuktu
											am südlichen Rand der Sahara ein.
											Sie steckten eine alte Bibliothek
in Brand, die 30 000 Handschriften
											auf Arabisch und verschiedenen
afrikanischen Sprachen enthielt
											und Themen der Astronomie, Geografie, 
Geschichte und Medizin umfasste,
											einschließlich eines Buches,
											das die vielleicht erste Behandlung
männlicher Erektionsstörung enthielt.
											Im Westen völlig unbekannt, war dies
der Wissensschatz eines ganzen Kontinents;
											die Stimme Afrikas zu einer Zeit,
											in der man dachte,
Afrika habe keine Stimme.
											Bamakos Bürgermeister
war Zeuge der Ereignisse.
											Er nannte das Verbrennen der Schriften
											ein ""Verbrechen am Weltkulturerbe"".
											Er hatte Recht —
											oder hätte Recht gehabt,
wenn er nicht gelogen hätte.
									",How I'm discovering the secrets of ancient texts,Gregory Heyworth,12:07,"books,ancient world,computers,culture,creativity,library,technology,history,science,literature,TEDx,society,archaeology"
"
","
","
","
",How I'm discovering the secrets of ancient texts,Gregory Heyworth,12:07,"books,ancient world,computers,culture,creativity,library,technology,history,science,literature,TEDx,society,archaeology"
"
											In fact, just before,
											African scholars had collected
a random assortment of old books
											and left them out
for the terrorists to burn.
											Today, the collection
lies hidden in Bamako,
											the capital of Mali,
											moldering in the high humidity.
											What was rescued by ruse
											is now once again in jeopardy,
											this time by climate.
									","
											Ou melhor, teria, se não fosse o facto
de estar a mentir.
											Na verdade, pouco antes, 
eruditos africanos tinham reunido
											um conjunto aleatório de livros antigos
											e tinham-nos deixado
para os terroristas queimarem.
											Hoje, a coleção está escondida em Bamako,
a capital do Mali,
											a criar bolor na forte humidade.
											O que foi salvo através duma artimanha
											está de novo em risco de se perder,
											desta vez por causa do clima.
									","
											Aslında olan, Afrikalı bilimciler
											eski kitapları rastgele bir
seçimle toplayıp geriye kalanları
											teröristlerin yakması için bırakmasıydı.
											Bugün, Mali'nin başkenti Bamako'da,
											varlığı yalanlanan,
bu saklı
											koleksiyon,
yüksek rutubetten çürümekte.
											Şimdi ise türlü dolaplar sayesinde
											kurtarılanlar çevre şartlarından
											dolayı tehlike altında.
									","
											Tatsächlich hatten
afrikanische Studenten kurz zuvor
											eine zufällige Auswahl alter Bücher
											den Terroristen 
zur Verbrennung überlassen.
											Heute ist die Sammlung
in Bamako versteckt,
											der Hauptstadt Malis,
											und vermodert in der feuchten Luft.
											Was durch List gerettet wurde,
											ist jetzt wieder in Gefahr,
											diesmal durch das Klima.
									",How I'm discovering the secrets of ancient texts,Gregory Heyworth,12:07,"books,ancient world,computers,culture,creativity,library,technology,history,science,literature,TEDx,society,archaeology"
"
","
","
","
",How I'm discovering the secrets of ancient texts,Gregory Heyworth,12:07,"books,ancient world,computers,culture,creativity,library,technology,history,science,literature,TEDx,society,archaeology"
"
											But Africa, and the far-flung
corners of the world,
											are not the only places,
or even the main places
											in which manuscripts that could change
the history of world culture
											are in jeopardy.
											Several years ago, I conducted
a survey of European research libraries
											and discovered that,
at the barest minimum,
											there are 60,000 manuscripts
											pre-1500
											that are illegible
because of water damage,
											fading, mold and chemical reagents.
											The real number is likely double that,
											and that doesn't even count
											Renaissance manuscripts
and modern manuscripts
											and cultural heritage
objects such as maps.
									","
											Mas África, e os recantos
mais remotos do mundo
											não são os únicos locais,
nem sequer os principais locais
											em que os manuscritos que podiam
mudar a História da cultura mundial
											estão em perigo.
											Há vários anos, realizei um inquérito
em bibliotecas europeias de investigação
											e descobri que,
no mínimo dos mínimos,
											há 60 000 manuscritos,
											anteriores a 1500,
											que estão ilegíveis por causa
dos estragos da água,
											do amarelecimento, do bolor
e dos reagentes químicos.
											O número real é provavelmente o dobro
											e isso sem contar
											com os manuscritos do Renascimento
e os manuscritos modernos
											e bens do património cultural
como mapas.
									","
											Ancak sadece Afrika ve dünyanın
											ücra köşelerindeki değil,
											ana yerlerde bulunan dünya kültür 
tarihini değiştirebilecek el yazmaları da
											tehlike altında.
											Bir kaç yıl önce, Avrupa araştırma
kütüphaneleri için çalışma yürüttüm
											ve şunu keşfettim;
en az 60.000
											el yazmasının
											öncelikli olarak 1500'ü
											su hasarından, renk solmasından,
küflenmeden ve kimyasal
											maddelerden dolayı okunamaz halde.
											Gerçek rakam bunun iki katı kadarı
											ve Rönesans el yazmaları, modern
											el yazmaları ve haritalar gibi kültürel
											miras objelerini işin
içine katmıyoruz bile.
									","
											Aber Afrika und die entlegenen
Ecken der Welt
											sind weder die einzigen Orte
noch die Hauptorte,
											an denen Handschriften, die die Geschichte
der Weltkultur verändern könnten,
											in Gefahr sind.
											Vor einigen Jahren habe ich eine Umfrage
an europäischen Bibliotheken geleitet
											und entdeckt, dass mindestens
60 000 Handschriften
											aus einer Zeit vor dem Jahr 1500
											durch Wasserschäden,
											verblassende Schrift, Schimmel 
und chemische Reagenzien unlesbar sind.
											Die wirkliche Zahl ist
vermutlich doppelt so hoch.
											Und das schließt nicht einmal
											Schriften der Renaissance, der Moderne
											und Kulturerbe-Objekte
wie Landkarten mit ein.
									",How I'm discovering the secrets of ancient texts,Gregory Heyworth,12:07,"books,ancient world,computers,culture,creativity,library,technology,history,science,literature,TEDx,society,archaeology"
"
","
","
","
",How I'm discovering the secrets of ancient texts,Gregory Heyworth,12:07,"books,ancient world,computers,culture,creativity,library,technology,history,science,literature,TEDx,society,archaeology"
"
											What if there were a technology
											that could recover
these lost and unknown works?
											Imagine worldwide
how a trove of hundreds of thousands
											of previously unknown texts
											could radically transform
our knowledge of the past.
											Imagine what unknown classics
we would discover
											which would rewrite the canons
of literature, history,
											philosophy, music —
											or, more provocatively, that could
rewrite our cultural identities,
											building new bridges
between people and culture.
											These are the questions
that transformed me
											from a medieval scholar,
a reader of texts,
											into a textual scientist.
									","
											E se houvesse uma tecnologia
											que conseguisse recuperar essas obras
perdidas e desconhecidas?
											Imaginem, a nível mundial,
que tesouro de centenas de milhares
											de textos até hoje desconhecidos
											poderiam transformar radicalmente
o nosso conhecimento do passado.
											Imaginem que clássicos desconhecidos
iríamos descobrir
											que podiam reescrever os cânones
da literatura, da história,
											da filosofia, da música
											ou, mais provocadoramente,

											podiam reescrever
as nossas identidades culturais,
											lançando novas pontes
entre pessoas e cultura.
											Estas são as perguntas
que me transformaram
											de um especialista em Idade Média,
um leitor de textos,
											num cientista de textos.
									","
											Peki eğer bu kaybolan ve gizli eserleri
											kurtarabilecek bir teknolojimiz
olsaydı ne olurdu?
											Geçmişteki gizli kalan, yüzlerce,
binlerce yıllık metinlerin,
											dünya çapında,
tarihi bilgilerimizi radikalce
											nasıl değiştirebileceğini hayal edin.
											Keşfedebileceğimiz gizli klasiklerin
edebi, tarihi, felsefi,
											müzikal ilkelerin—
ya da daha etkili bir biçimde,
											kültürel kimliklerimizi
											yeniden tanımlayarak,
insanlar ve kültürler arasında
											yeni köprüler oluşturduğunu hayal edin.
											Bu soruları bana, metin bilimcilerin

											arasında bulunan bir orta çağ alimi,
											bir metin okuyucusu yöneltti.
									","
											Was wäre, wenn es eine Technik gäbe,
											die verlorene und unbekannte Werke
wiederherstellen könnte?
											Stellen Sie sich vor, wie ein Fund
											von tausenden bisher unbekannten Texten
											unser Wissen über die Vergangenheit
weltweit grundlegend verändern könnte.
											Stellen Sie sich vor, welche unbekannten
Werke wir entdecken würden,
											die den Bildungskanon
von Literatur, Geschichte,
											Philosophie und Musik
umschreiben würden.
											Oder provokanter: unsere kulturellen
Identitäten neu schreiben
											und neue Brücken zwischen den Menschen
und der Kultur bauen würden.
											Diese Fragen machten mich
											von einem Mediävisten und Leser von Texten
											zu einem Textwissenschaftler.
									",How I'm discovering the secrets of ancient texts,Gregory Heyworth,12:07,"books,ancient world,computers,culture,creativity,library,technology,history,science,literature,TEDx,society,archaeology"
"
","
","
","
",How I'm discovering the secrets of ancient texts,Gregory Heyworth,12:07,"books,ancient world,computers,culture,creativity,library,technology,history,science,literature,TEDx,society,archaeology"
"
											What an unsatisfying word ""reader"" is.
											For me, it conjures up
images of passivity,
											of someone sitting idly in an armchair
											waiting for knowledge to come to him
											in a neat little parcel.
											How much better to be
a participant in the past,
											an adventurer in an undiscovered country,
											searching for the hidden text.
											As an academic, I was a mere reader.
											I read and taught the same classics
											that people had been reading
and teaching for hundreds of years —
											Virgil, Ovid, Chaucer, Petrarch —
											and with every scholarly article
that I published
											I added to human knowledge
in ever-diminishing slivers of insight.
											What I wanted to be
											was an archaeologist of the past,
											a discoverer of literature,
											an Indiana Jones without the whip —
											or, actually, with the whip.
									","
											""Leitor"", que palavra insuficiente esta.
											Para mim, invoca imagens de passividade,
											de alguém sentado calmamente numa poltrona
											à espera que o conhecimento
venha ter com ele
											num bonito pacote.
											Como seria muito melhor
ser participante no passado,
											um aventureiro num país por descobrir
											à procura do texto escondido.
											Enquanto académico,
eu era um simples leitor.
											Lia e ensinava os mesmos clássicos
											que as pessoas liam e ensinavam
há centenas de anos
											— Virgílio, Ovídio, Chaucer, Petrarca —
											e em cada artigo académico que publicava
											acrescentava ao conhecimento humano
camadas de perspicácia cada vez menores.
											O que eu queria ser
											era um arqueólogo do passado,
											um descobridor da literatura,
											um Indiana Jones sem o chicote
											ou mesmo com o chicote.
									","
											""Okuyucu"" ne kadar da tatminsiz
bir kelime.
											Benim açımdan, koltukta boş boş oturup,
bilginin ona
											küçük bir kutuda gelmesini

											bekleyen birinin,
hareketsizliğinin
											resmini yansıtıyor.
											Geçmişte keşfedilmemiş bir ülkede
											gizli yazıtları arayan 
bir maceracı olsaydı
											ne kadar da iyi olabilirdi.
											Akademisyen olarak, sadece
bir okuyucuydum.
											İnsanların yüzlerce yıldır
okuyup, öğrettiği
											Virgil, Ovid, Chaucer, Petrarch—
											gibi benzer klasikleri okudum ve öğredim.
											Yayınladığım her bilimsel makaleyle,
											insanlığın bilgi birikimine ufak ufak
katkı sağladım.
											Geçmişte olmak istediğim şey
											bir arkeolojist,
											bir bilgi kaşifi,
											bir kırbaçsız Indiana Jones olmaktı—
											ya da aslında kırbaçlı.
									","
											Wie unbefriedigend das Wort ""Leser"" ist!
											In mir ruft es Bilder
von Passivität hervor,
											von einem, der müßig im Lehnstuhl sitzt
											und erwartet, dass das Wissen
											in fertigen Päckchen zu ihm kommt.
											Wie viel besser ist,
an der Vergangenheit teilzunehmen
											als Abenteurer in einem unentdeckten Land,
											auf der Suche nach dem verborgenen Text.
											Als Akademiker war ich bloß ein Leser.
											Ich las und lehrte dieselben Klassiker,

											die Menschen seit Jahrhunderten
gelesen und gelehrt hatten:
											Virgil, Ovid, Chaucer und Petrarca.
											Mit jeder wissenschaftlichen Publikation
											trug ich mit sich stetig verringernden
Erkenntnissplittern zum Wissensstand bei.
											Eigentlich wollte ich

											ein Archäologe der Vergangenheit sein,
											ein Entdecker der Literatur,
											ein Indiana Jones ohne Peitsche —
											oder eigentlich doch mit Peitsche.
									",How I'm discovering the secrets of ancient texts,Gregory Heyworth,12:07,"books,ancient world,computers,culture,creativity,library,technology,history,science,literature,TEDx,society,archaeology"
