en,pt,tr,title,speaker,duration,tags
"
","
","
",Let's teach for mastery — not test scores,Sal Khan,10:49,"children,education,goal-setting,intelligence,personal growth,social change,society,teaching"
"
											I'm here today to talk about
the two ideas that,
											at least based on
my observations at Khan Academy,
											are kind of the core,
or the key leverage points for learning.
											And it's the idea of mastery
											and the idea of mindset.
									","
											Estou aqui hoje para vos falar
de duas ideias que,
											pelo menos com base na minha
experiência na Khan Academy,
											são como que a essência,
ou os pontos vitais para aprender.
											E é a ideia de domínio
											e a ideia de mentalidade.
									","
											Bugün en azından Khan Akademi'deki
gözlemlerime dayanan,
											öğrenmenin âdeta merkezi veya
anahtar noktaları olan
											iki fikre dair konuşmak üzere buradayım.
											Biri özümseme düşüncesi,
											diğeri ise zekâ anlayışı.
									",Let's teach for mastery — not test scores,Sal Khan,10:49,"children,education,goal-setting,intelligence,personal growth,social change,society,teaching"
"
","
","
",Let's teach for mastery — not test scores,Sal Khan,10:49,"children,education,goal-setting,intelligence,personal growth,social change,society,teaching"
"
											I saw this in the early days
working with my cousins.
											A lot of them were having trouble
with math at first,
											because they had all of these gaps
accumulated in their learning.
											And because of that, at some point
they got to an algebra class
											and they might have been a little bit
shaky on some of the pre-algebra,
											and because of that, they thought
they didn't have the math gene.
											Or they'd get to a calculus class,
											and they'd be a little bit
shaky on the algebra.
											I saw it in the early days
											when I was uploading
some of those videos on YouTube,
											and I realized that people
who were not my cousins were watching.
									","
											Apercebi-me disto no princípio
do meu trabalho com os meus primos.
											Muitos deles tinham dificuldade
na matemática,
											porque tinham muitas lacunas acumuladas
durante a aprendizagem.
											Por causa disso, a certa altura
tinham uma aula de álgebra
											e estavam um pouco tremidos
nalguns conceitos da pré-álgebra.
											Por causa disso, achavam
que não tinham o gene da matemática.
											Ou iam a uma aula de cálculo,
											e tinham lacunas em álgebra.
											Apercebi-me no princípio
											quando publiquei alguns
dos vídeos no YouTube,
											e percebi que pessoas que não eram
os meus primos também os viam.
									","
											Bunu kuzenlerimle çalıştığım
ilk günlerde fark ettim.
											Öğrenimlerinde 
biriken boşluklar olduğu için
											birçoğu başlangıçta
matematikte sorun yaşıyordu.
											Dolayısıyla cebire bir yerden
başlamaları gerekiyordu,
											cebir öncesinde biraz yetersiz
olduklarından dolayı
											matematik genlerinin 
olmadığını düşünüyorlardı.
											Ya da integral dersine başlayıp
											cebirde biraz zayıf olacaklardı.
											Bunu YouTube'a
											videolar yüklediğim ilk günlerde anladım
											ve kuzenim olmayanların da
izlediğini fark ettim.
									",Let's teach for mastery — not test scores,Sal Khan,10:49,"children,education,goal-setting,intelligence,personal growth,social change,society,teaching"
"
","
","
",Let's teach for mastery — not test scores,Sal Khan,10:49,"children,education,goal-setting,intelligence,personal growth,social change,society,teaching"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									",Let's teach for mastery — not test scores,Sal Khan,10:49,"children,education,goal-setting,intelligence,personal growth,social change,society,teaching"
"
","
","
",Let's teach for mastery — not test scores,Sal Khan,10:49,"children,education,goal-setting,intelligence,personal growth,social change,society,teaching"
"
											And at first, those comments
were just simple thank-yous.
											I thought that was a pretty big deal.
											I don't know how much time
you all spend on YouTube.
											Most of the comments are not ""Thank you.""
									","
											No início, aqueles comentários
eram apenas simples agradecimentos.
											Achei que era muito importante.
											Não sei quanto tempo vocês
passam no YouTube.
											A maior parte dos comentários
não são ""Obrigado"".
									","
											İlk başlarda yorumlar
sadece basit teşekkürlerdi.
											Bunun çok önemli olduğunu düşündüm.
											YouTube'da ne kadar
zaman geçirdiğinizi bilmiyorum.
											Yorumların çoğu ""Teşekkür"" değil.
									",Let's teach for mastery — not test scores,Sal Khan,10:49,"children,education,goal-setting,intelligence,personal growth,social change,society,teaching"
"
","
","
",Let's teach for mastery — not test scores,Sal Khan,10:49,"children,education,goal-setting,intelligence,personal growth,social change,society,teaching"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									",Let's teach for mastery — not test scores,Sal Khan,10:49,"children,education,goal-setting,intelligence,personal growth,social change,society,teaching"
"
","
","
",Let's teach for mastery — not test scores,Sal Khan,10:49,"children,education,goal-setting,intelligence,personal growth,social change,society,teaching"
