en,pt,tr,de,title,speaker,duration,tags
"
","
","
","
","Everyday objects, tragic histories",Ziyah Gafić,4:32,"TED Fellows,photography,war"
"
											These are simple objects:
											clocks, keys, combs, glasses.
											They are the things the victims of genocide in Bosnia
											carried with them on their final journey.
											We are all familiar with these mundane,
											everyday objects.
											The fact that some of the victims carried
											personal items such as
toothpaste and a toothbrush
											is a clear sign they had no idea
											what was about to happen to them.
											Usually, they were told that they were going to be
											exchanged for prisoners of war.
									","
											Estes são meros objetos:
											relógios, chaves, pentes, óculos.
											São as coisas das vítimas 
de genocídio na Bósnia
											transportadas por eles 
na sua jornada final.
											Todos conhecemos
											estes objetos objetos do dia a dia.
											O facto de algumas das vítimas 
transportarem
											objetos pessoais tais como 
pasta de dentes e escovas de dentes
											é um indicador claro 
de que eles não faziam a mínima ideia
											do que estava prestes a acontecer.
											Habitualmente, diziam-lhes
											que eles iriam ser trocados 
por prisioneiros de guerra.
									","
											Bunlar sıradan eşyalar:
											Saatler, anahtarlar, taraklar, gözlükler.
											Bunlar Bosna'daki soykırım kurbanlarının
											son yolculuklarında yanlarında taşıdıkları eşyalar.
											Hepimiz bu bayağı, gündelik eşyalara aşinayız.
											Bazı kurbanların diş macunu ve diş fırçası gibi
											bazı kişisel eşyalarını yanında taşıması,
											kendilerine ne yapılacağı hakkında
											bir fikirleri olmadığının açık bir işareti.
											Genellikle onlara savaş esirlerine karşılık
											takas edilecekleri söylenmiş.
									","
											Das sind einfache Objekte:
											Uhren, Schlüssel, Kämme, Brillen.
											Die Opfer des Völkermords in Bosnien
											trugen diese auf ihrer letzten Reise.
											Wir sind alle mit diesen weltlichen
Alltagsgegenständen vertraut.
											Die Tatsache, dass manche Opfer
											persönliche Gegenstände wie Zahnpasta 
und Zahnbürste bei sich trugen,
											ist ein klares Zeichen, 
dass sie nicht wussten,
											was mit ihnen passieren würde.
											Üblicherweise wurde ihnen gesagt,
											dass sie gegen Kriegsgefangene 
ausgetauscht würden.
									","Everyday objects, tragic histories",Ziyah Gafić,4:32,"TED Fellows,photography,war"
"
","
","
","
","Everyday objects, tragic histories",Ziyah Gafić,4:32,"TED Fellows,photography,war"
"
											These items have been recovered
											from numerous mass graves across my homeland,
											and as we speak, forensics are exhuming bodies
											from newly discovered mass graves,
											20 years after the war.
											And it is quite possibly the largest ever discovered.
											During the four years of conflict
											that devastated the Bosnian nation in the early '90s,
											approximately 30,000 citizens, mainly civilians,
											went missing, presumed killed,
											and another 100,000 were killed
											during combat operations.
											Most of them were killed
											either in the early days of the war
											or towards the end of the hostilities,
											when U.N. safe zones like Srebrenica
											fell into the hands of the Serb army.
									","
											Estes objetos foram recuperados
											em numerosas valas comuns na minha pátria
											e enquanto falamos, 
os forenses estão a desenterrar corpos
											provenientes de novas descobertas 
de valas comuns,
											vinte anos após a guerra.
											É bem provável que sejam as maiores 
que alguma vez se descobriram.
											Durante os quatro anos de conflito
											que devastaram a nação bósnia 
no início da década de 90,
											desapareceram cerca de 30 000 cidadãos, 
principalmente civis,
											foram considerados mortos.
											Outros 100 000 foram mortos
											em operações de combate.
											A maioria foi morta
											quer nos primeiros dias da guerra,
											quer no final das hostilidades,
											quando zonas seguras das Nações Unidas, 
como Srebrenica,
											caíram no poder das tropas sérvias.
									","
											Bu eşyalar ülkemdeki çok sayıda toplu mezardan toparlandı
											ve biz konuşurken, adli tıpçılar
											yeni bulunan toplu mezarlardan cesetler çıkarıyorlar,
											savaştan 20 yıl sonra bile.
											Ve bu büyük ihtimalle bugüne kadar bulunanların en büyüğü.
											'90lı yılların başında
											Bosna'yı harap eden bu 4 yıllık savaş boyunca
											yaklaşık 30.000 kişi
											-büyük çoğunluğu sivil-
											kayboldu, muhtemelen katledildi
											ve 100.000 kişi ise askeri operasyonlarda katledildi.
											Öldürülenlerin çoğu
											ya savaşın ilk günlerinde
											ya da savaşın sonuna doğru
											Birleşmiş Milletlerce güvenli alan ilan edilen bölgelerin
											-Srebrenica gibi-
											Sırp ordusunun eline geçmesiyle katledildi.
											Uluslararası Ceza Mahkemesi çok sayıda
											insanlık suçu ve soykırım davası açtı.
									","
											Diese Gegenstände wurden
aus zahlreichen Massengräbern
											überall in meinem Heimatland geborgen,
											und während ich Ihnen das erzähle, 
graben Forensiker Leichen
											aus neu entdeckten Massengräbern aus,
											20 Jahre nach dem Krieg.
											Wahrscheinlich ist es das größte,
das je entdeckt wurde.
											Während des vierjährigen Konflikts,
											der Bosnien Anfang der 90er zerstörte,
											verschwanden ca. 30 000 Bürger, 
größtenteils Zivilisten,
											die wahrscheinlich ermordet wurden,
											und weitere 100 000 starben
											während der Kampfhandlungen.
											Die meisten wurden
entweder zu Kriegsbeginn
											oder zum Ende der Kampfhandlungen getötet,
											als UN-Sicherheitszonen wie Srebrenica
											in die Hände der serbischen Armee fielen.
									","Everyday objects, tragic histories",Ziyah Gafić,4:32,"TED Fellows,photography,war"
"
","
","
","
","Everyday objects, tragic histories",Ziyah Gafić,4:32,"TED Fellows,photography,war"
"
											The international criminal tribunal
											delivered a number of sentences
											for crimes against humanity and genocide.
											Genocide is a systematic and deliberate
											destruction of a racial, political, religious
											or ethnic group.
											As much as genocide is about killing.
											It is also about destroying their property,
											their cultural heritage,
											and ultimately the very notion that they ever existed.
											Genocide is not only about the killing;
											it is about the denied identity.
											There are always traces —
											no such thing as a perfect crime.
											There are always remnants of the perished ones
											that are more durable than their fragile bodies
											and our selective and fading memory of them.
									","
											O tribunal internacional do crime
											proferiu uma série de condenações
											por crimes contra a humanidade e genocídio.
											O genocídio é a destruição 
sistemática e deliberada
											de grupos raciais, políticos, religiosos
											ou étnicos.
											Tal como o genocídio trata de matar,
											também trata de destruir as propriedades,
											as heranças culturais,
											e, finalmente, a própria noção 
de que eles alguma vez existiram.
											O genocídio não é trata só de matar;
											é a negação da identidade.
											Há sempre vestígios
											— não há nenhum crime perfeito.
											Há sempre restos daqueles que morrem
											que são mais duráveis do que 
os seus corpos frágeis
											e do que a nossa memória 
seletiva e desvanecida.
									","
											Soykırım
											bir ırkın ya da politik, dini veya etnik bir grubun
											sistemli bir şekilde ve kasıtlı olarak yok edilmesidir.
											Soykırım öldürmek olduğu kadar,
											mülkiyetin, kültürel mirasın
											ve nihayetinde onların varlığına dair
											her şeyin yok edilmesidir de.
											Soykırım sadece öldürmek değildir,
											bir kimliğin inkar edilmesidir.
											Gerçek bir suç gibi görünmeyen emareler vardır.
											Her zaman ölenlerden geriye
											onların çürüyen bedenlerinden ve kaybolan hatıralarımızdan
									","
											Der Internationale Strafgerichtshof
											verhängte eine Reihe von Urteilen
											wegen Verbrechen gegen 
die Menschlichkeit und Genozid.
											Völkermord ist eine systematische
											und willentliche Zerstörung einer
rassischen, politischen, religiösen
											oder ethnischen Gruppe.
											Ebenso wie es beim Genozid ums Töten geht,
											geht es auch um
die Zerstörung von Eigentum,
											ihres kulturellen Erbes,
											und letztendlich um die Vorstellung, 
dass sie niemals existierten.
											Beim Völkermord geht es 
nicht nur ums Töten,
											sondern um die Verleugnung von Identität.
											Es gibt immer Spuren —
											es gibt kein perfektes Verbrechen.
											Es gibt immer Reste der Verstorbenen,
											die ihre zerbrechlichen Körper
und unsere selektive
											und verblassende Erinnerung
an sie überdauern.
									","Everyday objects, tragic histories",Ziyah Gafić,4:32,"TED Fellows,photography,war"
"
","
","
","
","Everyday objects, tragic histories",Ziyah Gafić,4:32,"TED Fellows,photography,war"
"
											These items are recovered
											from numerous mass graves,
											and the main goal of this collection of the items
											is a unique process
											of identifying those who disappeared in the killings,
											the first act of genocide on European soil
											since the Holocaust.
											Not a single body should remain undiscovered
											or unidentified.
											Once recovered,
											these items that the victims carried with them
											on their way to execution
											are carefully cleaned, analyzed,
											catalogued and stored.
											Thousands of artifacts are
packed in white plastic bags
											just like the ones you see on CSI.
											These objects are used as a forensic tool
											in visual identification of the victims,
											but they are also used as
very valuable forensic evidence
											in the ongoing war crimes trials.
											Survivors are occasionally called
											to try to identify these items physically,
											but physical browsing is extremely difficult,
											an ineffective and painful process.
											Once the forensics and doctors and lawyers
											are done with these objects,
											they become orphans of the narrative.
											Many of them get destroyed, believe it or not,
											or they get simply shelved,
											out of sight and out of mind.
									","
											Estes objetos são recuperados
											nas numerosas valas comuns.
											O principal objetivo 
desta coleção de objetos
											é um processo único
											de identificar os que 
desapareceram nas matanças,
											o primeiro ato de genocídio em solo europeu
											desde o Holocausto.
											Nenhum corpo deveria permanecer
											por descobrir ou por identificar.
											Uma vez recuperados,
											estes objetos que 
as vítimas levaram com elas,
											no seu caminho para a execução,
											são cuidadosamente limpos, analisados,
											catalogados e armazenados.
											Milhares de artefactos são embalados 
em sacos de plástico brancos
											tais como aqueles que vemos no CSI.
											Esses objetos são usados 
como utensílos forenses
											na identificação visual das vítimas,
											mas também são usados 
como valiosa informação forense
											nos julgamentos de crimes 
de guerra em curso
											Os sobreviventes são chamados 
ocasionalmente
											para tentarem identificar 
fisicamente esses objetos,
											mas a procura física 
é extremamente difícil,
											um processo ineficaz e doloroso.
											Depois de os forenses, médicos e advogados
											terminarem as pesquisas dos objetos,
											estes tornam-se órfãos da narrativa.
											Muitos deles são destruídos, 
custa a acreditar,
											ou são postos de parte simplesmente,
											longe da vista e longe do pensamento.
									","
											daha dayanıklı olan bir şeyler kalır.
											Bu eşyalar
											çok sayıda toplu mezardan toplandı
											ve bu eşyaların derlenmesinin asıl amacı
											Avrupa topraklarında Holokost'tan sonra yaşanan
											ilk soykırım eyleminde hayatını kaybedenlerin
											tespit edilmesinde eşsiz bir yol olmasıdır.
											Bir tek ceset bile bulunmamış
											ya da tespit edilmemiş olmamalı.
											Ölüme giden yolda
											kurbanların beraberlerinde taşıdıkları
											bu eşyalar bulunduğunda,
											dikkatlice temizlendi, incelendi,
											listelendi ve saklandı.
											Çıkarılan binlerce şey tıpkı CSI'daki gibi
											beyaz plastik poşetlere konuldu.
											Bu eşyalar
											kurbanların görsel olarak teşhis edilmesinde
											adli tıp ekipmanı olarak kullanıldı,
											bunun yanında
											devam eden savaş suçları davalarında
											çok değerli adli deliller olarak da kullanıldılar.
											Sağ kalanlar arada bir bu eşyaları
											fiziksel olarak teşhis etmek için çağrıldılar
											ama fiziksel olarak göz atmak
											çok zor, etkisiz ve üzücü bir süreç.
											Adli tıpçılar, doktorlar ve hukukçular
											o eşyayla işlerini bitirdikten sonra
											bunlar hikayenin yetimleri haline geliyor.
									","
											Diese Gegenstände wurden aus
											zahlreichen Massengräbern geborgen,
											und das wichtigste Ziel 
dieser Sammlung von Dingen
											ist ein einzigartiger Vorgang
der Identifizierung derer,
											die während der Morde verschwanden —
											im ersten Fall von Völkermord 
auf europäischem Boden
											seit dem Holocaust.
											Kein einziger Körper sollte ungeborgen
											oder unidentifziert bleiben.
											Einmal geborgen,
											werden die Dinge,
die die Opfer auf dem Weg
											zur Hinrichtung bei sich trugen,
											sorgfältig gesäubert, analysiert,
											katalogisiert und aufbewahrt.
											Tausende Gegenstände werden 
in weiße Plastikbeutel getan,
											genau wie die, die man bei CSI sieht.
											Diese Objekte werden gerichtsmedizinisch
											zur visuellen Identifizierung 
der Opfer eingesetzt,
											aber man nutzt sie auch als 
sehr wertvolle Beweise
											bei den laufenden 
Kriegsverbrecherprozessen.
											Überlebende werden mitunter gebeten,
											diese Objekte persönlich 
zu identifizieren,
											aber die manuelle Durchsicht 
ist sehr schwierig,
											ein ineffizienter und 
schmerzvoller Prozess.
											Sind die Gerichtsmediziner, 
Ärzte und Anwälte
											mit diesen Objekten fertig,
											werden sie zu ""Waisen"" der Erzählung.
											Viele davon werden zerstört, 
ob Sie es glauben oder nicht,
											oder einfach eingelagert.
											Aus den Augen, aus dem Sinn.
									","Everyday objects, tragic histories",Ziyah Gafić,4:32,"TED Fellows,photography,war"
"
","
","
","
","Everyday objects, tragic histories",Ziyah Gafić,4:32,"TED Fellows,photography,war"
"
											I decided a few years ago
											to photograph every single exhumed item
											in order to create a visual archive
											that survivors could easily browse.
											As a storyteller, I like to give back to the community.
											I like to move beyond raising awareness.
											And in this case, someone may
											recognize these items
											or at least their photographs will remain
											as a permanent, unbiased and accurate reminder
											of what happened.
											Photography is about empathy,
											and the familiarity of these
items guarantee empathy.
											In this case, I am merely a tool,
											a forensic, if you like,
											and the result is a photography that is as close
											as possible of being a document.
									","
											Decidi há uns anos atrás
											fotografar todo e qualquer 
objeto desenterrado
											a fim de criar um arquivo visual
											que os sobreviventes pudessem 
facilmente consultar.
											Como contador de histórias, 
eu gosto de compensar a comunidade.
											Gosto de ir além da consciencialização.
											E neste caso, alguém pode 
reconhecer estes objetos
											ou, pelo menos, 
as suas fotografias permanecerão
											como uma recordação permanente, 
imparcial e rigorosa
											daquilo que aconteceu.
											A fotografia é empatia,
											e a familiaridade destes objetos 
garante a empatia.
											Neste caso, sou um simples instrumento,
											um forense, se preferirem,
											e o resultado é uma fotografia
											que se aproxima o mais possível 
do que é um documento.
									","
											Birçoğu yok oluyor, ister inanın ister inanmayın
											ya da basitçe rafa kaldırılıyorlar,
											göz önünden ve hafızamızdan.
											Birkaç yıl önce
											mezarlardan çıkan her bir eşyayı fotoğraflayarak
											hayatta kalanların kolayca göz atabilecekleri
											görsel bir arşiv oluşturmaya karar verdim.
											Bir hikayeci olarak, topluma geri dönüş yapmayı seviyorum.
											Farkındalığı artırmayı seviyorum.
											Böylece, birileri bu eşyaları tanıyabilir
											ya da en azından bu fotoğraflar
											yaşananlara dair kalıcı,
											tarafsız ve eksiksiz birer hatırlatıcı olarak kalırlar.
											Fotoğrafçılık empatidir
											ve bu eşyalarla yakın olmak da işte bu empatiyi sağlıyor.
											Bu durumda, ben bir aracıyım,
											hatta uygun görürseniz, bir adli tıpçıyım
									","
											Ich beschloss vor ein paar Jahren,
											jedes einzelne der exhumierten 
Stücke zu fotografieren,
											um ein visuelles Archiv anzulegen,
											das die Überlebenden 
einfach durchsehen können.
											Als Geschichtenerzähler möchte ich 
der Gemeinschaft etwas zurückgeben.
											Ich möchte nicht nur 
ein Bewusstsein schaffen.
											In diesem Fall könnte jemand
											diese Gegenstände wiedererkennen
											oder zumindest bleiben die Fotos erhalten
											als dauerhafte, wertfreie 
und akkurate Erinnerung
											an das Geschehene.
											Bei Fotografie geht es um Empathie
											und die Vertrautheit dieser 
Gegenstände garantiert Empathie.
											In diesem Fall bin ich nur ein Werkzeug,
											ein forensisches sozusagen.
											Das Ergebnis ist eine Fotografie,
											die fast einem Dokument gleichkommt.
									","Everyday objects, tragic histories",Ziyah Gafić,4:32,"TED Fellows,photography,war"
