en,fr,de,pt,tr,title,speaker,duration,tags
"
","
","
","
","
",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
											This is a story about capitalism.
											It's a system I love
											because of the successes and opportunities
it's afforded me and millions of others.
									","
											C'est une histoire sur le capitalisme.
											C'est un système que j'aime
											car il m'a offert à moi et à des millions
d'autres opportunités et succès.
									","
											Das ist eine Geschichte 
über den Kapitalismus.
											Ich liebe dieses System,
											das mir und Millionen Menschen 
Gelegenheiten geboten hat.
											In meinen 20ern begann ich
in den Elendsvierteln mit Baumwollhandel.
											Wenn es je einen freien Markt gegeben hat,
dann war es dieser,
											wo die Männer Krawatten trugen, 
aber wie Gladiatoren kämpften,
											um unbedingt einen Gewinn zu erzielen.
									","
											Isto é uma história sobre capitalismo.
											É um sistema de que eu gosto
											por causa dos sucessos e oportunidades
que trouxe para mim e milhões de outros.
									","
											Bu, kapitalizm hakkında bir hikaye.
											Bu sistemi seviyorum
											çünkü bana ve milyonlarca insana
başarı ve fırsatlar sağlıyor.
									",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
","
","
","
","
",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
											I started in my 20s trading commodities,
cotton in particular, in the pits,
											and if there was ever a free market
free-for-all, this was it,
											where men wearing ties 
but acting like gladiators
											fought literally 
and physically for a profit.
									","
											J'ai commencé comme trader, 
quand j'avais une vingtaine d'années,
											par vendre des matières premières, 
du coton surtout,
											et s'il y avait un marché libre où c'était
la foire d'empoigne, c'était celui-ci,
											où les hommes portaient des cravates
mais agissaient comme des gladiateurs
											et se battaient littéralement et
physiquement pour un bénéfice.
									","
											Zum Glück war ich gut genug,
so dass ich mit 30 in der Lage war,
											die oberen Gefilde 
der Geldgeschäfte zu führen.
											Die nächsten drei Jahrzehnte 
arbeitete ich als globaler Makrohändler.
											In der Zeit sah ich viele merkwürdige 
Dinge in den Märkten geschehen
											und ich habe mit lauter
verrückten Leuten verhandelt.
											Leider sind wir jetzt
in einem schlechten Moment,
											mit Sicherheit der schlimmste 
meiner Karriere,
											und Manien führen nie zu etwas Gutem.
									","
											Eu comecei, aos 20 anos, a negociar 
em mercadorias, algodão em particular,
											e se alguma vez existiu um mercado livre
para todos, foi esse,
											em que os homens usavam gravatas
mas agiam como gladiadores
											e lutavam fisicamente por um lucro.
									","
											20'li yaşlarımda özellikle pamuk
ticareti ile ilgilenmeye başladım
											ve birçok kişinin rekabet
ettiği bu serbest piyasada,
											takım elbiseli adamlar, kâr etmek için
											gerçekten fiziksel olarak
gladyatörler gibi savaşır.
									",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
","
","
","
","
",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
											Fortunately, I was good enough
that by the time I was 30,
											I was able to move into the upstairs 
world of money management,
											where I spent the next three decades
as a global macro trader.
											And over that time, I've seen
a lot of crazy things in the markets,
											and I've traded a lot of crazy manias.
											And unfortunately,
											I'm sad to report that right now 
we might be in the grips
											of one of the most disastrous,
certainly of my career,
											and one consistent takeaway is
manias never end well.
									","
											Par chance, j'étais suffisamment bon
pour à l'âge de 30 ans,
											avoir la possibilité de monter à l'étage
du monde de la gestion financière,
											où j'ai passé les trois décennies
suivantes comme trader macro-économique.
											Et pendant tout ce temps, j'ai vu beaucoup
de choses folles dans les marchés,
											et j'ai négocié beaucoup
d'engouements dingues.
											Et malheureusement,
											je suis triste d'annoncer que maintenant
nous pourrions être aux prises
											avec certainement l'un des engouements
les plus désastreux de ma carrière,
											et une leçon constante est que 
les engouements ne finissent jamais bien.
									","
											In den letzten 50 Jahren
											haben wir als Gesellschaft 
unsere Unternehmen
											in einer fast monomanen Weise betrachtet,
											besonders hinsichtlich ihrer Bewertung
											und wir haben den Schwerpunkt 
auf die Gewinne,
											auf kurzfristige Quartalsgewinne 
und Aktienkurse gelegt,
											so dass alles andere ausgeschlossen wurde.
											Es ist, als ob wir unseren Unternehmen
die Menschlichkeit genommen hätten.
											Im Alltag reduzieren wir 
die Menschen nicht zu Nummern,
											und spielen mit ihnen wie mit Legosteinen.
											In unserem eigenen Leben
tun wir das nicht.
											Wir beurteilen jemanden nicht
											auf der Grundlage seines monatlichen 
Einkommens oder seiner Bonität,
											aber wenn wir ein Unternehmen einschätzen,
											wenden wir diese Doppelmoral an.
											Und wissen Sie was?
											Diese bedroht gerade die Grundlagen 
unserer Gesellschaft.
									","
											Felizmente, eu era bom
o suficiente e, aos 30 anos,
											consegui entrar no mundo 
da gestão do dinheiro,
											onde passei as três décadas seguintes
como negociador macro global.
											Durante esse tempo, vi muitas 
coisas loucas nos mercados,
											e negociei muitas manias loucas.
											Infelizmente,
											lamento relatar que agora mesmo
podemos estar nos braços
											de uma das manias mais desastrosas, 
certamente da minha carreira.
											Uma lição consistente é que 
as manias nunca terminam bem.
									","
											Neyse ki, 30 yaşımdayken,
											bu para yönetme dünyasının
merdivenlerini çıkabilecek kadar iyiydim,
											bu dünyada 30 yılımı
küresel makro tüccarı olarak geçirdim.
											Bu dönemde, piyasada
pek çok çılgın şeyler gördüm
											ve bu manyaklıkların ticaretini yaptım.
											Ve ne yazık ki,
											şu anda kariyerimde de gördüğüm
											çok feci bir durumun içindeyiz ve
bilinen bir şey de şudur ki,
											çılgınlıklar asla güzel sonla bitmez.
									",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
","
","
","
","
",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
											Now, over the past 50 years,
											we as a society have come to view
our companies and corporations
											in a very narrow, almost
monomaniacal fashion
											with regard to how we value them,
											and we have put
so much emphasis on profits,
											on short-term quarterly
earnings and share prices,
											at the exclusion of all else.
											It's like we've ripped the humanity
out of our companies.
											Now, we don't do that —
conveniently reduce something
											to a set of numbers that you
can play with like Lego toys —
											we don't do that in our individual life.
											We don't treat somebody or value them
											based on their monthly income 
or their credit score,
											but we have this double standard
											when it comes to the way
that we value our businesses,
											and you know what?
											It's threatening the very
underpinnings of our society.
											And here's how you'll see.
									","
											Aujourd'hui et depuis
les 50 dernières années,
											en tant que société, nous en sommes venus
à percevoir nos entreprises et sociétés
											d'une manière étriquée,
presque monomaniaque,
											en ce qui concerne comment
nous les évaluons,
											et nous avons mis tant d'accent
sur les bénéfices,
											sur les gains trimestriels à court terme
et la valeur des actions,
											que nous avons exclu tout le reste.
											C'est comme si nous avions arraché
l'humanité de nos entreprises.
											Aujourd'hui, on ne fait pas ça -
réduire commodément quelque chose
											à un jeu de données avec lequel
on peut jouer comme avec des Legos -
											on ne fait pas ça dans nos vies privées.
											On ne traite pas quelqu'un 
ou ne l'évalue pas
											en se basant sur son revenu mensuel
ou son crédit,
											mais on a ce double standard
											quand on en vient à la façon
d'évaluer nos entreprises,
											et vous savez quoi ?
											Ça menace les fondations-mêmes
de notre société.
											Et vous allez voir comment.
									","
											Ich zeige es Ihnen.
									","
											Nos últimos 50 anos,
											a nossa sociedade tem vindo 
a ver as nossas empresas
											de uma forma muito limitada, 
quase monomaníaca
											em relação à forma como as valorizamos,
											e colocámos demasiada ênfase nos lucros,
											nas receitas trimestrais
e no preço das ações no curto prazo,
											com a exclusão de tudo o resto.
											É como se tivéssemos arrancado 
a humanidade das nossas empresas.
											Não fazemos isto 
— convenientemente reduzir algo
											a números com os quais podemos 
brincar, tal como com Legos —
											não fazemos isso na nossa vida pessoal.
											Não tratamos alguém nem o valorizamos
											com base nos seus rendimentos mensais
ou na sua pontuação de crédito,
											mas temos esta dupla moral
											no que respeita à forma como 
valorizamos os nossos negócios.
											Sabem que mais?
											Isso está a ameaçar
os alicerces da sociedade
											E é isto que vamos ver.
									","
											50 yılı aşkın süredir,
											bizlerin bir toplum olarak,
firmaları ve şirketleri
											değerlendirme açısından
											çok dar ve saplantılı bir tarzımız var.
											Ayrıca diğer her şeyin haricinde
											kâra, kısa vadeli üç aylık kazanç
ve hisse senedi fiyatlarına
											çok fazla önem verdik.
											Öyle bir şey ki, şirketlerimizden 
insanlığı çıkardık.
											Bir şeyi Lego oyuncakları gibi
											oynayabileceğiniz bir dizi sayıya
rahatlıkla indirgemeyiz,
											bunu özel hayatımızda yapmayız.
											Kimseye aylık gelirine veya
											kredi notuna göre davranıp değer vermeyiz
											fakat mesele kendi işlerimiz olduğunda
											çifte standart uygularız
											ve biliyor musunuz,
											bu, toplumumuzun temellerini
tümünden tehdit ediyor.
											Şöyle gösterelim.
									",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
","
","
","
","
",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
											This chart is corporate profit margins
going back 40 years
											as a percentage of revenues,
											and you can see that we're
at a 40-year high of 12.5 percent.
											Now, hooray if you're a shareholder,

											but if you're the other side of that,
and you're the average American worker,
											then you can see it's not
such a good thing.
											[""U.S. Share of Income Going to Labor vs.
CEO-to-Worker Compensation Ratio""]
									","
											Ce graphique montre les bénéfices
d'entreprises remontant à 40 ans,
											en tant que pourcentage des revenus,
											et vous pouvez voir que nous sommes
au sommet des 40 dernières années à 12,5%.
											Houra si vous êtes un actionnaire,
											mais si vous êtes de l'autre côté, et que
vous êtes le travailleur américain moyen,
											alors vous pouvez voir que ce n'est pas
une si bonne chose.
											[«Part du revenu versé au travail par
rapport à l'écart de salaire PDG-ouvrier»]
									","
											Dieses Diagramm zeigt die Gewinnspannen 
der letzten 40 Jahre in Prozent
											und Sie sehen, mit 12,5 % hatten wir
den höchsten Wert seit 40 Jahren.
											Hurra, wenn Sie ein Aktionär sind.
											Aber wenn Sie ein durchschnittlicher 
amerikanischer Arbeiter sind,
											dann können Sie erkennen, 
dass das gar nicht so gut war.
											[""Einkommen US-Arbeitnehmer vs. 
Gehälter der Geschäftsführer""].
									","
											Este gráfico mostra as margens de lucro 
empresariais dos últimos 40 anos,
											como percentagem das receitas.
											Veem que estamos no máximo
de 12,5%, nos últimos 40 anos.
											Ótimo, se forem acionistas,
											mas se estiverem do outro lado,
e forem um trabalhador americano médio,
											então podem ver que não é uma coisa boa.
											[Quotas das receitas para o trabalho
vs. proporção CEO-trabalhador nos EUA]
									","
											Bu grafik kurumsal kâr marjlarının
gelir oranı olarak
											40 yıllık gösterimidir.
											Gördüğünüz gibi %12,5 ile
40 yılın zirvesindeyiz.
											Eğer hissedarsan yaşadın,
											fakat karşı taraftaysan ve
ortalama bir Amerikalı bir işçiysen
											bunun çok da iyi bir şey
olmadığını görebilirsin.
											[""A.B.D İşçilerle Gelir Paylaşımı &amp;
CEO-İşçi Maaş Oranı""]
									",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
","
","
","
","
",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
											Now, higher profit margins
do not increase societal wealth.
											What they actually do is they
exacerbate income inequality,
											and that's not a good thing.
											But intuitively, that makes sense, right?
											Because if the top 10 percent
of American families
											own 90 percent of the stocks,
											as they take a greater share
of corporate profits,
											then there's less wealth left
for the rest of society.
									","
											De plus grands bénéfices n'améliorent
pas la richesse de la société.
											En réalité, ils exacerbent 
l'inégalité de revenus,
											et ce n'est pas une bonne chose.
											Mais intuitivement, c'est sensé, non ?
											Car si les premiers 10%
des familles américaines
											possèdent 90% des actions,
											comme ils prennent une plus grande part
des bénéfices d'entreprises,
											alors il reste moins de richesses 
pour le reste de la société.
									","
											Hohe Gewinnspannen erhöhen nicht
den gesellschaftlichen Reichtum.
											Eigentlich verschärfen sie 
die Einkommensungleichheit,
											und das ist auf keinen Fall gut.
											Aber ergibt das intuitiv einen Sinn?
											Wenn nämlich die 10 %
der amerikanischen Familien
											90 % der Aktien besitzen,
											bekommen sie einen größeren Anteil 
der Unternehmensgewinne,
											und dann bleibt fast nichts mehr
für den Rest der Gesellschaft übrig.
									","
											Margens de lucro mais altas
não aumentam a riqueza social.
											O que fazem é exacerbar 
as desigualdades de rendimentos,
											e isso não é uma coisa boa.
											Mas intuitivamente,
isso faz sentido, não é?
											Porque se 10% das famílias
norte-americanas
											possuem 90% das ações,
											como eles recebem a maior parte
dos lucros empresariais,
											então sobra menos riqueza
para o resto da sociedade.
									","
											Yüksek kâr marjı toplumsal 
refahı arttırmaz.
											Onların asıl yaptığı
gelir eşitsizliğini kötüleştirmek
											ki bu da iyi bir şey değil.
											Ancak içgüdüsel olarak mantıklı, değil mı?
											Çünkü eğer Amerikan ailelerinin
en üstteki %10'u
											servetin %90'ına sahipse,
											onlar kurumsal kâr payının 
çoğunu alabilirken
											toplumun kalanı için daha az servet kalır.
									",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
","
","
","
","
",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
											Again, income inequality
is not a good thing.
											This next chart,
made by The Equality Trust,
											shows 21 countries from Austria
to Japan to New Zealand.
											On the horizontal axis
is income inequality.
											The further to the right you go,
the greater the income inequality.
											On the vertical axis
are nine social and health metrics.
											The more you go up that,
the worse the problems are,
											and those metrics include life expectancy,
teenage pregnancy, literacy,
											social mobility, just to name a few.
											Now, those of you in the audience
who are Americans may wonder,
											well, where does the United States rank?
											Where does it lie on that chart?
											And guess what?
											We're literally off the chart.
											Yes, that's us,
											with the greatest income inequality
											and the greatest social problems,
according to those metrics.
									","
											Encore une fois, l'inégalité de revenus
n'est pas une bonne chose.
											Le graphique suivant,
fait par The Equality Trust,
											porte sur 21 pays depuis l'Autriche
au Japon et à la Nouvelle-Zélande.
											Sur l'axe horizontal se trouve
l'inégalité de revenus.
											Plus vous allez à droite,
plus l'inégalité de revenus est grande.
											Sur l'axe vertical se trouvent
neuf critères de santé et sociaux.
											Plus vous montez,
pire sont les problèmes,
											ces critères incluent l'espérance de vie,
la grossesse précoce, l'alphabétisation,
											la mobilité sociale,
pour n'en nommer que quelques-uns.
											Ceux parmi vous qui sont américains
pourraient se demander,
											où sont classés les États-Unis ?
											Où sont-ils sur ce graphique ?
											Et devinez quoi ?
											Nous sommes littéralement hors du tableau.
											Oui, c'est nous,
											avec la plus grande
inégalité de revenus
											et les plus grands problèmes sociaux
d'après ces critères.
									","
											Ich wiederhole, Einkommensungleichheit
ist nicht gut.
											Das folgende Diagramm, 
von ""The Equality Trust"",
											zeigt 21 Länder von Österreich 
über Japan bis nach Neuseeland.
											Die horizontale Achse stellt 
die Einkommensungleichheit dar.
											Je weiter man nach rechts geht,
je größer die Einkommensungleichheit.
											Die vertikale Achse stellt 
neun soziale Maßstäbe dar.
											Je weiter nach oben,
je schlimmer werden die Probleme,
											wie Lebenserwartung, Teenager-
Schwangerschaften, Alphabetisierung,
											soziale Mobilität,
um nur ein paar zu nennen.
											Die hier anwesenden Amerikaner 
werden sich fragen:
											Welchen Platz belegt denn die USA?
											Wo befinden sie sich im Diagramm?
											Raten Sie mal!
											Wir sind nicht mal mehr drin.
											Ja, wir sind diejenigen,
											die nach diesen Maßstäben
die größte Einkommensungleichheit
											und die größten sozialen Probleme haben. 

									","
											Mais uma vez, a desigualdade
de rendimentos não é uma coisa boa.
											Este gráfico, produzido 
pelo The Equality Trust,
											mostra 21 países desde a Áustria 
ao Japão e à Nova Zelândia.
											No eixo horizontal está
a desigualdade de rendimentos.
											Quanto mais à direita estiverem, 
maior é a desigualdade de rendimentos.
											No eixo vertical estão nove índices
sociais e de saúde.
											Quanto mais acima estiverem,
piores são os problemas.
											Estes índices incluem a esperança de vida,
a gravidez na adolescência, a literacia,
											a mobilidade social, 
só para mencionar alguns.
											Aqui na audiência, os que são 
americanos devem estar a perguntar:
											""Como é que os EUA se classificam?
											""Onde aparecem nesse gráfico?""
											E adivinhem.
											Estamos literalmente fora do gráfico.
											Sim, somos nós,
											com a maior desigualdade de rendimentos,
											e os maiores problemas sociais,
de acordo com estes índices.
									","
											Tekrar söylüyorum, 
gelir eşitsizliği iyi bir şey değil.
											The Equality Trust tarafından yapılan 
bu diğer grafik
											Avusturya'dan Japonya'ya, oradan da
Yeni Zellanda'ya 21 ülkeyi gösterir.
											Yatay eksen gelir eşitsizliğini
gösteriyor.
											Sağa gittikçe gelir eşitsizliği
daha da büyüyor.
											Dikey eksende dokuz sosyal
ve sağlık ölçü birimleri var.
											Ne kadar yukarı giderseniz
problemler o kadar kötüleşiyor.
											Bunlar; ortalama ömür, ergen hamileliği,
											okuryazarlık, sosyal alışkanlık vb.
											Aranızdan Amerikalı olanlar
ABD'nin oranları nerede diye
											merak edebilir.
											Bu grafikteki yeri neresi?
											Bilin bakalım?
											Biz grafiğin tamamen dışındayız.
											Evet, bu biziz.
											Bu ölçümlere göre
en büyük gelir eşitsizliği
											ve sosyal problemler bizde.
									",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
","
","
","
","
",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
											Now, here's a macro forecast
that's easy to make,
											and that's, that gap between
the wealthiest and the poorest,
											it will get closed.
											History always does it.
											It typically happens in one of three ways:
											either through revolution,
higher taxes, or wars.
											None of those are on my bucket list.
											(Laughter)
									","
											Voici une prédiction globale
qui est facile à faire,
											et c'est que le fossé entre
les plus pauvres et les plus riches
											se fermera.
											L'Histoire le fait tout le temps.
											Cela arrive typiquement 
d'une de ces trois façons :
											soit par une révolution, soit par
plus de taxes ou soit par des guerres.
											Aucune de ces solutions n'est 
sur ma liste de choses à vivre.
											(Rires)
									","
											Hier ist eine Makro-Prognose,
											die besagt, dass die Kluft zwischen 
den Reichsten und den Ärmsten
											kleiner werden wird.
											Die Geschichte lehrt es uns.
											Es geschieht in einer von drei Arten:
											Durch eine Revolution, eine 
Steuererhöhung oder einen Krieg.
											Keiner von diesen sind 
auf meiner Wunschliste.
											(Gelächter)
									","
											Esta é uma previsão macroeconómica
que é fácil de fazer:
											O fosso entre 
os mais ricos e os mais pobres
											será fechado.
											A história faz sempre isso.
											Tipicamente acontece 
de uma de três formas:
											através de revoluções,
de impostos mais altos ou de guerras.
											Nenhum destes está 
na minha lista de desejos.
											(Risos)
									","
											Alın size yapması kolay bir tahmin,
											zengin ve fakir arasındaki bu fark
											kapanacak.
											Tarihte bu hep olur.
											Genellikle üç yoldan biriyle gerçekleşir:
											devrimle, yüksek vergiyle ya da şavaşla.
											Hiçbiri yapılacaklar listemde yok.
											(Gülüşmeler)
									",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
","
","
","
","
",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
											Now, there's another way to do it,
											and that's by increasing justness
in corporate behavior,
											but the way that we're
operating right now,
											that would require
a tremendous change in behavior,
											and like an addict trying to kick a habit,
											the first step is to acknowledge
that you have a problem.
											And let me just say,
this profits mania that we're on
											is so deeply entrenched
											that we don't even realize
how we're harming society.
											Here's a small but startling example
of exactly how we're doing that:
											this chart shows corporate giving
											as a percentage of profits, 
not revenues, over the last 30 years.
											Juxtapose that to the earlier chart
of corporate profit margins,
											and I ask you, does that feel right?
									","
											Il y a une autre façon de faire,
											et c'est en augmentant la justesse
du comportement des entreprises,
											mais vu la manière dont nous agissons
pour le moment,
											ça demanderait un changement
phénoménal de comportement,
											et comme un drogué essayant
de se soigner,
											le premier pas est de reconnaître
qu'il y a un problème.
											Et laissez-moi juste dire,
cette manie des bénéfices que nous vivons
											est si profondément enracinée
											que nous ne réalisons pas combien
nous nuisons à la société.
											Voici un exemple petit mais frappant 
de comment nous faisons cela exactement :
											ce graphique montre
les donations d'entreprises
											comme pourcentage des bénéfices,
pas revenus, des 30 dernières années.
											Juxtaposez-le avec le précédent graphique
sur les bénéfices d'entreprises,
											et je vous demande,
est-ce que ça semble normal ?
									","
											Es gibt es einen anderen Weg, dies zu tun,
											nämlich indem man die Gerechtigkeit
im Unternehmensverhalten erhöht.
											Aber wie wir jetzt gerade arbeiten,
											bräuchten wir dafür eine radikale
Veränderung unserer Gewohnheiten,
											so wie ein Drogenabhängiger, 
der seine Gewohnheit aufgeben will.
											Der erste Schritt ist, 
das Problem zuzugeben.
											Diese Gewinnmanie ist so verankert,
dass wir uns gar nicht bewusst sind,
											dass sie unsere Gesellschaft 
gerade zerstört.
											Hier ist ein überraschendes Beispiel, 
das zeigt, was wir gerade tun:
											Dieses Diagramm zeigt 
die Spendenaktionen der Unternehmen
											als Prozentsatz des Gewinns, nicht
des Umsatzes, in den letzten 30 Jahren.
											Vergleichen Sie das Diagramm mit dem 
vorherigen bezüglich der Gewinnspannen
											und ich frage Sie: Finden Sie das okay?
									","
											Existe outra forma de o fazer,
											é aumentando a justeza
no comportamento empresarial,
											mas a forma como atualmente
estamos a funcionar,
											exigiria uma tremenda
mudança de comportamento.
											Tal como um viciado
tenta perder um mau hábito,
											o primeiro passo é reconhecer
que temos um problema.
											E deixem-me dizer, esta mania
dos lucros em que estamos
											está tão profundamente enraizada
											que nem sequer nos apercebemos de
como estamos a prejudicar a sociedade.
											Eis um pequeno mas surpreendente exemplo
de como estamos a fazer isso.
											Este gráfico mostra
as doações das empresas
											como percentagem dos lucros
— não das receitas — dos últimos 30 anos,
											Justaponham isto com o gráfico anterior,
com as margens de lucros empresariais,
											e pergunto-vos, isto parece correto?
									","
											Bunu yapmanın başka bir yolu var
											ve bu da şirketin davranışlarında
adaleti sağlamaktır.
											Ama şu an yürüttüğümüz bu yol,
											bir bağımlının bir alışkanlığını
bırakması gibi
											büyük bir davranış değişikliği gerektirir.
											İlk adım, problemin olduğunu kabul etmek.
											Bakın size şunu söyleyeyim,
sahip olduğumuz kâr manyaklığı
											o kadar derin şekilde yerleşmiş ki
											topluma nasıl zarar verdiğimizi bile
fark etmiyoruz.
											Bunu tam olarak nasıl yaptığımızın
küçük bir örneği işte burada:
											bu grafik son 30 yıldaki
kâr yüzdemizi gösteriyor,
											gelir yüzdesini değil.
											Şirketlerin kâr marjlarını eski grafikle 
karşılaştırdığımızda;
											Size soruyorum:
Bu doğru geliyor mu?
									",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
","
","
","
","
",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
