en,es,fr,de,title,speaker,duration,tags
"
","
","
","
",How urban agriculture is transforming Detroit,Devita Davison,12:22,"agriculture,community,culture,cities,garden,public health,farming,society,food,personal growth,urban"
"
											I'm from Detroit.
									","
											Soy de Detroit.
									","
											Je suis de Detroit,
									","
											Ich komme aus Detroit.
									",How urban agriculture is transforming Detroit,Devita Davison,12:22,"agriculture,community,culture,cities,garden,public health,farming,society,food,personal growth,urban"
"
","
","
","
",How urban agriculture is transforming Detroit,Devita Davison,12:22,"agriculture,community,culture,cities,garden,public health,farming,society,food,personal growth,urban"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									",How urban agriculture is transforming Detroit,Devita Davison,12:22,"agriculture,community,culture,cities,garden,public health,farming,society,food,personal growth,urban"
"
","
","
","
",How urban agriculture is transforming Detroit,Devita Davison,12:22,"agriculture,community,culture,cities,garden,public health,farming,society,food,personal growth,urban"
"
											A city that in the 1950s
was the world's industrial giant,
											with a population of 1.8 million people
											and 140 square miles
of land and infrastructure,
											used to support this booming,
Midwestern urban center.
									","
											Una ciudad que en la década de 1950 
era el gigante industrial del mundo,
											con una población de 
1.8 millones de personas
											y 225 km2 de tierra e infraestructura,
											usada para apoyar este centro urbano 
en pleno auge del medio oeste.
									","
											une ville qui, dans les années 50,
											était le géant mondial de l'industrie,
											qui comptait 1,8 million d'habitants
											et 360 km² de terres et d'infrastructures
											utilisées pour supporter ce centre urbain
du Midwest en plein boom.
									","
											Eine Stadt, die in den 1950ern
ein Industriegigant war.
											Mit einer Bevölkerung von
1,8 Millionen Menschen
											und 1036 Quadratkilometern
Land und Infrastruktur,
											die diesem städtischen Zentrum
zum Aufblühen verhalfen.
									",How urban agriculture is transforming Detroit,Devita Davison,12:22,"agriculture,community,culture,cities,garden,public health,farming,society,food,personal growth,urban"
"
","
","
","
",How urban agriculture is transforming Detroit,Devita Davison,12:22,"agriculture,community,culture,cities,garden,public health,farming,society,food,personal growth,urban"
"
											And now today,
											just a half a century later,
											Detroit is the poster child
for urban decay.
											Currently in Detroit,
our population is under 700,000,
											of which 84 percent are African American,
											and due to decades of disinvestment
											and capital flight
											from the city into the suburbs,
											there is a scarcity in Detroit.
											There is a scarcity of retail,
											more specifically, fresh food retail,
											resulting in a city
where 70 percent of Detroiters
											are obese and overweight,
											and they struggle.
											They struggle to access
nutritious food that they need,
											that they need to stay healthy,
											that they need to prevent premature
illness and diet-related diseases.
											Far too many Detroiters
live closer to a fast food restaurant
											or to a convenience store,
or to a gas station
											where they have to shop for food
											than they do a full-service supermarket.
											And this is not good news
about the city of Detroit,
											but this is the news
											and the story
											that Detroiters intend to change.
											No, I'm going to take that back.
											This is the story
that Detroiters are changing,
											through urban agriculture
and food entrepreneurship.
									","
											Y hoy,
											solo medio siglo después,
											Detroit es el ejemplo modélico
de la decadencia urbana.
											Actualmente en Detroit, 
nuestra población es de menos de 700 000,
											de la cual el 84 % es afroestadounidense,
											y debido a décadas de desinversión
											y fugas de capital
											de la ciudad a los suburbios,
											hay escasez en Detroit.
											Hay una escasez de venta al por menor,
											más específicamente, 
venta al por menor de alimentos frescos,
											dando como resultado una ciudad 
donde el 70 % de sus habitantes
											son obesos y tienen sobrepeso,
											y luchan.
											Luchan por acceder a los alimentos 
nutritivos que necesitan,
											que necesitan para mantenerse saludables,
											para prevenir enfermedades prematuras 
y enfermedades relacionadas con la dieta.
											Demasiados viven cerca 
de un restaurante de comida rápida
											o de una tienda de conveniencia 
o una estación de servicio
											donde tienen que comprar comida
											usándola como un supermercado 
de servicio completo.
											Y esta no es una buena noticia 
sobre la ciudad de Detroit,
											pero esta es la noticia
											y la historia
											que los ciudadanos pretenden cambiar.
											No, me corrijo.
											Esta es la historia que 
los ciudadanos ya están cambiando,
											a través de la agricultura urbana 
y el emprendimiento alimentario.
									","
											Aujourd'hui,
											à peine un demi-siècle plus tard,
											Detroit est le modèle du déclin urbain.
											Actuellement, on y compte
moins de 700 000 habitants,
											dont 84% d'Afro-Américains,
											et à cause de décennies
de désinvestissement
											et de fuite des capitaux
											de la ville vers la banlieue,
											il y a une pénurie à Detroit.
											Il y a une pénurie dans la vente,
											plus précisément, dans la vente
de nourriture fraîche,
											ce qui fait que 70% des habitants
											sont obèses et en surpoids
											et ils ont du mal.
											Ils ont du mal à accéder 
à une nourriture nutritive indispensable,
											indispensable pour rester en bonne santé,
											pour éviter des maladies prématurées
et liées à l'alimentation.
											Beaucoup trop de personnes vivent
plus près d'un fast food
											d'une supérette ou d'une station-service
											où ils doivent faire leurs courses
											que d'un hypermarché.
											Ce ne sont pas
de bonnes nouvelles sur Detroit,
											mais ce sont les nouvelles
											et l'histoire
											que les habitants
ont l'intention de changer.
											Non, je reprends.
											C'est l'histoire que les habitants
sont en train de changer
											grâce à l'agriculture urbaine
et l'entrepreneuriat alimentaire.
									","
											Und heute,
											nur ein halbes Jahrhundert später,
											ist Detroit das Paradebeispiel
für eine heruntergekommene Stadt.
											Es leben nur noch
700.000 Menschen in Detroit,
											davon sind 84 % Afroamerikaner.
											Durch jahrelangen Investitionsabbau
											und den Abfluss von Kapital
											aus der Stadt in die Vorstädte,
											entstanden Missstände in Detroit.
											Ein Mangel an Einzelhändlern,
											insbesondere an Läden,
die frische Lebensmittel anbieten.
											Daraus resultiert eine Stadt,
in der 70 % der Detroiter
											fettleibig und übergewichtig sind.
											Sie haben Schwierigkeiten.
											Sie haben Schwierigkeiten
an frische Lebensmittel zu gelangen,
											die sie brauchen, um gesund zu bleiben.
											Die sie brauchen, um ernährungsassoziierte
Krankheiten vermeiden zu können.
											Zu viele Detroiter wohnen näher an
einem Fastfood-Restaurant
											oder an einer Tankstelle oder an
einem kleinen Gemischtwarenladen,
											wo sie ihre Lebensmittel einkaufen,
											als an einem normalen Supermarkt.
											Das sind keine guten
Neuigkeiten aus Detroit.
											Aber es sind nun mal die Neuigkeiten
											und die Geschichten,
											die die Detroiter ändern möchten.
											Nein, das nehme ich zurück.
											Das ist die Geschichte, die die
Detroiter bereits ändern!
											Durch urbane Landwirtschaft
und Unternehmergeist.
									",How urban agriculture is transforming Detroit,Devita Davison,12:22,"agriculture,community,culture,cities,garden,public health,farming,society,food,personal growth,urban"
"
","
","
","
",How urban agriculture is transforming Detroit,Devita Davison,12:22,"agriculture,community,culture,cities,garden,public health,farming,society,food,personal growth,urban"
"
											Here's the thing:
											because of Detroit's recent history,
											it now finds itself
											with some very unique assets,
											open land being one of them.
											Experts say that the entire cities
of Boston, San Francisco,
											and the borough of Manhattan
											will fit in the land area
of the city of Detroit.
											They further go on to say
											that 40 square miles
of the city is vacant.
											That's a quarter to a third of the city,
											and with that level of emptiness,
											it creates a landscape
unlike any other big city.
											So Detroit has this —
open land, fertile soil,
											proximity to water,
											willing labor
											and a desperate demand
for healthy, fresh food.
											All of this has created
a people-powered grassroots movement
											of people in Detroit
											who are transforming this city
											from what was the capital
of American industry
											into an agrarian paradise.
									","
											Esto es,
											por la historia reciente de Detroit,
											esta ahora se encuentra
											con algunos recursos muy únicos,
											siendo la tierra abierta uno de ellos.
											Los expertos dicen que las ciudades 
enteras de Boston, San Francisco
											y el barrio de Manhattan
											cabrían en el área terrestre 
de la ciudad de Detroit.
											Ellos también dicen que
											esos 64 km2 de la ciudad están vacíos.
											Eso es entre un cuarto 
y un tercio de la ciudad,
											y con ese nivel de vacío,
											tienen un paisaje diferente 
a cualquier otra gran ciudad.
											Así que Detroit tiene esto: 
tierra abierta, tierra fértil,
											proximidad al agua,
											disposición a trabajar
											y una demanda desesperada de 
alimentos saludables y frescos.
											Todo esto ha creado un movimiento popular
											impulsado por las personas de Detroit
											que están transformando esta ciudad
											de lo que fue la capital 
de la industria estadounidense
											a un paraíso agrario.
									","
											Le fait est que,
											à cause de son histoire récente,
											Detroit dispose maintenant
											de quelques atouts uniques,
											notamment des terrains non aménagés.
											Les experts disent
que Boston, San Francisco
											et le quartier de Manhattan
											ont la même superficie
que cet espace vacant.
											Ils continuent en affirmant
											que 100 km² de la ville sont inoccupés.
											Cela représente entre un quart
et un tiers de la ville,
											et avec un tel taux d'espaces vides,
											cela crée un paysage incomparable
aux autres grandes villes.
											Detroit a donc ça :
des terrains vacants, de la terre fertile,
											de l'eau à proximité,
											une main d'œuvre motivée
											et un besoin urgent
de nourriture fraîche et saine.
											Tout ceci a engendré un mouvement citoyen
											des habitants de Detroit
											qui transforment cette ville
											de ce qui était la capitale
de l'industrie américaine
											en un paradis agraire.
									","
											Es ist ja so:
											Durch die jüngsten Ereignisse in Detroit
											entdeckt es an sich langsam
											einige sehr einzigartige Vorzüge.
											Unter anderem freie Landflächen.
											Laut Experten passen Boston, San Francisco
											und der Bezirk Manhattan
											komplett auf die Landfläche von Detroit.
											Des Weiteren sagen sie,
											dass 100 Quadratkilometer 
der Stadt leer stehend sind.
											Das ist etwa ein Drittel
bis ein Viertel der Stadt.
											Mit diesem Grad an Leere
											entsteht eine Landschaft, die mit
keiner anderen Großstadt vergleichbar ist.
											Detroit hat diese freien Flächen,
fruchtbaren Boden,
											Nähe zu Wasser,
											Arbeitswille
											und den dringenden Bedarf an
frischen Nahrungsmitteln.
											Dadurch entstand eine Bürgerinitiative.
											Die Bewohner von Detroit
verwandeln diese Stadt,
											die einst eine Hauptstadt
der Industrie war,
											in ein landwirtschaftliches Paradies.
									",How urban agriculture is transforming Detroit,Devita Davison,12:22,"agriculture,community,culture,cities,garden,public health,farming,society,food,personal growth,urban"
